name,genes,overlap_pct,gene,chrom_id,25kb bin
chr2-2067,['Galnt13'],[1.0],Galnt13,2,2067
chr2-2068,['Galnt13'],[1.0],Galnt13,2,2068
chr2-2069,['Galnt13'],[1.0],Galnt13,2,2069
chr2-2070,['Galnt13'],[1.0],Galnt13,2,2070
chr2-2071,['Galnt13'],[1.0],Galnt13,2,2071
chr2-2072,['Galnt13'],[1.0],Galnt13,2,2072
chr2-2073,['Galnt13'],[1.0],Galnt13,2,2073
chr2-2074,['Galnt13'],[1.0],Galnt13,2,2074
chr2-2075,['Galnt13'],[1.0],Galnt13,2,2075
chr2-2076,['Galnt13'],[1.0],Galnt13,2,2076
chr2-2077,['Galnt13'],[1.0],Galnt13,2,2077
chr2-2078,['Galnt13'],[1.0],Galnt13,2,2078
chr2-2079,['Galnt13'],[1.0],Galnt13,2,2079
chr2-2080,['Galnt13'],[0.70976],Galnt13,2,2080
chr2-2218,['Upp2'],[0.30668],Upp2,2,2218
chr2-2219,['Upp2'],[1.0],Upp2,2,2219
chr2-2220,['Upp2'],[1.0],Upp2,2,2220
chr2-2221,['Upp2'],[1.0],Upp2,2,2221
chr2-2222,['Upp2'],[1.0],Upp2,2,2222
chr2-2223,['Upp2'],[1.0],Upp2,2,2223
chr2-2224,['Upp2'],[1.0],Upp2,2,2224
chr2-2225,['Upp2'],[1.0],Upp2,2,2225
chr2-2226,['Upp2'],[1.0],Upp2,2,2226
chr2-2227,['Upp2'],[0.71884],Upp2,2,2227
chr2-2228,['Ccdc148'],[0.13212],Ccdc148,2,2228
chr2-2229,['Ccdc148'],[1.0],Ccdc148,2,2229
chr2-2230,['Ccdc148'],[1.0],Ccdc148,2,2230
chr2-2231,['Ccdc148'],[1.0],Ccdc148,2,2231
chr2-2232,['Ccdc148'],[1.0],Ccdc148,2,2232
chr2-2233,['Ccdc148'],[1.0],Ccdc148,2,2233
chr2-2234,['Ccdc148'],[1.0],Ccdc148,2,2234
chr2-2235,['Ccdc148'],[1.0],Ccdc148,2,2235
chr2-2236,['Ccdc148'],[1.0],Ccdc148,2,2236
chr2-2237,['Ccdc148'],[1.0],Ccdc148,2,2237
chr2-2238,['Ccdc148'],[1.0],Ccdc148,2,2238
chr2-2239,['Ccdc148'],[1.0],Ccdc148,2,2239
chr2-2240,['Ccdc148'],[1.0],Ccdc148,2,2240
chr2-2241,['Ccdc148'],[0.42732],Ccdc148,2,2241
chr2-2259,['Tanc1'],[0.51836],Tanc1,2,2259
chr2-2260,['Tanc1'],[1.0],Tanc1,2,2260
chr2-2261,['Tanc1'],[1.0],Tanc1,2,2261
chr2-2262,['Tanc1'],[1.0],Tanc1,2,2262
chr2-2263,['Tanc1'],[1.0],Tanc1,2,2263
chr2-2264,['Tanc1'],[1.0],Tanc1,2,2264
chr2-2265,['Tanc1'],[1.0],Tanc1,2,2265
chr2-2266,['Tanc1'],[1.0],Tanc1,2,2266
chr2-2267,['Tanc1'],[1.0],Tanc1,2,2267
chr2-2268,['Tanc1'],[0.84852],Tanc1,2,2268
chr2-2270,['Baz2b'],[0.02552],Baz2b,2,2270
chr2-2271,['Baz2b'],[1.0],Baz2b,2,2271
chr2-2272,['Baz2b'],[1.0],Baz2b,2,2272
chr2-2273,['Baz2b'],[1.0],Baz2b,2,2273
chr2-2274,['Baz2b'],[1.0],Baz2b,2,2274
chr2-2275,['Baz2b'],[1.0],Baz2b,2,2275
chr2-2276,['Baz2b'],[1.0],Baz2b,2,2276
chr2-2277,['Baz2b'],[1.0],Baz2b,2,2277
chr2-2278,['Baz2b'],[1.0],Baz2b,2,2278
chr2-2279,['Baz2b'],[1.0],Baz2b,2,2279
chr2-2280,['Baz2b'],[0.0296],Baz2b,2,2280
chr2-2305,['Rbms1'],[0.92192],Rbms1,2,2305
chr2-2306,['Rbms1'],[1.0],Rbms1,2,2306
chr2-2307,['Rbms1'],[1.0],Rbms1,2,2307
chr2-2308,['Rbms1'],[1.0],Rbms1,2,2308
chr2-2309,['Rbms1'],[1.0],Rbms1,2,2309
chr2-2310,['Rbms1'],[1.0],Rbms1,2,2310
chr2-2311,['Rbms1'],[1.0],Rbms1,2,2311
chr2-2312,['Rbms1'],[1.0],Rbms1,2,2312
chr2-2313,['Rbms1'],[0.52816],Rbms1,2,2313
chr2-2356,['Slc4a10'],[0.13944],Slc4a10,2,2356
chr2-2357,['Slc4a10'],[1.0],Slc4a10,2,2357
chr2-2358,['Slc4a10'],[1.0],Slc4a10,2,2358
chr2-2359,['Slc4a10'],[1.0],Slc4a10,2,2359
chr2-2360,['Slc4a10'],[1.0],Slc4a10,2,2360
chr2-2361,['Slc4a10'],[1.0],Slc4a10,2,2361
chr2-2362,['Slc4a10'],[1.0],Slc4a10,2,2362
chr2-2363,['Slc4a10'],[1.0],Slc4a10,2,2363
chr2-2364,['Slc4a10'],[1.0],Slc4a10,2,2364
chr2-2365,['Slc4a10'],[1.0],Slc4a10,2,2365
chr2-2366,['Slc4a10'],[1.0],Slc4a10,2,2366
chr2-2367,['Slc4a10'],[1.0],Slc4a10,2,2367
chr2-2368,['Slc4a10'],[0.06972],Slc4a10,2,2368
chr2-2383,['Kcnh7'],[0.8822],Kcnh7,2,2383
chr2-2384,['Kcnh7'],[1.0],Kcnh7,2,2384
chr2-2385,['Kcnh7'],[1.0],Kcnh7,2,2385
chr2-2386,['Kcnh7'],[1.0],Kcnh7,2,2386
chr2-2387,['Kcnh7'],[1.0],Kcnh7,2,2387
chr2-2388,['Kcnh7'],[1.0],Kcnh7,2,2388
chr2-2389,['Kcnh7'],[1.0],Kcnh7,2,2389
chr2-2390,['Kcnh7'],[1.0],Kcnh7,2,2390
chr2-2391,['Kcnh7'],[1.0],Kcnh7,2,2391
chr2-2392,['Kcnh7'],[1.0],Kcnh7,2,2392
chr2-2393,['Kcnh7'],[1.0],Kcnh7,2,2393
chr2-2394,['Kcnh7'],[1.0],Kcnh7,2,2394
chr2-2395,['Kcnh7'],[1.0],Kcnh7,2,2395
chr2-2396,['Kcnh7'],[1.0],Kcnh7,2,2396
chr2-2397,['Kcnh7'],[1.0],Kcnh7,2,2397
chr2-2398,['Kcnh7'],[1.0],Kcnh7,2,2398
chr2-2399,['Kcnh7'],[1.0],Kcnh7,2,2399
chr2-2400,['Kcnh7'],[1.0],Kcnh7,2,2400
chr2-2401,['Kcnh7'],[1.0],Kcnh7,2,2401
chr2-2402,['Kcnh7'],[0.37148],Kcnh7,2,2402
chr2-2603,['Stk39'],[0.58216],Stk39,2,2603
chr2-2604,['Stk39'],[1.0],Stk39,2,2604
chr2-2605,['Stk39'],[1.0],Stk39,2,2605
chr2-2606,['Stk39'],[1.0],Stk39,2,2606
chr2-2607,['Stk39'],[1.0],Stk39,2,2607
chr2-2608,['Stk39'],[1.0],Stk39,2,2608
chr2-2609,['Stk39'],[1.0],Stk39,2,2609
chr2-2610,['Stk39'],[1.0],Stk39,2,2610
chr2-2611,['Stk39'],[1.0],Stk39,2,2611
chr2-2612,['Stk39'],[1.0],Stk39,2,2612
chr2-2613,['Stk39'],[0.87924],Stk39,2,2613
chr2-2629,['Cers6'],[0.5424],Cers6,2,2629
chr2-2630,['Cers6'],[1.0],Cers6,2,2630
chr2-2631,['Cers6'],[1.0],Cers6,2,2631
chr2-2632,['Cers6'],[1.0],Cers6,2,2632
chr2-2633,['Cers6'],[1.0],Cers6,2,2633
chr2-2634,['Cers6'],[1.0],Cers6,2,2634
chr2-2635,['Cers6'],[1.0],Cers6,2,2635
chr2-2636,['Cers6'],[1.0],Cers6,2,2636
chr2-2637,['Cers6'],[1.0],Cers6,2,2637
chr2-2638,['Cers6'],[1.0],Cers6,2,2638
chr2-2639,['Cers6'],[0.57132],Cers6,2,2639
chr2-2676,['Myo3b'],[0.435],Myo3b,2,2676
chr2-2677,['Myo3b'],[1.0],Myo3b,2,2677
chr2-2678,['Myo3b'],[1.0],Myo3b,2,2678
chr2-2679,['Myo3b'],[1.0],Myo3b,2,2679
chr2-2680,['Myo3b'],[1.0],Myo3b,2,2680
chr2-2681,['Myo3b'],[1.0],Myo3b,2,2681
chr2-2682,['Myo3b'],[1.0],Myo3b,2,2682
chr2-2683,['Myo3b'],[1.0],Myo3b,2,2683
chr2-2684,['Myo3b'],[1.0],Myo3b,2,2684
chr2-2685,['Myo3b'],[1.0],Myo3b,2,2685
chr2-2686,['Myo3b'],[1.0],Myo3b,2,2686
chr2-2687,['Myo3b'],[1.0],Myo3b,2,2687
chr2-2688,['Myo3b'],[1.0],Myo3b,2,2688
chr2-2689,['Myo3b'],[1.0],Myo3b,2,2689
chr2-2690,['Myo3b'],[1.0],Myo3b,2,2690
chr2-2691,['Myo3b'],[1.0],Myo3b,2,2691
chr2-2692,['Myo3b'],[0.1678],Myo3b,2,2692
chr2-2731,['Mir5098'],[0.421],Mir5098,2,2731
chr2-2732,['Mir5098'],[1.0],Mir5098,2,2732
chr2-2733,['Mir5098'],[1.0],Mir5098,2,2733
chr2-2734,['Mir5098'],[1.0],Mir5098,2,2734
chr2-2735,['Mir5098'],[1.0],Mir5098,2,2735
chr2-2736,['Mir5098'],[1.0],Mir5098,2,2736
chr2-2737,['Mir5098'],[1.0],Mir5098,2,2737
chr2-2738,['Mir5098'],[1.0],Mir5098,2,2738
chr2-2739,['Mir5098'],[1.0],Mir5098,2,2739
chr2-2740,['Mir5098'],[1.0],Mir5098,2,2740
chr2-2741,['Mir5098'],[1.0],Mir5098,2,2741
chr2-2742,['Mir5098'],[1.0],Mir5098,2,2742
chr2-2743,['Mir5098'],[1.0],Mir5098,2,2743
chr2-2744,['Mir5098'],[1.0],Mir5098,2,2744
chr2-2745,['Mir5098'],[1.0],Mir5098,2,2745
chr2-2746,['Mir5098'],[1.0],Mir5098,2,2746
chr2-2747,['Mir5098'],[1.0],Mir5098,2,2747
chr2-2748,['Mir5098'],[1.0],Mir5098,2,2748
chr2-2749,['Mir5098'],[1.0],Mir5098,2,2749
chr2-2750,['Mir5098'],[0.7562],Mir5098,2,2750
chr2-2754,['Rapgef4'],[0.75144],Rapgef4,2,2754
chr2-2755,['Rapgef4'],[1.0],Rapgef4,2,2755
chr2-2756,['Rapgef4'],[1.0],Rapgef4,2,2756
chr2-2757,['Rapgef4'],[1.0],Rapgef4,2,2757
chr2-2758,['Rapgef4'],[1.0],Rapgef4,2,2758
chr2-2759,['Rapgef4'],[1.0],Rapgef4,2,2759
chr2-2760,['Rapgef4'],[1.0],Rapgef4,2,2760
chr2-2761,['Rapgef4'],[1.0],Rapgef4,2,2761
chr2-2762,['Rapgef4'],[1.0],Rapgef4,2,2762
chr2-2763,['Rapgef4'],[1.0],Rapgef4,2,2763
chr2-2764,['Rapgef4'],[1.0],Rapgef4,2,2764
chr2-2765,['Rapgef4'],[0.29896],Rapgef4,2,2765
chr2-2914,['Pde11a'],[0.37116],Pde11a,2,2914
chr2-2915,['Pde11a'],[1.0],Pde11a,2,2915
chr2-2916,['Pde11a'],[1.0],Pde11a,2,2916
chr2-2917,['Pde11a'],[1.0],Pde11a,2,2917
chr2-2918,['Pde11a'],[1.0],Pde11a,2,2918
chr2-2919,['Pde11a'],[1.0],Pde11a,2,2919
chr2-2920,['Pde11a'],[1.0],Pde11a,2,2920
chr2-2921,['Pde11a'],[1.0],Pde11a,2,2921
chr2-2922,['Pde11a'],[1.0],Pde11a,2,2922
chr2-2923,['Pde11a'],[1.0],Pde11a,2,2923
chr2-2924,['Pde11a'],[1.0],Pde11a,2,2924
chr2-2925,['Pde11a'],[1.0],Pde11a,2,2925
chr2-2926,['Pde11a'],[1.0],Pde11a,2,2926
chr2-2927,['Pde11a'],[1.0],Pde11a,2,2927
chr2-2928,['Pde11a'],[0.55172],Pde11a,2,2928
chr2-2943,['Ttn'],[0.84068],Ttn,2,2943
chr2-2944,['Ttn'],[1.0],Ttn,2,2944
chr2-2945,['Ttn'],[1.0],Ttn,2,2945
chr2-2946,['Ttn'],[1.0],Ttn,2,2946
chr2-2947,['Ttn'],[1.0],Ttn,2,2947
chr2-2948,['Ttn'],[1.0],Ttn,2,2948
chr2-2949,['Ttn'],[1.0],Ttn,2,2949
chr2-2950,['Ttn'],[1.0],Ttn,2,2950
chr2-2951,['Ttn'],[1.0],Ttn,2,2951
chr2-2952,['Ttn'],[1.0],Ttn,2,2952
chr2-2953,['Ttn'],[1.0],Ttn,2,2953
chr2-2954,['Ttn'],[0.30188],Ttn,2,2954
chr2-2971,['Zfp385b'],[0.57496],Zfp385b,2,2971
chr2-2972,['Zfp385b'],[1.0],Zfp385b,2,2972
chr2-2973,['Zfp385b'],[1.0],Zfp385b,2,2973
chr2-2974,['Zfp385b'],[1.0],Zfp385b,2,2974
chr2-2975,['Zfp385b'],[1.0],Zfp385b,2,2975
chr2-2976,['Zfp385b'],[1.0],Zfp385b,2,2976
chr2-2977,['Zfp385b'],[1.0],Zfp385b,2,2977
chr2-2978,['Zfp385b'],[1.0],Zfp385b,2,2978
chr2-2979,['Zfp385b'],[1.0],Zfp385b,2,2979
chr2-2980,['Zfp385b'],[1.0],Zfp385b,2,2980
chr2-2981,['Zfp385b'],[1.0],Zfp385b,2,2981
chr2-2982,['Zfp385b'],[1.0],Zfp385b,2,2982
chr2-2983,['Zfp385b'],[1.0],Zfp385b,2,2983
chr2-2984,['Zfp385b'],[1.0],Zfp385b,2,2984
chr2-2985,['Zfp385b'],[1.0],Zfp385b,2,2985
chr2-2986,['Zfp385b'],[1.0],Zfp385b,2,2986
chr2-2987,['Zfp385b'],[0.67264],Zfp385b,2,2987
chr2-3068,['Pde1a'],[0.62192],Pde1a,2,3068
chr2-3069,['Pde1a'],[1.0],Pde1a,2,3069
chr2-3070,['Pde1a'],[1.0],Pde1a,2,3070
chr2-3071,['Pde1a'],[1.0],Pde1a,2,3071
chr2-3072,['Pde1a'],[1.0],Pde1a,2,3072
chr2-3073,['Pde1a'],[1.0],Pde1a,2,3073
chr2-3074,['Pde1a'],[1.0],Pde1a,2,3074
chr2-3075,['Pde1a'],[1.0],Pde1a,2,3075
chr2-3076,['Pde1a'],[1.0],Pde1a,2,3076
chr2-3077,['Pde1a'],[1.0],Pde1a,2,3077
chr2-3078,['Pde1a'],[1.0],Pde1a,2,3078
chr2-3079,['Pde1a'],[1.0],Pde1a,2,3079
chr2-3080,['Pde1a'],[0.18632],Pde1a,2,3080
chr2-3157,['Zfp804a'],[0.85372],Zfp804a,2,3157
chr2-3158,['Zfp804a'],[1.0],Zfp804a,2,3158
chr2-3159,['Zfp804a'],[1.0],Zfp804a,2,3159
chr2-3160,['Zfp804a'],[1.0],Zfp804a,2,3160
chr2-3161,['Zfp804a'],[1.0],Zfp804a,2,3161
chr2-3162,['Zfp804a'],[1.0],Zfp804a,2,3162
chr2-3163,['Zfp804a'],[1.0],Zfp804a,2,3163
chr2-3164,['Zfp804a'],[1.0],Zfp804a,2,3164
chr2-3165,['Zfp804a'],[0.39512],Zfp804a,2,3165
chr2-3727,['Lrrc4c'],[0.27328],Lrrc4c,2,3727
chr2-3728,['Lrrc4c'],[1.0],Lrrc4c,2,3728
chr2-3729,['Lrrc4c'],[1.0],Lrrc4c,2,3729
chr2-3730,['Lrrc4c'],[1.0],Lrrc4c,2,3730
chr2-3731,['Lrrc4c'],[1.0],Lrrc4c,2,3731
chr2-3732,['Lrrc4c'],[1.0],Lrrc4c,2,3732
chr2-3733,['Lrrc4c'],[1.0],Lrrc4c,2,3733
chr2-3734,['Lrrc4c'],[1.0],Lrrc4c,2,3734
chr2-3735,['Lrrc4c'],[1.0],Lrrc4c,2,3735
chr2-3736,['Lrrc4c'],[1.0],Lrrc4c,2,3736
chr2-3737,['Lrrc4c'],[1.0],Lrrc4c,2,3737
chr2-3738,['Lrrc4c'],[1.0],Lrrc4c,2,3738
chr2-3739,['Lrrc4c'],[1.0],Lrrc4c,2,3739
chr2-3740,['Lrrc4c'],[1.0],Lrrc4c,2,3740
chr2-3741,['Lrrc4c'],[1.0],Lrrc4c,2,3741
chr2-3742,['Lrrc4c'],[1.0],Lrrc4c,2,3742
chr2-3743,['Lrrc4c'],[1.0],Lrrc4c,2,3743
chr2-3744,['Lrrc4c'],[1.0],Lrrc4c,2,3744
chr2-3745,['Lrrc4c'],[1.0],Lrrc4c,2,3745
chr2-3746,['Lrrc4c'],[1.0],Lrrc4c,2,3746
chr2-3747,['Lrrc4c'],[1.0],Lrrc4c,2,3747
chr2-3748,['Lrrc4c'],[1.0],Lrrc4c,2,3748
chr2-3749,['Lrrc4c'],[1.0],Lrrc4c,2,3749
chr2-3750,['Lrrc4c'],[1.0],Lrrc4c,2,3750
chr2-3751,['Lrrc4c'],[1.0],Lrrc4c,2,3751
chr2-3752,['Lrrc4c'],[1.0],Lrrc4c,2,3752
chr2-3753,['Lrrc4c'],[1.0],Lrrc4c,2,3753
chr2-3754,['Lrrc4c'],[1.0],Lrrc4c,2,3754
chr2-3755,['Lrrc4c'],[1.0],Lrrc4c,2,3755
chr2-3756,['Lrrc4c'],[1.0],Lrrc4c,2,3756
chr2-3757,['Lrrc4c'],[1.0],Lrrc4c,2,3757
chr2-3758,['Lrrc4c'],[1.0],Lrrc4c,2,3758
chr2-3759,['Lrrc4c'],[1.0],Lrrc4c,2,3759
chr2-3760,['Lrrc4c'],[1.0],Lrrc4c,2,3760
chr2-3761,['Lrrc4c'],[1.0],Lrrc4c,2,3761
chr2-3762,['Lrrc4c'],[1.0],Lrrc4c,2,3762
chr2-3763,['Lrrc4c'],[1.0],Lrrc4c,2,3763
chr2-3764,['Lrrc4c'],[1.0],Lrrc4c,2,3764
chr2-3765,['Lrrc4c'],[1.0],Lrrc4c,2,3765
chr2-3766,['Lrrc4c'],[1.0],Lrrc4c,2,3766
chr2-3767,['Lrrc4c'],[1.0],Lrrc4c,2,3767
chr2-3768,['Lrrc4c'],[1.0],Lrrc4c,2,3768
chr2-3769,['Lrrc4c'],[1.0],Lrrc4c,2,3769
chr2-3770,['Lrrc4c'],[1.0],Lrrc4c,2,3770
chr2-3771,['Lrrc4c'],[1.0],Lrrc4c,2,3771
chr2-3772,['Lrrc4c'],[1.0],Lrrc4c,2,3772
chr2-3773,['Lrrc4c'],[1.0],Lrrc4c,2,3773
chr2-3774,['Lrrc4c'],[1.0],Lrrc4c,2,3774
chr2-3775,['Lrrc4c'],[1.0],Lrrc4c,2,3775
chr2-3776,['Lrrc4c'],[1.0],Lrrc4c,2,3776
chr2-3777,['Lrrc4c'],[1.0],Lrrc4c,2,3777
chr2-3778,['Lrrc4c'],[1.0],Lrrc4c,2,3778
chr2-3779,['Lrrc4c'],[1.0],Lrrc4c,2,3779
chr2-3780,['Lrrc4c'],[0.26656],Lrrc4c,2,3780
chr2-3953,['Ldlrad3'],[0.992],Ldlrad3,2,3953
chr2-3954,['Ldlrad3'],[1.0],Ldlrad3,2,3954
chr2-3955,['Ldlrad3'],[1.0],Ldlrad3,2,3955
chr2-3956,['Ldlrad3'],[1.0],Ldlrad3,2,3956
chr2-3957,['Ldlrad3'],[1.0],Ldlrad3,2,3957
chr2-3958,['Ldlrad3'],[1.0],Ldlrad3,2,3958
chr2-3959,['Ldlrad3'],[1.0],Ldlrad3,2,3959
chr2-3960,['Ldlrad3'],[1.0],Ldlrad3,2,3960
chr2-3961,['Ldlrad3'],[1.0],Ldlrad3,2,3961
chr2-3962,['Ldlrad3'],[0.4584],Ldlrad3,2,3962
chr2-4040,['D430041D05Rik'],[0.277],D430041D05Rik,2,4040
chr2-4041,['D430041D05Rik'],[1.0],D430041D05Rik,2,4041
chr2-4042,['D430041D05Rik'],[1.0],D430041D05Rik,2,4042
chr2-4043,['D430041D05Rik'],[1.0],D430041D05Rik,2,4043
chr2-4044,['D430041D05Rik'],[1.0],D430041D05Rik,2,4044
chr2-4045,['D430041D05Rik'],[1.0],D430041D05Rik,2,4045
chr2-4046,['D430041D05Rik'],[1.0],D430041D05Rik,2,4046
chr2-4047,['D430041D05Rik'],[1.0],D430041D05Rik,2,4047
chr2-4048,['D430041D05Rik'],[1.0],D430041D05Rik,2,4048
chr2-4049,['D430041D05Rik'],[1.0],D430041D05Rik,2,4049
chr2-4050,['D430041D05Rik'],[1.0],D430041D05Rik,2,4050
chr2-4051,['D430041D05Rik'],[0.42444],D430041D05Rik,2,4051
chr2-4102,['Elp4'],[0.10724],Elp4,2,4102
chr2-4103,['Elp4'],[1.0],Elp4,2,4103
chr2-4104,['Elp4'],[1.0],Elp4,2,4104
chr2-4105,['Elp4'],[1.0],Elp4,2,4105
chr2-4106,['Elp4'],[1.0],Elp4,2,4106
chr2-4107,['Elp4'],[1.0],Elp4,2,4107
chr2-4108,['Elp4'],[1.0],Elp4,2,4108
chr2-4109,['Elp4'],[1.0],Elp4,2,4109
chr2-4110,['Elp4'],[1.0],Elp4,2,4110
chr2-4111,['Elp4'],[0.18256],Elp4,2,4111
chr2-4302,['Ano3'],[0.4812],Ano3,2,4302
chr2-4303,['Ano3'],[1.0],Ano3,2,4303
chr2-4304,['Ano3'],[1.0],Ano3,2,4304
chr2-4305,['Ano3'],[1.0],Ano3,2,4305
chr2-4306,['Ano3'],[1.0],Ano3,2,4306
chr2-4307,['Ano3'],[1.0],Ano3,2,4307
chr2-4308,['Ano3'],[1.0],Ano3,2,4308
chr2-4309,['Ano3'],[1.0],Ano3,2,4309
chr2-4310,['Ano3'],[1.0],Ano3,2,4310
chr2-4311,['Ano3'],[1.0],Ano3,2,4311
chr2-4312,['Ano3'],[1.0],Ano3,2,4312
chr2-4313,['Ano3'],[0.00976],Ano3,2,4313
chr2-4380,['Ryr3'],[0.74476],Ryr3,2,4380
chr2-4381,['Ryr3'],[1.0],Ryr3,2,4381
chr2-4382,['Ryr3'],[1.0],Ryr3,2,4382
chr2-4383,['Ryr3'],[1.0],Ryr3,2,4383
chr2-4384,['Ryr3'],[1.0],Ryr3,2,4384
chr2-4385,['Ryr3'],[1.0],Ryr3,2,4385
chr2-4386,['Ryr3'],[1.0],Ryr3,2,4386
chr2-4387,['Ryr3'],[1.0],Ryr3,2,4387
chr2-4388,['Ryr3'],[1.0],Ryr3,2,4388
chr2-4389,['Ryr3'],[1.0],Ryr3,2,4389
chr2-4390,['Ryr3'],[1.0],Ryr3,2,4390
chr2-4391,['Ryr3'],[1.0],Ryr3,2,4391
chr2-4392,['Ryr3'],[1.0],Ryr3,2,4392
chr2-4393,['Ryr3'],[1.0],Ryr3,2,4393
chr2-4394,['Ryr3'],[1.0],Ryr3,2,4394
chr2-4395,['Ryr3'],[1.0],Ryr3,2,4395
chr2-4396,['Ryr3'],[1.0],Ryr3,2,4396
chr2-4397,['Ryr3'],[1.0],Ryr3,2,4397
chr2-4398,['Ryr3'],[1.0],Ryr3,2,4398
chr2-4399,['Ryr3'],[1.0],Ryr3,2,4399
chr2-4400,['Ryr3'],[1.0],Ryr3,2,4400
chr2-4401,['Ryr3'],[1.0],Ryr3,2,4401
chr2-4402,['Ryr3'],[1.0],Ryr3,2,4402
chr2-4403,['Ryr3'],[0.68332],Ryr3,2,4403
chr2-4408,['Fmn1'],[0.8906],Fmn1,2,4408
chr2-4409,['Fmn1'],[1.0],Fmn1,2,4409
chr2-4410,['Fmn1'],[1.0],Fmn1,2,4410
chr2-4411,['Fmn1'],[1.0],Fmn1,2,4411
chr2-4412,['Fmn1'],[1.0],Fmn1,2,4412
chr2-4413,['Fmn1'],[1.0],Fmn1,2,4413
chr2-4414,['Fmn1'],[1.0],Fmn1,2,4414
chr2-4415,['Fmn1'],[1.0],Fmn1,2,4415
chr2-4416,['Fmn1'],[1.0],Fmn1,2,4416
chr2-4417,['Fmn1'],[1.0],Fmn1,2,4417
chr2-4418,['Fmn1'],[1.0],Fmn1,2,4418
chr2-4419,['Fmn1'],[1.0],Fmn1,2,4419
chr2-4420,['Fmn1'],[1.0],Fmn1,2,4420
chr2-4421,['Fmn1'],[1.0],Fmn1,2,4421
chr2-4422,['Fmn1'],[1.0],Fmn1,2,4422
chr2-4423,['Fmn1'],[0.67068],Fmn1,2,4423
chr2-4509,['Meis2'],[0.54948],Meis2,2,4509
chr2-4510,['Meis2'],[1.0],Meis2,2,4510
chr2-4511,['Meis2'],[1.0],Meis2,2,4511
chr2-4512,['Meis2'],[1.0],Meis2,2,4512
chr2-4513,['Meis2'],[1.0],Meis2,2,4513
chr2-4514,['Meis2'],[1.0],Meis2,2,4514
chr2-4515,['Meis2'],[1.0],Meis2,2,4515
chr2-4516,['Meis2'],[1.0],Meis2,2,4516
chr2-4517,['Meis2'],[0.69776],Meis2,2,4517
chr2-4589,['Gm13986'],[0.7084],Gm13986,2,4589
chr2-4590,['Gm13986'],[1.0],Gm13986,2,4590
chr2-4591,['Gm13986'],[1.0],Gm13986,2,4591
chr2-4592,['Gm13986'],[1.0],Gm13986,2,4592
chr2-4593,['Gm13986'],[1.0],Gm13986,2,4593
chr2-4594,['Gm13986'],[1.0],Gm13986,2,4594
chr2-4595,['Gm13986'],[1.0],Gm13986,2,4595
chr2-4596,['Gm13986'],[1.0],Gm13986,2,4596
chr2-4597,['Gm13986'],[1.0],Gm13986,2,4597
chr2-4598,['Gm13986'],[1.0],Gm13986,2,4598
chr2-4599,['Gm13986'],[0.44808],Gm13986,2,4599
chr2-4736,['Frmd5'],[0.17888],Frmd5,2,4736
chr2-4737,['Frmd5'],[1.0],Frmd5,2,4737
chr2-4738,['Frmd5'],[1.0],Frmd5,2,4738
chr2-4739,['Frmd5'],[1.0],Frmd5,2,4739
chr2-4740,['Frmd5'],[1.0],Frmd5,2,4740
chr2-4741,['Frmd5'],[1.0],Frmd5,2,4741
chr2-4742,['Frmd5'],[1.0],Frmd5,2,4742
chr2-4743,['Frmd5'],[1.0],Frmd5,2,4743
chr2-4744,['Frmd5'],[1.0],Frmd5,2,4744
chr2-4745,['Frmd5'],[1.0],Frmd5,2,4745
chr2-4746,['Frmd5'],[1.0],Frmd5,2,4746
chr2-4747,['Frmd5'],[0.28228],Frmd5,2,4747
chr2-4838,['Sema6d'],[0.40128],Sema6d,2,4838
chr2-4839,['Sema6d'],[1.0],Sema6d,2,4839
chr2-4840,['Sema6d'],[1.0],Sema6d,2,4840
chr2-4841,['Sema6d'],[1.0],Sema6d,2,4841
chr2-4842,['Sema6d'],[1.0],Sema6d,2,4842
chr2-4843,['Sema6d'],[1.0],Sema6d,2,4843
chr2-4844,['Sema6d'],[1.0],Sema6d,2,4844
chr2-4845,['Sema6d'],[1.0],Sema6d,2,4845
chr2-4846,['Sema6d'],[1.0],Sema6d,2,4846
chr2-4847,['Sema6d'],[1.0],Sema6d,2,4847
chr2-4848,['Sema6d'],[1.0],Sema6d,2,4848
chr2-4849,['Sema6d'],[1.0],Sema6d,2,4849
chr2-4850,['Sema6d'],[1.0],Sema6d,2,4850
chr2-4851,['Sema6d'],[1.0],Sema6d,2,4851
chr2-4852,['Sema6d'],[1.0],Sema6d,2,4852
chr2-4853,['Sema6d'],[1.0],Sema6d,2,4853
chr2-4854,['Sema6d'],[1.0],Sema6d,2,4854
chr2-4855,['Sema6d'],[1.0],Sema6d,2,4855
chr2-4856,['Sema6d'],[1.0],Sema6d,2,4856
chr2-4857,['Sema6d'],[1.0],Sema6d,2,4857
chr2-4858,['Sema6d'],[1.0],Sema6d,2,4858
chr2-4859,['Sema6d'],[1.0],Sema6d,2,4859
chr2-4860,['Sema6d'],[1.0],Sema6d,2,4860
chr2-4861,['Sema6d'],[0.71156],Sema6d,2,4861
chr2-4887,['Fbn1'],[0.97628],Fbn1,2,4887
chr2-4888,['Fbn1'],[1.0],Fbn1,2,4888
chr2-4889,['Fbn1'],[1.0],Fbn1,2,4889
chr2-4890,['Fbn1'],[1.0],Fbn1,2,4890
chr2-4891,['Fbn1'],[1.0],Fbn1,2,4891
