200kb name,genes,overlap_pct,gene,chrom_id,200kb bin
chr4-g390,"['Ptprd', 'Ptprd', 'Ptprd', 'Ptprd', 'Ptprd', 'Ptprd', 'Ptprd', 'Ptprd']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Ptprd,4,390
chr4-g391,['Ptprd'],[0.46968],Ptprd,4,391
chr4-g411,"['Nfib', 'Nfib', 'Nfib', 'Nfib', 'Nfib']","[0.39312, 1.0, 1.0, 1.0, 1.0]",Nfib,4,411
chr4-g412,"['Nfib', 'Nfib', 'Nfib', 'Nfib', 'Nfib']","[1.0, 1.0, 1.0, 1.0, 0.23116]",Nfib,4,412
chr4-g417,"['Ccdc171', 'Ccdc171', 'Ccdc171']","[0.97824, 1.0, 1.0]",Ccdc171,4,417
chr4-g418,"['Ccdc171', 'Ccdc171', 'Ccdc171', 'Ccdc171', 'Ccdc171', 'Ccdc171', 'Ccdc171', 'Ccdc171']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Ccdc171,4,418
chr4-g419,"['Ccdc171', 'Ccdc171', 'Ccdc171']","[1.0, 1.0, 0.64572]",Ccdc171,4,419
chr4-g421,"['Bnc2', 'Bnc2', 'Bnc2', 'Bnc2', 'Bnc2', 'Bnc2']","[0.32776, 1.0, 1.0, 1.0, 1.0, 1.0]",Bnc2,4,421
chr4-g422,"['Bnc2', 'Bnc2', 'Bnc2', 'Bnc2', 'Bnc2', 'Bnc2', 'Bnc2', 'Bnc2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Bnc2,4,422
chr4-g423,"['Bnc2', 'Bnc2', 'Bnc2', 'Bnc2']","[1.0, 1.0, 1.0, 0.01612]",Bnc2,4,423
chr4-g430,"['Adamtsl1', 'Adamtsl1', 'Adamtsl1', 'Adamtsl1', 'Adamtsl1', 'Adamtsl1']","[0.84104, 1.0, 1.0, 1.0, 1.0, 1.0]",Adamtsl1,4,430
chr4-g431,"['Adamtsl1', 'Adamtsl1', 'Adamtsl1', 'Adamtsl1', 'Adamtsl1', 'Adamtsl1', 'Adamtsl1', 'Adamtsl1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Adamtsl1,4,431
chr4-g432,"['Adamtsl1', 'Adamtsl1']","[1.0, 0.13528]",Adamtsl1,4,432
chr4-g434,['Slc24a2'],[0.675],Slc24a2,4,434
chr4-g435,"['Slc24a2', 'Slc24a2', 'Slc24a2', 'Slc24a2', 'Slc24a2', 'Slc24a2', 'Slc24a2', 'Slc24a2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Slc24a2,4,435
chr4-g436,"['Slc24a2', 'Slc24a2']","[1.0, 0.2216]",Slc24a2,4,436
chr4-g438,"['Mllt3', 'Mllt3']","[0.20304, 1.0]",Mllt3,4,438
chr4-g439,"['Mllt3', 'Mllt3', 'Mllt3', 'Mllt3', 'Mllt3', 'Mllt3', 'Mllt3', 'Mllt3']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Mllt3,4,439
chr4-g440,"['Mllt3', 'Mllt3', 'Focad', 'Focad', 'Focad', 'Focad', 'Focad']","[1.0, 0.33628, 0.21484, 1.0, 1.0, 1.0, 1.0]","Focad,Mllt3",4,440
chr4-g441,"['Focad', 'Focad', 'Focad', 'Focad', 'Focad', 'Focad', 'Focad', 'Focad']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Focad,4,441
chr4-g442,['Focad'],[0.44044],Focad,4,442
chr4-g446,"['Gm12610', 'Gm12610', 'Gm12610', 'Gm12610', 'Gm12610']","[0.19284, 1.0, 1.0, 1.0, 1.0]",Gm12610,4,446
chr4-g447,"['Gm12610', 'Gm12610', 'Gm12610', 'Gm12610', 'Gm12610']","[1.0, 1.0, 1.0, 1.0, 0.74484]",Gm12610,4,447
chr4-g477,"['Fggy', 'Fggy']","[0.69976, 1.0]",Fggy,4,477
chr4-g478,"['Fggy', 'Fggy', 'Fggy', 'Fggy', 'Fggy', 'Fggy', 'Fggy', 'Fggy']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Fggy,4,478
chr4-g479,"['Fggy', 'Fggy', 'Fggy', 'Fggy', 'Fggy', 'Fggy']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.07756]",Fggy,4,479
chr4-g487,['Nfia'],[0.72232],Nfia,4,487
chr4-g488,"['Nfia', 'Nfia', 'Nfia', 'Nfia', 'Nfia', 'Nfia', 'Nfia', 'Nfia']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Nfia,4,488
chr4-g489,"['Nfia', 'Nfia', 'Nfia', 'Nfia', 'Nfia', 'Nfia', 'Nfia', 'Nfia']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Nfia,4,489
chr4-g490,"['Nfia', 'Nfia', 'Nfia', 'Nfia', 'Nfia']","[1.0, 1.0, 1.0, 1.0, 0.75504]",Nfia,4,490
chr4-g491,['Patj'],[0.167],Patj,4,491
chr4-g492,"['Patj', 'Patj', 'Patj', 'Patj', 'Patj', 'Patj', 'Patj', 'Patj']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Patj,4,492
chr4-g493,"['Patj', 'Patj', 'Patj', 'Patj', 'Patj']","[1.0, 1.0, 1.0, 1.0, 0.78412]",Patj,4,493
chr4-g500,"['Ror1', 'Ror1', 'Ror1', 'Ror1', 'Ror1']","[0.1684, 1.0, 1.0, 1.0, 1.0]",Ror1,4,500
chr4-g501,"['Ror1', 'Ror1', 'Ror1', 'Ror1', 'Ror1', 'Ror1']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.43044]",Ror1,4,501
chr4-g503,['Cachd1'],[0.93288],Cachd1,4,503
chr4-g504,"['Cachd1', 'Cachd1', 'Cachd1', 'Cachd1', 'Cachd1', 'Cachd1', 'Cachd1', 'Cachd1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Cachd1,4,504
chr4-g505,['Cachd1'],[0.14992],Cachd1,4,505
chr4-g511,"['Pde4b', 'Pde4b', 'Pde4b', 'Pde4b', 'Pde4b', 'Pde4b']","[0.80248, 1.0, 1.0, 1.0, 1.0, 1.0]",Pde4b,4,511
chr4-g512,"['Pde4b', 'Pde4b', 'Pde4b', 'Pde4b', 'Pde4b', 'Pde4b', 'Pde4b', 'Pde4b']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Pde4b,4,512
chr4-g513,"['Pde4b', 'Sgip1', 'Sgip1']","[0.29048, 0.59464, 1.0]",Sgip1,4,513
chr4-g514,"['Sgip1', 'Sgip1', 'Sgip1', 'Sgip1', 'Sgip1', 'Sgip1', 'Sgip1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.90728]",Sgip1,4,514
chr4-g518,"['Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1']","[0.22004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Dab1,4,518
chr4-g519,"['Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Dab1,4,519
chr4-g520,"['Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Dab1,4,520
chr4-g521,"['Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Dab1,4,521
chr4-g522,"['Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Dab1,4,522
chr4-g523,"['Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.79372]",Dab1,4,523
chr4-g537,"['Glis1', 'Glis1', 'Glis1', 'Glis1', 'Glis1', 'Glis1', 'Glis1']","[0.61128, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Glis1,4,537
chr4-g538,"['Glis1', 'Glis1']","[1.0, 0.40236]",Glis1,4,538
chr4-g548,"['Faf1', 'Faf1', 'Faf1', 'Faf1', 'Faf1']","[0.93496, 1.0, 1.0, 1.0, 1.0]",Faf1,4,548
chr4-g549,"['Faf1', 'Faf1', 'Faf1', 'Faf1', 'Faf1', 'Faf1', 'Faf1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5584]",Faf1,4,549
chr4-g551,['Agbl4'],[0.09212],Agbl4,4,551
chr4-g552,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Agbl4,4,552
chr4-g553,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Agbl4,4,553
chr4-g554,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Agbl4,4,554
chr4-g555,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Agbl4,4,555
chr4-g556,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Agbl4,4,556
chr4-g557,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Agbl4,4,557
chr4-g558,"['Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 0.30076]",Agbl4,4,558
chr4-g564,"['Skint6', 'Skint6', 'Skint6', 'Skint6', 'Skint6', 'Skint6', 'Skint6', 'Skint6']","[0.8154, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Skint6,4,564
chr4-g565,"['Skint6', 'Skint6', 'Skint6', 'Skint6', 'Skint6', 'Skint6', 'Skint6', 'Skint6']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Skint6,4,565
chr4-g566,"['Skint6', 'Skint6', 'Skint6', 'Skint6']","[1.0, 1.0, 1.0, 0.47892]",Skint6,4,566
chr4-g567,"['Skint5', 'Skint5', 'Skint5', 'Skint5', 'Skint5']","[0.8844, 1.0, 1.0, 1.0, 1.0]",Skint5,4,567
chr4-g568,"['Skint5', 'Skint5', 'Skint5', 'Skint5', 'Skint5', 'Skint5', 'Skint5', 'Skint5']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Skint5,4,568
chr4-g569,"['Skint5', 'Skint5', 'Skint5', 'Skint5', 'Skint5', 'Skint5', 'Skint5', 'Skint5']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98012]",Skint5,4,569
chr4-g572,"['Trabd2b', 'Trabd2b', 'Trabd2b', 'Trabd2b', 'Trabd2b', 'Trabd2b', 'Trabd2b', 'Trabd2b']","[0.73108, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Trabd2b,4,572
chr4-g573,['Trabd2b'],[0.60392],Trabd2b,4,573
chr4-g586,"['Rnf220', 'Rnf220', 'Rnf220', 'Rnf220', 'Rnf220', 'Rnf220']","[0.14152, 1.0, 1.0, 1.0, 1.0, 1.0]",Rnf220,4,586
chr4-g587,"['Rnf220', 'Rnf220', 'Rnf220', 'Rnf220']","[1.0, 1.0, 1.0, 0.88208]",Rnf220,4,587
chr4-g589,"['St3gal3', 'St3gal3', 'St3gal3']","[0.71392, 1.0, 1.0]",St3gal3,4,589
chr4-g590,"['St3gal3', 'St3gal3', 'St3gal3', 'St3gal3', 'St3gal3', 'St3gal3']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.39784]",St3gal3,4,590
chr4-g599,"['Hivep3', 'Hivep3', 'Hivep3', 'Hivep3', 'Hivep3', 'Hivep3', 'Hivep3', 'Hivep3']","[0.41292, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Hivep3,4,599
chr4-g600,"['Hivep3', 'Hivep3', 'Hivep3', 'Hivep3', 'Hivep3', 'Hivep3']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.41644]",Hivep3,4,600
chr4-g616,"['Macf1', 'Macf1', 'Macf1']","[0.01472, 1.0, 1.0]",Macf1,4,616
chr4-g617,"['Macf1', 'Macf1', 'Macf1', 'Macf1', 'Macf1', 'Macf1', 'Macf1', 'Macf1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Macf1,4,617
chr4-g618,"['Macf1', 'Macf1', 'Macf1', 'Macf1']","[1.0, 1.0, 1.0, 0.3744]",Macf1,4,618
chr4-g627,"['Grik3', 'Grik3', 'Grik3', 'Grik3', 'Grik3']","[0.3722, 1.0, 1.0, 1.0, 1.0]",Grik3,4,627
chr4-g628,"['Grik3', 'Grik3', 'Grik3', 'Grik3', 'Grik3']","[1.0, 1.0, 1.0, 1.0, 0.56692]",Grik3,4,628
chr4-g639,['Csmd2'],[0.47828],Csmd2,4,639
chr4-g640,"['Csmd2', 'Csmd2', 'Csmd2', 'Csmd2', 'Csmd2', 'Csmd2', 'Csmd2', 'Csmd2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Csmd2,4,640
chr4-g641,"['Csmd2', 'Csmd2', 'Csmd2', 'Csmd2', 'Csmd2', 'Csmd2', 'Csmd2', 'Csmd2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Csmd2,4,641
chr4-g642,"['Csmd2', 'Csmd2', 'Csmd2', 'Csmd2', 'Csmd2', 'Csmd2', 'Csmd2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.70624]",Csmd2,4,642
chr4-g689,['Eif4g3'],[0.2618],Eif4g3,4,689
chr4-g690,"['Eif4g3', 'Eif4g3', 'Eif4g3', 'Eif4g3', 'Eif4g3', 'Eif4g3', 'Eif4g3', 'Eif4g3']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Eif4g3,4,690
chr4-g691,['Eif4g3'],[0.28316],Eif4g3,4,691
chr4-g700,"['Igsf21', 'Igsf21', 'Igsf21', 'Igsf21', 'Igsf21', 'Igsf21', 'Igsf21']","[0.92596, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Igsf21,4,700
chr4-g701,"['Igsf21', 'Igsf21']","[1.0, 0.87244]",Igsf21,4,701
chr4-g724,"['Vps13d', 'Vps13d']","[0.09516, 1.0]",Vps13d,4,724
chr4-g725,"['Vps13d', 'Vps13d', 'Vps13d', 'Vps13d', 'Vps13d', 'Vps13d', 'Vps13d', 'Vps13d']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8002]",Vps13d,4,725
chr4-g751,"['Rere', 'Rere', 'Rere', 'Rere', 'Rere']","[0.7234, 1.0, 1.0, 1.0, 1.0]",Rere,4,751
chr4-g752,"['Rere', 'Rere', 'Rere', 'Rere', 'Rere', 'Rere', 'Rere', 'Rere']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Rere,4,752
chr4-g753,['Rere'],[0.87864],Rere,4,753
chr4-g755,"['Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1']","[0.61912, 1.0, 1.0, 1.0, 1.0, 1.0]",Camta1,4,755
chr4-g756,"['Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Camta1,4,756
chr4-g757,"['Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Camta1,4,757
chr4-g758,"['Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1', 'Camta1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Camta1,4,758
chr4-g759,"['Camta1', 'Camta1', 'Camta1']","[1.0, 1.0, 0.47072]",Camta1,4,759
chr4-g771,"['Prdm16', 'Prdm16', 'Prdm16', 'Prdm16']","[0.35504, 1.0, 1.0, 1.0]",Prdm16,4,771
chr4-g772,"['Prdm16', 'Prdm16', 'Prdm16', 'Prdm16', 'Prdm16', 'Prdm16', 'Prdm16', 'Prdm16']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Prdm16,4,772
chr4-g773,"['Prdm16', 'Prdm16']","[1.0, 0.47492]",Prdm16,4,773
chr5-g24,"['Cdk14', 'Cdk14', 'Cdk14', 'Cdk14', 'Cdk14', 'Cdk14', 'Cdk14', 'Cdk14']","[0.86468, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Cdk14,5,24
chr5-g25,"['Cdk14', 'Cdk14', 'Cdk14', 'Cdk14', 'Cdk14', 'Cdk14', 'Cdk14', 'Cdk14']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Cdk14,5,25
chr5-g26,"['Cdk14', 'Cdk14', 'Cdk14', 'Cdk14', 'Cdk14', 'Cdk14', 'Cdk14', 'Cdk14']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.21004]",Cdk14,5,26
chr5-g33,"['Zfp804b', 'Zfp804b']","[0.23884, 1.0]",Zfp804b,5,33
chr5-g34,"['Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Zfp804b,5,34
chr5-g35,"['Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Zfp804b,5,35
chr5-g36,"['Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.77512]",Zfp804b,5,36
chr5-g40,"['Adam22', 'Adam22', 'Adam22', 'Adam22', 'Adam22', 'Adam22']","[0.10616, 1.0, 1.0, 1.0, 1.0, 1.0]",Adam22,5,40
chr5-g41,"['Adam22', 'Adam22', 'Adam22', 'Adam22', 'Adam22', 'Adam22', 'Adam22']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7264]",Adam22,5,41
chr5-g47,"['Grm3', 'Grm3', 'Grm3', 'Grm3', 'Grm3']","[0.5906, 1.0, 1.0, 1.0, 1.0]",Grm3,5,47
chr5-g48,"['Grm3', 'Grm3', 'Grm3', 'Grm3', 'Grm3', 'Grm3']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.01408]",Grm3,5,48
chr5-g61,['Sema3d'],[0.6734],Sema3d,5,61
chr5-g62,"['Sema3d', 'Sema3d', 'Sema3d', 'Sema3d', 'Sema3d', 'Sema3d', 'Sema3d', 'Sema3d']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.55772]",Sema3d,5,62
chr5-g66,['Sema3a'],[0.02768],Sema3a,5,66
chr5-g67,"['Sema3a', 'Sema3a', 'Sema3a', 'Sema3a', 'Sema3a', 'Sema3a', 'Sema3a', 'Sema3a']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Sema3a,5,67
chr5-g68,['Sema3a'],[0.1394],Sema3a,5,68
chr5-g70,"['Sema3e', 'Sema3e', 'Sema3e', 'Sema3e', 'Sema3e', 'Sema3e', 'Sema3e']","[0.989, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Sema3e,5,70
chr5-g71,"['Sema3e', 'Sema3e', 'Sema3e']","[1.0, 1.0, 0.26756]",Sema3e,5,71
chr5-g72,"['Pclo', 'Pclo', 'Pclo', 'Pclo']","[0.40332, 1.0, 1.0, 1.0]",Pclo,5,72
chr5-g73,"['Pclo', 'Pclo', 'Pclo', 'Pclo', 'Pclo', 'Pclo', 'Pclo', 'Pclo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.84168]",Pclo,5,73
chr5-g79,"['Cacna2d1', 'Cacna2d1', 'Cacna2d1']","[0.6124, 1.0, 1.0]",Cacna2d1,5,79
chr5-g80,"['Cacna2d1', 'Cacna2d1', 'Cacna2d1', 'Cacna2d1', 'Cacna2d1', 'Cacna2d1', 'Cacna2d1', 'Cacna2d1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Cacna2d1,5,80
chr5-g81,"['Cacna2d1', 'Cacna2d1', 'Cacna2d1', 'Cacna2d1', 'Cacna2d1', 'Cacna2d1', 'Cacna2d1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98044]",Cacna2d1,5,81
chr5-g96,"['Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2']","[0.9182, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Magi2,5,96
chr5-g97,"['Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Magi2,5,97
chr5-g98,"['Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Magi2,5,98
chr5-g99,"['Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Magi2,5,99
chr5-g100,"['Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Magi2,5,100
chr5-g101,"['Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Magi2,5,101
chr5-g102,"['Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Magi2,5,102
chr5-g103,"['Magi2', 'Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0, 0.19164]",Magi2,5,103
chr5-g109,"['Reln', 'Reln', 'Reln', 'Reln', 'Reln']","[0.62188, 1.0, 1.0, 1.0, 1.0]",Reln,5,109
chr5-g110,"['Reln', 'Reln', 'Reln', 'Reln', 'Reln', 'Reln', 'Reln', 'Reln']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Reln,5,110
chr5-g111,"['Reln', 'Reln', 'Reln', 'Reln', 'Reln', 'Reln']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.7882]",Reln,5,111
chr5-g113,"['Lhfpl3', 'Lhfpl3', 'Lhfpl3']","[0.15788, 1.0, 1.0]",Lhfpl3,5,113
chr5-g114,"['Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Lhfpl3,5,114
chr5-g115,"['Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Lhfpl3,5,115
chr5-g116,"['Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3']","[1.0, 1.0, 1.0, 0.02388]",Lhfpl3,5,116
chr5-g124,"['Prkag2', 'Prkag2', 'Prkag2', 'Prkag2', 'Prkag2', 'Prkag2']","[0.49064, 1.0, 1.0, 1.0, 1.0, 1.0]",Prkag2,5,124
chr5-g125,"['Prkag2', 'Prkag2', 'Prkag2', 'Prkag2', 'Prkag2']","[1.0, 1.0, 1.0, 1.0, 0.02568]",Prkag2,5,125
chr5-g126,"['Kmt2c', 'Kmt2c', 'Kmt2c', 'Kmt2c', 'Kmt2c', 'Kmt2c']","[0.12824, 1.0, 1.0, 1.0, 1.0, 1.0]",Kmt2c,5,126
chr5-g127,"['Kmt2c', 'Kmt2c', 'Kmt2c', 'Kmt2c']","[1.0, 1.0, 1.0, 0.95132]",Kmt2c,5,127
chr5-g134,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[0.30576, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Dpp6,5,134
chr5-g135,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Dpp6,5,135
chr5-g136,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Dpp6,5,136
chr5-g137,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Dpp6,5,137
chr5-g138,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.1]",Dpp6,5,138
chr5-g142,"['9530036O11Rik', '9530036O11Rik', '9530036O11Rik', '9530036O11Rik', '9530036O11Rik', '9530036O11Rik']","[0.32068, 1.0, 1.0, 1.0, 1.0, 1.0]",9530036O11Rik,5,142
chr5-g143,"['9530036O11Rik', '9530036O11Rik', '9530036O11Rik', '9530036O11Rik', '9530036O11Rik']","[1.0, 1.0, 1.0, 1.0, 0.76836]",9530036O11Rik,5,143
chr5-g158,"['Babam2', 'Babam2', 'Babam2', 'Babam2', 'Babam2']","[0.07804, 1.0, 1.0, 1.0, 1.0]",Babam2,5,158
chr5-g159,"['Babam2', 'Babam2', 'Babam2', 'Babam2', 'Babam2', 'Babam2', 'Babam2', 'Babam2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Babam2,5,159
