100kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id
chr5-g1043,chr5,104300000,104400000,0.42801,"Ibsp, Mepe",2.0,"12186, 13283",13283.0,12186.0,12734.5,12734.5,5
chr5-g1044,chr5,104400000,104500000,0.42476,"Spp1, Pkd2",2.0,"5943, 46363",46363.0,5943.0,26153.0,26153.0,5
chr5-g1045,chr5,104500000,104600000,0.3958399999999999,"Pkd2, BC005561, D930016D06Rik, Zfp33b",4.0,"46363, 14032, 28477, 12949",46363.0,12949.0,25455.25,21254.5,5
chr5-g1046,chr5,104600000,104700000,0.40629,,,,,,,,5
chr5-g1047,chr5,104700000,104800000,0.4014999999999999,,,,,,,,5
chr5-g1048,chr5,104800000,104900000,0.41615,Zfp951,1.0,46901,46901.0,46901.0,46901.0,46901.0,5
chr5-g1049,chr5,104900000,105000000,0.4169,Abcg3,1.0,47661,47661.0,47661.0,47661.0,47661.0,5
chr5-g1050,chr5,105000000,105100000,0.42046,"Gbp8, Gbp9",2.0,"39409, 33827",39409.0,33827.0,36618.0,36618.0,5
chr5-g1051,chr5,105100000,105200000,0.4237,"Gbp9, Gbp4",2.0,"33827, 23820",33827.0,23820.0,28823.5,28823.5,5
chr5-g1052,chr5,105200000,105300000,0.41602,"Gbp10, Gbp6",2.0,"23835, 22998",23835.0,22998.0,23416.5,23416.5,5
chr5-g1053,chr5,105300000,105400000,0.41286,Gbp11,1.0,23451,23451.0,23451.0,23451.0,23451.0,5
chr5-g1054,chr5,105400000,105500000,0.44953,Lrrc8b,1.0,74305,74305.0,74305.0,74305.0,74305.0,5
chr5-g1055,chr5,105500000,105600000,0.45038,Lrrc8c,1.0,89484,89484.0,89484.0,89484.0,89484.0,5
chr5-g1056,chr5,105600000,105700000,0.45432,"Lrrc8c, Lrrc8d",2.0,"89484, 115247",115247.0,89484.0,102365.5,102365.5,5
chr5-g1057,chr5,105700000,105800000,0.4668799999999999,Lrrc8d,1.0,115247,115247.0,115247.0,115247.0,115247.0,5
chr5-g1058,chr5,105800000,105900000,0.44897,"Lrrc8d, Zfp326",2.0,"115247, 39253",115247.0,39253.0,77250.0,77250.0,5
chr5-g1059,chr5,105900000,106000000,0.43251,Zfp326,1.0,39253,39253.0,39253.0,39253.0,39253.0,5
chr5-g1060,chr5,106000000,106100000,0.44044,,,,,,,,5
chr5-g1061,chr5,106100000,106200000,0.4400199999999999,,,,,,,,5
chr5-g1062,chr5,106200000,106300000,0.42988,,,,,,,,5
chr5-g1063,chr5,106300000,106400000,0.43977,Gm32921,1.0,1880,1880.0,1880.0,1880.0,1880.0,5
chr5-g1064,chr5,106400000,106500000,0.44913,Barhl2,1.0,5644,5644.0,5644.0,5644.0,5644.0,5
chr5-g1065,chr5,106500000,106600000,0.44553,,,,,,,,5
chr5-g1066,chr5,106600000,106700000,0.40801,Zfp644,1.0,80090,80090.0,80090.0,80090.0,80090.0,5
chr5-g1067,chr5,106700000,106800000,0.44917,,,,,,,,5
chr5-g1068,chr5,106800000,106900000,0.4150999999999999,,,,,,,,5
chr5-g1069,chr5,106900000,107000000,0.41165,"Hfm1, Cdc7",2.0,"24002, 20118",24002.0,20118.0,22060.0,22060.0,5
chr5-g1070,chr5,107000000,107100000,0.45664,,,,,,,,5
chr5-g1071,chr5,107100000,107200000,0.4476099999999999,Tgfbr3,1.0,183063,183063.0,183063.0,183063.0,183063.0,5
chr5-g1072,chr5,107200000,107300000,0.45423,Tgfbr3,1.0,183063,183063.0,183063.0,183063.0,183063.0,5
chr5-g1073,chr5,107300000,107400000,0.42329,Brdt,1.0,55865,55865.0,55865.0,55865.0,55865.0,5
chr5-g1074,chr5,107400000,107500000,0.42218,"Ephx4, Btbd8, Lpcat2b, A830010M20Rik",4.0,"26519, 53600, 3491, 14778",53600.0,3491.0,24597.0,20648.5,5
chr5-g1075,chr5,107500000,107600000,0.41933,"A830010M20Rik, 1700028K03Rik, Glmn, Rpap2",4.0,"14778, 13658, 48922, 63893",63893.0,13658.0,35312.75,31850.0,5
chr5-g1076,chr5,107600000,107700000,0.42067,"Rpap2, A930041C12Rik, 4930428O21Rik",3.0,"63893, 3601, 5269",63893.0,3601.0,24254.33333333333,5269.0,5
chr5-g1077,chr5,107700000,107800000,0.42274,"4930428O21Rik, Gfi1, Evi5",3.0,"5269, 9151, 130313",130313.0,5269.0,48244.333333333336,9151.0,5
chr5-g1078,chr5,107800000,107900000,0.41268,"Evi5, Ube2d2b",2.0,"130313, 1616",130313.0,1616.0,65964.5,65964.5,5
chr5-g1079,chr5,107900000,108000000,0.42572,"Rpl5, Dipk1a",2.0,"8478, 79036",79036.0,8478.0,43757.0,43757.0,5
chr5-g1080,chr5,108000000,108100000,0.41649,Mtf2,1.0,43546,43546.0,43546.0,43546.0,43546.0,5
chr5-g1081,chr5,108100000,108200000,0.38418,"Mtf2, Tmed5, Ccdc18",3.0,"43546, 11065, 100036",100036.0,11065.0,51549.0,43546.0,5
chr5-g1082,chr5,108200000,108300000,0.39152,"Ccdc18, Dr1",2.0,"100036, 11625",100036.0,11625.0,55830.5,55830.5,5
chr5-g1083,chr5,108300000,108400000,0.4399,"Pigg, 9330198I05Rik, Pde6b",3.0,"29604, 8971, 43370",43370.0,8971.0,27315.0,29604.0,5
chr5-g1084,chr5,108400000,108500000,0.4528399999999999,"Pde6b, Mfsd7a, Atp5k, Pcgf3",4.0,"43370, 8047, 1154, 41768",43370.0,1154.0,23584.75,24907.5,5
chr5-g1085,chr5,108500000,108600000,0.45339,"Pcgf3, Cplx1, Gak",3.0,"41768, 31474, 60671",60671.0,31474.0,44637.66666666666,41768.0,5
chr5-g1086,chr5,108600000,108700000,0.4724,"Gak, Tmem175, Dgkq, Idua, Slc26a1, Fgfrl1",6.0,"60671, 17961, 13787, 25116, 5485, 12722",60671.0,5485.0,22623.666666666668,15874.0,5
chr5-g1087,chr5,108700000,108800000,0.43367,"Fgfrl1, Rnf212, 1700047L14Rik, Tmed11, Vmn2r8",5.0,"12722, 45726, 5076, 18129, 11562",45726.0,5076.0,18643.0,12722.0,5
chr5-g1088,chr5,108800000,108900000,0.38674,"Vmn2r8, Vmn2r9",2.0,"11562, 9564",11562.0,9564.0,10563.0,10563.0,5
chr5-g1089,chr5,108900000,109000000,0.39046,Vmn2r10,1.0,10898,10898.0,10898.0,10898.0,10898.0,5
chr5-g1090,chr5,109000000,109100000,0.38839,"Vmn2r10, Vmn2r11, Vmn2r12",3.0,"10898, 12580, 12016",12580.0,10898.0,11831.333333333334,12016.0,5
chr5-g1091,chr5,109100000,109200000,0.3949,Vmn2r13,1.0,36040,36040.0,36040.0,36040.0,36040.0,5
chr5-g1092,chr5,109200000,109300000,0.37706,"Vmn2r14, Vmn2r15",2.0,"9121, 11288",11288.0,9121.0,10204.5,10204.5,5
chr5-g1093,chr5,109300000,109400000,0.38252,Vmn2r16,1.0,34101,34101.0,34101.0,34101.0,34101.0,5
chr5-g1094,chr5,109400000,109500000,0.38899,Vmn2r17,1.0,33375,33375.0,33375.0,33375.0,33375.0,5
chr5-g1095,chr5,109500000,109600000,0.4224799999999999,Crlf2,1.0,4285,4285.0,4285.0,4285.0,4285.0,5
chr5-g1096,chr5,109600000,109700000,0.40096,,,,,,,,5
chr5-g1097,chr5,109700000,109800000,0.4144,,,,,,,,5
chr5-g1098,chr5,109800000,109900000,0.40054,Gm10416,1.0,642,642.0,642.0,642.0,642.0,5
chr5-g1099,chr5,109900000,110000000,0.41263,"Gm15446, Zfp932",2.0,"8148, 13885",13885.0,8148.0,11016.5,11016.5,5
chr5-g1100,chr5,110000000,110100000,0.40698,"Zfp932, Plcxd1",2.0,"13885, 5984",13885.0,5984.0,9934.5,9934.5,5
chr5-g1101,chr5,110100000,110200000,0.44073,"Plcxd1, Zfp605, Gtpbp6, Chfr, Gm15787, Golga3",6.0,"5984, 19703, 4221, 36144, 8997, 49613",49613.0,4221.0,20777.0,14350.0,5
chr5-g1102,chr5,110200000,110300000,0.43911,"Golga3, Ankle2, Pgam5, Pxmp2, Pole",5.0,"49613, 25648, 10765, 11883, 51135",51135.0,10765.0,29808.8,25648.0,5
chr5-g1103,chr5,110300000,110400000,0.4811999999999999,"Pole, Lrcol1, P2rx2",3.0,"51135, 11365, 3338",51135.0,3338.0,21946.0,11365.0,5
chr5-g1104,chr5,110400000,110500000,0.49532,Fbrsl1,1.0,18629,18629.0,18629.0,18629.0,18629.0,5
chr5-g1105,chr5,110500000,110600000,0.4851,"A630023P12Rik, Galnt9",2.0,"11057, 77029",77029.0,11057.0,44043.0,44043.0,5
chr5-g1106,chr5,110600000,110700000,0.46922,"Galnt9, Noc4l, Ddx51, Mir7026, Ep400",5.0,"77029, 4964, 7046, 67, 106345",106345.0,67.0,39090.2,7046.0,5
chr5-g1107,chr5,110700000,110800000,0.45081,"Ep400, Gm15559, Pus1, Ulk1",4.0,"106345, 8312, 6949, 25593",106345.0,6949.0,36799.75,16952.5,5
chr5-g1108,chr5,110800000,110900000,0.45357,"Ulk1, Chek2, Hscb, Ttc28",4.0,"25593, 34159, 10708, 409977",409977.0,10708.0,120109.25,29876.0,5
chr5-g1109,chr5,110900000,111000000,0.43374,Ttc28,1.0,409977,409977.0,409977.0,409977.0,409977.0,5
chr5-g1110,chr5,111000000,111100000,0.44882,"Ttc28, Mir701",2.0,"409977, 109",409977.0,109.0,205043.0,205043.0,5
chr5-g1111,chr5,111100000,111200000,0.47874,Ttc28,1.0,409977,409977.0,409977.0,409977.0,409977.0,5
chr5-g1112,chr5,111200000,111300000,0.51647,Ttc28,1.0,409977,409977.0,409977.0,409977.0,409977.0,5
chr5-g1113,chr5,111300000,111400000,0.45746,Pitpnb,1.0,57663,57663.0,57663.0,57663.0,57663.0,5
chr5-g1114,chr5,111400000,111500000,0.5160899999999999,Mn1,1.0,39731,39731.0,39731.0,39731.0,39731.0,5
chr5-g1115,chr5,111500000,111600000,0.50954,C130026L21Rik,1.0,5593,5593.0,5593.0,5593.0,5593.0,5
chr5-g1116,chr5,111600000,111700000,0.51019,,,,,,,,5
chr5-g1117,chr5,111700000,111800000,0.49399,E130006D01Rik,1.0,27445,27445.0,27445.0,27445.0,27445.0,5
chr5-g1118,chr5,111800000,111900000,0.49871,,,,,,,,5
chr5-g1119,chr5,111900000,112000000,0.48699,,,,,,,,5
chr5-g1120,chr5,112000000,112100000,0.49106,,,,,,,,5
chr5-g1121,chr5,112100000,112200000,0.49632,,,,,,,,5
chr5-g1122,chr5,112200000,112300000,0.51841,"1700028D13Rik, Miat, Cryba4, Crybb1, Tpst2",5.0,"3240, 15721, 6027, 13766, 38612",38612.0,3240.0,15473.2,13766.0,5
chr5-g1123,chr5,112300000,112400000,0.52467,"Tpst2, Hps4, Tfip11, Srrd, Gm6583, Asphd2",6.0,"38612, 35330, 11705, 5650, 2261, 11017",38612.0,2261.0,17429.166666666668,11361.0,5
chr5-g1124,chr5,112400000,112500000,0.49724,"Sez6l, Gm6588",2.0,"158048, 2313",158048.0,2313.0,80180.5,80180.5,5
chr5-g1125,chr5,112500000,112600000,0.49093,"Sez6l, 1700034G24Rik",2.0,"158048, 7061",158048.0,7061.0,82554.5,82554.5,5
chr5-g1126,chr5,112600000,112700000,0.49174,Myo18b,1.0,207487,207487.0,207487.0,207487.0,207487.0,5
chr5-g1127,chr5,112700000,112800000,0.48742,"Myo18b, 1700095B10Rik",2.0,"207487, 8410",207487.0,8410.0,107948.5,107948.5,5
chr5-g1128,chr5,112800000,112900000,0.50342,"Myo18b, 1700095B10Rik",2.0,"207487, 8410",207487.0,8410.0,107948.5,107948.5,5
chr5-g1129,chr5,112900000,113000000,0.48419,Grk3,1.0,105061,105061.0,105061.0,105061.0,105061.0,5
chr5-g1130,chr5,113000000,113100000,0.5049699999999999,"Grk3, Crybb2, Crybb3, 2900026A02Rik",4.0,"105061, 11860, 5746, 76991",105061.0,5746.0,49914.5,44425.5,5
chr5-g1131,chr5,113100000,113200000,0.53012,2900026A02Rik,1.0,76991,76991.0,76991.0,76991.0,76991.0,5
chr5-g1132,chr5,113200000,113300000,0.50821,"Tmem211, Sgsm1",2.0,"12355, 67567",67567.0,12355.0,39961.0,39961.0,5
chr5-g1133,chr5,113300000,113400000,0.49649,"Sgsm1, Mir7229, Mir7230, Aym1",4.0,"67567, 53, 56, 528",67567.0,53.0,17051.0,292.0,5
chr5-g1134,chr5,113400000,113500000,0.4940599999999999,,,,,,,,5
chr5-g1135,chr5,113500000,113600000,0.43699,Wscd2,1.0,39306,39306.0,39306.0,39306.0,39306.0,5
chr5-g1136,chr5,113600000,113700000,0.50634,"Cmklr1, 1700069L16Rik",2.0,"38036, 32349",38036.0,32349.0,35192.5,35192.5,5
chr5-g1137,chr5,113700000,113800000,0.5138400000000001,"1700069L16Rik, Ficd, Sart3, Iscu, Tmem119",5.0,"32349, 4826, 29957, 5488, 6668",32349.0,4826.0,15857.6,6668.0,5
chr5-g1138,chr5,113800000,113900000,0.5017499999999999,"Tmem119, Selplg, Coro1c",3.0,"6668, 12704, 66268",66268.0,6668.0,28546.666666666668,12704.0,5
chr5-g1139,chr5,113900000,114000000,0.49732,"Coro1c, Ssh1",2.0,"66268, 56697",66268.0,56697.0,61482.5,61482.5,5
chr5-g1140,chr5,114000000,114100000,0.49089,"Dao, Svop",2.0,"21942, 64468",64468.0,21942.0,43205.0,43205.0,5
chr5-g1141,chr5,114100000,114200000,0.5039899999999999,"Usp30, Alkbh2, Ung, Acacb",4.0,"22592, 4293, 8166, 85241",85241.0,4293.0,30073.0,15379.0,5
chr5-g1142,chr5,114200000,114300000,0.51241,"Acacb, Foxn4, Myo1h",3.0,"85241, 19598, 75324",85241.0,19598.0,60054.333333333336,75324.0,5
chr5-g1143,chr5,114300000,114400000,0.50643,"Myo1h, Kctd10, Ube3b",3.0,"75324, 16934, 40550",75324.0,16934.0,44269.333333333336,40550.0,5
chr5-g1144,chr5,114400000,114500000,0.5233,"Ube3b, Mir7027, Mvk, Mmab",4.0,"40550, 72, 16322, 12994",40550.0,72.0,17484.5,14658.0,5
chr5-g1145,chr5,114500000,114600000,0.51217,Fam222a,1.0,44968,44968.0,44968.0,44968.0,44968.0,5
chr5-g1146,chr5,114600000,114700000,0.5290699999999999,"Fam222a, Trpv4, Gltp",3.0,"44968, 36268, 21436",44968.0,21436.0,34224.0,36268.0,5
chr5-g1147,chr5,114700000,114800000,0.50136,"Mir7028, Tchp, Git2, 4930515G01Rik, Ankrd13a",5.0,"64, 14549, 46082, 1251, 30681",46082.0,64.0,18525.4,14549.0,5
chr5-g1148,chr5,114800000,114900000,0.48477,"Ankrd13a, 1500011B03Rik, 2610524H06Rik, Mir6240, 4930519G04Rik, Gm9936, Oasl2",7.0,"30681, 1177, 1532, 117, 30166, 4405, 15312",30681.0,117.0,11912.857142857143,4405.0,5
chr5-g1149,chr5,114900000,115000000,0.48172,"Oasl2, Oasl1, 2210016L21Rik, Hnf1a",4.0,"15312, 14672, 6339, 22083",22083.0,6339.0,14601.5,14992.0,5
chr5-g1150,chr5,115000000,115100000,0.45141,Sppl3,1.0,87267,87267.0,87267.0,87267.0,87267.0,5
chr5-g1151,chr5,115100000,115200000,0.50602,"Acads, Rpl37rt, Unc119b, Mlec, Cabp1",5.0,"9048, 7347, 12410, 15196, 25691",25691.0,7347.0,13938.4,12410.0,5
chr5-g1152,chr5,115200000,115300000,0.47556,"Pop5, Rnf10, Coq5, Dynll1",4.0,"5120, 31126, 17271, 3881",31126.0,3881.0,14349.5,11195.5,5
chr5-g1153,chr5,115300000,115400000,0.47637,"Dynll1, Gm13830, Srsf9, Triap1, Cox6a1, Gatc, 4930401G09Rik",7.0,"3881, 18963, 5904, 2323, 3336, 7920, 1424",18963.0,1424.0,6250.142857142857,3881.0,5
chr5-g1154,chr5,115400000,115500000,0.49333,"Msi1, Pla2g1b, Sirt4",3.0,"24518, 8581, 6475",24518.0,6475.0,13191.333333333334,8581.0,5
chr5-g1155,chr5,115500000,115600000,0.52207,"Pxn, Rplp0, Gcn1, Mir7029",4.0,"49312, 4263, 57392, 61",57392.0,61.0,27757.0,26787.5,5
chr5-g1156,chr5,115600000,115700000,0.4972,"Gcn1, Mir7030, Rab35, 1110006O24Rik, Bicdl1",5.0,"57392, 60, 15172, 768, 83447",83447.0,60.0,31367.8,15172.0,5
chr5-g1157,chr5,115700000,115800000,0.44702,Bicdl1,1.0,83447,83447.0,83447.0,83447.0,83447.0,5
chr5-g1158,chr5,115800000,115900000,0.47988,Cit,1.0,160686,160686.0,160686.0,160686.0,160686.0,5
chr5-g1159,chr5,115900000,116000000,0.49934,Cit,1.0,160686,160686.0,160686.0,160686.0,160686.0,5
chr5-g1160,chr5,116000000,116100000,0.4739699999999999,"Cit, Prkab1, Tmem233",3.0,"160686, 10839, 44513",160686.0,10839.0,72012.66666666667,44513.0,5
chr5-g1161,chr5,116100000,116200000,0.48196,"C330018A13Rik, Ccdc60",2.0,"5497, 163405",163405.0,5497.0,84451.0,84451.0,5
chr5-g1162,chr5,116200000,116300000,0.4842,Ccdc60,1.0,163405,163405.0,163405.0,163405.0,163405.0,5
chr5-g1163,chr5,116300000,116400000,0.4632799999999999,B230112J18Rik,1.0,5915,5915.0,5915.0,5915.0,5915.0,5
chr5-g1164,chr5,116400000,116500000,0.4851899999999999,"Hspb8, Srrm4os, Srrm4",3.0,"14374, 26766, 152545",152545.0,14374.0,64561.66666666666,26766.0,5
chr5-g1165,chr5,116500000,116600000,0.47275,Srrm4,1.0,152545,152545.0,152545.0,152545.0,152545.0,5
chr5-g1166,chr5,116600000,116700000,0.4553399999999999,,,,,,,,5
chr5-g1167,chr5,116700000,116800000,0.45045,,,,,,,,5
chr5-g1168,chr5,116800000,116900000,0.47306,,,,,,,,5
chr5-g1169,chr5,116900000,117000000,0.4567199999999999,,,,,,,,5
chr5-g1170,chr5,117000000,117100000,0.47073,Suds3,1.0,24316,24316.0,24316.0,24316.0,24316.0,5
chr5-g1171,chr5,117100000,117200000,0.48018,"Suds3, Taok3",2.0,"24316, 154970",154970.0,24316.0,89643.0,89643.0,5
chr5-g1172,chr5,117200000,117300000,0.48898,"Taok3, Pebp1",2.0,"154970, 4914",154970.0,4914.0,79942.0,79942.0,5
chr5-g1173,chr5,117300000,117400000,0.4902499999999999,"Vsig10, Wsb2, Rfc5",3.0,"35741, 21281, 9879",35741.0,9879.0,22300.33333333333,21281.0,5
chr5-g1174,chr5,117400000,117500000,0.47562,Ksr2,1.0,353987,353987.0,353987.0,353987.0,353987.0,5
chr5-g1175,chr5,117500000,117600000,0.48809,Ksr2,1.0,353987,353987.0,353987.0,353987.0,353987.0,5
chr5-g1176,chr5,117600000,117700000,0.4884799999999999,Ksr2,1.0,353987,353987.0,353987.0,353987.0,353987.0,5
chr5-g1177,chr5,117700000,117800000,0.48396,Ksr2,1.0,353987,353987.0,353987.0,353987.0,353987.0,5
chr5-g1178,chr5,117800000,117900000,0.49364,Nos1,1.0,92002,92002.0,92002.0,92002.0,92002.0,5
chr5-g1179,chr5,117900000,118000000,0.4961899999999999,"Nos1, Fbxo21",2.0,"92002, 33428",92002.0,33428.0,62715.0,62715.0,5
chr5-g1180,chr5,118000000,118100000,0.52441,"Fbxo21, Tesc, Fbxw8",3.0,"33428, 34136, 90478",90478.0,33428.0,52680.66666666666,34136.0,5
chr5-g1181,chr5,118100000,118200000,0.50156,"Fbxw8, Hrk, Rnft2",3.0,"90478, 19715, 54290",90478.0,19715.0,54827.66666666666,54290.0,5
chr5-g1182,chr5,118200000,118300000,0.50176,"Rnft2, 2410131K14Rik",2.0,"54290, 17888",54290.0,17888.0,36089.0,36089.0,5
chr5-g1183,chr5,118300000,118400000,0.4893,,,,,,,,5
chr5-g1184,chr5,118400000,118500000,0.4837199999999999,,,,,,,,5
chr5-g1185,chr5,118500000,118600000,0.46142,Med13l,1.0,204719,204719.0,204719.0,204719.0,204719.0,5
chr5-g1186,chr5,118600000,118700000,0.4526,Med13l,1.0,204719,204719.0,204719.0,204719.0,204719.0,5
chr5-g1187,chr5,118700000,118800000,0.4892999999999999,Med13l,1.0,204719,204719.0,204719.0,204719.0,204719.0,5
chr5-g1188,chr5,118800000,118900000,0.47975,,,,,,,,5
chr5-g1189,chr5,118900000,119000000,0.47457,4930413E15Rik,1.0,8923,8923.0,8923.0,8923.0,8923.0,5
chr5-g1190,chr5,119000000,119100000,0.47944,,,,,,,,5
chr5-g1191,chr5,119100000,119200000,0.4598299999999999,"1700081H04Rik, Gm7538",2.0,"6308, 5706",6308.0,5706.0,6007.0,6007.0,5
chr5-g1192,chr5,119200000,119300000,0.47531,Gm7538,1.0,5706,5706.0,5706.0,5706.0,5706.0,5
chr5-g1193,chr5,119300000,119400000,0.46797,,,,,,,,5
chr5-g1194,chr5,119400000,119500000,0.46808,,,,,,,,5
chr5-g1195,chr5,119500000,119600000,0.47097,AW549542,1.0,10230,10230.0,10230.0,10230.0,10230.0,5
chr5-g1196,chr5,119600000,119700000,0.48897,"Gm16063, Tbx3, Tbx3os2",3.0,"8521, 13863, 6131",13863.0,6131.0,9505.0,8521.0,5
chr5-g1197,chr5,119700000,119800000,0.47485,,,,,,,,5
chr5-g1198,chr5,119800000,119900000,0.47881,Tbx5,1.0,50556,50556.0,50556.0,50556.0,50556.0,5
chr5-g1199,chr5,119900000,120000000,0.47295,,,,,,,,5
chr5-g1200,chr5,120000000,120100000,0.47373,,,,,,,,5
chr5-g1201,chr5,120100000,120200000,0.5373399999999999,"Rbm19, Gm10390",2.0,"82459, 18168",82459.0,18168.0,50313.5,50313.5,5
chr5-g1202,chr5,120200000,120300000,0.50686,,,,,,,,5
chr5-g1203,chr5,120300000,120400000,0.4938599999999999,,,,,,,,5
chr5-g1204,chr5,120400000,120500000,0.51408,"Lhx5, Sdsl, Sds, Plbd2",4.0,"9572, 14562, 7359, 19731",19731.0,7359.0,12806.0,12067.0,5
chr5-g1205,chr5,120500000,120600000,0.5189,"Plbd2, Slc8b1, Tpcn1, Iqcd",4.0,"19731, 22833, 54457, 18091",54457.0,18091.0,28778.0,21282.0,5
chr5-g1206,chr5,120600000,120700000,0.53079,"Iqcd, Ddx54, Rita1, Rasal1, Cfap73, Dtx1",6.0,"18091, 15463, 3530, 30786, 5901, 31406",31406.0,3530.0,17529.5,16777.0,5
chr5-g1207,chr5,120700000,120800000,0.5068,"Dtx1, Oas2, Oas3, Oas1e",4.0,"31406, 19516, 24562, 9219",31406.0,9219.0,21175.75,22039.0,5
chr5-g1208,chr5,120800000,120900000,0.48152,"Oas1b, Oas1c, Oas1f, Oas1h, Oas1g, Oas1a",6.0,"11523, 12316, 10620, 12084, 11472, 11269",12316.0,10620.0,11547.333333333334,11497.5,5
chr5-g1209,chr5,120900000,121000000,0.48487,"Oas1a, Oas1d, Rph3a",3.0,"11269, 6830, 69593",69593.0,6830.0,29230.666666666668,11269.0,5
chr5-g1210,chr5,121000000,121100000,0.48216,Rph3a,1.0,69593,69593.0,69593.0,69593.0,69593.0,5
chr5-g1211,chr5,121100000,121200000,0.48369,Ptpn11,1.0,60865,60865.0,60865.0,60865.0,60865.0,5
chr5-g1212,chr5,121200000,121300000,0.45353,"Rpl6, Hectd4",2.0,"4741, 148359",148359.0,4741.0,76550.0,76550.0,5
chr5-g1213,chr5,121300000,121400000,0.49028,"Hectd4, Trafd1, Naa25",3.0,"148359, 13891, 44415",148359.0,13891.0,68888.33333333333,44415.0,5
chr5-g1214,chr5,121400000,121500000,0.46555,"Naa25, Erp29, Tmem116",3.0,"44415, 7722, 32241",44415.0,7722.0,28126.0,32241.0,5
chr5-g1215,chr5,121500000,121600000,0.48147,"Adam1a, Adam1b, Mapkapk5, Aldh2, Acad12",5.0,"3092, 3340, 20842, 27798, 20658",27798.0,3092.0,15146.0,20658.0,5
chr5-g1216,chr5,121600000,121700000,0.47795,"Acad12, Acad10, Brap",3.0,"20658, 39482, 26687",39482.0,20658.0,28942.33333333333,26687.0,5
chr5-g1217,chr5,121700000,121800000,0.4422299999999999,Atxn2,1.0,103342,103342.0,103342.0,103342.0,103342.0,5
chr5-g1218,chr5,121800000,121900000,0.52488,"Atxn2, Mir7031, Sh2b3, Pheta1, Cux2",5.0,"103342, 65, 21379, 5607, 189636",189636.0,65.0,64005.8,21379.0,5
chr5-g1219,chr5,121900000,122000000,0.52178,Cux2,1.0,189636,189636.0,189636.0,189636.0,189636.0,5
chr5-g1220,chr5,122000000,122100000,0.51007,Cux2,1.0,189636,189636.0,189636.0,189636.0,189636.0,5
chr5-g1221,chr5,122100000,122200000,0.49629,"Myl2, Ccdc63, Ppp1ccb, Ppp1cc",4.0,"5904, 30011, 16929, 16999",30011.0,5904.0,17460.75,16964.0,5
chr5-g1222,chr5,122200000,122300000,0.49487,"Hvcn1, Tctn1, Pptc7",3.0,"32011, 24966, 39884",39884.0,24966.0,32287.0,32011.0,5
chr5-g1223,chr5,122300000,122400000,0.4650999999999999,"Pptc7, Rad9b, Vps29, Gpn3, Fam216a, Arpc3",6.0,"39884, 28688, 10657, 10262, 7759, 14304",39884.0,7759.0,18592.33333333333,12480.5,5
chr5-g1224,chr5,122400000,122500000,0.4542,"Arpc3, Anapc7, Atp2a2",3.0,"14304, 22468, 45902",45902.0,14304.0,27558.0,22468.0,5
chr5-g1225,chr5,122500000,122600000,0.4549999999999999,"Atp2a2, Ift81",2.0,"45902, 64341",64341.0,45902.0,55121.5,55121.5,5
chr5-g1226,chr5,122600000,122700000,0.46815,"Ift81, P2rx7, Mir8115",3.0,"64341, 40363, 118",64341.0,118.0,34940.666666666664,40363.0,5
chr5-g1227,chr5,122700000,122800000,0.48479,"P2rx4, Camkk2, Anapc5",3.0,"22195, 48241, 33882",48241.0,22195.0,34772.666666666664,33882.0,5
chr5-g1228,chr5,122800000,122900000,0.4452,"Anapc5, Rnf34, Kdm2b",3.0,"33882, 18758, 118424",118424.0,18758.0,57021.333333333336,33882.0,5
chr5-g1229,chr5,122900000,123000000,0.48129,"Kdm2b, A930024E05Rik",2.0,"118424, 8988",118424.0,8988.0,63706.0,63706.0,5
chr5-g1230,chr5,123000000,123100000,0.47425,"Orai1, Morn3, Tmem120b",3.0,"15379, 9890, 41171",41171.0,9890.0,22146.666666666668,15379.0,5
chr5-g1231,chr5,123100000,123200000,0.51203,"Tmem120b, Rhof, Setd1b, Hpd",4.0,"41171, 14450, 26438, 10917",41171.0,10917.0,23244.0,20444.0,5
chr5-g1232,chr5,123200000,123300000,0.46418,"Psmd9, Wdr66",2.0,"21936, 73697",73697.0,21936.0,47816.5,47816.5,5
chr5-g1233,chr5,123300000,123400000,0.4805699999999999,"Wdr66, Bcl7a, Mlxip",3.0,"73697, 29636, 52095",73697.0,29636.0,51809.333333333336,52095.0,5
chr5-g1234,chr5,123400000,123500000,0.46038,"Mlxip, Lrrc43, Il31",3.0,"52095, 18881, 1949",52095.0,1949.0,24308.33333333333,18881.0,5
chr5-g1235,chr5,123500000,123600000,0.46291,"Lrrc43, B3gnt4, Diablo, Mir7647, Vps33a, Clip1",6.0,"18881, 1423, 12835, 59, 44256, 97775",97775.0,59.0,29204.83333333333,15858.0,5
chr5-g1236,chr5,123600000,123700000,0.45196,"Clip1, Zcchc8",2.0,"97775, 22743",97775.0,22743.0,60259.0,60259.0,5
chr5-g1237,chr5,123700000,123800000,0.42803,"Zcchc8, Kntc1, Rsrc2",3.0,"22743, 71868, 20989",71868.0,20989.0,38533.333333333336,22743.0,5
chr5-g1238,chr5,123800000,123900000,0.46174,"Kntc1, Hcar2, Hcar1",3.0,"71868, 1947, 3285",71868.0,1947.0,25700.0,3285.0,5
