100kb name,genes,overlap_pct,gene,chrom_id,100kb bin
chr4-g1000,['Ror1'],[0.1684],Ror1,4,1000
chr4-g1001,"['Ror1', 'Ror1', 'Ror1', 'Ror1']","[1.0, 1.0, 1.0, 1.0]",Ror1,4,1001
chr4-g1002,"['Ror1', 'Ror1', 'Ror1', 'Ror1']","[1.0, 1.0, 1.0, 1.0]",Ror1,4,1002
chr4-g1003,"['Ror1', 'Ror1']","[1.0, 0.43044]",Ror1,4,1003
chr4-g1007,['Cachd1'],[0.93288],Cachd1,4,1007
chr4-g1008,"['Cachd1', 'Cachd1', 'Cachd1', 'Cachd1']","[1.0, 1.0, 1.0, 1.0]",Cachd1,4,1008
chr4-g1009,"['Cachd1', 'Cachd1', 'Cachd1', 'Cachd1']","[1.0, 1.0, 1.0, 1.0]",Cachd1,4,1009
chr4-g1010,['Cachd1'],[0.14992],Cachd1,4,1010
chr4-g1022,"['Pde4b', 'Pde4b']","[0.80248, 1.0]",Pde4b,4,1022
chr4-g1023,"['Pde4b', 'Pde4b', 'Pde4b', 'Pde4b']","[1.0, 1.0, 1.0, 1.0]",Pde4b,4,1023
chr4-g1024,"['Pde4b', 'Pde4b', 'Pde4b', 'Pde4b']","[1.0, 1.0, 1.0, 1.0]",Pde4b,4,1024
chr4-g1025,"['Pde4b', 'Pde4b', 'Pde4b', 'Pde4b']","[1.0, 1.0, 1.0, 1.0]",Pde4b,4,1025
chr4-g1026,['Pde4b'],[0.29048],Pde4b,4,1026
chr4-g1027,"['Sgip1', 'Sgip1']","[0.59464, 1.0]",Sgip1,4,1027
chr4-g1028,"['Sgip1', 'Sgip1', 'Sgip1', 'Sgip1']","[1.0, 1.0, 1.0, 1.0]",Sgip1,4,1028
chr4-g1029,"['Sgip1', 'Sgip1', 'Sgip1']","[1.0, 1.0, 0.90728]",Sgip1,4,1029
chr4-g1036,"['Dab1', 'Dab1', 'Dab1', 'Dab1']","[0.22004, 1.0, 1.0, 1.0]",Dab1,4,1036
chr4-g1037,"['Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0]",Dab1,4,1037
chr4-g1038,"['Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0]",Dab1,4,1038
chr4-g1039,"['Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0]",Dab1,4,1039
chr4-g1040,"['Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0]",Dab1,4,1040
chr4-g1041,"['Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0]",Dab1,4,1041
chr4-g1042,"['Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0]",Dab1,4,1042
chr4-g1043,"['Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0]",Dab1,4,1043
chr4-g1044,"['Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0]",Dab1,4,1044
chr4-g1045,"['Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0]",Dab1,4,1045
chr4-g1046,"['Dab1', 'Dab1', 'Dab1', 'Dab1']","[1.0, 1.0, 1.0, 1.0]",Dab1,4,1046
chr4-g1047,"['Dab1', 'Dab1']","[1.0, 0.79372]",Dab1,4,1047
chr4-g1074,"['Glis1', 'Glis1', 'Glis1']","[0.61128, 1.0, 1.0]",Glis1,4,1074
chr4-g1075,"['Glis1', 'Glis1', 'Glis1', 'Glis1']","[1.0, 1.0, 1.0, 1.0]",Glis1,4,1075
chr4-g1076,"['Glis1', 'Glis1']","[1.0, 0.40236]",Glis1,4,1076
chr4-g1096,['Faf1'],[0.93496],Faf1,4,1096
chr4-g1097,"['Faf1', 'Faf1', 'Faf1', 'Faf1']","[1.0, 1.0, 1.0, 1.0]",Faf1,4,1097
chr4-g1098,"['Faf1', 'Faf1', 'Faf1', 'Faf1']","[1.0, 1.0, 1.0, 1.0]",Faf1,4,1098
chr4-g1099,"['Faf1', 'Faf1', 'Faf1']","[1.0, 1.0, 0.5584]",Faf1,4,1099
chr4-g1103,['Agbl4'],[0.09212],Agbl4,4,1103
chr4-g1104,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0]",Agbl4,4,1104
chr4-g1105,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0]",Agbl4,4,1105
chr4-g1106,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0]",Agbl4,4,1106
chr4-g1107,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0]",Agbl4,4,1107
chr4-g1108,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0]",Agbl4,4,1108
chr4-g1109,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0]",Agbl4,4,1109
chr4-g1110,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0]",Agbl4,4,1110
chr4-g1111,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0]",Agbl4,4,1111
chr4-g1112,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0]",Agbl4,4,1112
chr4-g1113,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0]",Agbl4,4,1113
chr4-g1114,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0]",Agbl4,4,1114
chr4-g1115,"['Agbl4', 'Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 1.0, 1.0]",Agbl4,4,1115
chr4-g1116,"['Agbl4', 'Agbl4', 'Agbl4']","[1.0, 1.0, 0.30076]",Agbl4,4,1116
chr4-g1128,"['Skint6', 'Skint6', 'Skint6', 'Skint6']","[0.8154, 1.0, 1.0, 1.0]",Skint6,4,1128
chr4-g1129,"['Skint6', 'Skint6', 'Skint6', 'Skint6']","[1.0, 1.0, 1.0, 1.0]",Skint6,4,1129
chr4-g1130,"['Skint6', 'Skint6', 'Skint6', 'Skint6']","[1.0, 1.0, 1.0, 1.0]",Skint6,4,1130
chr4-g1131,"['Skint6', 'Skint6', 'Skint6', 'Skint6']","[1.0, 1.0, 1.0, 1.0]",Skint6,4,1131
chr4-g1132,"['Skint6', 'Skint6', 'Skint6', 'Skint6']","[1.0, 1.0, 1.0, 0.47892]",Skint6,4,1132
chr4-g1134,['Skint5'],[0.8844],Skint5,4,1134
chr4-g1135,"['Skint5', 'Skint5', 'Skint5', 'Skint5']","[1.0, 1.0, 1.0, 1.0]",Skint5,4,1135
chr4-g1136,"['Skint5', 'Skint5', 'Skint5', 'Skint5']","[1.0, 1.0, 1.0, 1.0]",Skint5,4,1136
chr4-g1137,"['Skint5', 'Skint5', 'Skint5', 'Skint5']","[1.0, 1.0, 1.0, 1.0]",Skint5,4,1137
chr4-g1138,"['Skint5', 'Skint5', 'Skint5', 'Skint5']","[1.0, 1.0, 1.0, 1.0]",Skint5,4,1138
chr4-g1139,"['Skint5', 'Skint5', 'Skint5', 'Skint5']","[1.0, 1.0, 1.0, 0.98012]",Skint5,4,1139
chr4-g1144,"['Trabd2b', 'Trabd2b', 'Trabd2b', 'Trabd2b']","[0.73108, 1.0, 1.0, 1.0]",Trabd2b,4,1144
chr4-g1145,"['Trabd2b', 'Trabd2b', 'Trabd2b', 'Trabd2b']","[1.0, 1.0, 1.0, 1.0]",Trabd2b,4,1145
chr4-g1146,['Trabd2b'],[0.60392],Trabd2b,4,1146
chr4-g1172,"['Rnf220', 'Rnf220']","[0.14152, 1.0]",Rnf220,4,1172
chr4-g1173,"['Rnf220', 'Rnf220', 'Rnf220', 'Rnf220']","[1.0, 1.0, 1.0, 1.0]",Rnf220,4,1173
chr4-g1174,"['Rnf220', 'Rnf220', 'Rnf220', 'Rnf220']","[1.0, 1.0, 1.0, 0.88208]",Rnf220,4,1174
chr4-g1179,"['St3gal3', 'St3gal3', 'St3gal3']","[0.71392, 1.0, 1.0]",St3gal3,4,1179
chr4-g1180,"['St3gal3', 'St3gal3', 'St3gal3', 'St3gal3']","[1.0, 1.0, 1.0, 1.0]",St3gal3,4,1180
chr4-g1181,"['St3gal3', 'St3gal3']","[1.0, 0.39784]",St3gal3,4,1181
chr4-g1198,"['Hivep3', 'Hivep3', 'Hivep3', 'Hivep3']","[0.41292, 1.0, 1.0, 1.0]",Hivep3,4,1198
chr4-g1199,"['Hivep3', 'Hivep3', 'Hivep3', 'Hivep3']","[1.0, 1.0, 1.0, 1.0]",Hivep3,4,1199
chr4-g1200,"['Hivep3', 'Hivep3', 'Hivep3', 'Hivep3']","[1.0, 1.0, 1.0, 1.0]",Hivep3,4,1200
chr4-g1201,"['Hivep3', 'Hivep3']","[1.0, 0.41644]",Hivep3,4,1201
chr4-g1233,"['Macf1', 'Macf1', 'Macf1']","[0.01472, 1.0, 1.0]",Macf1,4,1233
chr4-g1234,"['Macf1', 'Macf1', 'Macf1', 'Macf1']","[1.0, 1.0, 1.0, 1.0]",Macf1,4,1234
chr4-g1235,"['Macf1', 'Macf1', 'Macf1', 'Macf1']","[1.0, 1.0, 1.0, 1.0]",Macf1,4,1235
chr4-g1236,"['Macf1', 'Macf1', 'Macf1', 'Macf1']","[1.0, 1.0, 1.0, 0.3744]",Macf1,4,1236
chr4-g1254,['Grik3'],[0.3722],Grik3,4,1254
chr4-g1255,"['Grik3', 'Grik3', 'Grik3', 'Grik3']","[1.0, 1.0, 1.0, 1.0]",Grik3,4,1255
chr4-g1256,"['Grik3', 'Grik3', 'Grik3', 'Grik3']","[1.0, 1.0, 1.0, 1.0]",Grik3,4,1256
chr4-g1257,['Grik3'],[0.56692],Grik3,4,1257
chr4-g1279,['Csmd2'],[0.47828],Csmd2,4,1279
chr4-g1280,"['Csmd2', 'Csmd2', 'Csmd2', 'Csmd2']","[1.0, 1.0, 1.0, 1.0]",Csmd2,4,1280
chr4-g1281,"['Csmd2', 'Csmd2', 'Csmd2', 'Csmd2']","[1.0, 1.0, 1.0, 1.0]",Csmd2,4,1281
chr4-g1282,"['Csmd2', 'Csmd2', 'Csmd2', 'Csmd2']","[1.0, 1.0, 1.0, 1.0]",Csmd2,4,1282
chr4-g1283,"['Csmd2', 'Csmd2', 'Csmd2', 'Csmd2']","[1.0, 1.0, 1.0, 1.0]",Csmd2,4,1283
chr4-g1284,"['Csmd2', 'Csmd2', 'Csmd2', 'Csmd2']","[1.0, 1.0, 1.0, 1.0]",Csmd2,4,1284
chr4-g1285,"['Csmd2', 'Csmd2', 'Csmd2']","[1.0, 1.0, 0.70624]",Csmd2,4,1285
chr4-g1379,['Eif4g3'],[0.2618],Eif4g3,4,1379
chr4-g1380,"['Eif4g3', 'Eif4g3', 'Eif4g3', 'Eif4g3']","[1.0, 1.0, 1.0, 1.0]",Eif4g3,4,1380
chr4-g1381,"['Eif4g3', 'Eif4g3', 'Eif4g3', 'Eif4g3']","[1.0, 1.0, 1.0, 1.0]",Eif4g3,4,1381
chr4-g1382,['Eif4g3'],[0.28316],Eif4g3,4,1382
chr4-g1400,"['Igsf21', 'Igsf21', 'Igsf21']","[0.92596, 1.0, 1.0]",Igsf21,4,1400
chr4-g1401,"['Igsf21', 'Igsf21', 'Igsf21', 'Igsf21']","[1.0, 1.0, 1.0, 1.0]",Igsf21,4,1401
chr4-g1402,"['Igsf21', 'Igsf21']","[1.0, 0.87244]",Igsf21,4,1402
chr4-g1449,"['Vps13d', 'Vps13d']","[0.09516, 1.0]",Vps13d,4,1449
chr4-g1450,"['Vps13d', 'Vps13d', 'Vps13d', 'Vps13d']","[1.0, 1.0, 1.0, 1.0]",Vps13d,4,1450
chr4-g1451,"['Vps13d', 'Vps13d', 'Vps13d', 'Vps13d']","[1.0, 1.0, 1.0, 0.8002]",Vps13d,4,1451
chr4-g1502,['Rere'],[0.7234],Rere,4,1502
chr4-g1503,"['Rere', 'Rere', 'Rere', 'Rere']","[1.0, 1.0, 1.0, 1.0]",Rere,4,1503
chr4-g1504,"['Rere', 'Rere', 'Rere', 'Rere']","[1.0, 1.0, 1.0, 1.0]",Rere,4,1504
chr4-g1505,"['Rere', 'Rere', 'Rere', 'Rere']","[1.0, 1.0, 1.0, 1.0]",Rere,4,1505
chr4-g1506,['Rere'],[0.87864],Rere,4,1506
chr4-g1510,"['Camta1', 'Camta1']","[0.61912, 1.0]",Camta1,4,1510
chr4-g1511,"['Camta1', 'Camta1', 'Camta1', 'Camta1']","[1.0, 1.0, 1.0, 1.0]",Camta1,4,1511
chr4-g1512,"['Camta1', 'Camta1', 'Camta1', 'Camta1']","[1.0, 1.0, 1.0, 1.0]",Camta1,4,1512
chr4-g1513,"['Camta1', 'Camta1', 'Camta1', 'Camta1']","[1.0, 1.0, 1.0, 1.0]",Camta1,4,1513
chr4-g1514,"['Camta1', 'Camta1', 'Camta1', 'Camta1']","[1.0, 1.0, 1.0, 1.0]",Camta1,4,1514
chr4-g1515,"['Camta1', 'Camta1', 'Camta1', 'Camta1']","[1.0, 1.0, 1.0, 1.0]",Camta1,4,1515
chr4-g1516,"['Camta1', 'Camta1', 'Camta1', 'Camta1']","[1.0, 1.0, 1.0, 1.0]",Camta1,4,1516
chr4-g1517,"['Camta1', 'Camta1', 'Camta1', 'Camta1']","[1.0, 1.0, 1.0, 1.0]",Camta1,4,1517
chr4-g1518,"['Camta1', 'Camta1', 'Camta1']","[1.0, 1.0, 0.47072]",Camta1,4,1518
chr4-g1543,"['Prdm16', 'Prdm16', 'Prdm16', 'Prdm16']","[0.35504, 1.0, 1.0, 1.0]",Prdm16,4,1543
chr4-g1544,"['Prdm16', 'Prdm16', 'Prdm16', 'Prdm16']","[1.0, 1.0, 1.0, 1.0]",Prdm16,4,1544
chr4-g1545,"['Prdm16', 'Prdm16', 'Prdm16', 'Prdm16']","[1.0, 1.0, 1.0, 1.0]",Prdm16,4,1545
chr4-g1546,"['Prdm16', 'Prdm16']","[1.0, 0.47492]",Prdm16,4,1546
chr5-g48,"['Cdk14', 'Cdk14', 'Cdk14', 'Cdk14']","[0.86468, 1.0, 1.0, 1.0]",Cdk14,5,48
chr5-g49,"['Cdk14', 'Cdk14', 'Cdk14', 'Cdk14']","[1.0, 1.0, 1.0, 1.0]",Cdk14,5,49
chr5-g50,"['Cdk14', 'Cdk14', 'Cdk14', 'Cdk14']","[1.0, 1.0, 1.0, 1.0]",Cdk14,5,50
chr5-g51,"['Cdk14', 'Cdk14', 'Cdk14', 'Cdk14']","[1.0, 1.0, 1.0, 1.0]",Cdk14,5,51
chr5-g52,"['Cdk14', 'Cdk14', 'Cdk14', 'Cdk14']","[1.0, 1.0, 1.0, 1.0]",Cdk14,5,52
chr5-g53,"['Cdk14', 'Cdk14', 'Cdk14', 'Cdk14']","[1.0, 1.0, 1.0, 0.21004]",Cdk14,5,53
chr5-g67,"['Zfp804b', 'Zfp804b']","[0.23884, 1.0]",Zfp804b,5,67
chr5-g68,"['Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b']","[1.0, 1.0, 1.0, 1.0]",Zfp804b,5,68
chr5-g69,"['Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b']","[1.0, 1.0, 1.0, 1.0]",Zfp804b,5,69
chr5-g70,"['Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b']","[1.0, 1.0, 1.0, 1.0]",Zfp804b,5,70
chr5-g71,"['Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b']","[1.0, 1.0, 1.0, 1.0]",Zfp804b,5,71
chr5-g72,"['Zfp804b', 'Zfp804b', 'Zfp804b', 'Zfp804b']","[1.0, 1.0, 1.0, 1.0]",Zfp804b,5,72
chr5-g73,"['Zfp804b', 'Zfp804b']","[1.0, 0.77512]",Zfp804b,5,73
chr5-g80,"['Adam22', 'Adam22']","[0.10616, 1.0]",Adam22,5,80
chr5-g81,"['Adam22', 'Adam22', 'Adam22', 'Adam22']","[1.0, 1.0, 1.0, 1.0]",Adam22,5,81
chr5-g82,"['Adam22', 'Adam22', 'Adam22', 'Adam22']","[1.0, 1.0, 1.0, 1.0]",Adam22,5,82
chr5-g83,"['Adam22', 'Adam22', 'Adam22']","[1.0, 1.0, 0.7264]",Adam22,5,83
chr5-g94,['Grm3'],[0.5906],Grm3,5,94
chr5-g95,"['Grm3', 'Grm3', 'Grm3', 'Grm3']","[1.0, 1.0, 1.0, 1.0]",Grm3,5,95
chr5-g96,"['Grm3', 'Grm3', 'Grm3', 'Grm3']","[1.0, 1.0, 1.0, 1.0]",Grm3,5,96
chr5-g97,"['Grm3', 'Grm3']","[1.0, 0.01408]",Grm3,5,97
chr5-g123,['Sema3d'],[0.6734],Sema3d,5,123
chr5-g124,"['Sema3d', 'Sema3d', 'Sema3d', 'Sema3d']","[1.0, 1.0, 1.0, 1.0]",Sema3d,5,124
chr5-g125,"['Sema3d', 'Sema3d', 'Sema3d', 'Sema3d']","[1.0, 1.0, 1.0, 0.55772]",Sema3d,5,125
chr5-g133,['Sema3a'],[0.02768],Sema3a,5,133
chr5-g134,"['Sema3a', 'Sema3a', 'Sema3a', 'Sema3a']","[1.0, 1.0, 1.0, 1.0]",Sema3a,5,134
chr5-g135,"['Sema3a', 'Sema3a', 'Sema3a', 'Sema3a']","[1.0, 1.0, 1.0, 1.0]",Sema3a,5,135
chr5-g136,['Sema3a'],[0.1394],Sema3a,5,136
chr5-g140,"['Sema3e', 'Sema3e', 'Sema3e']","[0.989, 1.0, 1.0]",Sema3e,5,140
chr5-g141,"['Sema3e', 'Sema3e', 'Sema3e', 'Sema3e']","[1.0, 1.0, 1.0, 1.0]",Sema3e,5,141
chr5-g142,"['Sema3e', 'Sema3e', 'Sema3e']","[1.0, 1.0, 0.26756]",Sema3e,5,142
chr5-g145,"['Pclo', 'Pclo', 'Pclo', 'Pclo']","[0.40332, 1.0, 1.0, 1.0]",Pclo,5,145
chr5-g146,"['Pclo', 'Pclo', 'Pclo', 'Pclo']","[1.0, 1.0, 1.0, 1.0]",Pclo,5,146
chr5-g147,"['Pclo', 'Pclo', 'Pclo', 'Pclo']","[1.0, 1.0, 1.0, 0.84168]",Pclo,5,147
chr5-g159,"['Cacna2d1', 'Cacna2d1', 'Cacna2d1']","[0.6124, 1.0, 1.0]",Cacna2d1,5,159
chr5-g160,"['Cacna2d1', 'Cacna2d1', 'Cacna2d1', 'Cacna2d1']","[1.0, 1.0, 1.0, 1.0]",Cacna2d1,5,160
chr5-g161,"['Cacna2d1', 'Cacna2d1', 'Cacna2d1', 'Cacna2d1']","[1.0, 1.0, 1.0, 1.0]",Cacna2d1,5,161
chr5-g162,"['Cacna2d1', 'Cacna2d1', 'Cacna2d1', 'Cacna2d1']","[1.0, 1.0, 1.0, 1.0]",Cacna2d1,5,162
chr5-g163,"['Cacna2d1', 'Cacna2d1', 'Cacna2d1']","[1.0, 1.0, 0.98044]",Cacna2d1,5,163
chr5-g192,"['Magi2', 'Magi2', 'Magi2']","[0.9182, 1.0, 1.0]",Magi2,5,192
chr5-g193,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,193
chr5-g194,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,194
chr5-g195,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,195
chr5-g196,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,196
chr5-g197,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,197
chr5-g198,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,198
chr5-g199,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,199
chr5-g200,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,200
chr5-g201,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,201
chr5-g202,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,202
chr5-g203,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,203
chr5-g204,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,204
chr5-g205,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,205
chr5-g206,"['Magi2', 'Magi2', 'Magi2', 'Magi2']","[1.0, 1.0, 1.0, 1.0]",Magi2,5,206
chr5-g207,['Magi2'],[0.19164],Magi2,5,207
chr5-g218,['Reln'],[0.62188],Reln,5,218
chr5-g219,"['Reln', 'Reln', 'Reln', 'Reln']","[1.0, 1.0, 1.0, 1.0]",Reln,5,219
chr5-g220,"['Reln', 'Reln', 'Reln', 'Reln']","[1.0, 1.0, 1.0, 1.0]",Reln,5,220
chr5-g221,"['Reln', 'Reln', 'Reln', 'Reln']","[1.0, 1.0, 1.0, 1.0]",Reln,5,221
chr5-g222,"['Reln', 'Reln', 'Reln', 'Reln']","[1.0, 1.0, 1.0, 1.0]",Reln,5,222
chr5-g223,"['Reln', 'Reln']","[1.0, 0.7882]",Reln,5,223
chr5-g227,"['Lhfpl3', 'Lhfpl3', 'Lhfpl3']","[0.15788, 1.0, 1.0]",Lhfpl3,5,227
chr5-g228,"['Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3']","[1.0, 1.0, 1.0, 1.0]",Lhfpl3,5,228
chr5-g229,"['Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3']","[1.0, 1.0, 1.0, 1.0]",Lhfpl3,5,229
chr5-g230,"['Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3']","[1.0, 1.0, 1.0, 1.0]",Lhfpl3,5,230
chr5-g231,"['Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3']","[1.0, 1.0, 1.0, 1.0]",Lhfpl3,5,231
chr5-g232,"['Lhfpl3', 'Lhfpl3', 'Lhfpl3', 'Lhfpl3']","[1.0, 1.0, 1.0, 0.02388]",Lhfpl3,5,232
chr5-g248,"['Prkag2', 'Prkag2']","[0.49064, 1.0]",Prkag2,5,248
chr5-g249,"['Prkag2', 'Prkag2', 'Prkag2', 'Prkag2']","[1.0, 1.0, 1.0, 1.0]",Prkag2,5,249
chr5-g250,"['Prkag2', 'Prkag2', 'Prkag2', 'Prkag2']","[1.0, 1.0, 1.0, 1.0]",Prkag2,5,250
chr5-g251,['Prkag2'],[0.02568],Prkag2,5,251
chr5-g252,"['Kmt2c', 'Kmt2c']","[0.12824, 1.0]",Kmt2c,5,252
chr5-g253,"['Kmt2c', 'Kmt2c', 'Kmt2c', 'Kmt2c']","[1.0, 1.0, 1.0, 1.0]",Kmt2c,5,253
chr5-g254,"['Kmt2c', 'Kmt2c', 'Kmt2c', 'Kmt2c']","[1.0, 1.0, 1.0, 0.95132]",Kmt2c,5,254
chr5-g268,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[0.30576, 1.0, 1.0, 1.0]",Dpp6,5,268
chr5-g269,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[1.0, 1.0, 1.0, 1.0]",Dpp6,5,269
chr5-g270,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[1.0, 1.0, 1.0, 1.0]",Dpp6,5,270
chr5-g271,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[1.0, 1.0, 1.0, 1.0]",Dpp6,5,271
chr5-g272,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[1.0, 1.0, 1.0, 1.0]",Dpp6,5,272
chr5-g273,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[1.0, 1.0, 1.0, 1.0]",Dpp6,5,273
chr5-g274,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[1.0, 1.0, 1.0, 1.0]",Dpp6,5,274
chr5-g275,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[1.0, 1.0, 1.0, 1.0]",Dpp6,5,275
chr5-g276,"['Dpp6', 'Dpp6', 'Dpp6', 'Dpp6']","[1.0, 1.0, 1.0, 1.0]",Dpp6,5,276
chr5-g277,"['Dpp6', 'Dpp6']","[1.0, 0.1]",Dpp6,5,277
chr5-g284,"['9530036O11Rik', '9530036O11Rik']","[0.32068, 1.0]",9530036O11Rik,5,284
chr5-g285,"['9530036O11Rik', '9530036O11Rik', '9530036O11Rik', '9530036O11Rik']","[1.0, 1.0, 1.0, 1.0]",9530036O11Rik,5,285
chr5-g286,"['9530036O11Rik', '9530036O11Rik', '9530036O11Rik', '9530036O11Rik']","[1.0, 1.0, 1.0, 1.0]",9530036O11Rik,5,286
chr5-g287,['9530036O11Rik'],[0.76836],9530036O11Rik,5,287
chr5-g316,['Babam2'],[0.07804],Babam2,5,316
chr5-g317,"['Babam2', 'Babam2', 'Babam2', 'Babam2']","[1.0, 1.0, 1.0, 1.0]",Babam2,5,317
chr5-g318,"['Babam2', 'Babam2', 'Babam2', 'Babam2']","[1.0, 1.0, 1.0, 1.0]",Babam2,5,318
chr5-g319,"['Babam2', 'Babam2', 'Babam2', 'Babam2']","[1.0, 1.0, 1.0, 1.0]",Babam2,5,319
chr5-g320,"['Babam2', 'Babam2', 'Babam2', 'Babam2']","[1.0, 1.0, 1.0, 0.38956]",Babam2,5,320
chr5-g360,"['Sorcs2', 'Sorcs2', 'Sorcs2', 'Sorcs2']","[0.3128, 1.0, 1.0, 1.0]",Sorcs2,5,360
chr5-g361,"['Sorcs2', 'Sorcs2', 'Sorcs2', 'Sorcs2']","[1.0, 1.0, 1.0, 1.0]",Sorcs2,5,361
chr5-g362,"['Sorcs2', 'Sorcs2', 'Sorcs2', 'Sorcs2']","[1.0, 1.0, 1.0, 1.0]",Sorcs2,5,362
chr5-g363,"['Sorcs2', 'Sorcs2', 'Sorcs2', 'Sorcs2']","[1.0, 1.0, 1.0, 0.92556]",Sorcs2,5,363
chr5-g374,"['Stk32b', 'Stk32b', 'Stk32b']","[0.12704, 1.0, 1.0]",Stk32b,5,374
chr5-g375,"['Stk32b', 'Stk32b', 'Stk32b', 'Stk32b']","[1.0, 1.0, 1.0, 1.0]",Stk32b,5,375
chr5-g376,"['Stk32b', 'Stk32b', 'Stk32b', 'Stk32b']","[1.0, 1.0, 1.0, 1.0]",Stk32b,5,376
chr5-g377,['Stk32b'],[0.68612],Stk32b,5,377
chr5-g444,"['Ldb2', 'Ldb2']","[0.11472, 1.0]",Ldb2,5,444
chr5-g445,"['Ldb2', 'Ldb2', 'Ldb2', 'Ldb2']","[1.0, 1.0, 1.0, 1.0]",Ldb2,5,445
chr5-g446,"['Ldb2', 'Ldb2', 'Ldb2', 'Ldb2']","[1.0, 1.0, 1.0, 1.0]",Ldb2,5,446
chr5-g447,"['Ldb2', 'Ldb2', 'Ldb2', 'Ldb2']","[1.0, 1.0, 1.0, 0.98984]",Ldb2,5,447
