,paint,chrom,prefix,gene,Atp,BC,Ccdc,Cd,Cyp,Eif,Fam,Gm,Gpr,Il,Krt,Krtap,Lrrc,Mir,Olfr,Ppp,Rab,Rnf,Rpl,Slc,Snord,Tmem,Trim,Usp,Vmn,Wdr,Zfp,Rhox,Skint,Dnah
285,300,chr3,",Dchs,Fga,Fgb,Fgg,Gm,Lrat,Mnd,Plrg,Rbm,Sfrp,Tlr,Tmem,Trim","1700028M03Rik,4930565D16Rik,Dchs2,Fga,Fgb,Fgg,Gm10710,Gm6525,Lrat,Mnd1,Plrg1,Rbm46,Rbm46os,Sfrp2,Tlr2,Tmem131l,Trim2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
286,301,chr3,",Arfip,Fam,Fbxw,Fhdc,Gatb,Glt,Gm,Mir,Tigd,Tmem","1700036G14Rik,4930565D16Rik,Arfip1,Fam160a1,Fbxw7,Fhdc1,Gatb,Glt28d2,Gm35410,Mir466k,Tigd4,Tmem154",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
287,302,chr3,"Cd,Dclk,Fcrls,Glt,Kirrel,Lrba,Mab,Prss,Rnu,Rps,Sh,Snord","Cd1d1,Cd1d2,Cd5l,Dclk2,Fcrls,Glt28d2,Kirrel,Lrba,Mab21l2,Prss48,Rnu73b,Rps3a1,Sh3d19,Snord73a",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288,303,chr3,",Arhgef,Bcan,Bglap,Cct,Crabp,Etv,Fcrl,Glmp,Gm,Gon,Gpatch,Hapln,Hdgf,Insrr,Iqgap,Isg,Khdc,Lamtor,Lmna,Lrrc,Mef,Mex,Mir,Mrpl,Naxe,Nes,Ntrk,Paqr,Pear,Pmf,Prcc,Rab,Rhbg,Rit,Rrnad,Rxfp,Sema,Sh,Slc,Smg,Ssr,Syt,Tmem,Tsacc,Ttc,Ubqln","1500004A13Rik,1700113A16Rik,5830417I10Rik,Arhgef11,Arhgef2,Bcan,Bglap,Bglap2,Bglap3,Cct3,Crabp2,Etv3,Etv3l,Fcrl1,Fcrl5,Glmp,Gm6570,Gon4l,Gpatch4,Hapln2,Hdgf,Insrr,Iqgap3,Isg20l2,Khdc4,Lamtor2,Lmna,Lrrc71,Mef2d,Mex3a,Mir1905,Mir3093,Mir7011,Mir9-1,Mir9b-1,Mrpl24,Naxe,Nes,Ntrk1,Paqr6,Pear1,Pmf1,Prcc,Rab25,Rhbg,Rit1,Rrnad1,Rxfp4,Sema4a,Sh2d2a,Slc25a44,Smg5,Ssr2,Syt11,Tmem79,Tsacc,Ttc24,Ubqln4",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
289,304,chr3,",Adam,Adar,Ash,Atp,Chrnb,Cks,Clk,Creb,Crtc,Dap,Dcst,Dennd,Dpm,Efna,Fam,Fdps,Flad,Gatad,Gba,Gm,Gon,Hax,Hcn,Il,Jtb,Kcnn,Krtcap,Lenep,Mir,Msto,Mtx,Muc,Nup,Pbxip,Pklr,Pmvk,Pygo,Rab,Rps,Rusc,Scamp,Shc,She,Slc,Thbs,Tpm,Trim,Ubap,Ube,Zbtb","1700094D03Rik,4632404H12Rik,4933434E20Rik,Adam15,Adar,Ash1l,Atp8b2,Chrnb2,Cks1b,Clk2,Creb3l4,Crtc2,Dap3,Dcst1,Dcst2,Dennd4b,Dpm3,Efna1,Efna3,Efna4,Fam189b,Fdps,Flad1,Gatad2b,Gba,Gm15417,Gm19710,Gm45927,Gon4l,Hax1,Hcn3,Il6ra,Jtb,Kcnn3,Krtcap2,Lenep,Mir190b,Mir7012,Mir7669,Mir92b,Msto1,Mtx1,Muc1,Nup210l,Pbxip1,Pklr,Pmvk,Pygo2,Rab13,Rps27,Rps27rt,Rusc1,Scamp3,Shc1,She,Slc39a1,Slc50a1,Thbs3,Tpm3,Trim46,Ubap2l,Ube2q1,Zbtb7b",1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
290,305,chr3,",Chtop,Ilf,Ints,Npr,Pglyrp,S,Slc,Snapin","4930529C04Rik,Chtop,Ilf2,Ints3,Npr1,Pglyrp4,S100a1,S100a13,S100a14,S100a16,S100a2,S100a3,S100a4,S100a5,S100a6,S100a7a,S100a7l2,S100a8,S100a9,Slc27a3,Snapin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
291,306,chr3,",Crct,Crnn,Flg,Hrnr,Ivl,Kprp,Lce,Lelp,Lor,Pglyrp,Prr,Smcp,Sprr,Tdpoz","2310050C09Rik,Crct1,Crnn,Flg2,Hrnr,Ivl,Kprp,Lce1a1,Lce1a2,Lce1b,Lce1c,Lce1d,Lce1e,Lce1f,Lce1g,Lce1h,Lce1i,Lce1j,Lce1k,Lce1l,Lce1m,Lce3a,Lce3b,Lce3c,Lce3d,Lce3e,Lce3f,Lce6a,Lelp1,Lor,Pglyrp3,Prr9,Smcp,Sprr1a,Sprr1b,Sprr2a1,Sprr2a2,Sprr2a3,Sprr2b,Sprr2d,Sprr2e,Sprr2f,Sprr2g,Sprr2h,Sprr2i,Sprr2j-ps,Sprr2k,Sprr3,Sprr4,Tdpoz8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,307,chr3,",BC,C,Celf,Cgn,Gm,Lingo,Mir,Mrpl,Oaz,Pi,Pogz,Psmb,Rfx,Riiad,Rorc,Rptn,S,Selenbp,Snx,Spopfm,Tchh,Tchhl,Tdpoz,Tdrkh,Them,Tuft","1700040D17Rik,BC021767,C2cd4d,Celf3,Cgn,Gm9125,Lingo4,Mir5124a,Mrpl9,Oaz3,Pi4kb,Pogz,Psmb4,Rfx5,Riiad1,Rorc,Rptn,S100a10,S100a11,Selenbp1,Selenbp2,Snx27,Spopfm2,Tchh,Tchhl1,Tdpoz1,Tdpoz2,Tdpoz3,Tdpoz4,Tdpoz5,Tdpoz7,Tdrkh,Them4,Them5,Tuft1",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,308,chr3,",Adamtsl,Anp,Anxa,Aph,Arnt,BC,Bnipl,Bola,C,Car,Cdc,Cers,Ciart,Ctsk,Ctss,Ecm,Ensa,Fcgr,Gabpb,Gm,Golph,H,Hormad,Lysmd,Mcl,Mindy,Mir,Mllt,Mrps,Mtmr,Otud,Pi,Pip,Platr,Plekho,Prpf,Prune,Psmd,Rprd,Scnm,Sema,Setdb,Sf,Sv,Tars,Terc,Tmod,Tnfaip,Vps,Zfp","4930558C23Rik,Adamtsl4,Anp32e,Anxa9,Aph1a,Arnt,BC028528,BC107364,Bnipl,Bola1,C920021L13Rik,Car14,Cdc42se1,Cers2,Ciart,Ctsk,Ctss,Ecm1,Ensa,Fcgr1,Gabpb2,Gm128,Gm16740,Gm26689,Gm4349,Gm9054,Golph3l,H2ac18,H2ac19,H2ac20,H2ac21,H2bc18,H2bc21,H3c13,H3c14,H3c15,H4c14,Hormad1,Lysmd1,Mcl1,Mindy1,Mir7013,Mir7014,Mir8099-1,Mir8099-2,Mllt11,Mrps21,Mtmr11,Otud7b,Pi4kb,Pip5k1a,Platr30,Plekho1,Prpf3,Prune1,Psmd4,Rprd2,Scnm1,Sema6c,Setdb1,Sf3b4,Sv2a,Tars2,Terc,Tmod4,Tnfaip8l2,Vps45,Vps72,Zfp687",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
294,309,chr3,",Acp,Ankrd,Bcl,Cd,Chd,Fmo,Gja,Gm,Gpr,Hjv,Itga,Lix,Mir,Nudt,Olfr,Pde,Pdzk,Pex,Pias,Polr,Prkab,Rbm,Rnf,Sec,Txnip","4930442L01Rik,4930573H18Rik,6330549D23Rik,Acp6,Ankrd34a,Ankrd35,Bcl9,Cd160,Chd1l,Fmo5,Gja5,Gja8,Gm15441,Gm5544,Gpr89,Hjv,Itga10,Lix1l,Mir7225,Nudt17,Olfr1402,Pde4dip,Pdzk1,Pex11b,Pias3,Polr3c,Polr3gl,Prkab2,Rbm8a,Rnf115,Sec22b,Txnip",0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295,310,chr3,"Adam,Gm,Hao,Hmgcs,Hsd,Mir,Notch,Phgdh,Reg,Tbx,Wars,Zfp","Adam30,Gm10681,Gm12440,Gm4450,Hao2,Hmgcs2,Hsd3b1,Hsd3b2,Hsd3b3,Hsd3b4,Hsd3b5,Hsd3b6,Mir6481,Notch2,Phgdh,Reg4,Tbx15,Wars2,Zfp697",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,311,chr3,",Gdap,Man,Spag,Tent,Trim,Ttf,Vtcn,Wdr","4930406D18Rik,Gdap2,Man1a2,Spag17,Tent5c,Trim45,Ttf2,Vtcn1,Wdr3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
297,312,chr3,"A,Atp,Casq,Cd,Igsf,Mab,Ngf,Nhlh,Ptgfrn,Slc,Vangl","A230001M10Rik,Atp1a1,Casq2,Cd101,Cd2,Igsf3,Mab21l3,Ngf,Nhlh2,Ptgfrn,Slc22a15,Vangl1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
298,313,chr3,"Ampd,Ap,Bcas,Bcl,Csde,Dclre,Dennd,Gm,Hipk,Ngf,Nr,Nras,Olfml,Phtf,Ptpn,Rsbn,Sike,Sycp,Syt,Trim,Tshb,Tspan","Ampd1,Ap4b1,Bcas2,Bcl2l15,Csde1,Dclre1b,Dennd2c,Gm15471,Hipk1,Ngf,Nr1h5,Nras,Olfml3,Phtf1,Phtf1os,Ptpn22,Rsbn1,Sike1,Sycp1,Syt6,Trim33,Tshb,Tspan2,Tspan2os",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
299,314,chr3,",Capza,Cttnbp,Kcnd,Lrig,Magi,Mov,Phtf,Ppm,Rhoc,Slc,St,Tafa,Wnt","4930564D02Rik,Capza1,Cttnbp2nl,Kcnd3,Kcnd3os,Lrig2,Magi3,Mov10,Phtf1,Ppm1j,Rhoc,Slc16a1,St7l,Tafa3,Wnt2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
300,315,chr3,",Adora,Atp,Cd,Cept,Chia,Chil,Ddx,Dennd,Dram,Gm,I,Inka,Kcnd,Lrif,Olfr,Ovgp,Pifo,Rap,Tmigd,Wdr","2010016I18Rik,Adora3,Atp5pb,Cd53,Cept1,Chia1,Chil3,Chil4,Chil5,Chil6,Ddx20,Dennd2d,Dram2,Gm5547,I830077J02Rik,Inka2,Kcnd3,Lrif1,Olfr266,Ovgp1,Pifo,Rap1a,Tmigd3,Wdr77",1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
301,316,chr3,",A,AI,Ahcyl,Alx,Amigo,Ampd,Atxn,Celsr,Csf,Cyb,Cym,Eps,Gm,Gnai,Gnat,Gpr,Gstm,Kcna,Kcnc,Lamtor,Mybphl,Prok,Psma,Psrc,Rbm,Sars,Slc,Sort,Strip,Sypl,Ubl","4933431E20Rik,5330417C22Rik,A630076J17Rik,AI504432,Ahcyl1,Alx3,Amigo1,Ampd2,Atxn7l2,Celsr2,Csf1,Cyb561d1,Cym,Eps8l3,Gm12500,Gm12522,Gnai3,Gnat2,Gpr61,Gstm1,Gstm2,Gstm3,Gstm4,Gstm5,Gstm6,Gstm7,Kcna10,Kcna2,Kcna3,Kcnc4,Lamtor5,Mybphl,Prok1,Psma5,Psrc1,Rbm15,Sars,Slc16a4,Slc6a17,Sort1,Strip1,Sypl2,Ubl4b",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
302,317,chr3,",Aknad,Clcc,Fam,Fndc,Gpsm,Henmt,Ntng,Prpf,Scarna,Slc,Stxbp,Taf,Tmem,Vav,Wdr","1700013F07Rik,5330417C22Rik,Aknad1,Clcc1,Fam102b,Fndc7,Gpsm2,Henmt1,Ntng1,Prpf38b,Scarna2,Slc25a24,Slc25a54,Stxbp3,Taf13,Tmem167b,Vav3,Wdr47",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
303,318,chr3,"Ntng,Prmt","Ntng1,Prmt6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,319,chr3,Gm,Gm6602,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,320,chr3,"Amy,Col,Olfm,Rnpc","Amy1,Col11a1,Olfm3,Rnpc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,321,chr3,"A,Cdc,Dbt,Dph,Extl,Gpr,Mir,Olfm,Rtca,S,Slc,Vcam","A930005H10Rik,Cdc14a,Dbt,Dph5,Extl2,Gpr88,Mir669n,Olfm3,Rtca,S1pr1,Slc30a7,Vcam1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
307,322,chr3,",Agl,Dbt,Frrs,Lrrc,Mfsd,Mir,Palmd,Plppr,Sass,Slc,Snx,Trmt","1700061I17Rik,4930455H04Rik,Agl,Dbt,Frrs1,Lrrc39,Mfsd14a,Mir3473h,Palmd,Plppr4,Plppr5,Sass6,Slc35a3,Snx7,Trmt13",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308,323,chr3,"Dpyd,Mir","Dpyd,Mir137",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,324,chr3,",Ptbp","6530403H02Rik,Ptbp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,325,chr3,",A,Abca,Abcd,Alg,Arhgap,Bcar,Cnn,Dnttip,F,Gclm,Mir,Rwdd,Slc,Tmem","4930432M17Rik,A730020M07Rik,Abca4,Abcd3,Alg14,Arhgap29,Bcar3,Cnn3,Dnttip2,F3,Gclm,Mir760,Rwdd3,Slc44a3,Tmem56",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
311,326,chr3,",Bcar,Fabp,Fnbp,Mettl,Mir,Myoz,Ndst,Pde,Prss,Sec,Snhg,Snora,Synpo,Usp","1810037I17Rik,4930447N08Rik,4933405D12Rik,Bcar3,Fabp2,Fnbp1l,Mettl14,Mir7657,Myoz2,Ndst3,Pde5a,Prss12,Sec24d,Snhg8,Snora24,Synpo2,Usp53",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
312,327,chr3,",Ndst,Tram","1700003H04Rik,1700006A11Rik,Ndst4,Tram1l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,328,chr3,"Ank,Arsj,Camk,Ndst,Ugt","Ank2,Arsj,Camk2d,Ndst4,Ugt8a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,329,chr3,",Alpk,Ank,Ap,D,Fam,LOC,Larp,Mir,Neurog,Tifa,Zgrf","9830132P13Rik,Alpk1,Ank2,Ap1ar,D030025E07Rik,Fam241a,LOC100862268,LOC110008574,Larp7,Mir302a,Mir302b,Mir302c,Mir302d,Mir367,Neurog2,Tifa,Zgrf1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,330,chr3,",Casp,Cfi,Egf,Elovl,Enpep,Gar,Gm,Lrit,Mcub,Pitx,Pla,Pou,Rrh,Sec","6330410L21Rik,Casp6,Cfi,Egf,Elovl6,Enpep,Gar1,Gm35986,Lrit3,Mcub,Pitx2,Pla2g12a,Pou5f1-rs4,Rrh,Sec24b",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,331,chr3,"Col,Cyp,Etnppl,Hadh,Lef,Ostc,Papss,Rpl,Sec,Sgms","Col25a1,Cyp2u1,Etnppl,Hadh,Lef1,Ostc,Papss1,Rpl34,Rpl34-ps1,Sec24b,Sgms2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
317,332,chr3,"Aimp,Dkk,Gimd,Gm,Gstcd,Ints,Npnt,Papss,Tbck","Aimp1,Dkk2,Gimd1,Gm29811,Gstcd,Ints12,Npnt,Papss1,Tbck",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,333,chr3,",Arhgef,Cxxc,Ints,Mir,Ppa,Tet","4930539C22Rik,Arhgef38,Cxxc4,Ints12,Mir1895,Ppa2,Tet2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,334,chr3,",Bank,Bdh,Cenpe,Cisd,Manba,Nfkb,Slc,Tacr,Ube","4930539J05Rik,4933401H06Rik,Bank1,Bdh2,Cenpe,Cisd2,Manba,Nfkb1,Slc39a8,Slc9b1,Slc9b2,Tacr3,Ube2d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
320,335,chr3,",Bank,Emcn,Gm,Ppp","1700030L20Rik,Bank1,Emcn,Gm4861,Gm567,Ppp3ca",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,336,chr3,",Adh,Dapp,Ddit,Dnajb,Eif,Gm,H,Lamtor,Metap,Mir,Mttp,Rap,Trmt,Tspan","0610031O16Rik,1110002E22Rik,4930425O10Rik,4930579F01Rik,Adh1,Adh4,Adh5,Adh6-ps1,Adh6a,Adh6b,Adh7,Dapp1,Ddit4l,Dnajb14,Eif4e,Gm5105,H2az1,Lamtor3,Metap1,Mir1956,Mir6380,Mttp,Rap1gds1,Trmt10a,Tspan5",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,337,chr3,"Gm,Mir,Stpg","Gm32693,Mir7j,Stpg2",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,338,chr3,"Bmpr,Pdha,Unc","Bmpr1b,Pdha2,Unc5c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,339,chr3,",A,Bmpr,Gbp,Gtf,Kyat,Mir,Pdlim,Pkn","4930519L02Rik,9530052C20Rik,A830019L24Rik,Bmpr1b,Gbp2,Gbp2b,Gbp3,Gbp5,Gbp7,Gtf2b,Kyat3,Mir6381,Pdlim5,Pkn2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,340,chr3,"Clca,Gm,Hs,Lmo,Selenof,Sh","Clca1,Clca2,Clca3a1,Clca3a2,Clca3b,Clca4a,Clca4b,Clca4c-ps,Gm6260,Hs2st1,Lmo4,Selenof,Sh3glb1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,341,chr3,",Bcl,Ccn,Col,Ctbs,Ddah,Dnase,Gm,Gng,Lpar,Mcoln,Odf,Rpf,Spata,Ssx,Syde,Uox,Wdr,Znhit","2410004B18Rik,Bcl10,Ccn1,Col24a1,Ctbs,Ddah1,Dnase2b,Gm10636,Gng5,Lpar3,Mcoln2,Mcoln3,Odf2l,Rpf1,Spata1,Ssx2ip,Syde2,Uox,Wdr63,Znhit6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
327,342,chr3,",Dnase,Gm,Prkacb,Ttll,Uox","4930503B20Rik,Dnase2b,Gm16325,Prkacb,Ttll7,Uox",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,343,chr3,"Adgrl,Gm","Adgrl2,Gm1653",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,344,chr3,Mir,Mir3963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,345,chr3,"Adgrl,Ak,Dnajb,Fubp,Gipc,Ifi,Miga,Nexn,Ptgfr,Usp,Zzz","Adgrl4,Ak5,Dnajb4,Fubp1,Gipc2,Ifi44,Ifi44l,Miga1,Nexn,Ptgfr,Usp33,Zzz3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
331,346,chr3,",AI,Acadm,Ak,Asb,Msh,Pigk,Rabggtb,Slc,Snord,St","1700012D16Rik,4930482G09Rik,5730460C07Rik,AI115009,Acadm,Ak5,Asb17,Asb17os,Msh4,Pigk,Rabggtb,Slc44a5,Snord45b,Snord45c,St6galnac3,St6galnac5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
332,347,chr3,"AI,Cryz,Erich,Fpgt,Lhx,Lrriq,Slc,Tnni,Tyw","AI606473,Cryz,Erich3,Fpgt,Lhx8,Lrriq3,Slc44a5,Tnni3k,Tyw3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
333,348,chr3,",Negr","4930570G19Rik,9330178D15Rik,Negr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,349,chr3,",Ankrd,Cth,Lrrc,Mir,Negr,Ptger,Srsf,Zranb","4930592C13Rik,Ankrd13c,Cth,Lrrc40,Lrrc7,Mir186,Negr1,Ptger3,Srsf11,Zranb2",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,350,chr3,"Depdc,Gm,Rpe,Wls","Depdc1a,Gm20752,Rpe65,Wls",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,351,chr4,",Chchd,Gm,Lyn,Mir,Mos,Penk,Plag,Rps,Sdr,Tgs,Tmem,Vmn","2210414B05Rik,6330407A03Rik,Chchd7,Gm11780,Lyn,Mir3471-2,Mos,Penk,Plag1,Rps20,Sdr16c5,Sdr16c6,Tgs1,Tmem68,Vmn1r2,Vmn1r3",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
337,352,chr4,",Fam,Impad","4930423M02Rik,Fam110b,Impad1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,353,chr4,",Cyp,Nsmaf,Sdcbp,Tox,Ubxn","8430436N08Rik,Cyp7a1,Nsmaf,Sdcbp,Tox,Ubxn2b",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,354,chr4,"Car,Chd,Rab","Car8,Chd7,Rab2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,355,chr4,",Asph,Clvs,Gdf","1700123O12Rik,4930412C18Rik,4930448K20Rik,Asph,Clvs1,Gdf6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,356,chr4,",Ccne,Cdh,Dpy,Esrp,Fsbp,Gem,Gm,Ints,Mir,Ndufaf,Pdp,Plekhf,Rad,Rbm,Tmem,Trp,Virma","1700123M08Rik,1700123O12Rik,2610301B20Rik,Ccne2,Cdh17,Dpy19l4,Esrp1,Fsbp,Gem,Gm11827,Ints8,Mir3471-1,Mir684-2,Ndufaf6,Pdp1,Plekhf2,Rad54b,Rbm12b1,Rbm12b2,Tmem67,Trp53inp1,Virma",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
342,357,chr4,"Fam,Triqk","Fam92a,Triqk",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,358,chr4,"Gm,Lrrc,Necab,Otud,Pip,Runx,Slc","Gm11837,Gm2560,Lrrc69,Necab1,Otud6b,Pip4p2,Runx1t1,Slc26a7",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
344,359,chr4,"A,Calb,Decr,Mir,Nbn,Osgin,Ripk,Tmem","A530072M11Rik,Calb1,Decr1,Mir6400,Nbn,Osgin2,Ripk2,Tmem64",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
345,360,chr4,Mmp,Mmp16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,361,chr4,"Cnbd,Cngb,Cpne,Rmdn,Wwp","Cnbd1,Cngb3,Cpne3,Rmdn1,Wwp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,362,chr4,",Atp,Ggh,Gm,Nkain,Slc,Ttpa,Wwp","4930480G23Rik,Atp6v0d2,Ggh,Gm12354,Nkain3,Slc7a13,Ttpa,Wwp1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
348,363,chr4,",Ccnc,Coq,Faxc,Fbxl,Gm,Pnisr,Pou,Prdm,Tstd,Usp","4930528A17Rik,Ccnc,Coq3,Faxc,Fbxl4,Gm30731,Pnisr,Pou3f2,Prdm13,Tstd3,Usp45",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
349,365,chr4,"Fhl,Fut,Gpr,Klhl,Mms,Ndufaf,Ufl","Fhl5,Fut9,Gpr63,Klhl32,Mms22l,Ndufaf4,Ufl1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,366,chr4,",Fut,Manea","4930548K13Rik,Fut9,Manea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
