200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,MLI1_pol_ass,MLI1_spk_ass,Bergmann_pol_ass,Bergmann_spk_ass
chr5-g689,chr5,137800000,138000000,0.438505,"Zcwpw1, Pilra, Pilrb1, Pilrb2, Cyp3a13, Gjc3, Azgp1",7.0,"35291, 14327, 5903, 5930, 28687, 9226, 8712",35291.0,5903.0,15439.42857142857,9226.0,5,0,0,0,0
chr5-g690,chr5,138000000,138200000,0.45137,"Smok3a, Smok3b, Smok3c, Zkscan1, Zscan21, Zfp113, Ap4m1, Cops6, Mcm7, Mir25, Mir106b, Mir93, Mblac1, Cnpy4, Taf6",15.0,"13384, 13410, 13345, 22739, 17361, 16043, 6665, 2883, 7301, 84, 82, 88, 1308, 6360, 8830",22739.0,82.0,8658.866666666667,7301.0,5,0,0,0,0
chr5-g691,chr5,138200000,138400000,0.4386099999999999,"Nxpe5, 6330418K02Rik, Lamtor4, Map11, Gal3st4, Gpc2, Stag3, Gm10874",8.0,"25972, 2617, 3914, 4395, 7890, 6278, 31885, 24569",31885.0,2617.0,13440.0,7084.0,5,0,0,0,0
chr5-g692,chr5,138400000,138600000,0.39505,"Zfp157, 1700123K08Rik",2.0,"19219, 2855",19219.0,2855.0,11037.0,11037.0,5,0,0,0,0
chr5-g693,chr5,138600000,138800000,0.408955,"A430033K04Rik, Zfp68, Fam20c",3.0,"26047, 16092, 54983",54983.0,16092.0,32374.0,26047.0,5,0,0,0,0
chr5-g694,chr5,138800000,139000000,0.5047550000000001,"Fam20c, Gm5294, Pdgfa",3.0,"54983, 1540, 18931",54983.0,1540.0,25151.33333333333,18931.0,5,0,0,0,0
chr5-g695,chr5,139000000,139200000,0.495785,"Prkar1b, Dnaaf5",2.0,"133400, 36276",133400.0,36276.0,84838.0,84838.0,5,0,0,0,0
chr5-g696,chr5,139200000,139400000,0.51341,"Sun1, Get4, Adap1, Cox19, Cyp2w1, Mir339, 3110082I17Rik, Gpr146",8.0,"49203, 16554, 53589, 7345, 6985, 96, 100796, 18719",100796.0,96.0,31660.875,17636.5,5,0,0,0,0
chr5-g697,chr5,139400000,139600000,0.50157,"3110082I17Rik, C130050O18Rik, Gper1, Zfand2a, 4930500L23Rik, Uncx",6.0,"100796, 9706, 4622, 13276, 17589, 4281",100796.0,4281.0,25045.0,11491.0,5,0,0,0,0
chr5-g698,chr5,139600000,139800000,0.5237799999999999,"Micall2, Mir7037, Ints1, Mafk",4.0,"29641, 65, 24397, 11117",29641.0,65.0,16305.0,17757.0,5,0,0,0,0
chr5-g699,chr5,139800000,140000000,0.50664,"Mafk, Tmem184a, Psmg3, Elfn1",4.0,"11117, 9332, 3282, 66782",66782.0,3282.0,22628.25,10224.5,5,0,0,0,0
chr5-g700,chr5,140000000,140200000,0.5041150000000001,Mad1l1,1.0,312864,312864.0,312864.0,312864.0,312864.0,5,0,0,0,0
chr5-g701,chr5,140200000,140400000,0.48912,"Mad1l1, Nudt1, Mrm2, Snx8",4.0,"312864, 16516, 4225, 49016",312864.0,4225.0,95655.25,32766.0,5,0,0,0,0
chr5-g702,chr5,140400000,140600000,0.49839,"Eif3b, Mir7038, Chst12, Grifin",4.0,"24054, 71, 19630, 1879",24054.0,71.0,11408.5,10754.5,5,0,0,0,0
chr5-g703,chr5,140600000,140800000,0.51908,"Lfng, Ttyh3, Iqce, Brat1, Amz1, Gna12",6.0,"8205, 28455, 38874, 14368, 29186, 70488",70488.0,8205.0,31596.0,28820.5,5,0,0,0,0
chr5-g704,chr5,140800000,141000000,0.47534,"Gna12, Card11",2.0,"70488, 127598",127598.0,70488.0,99043.0,99043.0,5,0,0,0,0
chr5-g705,chr5,141000000,141200000,0.461115,Card11,1.0,127598,127598.0,127598.0,127598.0,127598.0,5,0,0,0,0
chr5-g706,chr5,141200000,141400000,0.418715,Sdk1,1.0,972258,972258.0,972258.0,972258.0,972258.0,5,0,0,0,0
chr5-g707,chr5,141400000,141600000,0.42596,Sdk1,1.0,972258,972258.0,972258.0,972258.0,972258.0,5,0,0,0,0
chr5-g708,chr5,141600000,141800000,0.447115,Sdk1,1.0,972258,972258.0,972258.0,972258.0,972258.0,5,0,0,0,0
chr5-g709,chr5,141800000,142000000,0.463325,Sdk1,1.0,972258,972258.0,972258.0,972258.0,972258.0,5,0,0,0,0
chr5-g710,chr5,142000000,142200000,0.478355,Sdk1,1.0,972258,972258.0,972258.0,972258.0,972258.0,5,0,0,0,0
chr5-g711,chr5,142200000,142400000,0.46849,Sdk1,1.0,972258,972258.0,972258.0,972258.0,972258.0,5,0,0,0,0
chr5-g712,chr5,142400000,142600000,0.5064799999999999,"Foxk1, Ap5z1, Radil, Papolb, Mmd2",5.0,"60519, 14785, 66260, 2337, 45272",66260.0,2337.0,37834.6,45272.0,5,0,0,0,0
chr5-g713,chr5,142600000,142800000,0.504505,"Mmd2, Wipi2, Slc29a4, Tnrc18",4.0,"45272, 39787, 20390, 62873",62873.0,20390.0,42080.5,42529.5,5,0,0,0,0
chr5-g714,chr5,142800000,143000000,0.506145,"Tnrc18, Fbxl18, Actb, Fscn1, Rnf216",5.0,"62873, 23450, 3640, 12835, 122128",122128.0,3640.0,44985.2,23450.0,5,0,0,0,0
chr5-g715,chr5,143000000,143200000,0.45175,"Rnf216, Rbakdn, Rbak, Spdye4b",4.0,"122128, 973, 8590, 24052",122128.0,973.0,38935.75,16321.0,5,0,0,0,0
chr5-g716,chr5,143200000,143400000,0.50003,"Spdye4b, Spdye4a, Zfp12, 4930448H16Rik, Zfp316, Zfp853, E130309D02Rik, Zdhhc4, 0610040B10Rik, Grid2ip",10.0,"24052, 10575, 13672, 7757, 20328, 6127, 14289, 12750, 3397, 34450",34450.0,3397.0,14739.7,13211.0,5,0,0,0,0
chr5-g717,chr5,143400000,143600000,0.465825,"Kdelr2, Daglb, Rac1, Fam220a",4.0,"18085, 39950, 22551, 15812",39950.0,15812.0,24099.5,20318.0,5,0,0,0,0
chr5-g718,chr5,143600000,143800000,0.46979,"Cyth3, Usp42, D130017N08Rik",3.0,"87802, 21955, 6589",87802.0,6589.0,38782.0,21955.0,5,0,0,0,0
chr5-g719,chr5,143800000,144000000,0.3935542857142857,"Eif2ak1, Ankrd61, Pms2, Aimp2, Ccz1",5.0,"30856, 4327, 21756, 7136, 26945",30856.0,4327.0,18204.0,21756.0,5,0,0,0,0
chr5-g720,chr5,144000000,144200000,0.469455,"Ccz1, Ocm, Lmtk2, Bhlha15, Tecpr1",5.0,"26945, 30803, 87848, 4156, 29174",87848.0,4156.0,35785.2,29174.0,5,0,0,0,0
chr5-g721,chr5,144200000,144400000,0.472455,"Tecpr1, Bri3, Baiap2l1, Gm15708, Dmrt1i",5.0,"29174, 20137, 93588, 3454, 2481",93588.0,2481.0,29766.8,20137.0,5,0,0,0,0
chr5-g722,chr5,144400000,144600000,0.470475,Nptx2,1.0,11592,11592.0,11592.0,11592.0,11592.0,5,0,0,0,0
chr5-g723,chr5,144600000,144800000,0.4785899999999999,"Tmem130, Trrap",2.0,"25664, 90985",90985.0,25664.0,58324.5,58324.5,5,0,0,0,0
chr5-g724,chr5,144800000,145000000,0.48925,"Trrap, Mir7039, Smurf1, Kpna7",4.0,"90985, 85, 89336, 25893",90985.0,85.0,51574.75,57614.5,5,0,0,0,0
chr5-g725,chr5,145000000,145200000,0.4740399999999999,"Kpna7, 1700018F24Rik, Gm4871, Arpc1a, Arpc1b, Bud31, Pdap1, Ptcd1, Cpsf4, Atp5j2, Zkscan14",11.0,"25893, 2689, 3165, 24888, 13931, 7703, 11256, 19727, 14829, 7887, 6937",25893.0,2689.0,12627.727272727272,11256.0,5,0,0,0,0
chr5-g726,chr5,145200000,145400000,0.4329,"Zkscan14, Zkscan5, Zfp655, Zscan25, Cyp3a57",5.0,"6937, 17192, 6581, 8127, 45658",45658.0,6581.0,16899.0,8127.0,5,0,0,0,0
chr5-g727,chr5,145400000,145600000,0.414465,"Cyp3a16, Cyp3a41b",2.0,"33415, 26067",33415.0,26067.0,29741.0,29741.0,5,0,0,0,0
chr5-g728,chr5,145600000,145800000,0.420095,"Cyp3a41a, Cyp3a44",2.0,"26088, 31892",31892.0,26088.0,28990.0,28990.0,5,0,0,0,0
chr5-g729,chr5,145800000,146000000,0.411485,"Cyp3a44, Cyp3a11, Cyp3a25",3.0,"31892, 25248, 32425",32425.0,25248.0,29855.0,31892.0,5,0,0,0,0
chr5-g730,chr5,146000000,146200000,0.42566,"Cyp3a25, Cyp3a59, 1700001J03Rik",3.0,"32425, 34026, 2855",34026.0,2855.0,23102.0,32425.0,5,0,0,0,0
chr5-g731,chr5,146200000,146400000,0.44264,"Rnf6, Cdk8, Wasf3",3.0,"12264, 71625, 86120",86120.0,12264.0,56669.66666666666,71625.0,5,0,0,0,0
chr5-g732,chr5,146400000,146600000,0.460005,"Wasf3, Gm6408, Gm6370, Gm3402, 4930449I24Rik, Gm3415, Gm3409, Gm3404, Gpr12",9.0,"86120, 2760, 2770, 2780, 2785, 14526, 2780, 2753, 3090",86120.0,2753.0,13373.777777777776,2780.0,5,0,0,0,0
chr5-g733,chr5,146600000,146800000,0.47361,Usp12,1.0,60145,60145.0,60145.0,60145.0,60145.0,5,0,0,0,0
chr5-g734,chr5,146800000,147000000,0.4681749999999999,"Rpl21, Rasl11a, Gtf3a, Mtif3",4.0,"4143, 2656, 6958, 12283",12283.0,2656.0,6510.0,5550.5,5,0,0,0,0
chr5-g735,chr5,147000000,147200000,0.471725,"Lnx2, Polr1d, Gsx1",3.0,"59918, 34016, 2251",59918.0,2251.0,32061.666666666668,34016.0,5,0,0,0,0
chr5-g736,chr5,147200000,147400000,0.4678449999999999,"Plut, Pdx1, Mir7k, Urad, Cdx2, Flt3",6.0,"42924, 5752, 110, 7457, 6350, 69748",69748.0,110.0,22056.83333333333,6903.5,5,0,0,0,0
chr5-g737,chr5,147400000,147600000,0.4325299999999999,"Flt3, D5Ertd605e, Pan3, Flt1",4.0,"69748, 4425, 118346, 164408",164408.0,4425.0,89231.75,94047.0,5,0,0,0,0
chr5-g738,chr5,147600000,147800000,0.45919,Flt1,1.0,164408,164408.0,164408.0,164408.0,164408.0,5,0,0,0,0
chr5-g739,chr5,147800000,148000000,0.4640999999999999,"Pomp, Slc46a3, Mtus2",3.0,"15157, 18918, 358746",358746.0,15157.0,130940.33333333331,18918.0,5,0,0,0,0
chr5-g740,chr5,148000000,148200000,0.445695,Mtus2,1.0,358746,358746.0,358746.0,358746.0,358746.0,5,0,0,0,0
chr5-g741,chr5,148200000,148400000,0.47283,"Mtus2, Slc7a1",2.0,"358746, 72495",358746.0,72495.0,215620.5,215620.5,5,0,0,0,0
chr5-g742,chr5,148400000,148600000,0.45151,Ubl3,1.0,48158,48158.0,48158.0,48158.0,48158.0,5,0,0,0,0
chr5-g743,chr5,148600000,148800000,0.47388,"2210417A02Rik, 4930505K14Rik",2.0,"1300, 5118",5118.0,1300.0,3209.0,3209.0,5,0,0,0,0
chr5-g744,chr5,148800000,149000000,0.47255,"Katnal1, 8430423G03Rik, 5930430L01Rik",3.0,"57064, 1409, 5160",57064.0,1409.0,21211.0,5160.0,5,0,0,0,0
chr5-g745,chr5,149000000,149200000,0.45841,"Gm15408, Hmgb1, Mm2pr, Gm42788, Gm8615, Uspl1",6.0,"5815, 6356, 62472, 9278, 2065, 30875",62472.0,2065.0,19476.83333333333,7817.0,5,0,0,0,0
chr5-g746,chr5,149200000,149400000,0.4397649999999999,"Uspl1, Alox5ap",2.0,"30875, 23150",30875.0,23150.0,27012.5,27012.5,5,0,0,0,0
chr5-g747,chr5,149400000,149600000,0.464655,"Medag, Tex26, Gm15997, Wdr95",4.0,"19975, 31320, 48975, 83216",83216.0,19975.0,45871.5,40147.5,5,0,0,0,0
chr5-g748,chr5,149600000,149800000,0.45232,"Wdr95, Hsph1, B3glct",3.0,"83216, 19492, 84370",84370.0,19492.0,62359.333333333336,83216.0,5,0,0,0,0
chr5-g749,chr5,149800000,150000000,0.4420949999999999,"Gm21221, 4930500F04Rik",2.0,"9762, 16534",16534.0,9762.0,13148.0,13148.0,5,0,0,0,0
chr5-g750,chr5,150000000,150200000,0.44119,Rxfp2,1.0,63512,63512.0,63512.0,63512.0,63512.0,5,0,0,0,0
chr5-g751,chr5,150200000,150400000,0.4423499999999999,Fry,1.0,237824,237824.0,237824.0,237824.0,237824.0,5,0,0,0,0
chr5-g752,chr5,150400000,150600000,0.440445,"Fry, Gm5, Brca2, Zar1l, N4bp2l1, N4bp2l2",6.0,"237824, 2473, 47526, 11105, 22883, 65681",237824.0,2473.0,64582.0,35204.5,5,0,0,0,0
chr5-g753,chr5,150600000,150800000,0.3986699999999999,"N4bp2l2, Pds5b",2.0,"65681, 136843",136843.0,65681.0,101262.0,101262.0,5,0,0,0,0
chr5-g754,chr5,150800000,151000000,0.4463099999999999,"Pds5b, Kl",2.0,"136843, 41211",136843.0,41211.0,89027.0,89027.0,5,0,0,0,0
chr5-g755,chr5,151000000,151200000,0.4382749999999999,Stard13,1.0,152679,152679.0,152679.0,152679.0,152679.0,5,0,0,0,0
chr5-g756,chr5,151200000,151400000,0.41496,1700028E10Rik,1.0,27490,27490.0,27490.0,27490.0,27490.0,5,0,0,0,0
chr6-g15,chr6,3050000,3200000,0.4035533333333334,,,,,,,,6,0,0,0,0
chr6-g16,chr6,3200000,3400000,0.41632,"Gm8579, Samd9l",2.0,"28501, 27314",28501.0,27314.0,27907.5,27907.5,6,0,0,0,0
chr6-g17,chr6,3400000,3600000,0.3940499999999999,"Hepacam2, Vps50",2.0,"37410, 105139",105139.0,37410.0,71274.5,71274.5,6,0,0,0,0
chr6-g18,chr6,3600000,3800000,0.39304,"Vps50, Calcr, Mir653, Mir489",4.0,"105139, 78994, 85, 107",105139.0,85.0,46081.25,39550.5,6,0,0,0,0
chr6-g19,chr6,3800000,4000000,0.3768399999999999,"Tfpi2, Gngt1",2.0,"26270, 3429",26270.0,3429.0,14849.5,14849.5,6,0,0,0,0
chr6-g20,chr6,4000000,4200000,0.3866550000000001,"Gng11, 4930528H21Rik, Bet1",3.0,"4460, 15744, 10032",15744.0,4460.0,10078.666666666666,10032.0,6,0,0,0,0
chr6-g21,chr6,4200000,4400000,0.38713,,,,,,,,6,0,0,0,0
chr6-g22,chr6,4400000,4600000,0.406335,Col1a2,1.0,35926,35926.0,35926.0,35926.0,35926.0,6,0,0,0,0
chr6-g23,chr6,4600000,4800000,0.4075649999999999,"Casd1, Sgce, Peg10",3.0,"42471, 72855, 13211",72855.0,13211.0,42845.66666666666,42471.0,6,0,0,0,0
chr6-g24,chr6,4800000,5000000,0.409565,"Gm20714, Ppp1r9a",2.0,"9274, 262351",262351.0,9274.0,135812.5,135812.5,6,0,0,0,0
chr6-g25,chr6,5000000,5200000,0.417825,"Ppp1r9a, Pon1",2.0,"262351, 25857",262351.0,25857.0,144104.0,144104.0,6,0,0,0,0
chr6-g26,chr6,5200000,5400000,0.41777,"Pon3, Pon2, Asb4",3.0,"39978, 33721, 42612",42612.0,33721.0,38770.333333333336,39978.0,6,0,0,0,0
chr6-g27,chr6,5400000,5600000,0.409895,"Asb4, Pdk4",2.0,"42612, 12928",42612.0,12928.0,27770.0,27770.0,6,0,0,0,0
chr6-g28,chr6,5600000,5800000,0.41663,Dync1i1,1.0,302401,302401.0,302401.0,302401.0,302401.0,6,0,0,0,0
chr6-g29,chr6,5800000,6000000,0.4177949999999999,"Dync1i1, 1700019G24Rik",2.0,"302401, 13497",302401.0,13497.0,157949.0,157949.0,6,0,0,0,0
chr6-g30,chr6,6000000,6200000,0.427045,"Dync1i1, Slc25a13",2.0,"302401, 175956",302401.0,175956.0,239178.5,239178.5,6,0,0,0,0
chr6-g31,chr6,6200000,6400000,0.4188399999999999,"Slc25a13, Gm20619",2.0,"175956, 115444",175956.0,115444.0,145700.0,145700.0,6,0,0,0,0
chr6-g32,chr6,6400000,6600000,0.40085,Sem1,1.0,20384,20384.0,20384.0,20384.0,20384.0,6,0,0,0,0
chr6-g33,chr6,6600000,6800000,0.40025,,,,,,,,6,0,0,0,0
chr6-g34,chr6,6800000,7000000,0.421365,"Dlx6os1, Dlx6, Dlx6os2, Dlx5, Sdhaf3",5.0,"51085, 4637, 1354, 4268, 83203",83203.0,1354.0,28909.4,4637.0,6,0,0,0,0
chr6-g35,chr6,7000000,7200000,0.4049549999999999,Sdhaf3,1.0,83203,83203.0,83203.0,83203.0,83203.0,6,0,0,0,0
chr6-g36,chr6,7200000,7400000,0.4020849999999999,,,,,,,,6,0,0,0,0
chr6-g37,chr6,7400000,7600000,0.3955349999999999,Tac1,1.0,7918,7918.0,7918.0,7918.0,7918.0,6,0,0,0,0
chr6-g38,chr6,7600000,7800000,0.42117,Asns,1.0,18045,18045.0,18045.0,18045.0,18045.0,6,0,0,0,0
chr6-g39,chr6,7800000,8000000,0.409125,"C1galt1, Col28a1",2.0,"26819, 194810",194810.0,26819.0,110814.5,110814.5,6,0,0,0,0
chr6-g40,chr6,8000000,8200000,0.39858,Col28a1,1.0,194810,194810.0,194810.0,194810.0,194810.0,6,0,0,0,0
chr6-g41,chr6,8200000,8400000,0.391785,"Mios, Umad1, Rpa3",3.0,"27047, 169478, 3206",169478.0,3206.0,66577.0,27047.0,6,0,0,0,0
chr6-g42,chr6,8400000,8600000,0.39172,"Umad1, Glcci1, A430035B10Rik",3.0,"169478, 87950, 2103",169478.0,2103.0,86510.33333333333,87950.0,6,0,0,0,0
chr6-g43,chr6,8600000,8800000,0.42835,Ica1,1.0,147958,147958.0,147958.0,147958.0,147958.0,6,0,0,0,0
chr6-g44,chr6,8800000,9000000,0.4034999999999999,Nxph1,1.0,298560,298560.0,298560.0,298560.0,298560.0,6,0,0,0,0
chr6-g45,chr6,9000000,9200000,0.380015,Nxph1,1.0,298560,298560.0,298560.0,298560.0,298560.0,6,0,0,0,0
chr6-g46,chr6,9200000,9400000,0.37566,Nxph1,1.0,298560,298560.0,298560.0,298560.0,298560.0,6,0,0,0,0
chr6-g47,chr6,9400000,9600000,0.37217,,,,,,,,6,0,0,0,0
chr6-g48,chr6,9600000,9800000,0.370535,,,,,,,,6,0,0,0,0
chr6-g49,chr6,9800000,10000000,0.373175,,,,,,,,6,0,0,0,0
chr6-g50,chr6,10000000,10200000,0.3675699999999999,,,,,,,,6,0,0,0,0
chr6-g51,chr6,10200000,10400000,0.37227,,,,,,,,6,0,0,0,0
chr6-g52,chr6,10400000,10600000,0.3680900000000001,,,,,,,,6,0,0,0,0
chr6-g53,chr6,10600000,10800000,0.3771899999999999,,,,,,,,6,0,0,0,0
chr6-g54,chr6,10800000,11000000,0.37518,AA545190,1.0,2911,2911.0,2911.0,2911.0,2911.0,6,0,0,0,0
chr6-g55,chr6,11000000,11200000,0.377035,,,,,,,,6,0,0,0,0
chr6-g56,chr6,11200000,11400000,0.379135,,,,,,,,6,0,0,0,0
chr6-g57,chr6,11400000,11600000,0.383405,,,,,,,,6,0,0,0,0
chr6-g58,chr6,11600000,11800000,0.38583,,,,,,,,6,0,0,0,0
chr6-g59,chr6,11800000,12000000,0.3870749999999999,"Phf14, Ndufa4",2.0,"131931, 7079",131931.0,7079.0,69505.0,69505.0,6,0,0,0,0
chr6-g60,chr6,12000000,12200000,0.3808649999999999,"Phf14, Gm6578",2.0,"131931, 10060",131931.0,10060.0,70995.5,70995.5,6,0,0,0,0
chr6-g61,chr6,12200000,12400000,0.38987,Thsd7a,1.0,437646,437646.0,437646.0,437646.0,437646.0,6,0,0,0,0
chr6-g62,chr6,12400000,12600000,0.3750199999999999,Thsd7a,1.0,437646,437646.0,437646.0,437646.0,437646.0,6,0,0,0,0
chr6-g63,chr6,12600000,12800000,0.3753,Thsd7a,1.0,437646,437646.0,437646.0,437646.0,437646.0,6,0,0,0,0
chr6-g64,chr6,12800000,13000000,0.377585,,,,,,,,6,0,0,0,0
chr6-g65,chr6,13000000,13200000,0.3859549999999999,"Tmem106b, Vwde",2.0,"19511, 68526",68526.0,19511.0,44018.5,44018.5,6,0,0,0,0
chr6-g66,chr6,13200000,13400000,0.391585,Vwde,1.0,68526,68526.0,68526.0,68526.0,68526.0,6,0,0,0,0
chr6-g67,chr6,13400000,13600000,0.39979,"1700016P04Rik, Tmem168",2.0,"2660, 27410",27410.0,2660.0,15035.0,15035.0,6,0,0,0,0
chr6-g68,chr6,13600000,13800000,0.3908199999999999,"Tmem168, Bmt2",2.0,"27410, 52292",52292.0,27410.0,39851.0,39851.0,6,0,0,0,0
chr6-g69,chr6,13800000,14000000,0.384885,"Gpr85, 1110019D14Rik, 2610001J05Rik",3.0,"5491, 24853, 3784",24853.0,3784.0,11376.0,5491.0,6,0,0,0,0
chr6-g70,chr6,14000000,14200000,0.37552,,,,,,,,6,0,0,0,0
chr6-g71,chr6,14200000,14400000,0.370765,,,,,,,,6,0,0,0,0
chr6-g72,chr6,14400000,14600000,0.37634,,,,,,,,6,0,0,0,0
chr6-g73,chr6,14600000,14800000,0.3795549999999999,Ppp1r3a,1.0,41453,41453.0,41453.0,41453.0,41453.0,6,0,0,0,0
chr6-g74,chr6,14800000,15000000,0.378295,Foxp2,1.0,540629,540629.0,540629.0,540629.0,540629.0,6,0,0,0,0
chr6-g75,chr6,15000000,15200000,0.360965,Foxp2,1.0,540629,540629.0,540629.0,540629.0,540629.0,6,0,0,0,0
chr6-g76,chr6,15200000,15400000,0.3639349999999999,Foxp2,1.0,540629,540629.0,540629.0,540629.0,540629.0,6,0,0,0,0
chr6-g77,chr6,15400000,15600000,0.38927,Foxp2,1.0,540629,540629.0,540629.0,540629.0,540629.0,6,0,0,0,0
chr6-g78,chr6,15600000,15800000,0.38839,Mdfic,1.0,81509,81509.0,81509.0,81509.0,81509.0,6,0,0,0,0
chr6-g79,chr6,15800000,16000000,0.3782149999999999,Mdfic,1.0,81509,81509.0,81509.0,81509.0,81509.0,6,0,0,0,0
chr6-g80,chr6,16000000,16200000,0.374795,,,,,,,,6,0,0,0,0
chr6-g81,chr6,16200000,16400000,0.380935,,,,,,,,6,0,0,0,0
chr6-g82,chr6,16400000,16600000,0.3772150000000001,,,,,,,,6,0,0,0,0
chr6-g83,chr6,16600000,16800000,0.37826,Gm36669,1.0,10989,10989.0,10989.0,10989.0,10989.0,6,0,0,0,0
chr6-g84,chr6,16800000,17000000,0.37684,Tfec,1.0,65061,65061.0,65061.0,65061.0,65061.0,6,0,0,0,0
chr6-g85,chr6,17000000,17200000,0.411675,"Tes, Gm4876, D830026I12Rik",3.0,"40677, 95573, 7945",95573.0,7945.0,48065.0,40677.0,6,0,0,0,0
chr6-g86,chr6,17200000,17400000,0.405345,"D830026I12Rik, Cav2, Cav1",3.0,"7945, 1500, 34994",34994.0,1500.0,14813.0,7945.0,6,0,0,0,0
chr6-g87,chr6,17400000,17600000,0.412635,Met,1.0,110024,110024.0,110024.0,110024.0,110024.0,6,0,0,0,0
chr6-g88,chr6,17600000,17800000,0.407785,"Capza2, St7",2.0,"29963, 249030",249030.0,29963.0,139496.5,139496.5,6,0,0,0,0
chr6-g89,chr6,17800000,18000000,0.41381,"St7, Wnt2",2.0,"249030, 41506",249030.0,41506.0,145268.0,145268.0,6,0,0,0,0
chr6-g90,chr6,18000000,18200000,0.389515,"Wnt2, Asz1, Cftr",3.0,"41506, 58098, 152083",152083.0,41506.0,83895.66666666667,58098.0,6,0,0,0,0
chr6-g91,chr6,18200000,18400000,0.38476,"Cftr, Cttnbp2",2.0,"152083, 148398",152083.0,148398.0,150240.5,150240.5,6,0,0,0,0
chr6-g92,chr6,18400000,18600000,0.40141,Cttnbp2,1.0,148398,148398.0,148398.0,148398.0,148398.0,6,0,0,0,0
chr6-g93,chr6,18600000,18800000,0.385035,,,,,,,,6,0,0,0,0
chr6-g94,chr6,18800000,19000000,0.3907650000000001,"Lsm8, Ankrd7",2.0,"5418, 13267",13267.0,5418.0,9342.5,9342.5,6,0,0,0,0
chr6-g95,chr6,19000000,19200000,0.373515,,,,,,,,6,0,0,0,0
chr6-g96,chr6,19200000,19400000,0.378455,4930524B17Rik,1.0,30945,30945.0,30945.0,30945.0,30945.0,6,0,0,0,0
chr6-g97,chr6,19400000,19600000,0.37249,Mir6370,1.0,120,120.0,120.0,120.0,120.0,6,0,0,0,0
chr6-g98,chr6,19600000,19800000,0.373855,,,,,,,,6,0,0,0,0
chr6-g99,chr6,19800000,20000000,0.3636399999999999,,,,,,,,6,0,0,0,0
chr6-g100,chr6,20000000,20200000,0.37246,,,,,,,,6,0,0,0,0
chr6-g101,chr6,20200000,20400000,0.35975,,,,,,,,6,0,0,0,0
chr6-g102,chr6,20400000,20600000,0.362935,,,,,,,,6,0,0,0,0
chr6-g103,chr6,20600000,20800000,0.37027,,,,,,,,6,0,0,0,0
chr6-g104,chr6,20800000,21000000,0.369255,,,,,,,,6,0,0,0,0
chr6-g105,chr6,21000000,21200000,0.372325,,,,,,,,6,0,0,0,0
chr6-g106,chr6,21200000,21400000,0.369255,Kcnd2,1.0,514460,514460.0,514460.0,514460.0,514460.0,6,0,0,0,0
chr6-g107,chr6,21400000,21600000,0.366705,Kcnd2,1.0,514460,514460.0,514460.0,514460.0,514460.0,6,0,0,0,0
chr6-g108,chr6,21600000,21800000,0.3851199999999999,"Kcnd2, Tspan12",2.0,"514460, 81143",514460.0,81143.0,297801.5,297801.5,6,0,0,0,0
chr6-g109,chr6,21800000,22000000,0.40157,"Tspan12, Ing3, Cped1",3.0,"81143, 26423, 269697",269697.0,26423.0,125754.33333333331,81143.0,6,0,0,0,0
chr6-g110,chr6,22000000,22200000,0.411165,Cped1,1.0,269697,269697.0,269697.0,269697.0,269697.0,6,0,0,0,0
chr6-g111,chr6,22200000,22400000,0.412655,"Cped1, Wnt16, Fam3c",3.0,"269697, 10296, 49560",269697.0,10296.0,109851.0,49560.0,6,0,0,0,0
chr6-g112,chr6,22400000,22600000,0.4089899999999999,,,,,,,,6,0,0,0,0
chr6-g113,chr6,22600000,22800000,0.3991099999999999,,,,,,,,6,0,0,0,0
chr6-g114,chr6,22800000,23000000,0.3896449999999999,Ptprz1,1.0,177415,177415.0,177415.0,177415.0,177415.0,6,0,0,0,0
chr6-g115,chr6,23000000,23200000,0.4017,"Ptprz1, Aass",2.0,"177415, 60814",177415.0,60814.0,119114.5,119114.5,6,0,0,0,0
chr6-g116,chr6,23200000,23400000,0.405945,Fezf1,1.0,3218,3218.0,3218.0,3218.0,3218.0,6,0,0,0,0
chr6-g117,chr6,23400000,23600000,0.39264,Cadps2,1.0,243168,243168.0,243168.0,243168.0,243168.0,6,0,0,0,0
chr6-g118,chr6,23600000,23800000,0.397705,"Cadps2, Rnf133, Rnf148",3.0,"243168, 1437, 1242",243168.0,1242.0,81949.0,1437.0,6,0,0,0,0
chr6-g119,chr6,23800000,24000000,0.392735,"Cadps2, Tas2r118",2.0,"243168, 900",243168.0,900.0,122034.0,122034.0,6,0,0,0,0
chr6-g120,chr6,24000000,24200000,0.3857899999999999,Slc13a1,1.0,79810,79810.0,79810.0,79810.0,79810.0,6,0,0,0,0
chr6-g121,chr6,24200000,24400000,0.396935,,,,,,,,6,0,0,0,0
chr6-g122,chr6,24400000,24600000,0.4024749999999999,"Iqub, Ndufa5, Asb15, Lmod2",4.0,"70203, 9027, 45021, 7644",70203.0,7644.0,32973.75,27024.0,6,0,0,0,0
chr6-g123,chr6,24600000,24800000,0.391325,"Lmod2, Wasl, Hyal4, Hyal6, Spam1",5.0,"7644, 51186, 18153, 12208, 9861",51186.0,7644.0,19810.4,12208.0,6,0,0,0,0
chr6-g124,chr6,24800000,25000000,0.394485,"Spam1, Hyal5, Tmem229a",3.0,"9861, 33962, 4985",33962.0,4985.0,16269.333333333334,9861.0,6,0,0,0,0
