200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,MLI1_pol_ass,MLI1_spk_ass,Granule_pol_ass,Granule_spk_ass,log2FC_G2M
chr3-g783,chr3,156600000,156800000,0.3928699999999999,Negr1,1.0,610036,610036.0,610036.0,610036.0,610036.0,3,0,0,0,0,2.6366009552590377
chr3-g784,chr3,156800000,157000000,0.397255,Negr1,1.0,610036,610036.0,610036.0,610036.0,610036.0,3,0,0,0,0,2.628889505265562
chr3-g785,chr3,157000000,157200000,0.39995,Negr1,1.0,610036,610036.0,610036.0,610036.0,610036.0,3,0,0,0,0,2.6366009552590377
chr3-g786,chr3,157200000,157400000,0.40824,,,,,,,,3,0,0,0,0,2.6366009552590377
chr3-g790,chr3,158000000,158200000,0.393355,"Ankrd13c, Srsf11, Lrrc40, Lrrc7",4.0,"61035, 26167, 30409, 494576",494576.0,26167.0,153046.75,45722.0,3,0,0,0,0,-3.7893934502040127
chr3-g791,chr3,158200000,158400000,0.37515,Lrrc7,1.0,494576,494576.0,494576.0,494576.0,494576.0,3,0,0,0,0,-3.9063978780841575
chr3-g792,chr3,158400000,158600000,0.374515,Lrrc7,1.0,494576,494576.0,494576.0,494576.0,494576.0,3,0,0,0,0,-3.9063978780841575
chr4-g20,chr4,4000000,4200000,0.4059,"Sdr16c5, Sdr16c6, Penk",3.0,"23722, 20849, 5280",23722.0,5280.0,16617.0,20849.0,4,1,0,0,0,-5.270126589294038
chr4-g43,chr4,8600000,8800000,0.446215,"Rab2a, Chd7",2.0,"72059, 178044",178044.0,72059.0,125051.5,125051.5,4,0,0,0,0,3.461349782571524
chr4-g44,chr4,8800000,9000000,0.450225,Chd7,1.0,178044,178044.0,178044.0,178044.0,178044.0,4,0,0,0,0,3.461349782571524
chr4-g68,chr4,13600000,13800000,0.403645,Runx1t1,1.0,151754,151754.0,151754.0,151754.0,151754.0,4,0,0,0,0,2.033260040635553
chr4-g69,chr4,13800000,14000000,0.3941949999999999,Runx1t1,1.0,151754,151754.0,151754.0,151754.0,151754.0,4,0,0,0,0,2.033260040635553
chr4-g74,chr4,14800000,15000000,0.39928,"Otud6b, Pip4p2, Gm11837, Necab1",4.0,"16909, 51042, 22390, 196887",196887.0,16909.0,71807.0,36716.0,4,0,0,0,0,4.424063553484066
chr4-g75,chr4,15000000,15200000,0.3952099999999999,Necab1,1.0,196887,196887.0,196887.0,196887.0,196887.0,4,0,0,0,0,4.424063553484066
chr4-g76,chr4,15200000,15400000,0.408775,Tmem64,1.0,20934,20934.0,20934.0,20934.0,20934.0,4,0,0,0,0,2.3454429935062184
chr4-g161,chr4,32200000,32400000,0.44655,,,,,,,,4,0,0,0,0,2.6077016735810266
chr4-g162,chr4,32400000,32600000,0.4396449999999999,"Bach2, Bach2os",2.0,"168674, 11983",168674.0,11983.0,90328.5,90328.5,4,0,0,0,0,2.6077016735810266
chr4-g178,chr4,35600000,35800000,0.3861,Lingo2,1.0,1245097,1245097.0,1245097.0,1245097.0,1245097.0,4,0,0,0,0,-2.692766770030323
chr4-g179,chr4,35800000,36000000,0.379185,Lingo2,1.0,1245097,1245097.0,1245097.0,1245097.0,1245097.0,4,0,0,0,0,-2.692766770030323
chr4-g180,chr4,36000000,36200000,0.370935,Lingo2,1.0,1245097,1245097.0,1245097.0,1245097.0,1245097.0,4,0,0,0,0,-2.692766770030323
chr4-g181,chr4,36200000,36400000,0.3719449999999999,Lingo2,1.0,1245097,1245097.0,1245097.0,1245097.0,1245097.0,4,0,0,0,0,-2.692766770030323
chr4-g182,chr4,36400000,36600000,0.36302,Lingo2,1.0,1245097,1245097.0,1245097.0,1245097.0,1245097.0,4,0,0,0,0,-2.692766770030323
chr4-g183,chr4,36600000,36800000,0.3622749999999999,"Lingo2, Mir876, Mir873b, Mir873a",4.0,"1245097, 81, 77, 77",1245097.0,77.0,311333.0,79.0,4,0,0,0,0,-2.692766770030323
chr4-g184,chr4,36800000,37000000,0.36374,"Lingo2, Gm12371",2.0,"1245097, 35058",1245097.0,35058.0,640077.5,640077.5,4,0,0,1,0,-2.692766770030323
chr4-g214,chr4,42800000,43000000,0.456805,"4930578G10Rik, Fam205a1, Fam205c, Phf24, Dnajb5, 1700022I11Rik, Vcp",7.0,"201517, 5818, 6232, 27508, 9559, 4380, 20544",201517.0,4380.0,39365.42857142857,9559.0,4,0,0,0,0,-4.78269619687955
chr4-g219,chr4,43800000,44000000,0.454135,"Olfr156, Olfr157, Olfr155, Reck, Glipr2, Ccin",6.0,"1099, 1766, 1172, 69277, 21417, 2030",69277.0,1099.0,16126.833333333334,1898.0,4,0,0,0,0,-3.5737485488510536
chr4-g230,chr4,46000000,46200000,0.46714,"Tdrd7, Tmod1, Tstd2, Ncbp1, Xpa",5.0,"69431, 76811, 23964, 33892, 21090",76811.0,21090.0,45037.6,33892.0,4,0,0,0,0,2.3425200897217437
chr4-g242,chr4,48400000,48600000,0.428565,"Invs, Tex10, Msantd3, Tmeff1",4.0,"152194, 42606, 21975, 77958",152194.0,21975.0,73683.25,60282.0,4,0,0,0,0,-2.1982939941110766
chr4-g243,chr4,48600000,48800000,0.432735,"Tmeff1, Cavin4",2.0,"77958, 9979",77958.0,9979.0,43968.5,43968.5,4,0,0,0,0,-2.1982939941110766
chr4-g248,chr4,49600000,49800000,0.403905,"Rnf20, Grin3a, Ppp3r2",3.0,"18262, 184159, 3237",184159.0,3237.0,68552.66666666667,18262.0,4,0,0,0,0,-5.082996038036937
chr4-g249,chr4,49800000,50000000,0.38764,Grin3a,1.0,184159,184159.0,184159.0,184159.0,184159.0,4,0,0,0,0,-5.082996038036937
chr4-g274,chr4,54800000,55000000,0.4220000000000001,Zfp462,1.0,135619,135619.0,135619.0,135619.0,135619.0,4,0,0,0,0,-2.9261768754515627
chr4-g275,chr4,55000000,55200000,0.435685,Zfp462,1.0,135619,135619.0,135619.0,135619.0,135619.0,4,0,0,0,0,-2.9261768754515627
chr4-g284,chr4,56800000,57000000,0.43826,"Elp1, Abitram, Ctnnal1, Mir32, Tmem245, Frrs1l",6.0,"52652, 7277, 54277, 70, 71416, 30256",71416.0,70.0,35991.333333333336,41454.0,4,0,0,0,0,6.192765063287011
chr4-g285,chr4,57000000,57200000,0.47073,"Epb41l4b, Gm12530, Ptpn3",3.0,"81431, 4484, 110997",110997.0,4484.0,65637.33333333333,81431.0,4,0,0,0,0,4.700643390596966
chr4-g286,chr4,57200000,57400000,0.4640949999999999,"Ptpn3, 1700042G15Rik",2.0,"110997, 4501",110997.0,4501.0,57749.0,57749.0,4,0,0,0,0,2.909461047712072
chr4-g290,chr4,58000000,58200000,0.422705,"Txndc8, Svep1",2.0,"25098, 163801",163801.0,25098.0,94449.5,94449.5,4,0,0,0,0,4.890912398803108
chr4-g291,chr4,58200000,58400000,0.409665,"Svep1, Musk",2.0,"163801, 88342",163801.0,88342.0,126071.5,126071.5,4,0,0,0,0,4.890912398803108
chr4-g299,chr4,59800000,60000000,0.44144,"Snx30, Slc46a2, Mup4",3.0,"99091, 9158, 3863",99091.0,3863.0,37370.66666666666,9158.0,4,0,0,0,0,2.6806495951795517
chr4-g314,chr4,62800000,63000000,0.4409649999999999,Zfp618,1.0,174140,174140.0,174140.0,174140.0,174140.0,4,0,0,0,0,-3.1300024931373915
chr4-g315,chr4,63000000,63200000,0.4770799999999999,"Zfp618, Ambp, Kif12",3.0,"174140, 10898, 6502",174140.0,6502.0,63846.66666666666,10898.0,4,0,0,0,0,-3.1300024931373915
chr4-g317,chr4,63400000,63600000,0.487345,"Akna, Whrn, Atp6v1g1, Tmem268, Gm11213",5.0,"36323, 35829, 5937, 27595, 8361",36323.0,5937.0,22809.0,27595.0,4,0,0,0,0,-7.0259271185640255
chr4-g325,chr4,65000000,65200000,0.3936349999999999,Pappa,1.0,233336,233336.0,233336.0,233336.0,233336.0,4,0,0,0,0,3.058853035765982
chr4-g326,chr4,65200000,65400000,0.407765,"Pappa, Astn2",2.0,"233336, 1023681",1023681.0,233336.0,628508.5,628508.5,4,0,0,0,0,3.058853035765982
chr4-g343,chr4,68600000,68800000,0.37982,Brinp1,1.0,193026,193026.0,193026.0,193026.0,193026.0,4,0,0,0,0,3.364472541465454
chr4-g344,chr4,68800000,69000000,0.385525,Brinp1,1.0,193026,193026.0,193026.0,193026.0,193026.0,4,0,0,0,0,3.364472541465454
chr4-g370,chr4,74000000,74200000,0.38076,Frmd3,1.0,188612,188612.0,188612.0,188612.0,188612.0,4,0,0,0,0,-3.464652184147079
chr4-g371,chr4,74200000,74400000,0.391155,"Frmd3, Kdm4c",2.0,"188612, 163368",188612.0,163368.0,175990.0,175990.0,4,0,0,0,0,-3.464652184147079
chr4-g379,chr4,75800000,76000000,0.38672,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g380,chr4,76000000,76200000,0.37205,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g381,chr4,76200000,76400000,0.3811299999999999,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g382,chr4,76400000,76600000,0.3864199999999999,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g383,chr4,76600000,76800000,0.3697749999999999,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g384,chr4,76800000,77000000,0.36747,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g385,chr4,77000000,77200000,0.367905,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g386,chr4,77200000,77400000,0.367525,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g387,chr4,77400000,77600000,0.3736899999999999,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g388,chr4,77600000,77800000,0.364365,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g389,chr4,77800000,78000000,0.35579,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g390,chr4,78000000,78200000,0.361115,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g391,chr4,78200000,78400000,0.36943,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,4.2475921527638505
chr4-g404,chr4,80800000,81000000,0.4012599999999999,"Tyrp1, Lurap1l",2.0,"17524, 43616",43616.0,17524.0,30570.0,30570.0,4,0,0,0,0,-4.807504205659349
chr4-g433,chr4,86600000,86800000,0.427525,"Haus6, LOC101055843, Plin2, Dennd4c",4.0,"33201, 5365, 13495, 102048",102048.0,5365.0,38527.25,23348.0,4,0,0,0,0,2.8431332063255104
chr4-g434,chr4,86800000,87000000,0.431575,"Dennd4c, Acer2, Rps6, Slc24a2",4.0,"102048, 46470, 3269, 247415",247415.0,3269.0,99800.5,74259.0,4,0,0,0,0,-6.607139853813203
chr4-g435,chr4,87000000,87200000,0.427095,Slc24a2,1.0,247415,247415.0,247415.0,247415.0,247415.0,4,0,0,0,0,-6.607139853813203
chr4-g436,chr4,87200000,87400000,0.408255,Slc24a2,1.0,247415,247415.0,247415.0,247415.0,247415.0,4,0,0,0,0,-6.607139853813203
chr4-g475,chr4,95000000,95200000,0.4434149999999999,Jun,1.0,3187,3187.0,3187.0,3187.0,3187.0,4,0,0,0,0,2.9112988811661724
chr4-g487,chr4,97400000,97600000,0.394595,"E130114P18Rik, Nfia",2.0,"16717, 536934",536934.0,16717.0,276825.5,276825.5,4,0,0,0,0,-3.111653573241394
chr4-g488,chr4,97600000,97800000,0.427085,Nfia,1.0,536934,536934.0,536934.0,536934.0,536934.0,4,0,0,0,0,-3.111653573241394
chr4-g500,chr4,100000000,100200000,0.44051,Ror1,1.0,239971,239971.0,239971.0,239971.0,239971.0,4,0,0,0,0,6.542744636370901
chr4-g502,chr4,100400000,100600000,0.41845,Ube2u,1.0,71279,71279.0,71279.0,71279.0,71279.0,4,0,0,0,0,6.542744636370901
chr4-g503,chr4,100600000,100800000,0.436125,Cachd1,1.0,227070,227070.0,227070.0,227070.0,227070.0,4,0,0,0,0,-4.7077888281793765
chr4-g504,chr4,100800000,101000000,0.436025,Cachd1,1.0,227070,227070.0,227070.0,227070.0,227070.0,4,0,0,0,0,-4.7077888281793765
chr4-g505,chr4,101000000,101200000,0.4445449999999999,"Cachd1, Raver2, Jak1",3.0,"227070, 83333, 113309",227070.0,83333.0,141237.33333333334,113309.0,4,0,0,0,0,-4.7077888281793765
chr4-g510,chr4,102000000,102200000,0.40546,,,,,,,,4,0,0,0,0,3.5980210587497297
chr4-g511,chr4,102200000,102400000,0.3952549999999999,Pde4b,1.0,352324,352324.0,352324.0,352324.0,352324.0,4,0,0,0,0,3.5980210587497297
chr4-g512,chr4,102400000,102600000,0.415075,Pde4b,1.0,352324,352324.0,352324.0,352324.0,352324.0,4,0,0,0,0,3.5980210587497297
chr4-g513,chr4,102600000,102800000,0.417285,"Pde4b, Sgip1",2.0,"352324, 212548",352324.0,212548.0,282436.0,282436.0,4,0,0,0,0,3.5980210587497297
chr4-g539,chr4,107800000,108000000,0.4881799999999999,"Lrp8, Lrp8os2, Magoh, Czib, Cpt2, 4930407G08Rik, Slc1a7",7.0,"74550, 16990, 7670, 7978, 19608, 6790, 45124",74550.0,6790.0,25530.0,16990.0,4,0,0,0,0,3.4459435361708666
chr4-g544,chr4,108800000,109000000,0.43535,"Btf3l4, Kti12, Txndc12, Rab3b, 8030443G20Rik",5.0,"20008, 1556, 27442, 64255, 29235",64255.0,1556.0,28499.2,27442.0,4,0,0,0,0,-4.035672373923742
chr4-g551,chr4,110200000,110400000,0.4004399999999999,"Elavl4, Agbl4",2.0,"148175, 1259822",1259822.0,148175.0,703998.5,703998.5,4,0,0,0,0,-2.747017956834827
chr4-g552,chr4,110400000,110600000,0.37045,Agbl4,1.0,1259822,1259822.0,1259822.0,1259822.0,1259822.0,4,0,0,0,0,-2.747017956834827
chr4-g553,chr4,110600000,110800000,0.37918,Agbl4,1.0,1259822,1259822.0,1259822.0,1259822.0,1259822.0,4,0,0,0,0,-2.747017956834827
chr4-g554,chr4,110800000,111000000,0.38448,Agbl4,1.0,1259822,1259822.0,1259822.0,1259822.0,1259822.0,4,0,0,0,0,-2.747017956834827
chr4-g555,chr4,111000000,111200000,0.382685,Agbl4,1.0,1259822,1259822.0,1259822.0,1259822.0,1259822.0,4,0,0,0,0,-2.747017956834827
chr4-g556,chr4,111200000,111400000,0.4064,Agbl4,1.0,1259822,1259822.0,1259822.0,1259822.0,1259822.0,4,0,0,0,0,-2.747017956834827
chr4-g557,chr4,111400000,111600000,0.440845,"Agbl4, Bend5",2.0,"1259822, 45293",1259822.0,45293.0,652557.5,652557.5,4,0,0,0,0,-2.747017956834827
chr4-g558,chr4,111600000,111800000,0.4093799999999999,"Agbl4, Spata6",2.0,"1259822, 109131",1259822.0,109131.0,684476.5,684476.5,4,0,0,0,0,-2.747017956834827
chr4-g580,chr4,116000000,116200000,0.458735,"Faah, Nsun4, Uqcrh, Lrrc41, Rad54l, 2510003B16Rik, Lurap1, Pomgnt1, 1700042G07Rik, Tspan1",10.0,"21257, 20805, 8106, 21841, 26736, 15002, 7889, 9327, 926, 5718",26736.0,926.0,13760.7,12164.5,4,0,0,0,0,4.283661497226284
chr4-g581,chr4,116200000,116400000,0.41018,"Pik3r3, Mast2",2.0,"81641, 157461",157461.0,81641.0,119551.0,119551.0,4,0,0,0,0,2.2170895766571777
chr4-g589,chr4,117800000,118000000,0.5048699999999999,"Slc6a9, Ccdc24, B4galt2, Dph2, Atp6v0b, Ipo13, Artn, St3gal3",8.0,"33695, 3211, 10477, 3361, 3000, 20507, 3604, 202794",202794.0,3000.0,35081.125,7040.5,4,0,0,0,0,-2.087596837245002
chr4-g624,chr4,124800000,125000000,0.493285,"Inpp5b, Mtf1, 1110065P20Rik, Yrdc, Maneal, Epha10, 1700125G02Rik, Cdca8, 9930104L06Rik, Rspo1",10.0,"59662, 47252, 1246, 4484, 6933, 5146, 3895, 18453, 7614, 22670",59662.0,1246.0,17735.5,7273.5,4,0,0,0,0,-5.252690787830108
chr4-g627,chr4,125400000,125600000,0.50773,"Grik3, Mir692-2, Mir692-3",3.0,"223478, 109, 109",223478.0,109.0,74565.33333333333,109.0,4,0,0,0,0,-6.651690852587896
chr4-g628,chr4,125600000,125800000,0.49095,Grik3,1.0,223478,223478.0,223478.0,223478.0,223478.0,4,0,0,0,0,-6.651690852587896
chr4-g644,chr4,128800000,129000000,0.488035,"Zfp362, Trim62, Azin2, Ak2",4.0,"33028, 27283, 30439, 18306",33028.0,18306.0,27264.0,28861.0,4,0,0,0,0,3.9846439030693137
chr4-g645,chr4,129000000,129200000,0.47246,"Ak2, Rnf19b, Tmem54, Hpca, Fndc5, S100pbp, Yars",7.0,"18306, 26383, 6097, 10356, 7595, 41726, 29338",41726.0,6097.0,19971.571428571428,18306.0,4,0,0,0,0,-4.173419055510787
chr4-g649,chr4,129800000,130000000,0.47429,"Ptp4a2, E330017L17Rik, 1700003M07Rik, Adgrb2",4.0,"29296, 2771, 4765, 37556",37556.0,2771.0,18597.0,17030.5,4,0,0,0,0,2.7696415167800663
chr4-g650,chr4,130000000,130200000,0.51783,"Adgrb2, Col16a1, Pef1, Hcrtr1, Tinagl1",5.0,"37556, 51438, 20579, 8946, 9523",51438.0,8946.0,25608.4,20579.0,4,0,0,0,0,2.7696415167800663
chr4-g651,chr4,130200000,130400000,0.460995,"Ldc1, Serinc2, Fabp3, Zcchc17, Snrnp40",5.0,"13187, 22090, 6726, 44610, 29899",44610.0,6726.0,23302.4,22090.0,4,0,0,0,0,1.3341478544505454
chr4-g662,chr4,132400000,132600000,0.457455,"Phactr4, Med18, Sesn2, Dnajc8, Atpif1, Ptafr",6.0,"66522, 5193, 17650, 18184, 4860, 18620",66522.0,4860.0,21838.166666666668,17917.0,4,0,0,0,0,-4.052683292265709
chr4-g665,chr4,133000000,133200000,0.5002150000000001,"Fgr, Ahdc1, Wasf2, Mir7017",4.0,"27788, 66605, 67698, 62",67698.0,62.0,40538.25,47196.5,4,0,0,0,0,2.1114618994184853
chr4-g669,chr4,133800000,134000000,0.475445,"Rps6ka1, Hmgn2, Dhdds",3.0,"40507, 3253, 31854",40507.0,3253.0,25204.666666666668,31854.0,4,0,0,0,0,5.320733735980026
chr4-g672,chr4,134400000,134600000,0.50117,"Pafah2, 1700021N21Rik, Stmn1, Paqr7, Aunip, Mtfr1l, Selenon, Mir6403, Man1c1",9.0,"31093, 1407, 5524, 13477, 12924, 9833, 14275, 129, 142601",142601.0,129.0,25695.88888888889,12924.0,4,0,0,0,0,3.892288173617728
chr4-g673,chr4,134600000,134800000,0.508795,"Man1c1, Ldlrap1",2.0,"142601, 22593",142601.0,22593.0,82597.0,82597.0,4,0,0,0,0,3.923672349818303
chr4-g676,chr4,135200000,135400000,0.47152,"Clic4, Srrm1, Ncmap",3.0,"58791, 32662, 28651",58791.0,28651.0,40034.66666666666,32662.0,4,0,0,0,0,-3.0411473835835423
chr4-g677,chr4,135400000,135600000,0.4953799999999999,"Mir700, Rcan3, Nipal3, Stpg1, Grhl3",5.0,"79, 21497, 46078, 41817, 31745",46078.0,79.0,28243.2,31745.0,4,0,0,0,0,2.1570992220431107
chr4-g684,chr4,136800000,137000000,0.520975,"Ephb2, C1qa, C1qc, C1qb, Epha8, Zbtb40",6.0,"188472, 2929, 3113, 6075, 27398, 68964",188472.0,2929.0,49491.833333333336,16736.5,4,0,0,0,0,-2.996645087202996
chr4-g689,chr4,137800000,138000000,0.499705,"Ece1, Eif4g3",2.0,"102993, 213624",213624.0,102993.0,158308.5,158308.5,4,0,0,0,0,2.4713966325319463
chr4-g702,chr4,140400000,140600000,0.5198100000000001,Arhgef10l,1.0,151421,151421.0,151421.0,151421.0,151421.0,4,0,0,0,0,2.77111889599824
chr4-g703,chr4,140600000,140800000,0.5215,"Arhgef10l, Rcc2, Padi6, Padi4, Padi3",5.0,"151421, 21748, 15289, 28696, 25280",151421.0,15289.0,48486.8,25280.0,4,0,0,0,0,2.77111889599824
chr4-g706,chr4,141200000,141400000,0.520135,"Fbxo42, Cplane2, Arhgef19, Gm13056, Epha2, Fam131c, Clcnka",7.0,"56141, 6159, 14679, 1354, 28164, 15983, 14096",56141.0,1354.0,19510.85714285714,14679.0,4,0,0,0,0,-4.107589159273595
chr4-g709,chr4,141800000,142000000,0.4959249999999999,"Casp9, Cela2a, Ctrcos, Ctrc, Efhd2, Fhad1, Fhad1os1",7.0,"22367, 11052, 2670, 8120, 16779, 121029, 3806",121029.0,2670.0,26546.14285714286,11052.0,4,0,0,0,0,3.638691539430993
chr4-g710,chr4,142000000,142200000,0.5068999999999999,"Fhad1, 4930455G09Rik, Tmem51, Tmem51os1, Kazn",5.0,"121029, 11098, 53312, 3804, 100162",121029.0,3804.0,57881.0,53312.0,4,0,0,0,0,4.272747503004747
chr4-g711,chr4,142200000,142400000,0.49238,Kazn,1.0,100162,100162.0,100162.0,100162.0,100162.0,4,0,0,0,0,4.105137220885679
chr4-g716,chr4,143200000,143400000,0.464565,"Prdm2, Pdpn, Lrrc38, Pramel1",4.0,"85241, 32156, 21279, 5379",85241.0,5379.0,36013.75,26717.5,4,0,0,0,0,-6.226705221231192
chr4-g749,chr4,149800000,150000000,0.5043949999999999,"Spsb1, H6pd",2.0,"58723, 29550",58723.0,29550.0,44136.5,44136.5,4,0,0,0,0,-3.5206751452282194
chr4-g754,chr4,150800000,151000000,0.474455,"1700045H11Rik, Errfi1, Park7, Tnfrsf9, Uts2",5.0,"26725, 13820, 12789, 25948, 4714",26725.0,4714.0,16799.2,13820.0,4,0,0,0,0,-2.286380742816479
chr4-g761,chr4,152200000,152400000,0.534335,"Acot7, Gpr153, Icmt, Hes3, Rpl22, Rnf207, Chd5, Kcnab2",8.0,"85665, 10976, 9909, 5691, 9647, 11603, 51532, 86806",86806.0,5691.0,33978.625,11289.5,4,0,0,0,0,-3.3164295720705548
chr4-g766,chr4,153200000,153400000,0.490475,Ajap1,1.0,109610,109610.0,109610.0,109610.0,109610.0,4,0,0,0,0,-5.345698526924451
chr4-g767,chr4,153400000,153600000,0.50917,Ajap1,1.0,109610,109610.0,109610.0,109610.0,109610.0,4,0,0,0,0,-5.345698526924451
chr4-g775,chr4,155000000,155200000,0.521035,"Plch2, Pex10, Rer1, Morn1, Ski",5.0,"36314, 5377, 12245, 54122, 68461",68461.0,5377.0,35303.8,36314.0,4,0,0,0,0,2.8235513693195906
chr4-g776,chr4,155200000,155400000,0.500665,"Ski, Faap20, Prkcz, Gabrd",4.0,"68461, 6722, 101311, 13091",101311.0,6722.0,47396.25,40776.0,4,0,0,0,0,3.5273089139186204
chr4-g777,chr4,155400000,155600000,0.464325,"Cfap74, 5830444B04Rik, Tmem52, Gnb1, Nadk",5.0,"33921, 20736, 1745, 67909, 27187",67909.0,1745.0,30299.6,27187.0,4,0,0,0,0,3.5922390558179518
chr5-g28,chr5,5600000,5800000,0.4080949999999999,"Cfap69, Steap2, Steap1",3.0,"83251, 29740, 12996",83251.0,12996.0,41995.66666666666,29740.0,5,0,0,0,0,-3.783927523671379
chr5-g47,chr5,9400000,9600000,0.39372,"9330182L06Rik, Grm3",2.0,"197868, 240117",240117.0,197868.0,218992.5,218992.5,5,0,0,0,0,-3.128705092324701
chr5-g48,chr5,9600000,9800000,0.375595,Grm3,1.0,240117,240117.0,240117.0,240117.0,240117.0,5,0,0,0,0,-3.128705092324701
chr5-g65,chr5,13000000,13200000,0.3634649999999999,,,,,,,,5,1,0,0,0,2.863433124931587
chr5-g66,chr5,13200000,13400000,0.362985,Sema3a,1.0,204177,204177.0,204177.0,204177.0,204177.0,5,1,0,0,0,2.863433124931587
chr5-g67,chr5,13400000,13600000,0.35694,Sema3a,1.0,204177,204177.0,204177.0,204177.0,204177.0,5,0,0,0,0,2.863433124931587
chr5-g68,chr5,13600000,13800000,0.384605,"Sema3a, Speer3",2.0,"204177, 5201",204177.0,5201.0,104689.0,104689.0,5,0,0,0,0,2.863433124931587
chr5-g70,chr5,14000000,14200000,0.3729599999999999,Sema3e,1.0,231414,231414.0,231414.0,231414.0,231414.0,5,0,0,0,0,-5.552274898715199
chr5-g71,chr5,14200000,14400000,0.38483,Sema3e,1.0,231414,231414.0,231414.0,231414.0,231414.0,5,0,0,0,0,-5.285898235849509
chr5-g79,chr5,15800000,16000000,0.38728,"4930519H02Rik, Cacna2d1",2.0,"19839, 439821",439821.0,19839.0,229830.0,229830.0,5,0,0,0,0,5.819066456168255
chr5-g80,chr5,16000000,16200000,0.37887,Cacna2d1,1.0,439821,439821.0,439821.0,439821.0,439821.0,5,0,0,0,0,5.819066456168255
chr5-g81,chr5,16200000,16400000,0.37248,Cacna2d1,1.0,439821,439821.0,439821.0,439821.0,439821.0,5,0,0,0,0,5.819066456168255
chr5-g109,chr5,21800000,22000000,0.422365,"Psmc2, Slc26a5, Reln",3.0,"18513, 56604, 460252",460252.0,18513.0,178456.33333333334,56604.0,5,0,0,0,0,6.558790157704235
chr5-g110,chr5,22000000,22200000,0.40584,Reln,1.0,460252,460252.0,460252.0,460252.0,460252.0,5,0,0,0,0,6.558790157704235
chr5-g111,chr5,22200000,22400000,0.413085,Reln,1.0,460252,460252.0,460252.0,460252.0,460252.0,5,0,0,0,0,6.558790157704235
chr5-g113,chr5,22600000,22800000,0.4088299999999999,"Lhfpl3, A930003O13Rik",2.0,"529544, 7974",529544.0,7974.0,268759.0,268759.0,5,0,0,0,0,-4.170424561781795
chr5-g114,chr5,22800000,23000000,0.4003099999999999,Lhfpl3,1.0,529544,529544.0,529544.0,529544.0,529544.0,5,1,0,0,0,-4.170424561781795
chr5-g115,chr5,23000000,23200000,0.413925,Lhfpl3,1.0,529544,529544.0,529544.0,529544.0,529544.0,5,0,0,0,1,-4.170424561781795
chr5-g116,chr5,23200000,23400000,0.4221,Lhfpl3,1.0,529544,529544.0,529544.0,529544.0,529544.0,5,0,0,0,0,-4.170424561781795
chr5-g152,chr5,30400000,30600000,0.4872549999999999,"Otof, 1700001C02Rik, Cib4, Gm9899, Kcnk3",5.0,"94867, 18011, 60253, 14633, 37101",94867.0,14633.0,44973.0,37101.0,5,0,0,0,0,6.703426226763505
chr5-g153,chr5,30600000,30800000,0.481285,"Kcnk3, Slc35f6, Mir5625, Cenpa, Dpysl5",5.0,"37101, 11791, 80, 7952, 87806",87806.0,80.0,28946.0,11791.0,5,0,0,0,0,6.703426226763505
chr5-g184,chr5,36800000,37000000,0.513315,"Man2b2, Ppp2r2c, Ppp2r2cos, Wfs1",4.0,"23837, 86569, 3285, 22879",86569.0,3285.0,34142.5,23358.0,5,0,0,0,0,-3.639641229901181
chr5-g190,chr5,38000000,38200000,0.46585,"Stx18, Nsg1",2.0,"98540, 22551",98540.0,22551.0,60545.5,60545.5,5,0,0,0,0,-2.170370899813331
chr5-g198,chr5,39600000,39800000,0.4039349999999999,"4930513D17Rik, Hs3st1",2.0,"141826, 30697",141826.0,30697.0,86261.5,86261.5,5,0,0,0,0,2.3730095506377302
