200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,Purkinje_pol_ass,Purkinje_spk_ass,Granule_pol_ass,Granule_spk_ass,log2FC_G2P
chr4-g534,chr4,106800000,107000000,0.49491,"Acot11, Ssbp3",2.0,"60453, 138225",138225.0,60453.0,99339.0,99339.0,4,0,0,0,0,3.4938078451317574
chr4-g535,chr4,107000000,107200000,0.487025,"Ssbp3, Cyb5rl, Mrpl37, Cdcp2, Tceanc2, Tmem59",6.0,"138225, 21006, 10993, 10858, 44205, 22367",138225.0,10858.0,41275.66666666666,21686.5,4,0,0,0,0,3.4938078451317574
chr4-g540,chr4,108000000,108200000,0.4609499999999999,"Slc1a7, Podn, Scp2, Mir6397, Echdc2, Zyg11a",6.0,"45124, 17298, 74718, 93, 13872, 36110",74718.0,93.0,31202.5,26704.0,4,0,0,0,0,3.1802552984619794
chr4-g542,chr4,108400000,108600000,0.396585,"Gpx7, Tut4, Prpf38a, Orc1",4.0,"6497, 99990, 14470, 35378",99990.0,6497.0,39083.75,24924.0,4,0,0,0,0,2.039755228151456
chr4-g551,chr4,110200000,110400000,0.4004399999999999,"Elavl4, Agbl4",2.0,"148175, 1259822",1259822.0,148175.0,703998.5,703998.5,4,0,0,0,0,4.673525101132017
chr4-g572,chr4,114400000,114600000,0.4663,Trabd2b,1.0,208375,208375.0,208375.0,208375.0,208375.0,4,0,0,0,0,-6.0902019886010414
chr4-g573,chr4,114600000,114800000,0.46726,Trabd2b,1.0,208375,208375.0,208375.0,208375.0,208375.0,4,0,0,0,0,-6.0902019886010414
chr4-g580,chr4,116000000,116200000,0.458735,"Faah, Nsun4, Uqcrh, Lrrc41, Rad54l, 2510003B16Rik, Lurap1, Pomgnt1, 1700042G07Rik, Tspan1",10.0,"21257, 20805, 8106, 21841, 26736, 15002, 7889, 9327, 926, 5718",26736.0,926.0,13760.7,12164.5,4,1,0,0,0,4.698920845860266
chr4-g581,chr4,116200000,116400000,0.41018,"Pik3r3, Mast2",2.0,"81641, 157461",157461.0,81641.0,119551.0,119551.0,4,0,0,0,0,3.644417629384692
chr4-g582,chr4,116400000,116600000,0.40965,"Mast2, Ipp, Gpbp1l1, Tmem69, Ccdc17, C530005A16Rik",6.0,"157461, 30687, 36245, 4416, 3537, 7898",157461.0,3537.0,40040.66666666666,19292.5,4,0,0,0,0,2.206212190968242
chr4-g583,chr4,116600000,116800000,0.426135,"Ccdc17, Nasp, Akr1a1, Prdx1, AV051173, Ccdc163, Tesk2, Mmachc",8.0,"3537, 26900, 15165, 14402, 1058, 7089, 83294, 5952",83294.0,1058.0,19674.625,10745.5,4,0,0,0,0,2.67390678783134
chr4-g584,chr4,116800000,117000000,0.434095,"Tesk2, Mutyh, Toe1, Hpdl, Zswim5, Hectd3, Urod",7.0,"83294, 11698, 3557, 1602, 111704, 9944, 4449",111704.0,1602.0,32321.14285714286,9944.0,4,0,0,0,0,2.7197473171625943
chr4-g585,chr4,117000000,117200000,0.469835,"Hectd3, Eif2b3, Ptch2, Btbd19, Tctex1d4, Plk3, Snord55, Snord38a, Rps8, Kif2c",10.0,"9944, 53859, 20046, 6508, 1918, 5309, 78, 59, 2297, 22989",53859.0,59.0,12300.7,5908.5,4,0,0,0,0,2.0234118214509333
chr4-g589,chr4,117800000,118000000,0.5048699999999999,"Slc6a9, Ccdc24, B4galt2, Dph2, Atp6v0b, Ipo13, Artn, St3gal3",8.0,"33695, 3211, 10477, 3361, 3000, 20507, 3604, 202794",202794.0,3000.0,35081.125,7040.5,4,0,0,0,0,2.155036624862065
chr4-g595,chr4,119000000,119200000,0.476325,"Gm12866, Slc2a1, Zfp691, Svbp, Ermap",5.0,"14322, 28585, 4678, 5989, 14539",28585.0,4678.0,13622.6,14322.0,4,0,0,0,0,2.532936379935316
chr4-g599,chr4,119800000,120000000,0.47195,Hivep3,1.0,320734,320734.0,320734.0,320734.0,320734.0,4,0,0,0,0,2.493557898816189
chr4-g600,chr4,120000000,120200000,0.501175,"Hivep3, Edn2",2.0,"320734, 6155",320734.0,6155.0,163444.5,163444.5,4,0,0,0,0,2.493557898816189
chr4-g604,chr4,120800000,121000000,0.4513299999999999,"Nfyc, Rims3, Exo5, Zfp69, Mir7015, Smap2",6.0,"74145, 41777, 3804, 21565, 64, 48931",74145.0,64.0,31714.33333333333,31671.0,4,0,0,0,0,6.706067238799018
chr4-g614,chr4,122800000,123000000,0.4493149999999999,"Ppt1, Cap1, Mfsd2a, Mycl",4.0,"22949, 27029, 14338, 6550",27029.0,6550.0,17716.5,18643.5,4,1,0,0,0,2.222568914921878
chr4-g619,chr4,123800000,124000000,0.455245,"Rhbdl2, Rragc, Mycbp",3.0,"42030, 19565, 7238",42030.0,7238.0,22944.33333333333,19565.0,4,1,0,0,0,2.0297747527375987
chr4-g624,chr4,124800000,125000000,0.493285,"Inpp5b, Mtf1, 1110065P20Rik, Yrdc, Maneal, Epha10, 1700125G02Rik, Cdca8, 9930104L06Rik, Rspo1",10.0,"59662, 47252, 1246, 4484, 6933, 5146, 3895, 18453, 7614, 22670",59662.0,1246.0,17735.5,7273.5,4,0,0,0,0,2.318112505386935
chr4-g625,chr4,125000000,125200000,0.486375,"Rspo1, Gnl2, Snip1, Dnali1, Meaf6, Zc3h12a",6.0,"22670, 25369, 7372, 10319, 28105, 9468",28105.0,7372.0,17217.166666666668,16494.5,4,0,0,0,0,2.822723180198911
chr4-g632,chr4,126400000,126600000,0.43462,"Ago3, Ago1, Ago4, Mir7119, Clspn",5.0,"88865, 33571, 43916, 59, 36924",88865.0,59.0,40667.0,36924.0,4,0,0,0,0,1.8849490266427449
chr4-g635,chr4,127000000,127200000,0.44269,"Sfpq, Zmym1, Zmym6, Tmem35b, Dlgap3",5.0,"15714, 14061, 46992, 3618, 64143",64143.0,3618.0,28905.6,15714.0,4,0,0,0,0,8.523332675373581
chr4-g636,chr4,127200000,127400000,0.48767,"Dlgap3, Smim12, Gja4, Gjb3, Gjb5, Gjb4",6.0,"64143, 4026, 2620, 5602, 3356, 2996",64143.0,2620.0,13790.5,3691.0,4,0,0,0,0,8.523332675373581
chr4-g639,chr4,127800000,128000000,0.45963,"CK137956, Csmd2",2.0,"43250, 579613",579613.0,43250.0,311431.5,311431.5,4,0,0,0,0,4.167277763727374
chr4-g640,chr4,128000000,128200000,0.4732049999999999,"Csmd2, Csmd2os",2.0,"579613, 33075",579613.0,33075.0,306344.0,306344.0,4,0,0,0,0,4.167277763727374
chr4-g641,chr4,128200000,128400000,0.485785,"Csmd2, Hmgb4os, Hmgb4",3.0,"579613, 1947, 684",579613.0,684.0,194081.3333333333,1947.0,4,0,0,0,0,4.167277763727374
chr4-g642,chr4,128400000,128600000,0.477885,"Csmd2, Zscan20",2.0,"579613, 26560",579613.0,26560.0,303086.5,303086.5,4,0,0,0,0,4.167277763727374
chr4-g643,chr4,128600000,128800000,0.490245,"Zscan20, Tlr12, Phc2, A3galt2, Zfp362",5.0,"26560, 3174, 98180, 10041, 33028",98180.0,3174.0,34196.6,26560.0,4,0,0,0,0,2.156106885730753
chr4-g644,chr4,128800000,129000000,0.488035,"Zfp362, Trim62, Azin2, Ak2",4.0,"33028, 27283, 30439, 18306",33028.0,18306.0,27264.0,28861.0,4,0,0,0,0,3.890595476321236
chr4-g645,chr4,129000000,129200000,0.47246,"Ak2, Rnf19b, Tmem54, Hpca, Fndc5, S100pbp, Yars",7.0,"18306, 26383, 6097, 10356, 7595, 41726, 29338",41726.0,6097.0,19971.571428571428,18306.0,4,0,0,0,0,-3.155262769019072
chr4-g646,chr4,129200000,129400000,0.4765749999999999,"Yars, C77080, Sync, Rbbp4, Zbtb8os, Zbtb8a, C330020E22Rik",7.0,"29338, 41827, 20939, 28271, 13901, 24397, 16368",41827.0,13901.0,25005.85714285714,24397.0,4,0,0,0,0,2.1564618350515947
chr4-g647,chr4,129400000,129600000,0.475745,"Zbtb8b, Bsdc1, Fam229a, Tssk3, Marcksl1, Hdac1, Lck, Mir8119, Fam167b, Eif3i",10.0,"15054, 26754, 767, 1763, 2401, 26543, 25298, 129, 1766, 8675",26754.0,129.0,10915.0,5538.0,4,0,0,0,0,2.498518508089962
chr4-g648,chr4,129600000,129800000,0.464285,"Eif3i, Tmem234, Dcdc2b, Ccdc28b, Iqcc, Txlna, Kpna6, Mir7016, Tmem39b, Khdrbs1",10.0,"8675, 7850, 6343, 4635, 3477, 14989, 28789, 72, 20494, 28489",28789.0,72.0,12381.3,8262.5,4,0,0,0,0,2.377592848435388
chr4-g649,chr4,129800000,130000000,0.47429,"Ptp4a2, E330017L17Rik, 1700003M07Rik, Adgrb2",4.0,"29296, 2771, 4765, 37556",37556.0,2771.0,18597.0,17030.5,4,0,0,0,0,3.5597395882102725
chr4-g650,chr4,130000000,130200000,0.51783,"Adgrb2, Col16a1, Pef1, Hcrtr1, Tinagl1",5.0,"37556, 51438, 20579, 8946, 9523",51438.0,8946.0,25608.4,20579.0,4,1,0,0,0,3.5597395882102725
chr4-g652,chr4,130500000,130600000,0.31499,Nkain1,1.0,43906,43906.0,43906.0,43906.0,43906.0,4,1,0,0,0,7.761811357352109
chr4-g653,chr4,130625000,130800000,0.4324628571428571,"Pum1, Snord85, Sdc3",3.0,"118246, 65, 33782",118246.0,65.0,50697.66666666666,33782.0,4,0,0,0,0,2.158762495874372
chr4-g654,chr4,130800000,131000000,0.517755,"Sdc3, Laptm5, Matn1",3.0,"33782, 22833, 11092",33782.0,11092.0,22569.0,22833.0,4,0,0,0,0,2.158762495874372
chr4-g659,chr4,131800000,132000000,0.469575,"Ptpru, Mecr, Srsf4, Gm12992, Tmem200b, Epb41",6.0,"69822, 24317, 28064, 20552, 1370, 151888",151888.0,1370.0,49335.5,26190.5,4,0,0,0,0,2.8923141069980693
chr4-g660,chr4,132000000,132200000,0.45374,"Epb41, Oprd1, Ythdf2",3.0,"151888, 33761, 27341",151888.0,27341.0,70996.66666666667,33761.0,4,0,0,0,0,2.868971707053992
chr4-g661,chr4,132200000,132400000,0.4590749999999999,"Ythdf2, Rps15a-ps4, Gmeb1, Taf12, Rnu11, Snhg12, Snora61, Snora44, Snord99, Snora16a, Rab42, Trnau1ap, Rcc1, Snhg3, Phactr4",15.0,"27341, 697, 40525, 18956, 108, 2347, 62, 117, 56, 136, 1163, 17776, 13832, 1754, 66522",66522.0,56.0,12759.466666666667,1754.0,4,0,0,0,0,2.482278281260509
chr4-g665,chr4,133000000,133200000,0.5002150000000001,"Fgr, Ahdc1, Wasf2, Mir7017",4.0,"27788, 66605, 67698, 62",67698.0,62.0,40538.25,47196.5,4,0,0,0,0,3.937897367004208
chr4-g666,chr4,133200000,133400000,0.49115,"Cd164l2, Gpr3, Map3k6, Sytl1, Tmem222, Wdtc1, Slc9a1, Mir5122",8.0,"3746, 3197, 12111, 9998, 11746, 46850, 53968, 89",53968.0,89.0,17713.125,10872.0,4,0,0,0,0,2.887915066321633
chr4-g667,chr4,133400000,133600000,0.500895,"Slc9a1, Tent5b, Trnp1, Kdf1, Nudc, Nr0b2, Gpatch3, Gpn2",8.0,"53968, 7808, 7451, 11828, 13486, 3311, 9498, 7363",53968.0,3311.0,14339.125,8653.0,4,0,0,0,0,3.0371700732239475
chr4-g668,chr4,133600000,133800000,0.474085,"Sfn, Zdhhc18, Pigv, Arid1a, Mir7227",5.0,"1613, 26438, 11742, 77762, 59",77762.0,59.0,23522.8,11742.0,4,0,0,0,0,2.2350075940283607
chr4-g669,chr4,133800000,134000000,0.475445,"Rps6ka1, Hmgn2, Dhdds",3.0,"40507, 3253, 31854",40507.0,3253.0,25204.666666666668,31854.0,4,0,0,0,0,5.060800321068236
chr4-g672,chr4,134400000,134600000,0.50117,"Pafah2, 1700021N21Rik, Stmn1, Paqr7, Aunip, Mtfr1l, Selenon, Mir6403, Man1c1",9.0,"31093, 1407, 5524, 13477, 12924, 9833, 14275, 129, 142601",142601.0,129.0,25695.88888888889,12924.0,4,0,0,0,0,3.684910470311046
chr4-g673,chr4,134600000,134800000,0.508795,"Man1c1, Ldlrap1",2.0,"142601, 22593",142601.0,22593.0,82597.0,82597.0,4,0,0,0,0,7.853822733779444
chr4-g674,chr4,134800000,135000000,0.474295,"Maco1, Rhd, Tmem50a, Rsrp1, Syf2",5.0,"50585, 31637, 17068, 3746, 6558",50585.0,3746.0,21918.8,17068.0,4,0,0,0,0,2.0945704917665875
chr4-g677,chr4,135400000,135600000,0.4953799999999999,"Mir700, Rcan3, Nipal3, Stpg1, Grhl3",5.0,"79, 21497, 46078, 41817, 31745",46078.0,79.0,28243.2,31745.0,4,0,0,0,0,2.919829186668045
chr4-g679,chr4,135800000,136000000,0.4769599999999999,"Myom3, Srsf10, Pnrc2, Cnr2, Fuca1, Hmgcl, Gale, Lypla2, Pithd1",9.0,"55853, 13829, 2921, 25031, 19575, 16221, 4454, 4370, 11643",55853.0,2921.0,17099.666666666668,13829.0,4,0,0,0,0,2.7942259294469878
chr4-g682,chr4,136400000,136600000,0.432815,"Htr1d, Luzp1, Kdm1a",3.0,"19790, 79558, 52191",79558.0,19790.0,50513.0,52191.0,4,0,0,0,0,2.2584508795065705
chr4-g683,chr4,136600000,136800000,0.5101650000000001,"Kdm1a, Lactbl1, Tex46, Ephb2",4.0,"52191, 15490, 2777, 188472",188472.0,2777.0,64732.5,33840.5,4,0,0,0,0,2.5685202671825422
chr4-g684,chr4,136800000,137000000,0.520975,"Ephb2, C1qa, C1qc, C1qb, Epha8, Zbtb40",6.0,"188472, 2929, 3113, 6075, 27398, 68964",188472.0,2929.0,49491.833333333336,16736.5,4,0,0,0,0,2.6805416996835785
chr4-g688,chr4,137600000,137800000,0.50749,"Usp48, Rap1gap, Rap1gapos, Alpl",4.0,"64366, 65136, 9632, 54654",65136.0,9632.0,48447.0,59510.0,4,0,0,0,0,2.4699700537456426
chr4-g691,chr4,138200000,138400000,0.49631,"Eif4g3, Hp1bp3, Sh2d5, Kif17, Ddost, Mir7019, Pink1, Cda, Fam43b",9.0,"213624, 28071, 10558, 39723, 7882, 69, 12887, 29428, 2367",213624.0,69.0,38289.88888888889,12887.0,4,0,0,0,0,-3.4030189259606978
chr4-g692,chr4,138400000,138600000,0.4998849999999999,"Mul1, Camk2n1, Vwa5b1",3.0,"7594, 4979, 55024",55024.0,4979.0,22532.33333333333,7594.0,4,0,0,0,0,5.095932482743841
chr4-g696,chr4,139200000,139400000,0.4993149999999999,"Capzb, Pqlc2, Akr7a5, Mrto4, Emc1, Ubr4",6.0,"97710, 12179, 8043, 5137, 26149, 108874",108874.0,5137.0,43015.333333333336,19164.0,4,0,0,0,0,2.504138492901464
chr4-g697,chr4,139400000,139600000,0.506515,"Ubr4, Iffo2",2.0,"108874, 89835",108874.0,89835.0,99354.5,99354.5,4,0,0,0,0,2.8816831024919334
chr4-g698,chr4,139600000,139800000,0.514765,"Iffo2, Aldh4a1, Mir7020, Tas1r2, Pax7",5.0,"89835, 26798, 70, 16742, 94888",94888.0,70.0,45666.6,26798.0,4,0,0,0,0,2.8816831024919334
chr4-g700,chr4,140000000,140200000,0.51499,"Igsf21, Gm13029",2.0,"219960, 2116",219960.0,2116.0,111038.0,111038.0,4,0,0,0,0,6.613111914238089
chr4-g701,chr4,140200000,140400000,0.5173049999999999,"Igsf21, Gm13016",2.0,"219960, 5602",219960.0,5602.0,112781.0,112781.0,4,0,0,0,0,6.613111914238089
chr4-g702,chr4,140400000,140600000,0.5198100000000001,Arhgef10l,1.0,151421,151421.0,151421.0,151421.0,151421.0,4,0,0,0,0,4.870979166013694
chr4-g703,chr4,140600000,140800000,0.5215,"Arhgef10l, Rcc2, Padi6, Padi4, Padi3",5.0,"151421, 21748, 15289, 28696, 25280",151421.0,15289.0,48486.8,25280.0,4,0,0,0,0,4.870979166013694
chr4-g706,chr4,141200000,141400000,0.520135,"Fbxo42, Cplane2, Arhgef19, Gm13056, Epha2, Fam131c, Clcnka",7.0,"56141, 6159, 14679, 1354, 28164, 15983, 14096",56141.0,1354.0,19510.85714285714,14679.0,4,0,0,0,0,-3.2616794074694955
chr4-g709,chr4,141800000,142000000,0.4959249999999999,"Casp9, Cela2a, Ctrcos, Ctrc, Efhd2, Fhad1, Fhad1os1",7.0,"22367, 11052, 2670, 8120, 16779, 121029, 3806",121029.0,2670.0,26546.14285714286,11052.0,4,0,0,0,0,2.716670150448308
chr4-g710,chr4,142000000,142200000,0.5068999999999999,"Fhad1, 4930455G09Rik, Tmem51, Tmem51os1, Kazn",5.0,"121029, 11098, 53312, 3804, 100162",121029.0,3804.0,57881.0,53312.0,4,0,0,0,0,5.402217853322571
chr4-g739,chr4,147800000,148000000,0.471585,"Zfp984, Rps19-ps3, Zfp933, Fv1, Miip, Mfn2, Plod1, 2510039O18Rik, Nppb",9.0,"55815, 426, 25433, 1380, 7942, 31324, 27024, 6420, 1418",55815.0,426.0,17464.666666666668,7942.0,4,0,0,0,0,2.406026316918156
chr4-g745,chr4,149000000,149200000,0.474165,"Pex14, Dffa, Cenps, Cort, Pgd, Kif1b",6.0,"139309, 13987, 9252, 1730, 16715, 131415",139309.0,1730.0,52068.0,15351.0,4,0,0,0,0,3.525509241291068
chr4-g746,chr4,149200000,149400000,0.44671,"Kif1b, Ube4bos3, Ube4b",3.0,"131415, 1274, 98216",131415.0,1274.0,76968.33333333333,98216.0,4,0,0,0,0,3.525509241291068
chr4-g747,chr4,149400000,149600000,0.47957,"Ube4b, Rbp7, Nmnat1, Lzic, Tmem274, Ctnnbip1, Mir5616, Clstn1",8.0,"98216, 5267, 17642, 11439, 5914, 48197, 60, 62432",98216.0,60.0,31145.875,14540.5,4,0,0,0,0,5.292034252373535
chr4-g748,chr4,149600000,149800000,0.4920899999999999,"Clstn1, Pik3cd, Mir7023, Tmem201, Slc25a33",5.0,"62432, 52462, 64, 13206, 30232",62432.0,64.0,31679.2,30232.0,4,0,0,0,0,4.335003614334557
chr4-g749,chr4,149800000,150000000,0.5043949999999999,"Spsb1, H6pd",2.0,"58723, 29550",58723.0,29550.0,44136.5,44136.5,4,0,0,0,0,-4.441401610712899
chr4-g760,chr4,152000000,152200000,0.5202450000000001,"Klhl21, Zbtb48, Nol9, Tas1r1, Plekhg5, Tnfrsf25, Espn, Hes2, Acot7",9.0,"8787, 7896, 22174, 10577, 18686, 4186, 31514, 3603, 85665",85665.0,3603.0,21454.222222222223,10577.0,4,0,0,0,0,-2.943914490932872
chr4-g761,chr4,152200000,152400000,0.534335,"Acot7, Gpr153, Icmt, Hes3, Rpl22, Rnf207, Chd5, Kcnab2",8.0,"85665, 10976, 9909, 5691, 9647, 11603, 51532, 86806",86806.0,5691.0,33978.625,11289.5,4,0,0,0,0,-3.3797318761325394
chr4-g766,chr4,153200000,153400000,0.490475,Ajap1,1.0,109610,109610.0,109610.0,109610.0,109610.0,4,0,0,0,0,-4.286397991243918
chr4-g767,chr4,153400000,153600000,0.50917,Ajap1,1.0,109610,109610.0,109610.0,109610.0,109610.0,4,0,0,0,0,-4.286397991243918
chr4-g770,chr4,154000000,154200000,0.52111,"Cep104, Lrrc47, Smim1, Ccdc27, Trp73, Wrap73, Megf6, Tprgl",8.0,"31665, 9710, 5575, 16034, 83624, 14447, 105009, 3199",105009.0,3199.0,33657.875,15240.5,4,0,0,0,0,3.314356499275413
chr4-g774,chr4,154800000,155000000,0.517905,"Ttc34, Mmel1, Gm13112, Prxl2b, Tnfrsf14, Pank4, Hes5, Plch2",8.0,"29710, 25946, 9170, 2614, 5868, 16816, 1449, 36314",36314.0,1449.0,15985.875,12993.0,4,0,0,0,0,6.765263897214912
chr4-g775,chr4,155000000,155200000,0.521035,"Plch2, Pex10, Rer1, Morn1, Ski",5.0,"36314, 5377, 12245, 54122, 68461",68461.0,5377.0,35303.8,36314.0,4,0,0,0,0,3.414193845222107
chr4-g776,chr4,155200000,155400000,0.500665,"Ski, Faap20, Prkcz, Gabrd",4.0,"68461, 6722, 101311, 13091",101311.0,6722.0,47396.25,40776.0,4,0,0,0,0,4.154827112253508
chr4-g777,chr4,155400000,155600000,0.464325,"Cfap74, 5830444B04Rik, Tmem52, Gnb1, Nadk",5.0,"33921, 20736, 1745, 67909, 27187",67909.0,1745.0,30299.6,27187.0,4,0,0,0,0,2.9193148226044303
chr4-g778,chr4,155600000,155800000,0.47464,"Cdk11b, Slc35e2, Gm16023, Mib2, Mmp23, Fndc10, Ssu72, Tmem240, Atad3a, Atad3aos, Vwa1, Ankrd65, Tmem88b",13.0,"25081, 21925, 16459, 14783, 2730, 2142, 29059, 5761, 20459, 2369, 6067, 2157, 4284",29059.0,2142.0,11790.46153846154,6067.0,4,0,0,0,0,2.903286287712313
chr4-g779,chr4,155800000,156000000,0.484775,"Mrpl20, Ccnl2, Dvl1, Mxra8, Aurkaip1, Ints11, Cptp, Tas1r3, Acap3, Pusl1, Ube2j2, Gm5801, C1qtnf12, Sdf4, B3galt6",15.0,"5954, 12055, 11902, 4423, 1830, 19537, 4718, 4084, 15377, 2903, 15447, 11349, 4318, 9547, 3213",19537.0,1830.0,8443.8,5954.0,4,0,0,0,0,2.3395586153341834
chr4-g780,chr4,156000000,156200000,0.4871449999999999,"Sdf4, Tnfrsf4, Gm10560, Tnfrsf18, Ttll10, Mir200a, Gm13648, Mir200b, Mir429, 9430015G10Rik, Rnf223, Agrn, Isg15",13.0,"9547, 2895, 2180, 2573, 15981, 90, 7087, 70, 83, 17266, 2903, 32199, 1395",32199.0,70.0,7251.461538461538,2895.0,4,0,0,0,0,2.2136586645912693
chr5-g17,chr5,3400000,3600000,0.433,"Cdk6, Fam133b, 1700109H08Rik, Pex1, Rbm48",5.0,"187113, 26714, 12626, 41165, 12570",187113.0,12570.0,56037.6,26714.0,5,0,0,0,0,2.69077480459122
chr5-g19,chr5,3800000,4000000,0.399905,"Ankib1, Krit1, Lrrd1, Mterf1a, Akap9",5.0,"113126, 41351, 21424, 3353, 152019",152019.0,3353.0,66254.6,41351.0,5,0,0,0,0,2.317283131108528
chr5-g20,chr5,4000000,4200000,0.414065,"Akap9, Cyp51, Mterf1b",3.0,"152019, 24024, 5285",152019.0,5285.0,60442.66666666666,24024.0,5,0,0,0,0,2.293553751649545
chr5-g24,chr5,4800000,5000000,0.41511,Cdk14,1.0,576868,576868.0,576868.0,576868.0,576868.0,5,0,0,0,0,-2.6738542521602944
chr5-g25,chr5,5000000,5200000,0.39274,Cdk14,1.0,576868,576868.0,576868.0,576868.0,576868.0,5,0,0,0,0,-2.6738542521602944
chr5-g26,chr5,5200000,5400000,0.41295,Cdk14,1.0,576868,576868.0,576868.0,576868.0,576868.0,5,0,0,0,0,-2.6738542521602944
chr5-g28,chr5,5600000,5800000,0.4080949999999999,"Cfap69, Steap2, Steap1",3.0,"83251, 29740, 12996",83251.0,12996.0,41995.66666666666,29740.0,5,0,0,0,0,-4.615769595966603
chr5-g40,chr5,8000000,8200000,0.41128,"Sri, Adam22",2.0,"23237, 295814",295814.0,23237.0,159525.5,159525.5,5,0,0,0,0,2.8181208086760665
chr5-g41,chr5,8200000,8400000,0.403865,"Adam22, Dbf4",2.0,"295814, 25748",295814.0,25748.0,160781.0,160781.0,5,0,0,0,0,2.7814558076015605
chr5-g45,chr5,9000000,9200000,0.4116599999999999,"Tmem243, Dmtf1",2.0,"18247, 42909",42909.0,18247.0,30578.0,30578.0,5,0,0,0,0,2.1033070278390724
chr5-g72,chr5,14400000,14600000,0.372605,Pclo,1.0,281125,281125.0,281125.0,281125.0,281125.0,5,0,0,0,0,3.5966970125594844
chr5-g73,chr5,14600000,14800000,0.369535,Pclo,1.0,281125,281125.0,281125.0,281125.0,281125.0,5,0,0,0,0,3.5966970125594844
chr5-g79,chr5,15800000,16000000,0.38728,"4930519H02Rik, Cacna2d1",2.0,"19839, 439821",439821.0,19839.0,229830.0,229830.0,5,0,0,0,0,8.202033951199617
chr5-g80,chr5,16000000,16200000,0.37887,Cacna2d1,1.0,439821,439821.0,439821.0,439821.0,439821.0,5,0,0,0,0,8.202033951199617
chr5-g81,chr5,16200000,16400000,0.37248,Cacna2d1,1.0,439821,439821.0,439821.0,439821.0,439821.0,5,0,0,0,0,8.202033951199617
chr5-g104,chr5,20800000,21000000,0.41158,"Phtf2, Tmem60, Rsbn1l, A630072M18Rik, Ptpn12",5.0,"123461, 4418, 58799, 5410, 69267",123461.0,4418.0,52271.0,58799.0,5,0,0,0,0,3.501004115258166
chr5-g108,chr5,21600000,21800000,0.4347799999999999,"Fbxl13, Armc10, Mir12197, Napepld, Pmpcb, Dnajc2, Psmc2",7.0,"161759, 16694, 57, 38722, 19993, 27889, 18513",161759.0,57.0,40518.142857142855,19993.0,5,0,0,0,0,2.4195711248174083
chr5-g109,chr5,21800000,22000000,0.422365,"Psmc2, Slc26a5, Reln",3.0,"18513, 56604, 460252",460252.0,18513.0,178456.33333333334,56604.0,5,0,1,0,0,8.20983433774318
chr5-g110,chr5,22000000,22200000,0.40584,Reln,1.0,460252,460252.0,460252.0,460252.0,460252.0,5,0,0,0,0,8.20983433774318
chr5-g111,chr5,22200000,22400000,0.413085,Reln,1.0,460252,460252.0,460252.0,460252.0,460252.0,5,0,0,0,0,8.20983433774318
chr5-g113,chr5,22600000,22800000,0.4088299999999999,"Lhfpl3, A930003O13Rik",2.0,"529544, 7974",529544.0,7974.0,268759.0,268759.0,5,0,0,0,0,-2.180447588337672
chr5-g114,chr5,22800000,23000000,0.4003099999999999,Lhfpl3,1.0,529544,529544.0,529544.0,529544.0,529544.0,5,0,0,0,0,-2.180447588337672
chr5-g115,chr5,23000000,23200000,0.413925,Lhfpl3,1.0,529544,529544.0,529544.0,529544.0,529544.0,5,0,0,0,0,-2.180447588337672
chr5-g116,chr5,23200000,23400000,0.4221,Lhfpl3,1.0,529544,529544.0,529544.0,529544.0,529544.0,5,0,0,0,0,-2.180447588337672
chr5-g117,chr5,23400000,23600000,0.412975,"Kmt2e, 5031425E22Rik, Srpk2",3.0,"69770, 2546, 173105",173105.0,2546.0,81807.0,69770.0,5,0,0,0,0,2.227228493855793
chr5-g126,chr5,25200000,25400000,0.408715,"Galntl5, Galnt11, Kmt2c",3.0,"38810, 43047, 226989",226989.0,38810.0,102948.66666666669,43047.0,5,0,0,0,0,2.024070184200659
chr5-g127,chr5,25400000,25600000,0.4148499999999999,"Kmt2c, 4831440E17Rik, Cct8l1, 1700096K18Rik",4.0,"226989, 4677, 1961, 1449",226989.0,1449.0,58769.0,3319.0,5,0,0,0,0,2.024070184200659
chr5-g128,chr5,25600000,25800000,0.449475,"Xrcc2, Actr3b",2.0,"15982, 90719",90719.0,15982.0,53350.5,53350.5,5,0,0,0,0,4.284029403163148
chr5-g134,chr5,26800000,27000000,0.4309949999999999,Dpp6,1.0,910144,910144.0,910144.0,910144.0,910144.0,5,0,0,0,0,5.147080870719893
chr5-g135,chr5,27000000,27200000,0.440275,Dpp6,1.0,910144,910144.0,910144.0,910144.0,910144.0,5,0,0,0,0,5.147080870719893
chr5-g136,chr5,27200000,27400000,0.4367749999999999,Dpp6,1.0,910144,910144.0,910144.0,910144.0,910144.0,5,0,0,0,0,5.147080870719893
chr5-g137,chr5,27400000,27600000,0.43295,"Dpp6, Speer4b",2.0,"910144, 5584",910144.0,5584.0,457864.0,457864.0,5,0,0,0,0,5.147080870719893
chr5-g138,chr5,27600000,27800000,0.46302,"Dpp6, Paxip1",2.0,"910144, 51470",910144.0,51470.0,480807.0,480807.0,5,0,0,0,0,5.147080870719893
chr5-g140,chr5,28000000,28200000,0.4768349999999999,"Insig1, En2",2.0,"7251, 6496",7251.0,6496.0,6873.5,6873.5,5,0,0,0,0,5.579137306134501
