200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,MLI1_pol_ass,MLI1_spk_ass,Bergmann_pol_ass,Bergmann_spk_ass,log2FC_B2M
chr3-g480,chr3,96000000,96200000,0.437735,"Vps45, Otud7b, Mtmr11, Sf3b4, Sv2a, Bola1",6.0,"58624, 56603, 9749, 5059, 13954, 999",58624.0,999.0,24164.666666666668,11851.5,3,0,0,0,0,-4.660625220063854
chr3-g482,chr3,96400000,96600000,0.4642800000000001,"Terc, BC107364, Hjv, Txnip, Gm15441, Ankrd34a, Polr3gl",7.0,"397, 18519, 4032, 3901, 11034, 3143, 16310",18519.0,397.0,8190.857142857143,4032.0,3,0,0,0,0,3.748641457247834
chr3-g488,chr3,97600000,97800000,0.4440849999999999,"Chd1l, Fmo5, Prkab2, Mir7225, Pde4dip",5.0,"49443, 26484, 14856, 54, 198879",198879.0,54.0,57943.2,26484.0,3,0,0,0,0,-3.818506818116781
chr3-g489,chr3,97800000,98000000,0.438765,"Pde4dip, Sec22b, Gm5544",3.0,"198879, 21092, 36846",198879.0,21092.0,85605.66666666667,36846.0,3,0,0,0,0,-3.818506818116781
chr3-g490,chr3,98000000,98200000,0.455415,"Notch2, Adam30",2.0,"136830, 3536",136830.0,3536.0,70183.0,70183.0,3,0,0,0,0,5.624272383238512
chr3-g506,chr3,101200000,101400000,0.463425,"Cd2, Igsf3",2.0,"12032, 85936",85936.0,12032.0,48984.0,48984.0,3,0,0,0,0,-5.584753642362906
chr3-g507,chr3,101400000,101600000,0.481035,"Igsf3, Atp1a1",2.0,"85936, 28489",85936.0,28489.0,57212.5,57212.5,3,0,0,0,0,-5.584753642362906
chr3-g510,chr3,102000000,102200000,0.457565,"Nhlh2, Casq2, Vangl1",3.0,"5348, 60098, 48794",60098.0,5348.0,38080.0,48794.0,3,0,0,0,0,5.580591762786358
chr3-g511,chr3,102200000,102400000,0.440985,"Vangl1, A230001M10Rik",2.0,"48794, 26367",48794.0,26367.0,37580.5,37580.5,3,0,0,0,0,5.580591762786358
chr3-g527,chr3,105400000,105600000,0.46678,"Kcnd3os, Kcnd3",2.0,"4766, 222113",222113.0,4766.0,113439.5,113439.5,3,0,0,0,0,-3.586780046341282
chr3-g528,chr3,105600000,105800000,0.430735,"Kcnd3, Ddx20, Inka2, Rap1a",4.0,"222113, 9110, 16244, 74122",222113.0,9110.0,80397.25,45183.0,3,0,0,0,0,-3.586780046341282
chr3-g535,chr3,107000000,107200000,0.43745,"Kcna3, AI504432, Kcna2, Kcna10",4.0,"1968, 14819, 13439, 12579",14819.0,1968.0,10701.25,13009.0,3,0,0,0,0,-4.621127998697837
chr3-g537,chr3,107400000,107600000,0.4832349999999999,"Kcnc4, Slc6a17, Ubl4b, Alx3",4.0,"20598, 50471, 1376, 10845",50471.0,1376.0,20822.5,15721.5,3,0,0,0,0,-6.376969378254601
chr3-g542,chr3,108400000,108600000,0.4647450000000001,"Celsr2, Sars, 5330417C22Rik, 1700013F07Rik, Taf13, Tmem167b, Scarna2, Wdr47",8.0,"24732, 20396, 80863, 7114, 10370, 6042, 61, 53987",80863.0,61.0,25445.625,15383.0,3,0,0,0,0,-3.0554310914418146
chr3-g546,chr3,109200000,109400000,0.4200049999999999,Vav3,1.0,345012,345012.0,345012.0,345012.0,345012.0,3,0,0,0,0,-5.915012083599719
chr3-g547,chr3,109400000,109600000,0.403925,Vav3,1.0,345012,345012.0,345012.0,345012.0,345012.0,3,0,0,0,0,-5.915012083599719
chr3-g548,chr3,109600000,109800000,0.399535,"Vav3, Ntng1",2.0,"345012, 363423",363423.0,345012.0,354217.5,354217.5,3,0,0,0,0,-5.915012083599719
chr3-g574,chr3,114800000,115000000,0.3662399999999999,Olfm3,1.0,221687,221687.0,221687.0,221687.0,221687.0,3,0,0,0,0,-4.909446161220376
chr3-g575,chr3,115000000,115200000,0.370175,Olfm3,1.0,221687,221687.0,221687.0,221687.0,221687.0,3,0,0,0,0,-4.909446161220376
chr3-g578,chr3,115600000,115800000,0.422295,S1pr1,1.0,4623,4623.0,4623.0,4623.0,4623.0,3,0,0,0,0,6.889887799890132
chr3-g581,chr3,116200000,116400000,0.43228,"Gpr88, Cdc14a",2.0,"3831, 151480",151480.0,3831.0,77655.5,77655.5,3,0,0,0,0,3.5382822237872853
chr3-g582,chr3,116400000,116600000,0.43372,"Cdc14a, Rtca, Dbt, Lrrc39, Sass6, Trmt13",6.0,"151480, 19212, 36912, 10140, 36029, 33860",151480.0,10140.0,47938.833333333336,34944.5,3,0,0,0,0,3.5382822237872853
chr3-g586,chr3,117200000,117400000,0.3998999999999999,Plppr4,1.0,41731,41731.0,41731.0,41731.0,41731.0,3,0,0,0,0,-3.7731055658758894
chr3-g607,chr3,121400000,121600000,0.4576249999999999,"Cnn3, Slc44a3",2.0,"31665, 72817",72817.0,31665.0,52241.0,52241.0,3,0,0,0,0,4.030612171295634
chr3-g608,chr3,121600000,121800000,0.4357499999999999,"A730020M07Rik, 4930432M17Rik, F3, Abcd3",4.0,"9328, 12220, 11516, 56399",56399.0,9328.0,22365.75,11868.0,3,0,0,0,0,6.965845405096204
chr3-g612,chr3,122400000,122600000,0.440455,"Bcar3, Mir7657, Fnbp1l",3.0,"110435, 57, 80996",110435.0,57.0,63829.333333333336,80996.0,3,0,0,0,0,4.796007605349125
chr3-g613,chr3,122600000,122800000,0.412965,"Fnbp1l, Pde5a, 4930447N08Rik",3.0,"80996, 130217, 6890",130217.0,6890.0,72701.0,80996.0,3,0,0,0,0,-3.908849559016738
chr3-g614,chr3,122800000,123000000,0.40897,"Pde5a, 4930447N08Rik, Fabp2, 4933405D12Rik, 1810037I17Rik, Usp53",6.0,"130217, 6890, 4435, 41525, 1798, 50847",130217.0,1798.0,39285.333333333336,24207.5,3,0,0,0,0,-3.908849559016738
chr3-g615,chr3,123000000,123200000,0.42694,"Myoz2, Synpo2",2.0,"28782, 159631",159631.0,28782.0,94206.5,94206.5,3,0,0,0,0,3.949011768843544
chr3-g616,chr3,123200000,123400000,0.4259,"Synpo2, Sec24d, Mettl14",3.0,"159631, 98141, 17696",159631.0,17696.0,91822.66666666669,98141.0,3,0,0,0,0,3.949011768843544
chr3-g653,chr3,130600000,130800000,0.433135,"Etnppl, Ostc, Rpl34-ps1, Rpl34",4.0,"18303, 13528, 3493, 3572",18303.0,3493.0,9724.0,8550.0,3,0,0,0,0,7.324632461609247
chr3-g707,chr3,141400000,141600000,0.37634,Unc5c,1.0,369361,369361.0,369361.0,369361.0,369361.0,3,0,0,0,0,-5.682133428647298
chr3-g708,chr3,141600000,141800000,0.37937,Unc5c,1.0,369361,369361.0,369361.0,369361.0,369361.0,3,0,0,0,0,-5.682133428647298
chr3-g709,chr3,141800000,142000000,0.39232,"Unc5c, Bmpr1b",2.0,"369361, 332290",369361.0,332290.0,350825.5,350825.5,3,0,0,0,0,-3.824054185079564
chr3-g710,chr3,142000000,142200000,0.39979,Bmpr1b,1.0,332290,332290.0,332290.0,332290.0,332290.0,3,0,0,0,0,5.276061483234029
chr3-g711,chr3,142200000,142400000,0.390445,Pdlim5,1.0,156112,156112.0,156112.0,156112.0,156112.0,3,0,0,0,0,6.571607723031175
chr3-g729,chr3,145800000,146000000,0.44777,"Ddah1, Bcl10, 2410004B18Rik, Syde2",4.0,"135586, 10103, 6816, 33851",135586.0,6816.0,46589.0,21977.0,3,0,0,0,0,3.274343232108819
chr3-g730,chr3,146000000,146200000,0.4558399999999999,"Syde2, Wdr63, Mcoln3, Mcoln2",4.0,"33851, 67511, 18856, 45679",67511.0,18856.0,41474.25,39765.0,3,0,0,0,0,3.274343232108819
chr3-g734,chr3,146800000,147000000,0.41723,"Prkacb, Ttll7",2.0,"83368, 131642",131642.0,83368.0,107505.0,107505.0,3,0,0,0,0,-3.038145705005316
chr3-g764,chr3,152800000,153000000,0.45507,St6galnac5,1.0,162326,162326.0,162326.0,162326.0,162326.0,3,1,0,0,0,3.9765040967288505
chr3-g790,chr3,158000000,158200000,0.393355,"Ankrd13c, Srsf11, Lrrc40, Lrrc7",4.0,"61035, 26167, 30409, 494576",494576.0,26167.0,153046.75,45722.0,3,0,0,0,0,-7.800326053887237
chr3-g791,chr3,158200000,158400000,0.37515,Lrrc7,1.0,494576,494576.0,494576.0,494576.0,494576.0,3,0,0,0,0,-7.800326053887237
chr3-g792,chr3,158400000,158600000,0.374515,Lrrc7,1.0,494576,494576.0,494576.0,494576.0,494576.0,3,0,0,0,0,-7.800326053887237
chr4-g46,chr4,9200000,9400000,0.412645,Clvs1,1.0,182375,182375.0,182375.0,182375.0,182375.0,4,0,0,0,0,-6.468911913523066
chr4-g47,chr4,9400000,9600000,0.41943,"Clvs1, Asph",2.0,"182375, 220260",220260.0,182375.0,201317.5,201317.5,4,0,0,0,0,-6.468911913523066
chr4-g89,chr4,17800000,18000000,0.364945,Mmp16,1.0,265277,265277.0,265277.0,265277.0,265277.0,4,0,0,0,0,-3.710085727815265
chr4-g90,chr4,18000000,18200000,0.361695,Mmp16,1.0,265277,265277.0,265277.0,265277.0,265277.0,4,0,0,0,0,-3.710085727815265
chr4-g144,chr4,28800000,29000000,0.36539,Epha7,1.0,154373,154373.0,154373.0,154373.0,154373.0,4,0,0,0,0,-3.7028660383600536
chr4-g164,chr4,32800000,33000000,0.4635149999999999,"Lyrm2, Ankrd6, Rragd",3.0,"1996, 146792, 38888",146792.0,1996.0,62558.66666666666,38888.0,4,0,0,0,0,-5.187015455057388
chr4-g165,chr4,33000000,33200000,0.44704,"Rragd, Ube2j1, 4933421O10Rik, Gabrr2, Gabrr1, Pm20d2",6.0,"38888, 20988, 4185, 32754, 31033, 19332",38888.0,4185.0,24530.0,26010.5,4,1,0,0,0,-5.187015455057388
chr4-g169,chr4,33800000,34000000,0.4098149999999999,Cnr1,1.0,24188,24188.0,24188.0,24188.0,24188.0,4,1,0,0,0,-5.773993689773736
chr4-g174,chr4,34800000,35000000,0.421535,"Zfp292, Cga, Platr9, Mob3b",4.0,"79839, 13596, 1693, 208411",208411.0,1693.0,75884.75,46717.5,4,0,0,0,0,5.089712178998789
chr4-g175,chr4,35000000,35200000,0.43854,"Mob3b, Ifnk, C9orf72",3.0,"208411, 1965, 34552",208411.0,1965.0,81642.66666666667,34552.0,4,0,0,0,0,5.089712178998789
chr4-g178,chr4,35600000,35800000,0.3861,Lingo2,1.0,1245097,1245097.0,1245097.0,1245097.0,1245097.0,4,0,0,0,0,-4.018382643516093
chr4-g179,chr4,35800000,36000000,0.379185,Lingo2,1.0,1245097,1245097.0,1245097.0,1245097.0,1245097.0,4,0,0,0,0,-4.018382643516093
chr4-g180,chr4,36000000,36200000,0.370935,Lingo2,1.0,1245097,1245097.0,1245097.0,1245097.0,1245097.0,4,0,0,0,0,-4.018382643516093
chr4-g181,chr4,36200000,36400000,0.3719449999999999,Lingo2,1.0,1245097,1245097.0,1245097.0,1245097.0,1245097.0,4,0,0,0,0,-4.018382643516093
chr4-g182,chr4,36400000,36600000,0.36302,Lingo2,1.0,1245097,1245097.0,1245097.0,1245097.0,1245097.0,4,0,0,0,0,-4.018382643516093
chr4-g183,chr4,36600000,36800000,0.3622749999999999,"Lingo2, Mir876, Mir873b, Mir873a",4.0,"1245097, 81, 77, 77",1245097.0,77.0,311333.0,79.0,4,0,0,0,0,-4.018382643516093
chr4-g184,chr4,36800000,37000000,0.36374,"Lingo2, Gm12371",2.0,"1245097, 35058",1245097.0,35058.0,640077.5,640077.5,4,0,0,0,0,-4.018382643516093
chr4-g214,chr4,42800000,43000000,0.456805,"4930578G10Rik, Fam205a1, Fam205c, Phf24, Dnajb5, 1700022I11Rik, Vcp",7.0,"201517, 5818, 6232, 27508, 9559, 4380, 20544",201517.0,4380.0,39365.42857142857,9559.0,4,0,0,0,0,-3.6585549794733487
chr4-g225,chr4,45000000,45200000,0.4666949999999999,"Zbtb5, Polr1e, Fbxo10, Tomm5, Frmpd1",5.0,"21170, 15671, 50357, 2904, 101031",101031.0,2904.0,38226.6,21170.0,4,0,0,0,0,7.223978378216746
chr4-g226,chr4,45200000,45400000,0.442075,"Frmpd1, Frmpd1os, Trmt10b, Exosc3, Dcaf10, Slc25a51",6.0,"101031, 9268, 18964, 4004, 37622, 12843",101031.0,4004.0,30622.0,15903.5,4,0,0,0,0,7.223978378216746
chr4-g265,chr4,53000000,53200000,0.437365,"Nipsnap3a, Nipsnap3b, Abca1",3.0,"11571, 10181, 129107",129107.0,10181.0,50286.333333333336,11571.0,4,0,0,0,0,4.129752383398293
chr4-g292,chr4,58400000,58600000,0.421105,"Mir3095, Lpar1",2.0,"87, 118240",118240.0,87.0,59163.5,59163.5,4,0,0,0,0,4.0056545472913525
chr4-g314,chr4,62800000,63000000,0.4409649999999999,Zfp618,1.0,174140,174140.0,174140.0,174140.0,174140.0,4,0,0,0,0,-3.886151199277813
chr4-g315,chr4,63000000,63200000,0.4770799999999999,"Zfp618, Ambp, Kif12",3.0,"174140, 10898, 6502",174140.0,6502.0,63846.66666666666,10898.0,4,0,0,1,0,-3.886151199277813
chr4-g343,chr4,68600000,68800000,0.37982,Brinp1,1.0,193026,193026.0,193026.0,193026.0,193026.0,4,0,0,0,0,-3.1004079524672177
chr4-g344,chr4,68800000,69000000,0.385525,Brinp1,1.0,193026,193026.0,193026.0,193026.0,193026.0,4,0,0,0,0,-3.1004079524672177
chr4-g370,chr4,74000000,74200000,0.38076,Frmd3,1.0,188612,188612.0,188612.0,188612.0,188612.0,4,0,0,0,0,-4.9047731083483885
chr4-g371,chr4,74200000,74400000,0.391155,"Frmd3, Kdm4c",2.0,"188612, 163368",188612.0,163368.0,175990.0,175990.0,4,0,0,0,0,-4.9047731083483885
chr4-g379,chr4,75800000,76000000,0.38672,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,1,3.088514895434885
chr4-g380,chr4,76000000,76200000,0.37205,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,1,3.088514895434885
chr4-g381,chr4,76200000,76400000,0.3811299999999999,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,1,3.088514895434885
chr4-g382,chr4,76400000,76600000,0.3864199999999999,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,3.088514895434885
chr4-g383,chr4,76600000,76800000,0.3697749999999999,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,1,3.088514895434885
chr4-g384,chr4,76800000,77000000,0.36747,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,3.088514895434885
chr4-g385,chr4,77000000,77200000,0.367905,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,3.088514895434885
chr4-g386,chr4,77200000,77400000,0.367525,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,1,3.088514895434885
chr4-g387,chr4,77400000,77600000,0.3736899999999999,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,3.088514895434885
chr4-g388,chr4,77600000,77800000,0.364365,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,3.088514895434885
chr4-g389,chr4,77800000,78000000,0.35579,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,3.088514895434885
chr4-g390,chr4,78000000,78200000,0.361115,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,3.088514895434885
chr4-g391,chr4,78200000,78400000,0.36943,Ptprd,1.0,2270504,2270504.0,2270504.0,2270504.0,2270504.0,4,0,0,0,0,3.088514895434885
chr4-g412,chr4,82400000,82600000,0.4229799999999999,"Nfib, Gm11266",2.0,"215607, 39304",215607.0,39304.0,127455.5,127455.5,4,0,0,0,0,4.20182679595478
chr4-g434,chr4,86800000,87000000,0.431575,"Dennd4c, Acer2, Rps6, Slc24a2",4.0,"102048, 46470, 3269, 247415",247415.0,3269.0,99800.5,74259.0,4,0,0,0,0,-9.79348900386746
chr4-g435,chr4,87000000,87200000,0.427095,Slc24a2,1.0,247415,247415.0,247415.0,247415.0,247415.0,4,0,0,0,0,-9.79348900386746
chr4-g436,chr4,87200000,87400000,0.408255,Slc24a2,1.0,247415,247415.0,247415.0,247415.0,247415.0,4,0,0,0,0,-9.79348900386746
chr4-g456,chr4,91200000,91400000,0.4053299999999999,"Elavl2, Mir6402",2.0,"149314, 80",149314.0,80.0,74697.0,74697.0,4,0,0,0,0,-4.3712536732727605
chr4-g457,chr4,91400000,91600000,0.3861799999999999,Elavl2,1.0,149314,149314.0,149314.0,149314.0,149314.0,4,0,0,0,0,-4.3712536732727605
chr4-g479,chr4,95800000,96000000,0.406595,"Fggy, Hook1, 9530080O11Rik",3.0,"369433, 56896, 7945",369433.0,7945.0,144758.0,56896.0,4,0,0,0,0,-5.760335897532604
chr4-g480,chr4,96000000,96200000,0.3940749999999999,"Hook1, Cyp2j13, Cyp2j12",3.0,"56896, 33091, 41837",56896.0,33091.0,43941.333333333336,41837.0,4,0,0,0,0,-5.760335897532604
chr4-g482,chr4,96400000,96600000,0.385105,"Cyp2j8, Cyp2j6, Cyp2j9",3.0,"63448, 37514, 23057",63448.0,23057.0,41339.66666666666,37514.0,4,0,0,0,0,6.900600118097545
chr4-g507,chr4,101400000,101600000,0.4431549999999999,"Ak4, Dnajc6",2.0,"48451, 146152",146152.0,48451.0,97301.5,97301.5,4,0,0,0,0,-3.891467418410682
chr4-g508,chr4,101600000,101800000,0.41788,"Dnajc6, Leprot, Lepr",3.0,"146152, 11576, 95762",146152.0,11576.0,84496.66666666667,95762.0,4,0,0,0,0,-3.891467418410682
chr4-g518,chr4,103600000,103800000,0.4321799999999999,Dab1,1.0,1125344,1125344.0,1125344.0,1125344.0,1125344.0,4,0,0,0,0,-5.65909934453116
chr4-g519,chr4,103800000,104000000,0.421705,Dab1,1.0,1125344,1125344.0,1125344.0,1125344.0,1125344.0,4,0,0,0,0,-5.65909934453116
chr4-g520,chr4,104000000,104200000,0.4132949999999999,Dab1,1.0,1125344,1125344.0,1125344.0,1125344.0,1125344.0,4,0,0,0,0,-5.65909934453116
chr4-g521,chr4,104200000,104400000,0.42421,Dab1,1.0,1125344,1125344.0,1125344.0,1125344.0,1125344.0,4,0,0,0,0,-5.65909934453116
chr4-g522,chr4,104400000,104600000,0.436875,Dab1,1.0,1125344,1125344.0,1125344.0,1125344.0,1125344.0,4,0,0,0,0,-5.65909934453116
chr4-g523,chr4,104600000,104800000,0.442415,"Dab1, C8b",2.0,"1125344, 38232",1125344.0,38232.0,581788.0,581788.0,4,0,0,0,0,-5.65909934453116
chr4-g525,chr4,105000000,105200000,0.42274,"Fyb2, Prkaa2, Plpp3",3.0,"103299, 80249, 75421",103299.0,75421.0,86323.0,80249.0,4,0,0,0,0,7.346257538144358
chr4-g526,chr4,105200000,105400000,0.451075,Plpp3,1.0,75421,75421.0,75421.0,75421.0,75421.0,4,0,0,0,0,7.346257538144358
chr4-g533,chr4,106600000,106800000,0.497305,"Lexm, Ttc22, Pars2, Ttc4, Mroh7, Fam151a, Acot11",7.0,"26330, 17742, 4214, 17137, 47514, 14378, 60453",60453.0,4214.0,26824.0,17742.0,4,0,0,0,0,5.597209974027276
chr4-g534,chr4,106800000,107000000,0.49491,"Acot11, Ssbp3",2.0,"60453, 138225",138225.0,60453.0,99339.0,99339.0,4,0,0,0,0,5.597209974027276
chr4-g540,chr4,108000000,108200000,0.4609499999999999,"Slc1a7, Podn, Scp2, Mir6397, Echdc2, Zyg11a",6.0,"45124, 17298, 74718, 93, 13872, 36110",74718.0,93.0,31202.5,26704.0,4,0,0,0,0,-4.026774996254205
chr4-g544,chr4,108800000,109000000,0.43535,"Btf3l4, Kti12, Txndc12, Rab3b, 8030443G20Rik",5.0,"20008, 1556, 27442, 64255, 29235",64255.0,1556.0,28499.2,27442.0,4,0,0,0,0,-4.173386795704655
chr4-g551,chr4,110200000,110400000,0.4004399999999999,"Elavl4, Agbl4",2.0,"148175, 1259822",1259822.0,148175.0,703998.5,703998.5,4,0,0,0,0,-4.946694488810386
chr4-g558,chr4,111600000,111800000,0.4093799999999999,"Agbl4, Spata6",2.0,"1259822, 109131",1259822.0,109131.0,684476.5,684476.5,4,0,0,0,0,3.5005964215560987
chr4-g559,chr4,111800000,112000000,0.398525,"Spata6, Slc5a9, Skint8, Skint7",4.0,"109131, 27420, 30802, 15295",109131.0,15295.0,45662.0,29111.0,4,0,0,0,0,3.5005964215560987
chr4-g579,chr4,115800000,116000000,0.4830849999999999,"Atpaf1, Mknk1, Mob3c, Kncn, 6430628N08Rik, Dmbx1, Faah",7.0,"27096, 40059, 8106, 3483, 8563, 24808, 21257",40059.0,3483.0,19053.14285714286,21257.0,4,0,0,0,0,-4.1414809219158775
chr4-g580,chr4,116000000,116200000,0.458735,"Faah, Nsun4, Uqcrh, Lrrc41, Rad54l, 2510003B16Rik, Lurap1, Pomgnt1, 1700042G07Rik, Tspan1",10.0,"21257, 20805, 8106, 21841, 26736, 15002, 7889, 9327, 926, 5718",26736.0,926.0,13760.7,12164.5,4,0,0,0,0,-4.1414809219158775
chr4-g583,chr4,116600000,116800000,0.426135,"Ccdc17, Nasp, Akr1a1, Prdx1, AV051173, Ccdc163, Tesk2, Mmachc",8.0,"3537, 26900, 15165, 14402, 1058, 7089, 83294, 5952",83294.0,1058.0,19674.625,10745.5,4,0,0,0,0,4.2398448948386624
chr4-g584,chr4,116800000,117000000,0.434095,"Tesk2, Mutyh, Toe1, Hpdl, Zswim5, Hectd3, Urod",7.0,"83294, 11698, 3557, 1602, 111704, 9944, 4449",111704.0,1602.0,32321.14285714286,9944.0,4,0,0,0,0,4.2398448948386624
chr4-g603,chr4,120600000,120800000,0.4777,"Gm8439, Cited4, Kcnq4, Mir30f, Mir30c-1, Mir30e, Nfyc",7.0,"20928, 1258, 51262, 92, 89, 92, 74145",74145.0,89.0,21123.714285714286,1258.0,4,0,0,0,0,4.087118008613842
chr4-g624,chr4,124800000,125000000,0.493285,"Inpp5b, Mtf1, 1110065P20Rik, Yrdc, Maneal, Epha10, 1700125G02Rik, Cdca8, 9930104L06Rik, Rspo1",10.0,"59662, 47252, 1246, 4484, 6933, 5146, 3895, 18453, 7614, 22670",59662.0,1246.0,17735.5,7273.5,4,0,0,0,0,-4.5104360171158495
chr4-g627,chr4,125400000,125600000,0.50773,"Grik3, Mir692-2, Mir692-3",3.0,"223478, 109, 109",223478.0,109.0,74565.33333333333,109.0,4,0,0,0,0,-5.886700494508212
chr4-g628,chr4,125600000,125800000,0.49095,Grik3,1.0,223478,223478.0,223478.0,223478.0,223478.0,4,0,0,0,0,-5.886700494508212
chr4-g635,chr4,127000000,127200000,0.44269,"Sfpq, Zmym1, Zmym6, Tmem35b, Dlgap3",5.0,"15714, 14061, 46992, 3618, 64143",64143.0,3618.0,28905.6,15714.0,4,0,0,0,0,-5.948693729445655
chr4-g636,chr4,127200000,127400000,0.48767,"Dlgap3, Smim12, Gja4, Gjb3, Gjb5, Gjb4",6.0,"64143, 4026, 2620, 5602, 3356, 2996",64143.0,2620.0,13790.5,3691.0,4,0,0,0,0,-5.948693729445655
chr4-g644,chr4,128800000,129000000,0.488035,"Zfp362, Trim62, Azin2, Ak2",4.0,"33028, 27283, 30439, 18306",33028.0,18306.0,27264.0,28861.0,4,0,0,1,0,-2.7203329797098914
chr4-g645,chr4,129000000,129200000,0.47246,"Ak2, Rnf19b, Tmem54, Hpca, Fndc5, S100pbp, Yars",7.0,"18306, 26383, 6097, 10356, 7595, 41726, 29338",41726.0,6097.0,19971.571428571428,18306.0,4,0,0,1,0,-3.59904101788034
chr4-g651,chr4,130200000,130400000,0.460995,"Ldc1, Serinc2, Fabp3, Zcchc17, Snrnp40",5.0,"13187, 22090, 6726, 44610, 29899",44610.0,6726.0,23302.4,22090.0,4,0,0,1,0,-5.9176931254082055
chr4-g652,chr4,130500000,130600000,0.31499,Nkain1,1.0,43906,43906.0,43906.0,43906.0,43906.0,4,0,0,1,0,-7.100397389930893
chr4-g659,chr4,131800000,132000000,0.469575,"Ptpru, Mecr, Srsf4, Gm12992, Tmem200b, Epb41",6.0,"69822, 24317, 28064, 20552, 1370, 151888",151888.0,1370.0,49335.5,26190.5,4,0,0,0,0,-4.83210889500954
chr4-g660,chr4,132000000,132200000,0.45374,"Epb41, Oprd1, Ythdf2",3.0,"151888, 33761, 27341",151888.0,27341.0,70996.66666666667,33761.0,4,0,0,0,0,-4.83210889500954
chr4-g667,chr4,133400000,133600000,0.500895,"Slc9a1, Tent5b, Trnp1, Kdf1, Nudc, Nr0b2, Gpatch3, Gpn2",8.0,"53968, 7808, 7451, 11828, 13486, 3311, 9498, 7363",53968.0,3311.0,14339.125,8653.0,4,0,0,0,0,-3.1203293372038354
chr4-g672,chr4,134400000,134600000,0.50117,"Pafah2, 1700021N21Rik, Stmn1, Paqr7, Aunip, Mtfr1l, Selenon, Mir6403, Man1c1",9.0,"31093, 1407, 5524, 13477, 12924, 9833, 14275, 129, 142601",142601.0,129.0,25695.88888888889,12924.0,4,0,0,0,0,4.8492104477881375
chr4-g673,chr4,134600000,134800000,0.508795,"Man1c1, Ldlrap1",2.0,"142601, 22593",142601.0,22593.0,82597.0,82597.0,4,0,0,0,0,4.8492104477881375
chr4-g680,chr4,136000000,136200000,0.48376,"Eloa, Rpl11, Id3, E2f2",4.0,"18280, 4040, 1571, 23783",23783.0,1571.0,11918.5,11160.0,4,0,0,0,0,3.65655209034361
chr4-g682,chr4,136400000,136600000,0.432815,"Htr1d, Luzp1, Kdm1a",3.0,"19790, 79558, 52191",79558.0,19790.0,50513.0,52191.0,4,0,0,0,0,-3.2225607450477622
chr4-g683,chr4,136600000,136800000,0.5101650000000001,"Kdm1a, Lactbl1, Tex46, Ephb2",4.0,"52191, 15490, 2777, 188472",188472.0,2777.0,64732.5,33840.5,4,0,0,0,0,-4.966965784332271
chr4-g684,chr4,136800000,137000000,0.520975,"Ephb2, C1qa, C1qc, C1qb, Epha8, Zbtb40",6.0,"188472, 2929, 3113, 6075, 27398, 68964",188472.0,2929.0,49491.833333333336,16736.5,4,0,0,0,0,-5.241440089995087
chr4-g688,chr4,137600000,137800000,0.50749,"Usp48, Rap1gap, Rap1gapos, Alpl",4.0,"64366, 65136, 9632, 54654",65136.0,9632.0,48447.0,59510.0,4,0,0,0,0,-3.9361079305796633
chr4-g697,chr4,139400000,139600000,0.506515,"Ubr4, Iffo2",2.0,"108874, 89835",108874.0,89835.0,99354.5,99354.5,4,0,0,0,0,-4.164044354895286
chr4-g698,chr4,139600000,139800000,0.514765,"Iffo2, Aldh4a1, Mir7020, Tas1r2, Pax7",5.0,"89835, 26798, 70, 16742, 94888",94888.0,70.0,45666.6,26798.0,4,0,0,0,0,-4.164044354895286
chr4-g709,chr4,141800000,142000000,0.4959249999999999,"Casp9, Cela2a, Ctrcos, Ctrc, Efhd2, Fhad1, Fhad1os1",7.0,"22367, 11052, 2670, 8120, 16779, 121029, 3806",121029.0,2670.0,26546.14285714286,11052.0,4,0,0,0,0,5.528016909769844
chr4-g710,chr4,142000000,142200000,0.5068999999999999,"Fhad1, 4930455G09Rik, Tmem51, Tmem51os1, Kazn",5.0,"121029, 11098, 53312, 3804, 100162",121029.0,3804.0,57881.0,53312.0,4,0,0,0,0,3.4208574722887715
chr4-g711,chr4,142200000,142400000,0.49238,Kazn,1.0,100162,100162.0,100162.0,100162.0,100162.0,4,0,0,0,0,3.4208574722887715
