200kb name,chrom,start,end,H4K20me3_cat5
chr12-g163,chr12,32600000,32800000,0
chr12-g164,chr12,32800000,33000000,0
chr12-g165,chr12,33000000,33200000,0
chr12-g166,chr12,33200000,33400000,0
chr12-g167,chr12,33400000,33600000,0
chr12-g168,chr12,33600000,33800000,0
chr12-g169,chr12,33800000,34000000,0
chr12-g170,chr12,34000000,34200000,0
chr12-g171,chr12,34200000,34400000,0
chr12-g172,chr12,34400000,34600000,0
chr12-g173,chr12,34600000,34800000,0
chr12-g174,chr12,34800000,35000000,0
chr12-g175,chr12,35000000,35200000,0
chr12-g176,chr12,35200000,35400000,0
chr12-g177,chr12,35400000,35600000,0
chr12-g178,chr12,35600000,35800000,0
chr12-g179,chr12,35800000,36000000,0
chr12-g180,chr12,36000000,36200000,0
chr12-g181,chr12,36200000,36400000,0
chr12-g182,chr12,36400000,36600000,0
chr12-g183,chr12,36600000,36800000,0
chr12-g184,chr12,36800000,37000000,0
chr12-g185,chr12,37000000,37200000,0
chr12-g186,chr12,37200000,37400000,0
chr12-g187,chr12,37400000,37600000,0
chr12-g188,chr12,37600000,37800000,0
chr12-g189,chr12,37800000,38000000,0
chr12-g190,chr12,38000000,38200000,0
chr12-g191,chr12,38200000,38400000,0
chr12-g192,chr12,38400000,38600000,0
chr12-g193,chr12,38600000,38800000,0
chr12-g194,chr12,38800000,39000000,0
chr12-g195,chr12,39000000,39200000,0
chr12-g196,chr12,39200000,39400000,0
chr12-g197,chr12,39400000,39600000,0
chr12-g198,chr12,39600000,39800000,0
chr12-g199,chr12,39800000,40000000,0
chr12-g200,chr12,40000000,40200000,0
chr12-g201,chr12,40200000,40400000,0
chr12-g202,chr12,40400000,40600000,0
chr12-g203,chr12,40600000,40800000,0
chr12-g204,chr12,40800000,41000000,0
chr12-g205,chr12,41000000,41200000,0
chr12-g206,chr12,41200000,41400000,0
chr12-g207,chr12,41400000,41600000,0
chr12-g208,chr12,41600000,41800000,0
chr12-g209,chr12,41800000,42000000,0
chr12-g210,chr12,42000000,42200000,0
chr12-g211,chr12,42200000,42400000,0
chr12-g212,chr12,42400000,42600000,0
chr12-g213,chr12,42600000,42800000,0
chr12-g214,chr12,42800000,43000000,0
chr12-g215,chr12,43000000,43200000,0
chr12-g216,chr12,43200000,43400000,0
chr12-g217,chr12,43400000,43600000,0
chr12-g218,chr12,43600000,43800000,0
chr12-g219,chr12,43800000,44000000,0
chr12-g220,chr12,44000000,44200000,0
chr12-g221,chr12,44200000,44400000,0
chr12-g222,chr12,44400000,44600000,0
chr12-g223,chr12,44600000,44800000,0
chr12-g224,chr12,44800000,45000000,0
chr12-g225,chr12,45000000,45200000,0
chr12-g226,chr12,45200000,45400000,0
chr12-g227,chr12,45400000,45600000,0
chr12-g228,chr12,45600000,45800000,0
chr12-g229,chr12,45800000,46000000,0
chr12-g230,chr12,46000000,46200000,0
chr12-g231,chr12,46200000,46400000,0
chr12-g232,chr12,46400000,46600000,0
chr12-g233,chr12,46600000,46800000,0
chr12-g234,chr12,46800000,47000000,0
chr12-g235,chr12,47000000,47200000,0
chr12-g236,chr12,47200000,47400000,0
chr12-g237,chr12,47400000,47600000,0
chr12-g238,chr12,47600000,47800000,0
chr12-g239,chr12,47800000,48000000,0
chr12-g240,chr12,48000000,48200000,0
chr12-g241,chr12,48200000,48400000,0
chr12-g242,chr12,48400000,48600000,0
chr12-g243,chr12,48600000,48800000,0
chr12-g244,chr12,48800000,49000000,0
chr12-g245,chr12,49000000,49200000,0
chr12-g246,chr12,49200000,49400000,0
chr12-g247,chr12,49400000,49600000,0
chr12-g248,chr12,49600000,49800000,0
chr12-g249,chr12,49800000,50000000,0
chr12-g250,chr12,50000000,50200000,0
chr12-g251,chr12,50200000,50400000,0
chr12-g252,chr12,50400000,50600000,0
chr12-g253,chr12,50600000,50800000,0
chr12-g254,chr12,50800000,51000000,0
chr12-g255,chr12,51000000,51200000,0
chr12-g256,chr12,51200000,51400000,0
chr12-g257,chr12,51400000,51600000,0
chr12-g258,chr12,51600000,51800000,0
chr12-g259,chr12,51800000,52000000,0
chr12-g260,chr12,52000000,52200000,0
chr12-g261,chr12,52200000,52400000,0
chr12-g262,chr12,52400000,52600000,0
chr12-g263,chr12,52600000,52800000,0
chr12-g264,chr12,52800000,53000000,0
chr12-g265,chr12,53000000,53200000,0
chr12-g266,chr12,53200000,53400000,0
chr12-g267,chr12,53400000,53600000,0
chr12-g268,chr12,53600000,53800000,0
chr12-g269,chr12,53800000,54000000,0
chr12-g270,chr12,54000000,54200000,0
chr12-g271,chr12,54200000,54400000,0
chr12-g272,chr12,54400000,54600000,0
chr12-g273,chr12,54600000,54800000,0
chr12-g274,chr12,54800000,55000000,0
chr12-g275,chr12,55000000,55200000,0
chr12-g276,chr12,55200000,55400000,0
chr12-g277,chr12,55400000,55600000,0
chr12-g278,chr12,55600000,55800000,0
chr12-g279,chr12,55800000,56000000,0
chr12-g280,chr12,56000000,56200000,0
chr12-g281,chr12,56200000,56400000,0
chr12-g282,chr12,56400000,56600000,0
chr12-g283,chr12,56600000,56800000,0
chr12-g284,chr12,56800000,57000000,0
chr12-g285,chr12,57000000,57200000,0
chr12-g286,chr12,57200000,57400000,0
chr12-g287,chr12,57400000,57600000,0
chr12-g288,chr12,57600000,57800000,0
chr12-g289,chr12,57800000,58000000,0
chr12-g290,chr12,58000000,58200000,0
chr12-g291,chr12,58200000,58400000,0
chr12-g292,chr12,58400000,58600000,0
chr12-g293,chr12,58600000,58800000,0
chr12-g294,chr12,58800000,59000000,0
chr12-g295,chr12,59000000,59200000,0
chr12-g296,chr12,59200000,59400000,0
chr12-g297,chr12,59400000,59600000,0
chr12-g298,chr12,59600000,59800000,0
chr12-g299,chr12,59800000,60000000,0
chr12-g300,chr12,60000000,60200000,0
chr12-g301,chr12,60200000,60400000,0
chr12-g302,chr12,60400000,60600000,0
chr12-g303,chr12,60600000,60800000,0
chr12-g304,chr12,60800000,61000000,0
chr12-g305,chr12,61000000,61200000,0
chr12-g306,chr12,61200000,61400000,0
chr12-g307,chr12,61400000,61600000,0
chr12-g308,chr12,61600000,61800000,0
chr12-g309,chr12,61800000,62000000,0
chr12-g310,chr12,62000000,62200000,0
chr12-g311,chr12,62200000,62400000,0
chr12-g312,chr12,62400000,62600000,0
chr12-g313,chr12,62600000,62800000,0
chr12-g314,chr12,62800000,63000000,0
chr12-g315,chr12,63000000,63200000,0
chr12-g316,chr12,63200000,63400000,0
chr12-g317,chr12,63400000,63600000,0
chr12-g318,chr12,63600000,63800000,0
chr12-g319,chr12,63800000,64000000,0
chr12-g320,chr12,64000000,64200000,0
chr12-g321,chr12,64200000,64400000,0
chr12-g322,chr12,64400000,64600000,0
chr12-g323,chr12,64600000,64800000,0
chr12-g324,chr12,64800000,65000000,0
chr12-g325,chr12,65000000,65200000,0
chr12-g326,chr12,65200000,65400000,0
chr12-g327,chr12,65400000,65600000,0
chr12-g328,chr12,65600000,65800000,0
chr12-g329,chr12,65800000,66000000,0
chr12-g330,chr12,66000000,66200000,0
chr12-g331,chr12,66200000,66400000,0
chr12-g332,chr12,66400000,66600000,0
chr12-g333,chr12,66600000,66800000,0
chr12-g334,chr12,66800000,67000000,0
chr12-g335,chr12,67000000,67200000,0
chr12-g336,chr12,67200000,67400000,0
chr12-g337,chr12,67400000,67600000,0
chr12-g338,chr12,67600000,67800000,0
chr12-g339,chr12,67800000,68000000,0
chr12-g340,chr12,68000000,68200000,0
chr12-g341,chr12,68200000,68400000,0
chr12-g342,chr12,68400000,68600000,0
chr12-g343,chr12,68600000,68800000,0
chr12-g344,chr12,68800000,69000000,0
chr12-g345,chr12,69000000,69200000,0
chr12-g346,chr12,69200000,69400000,0
chr12-g347,chr12,69400000,69600000,0
chr12-g348,chr12,69600000,69800000,0
chr12-g349,chr12,69800000,70000000,0
chr12-g350,chr12,70000000,70200000,0
chr12-g351,chr12,70200000,70400000,0
chr12-g352,chr12,70400000,70600000,0
chr12-g353,chr12,70600000,70800000,0
chr12-g354,chr12,70800000,71000000,0
chr12-g355,chr12,71000000,71200000,0
chr12-g356,chr12,71200000,71400000,0
chr12-g357,chr12,71400000,71600000,0
chr12-g358,chr12,71600000,71800000,0
chr12-g359,chr12,71800000,72000000,0
chr12-g360,chr12,72000000,72200000,0
chr12-g361,chr12,72200000,72400000,0
chr12-g362,chr12,72400000,72600000,0
chr12-g363,chr12,72600000,72800000,0
chr12-g364,chr12,72800000,73000000,0
chr12-g365,chr12,73000000,73200000,0
chr12-g366,chr12,73200000,73400000,0
chr12-g367,chr12,73400000,73600000,0
chr12-g368,chr12,73600000,73800000,0
chr12-g369,chr12,73800000,74000000,0
chr12-g370,chr12,74000000,74200000,0
chr12-g371,chr12,74200000,74400000,0
chr12-g372,chr12,74400000,74600000,0
chr12-g373,chr12,74600000,74800000,0
chr12-g374,chr12,74800000,75000000,0
chr12-g375,chr12,75000000,75200000,0
chr12-g376,chr12,75200000,75400000,0
chr12-g377,chr12,75400000,75600000,0
chr12-g378,chr12,75600000,75800000,0
chr12-g379,chr12,75800000,76000000,0
chr12-g380,chr12,76000000,76200000,0
chr12-g381,chr12,76200000,76400000,0
chr12-g382,chr12,76400000,76600000,0
chr12-g383,chr12,76600000,76800000,0
chr12-g384,chr12,76800000,77000000,0
chr12-g385,chr12,77000000,77200000,0
chr12-g386,chr12,77200000,77400000,0
chr12-g387,chr12,77400000,77600000,0
chr12-g388,chr12,77600000,77800000,0
chr12-g389,chr12,77800000,78000000,0
chr12-g390,chr12,78000000,78200000,0
chr12-g391,chr12,78200000,78400000,0
chr12-g392,chr12,78400000,78600000,0
chr12-g393,chr12,78600000,78800000,0
chr12-g394,chr12,78800000,79000000,0
chr12-g395,chr12,79000000,79200000,0
chr12-g396,chr12,79200000,79400000,0
chr12-g397,chr12,79400000,79600000,0
chr12-g398,chr12,79600000,79800000,0
chr12-g399,chr12,79800000,80000000,0
chr12-g400,chr12,80000000,80200000,0
chr12-g401,chr12,80200000,80400000,0
chr12-g402,chr12,80400000,80600000,0
chr12-g403,chr12,80600000,80800000,0
chr12-g404,chr12,80800000,81000000,0
chr12-g405,chr12,81000000,81200000,0
chr12-g406,chr12,81200000,81400000,0
chr12-g407,chr12,81400000,81600000,0
chr12-g408,chr12,81600000,81800000,0
chr12-g409,chr12,81800000,82000000,0
chr12-g410,chr12,82000000,82200000,0
chr12-g411,chr12,82200000,82400000,0
chr12-g412,chr12,82400000,82600000,0
chr12-g413,chr12,82600000,82800000,0
chr12-g414,chr12,82800000,83000000,0
chr12-g415,chr12,83000000,83200000,0
chr12-g416,chr12,83200000,83400000,0
chr12-g417,chr12,83400000,83600000,0
chr12-g418,chr12,83600000,83800000,0
chr12-g419,chr12,83800000,84000000,0
chr12-g420,chr12,84000000,84200000,0
chr12-g421,chr12,84200000,84400000,0
chr12-g422,chr12,84400000,84600000,0
chr12-g423,chr12,84600000,84800000,0
chr12-g424,chr12,84800000,85000000,0
chr12-g425,chr12,85000000,85200000,0
chr12-g426,chr12,85200000,85400000,0
chr12-g427,chr12,85400000,85600000,0
chr12-g428,chr12,85600000,85800000,0
chr12-g429,chr12,85800000,86000000,0
chr12-g430,chr12,86000000,86200000,0
chr12-g431,chr12,86200000,86400000,0
chr12-g432,chr12,86400000,86600000,0
chr12-g433,chr12,86600000,86800000,0
chr12-g434,chr12,86800000,87000000,0
chr12-g435,chr12,87000000,87200000,0
chr12-g436,chr12,87200000,87400000,0
chr12-g437,chr12,87400000,87600000,0
chr12-g438,chr12,87600000,87800000,0
chr12-g439,chr12,87800000,88000000,0
chr12-g440,chr12,88000000,88200000,0
chr12-g441,chr12,88200000,88400000,0
chr12-g442,chr12,88400000,88600000,0
chr12-g443,chr12,88600000,88800000,0
chr12-g444,chr12,88800000,89000000,0
chr12-g445,chr12,89000000,89200000,0
chr12-g446,chr12,89200000,89400000,0
chr12-g447,chr12,89400000,89600000,0
chr12-g448,chr12,89600000,89800000,0
chr12-g449,chr12,89800000,90000000,0
chr12-g450,chr12,90000000,90200000,0
chr12-g451,chr12,90200000,90400000,0
chr12-g452,chr12,90400000,90600000,0
chr12-g453,chr12,90600000,90800000,0
chr12-g454,chr12,90800000,91000000,0
chr12-g455,chr12,91000000,91200000,0
chr12-g456,chr12,91200000,91400000,0
chr12-g457,chr12,91400000,91600000,0
chr12-g458,chr12,91600000,91800000,0
chr12-g459,chr12,91800000,92000000,0
chr12-g460,chr12,92000000,92200000,0
chr12-g461,chr12,92200000,92400000,0
chr12-g462,chr12,92400000,92600000,0
chr12-g463,chr12,92600000,92800000,0
chr12-g464,chr12,92800000,93000000,0
chr12-g465,chr12,93000000,93200000,0
chr12-g466,chr12,93200000,93400000,0
chr12-g467,chr12,93400000,93600000,0
chr12-g468,chr12,93600000,93800000,0
chr12-g469,chr12,93800000,94000000,0
chr12-g470,chr12,94000000,94200000,0
chr12-g471,chr12,94200000,94400000,0
chr12-g472,chr12,94400000,94600000,0
chr12-g473,chr12,94600000,94800000,0
chr12-g474,chr12,94800000,95000000,0
chr12-g475,chr12,95000000,95200000,0
chr12-g476,chr12,95200000,95400000,0
chr12-g477,chr12,95400000,95600000,0
chr12-g478,chr12,95600000,95800000,0
chr12-g479,chr12,95800000,96000000,0
chr12-g480,chr12,96000000,96200000,0
chr12-g481,chr12,96200000,96400000,0
chr12-g482,chr12,96400000,96600000,0
chr12-g483,chr12,96600000,96800000,0
chr12-g484,chr12,96800000,97000000,0
chr12-g485,chr12,97000000,97200000,0
chr12-g486,chr12,97200000,97400000,0
chr12-g487,chr12,97400000,97600000,0
chr12-g488,chr12,97600000,97800000,0
chr12-g489,chr12,97800000,98000000,0
chr12-g490,chr12,98000000,98200000,0
chr12-g491,chr12,98200000,98400000,0
chr12-g492,chr12,98400000,98600000,0
chr12-g493,chr12,98600000,98800000,0
chr12-g494,chr12,98800000,99000000,0
chr12-g495,chr12,99000000,99200000,0
chr12-g496,chr12,99200000,99400000,0
chr12-g497,chr12,99400000,99600000,0
chr12-g498,chr12,99600000,99800000,0
chr12-g499,chr12,99800000,100000000,0
chr12-g500,chr12,100000000,100200000,0
chr12-g501,chr12,100200000,100400000,0
chr12-g502,chr12,100400000,100600000,0
chr12-g503,chr12,100600000,100800000,0
chr12-g504,chr12,100800000,101000000,0
chr12-g505,chr12,101000000,101200000,0
chr12-g506,chr12,101200000,101400000,0
chr12-g507,chr12,101400000,101600000,0
chr12-g508,chr12,101600000,101800000,0
chr12-g509,chr12,101800000,102000000,0
chr12-g510,chr12,102000000,102200000,0
chr12-g511,chr12,102200000,102400000,0
chr12-g512,chr12,102400000,102600000,0
chr12-g513,chr12,102600000,102800000,0
chr12-g514,chr12,102800000,103000000,0
chr12-g515,chr12,103000000,103200000,0
chr12-g516,chr12,103200000,103400000,0
chr12-g517,chr12,103400000,103600000,0
chr12-g518,chr12,103600000,103800000,0
chr12-g519,chr12,103800000,104000000,0
chr12-g520,chr12,104000000,104200000,0
chr12-g521,chr12,104200000,104400000,0
chr12-g522,chr12,104400000,104600000,0
chr12-g523,chr12,104600000,104800000,0
chr12-g524,chr12,104800000,105000000,0
chr12-g525,chr12,105000000,105200000,0
chr12-g526,chr12,105200000,105400000,0
chr12-g527,chr12,105400000,105600000,0
chr12-g528,chr12,105600000,105800000,0
chr12-g529,chr12,105800000,106000000,0
chr12-g530,chr12,106000000,106200000,0
chr12-g531,chr12,106200000,106400000,0
chr12-g532,chr12,106400000,106600000,0
chr12-g533,chr12,106600000,106800000,0
chr12-g534,chr12,106800000,107000000,0
chr12-g535,chr12,107000000,107200000,0
chr12-g536,chr12,107200000,107400000,0
chr12-g537,chr12,107400000,107600000,0
chr12-g538,chr12,107600000,107800000,0
chr12-g539,chr12,107800000,108000000,0
chr12-g540,chr12,108000000,108200000,0
chr12-g541,chr12,108200000,108400000,0
chr12-g542,chr12,108400000,108600000,0
chr12-g543,chr12,108600000,108800000,0
chr12-g544,chr12,108800000,109000000,0
chr12-g545,chr12,109000000,109200000,0
chr12-g546,chr12,109200000,109400000,0
chr12-g547,chr12,109400000,109600000,0
chr12-g548,chr12,109600000,109800000,0
chr12-g549,chr12,109800000,110000000,0
chr12-g550,chr12,110000000,110200000,0
chr12-g551,chr12,110200000,110400000,0
chr12-g552,chr12,110400000,110600000,0
chr12-g553,chr12,110600000,110800000,0
chr12-g554,chr12,110800000,111000000,0
chr12-g555,chr12,111000000,111200000,0
chr12-g556,chr12,111200000,111400000,0
chr12-g557,chr12,111400000,111600000,0
chr12-g558,chr12,111600000,111800000,0
chr12-g559,chr12,111800000,112000000,0
chr12-g560,chr12,112000000,112200000,0
chr12-g561,chr12,112200000,112400000,0
chr12-g562,chr12,112400000,112600000,0
chr12-g563,chr12,112600000,112800000,0
chr12-g564,chr12,112800000,113000000,0
chr12-g565,chr12,113000000,113200000,0
chr12-g566,chr12,113200000,113400000,2
chr12-g567,chr12,113400000,113600000,2
chr12-g568,chr12,113600000,113800000,2
chr12-g569,chr12,113800000,114000000,2
chr12-g570,chr12,114000000,114200000,2
chr12-g571,chr12,114200000,114400000,2
chr12-g572,chr12,114400000,114600000,2
chr12-g573,chr12,114600000,114800000,2
chr12-g574,chr12,114800000,115000000,2
chr12-g575,chr12,115000000,115200000,2
chr12-g576,chr12,115200000,115400000,2
chr12-g577,chr12,115400000,115600000,2
chr12-g578,chr12,115600000,115800000,2
chr12-g579,chr12,115800000,116000000,2
chr12-g580,chr12,116000000,116200000,0
chr12-g581,chr12,116200000,116400000,0
chr12-g582,chr12,116400000,116600000,0
chr12-g583,chr12,116600000,116800000,0
chr12-g584,chr12,116800000,117000000,0
chr12-g585,chr12,117000000,117200000,0
chr12-g586,chr12,117200000,117400000,0
chr12-g587,chr12,117400000,117600000,0
chr12-g588,chr12,117600000,117800000,0
chr12-g589,chr12,117800000,118000000,0
chr12-g590,chr12,118000000,118200000,0
chr12-g591,chr12,118200000,118400000,0
chr12-g592,chr12,118400000,118600000,0
chr12-g593,chr12,118600000,118800000,0
chr12-g594,chr12,118800000,119000000,0
chr12-g595,chr12,119000000,119200000,0
chr12-g596,chr12,119200000,119400000,0
chr12-g597,chr12,119400000,119600000,0
chr12-g598,chr12,119600000,119800000,0
chr12-g599,chr12,119800000,120000000,0
chr12-g600,chr12,120000000,120050000,0
chr13-g15,chr13,3000000,3200000,0
chr13-g16,chr13,3200000,3400000,0
chr13-g17,chr13,3400000,3600000,0
chr13-g18,chr13,3600000,3800000,0
chr13-g19,chr13,3800000,4000000,0
chr13-g20,chr13,4000000,4200000,0
chr13-g21,chr13,4200000,4400000,0
chr13-g22,chr13,4400000,4600000,0
chr13-g23,chr13,4600000,4800000,0
chr13-g24,chr13,4800000,5000000,0
chr13-g25,chr13,5000000,5200000,0
chr13-g26,chr13,5200000,5400000,0
chr13-g27,chr13,5400000,5600000,0
chr13-g28,chr13,5600000,5800000,0
chr13-g29,chr13,5800000,6000000,0
chr13-g30,chr13,6000000,6200000,0
chr13-g31,chr13,6200000,6400000,0
chr13-g32,chr13,6400000,6600000,0
chr13-g33,chr13,6600000,6800000,0
chr13-g34,chr13,6800000,7000000,0
chr13-g35,chr13,7000000,7200000,0
chr13-g36,chr13,7200000,7400000,0
chr13-g37,chr13,7400000,7600000,0
chr13-g38,chr13,7600000,7800000,0
chr13-g39,chr13,7800000,8000000,0
chr13-g40,chr13,8000000,8200000,0
chr13-g41,chr13,8200000,8400000,0
chr13-g42,chr13,8400000,8600000,0
chr13-g43,chr13,8600000,8800000,0
chr13-g44,chr13,8800000,9000000,0
chr13-g45,chr13,9000000,9200000,0
chr13-g46,chr13,9200000,9400000,0
chr13-g47,chr13,9400000,9600000,0
chr13-g48,chr13,9600000,9800000,0
chr13-g49,chr13,9800000,10000000,0
chr13-g50,chr13,10000000,10200000,0
chr13-g51,chr13,10200000,10400000,0
chr13-g52,chr13,10400000,10600000,0
chr13-g53,chr13,10600000,10800000,0
chr13-g54,chr13,10800000,11000000,0
chr13-g55,chr13,11000000,11200000,0
chr13-g56,chr13,11200000,11400000,0
chr13-g57,chr13,11400000,11600000,0
chr13-g58,chr13,11600000,11800000,0
chr13-g59,chr13,11800000,12000000,0
chr13-g60,chr13,12000000,12200000,0
chr13-g61,chr13,12200000,12400000,0
chr13-g62,chr13,12400000,12600000,0
chr13-g63,chr13,12600000,12800000,0
chr13-g64,chr13,12800000,13000000,0
chr13-g65,chr13,13000000,13200000,0
chr13-g66,chr13,13200000,13400000,0
chr13-g67,chr13,13400000,13600000,0
chr13-g68,chr13,13600000,13800000,0
chr13-g69,chr13,13800000,14000000,0
chr13-g70,chr13,14000000,14200000,0
chr13-g71,chr13,14200000,14400000,0
chr13-g72,chr13,14400000,14600000,0
chr13-g73,chr13,14600000,14800000,0
chr13-g74,chr13,14800000,15000000,0
chr13-g75,chr13,15000000,15200000,0
chr13-g76,chr13,15200000,15400000,0
chr13-g77,chr13,15400000,15600000,0
chr13-g78,chr13,15600000,15800000,0
chr13-g79,chr13,15800000,16000000,0
chr13-g80,chr13,16000000,16200000,0
chr13-g81,chr13,16200000,16400000,0
chr13-g82,chr13,16400000,16600000,0
chr13-g83,chr13,16600000,16800000,0
chr13-g84,chr13,16800000,17000000,0
chr13-g85,chr13,17000000,17200000,0
chr13-g86,chr13,17200000,17400000,0
chr13-g87,chr13,17400000,17600000,0
chr13-g88,chr13,17600000,17800000,0
chr13-g89,chr13,17800000,18000000,0
chr13-g90,chr13,18000000,18200000,0
chr13-g91,chr13,18200000,18400000,0
chr13-g92,chr13,18400000,18600000,0
chr13-g93,chr13,18600000,18800000,0
chr13-g94,chr13,18800000,19000000,0
chr13-g95,chr13,19000000,19200000,0
chr13-g96,chr13,19200000,19400000,0
chr13-g97,chr13,19400000,19600000,0
chr13-g98,chr13,19600000,19800000,0
chr13-g99,chr13,19800000,20000000,0
chr13-g100,chr13,20000000,20200000,0
chr13-g101,chr13,20200000,20400000,0
chr13-g102,chr13,20400000,20600000,0
chr13-g103,chr13,20600000,20800000,0
chr13-g104,chr13,20800000,21000000,0
chr13-g105,chr13,21000000,21200000,0
chr13-g106,chr13,21200000,21400000,0
chr13-g107,chr13,21400000,21600000,0
chr13-g108,chr13,21600000,21800000,0
chr13-g109,chr13,21800000,22000000,0
chr13-g110,chr13,22000000,22200000,0
chr13-g111,chr13,22200000,22400000,0
chr13-g112,chr13,22400000,22600000,0
chr13-g113,chr13,22600000,22800000,0
chr13-g114,chr13,22800000,23000000,0
chr13-g115,chr13,23000000,23200000,0
chr13-g116,chr13,23200000,23400000,0
chr13-g117,chr13,23400000,23600000,0
chr13-g118,chr13,23600000,23800000,0
chr13-g119,chr13,23800000,24000000,0
chr13-g120,chr13,24000000,24200000,0
chr13-g121,chr13,24200000,24400000,0
chr13-g122,chr13,24400000,24600000,0
chr13-g123,chr13,24600000,24800000,0
chr13-g124,chr13,24800000,25000000,0
chr13-g125,chr13,25000000,25200000,0
chr13-g126,chr13,25200000,25400000,0
chr13-g127,chr13,25400000,25600000,0
chr13-g128,chr13,25600000,25800000,0
chr13-g129,chr13,25800000,26000000,0
chr13-g130,chr13,26000000,26200000,0
chr13-g131,chr13,26200000,26400000,0
chr13-g132,chr13,26400000,26600000,0
chr13-g133,chr13,26600000,26800000,0
chr13-g134,chr13,26800000,27000000,0
chr13-g135,chr13,27000000,27200000,0
chr13-g136,chr13,27200000,27400000,0
chr13-g137,chr13,27400000,27600000,0
chr13-g138,chr13,27600000,27800000,0
chr13-g139,chr13,27800000,28000000,0
chr13-g140,chr13,28000000,28200000,0
chr13-g141,chr13,28200000,28400000,0
chr13-g142,chr13,28400000,28600000,0
chr13-g143,chr13,28600000,28800000,0
chr13-g144,chr13,28800000,29000000,0
chr13-g145,chr13,29000000,29200000,0
chr13-g146,chr13,29200000,29400000,0
chr13-g147,chr13,29400000,29600000,0
chr13-g148,chr13,29600000,29800000,0
chr13-g149,chr13,29800000,30000000,0
chr13-g150,chr13,30000000,30200000,0
chr13-g151,chr13,30200000,30400000,0
chr13-g152,chr13,30400000,30600000,0
chr13-g153,chr13,30600000,30800000,0
chr13-g154,chr13,30800000,31000000,0
chr13-g155,chr13,31000000,31200000,0
chr13-g156,chr13,31200000,31400000,0
chr13-g157,chr13,31400000,31600000,0
chr13-g158,chr13,31600000,31800000,0
chr13-g159,chr13,31800000,32000000,0
chr13-g160,chr13,32000000,32200000,0
chr13-g161,chr13,32200000,32400000,0
chr13-g162,chr13,32400000,32600000,0
chr13-g163,chr13,32600000,32800000,0
chr13-g164,chr13,32800000,33000000,0
chr13-g165,chr13,33000000,33200000,0
chr13-g166,chr13,33200000,33400000,0
chr13-g167,chr13,33400000,33600000,0
chr13-g168,chr13,33600000,33800000,0
chr13-g169,chr13,33800000,34000000,0
chr13-g170,chr13,34000000,34200000,0
chr13-g171,chr13,34200000,34400000,0
chr13-g172,chr13,34400000,34600000,0
chr13-g173,chr13,34600000,34800000,0
chr13-g174,chr13,34800000,35000000,0
chr13-g175,chr13,35000000,35200000,0
chr13-g176,chr13,35200000,35400000,0
chr13-g177,chr13,35400000,35600000,0
chr13-g178,chr13,35600000,35800000,0
chr13-g179,chr13,35800000,36000000,0
chr13-g180,chr13,36000000,36200000,0
chr13-g181,chr13,36200000,36400000,0
chr13-g182,chr13,36400000,36600000,0
chr13-g183,chr13,36600000,36800000,0
chr13-g184,chr13,36800000,37000000,0
chr13-g185,chr13,37000000,37200000,0
chr13-g186,chr13,37200000,37400000,0
chr13-g187,chr13,37400000,37600000,0
chr13-g188,chr13,37600000,37800000,0
chr13-g189,chr13,37800000,38000000,0
chr13-g190,chr13,38000000,38200000,0
chr13-g191,chr13,38200000,38400000,0
chr13-g192,chr13,38400000,38600000,0
chr13-g193,chr13,38600000,38800000,0
chr13-g194,chr13,38800000,39000000,0
chr13-g195,chr13,39000000,39200000,0
chr13-g196,chr13,39200000,39400000,0
chr13-g197,chr13,39400000,39600000,0
chr13-g198,chr13,39600000,39800000,0
chr13-g199,chr13,39800000,40000000,0
chr13-g200,chr13,40000000,40200000,0
chr13-g201,chr13,40200000,40400000,0
chr13-g202,chr13,40400000,40600000,0
chr13-g203,chr13,40600000,40800000,0
chr13-g204,chr13,40800000,41000000,0
chr13-g205,chr13,41000000,41200000,0
chr13-g206,chr13,41200000,41400000,0
chr13-g207,chr13,41400000,41600000,0
chr13-g208,chr13,41600000,41800000,0
chr13-g209,chr13,41800000,42000000,0
chr13-g210,chr13,42000000,42200000,0
chr13-g211,chr13,42200000,42400000,0
chr13-g212,chr13,42400000,42600000,0
chr13-g213,chr13,42600000,42800000,0
chr13-g214,chr13,42800000,43000000,0
chr13-g215,chr13,43000000,43200000,0
chr13-g216,chr13,43200000,43400000,0
chr13-g217,chr13,43400000,43600000,0
chr13-g218,chr13,43600000,43800000,0
chr13-g219,chr13,43800000,44000000,0
chr13-g220,chr13,44000000,44200000,0
chr13-g221,chr13,44200000,44400000,0
chr13-g222,chr13,44400000,44600000,0
chr13-g223,chr13,44600000,44800000,0
chr13-g224,chr13,44800000,45000000,0
chr13-g225,chr13,45000000,45200000,0
chr13-g226,chr13,45200000,45400000,0
chr13-g227,chr13,45400000,45600000,0
chr13-g228,chr13,45600000,45800000,0
chr13-g229,chr13,45800000,46000000,0
chr13-g230,chr13,46000000,46200000,0
chr13-g231,chr13,46200000,46400000,0
chr13-g232,chr13,46400000,46600000,0
chr13-g233,chr13,46600000,46800000,0
chr13-g234,chr13,46800000,47000000,0
chr13-g235,chr13,47000000,47200000,0
chr13-g236,chr13,47200000,47400000,0
chr13-g237,chr13,47400000,47600000,0
chr13-g238,chr13,47600000,47800000,0
chr13-g239,chr13,47800000,48000000,0
chr13-g240,chr13,48000000,48200000,0
chr13-g241,chr13,48200000,48400000,0
