200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,Purkinje_pol_ass,Purkinje_spk_ass,Bergmann_pol_ass,Bergmann_spk_ass,log2FC_B2P
chr4-g233,chr4,46600000,46800000,0.500065,"Coro2a, Tbc1d2, Gabbr2",3.0,"64993, 45810, 329397",329397.0,45810.0,146733.33333333334,64993.0,4,1,0,0,0,-4.551268011405855
chr4-g234,chr4,46800000,47000000,0.488685,Gabbr2,1.0,329397,329397.0,329397.0,329397.0,329397.0,4,1,0,0,0,-4.551268011405855
chr4-g248,chr4,49600000,49800000,0.403905,"Rnf20, Grin3a, Ppp3r2",3.0,"18262, 184159, 3237",184159.0,3237.0,68552.66666666667,18262.0,4,0,0,0,0,6.233501215811394
chr4-g249,chr4,49800000,50000000,0.38764,Grin3a,1.0,184159,184159.0,184159.0,184159.0,184159.0,4,0,0,0,0,6.233501215811394
chr4-g265,chr4,53000000,53200000,0.437365,"Nipsnap3a, Nipsnap3b, Abca1",3.0,"11571, 10181, 129107",129107.0,10181.0,50286.333333333336,11571.0,4,0,0,0,0,5.726464455657801
chr4-g285,chr4,57000000,57200000,0.47073,"Epb41l4b, Gm12530, Ptpn3",3.0,"81431, 4484, 110997",110997.0,4484.0,65637.33333333333,81431.0,4,0,0,0,0,4.761286734807974
chr4-g286,chr4,57200000,57400000,0.4640949999999999,"Ptpn3, 1700042G15Rik",2.0,"110997, 4501",110997.0,4501.0,57749.0,57749.0,4,0,0,0,0,4.761286734807974
chr4-g292,chr4,58400000,58600000,0.421105,"Mir3095, Lpar1",2.0,"87, 118240",118240.0,87.0,59163.5,59163.5,4,0,0,0,0,5.607079667621357
chr4-g317,chr4,63400000,63600000,0.487345,"Akna, Whrn, Atp6v1g1, Tmem268, Gm11213",5.0,"36323, 35829, 5937, 27595, 8361",36323.0,5937.0,22809.0,27595.0,4,0,0,0,0,8.02506203885913
chr4-g351,chr4,70200000,70400000,0.44057,Cdk5rap2,1.0,193581,193581.0,193581.0,193581.0,193581.0,4,0,0,0,0,4.321490392662998
chr4-g352,chr4,70400000,70600000,0.3947,"Cdk5rap2, Megf9",2.0,"193581, 103002",193581.0,103002.0,148291.5,148291.5,4,0,0,0,0,4.321490392662998
chr4-g411,chr4,82200000,82400000,0.403105,Nfib,1.0,215607,215607.0,215607.0,215607.0,215607.0,4,0,0,0,0,6.9446903500193535
chr4-g412,chr4,82400000,82600000,0.4229799999999999,"Nfib, Gm11266",2.0,"215607, 39304",215607.0,39304.0,127455.5,127455.5,4,0,0,0,0,7.25483060596265
chr4-g434,chr4,86800000,87000000,0.431575,"Dennd4c, Acer2, Rps6, Slc24a2",4.0,"102048, 46470, 3269, 247415",247415.0,3269.0,99800.5,74259.0,4,0,0,0,0,-6.136338147055152
chr4-g435,chr4,87000000,87200000,0.427095,Slc24a2,1.0,247415,247415.0,247415.0,247415.0,247415.0,4,0,0,0,0,-6.136338147055152
chr4-g436,chr4,87200000,87400000,0.408255,Slc24a2,1.0,247415,247415.0,247415.0,247415.0,247415.0,4,0,0,0,0,-6.136338147055152
chr4-g482,chr4,96400000,96600000,0.385105,"Cyp2j8, Cyp2j6, Cyp2j9",3.0,"63448, 37514, 23057",63448.0,23057.0,41339.66666666666,37514.0,4,0,0,0,0,9.443690882532987
chr4-g487,chr4,97400000,97600000,0.394595,"E130114P18Rik, Nfia",2.0,"16717, 536934",536934.0,16717.0,276825.5,276825.5,4,0,0,0,0,6.24376103767371
chr4-g488,chr4,97600000,97800000,0.427085,Nfia,1.0,536934,536934.0,536934.0,536934.0,536934.0,4,0,0,0,0,6.287249487019407
chr4-g489,chr4,97800000,98000000,0.405875,Nfia,1.0,536934,536934.0,536934.0,536934.0,536934.0,4,0,0,0,0,6.287249487019407
chr4-g490,chr4,98000000,98200000,0.4193,Nfia,1.0,536934,536934.0,536934.0,536934.0,536934.0,4,0,0,0,0,6.287249487019407
chr4-g503,chr4,100600000,100800000,0.436125,Cachd1,1.0,227070,227070.0,227070.0,227070.0,227070.0,4,0,0,0,0,5.46145925801865
chr4-g504,chr4,100800000,101000000,0.436025,Cachd1,1.0,227070,227070.0,227070.0,227070.0,227070.0,4,0,0,0,0,5.46145925801865
chr4-g505,chr4,101000000,101200000,0.4445449999999999,"Cachd1, Raver2, Jak1",3.0,"227070, 83333, 113309",227070.0,83333.0,141237.33333333334,113309.0,4,0,0,0,0,5.46145925801865
chr4-g511,chr4,102200000,102400000,0.3952549999999999,Pde4b,1.0,352324,352324.0,352324.0,352324.0,352324.0,4,1,0,0,0,6.796476389315258
chr4-g512,chr4,102400000,102600000,0.415075,Pde4b,1.0,352324,352324.0,352324.0,352324.0,352324.0,4,0,0,0,0,6.796476389315258
chr4-g513,chr4,102600000,102800000,0.417285,"Pde4b, Sgip1",2.0,"352324, 212548",352324.0,212548.0,282436.0,282436.0,4,0,0,0,0,6.796476389315258
chr4-g518,chr4,103600000,103800000,0.4321799999999999,Dab1,1.0,1125344,1125344.0,1125344.0,1125344.0,1125344.0,4,0,0,0,0,-5.339349578404264
chr4-g519,chr4,103800000,104000000,0.421705,Dab1,1.0,1125344,1125344.0,1125344.0,1125344.0,1125344.0,4,0,0,0,0,-5.339349578404264
chr4-g520,chr4,104000000,104200000,0.4132949999999999,Dab1,1.0,1125344,1125344.0,1125344.0,1125344.0,1125344.0,4,0,0,0,0,-5.339349578404264
chr4-g521,chr4,104200000,104400000,0.42421,Dab1,1.0,1125344,1125344.0,1125344.0,1125344.0,1125344.0,4,0,0,0,0,-5.339349578404264
chr4-g522,chr4,104400000,104600000,0.436875,Dab1,1.0,1125344,1125344.0,1125344.0,1125344.0,1125344.0,4,0,0,0,0,-5.339349578404264
chr4-g523,chr4,104600000,104800000,0.442415,"Dab1, C8b",2.0,"1125344, 38232",1125344.0,38232.0,581788.0,581788.0,4,0,0,0,0,-5.339349578404264
chr4-g525,chr4,105000000,105200000,0.42274,"Fyb2, Prkaa2, Plpp3",3.0,"103299, 80249, 75421",103299.0,75421.0,86323.0,80249.0,4,0,0,0,0,8.42754651559493
chr4-g526,chr4,105200000,105400000,0.451075,Plpp3,1.0,75421,75421.0,75421.0,75421.0,75421.0,4,0,0,0,0,8.42754651559493
chr4-g533,chr4,106600000,106800000,0.497305,"Lexm, Ttc22, Pars2, Ttc4, Mroh7, Fam151a, Acot11",7.0,"26330, 17742, 4214, 17137, 47514, 14378, 60453",60453.0,4214.0,26824.0,17742.0,4,0,0,0,0,6.676580311237932
chr4-g534,chr4,106800000,107000000,0.49491,"Acot11, Ssbp3",2.0,"60453, 138225",138225.0,60453.0,99339.0,99339.0,4,0,0,0,0,6.676580311237932
chr4-g539,chr4,107800000,108000000,0.4881799999999999,"Lrp8, Lrp8os2, Magoh, Czib, Cpt2, 4930407G08Rik, Slc1a7",7.0,"74550, 16990, 7670, 7978, 19608, 6790, 45124",74550.0,6790.0,25530.0,16990.0,4,0,0,0,0,-5.398970636746329
chr4-g546,chr4,109200000,109400000,0.412875,"Osbpl9, Calr4, Eps15",3.0,"141128, 36165, 107542",141128.0,36165.0,94945.0,107542.0,4,0,0,0,0,4.55697773501394
chr4-g583,chr4,116600000,116800000,0.426135,"Ccdc17, Nasp, Akr1a1, Prdx1, AV051173, Ccdc163, Tesk2, Mmachc",8.0,"3537, 26900, 15165, 14402, 1058, 7089, 83294, 5952",83294.0,1058.0,19674.625,10745.5,4,0,0,0,0,6.042901669813221
chr4-g584,chr4,116800000,117000000,0.434095,"Tesk2, Mutyh, Toe1, Hpdl, Zswim5, Hectd3, Urod",7.0,"83294, 11698, 3557, 1602, 111704, 9944, 4449",111704.0,1602.0,32321.14285714286,9944.0,4,0,0,0,0,6.042901669813221
chr4-g589,chr4,117800000,118000000,0.5048699999999999,"Slc6a9, Ccdc24, B4galt2, Dph2, Atp6v0b, Ipo13, Artn, St3gal3",8.0,"33695, 3211, 10477, 3361, 3000, 20507, 3604, 202794",202794.0,3000.0,35081.125,7040.5,4,0,0,0,0,5.099567331799872
chr4-g591,chr4,118200000,118400000,0.506595,"Mir7226, Ptprf, Hyi, Szt2",4.0,"60, 83185, 2746, 46524",83185.0,60.0,33128.75,24635.0,4,0,0,0,0,3.471551879964802
chr4-g639,chr4,127800000,128000000,0.45963,"CK137956, Csmd2",2.0,"43250, 579613",579613.0,43250.0,311431.5,311431.5,4,0,0,0,0,4.765323453973153
chr4-g640,chr4,128000000,128200000,0.4732049999999999,"Csmd2, Csmd2os",2.0,"579613, 33075",579613.0,33075.0,306344.0,306344.0,4,0,0,0,0,4.765323453973153
chr4-g641,chr4,128200000,128400000,0.485785,"Csmd2, Hmgb4os, Hmgb4",3.0,"579613, 1947, 684",579613.0,684.0,194081.3333333333,1947.0,4,0,0,0,0,4.765323453973153
chr4-g642,chr4,128400000,128600000,0.477885,"Csmd2, Zscan20",2.0,"579613, 26560",579613.0,26560.0,303086.5,303086.5,4,0,0,0,0,4.765323453973153
chr4-g644,chr4,128800000,129000000,0.488035,"Zfp362, Trim62, Azin2, Ak2",4.0,"33028, 27283, 30439, 18306",33028.0,18306.0,27264.0,28861.0,4,0,0,1,0,4.549184723623233
chr4-g651,chr4,130200000,130400000,0.460995,"Ldc1, Serinc2, Fabp3, Zcchc17, Snrnp40",5.0,"13187, 22090, 6726, 44610, 29899",44610.0,6726.0,23302.4,22090.0,4,0,0,0,0,-6.628077610192795
chr4-g653,chr4,130625000,130800000,0.4324628571428571,"Pum1, Snord85, Sdc3",3.0,"118246, 65, 33782",118246.0,65.0,50697.66666666666,33782.0,4,0,0,0,0,4.289953906971628
chr4-g654,chr4,130800000,131000000,0.517755,"Sdc3, Laptm5, Matn1",3.0,"33782, 22833, 11092",33782.0,11092.0,22569.0,22833.0,4,0,0,0,0,4.289953906971628
chr4-g672,chr4,134400000,134600000,0.50117,"Pafah2, 1700021N21Rik, Stmn1, Paqr7, Aunip, Mtfr1l, Selenon, Mir6403, Man1c1",9.0,"31093, 1407, 5524, 13477, 12924, 9833, 14275, 129, 142601",142601.0,129.0,25695.88888888889,12924.0,4,0,0,0,0,8.647440163276968
chr4-g673,chr4,134600000,134800000,0.508795,"Man1c1, Ldlrap1",2.0,"142601, 22593",142601.0,22593.0,82597.0,82597.0,4,0,0,0,0,8.647440163276968
chr4-g676,chr4,135200000,135400000,0.47152,"Clic4, Srrm1, Ncmap",3.0,"58791, 32662, 28651",58791.0,28651.0,40034.66666666666,32662.0,4,0,0,0,0,5.067761716765992
chr4-g680,chr4,136000000,136200000,0.48376,"Eloa, Rpl11, Id3, E2f2",4.0,"18280, 4040, 1571, 23783",23783.0,1571.0,11918.5,11160.0,4,0,0,0,0,5.769589414827419
chr4-g692,chr4,138400000,138600000,0.4998849999999999,"Mul1, Camk2n1, Vwa5b1",3.0,"7594, 4979, 55024",55024.0,4979.0,22532.33333333333,7594.0,4,0,0,0,0,7.263688498511014
chr4-g702,chr4,140400000,140600000,0.5198100000000001,Arhgef10l,1.0,151421,151421.0,151421.0,151421.0,151421.0,4,0,0,0,0,4.613975858016636
chr4-g703,chr4,140600000,140800000,0.5215,"Arhgef10l, Rcc2, Padi6, Padi4, Padi3",5.0,"151421, 21748, 15289, 28696, 25280",151421.0,15289.0,48486.8,25280.0,4,0,0,0,0,4.613975858016636
chr4-g709,chr4,141800000,142000000,0.4959249999999999,"Casp9, Cela2a, Ctrcos, Ctrc, Efhd2, Fhad1, Fhad1os1",7.0,"22367, 11052, 2670, 8120, 16779, 121029, 3806",121029.0,2670.0,26546.14285714286,11052.0,4,0,0,0,0,4.605995520787158
chr4-g747,chr4,149400000,149600000,0.47957,"Ube4b, Rbp7, Nmnat1, Lzic, Tmem274, Ctnnbip1, Mir5616, Clstn1",8.0,"98216, 5267, 17642, 11439, 5914, 48197, 60, 62432",98216.0,60.0,31145.875,14540.5,4,0,0,0,0,4.3192569405394
chr4-g748,chr4,149600000,149800000,0.4920899999999999,"Clstn1, Pik3cd, Mir7023, Tmem201, Slc25a33",5.0,"62432, 52462, 64, 13206, 30232",62432.0,64.0,31679.2,30232.0,4,0,0,0,0,4.3192569405394
chr4-g766,chr4,153200000,153400000,0.490475,Ajap1,1.0,109610,109610.0,109610.0,109610.0,109610.0,4,0,0,0,0,-4.914316480584947
chr4-g767,chr4,153400000,153600000,0.50917,Ajap1,1.0,109610,109610.0,109610.0,109610.0,109610.0,4,0,0,0,0,-4.914316480584947
chr4-g779,chr4,155800000,156000000,0.484775,"Mrpl20, Ccnl2, Dvl1, Mxra8, Aurkaip1, Ints11, Cptp, Tas1r3, Acap3, Pusl1, Ube2j2, Gm5801, C1qtnf12, Sdf4, B3galt6",15.0,"5954, 12055, 11902, 4423, 1830, 19537, 4718, 4084, 15377, 2903, 15447, 11349, 4318, 9547, 3213",19537.0,1830.0,8443.8,5954.0,4,0,0,0,0,6.543434885299302
chr5-g28,chr5,5600000,5800000,0.4080949999999999,"Cfap69, Steap2, Steap1",3.0,"83251, 29740, 12996",83251.0,12996.0,41995.66666666666,29740.0,5,0,0,0,0,-4.853049745756143
chr5-g105,chr5,21000000,21200000,0.4134699999999999,"Ptpn12, Gsap",2.0,"69267, 105435",105435.0,69267.0,87351.0,87351.0,5,0,0,0,0,8.12583908700252
chr5-g106,chr5,21200000,21400000,0.42818,"Gsap, Ccdc146, Fgl2",3.0,"105435, 131717, 5714",131717.0,5714.0,80955.33333333333,105435.0,5,0,0,0,1,8.12583908700252
chr5-g141,chr5,28200000,28400000,0.42914,"Cnpy1, Rbm33",2.0,"44970, 102054",102054.0,44970.0,73512.0,73512.0,5,0,0,0,0,4.958895086828704
chr5-g168,chr5,33600000,33800000,0.4873049999999999,"Fam53a, Slbp, Tacc3, Tmem129, Fgfr3, Letm1",6.0,"29283, 12520, 14075, 4762, 15345, 43045",43045.0,4762.0,19838.33333333333,14710.0,5,0,0,0,0,9.447534883762945
chr5-g170,chr5,34000000,34200000,0.426865,"Nat8l, Poln, 4930557J02Rik, Haus3, Mxd4, Zfyve28",6.0,"9933, 162348, 16600, 15528, 11131, 93431",162348.0,9933.0,51495.16666666666,16064.0,5,0,0,0,0,5.905037214019689
chr5-g174,chr5,34800000,35000000,0.45421,"Htt, Msantd1, Rgs12",3.0,"150795, 7925, 84146",150795.0,7925.0,80955.33333333333,84146.0,5,0,0,0,0,5.8509108897146405
chr5-g175,chr5,35000000,35200000,0.50971,"Rgs12, Mir3097, Hgfac, Dok7, Lrpap1",5.0,"84146, 67, 6953, 31074, 14209",84146.0,67.0,27289.8,14209.0,5,0,0,0,0,5.8509108897146405
chr5-g227,chr5,45400000,45600000,0.43515,"D5Ertd615e, Qdpr, Clrn2, Lap3, Med28, Fam184b",6.0,"415230, 16198, 10399, 19318, 9056, 109797",415230.0,9056.0,96666.33333333331,17758.0,5,0,0,0,0,-4.656401545583811
chr5-g228,chr5,45600000,45800000,0.380275,"Fam184b, 9630001P10Rik, Ncapg, 1600023N17Rik, Gm3414, Lcorl",6.0,"109797, 6195, 30623, 1008, 7912, 127209",127209.0,1008.0,47124.0,19267.5,5,0,0,0,0,-4.656401545583811
chr5-g288,chr5,57600000,57800000,0.38573,"4932441J04Rik, Pcdh7",2.0,"147836, 11385",147836.0,11385.0,79610.5,79610.5,5,0,0,0,0,4.022653313836269
chr5-g318,chr5,63600000,63800000,0.40767,Nwd2,1.0,161441,161441.0,161441.0,161441.0,161441.0,5,0,0,0,0,-5.356651264079413
chr5-g319,chr5,63800000,64000000,0.4459349999999999,"Nwd2, 0610040J01Rik, Rell1",3.0,"161441, 87125, 60000",161441.0,60000.0,102855.33333333331,87125.0,5,0,0,0,0,-5.356651264079413
chr5-g324,chr5,64800000,65000000,0.44493,"Klf3, Tlr1, Fam114a1, Mir574, Tlr6",5.0,"26607, 8879, 71827, 78, 6943",71827.0,78.0,22866.8,8879.0,5,0,0,0,0,8.113521930518003
chr5-g325,chr5,65000000,65200000,0.436215,"Fam114a1, Tmem156, Klhl5, Wdr19",4.0,"71827, 28900, 60575, 59708",71827.0,28900.0,55252.5,60141.5,5,0,0,0,0,6.15978531230662
chr5-g338,chr5,67600000,67800000,0.42532,"Shisa3, Atp8a1",2.0,"6105, 229293",229293.0,6105.0,117699.0,117699.0,5,0,0,0,0,5.466234303032843
chr5-g339,chr5,67800000,68000000,0.40979,"Atp8a1, Gm5108, 4930425K10Rik",3.0,"229293, 35402, 9470",229293.0,9470.0,91388.33333333331,35402.0,5,0,0,0,0,5.273908668102799
chr5-g354,chr5,70800000,71000000,0.367625,"Gabrg1, Gabra2",2.0,"91571, 137458",137458.0,91571.0,114514.5,114514.5,5,1,0,0,0,8.009161904102285
chr5-g355,chr5,71000000,71200000,0.371955,Gabra2,1.0,137458,137458.0,137458.0,137458.0,137458.0,5,0,0,0,0,8.009161904102285
chr5-g357,chr5,71400000,71600000,0.378115,"Cox7b2, Gabra4",2.0,"105383, 88575",105383.0,88575.0,96979.0,96979.0,5,0,0,0,0,5.315362696012045
chr5-g358,chr5,71600000,71800000,0.3808499999999999,"Gabra4, Gabrb1",2.0,"88575, 491652",491652.0,88575.0,290113.5,290113.5,5,0,0,0,0,6.578293356050235
chr5-g359,chr5,71800000,72000000,0.38145,Gabrb1,1.0,491652,491652.0,491652.0,491652.0,491652.0,5,0,0,0,0,6.732160162821944
chr5-g360,chr5,72000000,72200000,0.40632,"Gabrb1, Commd8",2.0,"491652, 11614",491652.0,11614.0,251633.0,251633.0,5,0,0,0,0,6.732160162821944
chr5-g361,chr5,72200000,72400000,0.4135949999999999,"Atp10d, Corin",2.0,"95416, 204516",204516.0,95416.0,149966.0,149966.0,5,0,0,0,0,-6.446872884955749
chr5-g362,chr5,72400000,72600000,0.41932,"Corin, Nfxl1, Zar1, Slc10a4l",4.0,"204516, 46342, 3971, 5913",204516.0,3971.0,65185.5,26127.5,5,0,0,0,0,-6.446872884955749
chr5-g363,chr5,72600000,72800000,0.433115,"Cnga1, Nipal1, Txk, Tec",4.0,"39056, 23283, 56800, 112731",112731.0,23283.0,57967.5,47928.0,5,0,0,0,0,3.1157219829631804
chr5-g364,chr5,72800000,73000000,0.432645,"Tec, Slain2",2.0,"112731, 64480",112731.0,64480.0,88605.5,88605.5,5,0,0,0,0,3.1157219829631804
chr5-g370,chr5,74000000,74200000,0.454445,"Usp46, Dancr, Snora26, Rasl11b",4.0,"68374, 1278, 121, 4152",68374.0,121.0,18481.25,2715.0,5,0,0,0,0,-4.570859560470919
chr5-g405,chr5,81000000,81200000,0.37438,Adgrl3,1.0,804382,804382.0,804382.0,804382.0,804382.0,5,0,0,0,0,7.25649080149991
chr5-g406,chr5,81200000,81400000,0.3686799999999999,Adgrl3,1.0,804382,804382.0,804382.0,804382.0,804382.0,5,0,0,0,0,7.25649080149991
chr5-g407,chr5,81400000,81600000,0.371535,Adgrl3,1.0,804382,804382.0,804382.0,804382.0,804382.0,5,0,0,0,0,7.25649080149991
chr5-g408,chr5,81600000,81800000,0.37416,Adgrl3,1.0,804382,804382.0,804382.0,804382.0,804382.0,5,0,0,0,0,7.25649080149991
chr5-g409,chr5,81800000,82000000,0.372115,Adgrl3,1.0,804382,804382.0,804382.0,804382.0,804382.0,5,0,0,0,0,7.25649080149991
chr5-g420,chr5,84000000,84200000,0.354575,Epha5,1.0,362618,362618.0,362618.0,362618.0,362618.0,5,0,0,0,0,-5.196825913699099
chr5-g421,chr5,84200000,84400000,0.35364,Epha5,1.0,362618,362618.0,362618.0,362618.0,362618.0,5,0,0,0,0,-5.196825913699099
chr5-g422,chr5,84400000,84600000,0.363175,Epha5,1.0,362618,362618.0,362618.0,362618.0,362618.0,5,1,0,0,0,-5.196825913699099
chr5-g444,chr5,88800000,89000000,0.428155,Slc4a4,1.0,352397,352397.0,352397.0,352397.0,352397.0,5,0,0,0,0,9.651507858364466
chr5-g445,chr5,89000000,89200000,0.408,Slc4a4,1.0,352397,352397.0,352397.0,352397.0,352397.0,5,0,0,0,0,9.651507858364466
chr5-g446,chr5,89200000,89400000,0.400395,Slc4a4,1.0,352397,352397.0,352397.0,352397.0,352397.0,5,0,0,0,0,9.651507858364466
chr5-g448,chr5,89600000,89800000,0.396025,"Gm7056, Adamts3",2.0,"6176, 209494",209494.0,6176.0,107835.0,107835.0,5,0,0,0,0,-4.380545866714503
chr5-g449,chr5,89800000,90000000,0.4122999999999999,Adamts3,1.0,209494,209494.0,209494.0,209494.0,209494.0,5,0,0,0,0,-4.380545866714503
chr5-g463,chr5,92600000,92800000,0.4395699999999999,"Stbd1, Ccdc158, Shroom3, Mir1961",4.0,"3529, 23218, 282325, 112",282325.0,112.0,77296.0,13373.5,5,0,0,0,0,6.654255342258423
chr5-g464,chr5,92800000,93000000,0.4591849999999999,Shroom3,1.0,282325,282325.0,282325.0,282325.0,282325.0,5,0,0,0,0,6.654255342258423
chr5-g465,chr5,93000000,93200000,0.445085,"Sowahb, Sept11, Ccni",3.0,"3900, 87963, 24563",87963.0,3900.0,38808.66666666666,24563.0,5,0,0,0,0,-5.050171863102262
chr5-g489,chr5,97800000,98000000,0.385525,Antxr2,1.0,146330,146330.0,146330.0,146330.0,146330.0,5,0,0,0,0,6.068160995717786
chr5-g490,chr5,98000000,98200000,0.4199499999999999,"Antxr2, Prdm8, A730035I17Rik",3.0,"146330, 6580, 2867",146330.0,2867.0,51925.66666666666,6580.0,5,0,0,0,0,6.068160995717786
chr5-g508,chr5,101600000,101800000,0.45125,"Nkx6-1, Cds1",2.0,"5515, 58723",58723.0,5515.0,32119.0,32119.0,5,0,0,0,0,-5.813315084528472
chr5-g509,chr5,101800000,102000000,0.4556599999999999,"Cds1, Wdfy3",2.0,"58723, 236969",236969.0,58723.0,147846.0,147846.0,5,0,0,0,0,-5.813315084528472
chr5-g519,chr5,103800000,104000000,0.44543,"Aff1, Klhl8, Hsd17b13, Hsd17b11",4.0,"101161, 49210, 21947, 32032",101161.0,21947.0,51087.5,40621.0,5,0,0,0,0,7.635751101583334
chr5-g520,chr5,104000000,104200000,0.4375,"Hsd17b11, Nudt9, Mir5619, Gm17660, Sparcl1, Dspp, Dmp1",7.0,"32032, 18515, 61, 7549, 34980, 9425, 16528",34980.0,61.0,17012.85714285714,16528.0,5,0,0,0,0,6.053627335358645
chr5-g551,chr5,110200000,110400000,0.460155,"Golga3, Ankle2, Pgam5, Pxmp2, Pole, Lrcol1, P2rx2",7.0,"49613, 25648, 10765, 11883, 51135, 11365, 3338",51135.0,3338.0,23392.42857142857,11883.0,5,0,0,0,0,6.045405629701533
chr5-g554,chr5,110800000,111000000,0.443655,"Ulk1, Chek2, Hscb, Ttc28",4.0,"25593, 34159, 10708, 409977",409977.0,10708.0,120109.25,29876.0,5,0,0,0,0,5.2530281446426885
chr5-g555,chr5,111000000,111200000,0.4637799999999999,"Ttc28, Mir701",2.0,"409977, 109",409977.0,109.0,205043.0,205043.0,5,0,0,0,0,5.2530281446426885
chr5-g556,chr5,111200000,111400000,0.486965,"Ttc28, Pitpnb",2.0,"409977, 57663",409977.0,57663.0,233820.0,233820.0,5,0,0,0,0,5.2530281446426885
chr5-g562,chr5,112400000,112600000,0.494085,"Sez6l, Gm6588, 1700034G24Rik",3.0,"158048, 2313, 7061",158048.0,2313.0,55807.333333333336,7061.0,5,0,0,0,0,-5.263434561095506
chr5-g569,chr5,113800000,114000000,0.499535,"Tmem119, Selplg, Coro1c, Ssh1",4.0,"6668, 12704, 66268, 56697",66268.0,6668.0,35584.25,34700.5,5,0,0,0,0,-4.33168220808856
chr5-g570,chr5,114000000,114200000,0.4974399999999999,"Dao, Svop, Usp30, Alkbh2, Ung, Acacb",6.0,"21942, 64468, 22592, 4293, 8166, 85241",85241.0,4293.0,34450.333333333336,22267.0,5,0,0,0,0,7.160332379286713
chr5-g572,chr5,114400000,114600000,0.517735,"Ube3b, Mir7027, Mvk, Mmab, Fam222a",5.0,"40550, 72, 16322, 12994, 44968",44968.0,72.0,22981.2,16322.0,5,0,0,0,0,-6.864249128605849
chr5-g573,chr5,114600000,114800000,0.515215,"Fam222a, Trpv4, Gltp, Mir7028, Tchp, Git2, 4930515G01Rik, Ankrd13a",8.0,"44968, 36268, 21436, 64, 14549, 46082, 1251, 30681",46082.0,64.0,24412.375,26058.5,5,0,0,0,0,-6.864249128605849
chr5-g577,chr5,115400000,115600000,0.5077,"Msi1, Pla2g1b, Sirt4, Pxn, Rplp0, Gcn1, Mir7029",7.0,"24518, 8581, 6475, 49312, 4263, 57392, 61",57392.0,61.0,21514.571428571428,8581.0,5,0,0,0,0,6.12893279358772
chr5-g579,chr5,115800000,116000000,0.48961,Cit,1.0,160686,160686.0,160686.0,160686.0,160686.0,5,0,0,0,0,6.249801100614713
chr5-g580,chr5,116000000,116200000,0.477965,"Cit, Prkab1, Tmem233, C330018A13Rik, Ccdc60",5.0,"160686, 10839, 44513, 5497, 163405",163405.0,5497.0,76988.0,44513.0,5,0,0,0,0,6.249801100614713
chr5-g587,chr5,117400000,117600000,0.481855,Ksr2,1.0,353987,353987.0,353987.0,353987.0,353987.0,5,0,0,0,0,-7.939780851590311
chr5-g588,chr5,117600000,117800000,0.48622,Ksr2,1.0,353987,353987.0,353987.0,353987.0,353987.0,5,0,0,0,0,-7.939780851590311
chr5-g602,chr5,120400000,120600000,0.51649,"Lhx5, Sdsl, Sds, Plbd2, Slc8b1, Tpcn1, Iqcd",7.0,"9572, 14562, 7359, 19731, 22833, 54457, 18091",54457.0,7359.0,20943.571428571428,18091.0,5,0,0,0,0,-0.4956696305247974
chr5-g613,chr5,122600000,122800000,0.47647,"Ift81, P2rx7, Mir8115, P2rx4, Camkk2, Anapc5",6.0,"64341, 40363, 118, 22195, 48241, 33882",64341.0,118.0,34856.666666666664,37122.5,5,0,0,0,0,4.342789738969372
chr5-g615,chr5,123000000,123200000,0.49314,"Orai1, Morn3, Tmem120b, Rhof, Setd1b, Hpd",6.0,"15379, 9890, 41171, 14450, 26438, 10917",41171.0,9890.0,19707.5,14914.5,5,0,0,0,0,4.057302128223269
chr5-g620,chr5,124000000,124200000,0.5121,"Hip1r, Vps37b, Abcb9, Arl6ip4, Ogfod2, Pitpnm2",6.0,"29588, 27620, 33942, 2088, 3160, 131072",131072.0,2088.0,37911.66666666666,28604.0,5,0,0,0,0,4.1743229028033975
chr5-g638,chr5,127600000,127800000,0.4642799999999999,"Slc15a4, Glt1d1, Tmem132d",3.0,"21727, 75259, 649587",649587.0,21727.0,248857.66666666663,75259.0,5,0,0,0,0,-5.283141442044467
chr5-g639,chr5,127800000,128000000,0.44637,Tmem132d,1.0,649587,649587.0,649587.0,649587.0,649587.0,5,0,0,0,0,-5.283141442044467
chr5-g640,chr5,128000000,128200000,0.4445349999999999,Tmem132d,1.0,649587,649587.0,649587.0,649587.0,649587.0,5,0,0,0,0,-5.283141442044467
chr5-g641,chr5,128200000,128400000,0.454335,Tmem132d,1.0,649587,649587.0,649587.0,649587.0,649587.0,5,0,0,0,0,-5.283141442044467
chr5-g642,chr5,128400000,128600000,0.4751,"Tmem132d, Fzd10os",2.0,"649587, 21558",649587.0,21558.0,335572.5,335572.5,5,0,0,0,0,-5.283141442044467
chr5-g649,chr5,129825000,130000000,0.4002,"Cct6a, Sumf2, Phkg1, Zbed5, Chchd2, Nupr1l, Vkorc1l1, Gusb",8.0,"59088, 16962, 15658, 7900, 6310, 5249, 44584, 14034",59088.0,5249.0,21223.125,14846.0,5,0,0,0,0,7.091082148122679
chr5-g651,chr5,130200000,130400000,0.46574,"Rabgef1, Tmem248, Sbds, Tyw1, Caln1, A330070K13Rik",6.0,"42519, 21431, 9799, 84531, 471188, 5781",471188.0,5781.0,105874.83333333331,31975.0,5,0,0,0,0,-5.025552225238752
