200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,Bergmann_pol_ass,Bergmann_spk_ass,Granule_pol_ass,Granule_spk_ass,log2FC_G2B
chr5-g313,chr5,62600000,62800000,0.38738,Arap2,1.0,163732,163732.0,163732.0,163732.0,163732.0,5,0,0,0,0,-7.050068342967748
chr5-g319,chr5,63800000,64000000,0.4459349999999999,"Nwd2, 0610040J01Rik, Rell1",3.0,"161441, 87125, 60000",161441.0,60000.0,102855.33333333331,87125.0,5,0,0,0,0,5.019789982571237
chr5-g325,chr5,65000000,65200000,0.436215,"Fam114a1, Tmem156, Klhl5, Wdr19",4.0,"71827, 28900, 60575, 59708",71827.0,28900.0,55252.5,60141.5,5,0,0,0,0,-4.601193241178096
chr5-g327,chr5,65400000,65600000,0.427905,"Lias, Ugdh, Smim14, Ube2k",4.0,"18927, 22621, 44081, 61745",61745.0,18927.0,36843.5,33351.0,5,0,0,0,0,2.7932038856789454
chr5-g331,chr5,66200000,66400000,0.452045,"Nsun7, Apbb2",2.0,"38131, 320093",320093.0,38131.0,179112.0,179112.0,5,0,0,0,0,-2.8046304768017145
chr5-g345,chr5,69000000,69200000,0.376515,Kctd8,1.0,232425,232425.0,232425.0,232425.0,232425.0,5,0,0,0,0,5.830659800111081
chr5-g346,chr5,69200000,69400000,0.3745699999999999,Kctd8,1.0,232425,232425.0,232425.0,232425.0,232425.0,5,0,0,0,0,5.830659800111081
chr5-g353,chr5,70600000,70800000,0.366465,Gabrg1,1.0,91571,91571.0,91571.0,91571.0,91571.0,5,0,0,0,0,-6.054711434790778
chr5-g354,chr5,70800000,71000000,0.367625,"Gabrg1, Gabra2",2.0,"91571, 137458",137458.0,91571.0,114514.5,114514.5,5,0,0,0,0,-5.2088767436106265
chr5-g355,chr5,71000000,71200000,0.371955,Gabra2,1.0,137458,137458.0,137458.0,137458.0,137458.0,5,0,0,0,0,-5.158991287764215
chr5-g357,chr5,71400000,71600000,0.378115,"Cox7b2, Gabra4",2.0,"105383, 88575",105383.0,88575.0,96979.0,96979.0,5,0,0,0,0,-7.725877608772386
chr5-g358,chr5,71600000,71800000,0.3808499999999999,"Gabra4, Gabrb1",2.0,"88575, 491652",491652.0,88575.0,290113.5,290113.5,5,0,0,0,0,-6.500696300176464
chr5-g359,chr5,71800000,72000000,0.38145,Gabrb1,1.0,491652,491652.0,491652.0,491652.0,491652.0,5,0,0,0,0,-6.442233673943893
chr5-g360,chr5,72000000,72200000,0.40632,"Gabrb1, Commd8",2.0,"491652, 11614",491652.0,11614.0,251633.0,251633.0,5,0,0,0,0,-6.442233673943893
chr5-g362,chr5,72400000,72600000,0.41932,"Corin, Nfxl1, Zar1, Slc10a4l",4.0,"204516, 46342, 3971, 5913",204516.0,3971.0,65185.5,26127.5,5,0,0,0,0,1.6802124478849894
chr5-g370,chr5,74000000,74200000,0.454445,"Usp46, Dancr, Snora26, Rasl11b",4.0,"68374, 1278, 121, 4152",68374.0,121.0,18481.25,2715.0,5,0,0,0,0,2.733427950502925
chr5-g372,chr5,74400000,74600000,0.4069349999999999,"Scfd2, Fip1l1, Lnx1",3.0,"75483, 61643, 105800",105800.0,61643.0,80975.33333333333,75483.0,5,0,0,0,0,1.9257575954003407
chr5-g373,chr5,74600000,74800000,0.4524849999999999,Lnx1,1.0,105800,105800.0,105800.0,105800.0,105800.0,5,0,0,0,0,1.9257575954003407
chr5-g384,chr5,76800000,77000000,0.44853,"C530008M17Rik, Aasdh, Ppat, Paics, Srp72",5.0,"32956, 29580, 38330, 16208, 25235",38330.0,16208.0,28461.8,29580.0,5,0,0,0,0,-4.277639448509008
chr5-g385,chr5,77000000,77200000,0.44894,"Arl9, Thegl, 1700112J05Rik, Mir12199, Hopx",5.0,"5424, 45500, 12422, 63, 28138",45500.0,63.0,18309.4,12422.0,5,0,0,0,0,-4.52074797425899
chr5-g405,chr5,81000000,81200000,0.37438,Adgrl3,1.0,804382,804382.0,804382.0,804382.0,804382.0,5,0,0,0,0,-3.462942478191562
chr5-g406,chr5,81200000,81400000,0.3686799999999999,Adgrl3,1.0,804382,804382.0,804382.0,804382.0,804382.0,5,0,0,0,0,-3.462942478191562
chr5-g407,chr5,81400000,81600000,0.371535,Adgrl3,1.0,804382,804382.0,804382.0,804382.0,804382.0,5,0,0,0,0,-3.462942478191562
chr5-g408,chr5,81600000,81800000,0.37416,Adgrl3,1.0,804382,804382.0,804382.0,804382.0,804382.0,5,0,0,0,0,-3.462942478191562
chr5-g409,chr5,81800000,82000000,0.372115,Adgrl3,1.0,804382,804382.0,804382.0,804382.0,804382.0,5,0,0,0,0,-3.462942478191562
chr5-g420,chr5,84000000,84200000,0.354575,Epha5,1.0,362618,362618.0,362618.0,362618.0,362618.0,5,0,0,0,0,2.0783021072061705
chr5-g421,chr5,84200000,84400000,0.35364,Epha5,1.0,362618,362618.0,362618.0,362618.0,362618.0,5,0,0,0,0,2.0783021072061705
chr5-g422,chr5,84400000,84600000,0.363175,Epha5,1.0,362618,362618.0,362618.0,362618.0,362618.0,5,0,0,0,0,2.0783021072061705
chr5-g460,chr5,92000000,92200000,0.42462,"Cdkl2, G3bp2, Uso1",3.0,"36969, 85581, 64858",85581.0,36969.0,62469.333333333336,64858.0,5,0,0,0,0,4.465366631943925
chr5-g463,chr5,92600000,92800000,0.4395699999999999,"Stbd1, Ccdc158, Shroom3, Mir1961",4.0,"3529, 23218, 282325, 112",282325.0,112.0,77296.0,13373.5,5,0,0,0,0,-6.102435182563146
chr5-g464,chr5,92800000,93000000,0.4591849999999999,Shroom3,1.0,282325,282325.0,282325.0,282325.0,282325.0,5,0,0,0,0,-6.102435182563146
chr5-g465,chr5,93000000,93200000,0.445085,"Sowahb, Sept11, Ccni",3.0,"3900, 87963, 24563",87963.0,3900.0,38808.66666666666,24563.0,5,0,0,0,0,2.70930546281159
chr5-g466,chr5,93200000,93400000,0.4198849999999999,"Ccni, 2010109A12Rik, Ccng2",3.0,"24563, 6957, 8659",24563.0,6957.0,13393.0,8659.0,5,0,0,0,0,2.19829445262904
chr5-g484,chr5,96800000,97000000,0.43018,"Anxa3, Gm8013, Bmp2k",3.0,"52584, 13596, 93360",93360.0,13596.0,53180.0,52584.0,5,0,0,0,0,-2.536876066166863
chr5-g485,chr5,97000000,97200000,0.4179549999999999,"Bmp2k, Paqr3",2.0,"93360, 29722",93360.0,29722.0,61541.0,61541.0,5,0,0,0,0,-2.536876066166863
chr5-g489,chr5,97800000,98000000,0.385525,Antxr2,1.0,146330,146330.0,146330.0,146330.0,146330.0,5,0,0,0,0,-5.552090191862939
chr5-g490,chr5,98000000,98200000,0.4199499999999999,"Antxr2, Prdm8, A730035I17Rik",3.0,"146330, 6580, 2867",146330.0,2867.0,51925.66666666666,6580.0,5,0,0,0,0,-1.305438330874109
chr5-g496,chr5,99200000,99400000,0.432545,"Rasgef1b, A930011G23Rik",2.0,"35508, 431817",431817.0,35508.0,233662.5,233662.5,5,0,0,0,0,4.253211970811559
chr5-g497,chr5,99400000,99600000,0.438475,A930011G23Rik,1.0,431817,431817.0,431817.0,431817.0,431817.0,5,0,0,0,0,4.253211970811559
chr5-g498,chr5,99600000,99800000,0.44692,"A930011G23Rik, Gm38413",2.0,"431817, 23120",431817.0,23120.0,227468.5,227468.5,5,0,0,0,0,4.253211970811559
chr5-g500,chr5,100000000,100200000,0.454815,"Enoph1, Hnrnpdl, Tmem150cos, Tmem150c",4.0,"28772, 5644, 17312, 81936",81936.0,5644.0,33416.0,23042.0,5,0,0,0,0,3.6505563073582623
chr5-g508,chr5,101600000,101800000,0.45125,"Nkx6-1, Cds1",2.0,"5515, 58723",58723.0,5515.0,32119.0,32119.0,5,0,0,0,0,5.216888520421657
chr5-g509,chr5,101800000,102000000,0.4556599999999999,"Cds1, Wdfy3",2.0,"58723, 236969",236969.0,58723.0,147846.0,147846.0,5,0,0,0,0,5.216888520421657
chr5-g517,chr5,103400000,103600000,0.433205,Ptpn13,1.0,173170,173170.0,173170.0,173170.0,173170.0,5,0,0,0,0,-4.480609463670155
chr5-g519,chr5,103800000,104000000,0.44543,"Aff1, Klhl8, Hsd17b13, Hsd17b11",4.0,"101161, 49210, 21947, 32032",101161.0,21947.0,51087.5,40621.0,5,0,0,0,0,0.0837512665996872
chr5-g520,chr5,104000000,104200000,0.4375,"Hsd17b11, Nudt9, Mir5619, Gm17660, Sparcl1, Dspp, Dmp1",7.0,"32032, 18515, 61, 7549, 34980, 9425, 16528",34980.0,61.0,17012.85714285714,16528.0,5,0,0,0,0,-5.485952314736774
chr5-g527,chr5,105400000,105600000,0.4499549999999999,"Lrrc8b, Lrrc8c",2.0,"74305, 89484",89484.0,74305.0,81894.5,81894.5,5,0,0,0,0,2.00392992471506
chr5-g534,chr5,106800000,107000000,0.413375,"Hfm1, Cdc7",2.0,"24002, 20118",24002.0,20118.0,22060.0,22060.0,5,1,0,0,0,4.787918968485199
chr5-g535,chr5,107000000,107200000,0.452125,Tgfbr3,1.0,183063,183063.0,183063.0,183063.0,183063.0,5,1,0,0,0,3.424284784724128
chr5-g536,chr5,107200000,107400000,0.43876,"Tgfbr3, Brdt",2.0,"183063, 55865",183063.0,55865.0,119464.0,119464.0,5,0,0,0,0,3.424284784724128
chr5-g542,chr5,108400000,108600000,0.453115,"Pde6b, Mfsd7a, Atp5k, Pcgf3, Cplx1, Gak",6.0,"43370, 8047, 1154, 41768, 31474, 60671",60671.0,1154.0,31080.666666666668,36621.0,5,0,0,0,0,2.816329006084962
chr5-g551,chr5,110200000,110400000,0.460155,"Golga3, Ankle2, Pgam5, Pxmp2, Pole, Lrcol1, P2rx2",7.0,"49613, 25648, 10765, 11883, 51135, 11365, 3338",51135.0,3338.0,23392.42857142857,11883.0,5,0,0,0,0,-4.103748207572319
chr5-g552,chr5,110400000,110600000,0.49021,"Fbrsl1, A630023P12Rik, Galnt9",3.0,"18629, 11057, 77029",77029.0,11057.0,35571.666666666664,18629.0,5,0,0,0,0,5.206500722077529
chr5-g553,chr5,110600000,110800000,0.460015,"Galnt9, Noc4l, Ddx51, Mir7026, Ep400, Gm15559, Pus1, Ulk1",8.0,"77029, 4964, 7046, 67, 106345, 8312, 6949, 25593",106345.0,67.0,29538.125,7679.0,5,0,0,0,0,4.06950391813768
chr5-g554,chr5,110800000,111000000,0.443655,"Ulk1, Chek2, Hscb, Ttc28",4.0,"25593, 34159, 10708, 409977",409977.0,10708.0,120109.25,29876.0,5,0,0,0,0,2.3697128305185093
chr5-g561,chr5,112200000,112400000,0.52154,"1700028D13Rik, Miat, Cryba4, Crybb1, Tpst2, Hps4, Tfip11, Srrd, Gm6583, Asphd2",10.0,"3240, 15721, 6027, 13766, 38612, 35330, 11705, 5650, 2261, 11017",38612.0,2261.0,14332.9,11361.0,5,0,0,1,0,2.515866629456605
chr5-g562,chr5,112400000,112600000,0.494085,"Sez6l, Gm6588, 1700034G24Rik",3.0,"158048, 2313, 7061",158048.0,2313.0,55807.333333333336,7061.0,5,0,0,1,0,6.089851174748816
chr5-g566,chr5,113200000,113400000,0.50235,"Tmem211, Sgsm1, Mir7229, Mir7230, Aym1",5.0,"12355, 67567, 53, 56, 528",67567.0,53.0,16111.8,528.0,5,0,0,1,0,6.526649390755123
chr5-g567,chr5,113400000,113600000,0.465525,Wscd2,1.0,39306,39306.0,39306.0,39306.0,39306.0,5,0,0,1,0,5.385708156583706
chr5-g569,chr5,113800000,114000000,0.499535,"Tmem119, Selplg, Coro1c, Ssh1",4.0,"6668, 12704, 66268, 56697",66268.0,6668.0,35584.25,34700.5,5,0,0,0,0,4.725107506097126
chr5-g570,chr5,114000000,114200000,0.4974399999999999,"Dao, Svop, Usp30, Alkbh2, Ung, Acacb",6.0,"21942, 64468, 22592, 4293, 8166, 85241",85241.0,4293.0,34450.333333333336,22267.0,5,0,0,0,0,0.2123597333054788
chr5-g573,chr5,114600000,114800000,0.515215,"Fam222a, Trpv4, Gltp, Mir7028, Tchp, Git2, 4930515G01Rik, Ankrd13a",8.0,"44968, 36268, 21436, 64, 14549, 46082, 1251, 30681",46082.0,64.0,24412.375,26058.5,5,0,0,0,0,2.369462775176053
chr5-g574,chr5,114800000,115000000,0.483245,"Ankrd13a, 1500011B03Rik, 2610524H06Rik, Mir6240, 4930519G04Rik, Gm9936, Oasl2, Oasl1, 2210016L21Rik, Hnf1a",10.0,"30681, 1177, 1532, 117, 30166, 4405, 15312, 14672, 6339, 22083",30681.0,117.0,12648.4,10505.5,5,0,0,0,0,2.9580667929750613
chr5-g575,chr5,115000000,115200000,0.478715,"Sppl3, Acads, Rpl37rt, Unc119b, Mlec, Cabp1",6.0,"87267, 9048, 7347, 12410, 15196, 25691",87267.0,7347.0,26159.83333333333,13803.0,5,0,0,0,0,5.179442145860673
chr5-g576,chr5,115200000,115400000,0.4759649999999999,"Pop5, Rnf10, Coq5, Dynll1, Gm13830, Srsf9, Triap1, Cox6a1, Gatc, 4930401G09Rik",10.0,"5120, 31126, 17271, 3881, 18963, 5904, 2323, 3336, 7920, 1424",31126.0,1424.0,9726.8,5512.0,5,0,0,0,0,2.169020459419446
chr5-g577,chr5,115400000,115600000,0.5077,"Msi1, Pla2g1b, Sirt4, Pxn, Rplp0, Gcn1, Mir7029",7.0,"24518, 8581, 6475, 49312, 4263, 57392, 61",57392.0,61.0,21514.571428571428,8581.0,5,0,0,0,0,-4.736182317861052
chr5-g582,chr5,116400000,116600000,0.4789699999999999,"Hspb8, Srrm4os, Srrm4",3.0,"14374, 26766, 152545",152545.0,14374.0,64561.66666666666,26766.0,5,0,0,0,0,7.071303461125286
chr5-g585,chr5,117000000,117200000,0.475455,"Suds3, Taok3",2.0,"24316, 154970",154970.0,24316.0,89643.0,89643.0,5,0,0,0,0,2.7067569633316007
chr5-g586,chr5,117200000,117400000,0.489615,"Taok3, Pebp1, Vsig10, Wsb2, Rfc5",5.0,"154970, 4914, 35741, 21281, 9879",154970.0,4914.0,45357.0,21281.0,5,0,0,0,0,2.706841746537504
chr5-g587,chr5,117400000,117600000,0.481855,Ksr2,1.0,353987,353987.0,353987.0,353987.0,353987.0,5,0,0,0,0,6.914782528349348
chr5-g588,chr5,117600000,117800000,0.48622,Ksr2,1.0,353987,353987.0,353987.0,353987.0,353987.0,5,0,0,0,0,6.914782528349348
chr5-g589,chr5,117800000,118000000,0.494915,"Nos1, Fbxo21",2.0,"92002, 33428",92002.0,33428.0,62715.0,62715.0,5,0,0,0,0,2.77301912478441
chr5-g590,chr5,118000000,118200000,0.512985,"Fbxo21, Tesc, Fbxw8, Hrk, Rnft2",5.0,"33428, 34136, 90478, 19715, 54290",90478.0,19715.0,46409.4,34136.0,5,0,0,0,0,3.5999309850192467
chr5-g604,chr5,120800000,121000000,0.483195,"Oas1b, Oas1c, Oas1f, Oas1h, Oas1g, Oas1a, Oas1d, Rph3a",8.0,"11523, 12316, 10620, 12084, 11472, 11269, 6830, 69593",69593.0,6830.0,18213.375,11497.5,5,0,0,0,0,6.541993013332009
chr5-g605,chr5,121000000,121200000,0.482925,"Rph3a, Ptpn11",2.0,"69593, 60865",69593.0,60865.0,65229.0,65229.0,5,0,0,0,0,6.541993013332009
chr5-g606,chr5,121200000,121400000,0.4719049999999999,"Rpl6, Hectd4, Trafd1, Naa25",4.0,"4741, 148359, 13891, 44415",148359.0,4741.0,52851.5,29153.0,5,0,0,0,0,2.081543472620244
chr5-g607,chr5,121400000,121600000,0.47351,"Naa25, Erp29, Tmem116, Adam1a, Adam1b, Mapkapk5, Aldh2, Acad12",8.0,"44415, 7722, 32241, 3092, 3340, 20842, 27798, 20658",44415.0,3092.0,20013.5,20750.0,5,0,0,0,0,-1.6060549527687706
chr5-g608,chr5,121600000,121800000,0.46009,"Acad12, Acad10, Brap, Atxn2",4.0,"20658, 39482, 26687, 103342",103342.0,20658.0,47542.25,33084.5,5,0,0,0,0,-3.123102603722041
chr5-g609,chr5,121800000,122000000,0.52333,"Atxn2, Mir7031, Sh2b3, Pheta1, Cux2",5.0,"103342, 65, 21379, 5607, 189636",189636.0,65.0,64005.8,21379.0,5,0,0,0,0,2.1308156802785208
chr5-g610,chr5,122000000,122200000,0.50318,"Cux2, Myl2, Ccdc63, Ppp1ccb, Ppp1cc",5.0,"189636, 5904, 30011, 16929, 16999",189636.0,5904.0,51895.8,16999.0,5,0,0,0,0,2.1170211421581997
chr5-g613,chr5,122600000,122800000,0.47647,"Ift81, P2rx7, Mir8115, P2rx4, Camkk2, Anapc5",6.0,"64341, 40363, 118, 22195, 48241, 33882",64341.0,118.0,34856.666666666664,37122.5,5,0,0,0,0,1.532996499111009
chr5-g614,chr5,122800000,123000000,0.4632449999999999,"Anapc5, Rnf34, Kdm2b, A930024E05Rik",4.0,"33882, 18758, 118424, 8988",118424.0,8988.0,45013.0,26320.0,5,0,0,0,0,3.925520487343854
chr5-g615,chr5,123000000,123200000,0.49314,"Orai1, Morn3, Tmem120b, Rhof, Setd1b, Hpd",6.0,"15379, 9890, 41171, 14450, 26438, 10917",41171.0,9890.0,19707.5,14914.5,5,0,0,0,0,-1.9209483082734304
chr5-g620,chr5,124000000,124200000,0.5121,"Hip1r, Vps37b, Abcb9, Arl6ip4, Ogfod2, Pitpnm2",6.0,"29588, 27620, 33942, 2088, 3160, 131072",131072.0,2088.0,37911.66666666666,28604.0,5,0,0,0,0,-2.458366212364796
chr5-g621,chr5,124200000,124400000,0.4671849999999999,"Pitpnm2, Pitpnm2os1, Mphosph9, 2810006K23Rik, Cdk2ap1, Sbno1",6.0,"131072, 7413, 77014, 12033, 9190, 57256",131072.0,7413.0,48996.333333333336,34644.5,5,0,0,0,0,-0.6443050343303404
chr5-g622,chr5,124400000,124600000,0.47596,"Sbno1, Kmt5a, Rilpl2, Snrnp35, Rilpl1, Tmed2, Ddx55, Eif2b1, Gtf2h3, Tctn2",10.0,"57256, 22382, 14971, 7968, 38312, 9713, 16797, 8918, 18533, 28990",57256.0,7968.0,22384.0,17665.0,5,0,0,0,0,2.006289912797363
chr5-g624,chr5,124800000,125000000,0.490965,"Dnah10, Ccdc92, Zfp664",3.0,"109224, 27790, 25926",109224.0,25926.0,54313.333333333336,27790.0,5,0,0,0,0,2.417652040414279
chr5-g636,chr5,127200000,127400000,0.45714,"Tmem132c, Tmem132cos",2.0,"323965, 24764",323965.0,24764.0,174364.5,174364.5,5,0,0,0,0,7.100571648379129
chr5-g637,chr5,127400000,127600000,0.4707750000000001,"Tmem132c, Slc15a4",2.0,"323965, 21727",323965.0,21727.0,172846.0,172846.0,5,0,0,0,0,6.620249789525363
chr5-g638,chr5,127600000,127800000,0.4642799999999999,"Slc15a4, Glt1d1, Tmem132d",3.0,"21727, 75259, 649587",649587.0,21727.0,248857.66666666663,75259.0,5,0,0,0,0,4.559051473178853
chr5-g649,chr5,129825000,130000000,0.4002,"Cct6a, Sumf2, Phkg1, Zbed5, Chchd2, Nupr1l, Vkorc1l1, Gusb",8.0,"59088, 16962, 15658, 7900, 6310, 5249, 44584, 14034",59088.0,5249.0,21223.125,14846.0,5,0,0,0,0,-5.6498999084790125
chr5-g650,chr5,130000000,130200000,0.463505,"Gusb, Asl, Crcp, Tpst1, Kctd7, Rabgef1",6.0,"14034, 13124, 31478, 62408, 10237, 42519",62408.0,10237.0,28966.666666666668,22756.0,5,0,0,0,0,2.683661522880515
chr5-g651,chr5,130200000,130400000,0.46574,"Rabgef1, Tmem248, Sbds, Tyw1, Caln1, A330070K13Rik",6.0,"42519, 21431, 9799, 84531, 471188, 5781",471188.0,5781.0,105874.83333333331,31975.0,5,0,0,0,0,7.709652355224027
chr5-g652,chr5,130400000,130600000,0.4430849999999999,Caln1,1.0,471188,471188.0,471188.0,471188.0,471188.0,5,0,0,0,0,7.709652355224027
chr5-g653,chr5,130600000,130800000,0.4325899999999999,Caln1,1.0,471188,471188.0,471188.0,471188.0,471188.0,5,0,0,0,0,7.709652355224027
chr5-g654,chr5,130800000,131000000,0.4497650000000001,"Caln1, Galnt17",2.0,"471188, 432572",471188.0,432572.0,451880.0,451880.0,5,0,0,0,0,7.709652355224027
chr5-g679,chr5,135800000,136000000,0.490635,"Srrm3, Hspb1, Ywhag, Ssc4d, Zp3, Dtx2",6.0,"56667, 1645, 26263, 14254, 8520, 38081",56667.0,1645.0,24238.33333333333,20258.5,5,0,0,0,0,3.957903721366821
chr5-g680,chr5,136000000,136200000,0.50618,"Dtx2, Upk3b, Upk3bl, Rasa4, Mir7035, Polr2j, Lrwd1, Alkbh4, Orai2, Prkrip1",10.0,"38081, 6498, 7058, 27946, 82, 6257, 13009, 5470, 23196, 18598",38081.0,82.0,14619.5,10033.5,5,0,0,0,0,3.0623459264301767
chr5-g681,chr5,136200000,136400000,0.47972,"Sh2b2, Cux1, Mir721",3.0,"21180, 301081, 88",301081.0,88.0,107449.66666666669,21180.0,5,0,0,0,0,1.8865470347684672
chr5-g682,chr5,136400000,136600000,0.457265,Cux1,1.0,301081,301081.0,301081.0,301081.0,301081.0,5,0,0,0,0,2.123995578938946
chr5-g687,chr5,137400000,137600000,0.494975,"Zan, Epo, Gigyf1, Pop7, Mir6418, Gnb2, Tfr2, Actl6b, Mospd3",9.0,"98428, 2797, 9056, 991, 115, 5180, 18242, 16035, 4413",98428.0,115.0,17250.777777777777,5180.0,5,0,0,0,0,3.5109538210444
chr5-g689,chr5,137800000,138000000,0.438505,"Zcwpw1, Pilra, Pilrb1, Pilrb2, Cyp3a13, Gjc3, Azgp1",7.0,"35291, 14327, 5903, 5930, 28687, 9226, 8712",35291.0,5903.0,15439.42857142857,9226.0,5,0,0,0,0,-7.4438525425554705
chr5-g695,chr5,139000000,139200000,0.495785,"Prkar1b, Dnaaf5",2.0,"133400, 36276",133400.0,36276.0,84838.0,84838.0,5,0,0,0,0,6.246661289233257
chr5-g696,chr5,139200000,139400000,0.51341,"Sun1, Get4, Adap1, Cox19, Cyp2w1, Mir339, 3110082I17Rik, Gpr146",8.0,"49203, 16554, 53589, 7345, 6985, 96, 100796, 18719",100796.0,96.0,31660.875,17636.5,5,0,0,0,0,6.445091645574555
chr5-g703,chr5,140600000,140800000,0.51908,"Lfng, Ttyh3, Iqce, Brat1, Amz1, Gna12",6.0,"8205, 28455, 38874, 14368, 29186, 70488",70488.0,8205.0,31596.0,28820.5,5,0,0,0,0,-3.2982104970106
chr5-g704,chr5,140800000,141000000,0.47534,"Gna12, Card11",2.0,"70488, 127598",127598.0,70488.0,99043.0,99043.0,5,0,0,0,0,-2.0150648108375
chr5-g712,chr5,142400000,142600000,0.5064799999999999,"Foxk1, Ap5z1, Radil, Papolb, Mmd2",5.0,"60519, 14785, 66260, 2337, 45272",66260.0,2337.0,37834.6,45272.0,5,0,0,0,0,1.9389772706659087
chr5-g714,chr5,142800000,143000000,0.506145,"Tnrc18, Fbxl18, Actb, Fscn1, Rnf216",5.0,"62873, 23450, 3640, 12835, 122128",122128.0,3640.0,44985.2,23450.0,5,0,0,0,0,-4.937383763679287
chr5-g717,chr5,143400000,143600000,0.465825,"Kdelr2, Daglb, Rac1, Fam220a",4.0,"18085, 39950, 22551, 15812",39950.0,15812.0,24099.5,20318.0,5,0,0,0,0,2.2840446758965127
chr5-g719,chr5,143800000,144000000,0.3935542857142857,"Eif2ak1, Ankrd61, Pms2, Aimp2, Ccz1",5.0,"30856, 4327, 21756, 7136, 26945",30856.0,4327.0,18204.0,21756.0,5,0,0,0,0,1.9879428121806384
chr5-g720,chr5,144000000,144200000,0.469455,"Ccz1, Ocm, Lmtk2, Bhlha15, Tecpr1",5.0,"26945, 30803, 87848, 4156, 29174",87848.0,4156.0,35785.2,29174.0,5,0,0,0,0,2.41495389679915
chr5-g721,chr5,144200000,144400000,0.472455,"Tecpr1, Bri3, Baiap2l1, Gm15708, Dmrt1i",5.0,"29174, 20137, 93588, 3454, 2481",93588.0,2481.0,29766.8,20137.0,5,0,0,0,0,2.41495389679915
chr5-g723,chr5,144600000,144800000,0.4785899999999999,"Tmem130, Trrap",2.0,"25664, 90985",90985.0,25664.0,58324.5,58324.5,5,0,0,0,0,4.932817141350688
chr5-g731,chr5,146200000,146400000,0.44264,"Rnf6, Cdk8, Wasf3",3.0,"12264, 71625, 86120",86120.0,12264.0,56669.66666666666,71625.0,5,0,0,0,0,-2.4224471764333044
chr5-g732,chr5,146400000,146600000,0.460005,"Wasf3, Gm6408, Gm6370, Gm3402, 4930449I24Rik, Gm3415, Gm3409, Gm3404, Gpr12",9.0,"86120, 2760, 2770, 2780, 2785, 14526, 2780, 2753, 3090",86120.0,2753.0,13373.777777777776,2780.0,5,0,0,0,0,-2.4224471764333044
chr5-g734,chr5,146800000,147000000,0.4681749999999999,"Rpl21, Rasl11a, Gtf3a, Mtif3",4.0,"4143, 2656, 6958, 12283",12283.0,2656.0,6510.0,5550.5,5,0,0,0,0,-5.7019262023817765
chr5-g735,chr5,147000000,147200000,0.471725,"Lnx2, Polr1d, Gsx1",3.0,"59918, 34016, 2251",59918.0,2251.0,32061.666666666668,34016.0,5,0,0,0,0,5.060687905275778
chr5-g739,chr5,147800000,148000000,0.4640999999999999,"Pomp, Slc46a3, Mtus2",3.0,"15157, 18918, 358746",358746.0,15157.0,130940.33333333331,18918.0,5,0,0,0,0,7.683823717246683
chr5-g740,chr5,148000000,148200000,0.445695,Mtus2,1.0,358746,358746.0,358746.0,358746.0,358746.0,5,0,0,0,0,7.683823717246683
chr5-g741,chr5,148200000,148400000,0.47283,"Mtus2, Slc7a1",2.0,"358746, 72495",358746.0,72495.0,215620.5,215620.5,5,0,0,0,0,7.733211642311026
chr5-g745,chr5,149000000,149200000,0.45841,"Gm15408, Hmgb1, Mm2pr, Gm42788, Gm8615, Uspl1",6.0,"5815, 6356, 62472, 9278, 2065, 30875",62472.0,2065.0,19476.83333333333,7817.0,5,0,0,0,0,2.876623116778997
chr5-g746,chr5,149200000,149400000,0.4397649999999999,"Uspl1, Alox5ap",2.0,"30875, 23150",30875.0,23150.0,27012.5,27012.5,5,0,0,0,0,2.876623116778997
chr5-g748,chr5,149600000,149800000,0.45232,"Wdr95, Hsph1, B3glct",3.0,"83216, 19492, 84370",84370.0,19492.0,62359.333333333336,83216.0,5,0,0,0,0,-2.4610390092480947
chr5-g755,chr5,151000000,151200000,0.4382749999999999,Stard13,1.0,152679,152679.0,152679.0,152679.0,152679.0,5,0,0,0,0,-8.666619499825838
chr6-g26,chr6,5200000,5400000,0.41777,"Pon3, Pon2, Asb4",3.0,"39978, 33721, 42612",42612.0,33721.0,38770.333333333336,39978.0,6,0,0,0,0,-2.9949294137693565
chr6-g28,chr6,5600000,5800000,0.41663,Dync1i1,1.0,302401,302401.0,302401.0,302401.0,302401.0,6,0,0,0,0,5.479826564100997
chr6-g29,chr6,5800000,6000000,0.4177949999999999,"Dync1i1, 1700019G24Rik",2.0,"302401, 13497",302401.0,13497.0,157949.0,157949.0,6,0,0,0,0,5.479826564100997
chr6-g30,chr6,6000000,6200000,0.427045,"Dync1i1, Slc25a13",2.0,"302401, 175956",302401.0,175956.0,239178.5,239178.5,6,0,0,0,0,5.479826564100997
chr6-g43,chr6,8600000,8800000,0.42835,Ica1,1.0,147958,147958.0,147958.0,147958.0,147958.0,6,0,0,0,0,5.961584677097688
chr6-g69,chr6,13800000,14000000,0.384885,"Gpr85, 1110019D14Rik, 2610001J05Rik",3.0,"5491, 24853, 3784",24853.0,3784.0,11376.0,5491.0,6,0,0,0,0,2.405070496601528
chr6-g106,chr6,21200000,21400000,0.369255,Kcnd2,1.0,514460,514460.0,514460.0,514460.0,514460.0,6,0,0,0,0,7.485074203966354
chr6-g107,chr6,21400000,21600000,0.366705,Kcnd2,1.0,514460,514460.0,514460.0,514460.0,514460.0,6,0,0,0,0,7.485074203966354
