fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g131,chr7-g132,chr7-g133,chr7-g134,chr7-g135,chr7-g136,chr7-g137,chr7-g138,chr7-g139,chr7-g140,chr7-g141,chr7-g142,chr7-g143,chr7-g144,chr7-g145,chr7-g146,chr7-g147,chr7-g148,chr7-g149,chr7-g150,chr7-g151,chr7-g152,chr7-g153,chr7-g154,chr7-g155,chr7-g156,chr7-g157,chr7-g158,chr7-g159,chr7-g160,chr7-g161,chr7-g162,chr7-g163,chr7-g164,chr7-g165,chr7-g166,chr7-g167,chr7-g168,chr7-g169,chr7-g170,chr7-g171,chr7-g172,chr7-g173,chr7-g174,chr7-g175,chr7-g176,chr7-g177,chr7-g178,chr7-g179,chr7-g180,chr7-g181,chr7-g182,chr7-g183,chr7-g184,chr7-g185,chr7-g186,chr7-g187,chr7-g188,chr7-g189,chr7-g190,chr7-g191,chr7-g192,chr7-g193,chr7-g194,chr7-g195
1,81,1,1,-0.36838666666666664,,-0.8934500000000001,-0.8480733333333333,,-0.64842,,,-0.632875,,,-0.48507,-0.60175,0.27725,0.3109566666666667,,-0.3917199999999999,,,,-0.7417600000000001,,-0.29838,,0.17612,-0.5913833333333334,,-0.66398,,,-1.2552,-0.93623,,-0.6873100000000001,,,,,,,,-0.35283,-0.46951,,-0.20503,-0.34505,-0.3917225,,,,4.3766,-0.018345,,0.71285,-0.48507,,,,-0.80399,-0.8954,-0.31394,-0.5823115,,-0.99846,
0,613,1,1,,,,,-0.1313099999999999,-0.020451,,-0.6301800000000001,,,-0.10359500000000002,,,0.12208,,,,,-0.12603333333333333,0.7238899999999999,,,,,0.074571,,,-0.70145,-0.82814,,,,-0.709365,,,,,0.66054,0.20127,-0.34511,,,,,-0.032331000000000006,,,,,,,-0.60642,-0.66185,-0.66977,-0.36095,,,,,,0.45466,,,,
2,230,2,2,,,,,0.27699,-0.83591,,,-0.69436,,,,-0.69924,-0.59186,,,,-0.59186,,0.23794,,,,-0.7480549999999999,,-0.85544,,-0.21113,,-0.33804,,,,,,,,,,,,,-0.83591,,-1.01162,,,,,,-0.99211,-0.55281,-0.76758,-0.56257,-0.035406,,,,,-0.75781,,,,,
0,158,2,1,,-1.02827,-0.9193833333333333,,-0.9603633333333333,-0.25717,-0.652328,-0.7791600000000001,,,-0.25501,-0.09647250000000002,0.24326,-0.151476,-0.06088500000000002,-0.41031499999999993,,-0.6756300000000001,,,-0.12559,,0.696225,,,-0.92367,-0.69504,-1.148,-0.89564,,,,,,,,,-0.034997,,-0.7921,,-0.94094,-0.94741,-0.53973,-0.86005,,,,,-0.81152,-0.41031,-1.0056,-0.81799,,-0.5332633333333333,-0.66268,0.12678,-0.3650199999999999,-0.034995,-0.21619,-1.08655,,,,-1.2062
3,157,2,1,-0.6345433333333333,-0.58932,,-0.6220600000000001,,,,-0.28531,,,,-0.70625,-0.612705,-0.5596966666666666,-0.65325,,,0.079506,-0.790435,,,-0.10757800000000002,-0.44588933333333336,-1.0398733333333334,-0.5612615,-0.790435,-0.76705,-0.15747,-0.47706499999999996,-0.50981,-0.66883,-0.4225033333333334,-0.2946640000000001,-0.55658,-0.21983,-0.6594800000000001,-0.57061,-0.28531,-0.58776,-0.841885,-0.20111900000000005,-0.6750666666666666,,,-0.8746200000000001,,-0.6407675,,-0.79043,-0.9401,,-0.7296149999999999,-0.60335,-0.46771499999999994,-1.043,-0.67818,-0.92139,0.21982,-0.79043,,,-0.3695,,,-0.5191600000000001
0,99,2,1,-0.03581999999999996,0.17647466666666664,0.43908274999999997,-0.079932,0.19715499999999997,,,0.72237,,,,-0.23708,-0.86569,-0.588605,-0.53485,,-0.60101,0.07722000000000004,-0.013800000000000034,-0.34185366666666667,-1.1469,-0.1957275,,-0.621705,,-0.11577366666666668,0.54316,0.50731,-0.22384999999999997,,0.4190966666666667,-0.82158,-0.20813500000000004,,1.2931,-0.42732,0.97877,,,,-0.37107799999999996,-0.32807,,0.073085,-0.572065,0.17233849999999998,,-0.36115,-0.25363,-0.601015,-0.45213499999999995,-0.5513899999999999,-0.36528499999999997,,-0.6837249999999999,-0.6216900000000001,-0.88223,-0.6285866666666666,,-0.7457475,,,,,
3,86,2,1,-0.05540500000000001,-0.600735,,-0.36132,-0.43669,-0.53866,-0.8224100000000001,-0.45442499999999997,,,0.090908,0.37021000000000004,0.014046666666666615,-0.5327533333333333,0.07317500000000005,-0.1706725,-0.65394,-0.30367999999999995,-0.6805399999999999,0.23278,-0.15072425,-0.28742666666666666,,0.1470663333333333,0.30963166666666664,-0.03175566666666666,0.10864,0.10864,-0.62734,-0.113038,0.19435633333333333,-0.2105783333333333,,,,-0.32585,-0.69827,,,,-0.50763,-1.811105,-0.316985,-0.07091999999999998,-0.037665000000000004,,-0.0199325,0.34806,,1.4742,0.7027399999999999,0.5224466666666666,0.96876,,,-0.47216,0.928855,2.3165999999999998,1.1372,0.30372,,,,,
1,94,1,1,,,-0.70399,-0.58921,-0.66812,-0.3273750000000001,,0.21422,,,-0.52465,-0.31303099999999995,,,-0.71833,-0.54617,,,-0.70399,-0.528238,,,,-0.66095,-0.3417245,-0.890495,-0.93354,-1.016035,-0.80083,,-0.6466,,,-0.8737733333333333,-0.8008299999999999,,,-0.8976700000000001,-1.0824,-0.96583,,-0.352485,0.13531333333333334,-0.09065499999999999,-0.7517933333333334,0.07253250000000006,-0.5282374999999999,-0.377595,0.0635775,-0.57486,,-0.008156666666666664,-0.4457399999999999,0.009776249999999986,0.40073,-0.4457399999999999,,-0.67529,-0.95506,,,,,,
1,36,1,1,,,,,,,,,,,,,,,,-1.0963,-0.7962963333333333,-1.034345,-0.46053,-0.8513366666666666,,-1.0963,,,,,,-0.51007,-0.69171,-1.1541,,-0.8430766666666667,-1.1376,,,,-1.377,,,-1.3068,-1.2779,-0.4632766666666667,,,-1.0798,,,,,-1.1706,-0.9284033333333334,,,,-1.055,,-0.014684,-0.014684,-1.1871,,,,,,
2,80,2,2,1.02651,1.1194666666666666,,0.59325,1.0793,,-0.3806625,1.4937,-0.28459,-0.67642,,-0.23938,-0.047229999999999994,-0.05853499999999999,-0.29966,,,,,,,,,,0.9059550000000001,,,-0.729165,,-0.6914899999999999,,-0.7668349999999999,-0.6161300000000001,,,,,,,,,,0.29562,-0.10375,,,,,,-0.79321,,,,,-0.62367,-0.67642,,,,,,,,,
0,55,2,1,,-0.7494433333333332,,-0.89345,-0.7241266666666668,-0.6384966666666666,-0.79225,-0.6891,-0.5158833333333334,-0.28622,-0.8321500000000001,-0.8486899999999999,-0.77668,-0.8029550000000001,-1.0745,,,-0.63071,,,-0.40884,,,,,,-1.2555,-1.25545,-1.2,-1.1562,,-1.14745,-1.2496,,,,,-0.8817799999999999,,-0.8642466666666667,-0.5898399999999999,-0.6891,-0.63655,,0.058261999999999946,0.08842816666666664,-0.003044,,0.56623,0.7414,1.5958066666666666,-0.23951199999999995,0.11665249999999999,0.2918146666666666,0.54288,-0.017643333333333334,,-0.131495,-0.076029,,,,,,
0,116,1,1,,,,,,,,,,,,,,,,,,,,,,,,,-0.88303,,,,,,,,,,,,,,,-0.8459,,,,,,,,,0.3886800000000001,,0.3422699999999999,0.51863,,0.19374799999999995,,,,,,0.017378,,,,,
1,612,2,1,,,,,,,,,-0.6528,,,,-0.70492,,,,-0.35746,,,,,,,,,0.21586,,0.11162,,,,,,,,,,,,,,,,,,,,,,-0.6701699999999999,-0.13161,-0.28796,0.007379,,-0.23584,,,0.12899,,,,,,,
1,189,2,1,-0.42767,-0.5362022,-0.31428,-0.6747050000000001,-0.7732466666666666,-0.739495,-0.5194610000000001,-0.5289149999999999,-0.47626499999999994,0.131195,0.17169333333333328,-0.670655,1.9131,,,-0.063193,-0.16849,,,,0.6637275,0.438967,-0.14824000000000004,,,0.2742833333333334,-0.6652533333333333,,-0.273781,-0.80024,,-0.6139600000000001,,0.69816,,,,0.32558,0.7062500000000002,,0.16359,0.4389699999999999,0.34988,0.34446666666666664,,,,,-0.75165,-0.1279895,-0.2778290000000001,0.26888,-0.06521625000000002,-0.014600000000000002,-0.66255,0.078545,-0.89744,-0.853688,-0.75165,-0.58696,-0.53296,,,,
1,144,1,1,-0.3577,-1.1507,-0.5163,,,,,0.024825,,-0.30172,,-0.22708,0.10879,,0.010830000000000006,,,,0.25807,,,,,,,,,,-1.1414,,,,,-1.1134,,,0.91116,1.5549,,-1.1974,0.91116,-1.1787,,,-0.5163,,,,,0.2674,-0.29551199999999994,-0.5629599999999999,-0.9921449999999999,,,0.080804,1.4196,2.152,0.14922133333333334,1.58601,0.52629,,1.247,1.4476499999999999,
2,119,1,1,-0.79405,,-1.012,-1.0036,,-1.3137,,-1.185875,,,,,,,,-1.1293,,-0.91977,-1.0203,-0.929856,-1.1712,-0.46717900000000007,-0.38337,0.73134,,,-0.10958166666666669,-0.79405,,,-0.668335,,,,,,-0.19898099999999994,,,,,-0.83595,-1.1209,,-0.60966,,,-0.7772899999999999,-0.71862,-0.510764,-0.48603999999999997,-0.9058033333333334,-0.8862300000000001,-0.44204,-0.587876,-0.07046666666666666,-0.4252766666666667,,,-0.44622999999999996,,,,,
0,250,1,1,,-0.59775,-1.0490333333333333,,0.8431799999999999,-0.9975799999999999,-0.91445,0.46315,-0.095009,-0.7560899999999999,,,-0.38398,-0.81151,,,-0.58983,-0.8643066666666667,-0.68484,-0.8471200000000001,,,-0.14449050000000002,-0.815465,-0.969845,-1.061702,-0.5166000000000001,-0.336484,-0.7560899999999999,,-0.8986,-0.882765,0.043542,-1.0807,,-1.0965,-1.1203,,,,-0.28106,-0.17814,,-0.65317,-0.17814,,-0.2414775,-0.7560899999999999,-0.42357,-0.003960000000000005,-0.5660799999999999,0.24147,-0.3048099999999999,-0.53837,0.55024,,,-0.48691,0.8035899999999999,,-0.669005,,-0.58983,-0.58983,-0.7560899999999999
0,164,1,1,,-0.410995,-0.40262,-0.78772,-0.4277399999999999,,,,,-0.25193,,,,,,-0.57005,,-0.6119100000000001,-0.0593809999999999,,0.06619333333333333,,,-0.25193,-0.44028999999999996,0.18339500000000003,0.14154,,0.49315,,,-0.53657,-0.23099999999999998,,-0.0258949999999999,,,-0.32728,0.71918,,-0.563358,,,-0.528195,,,-0.53657,,0.0159635,-0.00078,-0.39982999999999996,-0.23518666666666665,-0.020312666666666673,,,0.0996799999999999,0.70244,,,,,,,,
2,648,2,1,,-1.54195,-1.18959,-1.4963,-1.1178,,-0.543625,-0.6937,-0.70023,,0.5786899999999999,-0.63497,,-0.73938,-1.3397,,-0.5240525,-0.49793,-1.5354,0.6613433333333333,-1.7181,-1.4963,,,-0.94818,-1.1831,-0.55667,,-1.3658,,,,,,,,,,,,-0.42617,-1.1178,,,-1.01994,,,,,,,-0.8046300000000001,-1.1178333333333332,,,-1.3266,,,,,,,,,
2,172,2,1,,0.69782,0.6110775,0.88146,0.580465,1.9732,0.47843,0.8576566666666667,,0.7216100000000001,,,,-0.96533,,,,,,,-0.52659,,,,,,0.34069,0.39171,0.723315,,,,,,,,,,,,,-0.76126,-0.5674,-0.30722,-0.65923,-0.47557,,-0.04703500000000001,0.20805,-0.20008,-0.297012,-0.04023000000000001,0.029490000000000002,-0.174574,0.15703066666666668,0.011634999999999993,,0.21825,-0.5776,,,,,,
1,142,2,1,0.9704699999999999,0.5345300000000001,0.26660779999999995,0.327585,0.98068,,0.759875,-0.15056,-0.16415,-0.12339,-0.4155399999999999,0.29107,-0.001088,0.27748,0.16197666666666666,-0.7280800000000001,0.5073501666666667,0.27237500000000003,-0.32585600000000003,-0.009580999999999992,0.23783933333333337,-0.35439,,0.05054979999999998,-0.310229,-0.14150066666666666,0.03288433333333333,0.05326800000000001,0.05326375,0.128,0.2503033333333333,-0.050347875,0.0125,,,-0.08262,,-0.20661374999999998,-0.37023999999999996,0.17556,-0.389724,-0.4857466666666666,-0.43252499999999994,,,-0.25927,-0.33401,,-0.33401,-0.5463275,-0.39516,-0.43728,-0.38836,-0.481785,-0.3815699999999999,-0.41214249999999997,-0.05657516666666667,-0.069031,,-0.2524775,-0.3815699999999999,,,,
3,28,2,1,,,,,,-2.5661,,,,-0.52036,-0.44459,,,,,-0.12889,-0.248858,-0.30568,,-0.255174,-0.09942933333333331,-0.65927,,-0.21097,-0.57087,-0.30568,-0.28674,-0.2646425,-0.36567,,,-0.21518666666666666,-0.36251,-0.021554,0.27836000000000005,1.2286,-0.324625,-0.36251,-0.0005079999999999992,0.035272,0.212065,,0.995,0.80558,,,0.69824,,0.80558,1.2264933333333332,,0.60353,0.67299,1.0139,,1.6264,-0.21097,,0.40148,,,,,,
2,199,2,1,,-0.036787,-0.68993,-0.829895,-1.1819,-0.656,-1.0716,-0.5520925,,,,-0.3506349999999999,-0.39729000000000003,-0.35064,-0.48635,-0.38456,-0.52028,-0.63055,-0.5598666666666666,-0.58178,-0.77475,,,,,-0.46091,,-0.7196150000000001,-0.7069,,-0.89351,-0.6051066666666666,,,,,,-0.73234,-0.63055,,-0.58814,-0.7535499999999999,,-0.096164,-0.62207,-0.74082,,-0.50332,,-0.520285,-0.6786166666666666,-0.52876525,-0.855335,-0.6288579999999999,-0.41849,-0.92744,-0.63055,,-0.592385,-0.28278,,,,,
2,244,2,1,-1.3036666666666668,-1.25715,-1.2642933333333335,-1.0531,-1.4827,,-0.816865,,-0.65578,-0.45175,-1.3753,-0.8455166666666667,-0.49040799999999996,,,-0.81148,-0.398055,-0.865175,-0.4490675,-0.5483975,-0.81686,-0.42311366666666667,-1.1605,,,-0.338975,,-0.37658,,,-0.3121465000000001,-0.56987,,,,,,,,,,-0.05441999999999997,1.0248374999999998,0.8476250000000001,,0.90132,-0.35510499999999995,0.20868,0.23551499999999997,,0.3343224,0.660779,0.83151,0.28115324999999997,0.6435933333333334,0.29279666666666665,,0.50936,0.17646349999999994,0.450295,,,,,
2,711,2,1,,,-0.0309649999999999,,-0.044263,,-0.004368,-0.004368,,-0.33682,,-0.82885,0.17848,-0.48752999999999996,-0.33682,,-0.54959,,-1.1879,,-0.84215,-0.503045,,0.1951,,-0.432566,-0.7712166666666667,-0.6559733333333334,-0.749065,-1.0682,,-0.6061,-0.20384,,,,,,,-1.2943,-1.3076,-1.42725,-0.31022,-0.4387733333333333,-1.281,,-1.3075999999999999,-1.0815,-0.529655,-0.848795,0.159639,-0.9518575,,-0.3368175,-0.86874,,-0.6094275,-0.06421,-0.70251,-0.31022,-1.0593433333333333,,,,0.1951
1,1034,2,1,,,,,,,-0.5805,-0.15333,-0.32808,-0.11935599999999995,,-0.10479,,,,,,,-0.007710000000000054,0.5213949999999999,-0.13392,,,-0.16304499999999994,-0.6533100000000001,-0.33779,0.089373,-0.6096199999999999,,,,,,,,,-0.624185,-0.19217,,,,-0.36691333333333337,,-0.08537749999999997,-0.095085,-0.42030999999999996,-0.1921695,-0.21158,-0.39604,-0.32808,-0.231,-0.2827766666666667,,-0.3669166666666666,-0.15333,-0.22129,,,,,0.40975,,,,
3,718,2,1,-0.52923,0.21426799999999996,0.7575766666666667,0.7004,0.943445,0.10465,0.021244999999999993,-0.19679775,0.46448500000000004,-0.0716909999999999,,,0.14278000000000005,,,,-0.08599049999999994,-0.0716909999999999,,,0.014098,,,0.7433,,0.32865,,,,0.6360600000000001,0.41444,1.0436,,,,0.6146199999999999,1.2830650000000001,0.678955,0.7718933333333333,0.17138,,0.9149,0.6031660000000001,,-0.41484499999999996,1.6584,-0.67221,1.5726,-0.15748,-0.3290599999999999,,-0.257565,-0.2146699999999999,-0.20752075,,,0.52883,0.6289100000000001,0.342955,-0.10029,,0.92917,,,
2,591,2,1,-0.95975,,-1.1222,-1.2324,,-1.02938,-1.1802,,,-1.5979,,,,-0.6929099999999999,,,,-0.85534,,,,-0.75672,,,,,-0.56529,,,,,,,,-0.6349,,,,-0.518885,,,,,,,-1.232375,,,-0.93655,-0.9829600000000001,-1.0178,-0.901745,,,-1.0178,-0.31005,,,,,,,,,
1,713,1,1,,,-0.17344,-0.079246,,-0.7490899999999999,-0.26764,-0.3513699999999999,,-0.88515,,,-0.5659299999999999,,-0.8589850000000001,0.95692,-0.1525099999999999,-0.3723,0.4056933333333333,-0.29904,-0.3173525,-0.65489,,-0.565925,,,0.4440699999999999,,0.2800966666666667,-0.4665,,,,,-0.38277,,,-0.4665,-0.4979,,0.4440699999999999,-0.61303,,,,,,-0.45603,,,-0.55023,-0.644425,-0.8223499999999999,-0.4979,-0.6444300000000001,-0.4979,,,,0.63246,,,,,
2,516,2,1,0.0961419999999999,0.13934,-0.044237,-0.373588,-0.040638000000000035,-0.9945,-0.19542,,-0.04423499999999997,-0.7785399999999999,,,,-0.20621449999999994,-0.5805596666666667,,-0.19901333333333335,-0.81093,-0.15222500000000005,-0.065834,,,0.0961419999999999,,,,-0.519365,-0.325,,,-0.02804149999999995,,,,,-0.227809,-0.65975,,-0.5733600000000001,-0.95131,,-0.73534,,,-0.8217200000000001,-0.821725,-0.7497333333333334,-0.90811,,-0.58686,-0.86492,-0.665145,-0.11982500000000001,-0.8055275,-0.9081266666666666,-0.8199283333333334,-0.73534,,-0.75693,,-0.24941,,,,-1.1349
1,84,1,1,-0.8316100000000001,-0.7527366666666667,,-0.86541,-0.64908,-1.078335,-0.8158333333333333,-0.485145,-0.5274,,-0.563454,,,-0.6310533333333334,-0.8316100000000001,,0.1283466666666667,1.0781450000000001,0.7750666666666667,,-0.8451299999999999,,,-0.93977,-0.33135,-1.2169,,,,,,-1.1899,,,,,,-0.845125,,,,,,,0.189185,,,,0.16214,0.275712,0.347374,-0.006863333333333332,1.1559,0.5655039999999999,1.3384,-0.12854,,,0.48663,0.7300150000000001,0.145244,,,-0.033902,
1,208,2,1,0.06232999999999998,-0.225785,0.092889,-0.1632133333333333,0.040503250000000005,-0.36984,1.7168,0.8408166666666667,1.044515,0.95723,0.4916066666666667,,0.97469,-0.36111,,2.7339200000000003,1.4549,,0.5381549999999999,0.7215,-0.62303,,0.34608,-0.24761,0.23257975,-0.14575133333333334,0.079791,0.75643,0.35480999999999996,1.2104,0.6603821666666666,0.5585266666666667,0.02303999999999995,-0.208322,3.0439,1.062,3.0439,1.6971500000000002,,,,0.49887000000000004,0.490135,0.101618,1.69935,0.9091899999999999,0.37227,0.14527,1.6819,1.3588666666666667,1.004174875,1.0387233333333334,0.87866,1.0008828571428572,1.0067033333333333,1.6164,,0.195475,0.25004249999999995,0.6341950000000001,0.75643,,,,
3,91,2,1,-0.50683,-0.25665,-0.8339799999999999,-1.370892,-2.04155,-0.8917166666666668,-0.8243533333333333,-0.68003,-0.87728,-0.5645600000000001,,,-0.670405,-0.035345,,,0.23407499999999998,,-0.35288,-0.2325975,-0.7088899999999999,,,,,-0.86606,,-0.49721000000000004,,,,-0.47796500000000003,-0.7377600000000001,-0.8147399999999999,-0.52928,,-0.4257305714285714,-0.53249,-0.6559699999999999,,-0.7040799999999999,-0.574185,-0.41061,,-0.51645,,,-0.8339799999999999,-0.6223,-0.26627449999999997,-0.783465,-0.82436,,,-0.48758450000000003,-0.66078,,-0.35288,0.0897429999999999,,-0.3625,,,,
0,190,1,2,-0.45759999999999995,0.14642,,-0.29652999999999996,-0.67332,-0.23325,-0.2850266666666667,-0.3080333333333333,0.28448,1.8549,,,1.31565,0.93164,,,0.034242,,,0.09032800000000005,,,,,,,,0.52608,,,,,,,,,,,,,,0.83672,,,,-0.077933,,,,0.51746,-0.12971,,-0.28502,,,-0.19874,-0.40583,,-0.52663,,-0.8200099999999999,-1.0357,,,-0.26777
0,215,1,1,,-0.81377,-0.9794,-0.7939625,-0.6877500000000001,-0.28088,,-1.1234,,-0.7921699999999999,-0.8281700000000001,-0.53292,-0.50412,,-0.79937,-0.38889,-1.3179,,-1.2386,,-1.109,,,-1.0442,,,-0.73456,-1.3971,,-0.67695,,,,,,-0.80657,,-0.90739,,-0.90739,-0.89299,-0.9794,,-0.9722,0.1368,-0.68415,-0.828175,-0.89299,-0.78497,0.58328,,-0.30607999999999996,-0.376893,-0.21606,,,,,,,,,,,
2,1001,1,1,,,,,,,-1.2577,-0.86322,,,,,-1.097,,,-0.45418,-0.61488,-0.77557,,,-0.93627,,,,,,,,,,,-1.0093,,,,-1.1116,,,,,,,-0.6440899999999999,,-0.39574,,-0.33731,,,-0.22044,-0.5856600000000001,-1.0019925,-0.6927866666666667,,-0.47609,-0.11087499999999997,-1.1554,,,0.04252,,,,,-0.4907
0,190,1,1,,,,,,,,,,,,,,,,,,,,0.3103599999999999,,,,,-0.069304,-0.60429,,-0.46623,,,,-0.21599,,,-0.3885699999999999,,-0.40583,-0.29365,,,,0.8022100000000001,1.8722,0.96615,,,0.44842,1.4407,,,,1.3458,,,,0.0946429999999999,,0.3276199999999999,,,-0.043419999999999986,,,,
2,230,2,1,0.013405,,,,,0.38437,-0.6504300000000001,,0.10127,0.3453199999999999,0.49176,-0.4812166666666666,-0.46495,,,,0.047573,-0.074456,0.1110299999999999,-0.6243966666666666,-0.13954000000000008,-0.71877,-0.6504300000000001,-0.00612,0.13055666666666668,0.25746,0.29163,-0.1916,1.2239,0.4396773333333333,0.6626,0.608905,,,0.56009,0.45596033333333336,,0.62843,,,0.56009,0.3258,0.3258,0.042692,-0.38685,1.0189,,,0.2542141666666667,,1.7511,-0.47471,,-0.46495000000000003,0.2574599999999999,,,,,1.8487,,,,,
2,68,1,1,,,-0.106765,-0.027453333333333347,0.61155,,,-0.7712045000000001,-0.7338,,,,,,,,,,,,,,,,-1.0226,-0.7308100000000001,-0.92834,-1.110185,-1.34585,,-1.00017,-1.1887,-0.7263200000000001,-0.88345,,0.027914999999999995,0.52625,,,,0.52625,0.2479,1.55885,0.10423750000000001,0.65196,0.431975,,,-0.83855,4.1807,,1.496,0.37361,1.7563866666666668,,4.1807,-0.003509,,,,,,,,
0,89,2,1,-0.47165,,-0.23366866666666666,,-0.44521,,0.1418,0.12065,-0.65145,-0.7061000000000001,,0.16296,0.26344,-0.0115599999999999,,,-0.32886,,,,,,,,,,,-0.74135,,,,,-0.25482,-0.25482,,,-0.88678,,-0.13583500000000004,-0.8559333333333333,-0.07502,-0.1543475,,,0.030747,,,,0.2634366666666666,0.9096759999999999,0.5860233333333333,0.33747,0.36787749999999997,0.62965,1.091065,0.43501222222222224,0.3269,0.7076549999999999,0.26872,0.088919,,,,,
2,555,1,1,,,-0.79106,,,,-0.38971,-0.60758,,,-0.66492,-1.3071,-1.2727,,0.39005,,,-0.56171,0.4703199999999999,,-0.8369200000000001,,,,,-0.40118,,,,,,,,,,,,,,,0.18364,,,,,,,,0.32125,-0.43557799999999997,2.13305,0.88312,-0.011297,,,,,-0.4470399999999999,,,,-0.59612,,,
3,718,2,2,,-0.9009799999999999,-0.94387,,-0.95817,0.014098,,-0.55782,0.35725,,,,,,,,,-1.5587,,-1.4014,,-1.0869,,-0.85808,,-0.52923,,,,-0.65791,-0.9223999999999999,-0.94387,,,-1.044,,,-0.55782,-0.31476,,,,-1.0511,-1.0011,-1.2584,-0.24326999999999996,,,-0.5435300000000001,,,,-0.15748,-0.10743499999999995,,,,-0.90098,,-0.4720399999999999,0.55742,,,,
1,339,2,1,,,-0.35716000000000003,,,,,-0.65725,,-0.17200000000000001,,,-0.72109,,0.2877,-0.3124699999999999,-0.3124699999999999,1.124135,-0.48485999999999996,-0.14007499999999995,0.07061999999999996,0.7601600000000001,,0.42817,-0.5455099999999999,-0.12517666666666663,-0.4912399999999999,-0.42101,-0.43377499999999997,,-0.5934,-0.2996992,-0.1592299999999999,,,,,-1.002,-0.867945,-0.79346,-0.63171,-0.6125499999999999,,,,,1.0922,,,0.045082333333333335,0.14723883333333332,-0.4912433333333333,0.06209333333333328,0.7346233333333334,-0.21031000000000005,0.5814,,,-0.27416,-0.79771,,-0.031536,-1.0148,,
1,53,1,1,,,-0.11599000000000001,-0.3518699999999999,0.35236,-0.56838,-0.693725,-0.74158,,,,0.24295999999999995,,0.14724,0.31816999999999995,,,,,0.8856649999999999,0.8377899999999999,,,,-0.27324350000000003,,-0.003175,-0.23222000000000004,0.9403350000000001,-0.62535,0.15408,-0.80312,,0.22929,-0.68005,-0.4772166666666666,-0.5205166666666666,-0.074965,-0.8304449999999999,,-0.044198,-0.19006,0.072035,,-0.64586,-0.1522222,-0.474935,-0.33306425,0.08342866666666665,,-0.11599000000000001,0.09937949999999995,-0.021977499999999997,-0.0954765,,0.14268,0.03101,,0.4412399999999999,,,,,,
1,137,1,1,,-0.48034,,-0.748318,-0.815295,-0.75813,0.28761,,,,,,,0.78598,,,0.6470899999999999,,0.89218,,1.19035,,,,,,,-0.8616166666666668,-1.0052425,-0.86434,,-1.0277,-1.2075,,0.82683,,,-0.71728,-0.78264,,,,-0.40683,-0.39866,-0.24343,,,,,0.45101,,0.218165,-0.15356,,,,0.018008,0.4265,0.075197,,,,,,
3,27,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14503,0.2610699999999999,0.77985,,,,,-0.3396099999999999,-2.7219,-2.7219,,1.0802,,,1.1348,1.0324149999999999,-2.7219,-2.7219,,-0.1689645,-0.1519,-0.1245915,,,,,
0,406,1,1,-0.747,,-0.8788600000000001,-0.7432275,-0.709325,-1.0446,,-1.1576,-0.23088,,,,-0.41170999999999996,-0.050049,,-0.94667,,,,,0.58286,-0.5398,-0.68296,0.58286,,-1.0597,-1.1727,-1.2028,,,,,-0.86379,,,,-0.848695,,-0.8713299999999999,,-0.31124666666666667,,-0.66789,,-0.419245,,-0.45692,-0.72816,,,-0.42928999999999995,0.029065000000000007,,,-0.65282,-0.40418,,-0.83365,-0.38911,0.88046,,,,,
2,172,2,2,,,-0.18988,0.07030349999999999,1.0957,0.53455,,1.2896,-0.66943,-0.65923,-0.81228,,-0.68984,-0.8122800000000001,,,,0.46313,,,,,,,1.0039,,,0.075405,,-0.28171,-0.337825,0.075405,-0.0266269999999999,,-0.12866,,0.11622,1.1876,,0.5141399999999999,0.9188566666666667,,,,,,,1.2284,,,,-0.2409,0.95288,0.075405,,,,,,,,,,,
0,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,-0.39951,-0.468466,,-0.5178573999999999,-0.40883,-0.262055,-0.11528200000000001,-0.39018919999999996,0.12700999999999996,-0.073346,-0.46241,,,-0.7144839999999999,,,,-0.75362,,,-0.8281799999999999,-0.707025,,,-0.95398,-0.43561750000000005,,-0.95398,-0.37388000000000005,-0.18517,,-0.3366,-0.29699666666666663,,-0.46124499999999996,,,,,,
2,181,2,1,-0.13087,0.3737566666666667,0.6452375,0.10549199999999996,-0.05900999999999995,,,-0.5556566666666667,,,,,,-0.77284,-1.2328,,-0.86866,-0.5907899999999999,0.079926,,-0.7297275000000001,-0.830335,0.16935333333333336,,,,,,-0.60037,,,,,-0.8782399999999999,-0.68661,-0.6410975000000001,-0.734518,-0.6099566666666667,-0.5907899999999999,-0.7824300000000001,-0.9549,,,,,,-0.49498,-0.2075199999999999,-0.863885,-0.172392,-0.22094,-0.18261439999999998,-0.07018866666666666,-0.600375,-0.006309999999999996,-0.1276763333333333,-0.15003,-0.33209,-0.5907899999999999,,-0.5141399999999999,,,,
