fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g179,chr7-g180,chr7-g181,chr7-g182,chr7-g183,chr7-g184,chr7-g185,chr7-g186,chr7-g187,chr7-g188,chr7-g189,chr7-g190,chr7-g191,chr7-g192,chr7-g193,chr7-g194,chr7-g195,chr7-g196,chr7-g197,chr7-g198,chr7-g199,chr7-g200,chr7-g201,chr7-g202,chr7-g203,chr7-g204,chr7-g205,chr7-g206,chr7-g207,chr7-g208,chr7-g209,chr7-g210,chr7-g211,chr7-g212,chr7-g213,chr7-g214,chr7-g215,chr7-g216,chr7-g217,chr7-g218,chr7-g219,chr7-g220,chr7-g221,chr7-g222,chr7-g223,chr7-g224,chr7-g225,chr7-g226,chr7-g227,chr7-g228,chr7-g229,chr7-g230,chr7-g231,chr7-g232,chr7-g233,chr7-g234,chr7-g235,chr7-g236,chr7-g237,chr7-g238,chr7-g239,chr7-g240,chr7-g241,chr7-g242
2,230,2,2,,,0.10955,0.004407,0.036486,0.054308,0.043615,,,,,-0.0348,,,,,,,,0.35549,,,,,,2.09311,2.0763260000000003,,3.2729,4.0855,3.7504666666666666,3.4715999999999996,-0.18094,3.918,,,4.2727,,,3.984,,,1.288447,,1.4141,2.7721,4.5079,,0.31984999999999997,,,,0.29133,,,,,1.6832,,2.1207000000000003,,,,
2,1001,1,1,,0.20045,0.20439,0.565305,0.88362,,0.46990999999999994,0.44434399999999996,4.083,,,1.1013,,,,,4.5275,,,1.53792,7.4581,,,,,,,,,3.6831333333333336,4.4056,0.99113,,2.954,,,,,,,,,,,,,0.027369,0.20045,0.0509709999999999,2.6,,1.8959,,0.082441,1.5772,,,,0.71577,,,2.068966666666667,0.82591,
0,310,1,1,-0.28196,-0.23833,-0.24293,-0.38989,,0.8914,,0.055581000000000005,0.6778683333333334,0.32538500000000004,,1.2553299999999998,,4.9075,4.9075,,3.7502,2.7973,4.38625,2.989,,,,,,3.9247,,,3.0774033333333333,0.64571,4.6388,,,,,4.6871,,2.1635,2.0051,-0.3730466666666667,-0.41629,,-0.43581,-0.3807,,,,-0.4449899999999999,,,-0.42433,,,,0.25535,5.0613,2.095396666666667,,,,,1.38625,,
2,603,2,1,,0.1933925,,-0.27273000000000003,0.2995766666666666,,-0.20159,-0.06462000000000001,,,,,,,,,,,1.0874,-0.004096,0.042623,1.427514142857143,2.6496963333333334,-0.018961,0.7936654999999999,1.4144695,-0.3523699999999999,4.8504,,,6.39,,,5.4196,1.217,,,,3.05495,,,1.311485,,,,-0.069928,,-0.48828,-0.192033,,-0.10603,1.2892,,,,4.31955,2.2224749999999998,2.04731,4.5786,5.7296,,,5.169,
3,718,2,2,-0.21334,,,,0.32743,0.17138999999999993,,,,0.29646,,1.3566,0.3441099999999999,,,,,,,3.5864,6.7405,5.0705,3.553,5.0324,3.6998999999999995,3.4601,,,4.5702,3.304035,,,,3.846,,,,,1.0183,,,,-0.29196,,,,,,,-0.31578,,,,,,,,,,,0.8682,0.12494,,
2,516,2,1,,2.1551125,0.5844199999999999,0.29002350000000005,0.472905,0.8910899999999999,2.609523333333333,1.9092166666666666,0.38369,,8.6848,,9.0372,,,,0.99702,3.5061,,2.1857333333333333,3.6265,1.1509066666666665,0.70263,1.6872850000000001,,3.6823,2.7693666666666665,,3.5819,2.5382,,0.006775,7.0233,,,,,,,,-0.31885,,-0.399135,-0.355645,,-0.35453,-0.42813,,,,,0.3034,-0.343385,,-0.43259,2.9574,,2.0876,,0.799625,,,,0.93348
3,741,2,1,-0.037869,4.179825,2.527944,2.7180666666666666,2.0995666666666666,3.2415000000000003,4.1049500000000005,2.8653,0.11009999999999998,-0.09446800000000001,1.9619,0.16189,,,,,4.0616,,1.52359,,,1.72001,1.9959906666666667,1.2235583333333333,0.46153,3.6133,6.5009,,2.0862,,1.3471549999999999,2.3625849999999997,,3.322088,4.5366,2.9652,2.773566666666667,,,,0.40826,,0.43046,,,1.2095,2.2571,,0.17077,0.23292,0.26732,0.033157,1.76847,1.4886105,1.758295,,5.667833333333334,,,-0.14219,3.007358,2.357005,4.9761,0.8899
1,339,2,1,,2.1773333333333333,2.23365,1.1485999999999998,0.7156033333333335,1.9479,1.4216600000000001,1.8203,,,2.8215,5.1342,,1.9529,2.9366,,,,2.5461,8.239633333333332,6.0929,3.5423,3.9428,2.5536,,,,,6.7662,,,,,2.9579,0.23835,3.8364,3.8802,,2.0931,,-0.10206,,-0.2397275,-0.17966,-0.58515,-0.10206,-0.40492900000000004,,-0.10957,0.0230875,-0.0620143333333333,-0.14211,0.024963749999999972,-0.142113,0.0356019999999999,0.3009199999999999,,,,,,,,
0,250,1,1,-0.41789,-0.145285,-0.27023,0.12479,0.001112,-0.19324249999999998,-0.04937,,,0.28634,0.46302,,1.8348499999999999,,-0.079659,-0.079659,3.25975,4.4183,1.1243,3.5576,,2.763745,1.1058156666666668,3.1007,4.1002,1.56604,7.0484,,3.510875,,,,,3.5576,1.1129565000000001,,,,,,,,,,,,,,,,,0.06926149999999999,0.03013999999999996,,,1.1294,-0.31692,,1.6467999999999998,1.5711050000000002,,,0.74698,-0.32702
2,80,2,1,0.4853699999999999,1.28368,1.2895,,0.4853699999999999,,,0.97376,1.89905,1.007925,1.0579766666666666,,,,,,3.6322,3.38415,4.487575,5.194100000000001,3.0614,3.7353,4.5175,3.0962,,2.7714,,,3.3655,3.3655,,2.7972,2.8578,4.4486,3.9634,4.3002,3.0936,3.0936,5.4763,,,-0.07970849999999996,,-0.4282899999999999,,,,-0.278155,,,,0.66062,,1.38808,,,3.7598,3.0395,2.4673499999999997,2.681233333333333,1.2083,1.6650999999999998,1.2727,
2,230,2,1,0.732125,,0.44282,1.262595,,1.2323233333333334,0.72083,,,,,1.022,,,,,,,2.9316,3.73895,1.55755,3.768333333333333,2.78105,2.4371,2.0848,1.6849703333333332,,3.7951,5.5959,,7.248866666666667,,2.2089,,,,1.0577,,,1.6957,,,,,,,,,,0.46242,1.0291,0.8758799999999999,,,,10.389,9.8241,3.218545,,5.6022,6.5173000000000005,5.8419,,
0,89,2,1,1.2002999999999997,0.6116423999999999,1.09009,1.177332,1.4863775000000001,0.546832,0.7339650000000001,1.3213920000000001,0.90817,1.6797,0.349935,0.42285,,,,,,3.6708,1.6465100000000001,1.6886,-0.34514,,-0.24559,1.397495,1.4886249999999999,3.2058999999999997,,2.9917,,4.285866666666667,,3.473466666666667,,5.369699999999999,3.5866666666666664,,4.916683333333333,2.0601,2.5054499999999997,1.6175,0.07381666666666666,0.697485,0.3890699999999999,0.1384099999999999,0.5170633333333333,0.23285387500000004,-0.5158,,-0.476695,-0.10425499999999999,-0.40914,1.5624,,0.17218,,,3.3996500000000003,,,4.24145,5.781,4.4992,5.19875,
0,164,1,1,2.23005,2.5953,2.9305966666666667,0.8803199999999999,1.959266666666667,,,-0.24003,0.85065,,,,,,,,,,,2.4918699999999996,1.6194899999999999,3.7812,3.993875,,4.2614,2.0158,,5.5549,,,,,,,,,,,,,,,-0.27935,,-0.41388,,,,,,,,0.562975,,,,,1.6785,,,,,0.14699,
0,353,1,1,,,0.3498875000000001,2.4745,0.5802063333333334,0.48538800000000004,0.061134999999999995,-0.037738,0.29034,,,1.6640833333333334,,0.28585,,,,,7.0182,,7.135,,3.2026,1.397025,,,,,,,,,,,4.087949999999999,,4.67,,2.6363,,3.634,,0.09708799999999995,,0.057763999999999996,0.1577599999999999,0.35101,,,3.7149,,1.0476,,,2.8303,,1.5263,0.8588600000000001,,,,7.6204,-0.4804199999999999,3.5745
1,84,1,1,0.1497,0.354692,0.0863876,0.30023333333333335,-0.049538,0.12461066666666665,0.4463399999999999,0.20947,,,1.3009,-0.027399999999999994,3.62415,,,6.0626,,,2.2874399999999997,1.6229650000000002,-0.016332,,,5.4671,0.29470250000000003,2.3435,1.54215,3.3242,2.766325,1.4757,4.0758,4.288349999999999,5.350899999999999,6.4135,6.69135,2.7486,4.650233333333333,,,,0.5232725,0.41978000000000004,,,-0.264275,,-0.24878,,-0.014671249999999924,0.052295,,0.061703499999999974,,,0.074432,0.597985,,6.93155,,0.8758100000000001,7.500450000000001,,-0.04511,
2,566,1,1,5.3235,2.6966,2.0917499999999998,3.0597000000000003,,,3.1511,3.7126,,3.1586,,,,,,,,,,,,-0.30909,,,,,,4.32586,,7.299,,,,1.7569,,2.0056,4.7441,5.312200000000001,1.3471,,,,,,,,,,,-0.26669,,,,,,,,,,,,,4.1987,
1,142,2,1,-0.009355,0.7942665,-0.057517,0.460159,0.23083700000000001,0.14902500000000002,0.48585,0.15890500000000002,0.26314783333333336,0.73531,,0.5343282500000001,0.059801,,,,,0.3784099999999999,1.9180979999999999,1.1724714285714286,0.91746,1.4453939999999998,1.0227325,0.6890016666666666,0.8893214285714286,,,,6.7543,,,-0.00812,-0.00812,5.667,6.5469,,2.4642,,5.4626,2.8840800000000004,0.040042,0.15983,-0.3860099999999999,-0.097035,,,0.16107,,0.8909100000000001,-0.013675000000000048,0.26932666666666666,,0.17588,0.18947,0.17292159999999998,0.40846166666666667,0.3981806666666667,,0.62663,0.24164200000000002,-0.11679,5.1057,0.2475099999999999,1.2064545
1,53,1,1,0.13834333333333335,,0.26446,0.91702,0.509175,0.71221,,0.9428833333333334,0.2656199999999999,,0.57339,,,,,,,,3.7367,,1.9156,2.062133333333333,2.8967,1.8137,,,3.49025,,,0.3119,,0.270245,,7.721550000000001,,,7.3328,2.894425,5.389,2.8574,4.0318,2.5064266666666666,0.055037,,-0.2967,-0.08303666666666668,,,0.40678,1.2468,0.7238100000000001,0.58033,3.44285,,,,-0.39852,4.1695,5.1321,0.30496,,,5.55905,
1,98,1,1,1.0268300000000001,1.7352999999999998,1.6633,0.23822,1.6921,1.1121500000000002,,,,1.5338,1.8031,-0.18539,,,,,,0.33488,1.86075,0.472655,0.48705,1.974375,0.6700699999999999,,1.407265,,,,1.7013500000000001,5.329866666666667,5.816533333333333,2.4345,,6.2851,0.6433300000000001,,7.0984,5.2826,1.213,,,,,,0.02538500000000006,,0.33282,0.32048,,,,0.878775,0.27935,2.9032999999999998,1.374395,,1.88129,2.864245,5.297,3.0212246666666664,,,7.23,
3,28,2,1,1.7522,1.2420833333333334,,1.2099,0.99874,1.5879,,1.8239,4.1899,,2.6308,,,,,,,,,,,,,,,,,,,,,,4.8938,3.0909505000000004,6.1165,7.5192,2.72465,,-0.06627449999999994,0.16706,0.15664,,0.15664,-0.13015,,,-0.77672,-0.90968,,,,-0.19532500000000003,,,,-0.059756,-0.059756,,0.77713,,2.3623,2.3623,,1.4863
3,937,2,1,-0.47411,,-0.49999,-0.44337499999999996,-0.5420533333333334,-0.2444025,-0.12793,-0.53235,,-0.30911,,,,,,,,,,2.0106,2.1886,,,,,,4.0715,2.2662,4.4371,4.4339,,2.1886,,,5.4368,,5.6601,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,407,1,1,,0.6661699999999999,,,,,2.0235,,,,,,0.099649,0.14981,,,,,,1.9999,,2.3657,1.9585,,,2.6874,,,,7.5618,,5.5583,,,,0.63371,,,,,,,,,,,,,,,,,,,,,,,3.1654,,,,,
0,190,1,1,,,,-0.228,,,,-0.005372,,3.2679,,,6.41155,,,,,,,,1.4013,,,,,,,4.6746,1.3279,,,1.9248,,8.5815,,,,,,,,,,,,-0.1179099999999999,-0.28426,,,,-0.1215765,,,,,6.7932,,,,6.0691,,3.608,3.9211,5.2936
1,713,1,1,,,0.3703599999999999,0.51215,0.363445,0.20437,0.33578,0.20437,,,,-0.10687,,,,,,,3.4067,3.9116,1.9093,2.428,2.5093,,,,,5.1911,,,6.5104,5.241833333333333,5.0078,3.4585,,0.0971669999999999,,,,0.71273,,,,,,,,,,0.67814,-0.3109,-0.21753,,-0.37315,-0.264215,,,,,,,,,
2,68,1,1,-0.433,0.004634,,-0.158,-0.010151,0.7438646666666666,,0.004634,0.05786,,,,,,,,,,,6.2631,1.7877,1.9990999999999999,5.68795,5.0877,,0.5102800000000001,,,,,,5.9748,4.333683333333334,,5.8299,,4.8186,,,,,,0.50141,,0.41566,,,,,,,,,,,,0.5132399999999999,0.6470610000000001,0.9826699999999999,0.46001,,1.10265,,0.048989
2,30,1,1,0.49372,0.07155999999999998,0.008307499999999995,0.342461,-0.04737750000000002,2.3171,0.09402166666666667,,,,,,,3.0184,,,,,,,-1.5442,,,,,,,,,,,,6.657,3.6744,2.9503749999999997,4.6741,,3.7693,,,-0.17321,-0.25434,-0.32035,,-0.064575,-0.3286,-0.439985,-0.15533,,-0.42265600000000003,-0.37913375,-0.3555482,-0.6146199999999999,-0.306595,-0.55962,0.15819499999999997,-0.03157,0.429075,1.7987,-0.092078,1.9623,0.5116,-0.020572,-0.46611
1,189,2,1,0.32141,0.9967744999999999,0.46889549999999997,0.4680899999999999,0.48743,-0.054966999999999995,0.34075,0.762245,-0.063832,0.06995400000000002,-0.08801,1.3444133333333335,2.2976,,,,,,4.197195,,0.50033,1.4747,,,0.50033,4.5332,3.3958,7.0252,5.367240000000001,5.474316666666667,6.4361,,1.299822,5.233225,3.7401999999999997,4.60335,4.7387500000000005,3.9581999999999997,2.6484166666666664,,1.3186243333333334,0.5556776666666666,1.800725,,0.19460699999999997,,0.3294645,1.59,-0.037236000000000005,,0.21019,,0.2811099999999999,-0.16135,0.1521605,2.1686,,,,,2.8069,,,3.6185
1,144,1,1,,0.50783,1.3425,1.2497,1.318915,,,0.66232,5.1104,1.689,1.1901733333333333,2.5012000000000003,3.5992249999999997,,5.0202,3.6363000000000003,,,0.34368299999999996,,,0.49817,-0.016796,,,,4.399075,,4.0289,2.7286,4.4409,4.8239,7.1799,,,,,,,,,,,,,,,,,,,,,,0.15378666666666665,,1.0904,2.0109,,1.3671999999999997,0.45633,1.999615,0.5545199999999999,1.0389
0,406,1,1,,,0.5951,0.31540999999999997,,,2.1264,-0.35562,,1.3589,1.0568,0.28361749999999997,,,,,,1.8902,,,,-0.012725,,,,0.9342349999999999,4.622,5.60755,5.1716,4.721966666666667,4.790100000000001,5.5016,5.7302,3.4889,6.1458,,,,,,,,,,,-0.27387,,-0.087662,,,-0.1149099999999999,0.17803,0.100816,-0.2557,-0.451,,,,,,-0.4214699999999999,,,
0,5,2,1,0.18617,0.03157975000000003,,0.18617,-0.0016150000000000053,0.99956,,0.060629999999999996,5.936633333333333,,4.14575,,,,,,,,2.3929,5.0561,1.5889,,,2.8214,3.425205,2.1978500000000003,7.7702,6.888366666666667,6.491,4.5374,9.0878,4.8171,,,0.4787399999999999,,0.4787399999999999,,,,,3.1741,,,,,,,,,,-0.6542,-0.50342,,-0.1001799999999999,4.6764,1.1801,1.8877,,5.313433333333333,,,,
1,612,2,1,,0.066183,-1.0163,-1.0334,-0.10563,,-0.74135,,,-0.44926,,,,,,,,,0.667535,,,,1.6812,1.939,,,5.1004,,,4.57635,5.5471,,4.0351,,,,,,,,,,,,,,,,,,,1.0455,1.65545,2.8668,2.798,4.8426,,,-1.1881,,,-0.55235,,
1,36,1,1,,0.17523,0.4089933333333333,,,,0.55887,,0.087258,0.087258,0.98282,,,,,,,,,,,4.5908,1.9114,2.6057666666666663,3.3934,6.9855,,3.7257,5.4949,,4.0972,4.8522,3.9505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,843,2,1,,,,,,-0.0688145,,,,,,0.19121,,,,,,,,,,2.7678,2.05845,,2.0378,4.98335,4.49965,,4.55655,,5.1031,,4.672325,,5.823933333333334,,,,,,,,,,,,0.221625,,,,,,0.29325,0.12448,,2.3734,4.3142,2.3734,,6.255,,,,
3,823,2,1,0.517224,,1.0627,-0.098608,0.3842826666666667,-0.012587666666666634,,-0.016497,1.1213,0.96883,0.6579799999999999,0.57587,,,,,,3.004,1.6531033333333331,1.6403875,2.53482,1.905775,1.6257,2.658,1.5377,,,,,8.7459,,,1.2621,,,,,,,,,,0.29826333333333327,0.2415699999999999,,,,1.3735,0.59933,,,,0.6550549999999999,0.4879,0.1125299999999999,4.587566666666667,1.9267666666666667,,8.379349999999999,8.1066,6.364649999999999,,1.9131,
1,137,1,1,,-0.24813,,-0.138635,-0.0912419999999999,,,,1.6444,0.18985,0.18658,,,,,,,9.6588,,,,0.94162,8.6064,5.0404,,,9.1555,6.59785,4.86225,,,,,,,,,0.01662,,0.6703300000000001,0.41211,1.4613,5.243,,0.50036,,0.717725,,2.397725,,0.062379,,,,,,,,1.5528,2.03985,6.16805,,,
0,215,1,1,3.8769,1.92,,3.2129000000000003,2.3089133333333334,1.4969,,,,,,,,,,,,,,5.607,,,,,,,,,,,,9.7966,,1.588,10.021,,3.70975,,0.98718,,,,2.3829,,,,-0.032164,,,-0.019305999999999948,0.33840499999999996,0.14084,,,0.68793,0.080057,,0.73936,-0.11399,,,4.6391,,6.7146
0,544,1,1,1.2826,,,,,,,,,,,,,,,,,,2.4876,3.6940999999999997,,,0.071524,-0.197099,,,,,,,6.8796,,,3.6501,,,,,,,,,,,-0.07417000000000004,,,,,-0.1288,-0.1166599999999999,,,,-0.24718,,,0.6542899999999999,,,1.3494,,1.1187,6.8219
0,99,2,1,-0.19985,0.03174074999999999,0.16227000000000003,-0.45998,0.24835900000000002,,0.2431975,0.13046,0.8762200000000001,0.3497253333333334,,0.13513499999999995,,,,,,,2.4033,,1.7951,1.071775,,1.4432455,0.96979,3.4319333333333333,7.72,7.8304,4.360799999999999,4.9213,8.4068,4.07355,,,,4.1082,5.0261,,,-0.09691850000000005,-0.13622,-0.26161,-0.59004,,-0.15306499999999995,,,,0.195955,,0.058407,-0.09879500000000002,,0.5524600000000001,-0.126865,1.1719,1.12603,,,5.1786,5.697,3.085445,3.0615982500000003,3.8570300000000004
2,244,2,1,0.318225,,0.458128,0.296118,0.32828,0.29059,0.42877666666666664,0.26798,,0.84082,0.8166849999999999,0.16245500000000002,,,,,,4.9009,2.8333666666666666,3.8658,3.7727000000000004,2.541933333333333,2.6658333333333335,3.1717,1.8148400000000002,1.3962233333333334,6.52095,4.9250774999999996,4.733700000000001,5.0858,7.9561,8.1832,4.163966666666667,,,6.9732,7.6727,4.557205,4.5633,3.096,1.0901,,0.62374,1.6358,,0.164465,0.17351,0.028793333333333327,-0.053614999999999996,0.064973,0.006684,-0.4716899999999999,,-0.049595,0.107181,,0.58153,,,2.903,3.3251,3.3673333333333333,0.8971,1.5121
1,1034,2,1,0.009368,-0.00953,0.21454,0.05616666666666666,,-0.00502933333333333,0.15515,0.148401,,,,,3.2247,,,,,,,0.98665,7.2526,6.7775,4.46922,,7.5766,,4.66629,,6.0661000000000005,8.7131,8.8508,8.8508,8.481,,,,,,,,,,,-0.41718,,,-0.085121,-0.31864200000000004,,-0.45768,,,0.151775,0.10205733333333337,-0.14451,1.2053,2.0908,,5.331075,0.73288,,6.3293,,1.1
2,172,2,2,,,,3.1409,1.0896,2.7231,,,,,,,,,,,,4.7039,7.0716,5.1119666666666665,,2.8022,1.2357,,,6.4492,9.1883,,6.5687,,9.3619,,9.5855,,,11.0573,,,3.4126,1.5728,,,-0.35648,,-0.48544,,,,-0.39946,-0.47856,-0.29113999999999995,0.003465666666666669,0.11982,0.30036,,0.17225849999999998,,0.04415999999999998,,,,0.26252666666666663,0.33990999999999993,
3,718,2,1,0.64904,4.4416,,6.30805,3.098,1.551925,,,3.179,2.0855,5.9841,2.5882,,9.1251,,,,,5.28725,,,3.9532,,,2.4953,,,,,,8.0352,8.046524999999999,,,,,,,,,,,,2.4119,,-0.05373,,0.0129729999999999,-0.26099,,,0.005825999999999949,,,,,0.032031,,,1.25175,0.48226,0.5513600000000001,,
3,27,2,1,,0.002132,,,-0.7713,2.567608,1.7416,2.267,,2.51505,3.0054,3.8489,,,,,,,9.6481,3.3249500000000003,,5.4162,5.277066666666666,,5.8861,10.121,10.6667,,,,,11.1979,,,,,,,,,,-1.2062,,,,,,-0.17152749999999994,-1.0398,,-0.98436,-1.0339999999999998,,,,,5.6759,,,2.731,,7.249,,5.1564
2,181,2,1,2.0247,3.5937666666666668,2.936838,4.260642,4.979633333333333,1.361605,3.97955,4.5594,4.7563,2.7136,1.7732,,1.601,,,,,,,2.2004,5.517,6.4046,4.634,4.06825,,,,,11.7111,,,11.7111,9.426415,13.1648,11.3279,,11.790775,11.31755,,,3.5249,0.7863450000000001,1.35858,1.1084,3.1941550000000003,,,,,,,1.0516,,4.09065,1.154075,1.8766,4.2327,7.9444,2.02125,9.308499999999999,,6.11454,8.672075,
