fov,cellID,rep,dbscan_ldp_nbr_allele,chr11-g340,chr11-g341,chr11-g342,chr11-g343,chr11-g344,chr11-g345,chr11-g346,chr11-g347,chr11-g348,chr11-g349,chr11-g350,chr11-g351,chr11-g352,chr11-g353,chr11-g354,chr11-g355,chr11-g356,chr11-g357,chr11-g358,chr11-g359,chr11-g360,chr11-g361,chr11-g362,chr11-g363,chr11-g364,chr11-g365,chr11-g366,chr11-g367,chr11-g368,chr11-g369,chr11-g370,chr11-g371,chr11-g372,chr11-g373,chr11-g374,chr11-g375,chr11-g376,chr11-g377,chr11-g378,chr11-g379,chr11-g380,chr11-g381,chr11-g382,chr11-g383,chr11-g384,chr11-g385,chr11-g386,chr11-g387,chr11-g388,chr11-g389,chr11-g390,chr11-g391,chr11-g392,chr11-g393,chr11-g394,chr11-g395,chr11-g396,chr11-g397,chr11-g398,chr11-g399
2,555,1,2,,,,,,,,,,,,-0.31154,-0.19608,,,-0.26785000000000003,,,,-0.17423,,,,,,,,,,0.6371399999999999,0.081662,,,,,0.1035099999999999,,,,,,,,,,,-0.32714,0.6371399999999999,,-0.28657,,-0.42388499999999996,,,,-0.24913,,-0.478495,-0.4394899999999999,0.33131
3,741,2,1,,,,-0.14107749999999994,,,,0.3328,-0.17326,,,,-0.08226,,,-0.32419,,-0.32419,,,,,,,,,0.643526,0.71678,0.73231,0.4926,,0.8292366666666666,-0.21765,0.008742,-0.28202333333333335,-0.112595,-0.0534049999999999,,0.004303,0.5081399999999999,,1.64675,0.097524,,1.5246975,0.17076999999999998,0.84995,-0.0689419999999999,0.13304,0.4127,,2.4747,,,1.7560699999999998,0.843855,-0.033429,1.510062,3.00625,
0,544,1,1,,,0.0017149999999999943,-0.49,,,,-0.065063,-0.1166599999999999,,-0.48392999999999997,-0.39894,0.076078,,,-0.055957,,-0.25932,-0.06658249999999999,-0.51125,,,,0.07456,,,,,,,1.574,-0.14398,,-0.23504,,,,,-0.34431,,,-0.232,,,-0.49227675000000004,,,,-0.8087,,,,-0.67515,,,,,,0.49343,
3,353,2,1,,,,-0.62644,-0.61833,,,-0.15185333333333334,-0.27557,-0.148815,-0.264417,-0.22960000000000003,-0.0869549999999999,,,0.315625,-0.5473399999999999,-0.046055000000000006,0.423122,-0.50272,-0.143745,0.23856000000000002,,,,,,,0.6056549999999999,-0.06566,,0.3977699999999999,0.70402,,,,-0.5595100000000001,,,0.2558,,0.2558,,,,-0.4763566666666667,-0.5473399999999999,-0.4844699999999999,-0.4723,-0.514894,-0.39118,-0.4641899999999999,,,-0.4216,-0.4641899999999999,-0.4317399999999999,-0.5412600000000001,,-0.35196333333333335
2,947,1,1,,,,1.2024,,,,1.3464,,,0.89661,0.79766,1.48127,,,,,,1.8771,,,,,,0.7077100000000001,,,,,,0.4108699999999999,,,,,,,,,,,,,,,-0.27276,,,,,,,,,,,,,,
2,172,2,1,-0.2051599999999999,,,,,,,-0.11575000000000002,-0.09786939999999997,,-0.16218,,-0.3496,-0.42525,-0.5937600000000001,,,,,,,,0.7422599999999999,0.6098600000000001,0.5703133333333333,0.20063,0.55312,0.26768749999999997,0.74226,0.56,,,0.3657,,0.20923,,-0.07563133333333333,0.29348,0.47230500000000003,,,,,,,,-0.56109,-0.36851,-0.37539000000000006,-0.5138100000000001,,-0.61439,-0.2141875,-0.204305,-0.14326,,-0.24700333333333327,-0.18625,-0.17249,-0.31693
2,636,2,1,-0.33662,-0.0774975,,,-0.28770799999999996,-0.036155,,-0.23646499999999998,-0.43561000000000005,,-0.36923,-0.41697999999999996,-0.17280266666666663,,,,,-0.2131699999999999,-0.11418249999999999,-0.029167,,-0.029167,,,,,0.8355400000000001,1.131945,0.031392,0.30973,0.29808,,,-0.09088950000000005,,-0.016522999999999972,-0.07155979999999998,,-0.19104499999999996,,,,-0.56488,,,-0.56488,-0.39951,,,-0.4204699999999999,-0.5264500000000001,-0.43444499999999997,,-0.12932,,-0.13514500000000007,-0.12233566666666668,0.11757,,-0.32846499999999995
2,260,1,2,0.123225,0.1941999999999999,,0.14925,0.25808333333333333,0.052246,,,,-0.17252,-0.19144,,-0.134664,-0.17488,-0.19854,0.13899333333333333,0.18158333333333335,,0.21076,-0.094442,,0.10903,0.0214889999999999,,-0.25532,,1.2068,0.4166,1.0215133333333333,-0.25296,,,,,-0.2569033333333333,-0.1737,,,,,,0.0167569999999999,-0.30501,,-0.35705999999999993,-0.30501,-0.35390666666666665,-0.32157,-0.14649,-0.23876,,-0.13584649999999998,,,,,,,,
1,94,1,3,,,-0.49122,,,,,-0.1955599999999999,-0.37172499999999997,-0.57499,-0.3618699999999999,-0.34093,-0.46658,,-0.1955599999999999,-0.40745,-0.19371,-0.14628,-0.2744,0.31692000000000004,,,-0.72529,,,,,,,0.7004633333333334,,1.2975333333333332,,-0.14382,-0.09207749999999999,,,,,,,0.29721,0.3662,,0.478305,,,,-0.12657,-0.29165,,-0.2423699999999999,-0.27194,,,,,-0.60949,,-0.49615
2,566,1,1,1.3564666666666667,,,0.2208225,,,,,,-0.29496,-0.026468333333333333,,-0.2497375,-0.36136999999999997,0.10071,,0.19115,,,,0.2250599999999999,0.1855,,,,,0.41159500000000004,,-0.19604,0.81291,0.33246,0.56703,,0.4144199999999999,0.7620399999999999,,,,,,,,,-0.2158199999999999,,,,,,,,,,-0.099949,,-0.1479939999999999,,,-0.320395,
1,63,2,1,0.15507425,0.42654,-0.1271285,-0.15805333333333335,,-0.22575,0.047661,-0.10858,-0.34098,-0.32731,0.2214699999999999,0.28006,,0.34646,,-0.24138,0.5984,0.171673,0.44802,0.49880333333333327,-0.49917,,,,0.24491,0.402125,0.8913399999999999,0.48317,0.6960466666666667,0.2824086,0.68042,-0.048035,,,0.25662999999999997,0.3699,0.1287085,,0.096485,,,,,,,,,,0.28202,,,,-0.3195,,-0.16228,,,,,-0.11834
0,648,2,1,,0.77659,,,0.8833799999999999,,,,0.2620699999999999,0.012093,,,,,,,,,0.61641,,0.6212599999999999,0.5169,,,0.38342,,,,,0.21839,,0.5824239999999999,0.581215,,,1.1698,,,,0.52904,,,-0.12624,0.61641,0.672225,1.4416,,1.3348,0.33973,1.0030999999999999,0.315465,0.85425,,0.67466,0.64796,,,,,
0,89,2,3,,,,,,,,-0.83935,-0.78957,,-0.76913,-0.6402399999999999,-0.674025,-0.7398,-0.39314,-0.42750666666666665,-0.14692,,0.05426233333333333,0.125372,-0.69713,,,0.46551,,,1.2691,0.9819549999999999,0.7943899999999999,0.36151500000000003,-0.10870000000000002,,,,-0.47373,-0.52247,-0.43995333333333336,,,-0.49802500000000005,-0.6189133333333333,-0.46425,,,,,,,-0.6349100000000001,,,-0.76113,-0.6301666666666667,,-0.80557,,,,-0.4358,
1,81,1,1,1.41885,2.0514,0.079088,0.737025,,,,0.062679,0.27155,0.5609799999999999,-0.29489,-0.06339125,-0.08651649999999994,-0.0641385,0.14573333333333333,0.10196333333333336,-0.34462,0.7743399999999999,0.6778743333333334,0.5545343333333334,0.36106499999999997,-0.0074445,,,-0.12978299999999998,,,,,0.8757900000000001,0.16960000000000006,0.09848499999999999,0.2620993333333334,1.1115,,0.4669899999999999,0.150703,,,1.5412,,,0.25514,,,,0.38345,,0.42422199999999993,0.091025,,,-0.3759535,,-0.13575,-0.6519699999999999,-0.438615,-0.12828999999999996,-0.35730249999999997,-0.32821075
0,884,1,1,,,,,,,,,0.350785,,,,0.17164,0.088746,,,,,,,,,0.35881,0.3695,0.57806,,,,,0.52726,,,,,,,,,0.2411599999999999,,,,,0.61549,,,,,,-0.0208789999999999,,,,-0.1706099999999999,,,,,,
2,68,1,1,0.096301,,0.20571,0.20718499999999995,,,-0.0086725,0.004634,0.026514200000000016,0.71135,0.3052633333333333,-0.14765499999999998,-0.06830466666666668,0.46887999999999996,,0.16430999999999998,,,0.01646266666666667,0.20201175,-0.13139,-0.119555,-0.33838,-0.40343,,,0.56055,0.6951,0.94793,0.73354,0.4725775,0.464922,0.42157,0.28357600000000005,0.20867,-0.08999150000000004,-0.30881,,-0.1787,-0.03873666666666667,,,,,-0.0066039999999999875,-0.1304,0.1820525,0.6955833333333333,-0.1166,-0.19841199999999995,0.93313,-0.22601,0.392,-0.4418876666666667,0.7212133333333334,,0.329905,0.27864866666666666,,-0.20531
3,157,2,2,-0.4437866666666666,,-0.08772500000000001,-0.12476000000000002,-0.031871000000000003,-0.55142,-0.37543,0.036231,-0.3402325,-0.64171,-0.42899,-0.45041666666666663,,-0.44697,1.1166,0.10611833333333333,0.12167500000000002,0.3734166666666667,0.17243166666666668,0.1770249999999999,0.20151,-0.48408,0.22599,0.21119966666666665,,0.4999225,0.6567999999999999,-0.028043,1.297205,0.5412475,0.5366500000000001,1.1442,,,-0.21219333333333332,0.254305,-0.324925,0.048474,,,-0.040285,0.058677,-0.11986000000000006,0.2719,,-0.541085,-0.33564,-0.3019699999999999,-0.6225799999999999,,,-0.47872499999999996,,,,0.1586568,0.23594100000000004,0.5917399999999999,0.381168,-0.35094
2,1001,1,2,,,,,,,-0.18899,-0.3856699999999999,,,-0.2912599999999999,,,0.0195009999999999,0.46401,,,,,,,,,,,,,,,,,,,0.806245,0.31453,,,,,,,,,,,,,,,,,,,,,,,,,
1,208,2,2,,,,,,,-0.30474,-0.31378,0.34844,-0.30775,,1.0317,0.93532,,0.14578000000000002,0.63949,0.54055,0.68746,1.11685,1.0387633333333333,0.83135,,,,,,1.9358,,2.2055,-0.057633,,0.1292,0.019211,-0.13448,-0.13448,0.05486966666666667,,,,,,,-0.20831,,,,,,,,,0.23618,0.15783,-0.0022599999999999756,0.10710366666666667,0.034278333333333334,0.141255,-0.28289,-0.17628774999999997,
2,516,2,1,-0.18057,,,,0.078144,,,-0.36345,-0.4734833333333333,,,-0.306806,,,-0.39411999999999997,-0.3523,0.084835,,-0.38277999999999995,-0.15381,-0.38241,,,,0.07591349999999995,,-0.16719,0.75169,,0.55097,1.6482999999999999,,0.16623999999999997,,,,,,-0.33446,,,,0.128325,-0.21848,0.292255,,-0.075746,0.002315,,-0.075746,0.2075,,,0.18074,,-0.2564,2.3047,,-0.305465,-0.10697
1,718,1,1,,,,-0.2929299999999999,0.048805,,,,,,,,,,,,-0.18338,,-0.17029933333333333,,,,,,,,,,,1.193365,0.003022,,,,,-0.11798,,,,0.042265,,,,,,,,,,,-0.63957,,-0.58235,,,,,0.045535,-0.45808,
1,189,2,1,-0.10332349999999997,-0.025147,-0.10681433333333334,-0.084786,-0.17601999999999998,-0.26854,-0.456325,-0.18740799999999994,-0.35300200000000004,-0.48131,,-0.08115949999999995,,-0.3443,,0.07156799999999999,,,,,,0.21502333333333334,,,,,0.52612,0.72921,0.5777,,,,,,,,-0.065444,,,0.04094,0.41328,,,-0.46358,0.56158,,,0.14732,,,,,-0.16914166666666666,-0.3125966666666666,0.008702499999999995,-0.004193,-0.008490666666666665,-0.22502333333333327,-0.21212666666666666,-0.42891999999999997
1,468,1,1,,,,,0.022923,-0.097572,,,,-0.050713,,,,,,-0.074142,,,0.029618,,,,,,,,1.0237,,,0.3342,,,1.028715,0.0806595,,-0.1511275,0.37437,,,,,,,,,,0.20869,,,,,,,,,0.66222,,0.36433,0.20701,0.6131266666666667
2,648,2,1,-0.15642,0.2898365,,,,,,0.011236,0.08149999999999996,-0.08553549999999999,-0.22299,0.18751833333333334,-0.190111,-0.1317605,,-0.1975083333333333,-0.17490849999999997,-0.1132735,-0.163813,,-0.10792666666666666,0.10985,,,,1.6557,-0.06766,,,,0.713905,1.5374,,-0.17368,0.10492,,,,,,,,,,-0.5706150000000001,,-0.62979,-0.62979,-0.5163800000000001,-0.5139100000000001,-0.33393,-0.47323000000000004,,-0.052867,,-0.089849,,0.099993,,
0,27,2,1,0.050178,-0.12679,,0.073895,0.1778799999999999,,,1.6495666666666666,,,1.4002333333333332,,,0.75894,0.9514,0.8218799999999999,,,1.309,,,,,,,,1.1284,1.0581200000000002,,,,0.30924,,0.083017,,0.50171,,,,,-0.31105,,-0.21618,,0.035583000000000004,,-0.028269,-0.2928,-0.066581,-0.2380699999999999,,,,,,,,,,
2,875,2,1,,,,,,,,,-0.33451,,,-0.25134,,0.18299,,,,0.62655,,0.4602199999999999,,-0.3714699999999999,,,,,2.0312,,0.41401,0.70972,,0.32160500000000003,,-0.05727733333333341,,,,,,,,,,,-0.1219599999999999,,,,0.12754,-0.21899249999999995,,,,,,,,,,
0,275,1,1,-0.043144999999999996,-0.0267955,0.20672,-0.11319600000000002,-0.05870999999999999,,,,-0.1318766666666667,-0.19259,,-0.35605,0.059604,0.17169,-0.2463,0.12732500000000005,0.40054,0.1857,,0.54064,,,,0.1693599999999999,,,1.2575,0.62938,-0.066493,0.46475,0.75781,0.6550699999999999,0.34683,,1.7214433333333334,,,,,,,,,-0.14355,,-0.44245,-0.3327,,,-0.46347,,0.16469,,,,0.17403,0.19271,0.3982,0.20905,
1,84,1,2,0.10321,,,0.24268,,,,,,0.0832885,0.05303333333333333,,0.2781,,-0.26649,,,,,,-0.0583929999999999,,,,,,,0.57253,,,1.2433,,0.81161,0.23604,0.7407666666666667,,0.58913,0.18069,-0.14141,,,,0.48176,,0.17405,0.06115,,0.27736333333333335,,,,0.054509,,,,,-0.1093075,,0.1939799999999999,0.43306
0,27,2,2,,,,,,,,,,,0.26545,0.2061595,-0.154604,-0.20523,,0.044705,0.9258649999999999,0.46248,0.48803,0.561,,0.5537,,,,,,2.4073,,0.54322125,,,,0.020988,-0.035567,-0.132865,-0.17877999999999994,-0.17057,,,,,-0.14503,,,,,,-0.35118,-0.206449,-0.54274,-0.473415,-0.064757,-0.30375,0.2636275,0.7264066666666666,-0.064757,,,
2,43,2,1,1.6856,,,,,,,,,,,,,,,,,,,,,1.4283,,-0.41405,,-0.12438,0.3436357142857143,0.5059199999999999,1.4853333333333334,1.07454,1.1249,1.118215,0.88095,0.699505,,0.76686,,,,,,,,,0.072638,-0.21257500000000001,-0.30299750000000003,-0.188305,,-0.43104,-0.47655499999999995,,,,,,,,-0.32424,-0.36429
1,208,2,1,0.022225,0.02433279999999998,,0.053867,,0.022225,-0.027498,-0.24447,-0.06290799999999999,-0.13598,,,-0.21985999999999997,-0.12882775,,-0.02749866666666666,0.133725,0.084002,0.080988,0.080988,,,,,,,0.2994699999999999,1.0242,,1.2874,0.7710975,1.0340025,0.5526,0.652045,0.7550233333333334,1.3225500000000001,0.74245,,,0.0222245,0.0071569999999999,0.0508529999999999,,,,,,,-0.14502500000000002,,,,0.15181,,0.1096145,0.093042,-0.083248,-0.158585,,
0,55,2,2,,,,-0.6547,,-0.4702633333333333,,,,,0.09644,,,,,,,,,,,,0.19777,0.35458599999999996,0.0071719999999999996,0.33127,,1.6212,,1.7627666666666668,0.2605,1.0149,0.8658,-0.13517,,,1.0132566666666667,0.020844,-0.1303475,,,,,,0.02834866666666667,0.800125,0.51825,,0.619985,0.95695,-0.20434,,,-0.06815666666666663,-0.2618375,-0.08048579999999998,-0.20594499999999993,-0.0483194,0.15434,-0.34909
2,555,1,1,,0.25642,0.087903,0.31259,0.5934419999999999,,0.7682,-0.030681,0.326635,-0.0525259999999999,0.35628,0.09102399999999994,0.27826,,0.01456500000000005,0.39373,,0.51543,0.88679,,0.39373,,0.16592,-0.11494,,,0.953865,,1.305,0.8899100000000001,0.847484,1.0272,,,0.1066299999999999,0.22209,,-0.1367799999999999,,,,,-0.10246,-0.10246,-0.045243,,-0.1180599999999999,-0.018198,-0.18359,,,,,,,,,,,
1,612,2,1,0.5988100000000001,0.40981,,,0.44418,,,,,0.35827,0.54727,0.44418,,0.22082,,,,,,-0.74135,0.6159899999999999,,,,,,,0.30672,,0.77922,1.5953,0.1349085,,1.13145,1.4235,1.4235,1.0713199999999998,,,,,0.014638,0.083364,,,,,,,,,,,0.88232,1.0112,0.42699,,,,
1,137,1,1,,,,,0.21273,,,,-0.14925925,,-0.1647845,,,0.7634799999999999,-0.13373,0.7781899999999999,,0.16207,0.15717,-0.0454829999999999,,,,,,1.0854,1.19495,,,0.61642,0.71609,,,,,,,,,3.1151999999999997,,,,,,-0.0912419999999999,0.32059,,0.11141,-0.21218,,,,0.3925,0.046037,,0.052573999999999996,,,
1,142,2,1,-0.28968499999999997,,-0.3069699999999999,-0.33579,-0.31809,-0.1069099999999999,-0.1773055,-0.14643,-0.29091833333333333,-0.15816449999999999,-0.19727066666666668,-0.21497,-0.03281900000000001,-0.1476669999999999,-0.094565,-0.056280500000000004,-0.107533,,0.04622000000000005,0.0647409999999999,,-0.03858133333333333,-0.1333422,-0.20659257142857143,-0.53173,,1.7625160000000002,1.9920460000000002,1.7985766666666667,1.2592843999999999,-0.177305,0.7353142500000001,0.5645757499999999,0.299995,0.049923999999999996,0.9353759999999999,-0.043933,-0.011825,0.10426000000000005,-0.19027,1.0206,-0.30327,,,-0.364705,-0.36172,-0.17792166666666664,-0.26683500000000004,-0.2285545,-0.26127999999999996,,,-0.101975,-0.5443925,-1.1171,0.16601,-0.32426,-0.45763,,-0.29833
0,190,1,1,,0.0215379999999999,,,,,,0.014199,,,,,,-0.26959,,-0.27692,,,,,-0.2231,,,,,,,,,,1.0588,1.9925333333333333,,,-0.18151,0.06802,-0.0004799999999999,0.046002,,,,,0.19279,,,4.9204765,-0.2818199999999999,,,,9.8977,,,,,,,,-0.1130099999999999,-0.007819
3,455,2,1,1.6956,0.56312,,,,,,,,,,0.256015,,0.23921999999999988,,,1.1341,,0.8846200000000001,,,0.755055,,,,,1.0526,,,,,,,,,,1.1485,,,,0.36158,0.31359499999999996,,0.20803,,,,0.46715,,,,,,,0.8270299999999999,,,0.90861,,
2,578,2,2,,,,-0.24994,,,,,,-0.395,,-0.5032099999999999,,,-0.21189,-0.2737199999999999,-0.46873,-0.078711,-0.22616,,,-0.24756,,,,,,,,,1.077075,,,,,,,,,,-0.47110499999999994,,,,,-0.22378,-0.069198,,-0.2142599999999999,-0.2107,-0.064442,,,,-0.24835,,,,,-0.29274
1,233,1,1,,-0.034667,,0.1461299999999999,,-0.2362199999999999,,-0.2223853333333333,0.313102,,,,,0.25876499999999997,0.12539,,,,-0.067271,0.8877220000000001,0.43956,,,,0.5284800000000001,0.44253,,,2.2772,,,,,0.6905233333333333,0.9063925,,,1.3791,,,,0.39807,,0.35138674999999997,,0.5047699999999999,0.32101,,0.021648,0.33879,0.12686949999999997,1.0531,0.8456299999999999,,0.7893100000000001,0.16688,0.43957,0.78932,0.35509499999999994,
1,942,2,1,,-0.5608,-0.2413699999999999,,0.30623,-0.2048649999999999,-0.3235099999999999,1.4653,,,,,,,,,,,,-0.1501,,,,,,,,,,1.1003,,,,,,,,,,,,,,,1.0911,,,,,0.37012,,,,,,,,,,
0,250,1,1,,-0.16547499999999998,-0.031701,-0.2260599999999999,-0.34217,-0.47594,-0.52895,1.0158,,,-0.215959,0.013733,,,,3.5828,-0.11752,,,,,2.068325,4.7035,,,,,1.4096,1.0865,1.6846649999999999,0.979205,1.3035,0.53622,,0.7608699999999999,0.23838,0.044022,-0.082185,,0.086931,,,0.51098,,0.378465,0.52612,0.58923,,,,,0.89969,0.3974,0.014994500000000001,,0.84921,0.1390956666666667,,,0.0541179999999999
2,808,2,1,,,,,,0.032744,-0.040029,,,,,,-0.21636,,,0.18669,,,,,-0.0288329999999999,1.2363,0.91721,,,,,1.3315,1.0012,,,,,,,,,,-0.42348,,,,,,,-0.21356,-0.32272,,,,,,,,,-0.14359,,,,0.18109
0,99,2,1,-0.16663249999999996,,-0.21856199999999998,-0.052006,-0.2485099999999999,-0.10440666666666663,0.080241,,-0.048265,,0.31759499999999996,0.4195899999999999,0.3363125,0.40088,,0.06963699999999999,-0.05263199999999999,-0.13622,-0.0024150000000000005,-0.09505,-0.10654471428571424,-0.053877999999999995,,0.25865,0.060278,0.34567,0.9161266666666666,1.5649,1.9177,2.684,1.1017096666666666,1.7502,,0.6129743333333333,0.2099935,,,,,0.13514,0.14449,0.21186149999999998,-0.00335,-0.023469000000000004,,0.13701,,-0.12874,0.33069899999999997,,,-0.12874,-0.23728,-0.24102,-0.28406,-0.2410199999999999,,0.05278999999999999,-0.24289,
0,164,1,2,,,,-0.65188,,,,-0.1520725,,-0.358,-0.20277499999999998,,-0.25659,-0.34558,,,,,,,,0.031088,,,,,2.9534,,,,1.484,,1.484,0.13043,0.17320000000000002,,0.12560133333333334,,,,,,,,0.30014,0.38292,0.38913,,,,0.3084199999999999,,-0.10137,-0.10137,,0.28358,,,-0.1251645,
1,713,1,2,,,0.18708,,-0.06709799999999999,,,,-0.20024,,,,,,0.111,,0.0712275,0.24933,0.045294,,,,,-0.010038,,,0.9548,2.8049,,,,,,0.34788499999999994,,,,,,,,,,0.27008,0.297745,,0.34097,,,,,,,0.22858,,-0.1691099999999999,,0.062585,-0.17083999999999994,
0,158,2,1,,0.042012,0.16287,,-0.10056000000000001,,,-0.30827,-0.294955,-0.14235,-0.2283835,-0.015343500000000003,-0.35948,-0.3338775,-0.28574,,-0.2079,,0.9269350000000001,,,,,2.6087,1.5407833333333334,1.4677,1.1338,1.8313000000000001,,,,2.1888,1.7176,,-0.09728,0.00923750000000005,-0.11777,,,,,0.0020700000000000024,,,-0.160781,-0.07475,0.16287,,,-0.35743,-0.273445,-0.4025,,-0.235551,0.25915,,0.06352499999999994,0.25915,0.1075635,-0.091136
1,77,2,1,,,,,,,,,1.1448,0.73625,1.1448,,,,,,,0.92689,,,,,,,,,,1.054,,1.7681333333333333,1.2507,,1.4292,,,0.63336,,1.33694,1.2506499999999998,,,,,,0.65152,-0.07574999999999997,0.452555,,0.2662,0.550145,0.3701,,1.3475,0.7998,,,,,,
1,820,1,1,,,,0.5169699999999999,,,,,,,0.35538,,0.35538,0.33674,0.80906,,,,,-0.011279999999999998,0.80906,,,,,,,,,0.70962,,2.0861650000000003,,,,,,,,,,,,,,,0.53561,,,0.013578,,,,,,,,0.044652,,
1,718,1,2,,,,,0.20740999999999996,,0.088048,,,0.0651559999999999,0.078237,0.23193899999999995,,0.35293,,,,,0.40526,,,,1.023315,,0.40853,,,2.9135,,0.055346,,,,,,,,,,,,,,,-0.33381,,,-0.22589,-0.21445,0.26464,,,,,,,,,-0.016597,
2,770,2,1,,,,,,,,,,,0.40785,-0.19504,,-0.1746,,,,,,,,,,0.228,,,,3.5786499999999997,2.02235,2.848,,1.0577,0.4262399999999999,0.31792,0.899335,,,0.92694,,1.7424,2.0571,0.69396,,,0.99847,,,0.75731,,,,0.41602,0.65309,,,,,,,
2,80,2,2,,,-0.50432,-0.55973,,,-0.28267,,-0.49980499999999994,,-0.57906,,-0.30458,-0.467462,-0.59968,,,-0.46179,-0.44245999999999996,-0.4012199999999999,,,,0.016298,,,,1.8024,2.0021500000000003,2.4402,,,1.5859,0.15289,,0.31011,,,1.07362,1.0427199999999999,,,0.7753075,0.5119966666666667,-0.39994,,,-0.14221,-0.2994199999999999,,,-0.37545,-0.60354,-0.59753,-0.6389800000000001,-0.6190100000000001,-0.37545,-0.4038,,-0.15123
2,230,2,1,0.4677699999999999,,,-0.05975,0.013318,0.37509499999999996,-0.19698,0.5943,0.070347,,,-0.29231999999999997,,-0.17870750000000002,,0.5859866666666668,0.9400466666666666,-0.25935,-0.17959899999999998,,,,,1.853875,0.9014433333333334,3.0799525,2.13907,2.3827,4.441952499999999,,,-0.13817,0.34836,0.23431,,0.215889,-0.35381,0.1126725,,,,0.37390999999999996,,0.2681699999999999,0.45232333333333336,0.3445021666666666,0.231337,,-0.0478693333333333,0.2824255,0.35861,0.15411,0.146981,0.037379500000000045,0.10688149999999999,0.278265,0.31688133333333335,,0.47846,0.298465
0,353,1,1,0.10158500000000001,0.38921,,-0.38829,-0.2984,,-0.062457,-0.30964,,-0.04447999999999999,,0.03341666666666667,-0.17257,,0.32854,0.73527,,0.061134999999999995,-0.10515,0.18473,,,,,,0.66785,,,2.2903,4.1936,2.3442,3.7621,1.53073,0.049899,0.24239999999999995,-0.1006595,1.28018,,,,,0.090347,,,,0.029675,0.20944,0.43191,,,,,,,,,0.1094475,0.040911,,
0,215,1,1,,0.0099189999999999,-0.07190500000000002,,,,,-0.27765,,,-0.090613,,,-0.20867999999999998,-0.1443875,,,-0.15841,,,,,,,3.1778,,,1.9808,2.6869,4.66475,2.3829,-0.078924,4.7197499999999994,0.5164706666666667,-0.29635,,0.30216,,,-0.15607749999999998,-0.2558266666666667,,0.18994,,,-0.16075,,-0.006447,-0.49508,,0.037974,0.30684,-0.050868,-0.128021,,,,0.11513,,
0,352,1,1,0.5179466666666667,0.6937141666666666,0.141607,0.2629803333333333,0.05412666666666668,,,0.19047000000000003,0.5404,0.46947,-0.24812,-0.053062500000000005,,-0.3927433333333333,,0.27559,0.3039633333333333,,,0.39381,,0.74611,,,1.9307,,,,,,1.793545,2.7074,,,,,,2.4272,,,-0.13818,,,,0.181013,0.18338,0.20229,,,1.7226,,,0.24643099999999998,,,,,0.13609,-0.0625179999999999,-0.2233
1,6,1,1,-0.35148999999999997,,,-0.101004,-0.35563,,,,,,,,,,,,,,,,,,-0.3291699999999999,-0.72267,-0.13738,,,,5.5635,,,,,-0.795425,,-0.5363933333333333,,,,,,-0.55734,,-0.64993,,-0.39531,,,,,,,,,,,,,,
0,310,1,1,-0.4289199999999999,,,-0.03970999999999997,,,,,0.5263033333333333,,0.24846,,0.8420350000000001,-0.10745,0.5837100000000001,0.6235133333333334,1.025725,0.532045,0.92355,0.86385,0.4266500000000001,0.82481,0.59749,1.0407,0.10151,1.5872,4.8294,1.5198233333333333,,4.2863500000000005,,2.9718,,,,,,,,0.0555809999999999,,,,,-0.036268,0.021136749999999996,-0.15108,,,,,,-0.006417,-0.1149145,-0.1396,,-0.41744,-0.12352,0.10265350000000001,
1,468,1,2,,,,,,,,,,,,0.5685,,0.642135,,,,0.8028,,,0.8797799999999999,,,0.5049,2.6303,2.2889,3.2529,4.6252,,6.9045,6.9213,,,,,,,-0.064101,,,,,,0.083171,,,,,,,,,-0.040671,,,0.029618,0.09879066666666665,,,
1,878,1,1,,,,,,,,0.049757,-0.13298100000000002,-0.2094,,,,,3.2859,,,,,,,,,,,1.7708,,,,,4.6414,,9.2663,,,,,,,,,,,0.049757,,,-0.56158,,,,,,,,,,,,,
2,641,2,1,0.011267,,1.5561,,1.1323,,,,,,,,1.2128,,,1.8511,1.009,0.31165,-0.3105699999999999,,,,,1.2021,,,,,,5.2894,,,,,,,,,,,-0.22475,-0.35348,,,,,,,,,,-0.39103,,,,,,,,1.0948
