fov,cellID,rep,dbscan_ldp_nbr_allele,chr17-g157,chr17-g158,chr17-g159,chr17-g160,chr17-g161,chr17-g162,chr17-g163,chr17-g164,chr17-g165,chr17-g166,chr17-g167,chr17-g168,chr17-g169,chr17-g170,chr17-g171,chr17-g172,chr17-g173,chr17-g174,chr17-g175,chr17-g176,chr17-g177,chr17-g178,chr17-g179,chr17-g180,chr17-g181,chr17-g182,chr17-g183,chr17-g184,chr17-g185,chr17-g186,chr17-g187,chr17-g188,chr17-g189,chr17-g190,chr17-g191,chr17-g192,chr17-g193,chr17-g194,chr17-g195,chr17-g196,chr17-g197,chr17-g198,chr17-g199,chr17-g200,chr17-g201,chr17-g202,chr17-g203,chr17-g204,chr17-g205,chr17-g206,chr17-g207,chr17-g208,chr17-g209,chr17-g210,chr17-g211,chr17-g212,chr17-g213,chr17-g214,chr17-g215,chr17-g216,chr17-g217,chr17-g218,chr17-g219,chr17-g220,chr17-g221,chr17-g222,chr17-g223,chr17-g224,chr17-g225,chr17-g226,chr17-g227,chr17-g228,chr17-g229,chr17-g230,chr17-g231,chr17-g232,chr17-g233,chr17-g234,chr17-g235,chr17-g236,chr17-g237,chr17-g238,chr17-g239,chr17-g240,chr17-g241,chr17-g242,chr17-g243,chr17-g244,chr17-g245,chr17-g246,chr17-g247,chr17-g248,chr17-g249,chr17-g250
0,275,1,1,0.2697699999999999,-0.47281,0.6142,,,,,0.0502639999999999,,,,,-0.23462,-0.52068,-0.39575,0.003561,,0.33749,,,-0.0034439999999999,-0.14355,,0.30479,,-0.06882499999999994,,0.047929,0.25109,0.41922,0.59435,0.23007,0.55699,,,,-0.160485,0.54181,-0.4447899999999999,-0.013559999999999997,-0.029130999999999997,-0.034969,1.1221050000000001,0.9913150000000001,-0.07783471428571427,0.55465,0.7998466666666667,-0.245135,0.673745,,0.47292500000000004,0.338655,0.32736333333333334,0.4285583333333333,0.010099400000000003,-0.21438633333333335,0.12498666666666668,0.60136,0.07127899999999998,0.08373333333333333,,,0.39587,0.11331,,0.005896,0.55582,,,,-0.1809175,-0.5965699999999999,,,,,,,,,,,0.07595,-0.09685,,1.4163,,1.31705,0.448405,0.65974,,0.8232,,
3,157,2,2,-0.1872,,,,,,,,,,-0.18567,,,-0.069362,,,,,,,,,,,0.3071,0.27649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30503,-0.15965,-0.1267475,-0.12215824999999994,-0.04589666666666667,-0.15098233333333333,,-0.20556,-0.2093875,,
3,937,2,1,-0.03896000000000001,,,,,,,,,,,,,,,,,,,,0.0985419999999999,,,,,0.2473699999999999,,,,0.33796,,,,,,,,,,,0.31531,,,,,,,,,,,,,0.37354,,0.38325,0.2821475,,,0.22148,,,,,,,,,,,,,,,,,,,0.082365,0.1050099999999999,0.13737,,,,,,,,,,,,0.35574999999999996,
0,750,1,1,,,,,-0.08309299999999999,,-0.73744,-1.3227,,,,1.8264,,,,,,-0.37487,-0.033026,,-0.084821,-0.14698,-0.1418,,,,,,,,,,,,,,,,,,2.3858,,,,,-0.41113,-0.4473899999999999,,0.6921,,,,,,,,,,,,,,,,,-0.66492,,,,,,0.617,,,,,0.487515,,,,,,,,,2.997,1.0029,,,,0.61959,,,
2,260,1,1,0.12322,,,-0.080246,0.93474,,,0.09720000000000001,0.2308705,,-0.070783,0.010252000000000004,0.0020887999999999905,,,0.1942,,,-0.3192,,-0.3192,0.80934,2.1887,,,0.047514,,,,-0.1299325,0.3227466666666667,,0.25098,0.1240113333333333,0.2188728571428571,0.2013,0.15634475000000003,0.11494299999999995,-0.21392,0.1415595,,,0.314861,0.49349600000000005,0.43374975,0.3191218,0.5751133333333333,0.3348045714285714,0.39294,0.3261025,0.6874883333333334,1.4528666666666668,0.917015,0.8732249999999999,0.7762299999999999,0.3976699999999999,0.20603,0.20366499999999998,0.145698,-0.05343333333333333,0.35745,0.2013,,,0.01439,0.16698999999999994,0.27779566666666666,0.26872999999999997,0.2959335,-0.008085499999999999,-0.228115,-0.15831999999999996,-0.1275599999999999,,-0.26952,,,0.16699149999999996,0.08615666666666665,-0.061319,0.012024999999999994,0.45918,0.002561,0.39294,0.10311000000000005,,0.14530466666666664,0.15476633333333334,0.099565,0.16423333333333331,0.29712,0.247435,,0.16817500000000002
0,55,2,1,,,,,-0.2574099999999999,-0.36839500000000003,-0.316925,,-0.1030099999999999,0.20903,0.012801,0.30874999999999997,,,,,,-0.3121,-0.42549499999999996,-0.356335,-0.35123666666666664,,-0.4021699999999999,-0.386895,-0.41665,,-0.40378,,-0.31371,0.36585,0.4202699999999999,0.7623399999999999,0.49962999999999996,1.005215,,0.628025,0.93121,-0.2107699999999999,0.070305,0.4776399999999999,0.71488,-0.29923,0.6647500000000001,0.18597666666666668,0.59827,0.12217,0.6347266666666666,0.62722,0.8379200000000001,,,0.07995749999999996,0.95373,,,,,,-0.4295199999999999,,,,,-0.0032825000000000007,,0.0369279999999999,,0.13183,,0.15434,-0.22846333333333332,,0.017627,,0.36987,,,,-0.2349,,,,,,-0.2349,-0.50672,,-0.1786,-0.32819,-0.1979,,,-0.126325,-0.61931
2,119,1,1,0.401855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46471,,,0.23888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26634,,0.27846,0.30872,-0.12432,-0.438626,,,-0.11656000000000005,,-0.021100000000000008,,-0.14294
3,86,2,1,-0.45137499999999997,,,,,,,,0.069394,,-0.15614,,,-0.14778666666666665,,,,,,-0.40047,-0.44432,-0.13265,-0.45216,,-0.04494,-0.2602964999999999,,-0.26891,,2.2699,0.84467,-0.06373449999999994,0.73698275,-0.11855350000000003,0.10176266666666667,0.084272,-0.040762333333333366,-0.0183139999999999,-0.1463525,,0.0412019999999999,,,2.0749,3.2003,1.09842,1.520495,-0.18159275,-0.07720380000000002,-0.13108166666666668,-0.3080655,0.008310000000000003,-0.084095,0.23906666666666668,0.6039966666666666,,,,,0.0412019999999999,,,0.047467,-0.1357799999999999,0.0012635000000000007,0.1304799999999999,,-0.074698,,0.099152,0.11638,,-0.065301,,,,,,,,0.1665,,-0.023013,0.24011,-0.13108,-0.1389099999999999,,,-0.04494,,,,,
1,877,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0497149999999999,,,,0.8451799999999999,0.2353199999999999,,,,,,0.67725,,,,0.08801766666666666,,1.41083,,,,,,,,0.0585529999999999,0.35906,-0.0475089999999999,-0.11822,,0.50932,,,-0.065186,,,,,0.6684100000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,2,1,,,,,,,,,,1.0621,,,-0.57808,0.19841,0.22218,,,-0.702875,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36019,,0.28159999999999996,,,,-0.1541799999999999,0.020129999999999995,,,-0.19973999999999995,,,0.93924,0.45195,0.7728556666666666,0.6926275,,,,0.65399,,,0.91547,,,,0.2419865,,,,,,,,-0.130412,,,,-0.36019,-0.40773,-0.40970999999999996,-0.082872,-0.31265,0.28556,-0.4037699999999999,,,0.7807833333333333,0.7715133333333334
2,584,2,1,,,-0.070243,,-0.11734999999999995,-0.29305499999999995,,-0.30961,,,-0.47003,,,,,,,,0.33209,,-0.32360999999999995,,-0.54133,,,0.054529999999999995,,-0.3019699999999999,,-0.2816,0.4696,1.0935,1.1987366666666668,0.43903866666666663,0.758615,1.6066,,1.0272833333333333,0.8490233333333332,,,,0.46705,,0.431399,0.1979776666666667,,0.607105,0.087635,0.56891,,,1.0756,,0.23023133333333332,,-0.011674499999999949,,-0.18738,,-0.044779,-0.1249895,-0.35035,,,-0.39109,,,,-0.1262599999999999,,-0.45475,-0.47767,,,,-0.47003,,,,,-0.4292899999999999,,,,,,,,,-0.06515,-0.095707,,
1,63,2,1,,,0.098438,,,0.20585,-0.46792,,,,,,-0.57534,,,,-0.57534,,,,,,,,,,,,,-0.19646,,,0.72534,1.0085,,,1.0905,,,,,,,,,,,,,,,,-0.30387,,-0.028505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,137,1,1,,,,,,,0.7258899999999999,,1.39105,,,1.8699,1.12954,,,0.59515,0.3304,,,2.6707,4.354,,,,0.18005,-0.26774,-0.06945066666666666,,-0.3037,-0.33638,0.79127,,2.6903,,,1.56915,,0.32059,,1.4417,2.20815,-0.36253,-0.0487509999999999,-0.32985,0.003546,-0.058557,-0.0454829999999999,0.71609,-0.66651,,0.577175,0.41866,0.49056,1.7816,-0.035677,0.091796,0.32059,,0.40720999999999996,,,,,,0.075454,,0.14082,,0.19639,0.1637,0.37289,0.488924,,,0.095065,,0.023157,0.2062,,,,,0.25522,-0.032408,,0.53959,,0.32059,,,,,,0.36471999999999993
2,569,2,1,-0.1597305,,,,0.1561079999999999,0.3282,,0.12416500000000001,,0.12872499999999998,0.13915699999999998,-0.28978,0.22846,-0.059014,-0.072703,0.013345,0.005520000000000053,,-0.088348,0.36927,0.3523199999999999,0.29105,,,0.6313249999999999,,,,0.10722,,-0.37192,0.51594,0.77311,0.8620899999999999,,0.6267633333333333,0.6156733333333333,0.3154825,0.75258,0.6059,0.3927366666666667,0.68804,0.6723899999999999,0.830805,,-0.368,0.23628666666666667,,0.027034,0.94618,,0.56581,0.55701,0.6450199999999999,0.44358,,,,0.8347100000000001,0.5267,,-0.28196,,-0.24871,-0.24089,,0.6469699999999999,,0.11503999999999998,-0.2878199999999999,,,,0.0231229999999999,,-0.23763,,-0.11964,-0.11898633333333335,-0.032615000000000005,,-0.0971475,-0.028700999999999997,,,0.30961999999999995,,,,0.67435,-0.11573,-0.0981269999999999,,
1,53,1,1,0.47543,0.3928933333333333,-0.6253,0.050408,,,,,0.2667735,,,-0.065296,0.020325,,0.075863,,,,-0.1972,,,0.06043533333333334,0.078177,,,-0.55357,0.27025,-0.14512999999999995,-0.0205563333333333,,0.053879999999999956,0.41911666666666675,0.57686,0.723805,,0.19041000000000002,-0.2018299999999999,0.3250133333333333,0.324625,0.46991857142857146,0.60347,0.5693425,0.26156775,0.543305,0.7903425,,,0.39403,0.26053800000000005,,0.39171999999999996,0.7577466666666667,0.289895,2.2442,-0.30596,0.40908999999999995,0.22165,1.014215,0.18616999999999997,0.2609925,1.52105,0.078177,-0.57902,,,1.3394,0.771261,,,0.76083,,,,0.21470499999999998,0.02495,-0.19488,0.33273,0.49703,,0.6937233333333334,,,,,-0.40547,,,,,0.84414,0.31884,0.84414,0.0041270000000000005,
1,718,1,1,,-0.04930150000000005,,,0.03245399999999995,0.122383,,-0.1081599999999999,,0.035724,,,,,,-0.4351899999999999,,,,0.091318,-0.238975,-0.1441385,,0.078237,,,,0.50663,,-0.14414,0.47393,,,0.18615,,0.12074999999999998,-0.18338,0.055346,0.38237,,0.67996,,0.4772,1.9586,,0.86635,1.16558,,,,,0.6047399999999999,0.33331,0.43796,0.088048,,,0.25646,,,0.3235,,-0.306015,,,,,,,,-0.32727,,,,-0.219355,,-0.30438,0.46085,,,,,,,,,,,,,,,,
0,116,1,1,0.1590599999999999,0.30831,,0.25952,,0.4489399999999999,0.5656599999999999,,-0.016012,0.4432,0.37719099999999994,,,,,,,-0.10786,,,-0.21979,,,,,,,,,0.012689,,,0.81919,,0.779,0.48338,-0.013141666666666668,0.31979,0.64698,-0.084894,0.37145,0.5235666666666666,0.56375,,0.89955,0.62976,,0.5522699999999999,0.36284,,0.33988,0.5905333333333334,,0.30544050000000006,,,-0.10786,,,,0.4145,,,,,,,,,,,-0.17961,-0.57568,-0.62447,-0.72493,,,-0.36329,0.028473,,-0.34033,,,,0.0370845,,0.0413899999999999,,,-0.18248,,-0.082024,0.2997,
0,620,2,1,,,,0.566155,0.47947700000000004,,0.566155,0.96411,,0.077586,0.030305,,0.66466,,0.26671124999999996,0.075617,,,,-0.2258,,,,,-0.8325799999999999,,,,,,,,-1.4078,-1.0099,,,-1.2463,,,,,,,-0.320365,-0.344,1.2675,,,-0.024855000000000044,-0.03930666666666668,-0.68581,-0.17457999999999996,,1.0074,,,2.3589,1.62605,1.7285,,0.15639,1.8329,,0.94047,,0.54252,,0.92077,1.7403,,,,1.4645,1.5945,1.5315,1.5945,,-1.2345,,,,,-0.600115,0.85772,,,,0.6843600000000001,,-0.430685,,,,
0,884,1,1,,,,,,0.90427,,0.91499,1.1556,,,,,,,,,,,,,,,,,,,,,,,-0.74816,1.4872,,,,-0.13318,,-0.60912,,1.6209,,,1.7866,,,,,1.1021,,-0.16170333333333334,-0.29896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91497,,,,,,,,,
1,98,1,1,0.569305,,,,-0.70155,-0.1257599999999999,-0.092856,,-0.64603,-0.718,1.6489,-0.19156266666666666,-0.35761999999999994,,,-0.34682199999999996,,,,,,-0.70772,-0.70772,,,,,0.2485099999999999,0.26496,,,1.2767,1.6366,0.057261,0.99498,0.76466,,,1.54145,,1.2171,0.4459199999999999,1.7579,,,,-0.10725,-0.11753,-0.205955,0.18578499999999992,0.0032797500000000257,-0.0805179999999999,,,-0.23475,,-0.4198199999999999,,0.66749,,-0.21418,,,,-0.25942,1.2582,,,,0.84075,,,,,,,-0.32934,,,-0.23269,-0.3972,-0.45478,,-0.39309,,1.1821,0.46716866666666673,,0.22040333333333328,-0.09800000000000005,0.009964,0.5295476666666666,1.1286,
3,718,2,1,,-0.072788,-0.0561129999999999,0.048707,,,,0.02012,0.286935,0.28693,,-0.1633099999999999,,,-0.112096,,-0.2586,-0.14426,-0.14783000000000002,0.09555766666666667,0.19322933333333334,0.07253200000000001,,,1.1898250000000001,0.14876,-0.060877,,0.27502,,0.35363399999999995,,0.2011705,1.6186,0.34886999999999996,,0.31631366666666666,0.053471,1.2851,,1.1588,0.8777299999999999,0.5370699999999999,0.8777299999999999,0.5370699999999999,0.562085,0.28455,0.65301,0.33616666666666667,0.22142199999999995,0.16067499999999998,0.589956,,0.48227725,0.5402466666666667,-0.19428,0.5049094999999999,,,0.67524,,-0.18237,0.34251933333333334,,0.534685,,,0.59424,0.34649,,-0.2729,-0.109713,0.017737,-0.25384,0.058236,0.16782,,,-0.072788,,0.46679149999999997,0.036795,0.27899399999999996,0.22658433333333328,-0.0263345,-0.09244175,0.14478999999999997,-0.044201500000000005,0.696672,1.9283,,0.4870535,-0.070406,-0.31101
2,792,2,1,0.09337699999999999,,-0.071489,0.1771855,,0.13322199999999998,0.5110399999999999,,,,-0.19239,,,,-0.26108,-0.21299999999999997,,,,,,,-0.060498,-0.29131,0.082386,,,,,0.77757,0.64293,,,0.13734,,,,1.0056,,,0.6539250000000001,0.4286,1.2859,1.23095,0.642382,,,,,,,0.475315,0.733615,,0.22526999999999997,,0.15932,0.20260499999999998,0.328771,,0.211531,,0.348915,,-0.3352699999999999,,,-0.2391,,-0.36,,0.0301779999999999,,,,,0.59897,,,-0.27482,,,,,-0.20613,,,-0.038516,,-0.16766,,,0.32693999999999995,
1,826,1,1,0.20007,0.327665,,,0.5523100000000001,0.52715,0.4552649999999999,0.8542350000000001,0.22882,0.4570595,,,,,,,,-0.0659169999999999,,,0.4420853333333333,0.7751600000000001,,0.1874835,-0.08987866666666666,0.25398,0.5019899999999999,,-0.1953099999999999,,0.08504533333333332,0.65655,-0.27439,0.013158500000000049,0.79313,2.2907766666666665,0.25398,0.27914,0.20007,,-0.008409999999999945,2.292,,3.6686,1.734845,-0.38940499999999995,0.92972,-0.33549,,0.26476,0.020347,,0.11469725,0.03292500000000001,0.32227,0.18928,0.2575699999999999,0.10301999999999996,-0.080294,,,-0.13421,,0.18569,,,0.37259,,0.6367750000000001,0.4732399999999999,,,-0.083889,,,,,,,,,0.3618099999999999,,0.2432,,-0.12702,,,-0.12702,,0.07426400000000004,-0.12343,,
0,885,1,1,,,1.2214,,,,,,,,,,,,,,,,,,,,,,0.34873,0.55576,0.12074,-0.2566199999999999,,-0.34048,,0.52955,0.8518950000000001,,1.31575,,,0.912155,,,0.27797,,0.9436,0.6500949999999999,0.8125733333333334,1.3839,0.91739,,,-0.30903,,,1.2109100000000002,0.11026,0.35135,,,,0.81781,,,,,0.070947,0.1452,-0.01553,0.14695,0.42473,0.22032,0.27797,,,,,0.6763,,,,,,,,,,1.15322,0.36707,,,,,,0.7654,,1.2982566666666666
2,18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60402
2,117,1,1,,-0.1542,,,,,0.26683,,,,0.03690449999999995,,,-0.019830000000000014,0.41613,0.021974,0.001072,0.15336,,,,,,-0.058649,0.368359,-0.2199,-0.36621,0.873,,0.51169,0.7097633333333334,0.54304,0.60724,,0.82224,1.1895,0.75804,0.91481,0.77148,0.9088099999999999,1.14325,,0.744565,0.4878,0.535577,-0.052677,0.52363,1.3239,1.284325,0.6654534999999999,0.61023,,0.51467,-0.12136,0.14888,0.3464593333333333,0.50273,0.40419,,-0.22885,0.39523,0.180234,,-0.009879999999999991,0.045863,-0.034761,,-0.07507,,0.24592999999999998,,-0.01983,0.22204,-0.082538,0.63113,-0.17809,,-0.30948,,,,,,,,-0.052677,,0.426585,0.43405,,0.2101,0.027947999999999994,-0.2199,
0,99,2,1,-0.19424,-0.14932,0.015364,0.000393000000000001,0.03595,,-0.049199999999999966,-0.3458199999999999,-0.08007999999999998,-0.24289,,,-0.19985,-0.2148199999999999,-0.21295,,-0.1895599999999999,,-0.5385800000000001,,0.17069,-0.23915,,,,1.8898799999999998,1.005339,,-0.465595,,1.504075,2.8343333333333334,0.23245,0.6397933333333333,0.35128499999999996,1.11763,0.8512700000000001,0.6741,0.6741,0.501184,0.76955,0.3639175,0.095835,0.5290699999999999,0.571175,0.73212,0.4495366666666667,0.31573,0.68845,,,-0.2148199999999999,,-0.037971000000000005,,,0.011621,0.46076,-0.044521,0.13513666666666668,0.43456,-0.00335,0.14075,0.2515382,0.2205933333333333,0.15447,-0.30465,,-0.15118999999999996,,0.27549,,0.19502,0.42708,,,,,0.58802,,,,-0.17552,,0.2043785,0.17677425,0.012246333333333331,0.5552699999999999,0.08835,0.11455,0.45233999999999996,,0.33163,0.4030583333333333
1,142,2,1,-0.202,,,,-0.032818,-0.12297,-0.1025925,,,-0.20077,-0.20756000000000002,-0.247695,,-0.33496666666666663,-0.36069,,-0.34216499999999994,-0.31397,-0.29833,-0.26375,,,,,,,,0.81681,0.22034,,0.6352800000000001,0.44016,0.4698,0.2252795,0.14995,0.58094,,0.23969,,0.27776499999999993,,,0.2555395,,-0.07542499999999999,-0.0815975,-0.0541215,0.05980333333333332,,0.07771,-0.09579750000000001,0.30432,0.17588,0.19440999999999994,,1.3298999999999999,,,1.48,1.48,,1.20085,,1.4059,,0.634045,0.965,1.1218,,,-0.13408,0.149953,,,-0.14026,,,,,,0.0709154999999999,-0.026644666666666664,-0.25511,-0.24708,-0.11617699999999995,,-0.147665,-0.22382,-0.11803,-0.12173325,-0.24769449999999993,,-0.39095,
2,181,2,3,,,,,,,,,,,,,,0.42293,,0.30408,,,,0.89485,0.32992,,0.47918666666666665,,0.47976,,,0.24208,,0.25069,0.806995,0.63994,1.2221,0.761365,0.5107619999999999,,0.796685,0.6646233333333332,,,0.6339149999999999,0.56243,,,,0.95341,,,,-0.173,,0.7346699999999999,0.7346699999999999,0.49699,0.5147866666666667,0.5193800000000001,0.27825,0.46684499999999995,0.43412,0.31614,,0.28686,,,0.54177,0.24897,,0.44359,0.162855,0.23175,,,,,,0.1525205,,,0.11979,0.55124,0.52971,0.60033,0.32389,0.54004,,,,,,,,,,
2,181,2,2,-0.03866,,,,,,,,,,-0.0042135,,-0.057606,-0.11961,-0.03866,-0.011103,,,,,,,,,,,,,,,,,0.686445,,0.75534,,,0.75534,0.5099,0.79495,0.27997,0.28226666666666667,0.69075,,,,,,0.56473,0.72262,0.43326,1.167425,,0.532295,,,0.038845,,,,0.4746,,,,,-0.17128,,,,,,,,0.18008,,0.18352,,-0.33146,,,-0.15578,-0.173,,,,,,0.061235,,0.085348,-0.13339,,,
2,603,2,1,0.36541,0.004398,,,-0.0147139999999999,-0.001973,-0.012591,-0.27592,-0.4313611999999999,,-0.13788,-0.025332,-0.14213,,,-0.72824,-0.10178,,,,,,-0.63905,0.62873,0.2677199999999999,-0.17823,,,,,,,,,,,,,9.3418,,,,,,,,,,,1.2786,1.1087,,-0.2568,,,,,-0.09541,-0.0932895,-0.27804333333333325,-0.2631699999999999,,,-0.45323499999999994,-0.56048,-0.33962,-0.52225,-0.3375,-0.3375,,-0.32264,-0.35342999999999997,,-0.49252500000000005,,,-0.78664,-0.694265,-0.4988899999999999,-0.66878,,,,,,,,,-0.702755,,,,,
3,91,2,1,-0.27546,-0.5650766666666667,-0.49501,-0.381735,-0.63203,-0.4482966666666666,-0.18152222222222225,-0.2851178,0.12003,-0.27416766666666664,-0.110935,-0.30661,-0.45842,,-0.47113333333333335,-0.7550399999999999,,-0.58532,-0.58532,-0.5028,,-0.37667,,0.2383699999999999,,0.18231,,0.35436500000000004,-0.28481,0.1169099999999999,1.0605,,,1.1088,1.0418,,,0.54043,,,,,,,0.95928,,,,,,,,,,,,,,,,,,,0.28196,,,,,,,,,,,,0.068646,,,,,,,,,,,,,,,,,,
2,1229,1,1,,,,,,-0.19103,-0.093514,-0.0555909999999999,,0.22613,,-0.12872899999999998,,,,,,0.1557,0.62161,-0.01225,0.020256,,0.18549499999999997,0.49701,,,,,,1.1363,,,0.97376,0.7624833333333334,,,,-0.28855,,,,,,,,,,,,,,0.5999399999999999,,,,,,,,,,,,,,0.15028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,711,2,1,,-0.25388,,,-0.18947,0.056227,,,,,,,,,,,,,-0.35168,,-0.52582,-0.48288,,,-0.098827,0.0812735,0.022833000000000048,,0.0705399999999999,0.35441,,,,,,,,2.1244,,,,1.0247,-0.31113,-0.31113,,,,,,,-0.029649,,,,,,2.2222,,,,,,0.35918,,0.22321,1.2688333333333333,0.82911,0.99848,0.4045,,,,-0.54013,,,,-0.315905,-0.22644999999999993,-0.17755,-0.22048,-0.23003,,-0.61885,,,,,,,0.1588,-0.11472866666666666,,,
2,80,2,2,,0.36165499999999995,,,,,,1.9454,3.506,2.4286,2.8294,1.9493,,,2.5257666666666667,2.3815999999999997,,,-0.208575,,,0.31655,,,,-0.1164299999999999,,,,,,-0.20922,0.68511,1.5124,,0.6644899999999999,0.6872566666666667,,,,,0.7443866666666666,1.823,1.9518,0.31526666666666664,0.6632,0.7940050000000001,0.3921700000000001,-0.10999000000000002,0.0053450000000000025,0.38292,,0.4157799999999999,0.65289,,0.056246,0.5974695,0.46474499999999996,,0.694125,0.859715,0.43961500000000003,,,,,,,,,,,,,,-0.28911,,-0.60612,,,,-0.6602399999999999,,,,,,,-0.01463,-0.13834,,,-0.14092,
2,244,2,3,-0.5159100000000001,,,,,0.06396999999999997,-0.60635,0.2921,,-0.58223,0.65992,,0.65992,,-0.62243,,,,,-0.5088699999999999,,-0.6365,-0.4475699999999999,-0.13401,-0.11793499999999998,,,-0.2264699999999999,1.0277,0.95136,0.64585,,0.424755,0.823934,0.8910833333333334,0.72826,0.8930799999999999,1.0518766666666666,1.1372925,0.444865,1.1175333333333335,1.0961075,1.06089,1.013655,-0.13401,-0.027484999999999947,,,,,0.5664575000000001,0.35480999999999996,0.8689600000000001,1.0237,1.0418,-0.65459,,,0.66595,,,,,,-0.20034,,-0.30084,,1.0981,0.66193,-0.62444,,,,-0.38928,,0.92121,,-0.047585,,,0.66595,0.4328,-0.050599,-0.158132,-0.043565,-0.0335149999999999,0.0031674999999999967,-0.06366449999999997,-0.003365666666666665,-0.04708225,0.099142,,
0,544,1,1,,,,,,,,,0.51467,-0.019534,-0.25325,-0.3352,,,-0.16523,,-0.31243750000000003,,-0.61445,0.9881955,1.47760275,,0.068489,,,,-0.062027,,,,,0.6239399999999999,,0.87587,1.017015,1.44045,1.4526,1.32965,,0.9259275,,1.1217,0.89105,0.29613,0.8713,0.94568,,,-0.09086099999999994,-0.6539,0.28703,1.49965,,-0.63569,0.20204,1.0246,0.36291,0.38516666666666666,,,,,0.8182,0.74232,,,,0.0442069999999999,,0.8698,,,-0.03471,,0.092771,-0.18039999999999995,0.13526,,,0.63608,,,,,0.26882,,0.092771,,0.34469999999999995,0.22329,0.28703,0.88194,,-0.21683
2,578,2,1,-0.37122,,,,-0.059685,-0.13579,-0.007365000000000038,0.33627499999999994,0.075869,,-0.054929,0.01403800000000005,,0.4968,,,,,,0.054465,0.044952999999999965,,-0.004988,,0.085381,-0.23567,0.16624,-0.0216349999999999,0.006903,,-0.062064,,3.31432475,2.9451099999999997,2.51464,2.25187,1.5622066666666667,1.9749842857142856,1.278731,2.742981,0.10916449999999994,0.08894949999999995,1.332945,1.12464,1.029507142857143,-0.13341,1.0290364,0.8012,-0.4211666666666667,0.7387725,0.32162333333333337,0.22152275000000005,0.4187964,-0.060478,-0.17384,-0.11914,1.2673,0.27325666666666676,-0.16511666666666666,-0.3634925,0.9950450000000001,0.17971666666666666,,-0.13579,0.0390085,-0.28085,-0.21010224999999996,0.021964666666666664,-0.03352500000000004,-0.21544999999999995,,,-0.36171,,,,-0.34743999999999997,,-0.17384,,-0.23804566666666668,-0.20593999999999996,0.1591,0.17337,-0.088223,-0.11200233333333333,-0.22496499999999994,,,-0.10487,,-0.043038,,
1,81,1,2,,,,-0.18051,,0.015429999999999963,0.2939299999999999,-0.36551,0.495345,-0.34015,,,-0.78027,,,1.7292,-0.5704066666666666,,-0.37372,-0.31179999999999997,-0.52167,-0.5355933333333334,-0.5437974999999999,,1.0608,0.5913266666666667,1.671,0.5813903333333332,0.8510671428571428,0.5594899999999999,1.3691333333333333,1.3868,0.6572125,1.6665,0.81165,,1.2368,0.9402379999999999,1.0787,,1.109265,0.5185685714285715,1.6785,1.3114,0.96980175,0.23425,0.4744350000000001,,0.52767,,0.39090250000000004,0.38344,-0.04026599999999995,-0.17305075,,0.2899463333333333,0.38941419999999993,0.016426499999999948,0.7206199999999999,0.19844499999999995,,,,0.19993549999999996,0.17159,0.46997750000000005,0.42522,0.13429099999999994,0.23648824999999998,0.21276559999999994,-0.30285,,-0.46398,-0.46696,,,,0.19694999999999996,,0.837,-0.27003,0.8220799999999999,,-0.17753,,0.08804099999999995,-0.26108,,-0.07309,0.08107766666666667,0.38046,0.36853,0.49385,0.4471
0,613,1,1,,,,,-0.50955,,0.098691,,,0.41424500000000003,,-0.10711,,,0.47598,-0.03622,,,-0.6513249999999999,-0.68562,-0.66504,,,,,,,,,,,,0.19587000000000007,,0.75267,0.75267,,,,,0.85785,0.85785,,1.3769,,,,,0.7709600000000001,,0.6269,0.39366499999999993,0.5262899999999999,,,0.071251,0.9538800000000001,0.7240800000000001,0.81898,,,0.23817,0.45083,1.0430869999999999,1.79425,0.024740000000000022,0.8990049999999999,-0.06366,,0.74352,,-0.44095,,,,,,,0.53772,,,0.080398,0.4897,0.089544,,,,,,,,,,
1,612,2,1,,,,,,,-0.99907,,,,,,,,,,,-0.17436,,,,,,,,,0.40981,,,,,,,1.8187,,,,,,,,,,,-0.5351699999999999,,,,,0.40981,,,0.238,0.83935,0.80499,,,,,,,0.32391,1.5782,1.75,,,0.014638,,,0.94244,,,,,,,,,,,-0.19154,,,,,,,-0.43208,,,,,,
