fov,cellID,rep,dbscan_ldp_nbr_allele,chr9-g68,chr9-g69,chr9-g70,chr9-g71,chr9-g72,chr9-g73,chr9-g74,chr9-g75,chr9-g76,chr9-g77,chr9-g78,chr9-g79,chr9-g80,chr9-g81,chr9-g82,chr9-g83,chr9-g84,chr9-g85,chr9-g86,chr9-g87,chr9-g88,chr9-g89,chr9-g90,chr9-g91,chr9-g92,chr9-g93,chr9-g94,chr9-g95,chr9-g96,chr9-g97,chr9-g98,chr9-g99,chr9-g100,chr9-g101,chr9-g102,chr9-g103,chr9-g104,chr9-g105,chr9-g106,chr9-g107,chr9-g108,chr9-g109,chr9-g110,chr9-g111,chr9-g112,chr9-g113,chr9-g114,chr9-g115,chr9-g116,chr9-g117,chr9-g118,chr9-g119,chr9-g120,chr9-g121,chr9-g122,chr9-g123,chr9-g124,chr9-g125,chr9-g126,chr9-g127,chr9-g128
2,516,2,1,1.0572,3.8216,,,1.1327800000000001,,,,,,2.1478,2.8173,0.17712999999999995,2.889366666666667,3.0981,2.5906,2.24505,1.9930999999999999,2.3422,1.294795,,2.5474,1.7699,,,,,0.53888,,,,,,,,,0.58207,-0.10903,,0.91682,,,,,0.214923,,1.1544,,,0.3553,2.02365,0.72245,,,,,,,,,0.8682400000000001
1,94,1,1,0.77375,,,,0.58007,-0.16597,0.3289975,,,,,1.6848,0.25726,2.5241,1.0463,1.8498,,,0.88136,1.0966,1.107335,0.60159,2.04705,0.967415,1.1467525,1.9215,-0.671705,0.9650599999999999,0.8383200000000001,0.62311,1.5843500000000001,2.72135,2.03627,3.0226499999999996,0.75941,,,,,,1.2902,0.64463,,0.65539,,,,0.22857,,0.2429199999999999,0.099445,,0.8167745000000001,,,,,,,,0.831145
3,62,2,2,,,,,,,,,,,,5.7673,,2.19585,,2.0682,,-3.0893,-3.0893,-3.0893,2.5254,,,,,,2.5295,,1.08364,,-3.0893,,,1.5409,,,,,,,,,,0.29683333333333345,1.3884400000000001,-0.50231,0.840595,-0.23868,0.420415,0.39844999999999997,,-0.1851235,-0.424045,,,-0.733,2.2164333333333333,,-0.96095,-0.9472,-0.7741899999999999
2,68,1,1,,,-0.43749,-0.28186,,,-0.53327,,0.041386,,0.76868,0.894395,,0.2928,,0.4095233333333333,0.1940275,,,,0.9871566666666666,1.0021,0.6848666666666666,0.023427333333333356,-0.29982,3.1571,0.9370375000000001,1.4301533333333332,0.9841949999999999,1.4511,1.7832949999999999,1.020115,-0.35369,0.39157,0.086281,,,,,,,,,,-0.36267,,,,,1.5588,2.01675,0.88541,1.1458,0.885405,1.9269500000000002,0.5891,,,0.5442100000000001,0.638485,-0.51531
3,62,2,1,-0.04918549999999999,-0.032708,,,0.0785145,,,,1.2113,-0.08213999999999999,0.113528,1.2196,0.890025,0.844725,,0.5028100000000001,1.1866,1.1784,2.9085,1.2854999999999999,,1.4132,,,0.5028100000000001,1.7139,,0.24741,,,0.62639,-0.9637000000000001,-0.6808333333333335,,,,,,,,,,,,,,0.14854,,,,,,,,,,,,,,
3,718,2,2,,,,,,,,0.099886,,,-0.0716909999999999,,0.605082,-0.0002026666666666288,,,,,1.015,,,,,,,,,1.5011,,0.98636,,,,,,-0.37194699999999997,,,-0.695086,,,,,,,,,,,,,,,0.48593,,,,,,,
0,149,2,1,-0.095403,0.7399,-0.007830000000000004,1.1576,0.25489,0.40308999999999995,0.53108,-0.04150999999999999,,,0.60518,0.8252366666666667,0.53782,,,,,0.54456,0.8005249999999999,0.59171,0.8443350000000001,0.57487,0.08648000000000003,0.21783799999999998,-0.10213900000000001,,0.019116,,0.89485,,0.1269,0.36941,0.3334833333333333,,1.0430599999999999,0.77359,,,,,,,,,,,,0.87464,0.13363,,,,,-0.129087,-0.2975,,,,0.35594,,1.5483
1,98,1,2,1.8757,,,,0.001429,,,,-0.3133236666666666,,,,-0.168965,-0.90733,,-0.92508,-0.8292299999999999,-0.70144,-0.5984925,,0.39191,-0.594945,,,,,-0.93928,-0.98543,,,-0.92863,,-0.715635,,-0.85763,,,,,-0.28256,,-0.11571399999999996,,-0.33936,,-0.16896499999999995,,0.7894899999999999,,,,,0.7894899999999999,1.0664,,0.90309,-0.21866,,,,
2,199,2,2,,,,,,2.3213,,,-0.50897,,,-0.656,,,,,,,,,,,,-0.85534,-0.95288,-0.91894,-0.5542100000000001,-0.7450650000000001,,,-0.7832399999999999,-0.91895,,,,,,,,,,-0.15554,,,,-0.0028579999999999994,,0.00562,,,,,,0.065001,,,-0.18099,,-0.27429,-0.5513866666666667,-0.4948399999999999
0,275,1,1,1.9532,,,0.90692,,1.0288,1.4588,0.4196,1.3871,0.26193,,,2.2184,0.57368,0.3336,0.942765,0.91172,1.003695,,0.15443500000000002,1.0335466666666666,1.37995,0.5653333333333334,,,1.5233,1.3083,1.3083,,,0.80657,,3.2504,1.9102,,0.03977,,,,0.5342600000000001,,-0.5263899999999999,,,,,,,,,0.77076,0.69193,,,,,,,,,
0,116,1,1,0.1659,,-0.62776,,,-0.55814,,,-0.2239699999999999,0.30047999999999997,,,,1.3633,,-0.2611,,,-0.49006666666666665,-0.001187,-0.55814,-0.8459,,,-0.15589666666666666,0.2401599999999999,-0.7809166666666667,-0.74379,,-0.5055366666666666,,,,-0.58599,0.12877,,-0.76235,,,,,,-0.54886,-0.53957,,0.34226666666666666,,,,-0.13114,,0.931705,0.22159,,,,,,,,0.28657
1,142,2,2,,-0.73487,-0.48574999999999996,0.29107,,,,0.2299199999999999,-0.5751999999999999,-0.49707000000000007,0.010236666666666672,-0.5548200000000001,-0.9217150000000001,-0.40059199999999995,-0.6624,-0.53784,-0.39006025,,-0.3226826666666667,-0.6329533333333334,-0.430826,-0.5395350000000001,-0.06902999999999998,-1.0406,-1.0406,,-0.7076899999999999,-0.6040774999999999,-0.3815699999999999,-0.79602,,-0.08262,,-0.19132500000000005,-0.571805,-0.0282655,0.27748,-0.45857100000000006,-0.48348,,,-0.2909743333333333,-0.39515999999999996,,0.42016,0.6670256666666666,1.165835,1.54123,1.1743266666666667,1.283,0.92973,1.4188999999999998,,1.4630825,1.661266666666667,1.2032,1.1879,,2.2886,,
0,215,1,2,,,-0.33849,,-0.21606,,-0.15125,-0.489715,,,,,,-0.52572,,-0.11884399999999995,,,0.043184,-2.333333333330116e-05,,,,,,,-0.63374,,,,,-0.81377,-0.5401199999999999,,,,,,,,,,,,-0.13685,,,,,-0.58333,,,-0.41049499999999994,,,,0.2304199999999999,-0.007226,,,
1,843,2,1,-0.02300000000000002,0.82605,,0.30601,-0.749985,-0.8614200000000001,,0.35908,-0.07075249999999995,,0.783585,,,-0.2175633333333333,,0.14328,-0.06897999999999999,-0.23525249999999998,-0.16627,0.502355,-0.6067100000000001,-0.566378,1.7175500000000001,,-0.46873999999999993,-0.49527,,-0.245865,-0.36261,-0.2706266666666666,,,,-0.37322,,-0.54303,0.25295,-0.25648,-0.097283,0.118515,-0.30954499999999996,-0.2635533333333333,-0.054831,-0.251175,,0.5925699999999999,-0.2777,0.26356,0.0672205,-0.1928,-0.02652666666666666,-0.22110333333333332,0.6173466666666666,0.29540099999999997,-0.028294999999999987,,0.5395,-0.2034099999999999,,,0.31662450000000003
0,55,2,2,0.099134,0.064101,0.10497,,0.12249,0.24218299999999998,,0.017391,,-0.0439155,,,,,0.32101,0.22759,0.13708499999999998,,0.43778,,,-0.011802,0.029069,0.029069,0.029069,,,,,-0.15777,0.14779333333333333,0.03198700000000006,0.43194,-0.21615499999999996,,0.262617,0.54288,0.1808799999999999,,-0.35045,,,,,,-0.07019,,,-0.33293,,,,,,,0.28014,,,,0.98371,
0,89,2,2,0.046612,1.5802,,0.44853,-0.08823999999999996,0.08098600000000003,0.025459,0.15238,,,0.05718999999999999,0.5212425,0.13651,,0.612465,,0.5780949999999999,0.036036,,,0.030747,0.4661566666666667,0.445885,,1.8288,2.0562,0.7076600000000001,0.17882,,1.400455,1.7548,1.686,-0.31828,,-0.07502,,,1.9874,,,0.4273699999999999,,0.59131,,,3.3492,3.6903,,1.3264,,,4.684536666666666,,,,,,1.3317,1.0514,,
1,81,1,3,,,,,,,,,1.2262,,0.39392499999999997,,,,,0.19168,,,0.19946,1.4441,0.26947,0.051664,,1.4207,,,,,,,-0.11752224999999997,0.96177,-0.27893,,,,,-0.9129,-0.28671,0.19946000000000003,,,-0.17392,,,,,,,,,,,-0.31394,,,-0.48896,,,,-0.95957
1,137,1,1,1.4069,2.1912,,0.77781,1.4069,,,,1.366,1.32515,,,0.6593450000000001,1.0596649999999999,1.9706,,,,,,1.801783333333333,,1.7541000000000002,,,2.0359666666666665,,,,,,1.3088,,,,,,,,,-0.30470499999999995,,,,-0.7336199999999999,-0.6029,,,,-0.304705,-0.4966899999999999,,-0.87251,,-0.10454,,,,0.11605,,
2,199,2,1,,-0.4665633333333333,0.2092,,-0.13009400000000002,-0.16402,0.039554,-0.16402,,,-0.73234,-0.053752,,,-0.35912,-0.32519,-0.002858,-0.6842766666666668,,,-0.50756,,,-0.74082,,,,-0.86806,,-0.90199,,-0.57118,,-0.8086800000000001,-0.8086800000000001,,,-0.57118,,,-0.31671,,,,,,,,-0.12161,-0.24036,0.480645,,-0.29125799999999996,0.1328599999999999,0.04379499999999999,-0.05374999999999999,,-0.35063500000000003,,,-0.48211000000000004
0,215,1,1,0.02158,0.02158,,,,,,,,,,2.3116,1.70665,1.1594,,-0.079239,,,2.5276,,,,,2.2803666666666667,0.5808953333333333,-0.1152435,0.6913,0.44645825,0.748915,-0.15845,1.1666,0.18721,,0.23041825,1.1354033333333333,,,0.62289,,,2.2468,,,,2.2468,2.254,,1.5699,2.1892,1.1702,2.13515,0.8713299999999999,2.6501,1.2818,,,,,1.4978,1.4042,
0,750,1,1,,,,,,0.5751,,,,,1.8461,,,0.8785,,,0.12,-0.7902100000000001,,-0.72051,2.5349,,,,,,,,,,-0.89271,,,,,,,,,,,,,,,,-0.5483100000000001,0.1897,,,,,-0.7410100000000001,,-0.76151,,,-0.7738100000000001,-0.92551,-0.94191,
2,18,1,1,0.3588,-0.62885,0.71447,-0.41721,-0.62885,-1.052115,-0.7023123333333334,-0.9198433333333332,-0.959525,,-1.158,-0.664141,-0.44367,-1.1446999999999998,-1.0521,-0.8757633333333333,-1.1403,-0.88459,-0.7964,-1.158,,,,,,,,,-0.7611275000000001,,,,-0.67295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,741,2,2,,,,,,,,,,2.4406,,,2.51925,,,,2.093,3.9095,4.9194,,,3.3062,2.4012,,,,,2.5979,2.7881,,,,,,,,,,,,,,,,,,,,,,,0.6109525,0.2503,0.36833,,,2.2963,,,,
2,947,1,1,,-1.1104,,,-0.8661200000000001,,,0.48775,,,-0.76432,,,,,,,,,,,,,,,,,,,,,-0.5200199999999999,,,,,,,,,,,,,,,,,,,,,0.7015100000000001,,,,,,,,
0,99,2,1,0.5652266666666667,1.7700666666666667,,0.62725,1.05944,0.3212175,1.078005,0.44390666666666667,,0.67274,0.9456933333333333,,0.94569,,3.16235,,0.49905,1.2930700000000002,0.532135,2.0860712500000003,1.8637965,0.9456900000000001,1.1235249999999999,0.823685,1.7811,0.006915000000000032,1.7811,1.6486999999999998,0.8001118,,0.11858666666666672,-0.3528833333333334,-0.497625,-0.204,0.79681,,0.47836999999999996,0.70996,0.18887250000000003,0.36946666666666667,-0.15851,-0.005492,-0.106815,0.15441666666666665,-0.07993333333333331,0.08962500000000001,,,-0.15644025,-0.33633500000000005,-0.66718,0.27159,-0.6726966666666666,-0.692,-0.50176,-0.088203,,0.27297600000000005,0.63966,0.20129,0.23575000000000002
1,77,2,1,,,,,,,,,,,,,,-0.052375,0.2499,,1.22003,,1.0799299999999998,-0.7879,-0.52737,0.40535066666666664,0.31994666666666666,,0.11459,,0.65005,0.24414,,-0.2366199999999999,-0.33449,,,-0.52161,,,-0.7418399999999999,-0.42662,0.8458,,,0.8458,0.8458,,-0.34025333333333335,-0.09555666666666666,-0.14737,-0.36328,-0.34889,-0.15025249999999996,-0.34841016666666663,,-0.17758999999999997,-0.53024,,-0.26253,,-0.94479,,1.0013,
1,189,2,1,-0.24948,,,,,,-0.77595,,-0.26163,,-0.71115,-0.69495,-0.6571566666666667,-0.51271,-0.90554,,-0.79214,,,-0.50866,-0.6220600000000001,,-0.41957,-0.6058549999999999,-0.20898000000000003,-0.97033,-0.31967333333333325,,-0.5937049999999999,-0.13609,,-0.28188,-0.20898,,0.24459,,0.88444,,-0.48436,-0.6747,,-0.5815600000000001,-0.6220600000000001,-0.46412,-0.80024,0.22836999999999996,0.835845,,0.08259666666666667,-0.23058333333333333,0.36608,0.25269,0.8115349999999999,0.268885,0.1069,0.4389699999999999,,,0.67386,1.5567,
2,45,2,1,-2.1519,1.0375,1.2643,0.8718566666666666,0.9683466666666667,0.87829,,0.81717,1.5297,1.35115,1.37045,1.549,1.6888999999999998,2.5043,1.7773666666666668,1.023,,,,,,0.91207,1.95185,1.9591,,0.24137999999999998,,,,0.7045899999999999,0.17865,0.6539200000000001,,,0.6145200000000001,,,,,,,0.5936100000000001,,,,1.1678,3.6865,2.1778566666666666,,,1.5538,,1.66,1.05683,,,1.1131166666666668,,,,
2,244,2,2,,,,,,,,,-1.0746,-0.4839699999999999,,-0.81686,,,-0.92425,,,-1.0102,-0.84908,,,,,,,-0.6987399999999999,,-0.99942,-0.81686,,,,,,,-0.23698,,,,,,,,,,0.1066599999999999,-0.55914,,,-0.5322899999999999,-0.5484,-0.5484,,,,,,,-0.80612,,
0,407,1,2,,-0.97618,-0.524455,-0.39254,-0.92021,-0.8802399999999999,,,,,,,,,,,,2.6216,4.0367,2.1419,2.20585,1.2624,,0.4469399999999999,,-0.4724899999999999,3.2398900000000004,3.7828749999999998,,,,2.4257,1.846087,1.3984,0.22308000000000006,,,,,1.2784,,1.4063,,,,1.41035,0.798745,,1.1665,1.417,0.8946449999999999,1.5822,1.7821,,1.11455,1.2504499999999998,,1.8381,,,-0.032762
2,516,2,2,,,-0.9837,,,-0.77853,,,-1.2645,,-0.9621,-0.73536,-1.048515,-0.9261266666666667,-1.2537,-1.2537,,-1.2861,-1.2861,-1.1313,-1.1565,-1.2969,-0.8271200000000001,,,-0.81093,,-0.91891,,,,,-0.3411975,,,,,,,,,,,,,,,,,,,,,-0.54097,-0.83252,,-0.38979,-0.67055,,,
0,610,2,1,,,,,-0.95055,,,,,,,,,0.859835,,,,,-1.089,,,,,,-0.8813200000000001,-0.50054,,,,-0.6874733333333335,,,,,,,,,,,,,,,,0.71101,0.10177,1.0433,1.0018,1.2718,0.8840899999999999,,,,-0.29285,0.08792499999999998,,,0.0740789999999999,-0.68055,
0,620,2,1,0.98989,0.98637,1.29337,1.4121633333333332,0.99695,0.48176,0.98989,,,1.1875,,1.5262,,,,1.6815,1.72385,1.7591,1.5227,1.6533,,1.4204,,,,0.17123,,0.10066,,,,0.47117000000000003,0.39707000000000003,0.245335,,,,,0.30532,0.34060999999999997,,,,,,2.1896,1.124,,,1.26513,1.96735,2.7966,,,,2.232,1.7239,2.7189,,1.5615,1.3322
0,613,1,1,-0.2131366666666666,-0.139229,0.0349779999999999,,,-0.28968,,,-0.020451,,0.16695533333333337,2.2443,0.25669875,0.5708,2.1782999999999997,0.95353,-0.23425,,,,-0.060044,0.07853,,,-0.66581,,,,-0.5668300000000001,-0.31344,-0.5351600000000001,,-0.44805,,2.6877000000000004,,,0.8109999999999999,,1.0248,,,,,0.94561,,,,,2.3314,,1.4366,,0.7872399999999999,,,1.9354,,,,0.61303
1,53,1,1,0.28398,2.2872500000000002,2.1368,-0.010012,2.0138,4.1948,4.07175,,0.5403749999999999,0.287405,,,2.0274,,1.060015,1.7608,2.00695,2.3597200000000003,1.641175,2.7556000000000003,2.22915,1.9728,0.81728,0.9335,2.6565,,-0.15359,-0.24247,1.1477333333333333,0.9181125,2.3693,3.538446333333333,1.92835,,2.7795,0.25435500000000005,0.27715,,,,0.42756500000000003,,,,1.3779,1.3027,0.95402,2.0582,1.7061,,,,0.17117,1.0292,-0.24931,,-0.09889400000000001,,0.23612149999999998,0.003662,
2,1229,1,1,,0.10346,-0.5249199999999999,1.8153,,1.8911,0.68853,,1.1652,-0.74161,1.7286,1.3169,,1.8803,-0.80661,,0.15763499999999997,2.3858833333333336,,3.342875,2.118642,-0.004879,,7.124,,0.25514,,,,-0.32991,,,,,,,,,,,1.5336,,,,,,,,,,,,,,,,,,,,
3,86,2,1,0.61407,,-0.39679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27265,,,,-0.16624499999999998,,,-0.17511,-0.49433,,,,,,-0.4056599999999999,0.031052999999999997,,0.6894349999999999,2.5649,,-0.6096,,0.91556,0.5549566666666667,2.024,2.2013,,,,
0,190,1,1,0.35350499999999996,1.73415,,,,1.3199,,,,,-0.008902,0.16367,,0.18093,,0.7935800000000001,,0.09032950000000001,,0.6037399999999999,0.29311,0.02993,-0.2764,0.0946429999999999,0.25427500000000003,0.5951036666666666,0.1119,1.9844,,,,,,,,,,,,-0.25914,,,-0.39288,,,-0.26777,-0.41446,-0.07362000000000005,,-0.4403399999999999,-0.26777,0.77632,,-0.8459,,-0.7078399999999999,-0.7078399999999999,,-0.41446,-0.060675,-0.28933499999999995
2,117,1,1,0.674945,,,,-0.8135866666666667,-0.2640816666666667,,-1.01269,0.794935,0.31498724999999994,-0.8483649999999999,0.90448,-0.6570766666666666,-0.102364,-1.2083249999999999,0.30454250000000005,0.21237999999999999,0.04109749999999998,-0.54927,-1.0362,1.4157,0.497555,-1.2309333333333334,-1.1613433333333334,-1.127958,-1.1676199999999999,-1.2396500000000001,-0.31625,-0.5692725,,-1.3282999999999998,,-1.1718,-1.27615,-1.3283,,,,,,-1.1509,-1.0362,-0.7649,0.4662699999999999,,,-1.1301,-0.295385,-0.41015,0.94622,,0.33063499999999996,-1.3805,-0.668405,-1.0257,0.67494,0.586255,-0.06062500000000007,-0.05019499999999999,,-0.034543
1,63,2,1,,,,,,,,,1.1596,,,0.47884,1.1660650000000001,0.94769,0.91344,1.1083,1.41654,,,0.45315,0.48526,0.835295,,,,,,,0.45315,0.941245,,0.36323,,,0.82245,,0.60087,,,,,-0.70936,,,0.78712,,1.08901,0.51737,,0.90916,,0.6137100000000001,0.18339,,,0.50453,,0.7378866666666667,,0.47241,
1,339,2,2,,,-0.0826139999999999,-0.78494,0.26216,,-0.77217,-0.33801,-0.67002,-0.67002,,,,,-0.5167799999999999,-0.7913250000000001,-0.5934,-0.8871,-0.70832,-0.6317066666666666,-0.62532,-0.47847,-0.5040100000000001,,-0.65725,-0.574245,,-0.98925,-0.772175,-1.1297,-0.97648,-0.8317633333333333,-0.957335,-0.9296866666666667,-0.77217,-0.037919999999999995,-0.6189399999999999,,-0.63171,,,,,,,,-0.797715,,-0.47209,-0.67002,,-0.26139,-0.2997,-0.1592299999999999,0.045084999999999986,-0.510395,0.35155,0.37709166666666666,,-0.19754,-0.32524
1,878,1,1,1.549,,,,1.8753,,,,1.8209,,,,,,,,,,,,0.59195,,,0.33093,,,,,,0.8312200000000001,,0.6028249999999999,0.58651,0.6137,,,,,0.36355,,,,,,,,1.6904,,1.0052,,0.95085,,1.4185,,,,,0.5593199999999999,,0.8022133333333333,1.1031
1,468,1,1,,,,,0.18293,,0.20352,,,,,,-0.39352,,,-0.14303999999999997,0.049111,0.29616,-0.14647,,1.37701,,,1.1882733333333333,,,,1.0270000000000001,,1.2638,0.285865,0.5534966666666667,0.96525,,,,,,,,-0.36264,,-0.67145,,,,,-0.285435,,,,-0.39352,-0.3214599999999999,,,,,,,,
1,208,2,1,-0.4265915,,-0.76709,-0.78892,,,2.066,,0.30242500000000005,0.23258000000000006,,-0.89369,,-0.39167,-0.8544,-0.41786,-0.7045166666666667,-0.13993555555555556,0.009950000000000014,0.12780666666666665,0.3220615,0.66537,-0.3567325,-0.49207,-0.64049,-0.48334,-0.630016,-0.71907,-0.5735566666666666,-0.3116366666666667,,-0.91115,-1.077,,-1.0334,,,,-0.7627233333333333,-0.63176,,-0.70161,-0.40476,0.41593,-0.404765,-0.4134899999999999,-0.6055725000000001,-0.3174599999999999,-0.67542,-0.6230333333333333,-0.47606499999999996,-0.55319,-0.39021333333333336,,-0.88495,-0.1341099999999999,-0.8919460000000001,-0.8558499999999999,-1.0465,,-0.18358333333333335
2,172,2,3,,,,,,,,,0.31008,-0.5571950000000001,-0.2613,,,,,,,-0.77146,-0.27151,,,,-0.8224799999999999,,,,-0.077644,-0.08274499999999999,,-0.14907,,-0.424554,-0.31742200000000004,-1.0674,-0.6745549999999999,-1.1898,,-1.016355,,,,-0.3327199999999999,,,0.075405,,,-0.057237,,,,0.22845,,,-0.14907,-1.031665,,-0.955125,,-0.8939,-1.098
0,544,1,1,,-0.91306,,,,-0.71743,-1.1522,,,,-0.65222,,-1.1196,,,-1.3912499999999999,-1.4021,-1.4293,,-1.3858,-1.2608,,,,,-1.3043,-1.4021,,,,,-1.3804,,-1.1739,-0.9674050000000001,-1.1956,-0.03273500000000004,-0.17402,,,,,,,,,-0.91306,,,,-0.65222,,,,,,,-0.010997,0.05421000000000001,,
0,164,1,1,0.52664,,,,,0.38432,,0.057822,0.041079,,0.057822,0.2838595,,,,-0.13473,0.77779,0.082937,,,,,,0.20014,0.59361,0.46803,-0.00078,,,0.96196,,2.1424,0.71918,,-0.1849599999999999,1.53965,1.5564,,,,,0.61035,,0.33409,,,,,-0.14728249999999998,-0.36913,,-0.2017,,,,,-0.076125,,0.3006,,
2,181,2,1,,-0.08615666666666666,-0.820756,-0.6003700000000001,-0.605164,-1.0937999999999999,-0.9548800000000001,-0.77284,-0.94531,0.5542199999999999,-0.4326925,-0.7848225,-0.5677960000000001,-0.4279033333333333,0.051180000000000045,-0.94531,-0.58121,,-0.483478,-0.580145888888889,-0.7608675,-0.574025,-0.5588533333333333,-0.54288,-0.76326,-0.66745,-0.99322,-0.5141399999999999,,-0.62433,,-0.31531999999999993,,-0.45665,-0.118895,-0.62912,-0.2075199999999999,-0.40874,-0.76326,-0.7824300000000001,0.16616,,,0.2140699999999999,-0.15003,,-0.21072000000000002,,0.5518425,1.8525,0.7826033333333333,-0.8495,,-0.98364,-0.700985,-0.21392,-0.77284,-0.8255399999999999,-0.772845,-1.0507,-0.71535
2,119,1,1,0.9534400000000001,0.32066,,,0.1781733333333333,1.712,-0.94491,-0.34425666666666666,0.14465,-1.0399100000000001,-1.079,,0.32066,,1.3599,1.9131,,-0.8988149999999999,1.11267,2.81825,2.2525500000000003,2.4383266666666663,0.47152666666666665,,-0.9155550000000001,-0.23251,1.7329050000000001,1.5191700000000001,0.9366750000000001,-0.81919,-0.27441,1.8907433333333332,4.0671,3.1870666666666665,3.8576,2.3573500000000003,,,0.27037,-0.27720666666666666,-0.6431899999999999,,-0.45042,,1.3683349999999999,1.2845,0.19492999999999996,1.0917,0.0021700000000000053,,0.58048,,-0.63481,-0.52585,-0.06906999999999999,1.6323050000000001,0.63915,-0.710255,0.45894999999999997,,
1,663,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5183399999999999,,,,,,,0.90649,,,,,,,,,,,,,,,,,,,,,,,,
0,158,2,1,-0.20001,0.13649499999999998,-0.25824500000000006,-0.2388325,-0.35531300000000005,-0.22913,-0.43296,-0.44267,-0.798575,,-0.45561,,,0.18340250000000002,,,0.30796499999999993,0.44709500000000013,,-0.23948039999999998,0.10736499999999999,0.44386,0.61857,0.18502,-0.20648,0.185014,0.72211375,-0.011280000000000004,0.04750974999999999,0.081482,0.26395399999999997,0.57326975,0.682,0.62936,0.502095,,1.029495,,,,0.15913,,,,,1.75421,1.3692233333333332,0.5603366666666667,0.5646483333333333,0.524745,0.5635699999999999,0.7932899999999999,1.8804200000000002,,2.339866666666667,1.006825,,1.1686366666666668,0.372675,0.6574,1.33683
2,80,2,2,,,,,,,,,,,,,,,,,,,,,3.5469999999999997,,,0.856995,3.3472999999999997,3.34355,0.19012,0.5882213333333334,-0.28459,,0.09970049999999994,-0.0736059999999999,0.009281,-0.1301175,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,27,2,1,-0.5997100000000001,,,,,-0.64862,-0.45298,-0.60515,,,,-0.8035049999999999,-0.4837746666666667,-0.6431899999999999,,-0.52363,-0.03451500000000002,-0.52363,-0.31711,,0.04156749999999995,0.15569,-0.19212,,-0.19211974999999998,-0.21386,0.57416,0.4020566666666667,0.8350200000000001,0.12852,0.11765,,,,,,,,0.38394666666666666,0.4274199999999999,0.43285550000000006,,,1.0388199999999999,,,0.6910000000000001,0.4151925,0.9382833333333332,0.95458,0.7535,2.4436,,,1.3567,0.946415,0.40568,,,,
0,190,1,2,-0.21599,,,-0.6014166666666667,,,,,,,-0.19011,,,,,,,-0.23756500000000003,-0.46623,,,,0.50883,,-0.5352600000000001,-0.77687,,-0.16422,,,1.3458,0.69003,,1.1991,,,,,,0.12916,,0.651205,0.3276199999999999,-0.086562,-0.000273,,-0.05635999999999999,0.38802,-0.22462,-0.5036206666666666,0.10327,,-0.7682399999999999,,-0.060675,,,-0.19011,,-0.23900533333333332,
1,137,1,2,,,,,,,1.0229,,,-0.635585,,-0.79898,-0.088201,-0.67643,-1.1258,-0.53754,,-0.66826,-0.7663,-0.36598,,-0.055521,-0.36869766666666665,,,,,0.16507,,,,,,,,,,-0.415,,-0.53754,,,,,,,,,-0.34351025,-0.06777499999999999,,,,0.17324,,,,,0.76964,,
2,566,1,1,,,1.31179,-0.33559,-0.41047,-0.33559,,-0.011110000000000009,0.1636099999999999,0.18857,-0.2482285,,,-0.56647,-0.56647,,0.43817,-0.36055,,,,,,-0.9096733333333334,-0.88471,,-0.82855,-0.9179833333333333,-0.6975100000000001,-0.06517666666666666,-1.0677233333333334,0.10121000000000002,-1.2341,-0.90967,-1.23415,-0.87223,-0.027750000000000014,-0.37301333333333336,-0.13591,,,,,,,,2.6846,-0.76615,-0.78487,,,,0.25721,-0.31686925,,-0.39799,0.36329,,,0.68777,-0.94711
2,198,2,1,1.2711249999999998,0.69853,,,,,3.1516,,4.4009,-0.44016,-0.14409849999999996,-0.4531699999999999,3.470405,3.44438,-0.23194,0.9685625,5.468,2.1300499999999998,1.4832619999999999,2.2645,3.333775,3.65262,,0.6681633333333333,3.17115,-0.55728,1.5541850000000001,4.993,3.1581,-0.3816,,,-0.69392,,-0.537765,,,-0.417385,,,,0.58141,,,,0.22353,,,0.51959,,1.5184,,0.92627,,,,,,,-0.3881,-0.1083099999999999
0,648,2,1,,0.6432100000000001,,0.1193,,,,,-0.15663,,,-0.48145,-0.28586,-0.38365499999999997,-0.519875,,2.173,1.1252,,-0.62116,,,,,,,,,1.0903,,,,,,,,,,0.46857,,,,0.28695,0.48953,,-0.06232449999999995,,,,,0.049444,0.2275755,,,,,,,,,-0.13218
0,250,1,1,,,0.24939,0.45523,0.38398,0.043542,1.09652,-0.6373300000000001,-0.011874999999999997,-0.7085899999999999,0.23883333333333334,,-0.874845,,0.3443666666666667,-0.58983,-0.25731,-0.43149,-0.574,-0.7363,0.09104499999999999,0.20980000000000004,,,,-0.31273,0.16229749999999998,0.62941,,-0.68484,0.095005,0.13538399999999995,-0.07521499999999998,0.8642766666666666,0.26521333333333336,-0.1623,-0.34704,0.15438,-0.372105,-0.62942,,-0.0620033333333333,0.27314,-0.7125499999999999,,0.1148,,-0.76005,,,,0.514615,,,,-0.55816,0.28106,0.92235,0.58587,,-0.93027
