fov,cellID,rep,dbscan_ldp_nbr_allele,chr9-g152,chr9-g153,chr9-g154,chr9-g155,chr9-g156,chr9-g157,chr9-g158,chr9-g159,chr9-g160,chr9-g161,chr9-g162,chr9-g163,chr9-g164,chr9-g165,chr9-g166,chr9-g167,chr9-g168,chr9-g169,chr9-g170,chr9-g171,chr9-g172,chr9-g173,chr9-g174,chr9-g175,chr9-g176,chr9-g177,chr9-g178,chr9-g179,chr9-g180,chr9-g181,chr9-g182,chr9-g183,chr9-g184,chr9-g185,chr9-g186,chr9-g187,chr9-g188,chr9-g189,chr9-g190,chr9-g191,chr9-g192,chr9-g193,chr9-g194,chr9-g195,chr9-g196,chr9-g197,chr9-g198,chr9-g199,chr9-g200,chr9-g201,chr9-g202,chr9-g203,chr9-g204,chr9-g205,chr9-g206,chr9-g207,chr9-g208,chr9-g209,chr9-g210,chr9-g211,chr9-g212,chr9-g213,chr9-g214,chr9-g215,chr9-g216,chr9-g217,chr9-g218,chr9-g219,chr9-g220,chr9-g221,chr9-g222,chr9-g223,chr9-g224,chr9-g225
2,244,2,1,,,,,,,,,,,,-0.17019,,0.000654,-0.1943099999999999,0.1333099999999999,0.006181500000000003,-0.04055,,-0.35511,,,,,,-0.34305,,,,,,0.026784,-0.28275,-0.3531,-0.3149099999999999,,0.1031599999999999,,,,0.59359,0.68404,0.513695,0.59359,,,,,,,,,,-0.6505700000000001,-0.61841,,,,,,-0.51691,-0.46967999999999993,,-0.41038499999999994,,,,-0.48777,-0.44857500000000006,,-0.60434,,,
2,555,1,2,-0.42076,-0.1347033333333333,,-0.199195,,0.27514,0.5450915000000001,,,,,-0.099335,,,0.0148808,0.24315499999999998,0.211165,-0.46445,-0.21168,0.24393499999999999,,-0.2886566666666667,,-0.10558,0.1877599999999999,0.064497,0.3906033333333334,0.24706,,0.5559963333333333,-0.093094,,,-0.18047,,,,0.78381,,,,0.11078666666666666,-0.03848400000000005,0.0005249999999999977,0.4655,-0.03276100000000004,-0.1087,-0.19399566666666665,-0.059808000000000035,-0.113376,-0.036922,,-0.38019,-0.15550550000000002,-0.62984,,,,,0.86182,,,0.6433800000000001,,,,0.97729,,-0.20544,,,0.30011,,0.1035099999999999
3,353,2,1,-0.0463925,0.016482499999999983,,0.0793529999999999,-0.05653299999999995,0.075296,,,,,,-0.14373999999999995,0.0002549999999999,,0.17873499999999995,0.18481699999999993,0.33286999999999994,0.077325,,,,-0.064646,,-0.007855000000000001,0.13614,,0.20171666666666663,0.49918,0.37039,,,,-0.07073,,-0.21810666666666667,0.097606,,0.0793529999999999,,,0.017494999999999997,-0.2390699999999999,,,0.02155,0.40386,0.37343,,0.17264749999999998,0.36582749999999997,0.412985,,,,,,,,-0.28369,,-0.1701099999999999,,,,,,,-0.034223,,,,,-0.145775,-0.12955
2,584,2,2,0.31553649999999994,0.2798905,0.11055,,,,,,,,,,,0.22769,0.36519,,0.263335,0.29644,,,0.2455099999999999,,,,,,0.28625,,,,,,,,,,,,,-0.68138,,0.2455099999999999,,,0.44159,,0.20222,,0.30153,,,0.079995,,,,,,-0.009129,,-0.16955,-0.1249895,-0.080429,,-0.020588,,,,,0.095274,,,0.046892,,
0,89,2,1,-0.1140299999999999,0.015743,,,,,,,,,,,,,0.20063,,0.23885,0.102852,,0.21574,,,,,0.16863,,0.019299,,,0.18641,0.22729,,,,,,,,,,,,,,,,,,,,,,,,,0.0750006666666666,0.11707,,,,,,,,,,0.012188,,,0.045074499999999997,,,,
2,260,1,2,,0.083003,0.15635,,0.14925,0.19893,,0.49231,0.17684999999999998,,,,0.068807,,0.17527,0.078271,,0.19657,,-0.12993,0.23836333333333334,,0.19657,0.0309519999999999,0.27464,0.23442,0.18394999999999997,0.2415199999999999,0.036867,,0.12322,-0.06841799999999999,-0.021098,,,,0.14452,0.05815949999999995,0.15161499999999994,0.14452,,0.13741933333333334,0.085369,,,0.35982,0.1137599999999999,0.252165,0.35982,,,,0.006110000000000004,0.33616,0.054610000000000006,0.1232225,0.47575,,0.33142499999999997,-0.18435,-0.096808,-0.19972499999999999,,,-0.11574,,,,,-0.07906350000000001,,-0.013211666666666665,,0.15240433333333336
0,544,1,2,,-0.13335499999999995,,0.40844,,0.1732065,,,,,0.17472,,,-0.2380699999999999,,-0.1910265,-0.028638999999999998,,,,,,0.28096,,,,0.16258349999999996,,-0.043816,,0.11402,-0.3321699999999999,,0.0502769999999999,,,,,,0.74839,,,0.6634,0.19597,,-0.26235,-0.26235,,0.6876800000000001,,0.3856749999999999,-0.25932,,,,0.0259949999999999,,,-0.27146,,,,,,,,-0.071133,,,,,,,-0.025604
2,18,1,1,,,,,,,,,,,,,,0.30293,0.51185,-0.5573100000000001,,0.425825,,0.5333600000000001,,,-0.16405,,-0.41598,-0.11797,,,,0.41200000000000003,,,0.1943813333333333,0.35209,0.01874500000000001,0.1401005,,,0.12167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,569,2,2,,0.048546,-0.008168499999999947,-0.029027333333333297,,-0.09421549999999995,,,0.15611,,,0.71542,,,,,,,,0.4905199999999999,,0.12286,0.22944099999999995,0.457275,0.51399,0.337005,,,,,,,,0.3986099999999999,,-0.1020399999999999,,,0.36927,0.13361824999999997,0.19717,0.33407,0.05246,0.23824,0.1052599999999999,0.10395700000000001,,-0.072703,,,0.33798,0.04398299999999997,0.085703,0.038768,,,0.007478,0.087659,,0.14436999999999994,,,,0.23172333333333336,0.2656233333333333,0.3497099999999999,,,,,,,,
2,43,2,1,0.64428,0.52777,,0.26561,,,-0.057227,,0.098125,,,,0.18187,,0.26683,0.60787,0.5908800000000001,0.46021,0.3473366666666666,,,,0.40155,,,0.13089,-0.0329529999999999,0.26197,,,0.129075,0.08599000000000001,,0.78022,,,0.067785,,,,,,,,-0.1106299999999999,,-0.011713000000000001,0.28139,0.42945999999999995,0.4634399999999999,,0.08841399999999999,2.2803,1.13339,-0.45471,,,-0.51236,,3.5808050000000002,-0.005038,2.261708,,3.5308283333333335,,-0.40798,,-0.21258,,-0.23564,-0.14663400000000001,-0.22795333333333334,-0.16200833333333334,-0.15614
0,55,2,2,,1.3762066666666666,1.5714,,,1.0567,,,0.39480499999999996,,0.426975,0.37148,,0.19079933333333332,,0.66261,0.430995,0.27176,0.27658,0.288166,0.50659,,0.23958966666666667,0.39239,,,,0.3216199999999999,,,,,,,0.37549950000000004,,,,0.2744383333333333,0.11413000000000001,,,0.15434,,0.27282999999999996,,-0.30887999999999993,0.10018999999999993,0.36102499999999993,,-0.32818499999999995,-0.022584,-0.10139799999999999,,0.00636800000000005,,,,,,-0.1038105,0.009585,-0.029018,-0.08102133333333329,-0.19951333333333332,,-0.10354266666666667,0.36102500000000004,,,,-0.259825,-0.37483,-0.4528399999999999
2,172,2,2,0.1395885,,,,0.066512,-0.10371,0.5170100000000001,,,0.63393,0.6906800000000001,0.58407,0.566875,,0.29777750000000003,0.35538,0.57203,0.134429,0.029830333333333296,0.13700900000000002,0.081127,0.18859,-0.037515,,,0.26081,,0.370425,,,,0.3614,0.1009,-0.28598,,,,0.27285,0.32701,0.17312,0.32528999999999997,,-0.07964500000000008,0.26425,,,,,,,,0.044159,0.20751,,,-0.200865,-0.300595,-0.38055,,,,,,,,,,-0.31349,-0.38915,-0.47856,,-0.4029,,
1,208,2,1,,,-0.066674,0.20906000000000008,,0.555615,0.0862605,0.3326199999999999,-0.004897,0.023731,-0.095302,0.15181,,0.208305,0.51945,0.8057433333333334,0.447562,-0.1319653333333333,0.7394433333333333,-0.22638999999999998,0.2895264,,-0.0907825,0.5033833333333334,-0.05951499999999997,-0.26707,0.49232000000000004,-0.2154675,,-0.3188033333333333,-0.16913250000000002,-0.24447,0.028253333333333353,-0.014691,0.2203625,0.162856,0.7012700000000001,0.160848,0.8629866666666667,0.6931615714285714,-0.15708,0.6565686666666667,0.744696,0.15482,0.1186585,0.24522,-0.08451533333333339,0.312,0.45138333333333325,-0.053113,-0.7228800000000001,0.3044833333333333,-0.18119,0.04934666666666671,0.03277175,-0.03917525,-0.017704499999999998,-0.16612,-0.23165999999999995,-0.20454,-0.356725,-0.23091,-0.35898,-0.35898,,0.1277,,0.7464733333333333,0.6756486666666667,1.005395,0.365765,0.11376224999999998,0.04482850000000001,
0,353,1,1,,-0.41525,0.15776,,1.0566,,1.351,,,,,,,0.4364,0.011698,0.3210516666666667,0.66785,,-0.080433,,0.66785,0.38022,,0.44314,0.25888,,0.33415999999999996,0.54202,,,0.49932,,-0.28267,-0.24223,,-0.16807,0.469005,,,0.0161919999999999,-0.39503,,0.20869666666666664,,0.29483,,0.95998,0.29483,0.66561,0.131917,-0.024256,0.049899,0.29933,-0.28941574999999997,,-0.0927905,,,,,,,,-0.07144299999999999,,,,-0.34559,,-0.059086,-0.33211,-0.286045,,0.094841
1,94,1,1,0.14445,0.271345,0.139525,,0.29968,,,,,,,,-0.5257149999999999,-0.7622450000000001,-0.76717,,-0.8460200000000001,-0.7712766666666667,-0.812755,-0.8139866666666666,-0.87805,,0.050827,,0.574395,,0.05493399999999999,0.14692,,0.11489,0.09764049999999999,,0.235615,0.802285,0.14445,,0.43683333333333324,0.30214,,,,,0.4241016666666666,,,,0.1099599999999999,-0.087149,,-0.11179,0.23069,,0.28243,,0.41301,0.3957699999999999,0.6132,,0.3974066666666667,0.7209899999999999,0.85651,,0.53374,0.57316,0.1493799999999999,,0.31692,,,,,-0.26455,,
1,98,1,1,,,,,,,,,,,0.1169,0.009964,,,-0.3787,,,0.53777,,0.40479,-0.2100699999999999,,0.3431,-0.55966,,,0.046979,0.27524,,0.51584,-0.171,0.4520899999999999,0.25673,0.28037999999999996,0.20121,0.15597,0.252621,0.45826,0.48190500000000003,0.3019699999999999,0.3101985,,,,,0.16214,-0.0311639999999999,,-0.004430999999999967,-0.2748488333333334,-0.19155999999999995,-0.072291,-0.68304,-0.6429400000000001,-0.56994,,,,,,,,,,,,,,,,,,,
1,98,1,4,,,,,,,,,,,,,,,,,,,,,,,,,0.2670099999999999,0.40274,,,,,,,0.10045,,0.2670099999999999,,,,,,,,,,,,0.21149,0.22177,,,,,,,,,,,,0.2629,,0.22177,0.21663,0.13335,0.26907,0.06343,,,,,,,0.21766,
2,1001,1,1,0.2201199999999999,0.16898,,,,,,,-0.12605,-0.14178,-0.035571,,0.267325,,0.09423999999999999,-0.22832299999999997,-0.30896,-0.11424,0.68823,,-0.24406,0.8829699999999999,0.90655,0.31845999999999997,0.37353,-0.06310500000000001,0.5918475,0.27781666666666666,0.76494,,,,,,0.007699999999999985,,-0.037540000000000004,,-0.10244,0.39714,0.505315,,0.17291749999999995,,,,,,0.23192,0.94786,-0.3502699999999999,,0.086374,-0.13391,,0.137515,,,,,,,,,,,,,,,,,,
2,172,2,3,0.25049,,,,,,,-0.208174,-0.26019,,-0.25330499999999995,,,,,,,-0.21548,-0.10973449999999998,-0.089959,,0.056194999999999995,0.20235,,0.26253,0.31755,,,-0.034936,0.26683,0.448235,0.33560999999999996,,,,,0.002892,0.4390623333333334,0.14389,,0.47231,0.09918325,0.24706,,,,0.39407000000000003,,,,,,,,,0.26253,,,,0.087146,-0.18797,-0.21547499999999997,-0.46996,0.054475999999999955,,-0.0796419999999999,,,,,,,,
2,63,1,1,,,0.65935,,,,0.24269,0.6199640000000001,0.9392133333333333,,-0.049596,,0.5101,,0.46657,0.62826,0.252017,,1.1258,1.1942,0.90811,0.000155,,0.6220399999999999,0.23647466666666664,0.5971586666666666,-0.033009999999999984,,-0.28591,,0.06700574999999999,-0.15532,0.2364699999999999,,,,2.1083,,,-2.7424,,0.90811,0.56607,1.3745,,-0.0309389999999999,-0.8036425,1.22525,1.2542799999999998,0.24269,,0.94542,,1.191055,1.3206333333333333,1.02315,,0.88323,,,,-0.1491,-0.0247205,0.031249,,,-0.26104,,0.006374,,,,-0.26726,
2,80,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7327899999999999,0.088462,0.16062666666666667,0.192845,,,0.2637195,0.39258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,98,1,2,0.32871,,,,,,,,,,,,,,0.5364,,,,0.46648,0.60015,0.72456,,,,,,,,,,,,,-0.086687,-0.32729,,,,0.17859,,,,,,0.695775,0.6289399999999999,0.915805,-0.30055,0.7790600000000001,0.7790600000000001,0.6734933333333334,,-0.0681789999999999,-0.1257599999999999,,0.70914,,-0.0681789999999999,,,,,,-0.04864550000000001,,,,,,,,,,
0,275,1,1,1.7035,1.7035,2.9248,2.1169,,,2.7497,,,,,,,,,1.3836,,0.47214,,0.5935733333333334,0.8185199999999999,,,,,0.83954,0.55933,0.70644,,0.46709,0.79751,,,0.20438,,,-0.066493,0.32815,0.14833825,0.0012259999999999,0.12499,0.2756099999999999,0.11331,,0.18492333333333325,,,,0.188035,,,,0.81386,,0.693575,-0.20193,0.31881,0.58501,0.46358499999999997,,1.47,1.1314,,,0.09346199999999995,,-0.034968000000000055,-0.22995,,0.2814433333333333,0.14522666666666664,0.8337249999999999,1.1127500000000001,3.17
2,516,2,2,,,,0.5844199999999999,,,0.2075,,,0.33686,0.32794,,,0.13167,0.149515,,,0.19635,0.29225,0.0346525,-0.037831,,0.0870659999999999,0.10714,,,,0.15620499999999995,,,,-0.091358,,0.020900000000000002,,0.15843,0.29448,0.650215,,0.38369,0.47068,0.15397,,,,0.5019,0.60672,0.60672,0.39039,,,,0.064763,0.6925815,,,,,0.12721,,,,,,,,0.0469199999999999,,,,,,,
2,947,1,1,,0.98656,0.32092,,1.0315,0.39288,,,,,,,,,,0.48283,1.0585,,,0.7347,0.5637899999999999,,,,,,,,,,,-0.20979,,,,0.40188,0.49183,,,,,0.65374,,,,,,,,,,,,,,,,1.4903,,,,,,,,,,,,,,-0.4976399999999999,,
0,310,1,1,0.73526,0.70082,,,,,,0.5148199999999999,,,0.46201,,,,0.60897,0.66408,,,,-0.5896600000000001,0.4359866666666667,,,-0.23145,0.1061,0.5676399999999999,,1.8765,0.099209,,,0.5676399999999999,,,,0.37935,0.03721333333333327,0.129061,0.14284,-0.095969,,0.50564,,0.15891,0.21248999999999996,0.02573,,,0.2737199999999999,0.13135733333333333,,,0.71,,,0.55616,0.43675,,,,,,,,,,,,,,,,0.25765,0.041804
0,884,1,1,,,,,,0.070031,0.596775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33742,,,0.33742,0.3802,,,,,,,,,,,,,,,0.44437,,,,,,,,,,
1,142,2,2,0.41175500000000004,0.464855,0.2960855,0.44078,0.10240575,0.29320399999999996,0.228985,0.188855,0.01699,0.13686179999999998,0.38384599999999997,-0.076041,0.5517166666666667,0.1820578,0.35989,-0.028840666666666674,-0.03930249999999998,0.18329,0.28641,-0.41688,,0.012461333333333333,-0.11473533333333331,0.44016,-0.15755,-0.21188,0.25122,0.0017600000000000532,0.36173999999999995,0.19688,0.3327199999999999,0.36853,0.382735,0.082855,0.24092566666666668,0.33519,0.7447866666666667,0.6192249999999999,0.31821000000000005,-0.073571,0.7380137999999999,0.14830333333333337,0.509312,1.7126542857142855,0.27467499999999995,0.589984,0.2837366666666667,-0.10691450000000002,,,0.38026499999999996,,-0.06616259999999996,0.04053519999999998,-0.1871799999999999,-0.17853666666666668,-0.035906,-0.22731999999999997,,-0.20653333333333335,-0.16866,-0.11648499999999995,-0.25387499999999996,-0.0519595,-0.298325,-0.046403,-0.047636333333333336,-0.10115233333333333,0.011886999999999998,0.03881,0.10673049999999995,0.17934239999999993,0.24257,0.602337
2,68,1,1,,,0.641865,0.43044,,0.08743,,0.118479,,,-0.024936,0.096301,,-0.10477,0.29737499999999994,0.3299,0.5161899999999999,0.461485,0.1584,0.396435,0.3506,,0.44227,0.28555,,0.42157,,1.1479966666666666,0.29146,,,0.7897,0.4186099999999999,0.661085,,0.38017,-0.46553,0.48071,,-0.13138750000000002,,,0.30625,,0.404565,0.33483333333333337,,0.21556333333333333,,,,-0.075205,,-0.2496699999999999,0.16135,-0.2201,-0.30880499999999994,,-0.59268,-0.5912,-0.15504,-0.14814666666666662,-0.249668,,,-0.0042369999999999,,,,,,,,
1,77,2,1,0.374636,0.4639,0.348914,0.41246,,0.5214,,1.5018,,,,,,,-0.9371949999999999,1.5109,0.8482000000000001,0.951086,-0.2835366666666666,1.364935,0.70448,-0.5895600000000001,-1.0332625,-0.11409000000000005,-1.0983225,-0.9099499999999999,-1.6346999999999998,-0.430315,1.0328,,0.52745,,0.60764,,0.37312,0.72112,0.52745,1.4776,0.36001,,0.51837,,,,,,,1.75,,,0.32773,,0.03621833333333333,1.2567,,0.92689,0.92689,,1.3263,1.0433949999999999,,0.65757,0.934435,,,0.27629,0.8330799999999999,,,,0.28839,,,0.120444
1,189,2,1,,,-0.13637,,0.1005799999999999,,,,0.1279833333333333,,,,,,,,,0.25531499999999996,,0.17472333333333334,0.4745399999999999,,,0.20213,,,0.68086,0.754678,0.80658,0.39233,,,,,,,0.16129533333333332,,,0.34236,,,,,,0.15055,-0.023534999999999997,0.22953,,0.057059,0.1844,,,,-0.094458,,,0.000643,,0.029657,,-0.092846,,-0.002581,-0.16377,-0.122665,,,,-0.018699,-0.13637,,,
3,62,2,2,,0.081524,-0.003213,0.04917833333333333,,,,0.059657,,,,-0.082483,0.66785,0.24416499999999994,,0.367172,,0.21500833333333333,0.46967499999999995,0.1977,0.3261699999999999,,,0.4833399999999999,0.48881,0.51888,0.617556,,,0.89336,0.45692,,0.2715,0.294735,,0.4833399999999999,,0.76489,,0.59883,0.73755,0.85919,0.66785,0.3248,-0.057882,0.13483,-0.064715,-0.07838333333333336,-0.1378345,-0.07929366666666667,-0.0585655,,-0.070182,,,,,,,,-0.089317,,,,,,,,,,0.039156,,,-0.10708
0,26,1,1,-0.088804,-0.34223400000000004,0.07539499999999999,-0.32681,-0.46696,0.28603,,,,0.5116,,1.3342,,0.6575505,0.4817399999999999,-0.75555,-0.09411199999999999,-0.010849999999999999,0.950778,0.38775699999999996,-0.65935,-0.17173,,,,,,,,,,,-0.47691,,,,1.6361,0.11022,0.0963993333333333,-0.07139074999999998,0.12879600000000005,0.60448,,0.7122774999999999,,,0.89419,0.5965003999999999,0.27276,,-0.21154,,0.073735,,,-0.12031999999999995,-0.26959,,,-0.79867,,,,,,,-0.29778,,,-0.50676,-0.37242,-0.29778,,
2,636,2,1,-0.38786,-0.31798499999999996,-0.22948,-0.2405425,,-0.2714,-0.31333,-0.087397,0.03605,0.28876999999999997,0.35048999999999997,0.39009,0.31089,,0.8792200000000001,,1.012,,,0.5554600000000001,0.91881,-0.29469,-0.16658899999999996,-0.094385,,,-0.15183999999999997,0.15483999999999995,-0.0675965,0.90251,0.38077,0.3435,1.7014,1.20529,,1.386955,0.2154,-0.0012199999999999989,0.43201,0.5181899999999999,,,0.25266,-0.07342349999999995,,-0.061776,0.4195933333333333,0.19909,0.18977666666666668,,0.2713,0.3994,,,,0.27596,0.39242,0.62068,0.172309,-0.18289,-0.043142,-0.045472,0.082634,,2.5795,0.81633,,0.11058,,0.138534,0.22238,,,0.3994
1,718,1,1,,0.030819,0.06025,0.11094333333333335,-0.072193,,,,,,,,,,,,,0.85655,1.1966,,,,,,,0.097858,1.39775,0.7159300000000001,,,,,,,0.858185,0.49028,,0.78023,,,,0.39218,,,-0.075463,,-0.32073,-0.088544,,-0.15068,,,,0.30715,,,-0.0133289999999999,-0.02641,,-0.34689,,-0.16049,-0.3174599999999999,-0.27495,,-0.26513,,-0.26513,-0.19319,-0.21608,,,,
1,63,2,1,0.0782583333333333,,0.1414,,0.6647765,,1.3893,0.66186,,0.3816199999999999,0.45974,0.31651999999999997,,0.9255450000000001,,0.8796200000000001,,,,0.8042272,0.8672566666666667,,,,,,0.3985429999999999,0.7780699999999999,0.371855,0.8308,0.9102199999999999,0.5593349999999999,0.2605365,0.10625300000000003,0.21854500000000002,,0.47341,,0.5241866666666667,0.069145,0.027642500000000035,,0.54176,-0.3566,,0.92454,0.4656,0.32888999999999996,0.63941,0.18176599999999996,0.3367,,,,0.0261779999999999,0.004696,0.37967,,,,,0.253695,,,,,,,,0.14922,0.13359,,0.13359,
0,37,1,1,,-0.21199,,,,,,,,,,0.50367,,,,,,,,,,,,,,,0.93025,,,,,,,,,,,,,0.046209,0.32405,,,,,,,,,,,,-0.25689,-0.24286,,-0.24286,,,-0.3888,-0.29431,-0.17176266666666665,-0.19234,,-0.60209,0.04714533333333331,0.13180799999999995,,,,0.61312,-0.09411333333333333,-0.29898749999999996,-0.189535,-0.63857
1,137,1,2,,,,-0.20237,-0.10758299999999998,,,,0.63764,,,,,,0.21927,,0.3336699999999999,0.4889224999999999,0.580445,0.49383,0.55593,0.49383,,,0.96777,,0.577175,,,,,,,,,0.3581815,0.990665,0.7978,0.881165,0.35328,0.6365533333333333,0.6735949999999999,-0.19093,-0.29062,0.54286,,-0.12065999999999999,,,,,,,0.38597,,0.5657399999999999,,,0.29771,-0.061825,0.026425,,,,,,,,,,,,,
0,116,1,2,-0.0361029999999999,1.6171,-0.082024,-0.041843,-0.097812,,-0.050453,-0.096375,,,0.4365056666666667,,-0.0561929999999999,,,0.7732600000000001,0.6929,,,,,,,,,,0.5207,,0.6527400000000001,2.7077,-0.56707,,-0.29441,0.83354,-0.096375,0.070091,-0.099245,,0.087311,,0.74456,0.66133,,,,,,,,0.59819,0.33701,,0.5522699999999999,,,,,,-0.14517,,,,-0.12795,,,-0.004532,-0.038973,,,-0.1136,0.05861,,,-0.2858
2,730,2,1,,,,,0.090864,,,,,0.499675,0.31814,-0.37798,,0.30813333333333337,0.27383,0.3481599999999999,0.27954499999999993,0.27573333333333333,0.3981849999999999,0.26525,0.25382,,,,,0.3824599999999999,0.6530966666666665,0.60831,0.65786,,,,,,,,,,,,,0.005099,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16643,,,-0.02777500000000005,0.2223699999999999,,0.5911550000000001
0,275,1,2,0.12265,,0.099302,,,,-0.13188,,-0.14588650000000006,,-0.4401199999999999,0.2394099999999999,-0.082839,,,,,,,,,0.003561,,,0.13666,,,,,0.6971,,,,,,,,,-0.0034439999999999,-0.11202999999999995,,,,,0.6644100000000001,0.7905,0.7905,,,0.073615,-0.36072,-0.35138,,,-0.06649199999999995,,-0.032632,,,,,-0.293,,,,,,,,,,,,
2,119,1,1,0.020028,0.5609436666666666,-0.066115,0.5073836666666667,0.20511999999999994,0.3075575,0.28156333333333333,0.355754,-0.13596,,0.32735,-0.0554056,-0.0474889999999999,0.162513,0.21152199999999996,-0.1150099999999999,0.13818525,0.31338,0.41524,0.3727475,0.17555139999999997,,0.25285,0.40418,0.3646005,0.76272,0.6602766666666667,1.3055649999999999,0.5399793333333334,0.19230999999999998,,0.0065258000000000035,0.0048950000000000035,,0.4158199999999999,0.25284699999999993,,0.5105,1.0971966666666666,,,0.6893825,0.35063,0.425135,0.5712275,0.209195,0.16437666666666664,0.75109,0.0945299999999999,0.17950999999999995,-0.070771,0.10326099999999999,0.12247000000000002,0.13644,-0.080084,,-0.24306,,0.1981333333333333,-0.018385,-0.25935,,,0.262162,,,-0.29718749999999994,0.029340000000000005,0.3203825,,,-0.052145,1.0142,
2,80,2,1,-0.34151333333333334,-0.33615,-0.31488499999999997,-0.29211666666666664,-0.27107,-0.30844,,,,,-0.095814,,,0.4248,0.544645,0.8878633333333332,1.2001233333333332,0.36466333333333334,-0.021395000000000004,-0.2163,0.17867,1.1722,-0.097103,0.283476,,-0.094526,0.22312700000000002,0.44928,1.3182,1.149,0.6309800000000001,0.38485499999999995,,,,,0.51114,-0.030093,0.519515,,0.6574,0.54078,,,,0.20444499999999993,0.66062,,0.18898,0.19606549999999995,-0.2770833333333333,-0.19117499999999998,-0.22081,-0.19891,,-0.17958,,-0.26463,,-0.2672,-0.44504,,,-0.385115,-0.35741,-0.30876249999999994,-0.30071,-0.219525,-0.12159,0.007277,-0.19246,,,
1,84,1,1,0.099891,-0.14252,,0.0019327500000000247,-0.23992,-0.025187,0.23049999999999995,,0.2249699999999999,,-0.10045,0.43527,,0.6876399999999999,0.28917,0.681,-0.24656,,0.02794000000000003,0.5265925,0.4065,0.5138630000000001,-0.061716,0.21833,0.24711,1.2367,0.7109099999999999,0.83706,1.0928,1.0942566666666667,,2.0358,,0.81383,0.57253,0.39543,,0.10985,-0.018545,,-0.14916,,-0.07499849999999995,-0.0816385,,,-0.35725,,-0.049538,,0.12092,,,,-0.0163315,,-0.11226166666666672,-0.16908,0.16335333333333332,0.07664500000000006,0.50169,-0.18457500000000004,-0.2067099999999999,0.0660224,0.20283099999999998,,0.52604,,,,,,-0.16687,
2,260,1,1,0.2013,0.18237,0.31367999999999996,0.164628,0.29475,0.3539,0.45918,0.49231,0.7501899999999999,0.35035,0.41423,,0.23047800000000004,,0.03410733333333333,,-0.06841699999999999,-0.099174,-0.006903,0.004927,,,1.221,,0.3602866,1.04473,1.50905,,,1.2802,,2.43,1.2665625,0.79633,0.17172500000000002,0.6295333333333334,0.49704,,0.17172349999999995,0.08063842857142858,0.087736,-0.0530375,-0.190262,-0.1606895,0.0279935,0.279375,0.3089475,0.04593566666666667,0.08300400000000001,0.16226,0.143336,0.16818,-0.14649,-0.006902000000000054,,0.012024666666666633,0.7502150000000001,,0.58694,0.1752735,0.20248,0.009659,-0.18198,,,,,0.21549,0.11139233333333333,0.013207999999999998,0.19893,0.428425,,-0.035294
1,233,1,1,0.1787365,,0.36694499999999997,0.0631429999999999,,,0.2143,,,,1.2754,-0.082091,,0.75967,,,,,-0.6630199999999999,,,0.006828,2.626965,,0.46031,0.44648166666666667,2.25351,,0.1935599999999999,,,0.90787,,0.538855,,,,-0.08209149999999996,0.33137949999999994,,,,,,0.24098,0.50971,0.003864,0.48994499999999996,0.43759,0.198005,-0.043559,0.39214,,,,,0.15206,,0.3051966666666666,,0.19355499999999998,0.0631429999999999,,,,,,,,,-0.3014199999999999,,-0.18583,
3,741,2,2,,,1.2384,1.3982,0.71678,,0.4459899999999999,,0.4282399999999999,,0.4282399999999999,,,,,-0.086699,0.1052935,-0.13478933333333334,0.059792,-0.076709,,,0.1286,0.68903,,1.1452,1.10965,,,1.1318,1.1385,0.68348,,0.38163,0.37275,0.24401,,,0.053133,0.85883,,0.72788,0.12637749999999998,,0.17965,0.2085,,0.19629425,0.1174983333333333,,0.18778433333333333,0.32503,0.353885,0.73675,0.13304,,,0.27287,,,,,,0.026498,,,,,-0.097796,,,-0.0689419999999999,,
2,45,2,1,,,1.0128,,1.1872,,1.4537,,1.6708,,,,,1.6708,,,1.4339,,,,0.64108,0.7299100000000001,,0.72004,,,0.84505,,,,,,,,,,,,-0.46651,1.1214,0.3384115,,0.11470000000000001,0.10592499999999998,,,1.1543,,1.2349,,,0.39762999999999993,,,0.54568,0.18049999999999994,,,,,,,,,,,,,,,,,,
3,937,2,1,,,,0.87502,,,,,1.3021,,0.32825,0.6334466666666666,,,-0.024398500000000004,0.0953059999999999,-0.085871,-0.18293,,0.45766,0.51266,1.55445,1.0724,,1.48,,,,,0.5709,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33176,,,-0.034106,,,,0.27325,,-0.1247,-0.072932,0.079132,-0.21205,0.001482,,-0.15866650000000002,0.011188,
1,339,2,2,,0.18578,0.18578,-0.17715,,,,,-0.16464,,0.14574,,,0.298415,0.5274449999999999,0.45235499999999995,,0.4861399999999999,,,-0.10206,,,,0.13322,,,,,,,,,0.76899,,,,0.57876,,,,0.13572,,,0.5687450000000001,0.871605,0.5036700000000001,,,-0.14712,,0.13823,0.2959199999999999,0.27589,,,,,,,,-0.18466,,,0.22333,,,0.3635,,,,,,
