fov,cellID,rep,dbscan_ldp_nbr_allele,chr1-g377,chr1-g378,chr1-g379,chr1-g380,chr1-g381,chr1-g382,chr1-g383,chr1-g384,chr1-g385,chr1-g386,chr1-g387,chr1-g388,chr1-g389,chr1-g390,chr1-g391,chr1-g392,chr1-g393,chr1-g394,chr1-g395,chr1-g396,chr1-g397,chr1-g398,chr1-g399,chr1-g400,chr1-g401,chr1-g402,chr1-g403,chr1-g404,chr1-g405,chr1-g406,chr1-g407,chr1-g408,chr1-g409,chr1-g410,chr1-g411,chr1-g412,chr1-g413,chr1-g414,chr1-g415,chr1-g416,chr1-g417,chr1-g418,chr1-g419,chr1-g420,chr1-g421,chr1-g422,chr1-g423,chr1-g424,chr1-g428,chr1-g429,chr1-g430,chr1-g431,chr1-g432,chr1-g433,chr1-g434,chr1-g435,chr1-g436,chr1-g437,chr1-g438,chr1-g439,chr1-g440,chr1-g441,chr1-g442,chr1-g443,chr1-g444,chr1-g445,chr1-g446,chr1-g447,chr1-g448,chr1-g449,chr1-g450,chr1-g451,chr1-g452,chr1-g453,chr1-g454,chr1-g455,chr1-g456,chr1-g457
0,250,1,2,,-0.49866,-0.61729,,-0.56933,-0.56933,-0.75107,,-0.4910899999999999,,0.031401,,,,,,,-0.13014,,-0.34974,-0.18062,,,,,0.084407,,-0.096485,,,0.46302,,,0.069263,,0.086931,,0.046546,0.036449,,0.34439,,,,,,,,,-0.10238,0.27876,,,0.48069,-0.534,,,,,,,-0.04432350000000005,-0.2513,-0.089755,0.12479000000000001,,0.076835,,0.05538149999999999,,,,0.0919799999999999,,,,,
1,820,1,1,,,0.8712,0.001149,,0.075725,,,,,,,0.32120499999999996,0.5206959999999999,0.29634499999999997,0.520075,0.7158399999999999,,1.2006,0.79041,1.1571,-0.8005399999999999,,0.063296,,,,-0.59546,,,,-0.297155,,-0.505345,0.0570809999999999,,-0.1107099999999999,,,,,,,0.72826,,0.8649899999999999,,,0.8401299999999999,,,,,,,,,,,,,0.48589,,,,,,,,,,,,,,1.5983,,
1,208,2,2,,,-0.0448235,,,,0.23317,0.49233,0.46069,,0.21117299999999997,,,-0.35898,,0.34618,,-0.12393,0.062154,-0.325835,-0.1831946666666667,,0.13222,,0.002637,0.12769999999999998,,-0.105096,,,,,-0.000377,,,-0.0008786666666666665,0.29495,0.15181,0.022225,0.2211199999999999,0.028252,0.34241,,,,,,,,0.4335699999999999,0.08475299999999995,0.053867,0.15707999999999994,,,,,,,-0.29984,-0.265565,-0.34241,-0.025991,,,,,,,,-0.048217,,0.065921,,,,,
1,53,1,1,-0.19257,,,0.078757,0.49471,0.6567,,0.9205,0.73075,,,,,0.95059,1.0084,0.94364,-0.002815500000000047,,,,0.0099115,,-0.2735599999999999,-0.053725,0.62661,0.33273,,0.044238666666666704,-0.30365,,,0.3605,-0.23422500000000002,0.052722,-0.2296,,,0.031895,0.057351,-0.0953789999999999,,,,-0.069924,0.4831399999999999,,0.3959766666666667,0.47099250000000004,,,0.6705800000000001,,,-0.24811,-0.038683999999999996,1.6703,-0.23654,0.057351,,,-0.10464,,,,0.98761,1.0744,0.48662,,,0.53637,,,,,,0.2147099999999999,,
1,94,1,2,,-0.032944,,,,,0.0582179999999999,0.085321,,-0.38281,-0.33969,-0.28426,,,,,,,-0.40498499999999993,,,0.8368,,,0.70375,,,,,,,0.18141,,,0.38591,-0.18078,,,,,,,,0.3083,,,,0.26765,,-0.17092,,,,-0.037872,,,,,-0.1610599999999999,-0.40868,,,-0.13889,,,0.09764,0.20851,,,,,,,,,,0.18634,
2,172,2,1,-0.37023,,,,,,-0.22708499999999998,0.032983,-0.3060363333333333,,,-0.22408,-0.17908666666666664,-0.053849999999999995,0.016648,,-0.18797,-0.2137599999999999,,,-0.28598,0.0759715,,-0.40634,,0.17999500000000002,-0.049120000000000025,-0.0014064999999999495,0.14045,,0.023526,0.11294,0.19117499999999998,0.13185,,,,0.061354,0.07339,0.088865,,0.0050415,0.17483499999999996,0.13701,-0.093398,,,,0.96235,,,,0.12153,,-0.22321499999999994,-0.25503,-0.031494999999999995,-0.31693,-0.009144,-0.2189199999999999,,,,,0.14217,-0.0014064999999999495,,,0.18687,0.075111,,,,0.17312,0.071671,0.15248666666666666,0.18,
0,26,1,1,,,,0.21305,0.7205666666666666,0.493355,0.431983,0.8797866666666666,1.5167,,,,0.37062,,,0.7238899999999999,,,0.372275,0.50165,,0.28934999999999994,,,,,-0.095439,,0.35901,,0.4640533333333334,0.8278433333333334,-0.088805,-0.253005,-0.10207,,,,0.25286,-0.21154,,,,,,,,,,,0.1798799999999999,,,1.0390000000000001,,,,,,,0.070418,0.27276,,-0.5134,-0.37573999999999996,0.40545,0.017344,0.017344,,,0.59453,,,,,,,
0,215,1,1,0.49388,,0.91003,0.5616766666666667,0.87964,0.36763,0.5616800000000001,,0.83288,,,1.459455,1.1999,,0.82119,,,1.4174,,,0.023947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13851,,,,-0.17478,,,-0.2683,,-0.034502,,,-0.050868,,,,-0.3852,,-0.4155899999999999,-0.4155899999999999,,-0.40546,,-0.36182,,-0.21842133333333327
3,455,2,1,,,,,,,1.0205766666666667,1.6044,1.1773,1.1725,0.923,,,0.64469,,,0.8126399999999999,,0.6303,,0.64469,,,,,,,,0.28961,0.28961,0.56312,0.15045,,,-0.6077100000000001,0.14805,,,,,,,,,,,,,,,,,,,,,,0.22723,,0.19364,,,0.36158,0.2368199999999999,,0.18404,0.0976669999999999,0.27521,0.2736133333333333,,,,,,,,,
2,516,2,1,,-0.314385,8.333333333333341e-05,0.0870659999999999,,0.28221999999999997,-0.301,,-0.095818,-0.28093,0.11159666666666664,0.15237914285714285,-0.002150000000000013,,-0.14823,2.5582,1.8111,2.45005,2.5783,2.44225,2.82585,0.537581,-0.27201,3.11695,-0.080206,-0.48835,-0.15491824999999995,,-0.15380499999999994,-0.14823,-0.17388,-0.20064,-0.28539,-0.18725999999999998,,-0.07500333333333332,,,,0.15397,0.630145,0.28333,0.446145,0.50413,0.773995,,,,,,1.4208,,,,,0.034655,,-0.073515,0.4762549999999999,0.12721,0.039673,0.33686,-0.3054699999999999,0.087067,,,-0.123698,-0.2430199999999999,-0.422555,-0.32777,-0.0311399999999999,-0.0962652,-0.28242,0.11383,,-0.06534,,0.075914
0,352,1,1,-0.24458,,-0.28714,-0.32733,,0.2354,-0.23039,0.6326149999999999,,,,,,,,,,0.45291999999999993,,0.47656,0.32288,,,0.4150899999999999,0.632615,0.7531966666666667,,,,-0.081433,,,0.3796199999999999,,0.25431,0.3796199999999999,,,,0.137276,,,,,,,,-0.28595000000000004,-0.17364,,0.13846,0.3902650000000001,-0.19729,-0.1145299999999999,-0.10035,,,-0.086162,0.036789,-0.2847699999999999,-0.21383999999999992,-0.14526899999999998,,,,,,,,,0.46474,,0.1431845,0.27086,0.129,,,0.30869
2,1001,1,3,,,,,,,,,,-0.44861,-0.074908,,,,-0.23226,-0.21258499999999997,0.47188,-0.46828,,0.46008,-0.23619,0.25159,-0.08146199999999996,-0.26766,-0.011968,-0.1457099999999999,,,,0.18078,0.1650495,,0.011634,-0.16145,,,,,,,,-0.023769,,,-0.48795,,,2.10045,,0.7275860000000001,0.078507,-0.41124000000000005,-0.070974,-0.094576,0.062772,,,,-0.13391,-0.31093000000000004,-0.27553,,,-0.0985125,0.3932,0.239785,,0.29486,1.6048,,,,,,,,,
2,210,2,1,-0.186645,0.02773528571428574,-0.07248424999999997,0.2036099999999999,0.004957750000000004,0.3155866666666667,0.445,0.33033799999999996,0.12414999999999998,0.013842333333333337,0.287089,0.10503599999999995,0.66628,0.36906225,-0.063134,0.0245729999999999,0.006973,0.13119,,,,0.28339999999999993,0.027256,0.33436,,0.4635054,0.1787966666666667,0.10972933333333333,0.272,0.28675333333333336,0.196565,0.29312499999999997,0.25792,0.39068533333333333,-0.025717,0.29413,0.26998999999999995,-0.015659,0.06178799999999995,0.10604525,0.057428,0.04133666666666667,-0.09310650000000001,0.030608,-0.020688000000000005,,0.45002700000000007,0.37660333333333335,-0.027729,,0.099003,,,0.08291,-0.067961,,-0.0337639999999999,-0.146415,0.27804,0.02608249999999998,0.005461250000000001,,0.1955599999999999,0.326315,,0.1855,-0.051868,0.22975825,0.08425066666666665,,0.45908,0.217687,0.2539,,0.5898399999999999,,-0.056897,-0.002583500000000051
2,566,1,2,,,,,,-0.5154,-0.48996,,,,-0.33452,,,,,,,,,,,,-0.33452,,0.2618,,0.3692,,0.3805,,,0.11484,,0.1190835,,0.37485,0.21941,-0.1338599999999999,,,,,-0.082991,,,,,,,,,,,0.049839,-0.30909,,,-0.6058399999999999,-0.38398,-0.46453,,,-0.6058399999999999,,,-0.029294,,,,-0.24691,,,,,,,,
0,89,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22196,0.1473,,,,,,,0.14552,,,,,,,,,,,,,,,,,,,0.28063,,,,,0.16685,,,,0.105521,-0.014478,,,,,,,,
3,353,2,1,,-0.17417,-0.2918,-0.4844699999999999,-0.11332,0.11383,-0.47839,0.10774500000000001,-0.2816599999999999,-0.33195399999999997,-0.11535,-0.046390999999999995,-0.22824733333333336,-0.1985,,-0.17619,-0.2056,-0.037602,,-0.23501,,-0.29991,0.37039,0.10572,-0.024080666666666625,-0.155912,,0.023578999999999996,-0.1777155,-0.239068,0.023580000000000018,0.45456,-0.15490000000000007,-0.44391,-0.22893,,-0.31816,0.42617,,-0.2918,,1.273925,0.0550149999999999,-0.0626169999999999,,1.1563,,,-0.2634,,1.5112,0.07124,0.8034,,,-0.072758,0.99607,-0.3567,0.31056,,-0.07343666666666669,,,,-0.2857099999999999,-0.215742,-0.12143499999999999,-0.076814,-0.12752,0.10470549999999999,0.18887,,,,,,,
0,620,2,1,,,,,1.236,,,1.0705,0.88531,,,,0.29035,,-0.35188,,0.50312,0.7552800000000001,-0.08986500000000001,,,,,,,,,,0.47948,0.34945,,-0.095778,0.32187,,,,,,,,-0.001216,-0.33612,,,,,,,0.43613,0.2470099999999999,,,,0.410525,,0.010604,,,,,,,,0.46766,0.14457,,,,0.39279,0.39673,,,,0.37703,,,,
2,1001,1,1,,,-0.16734999999999994,-0.1240815,,-0.10244,,-0.10638,,-0.3424,,,,,,,,,,,,,,0.031301999999999996,,0.32043,-0.2401199999999999,,,-0.09064333333333334,0.45221,,0.550555,,0.2083199999999999,,-0.11424,,,,,-0.1063755,,,,,,,,0.58596,,,0.2201199999999999,,,,,,,,,,,,,,,,,,,,,,,,,-0.35223000000000004
1,877,1,1,1.627405,2.2063,,1.21344,,2.224,,,,,,2.2652566666666663,1.5611,,,0.43861,,2.2152,3.1255,,,,,,,,,,,,,,,,,,,,,,,,0.11158,,,0.12042,,,,0.31487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,189,2,1,-0.21696,,0.2327515,-0.104935,-0.0954242,0.0747895,0.114685,0.093728,0.20581285714285716,0.14925960000000002,0.25800533333333325,0.32624,0.07156333333333333,0.000643,0.16398,0.15269466666666667,,0.25854,0.018374,0.3239846,,,0.307705,0.27466,-0.05093499999999997,0.20535,0.27466,0.57447,,0.20374,0.030733333333333335,0.219322,0.27305,0.3101246,0.36009,0.3286595,0.01031450000000005,-0.008222,0.16344,-0.2314699999999999,,,0.032881,,,-0.052549,,0.492265,,0.27251633333333336,0.10864,,,,,,-0.033207,0.2118,-0.1154099999999999,-0.03643099999999995,-0.14926,1.8446,-0.14443,-0.10252,0.04859725,0.023209,-0.044489,0.12919025000000003,0.176335,0.14006999999999997,0.0863942,,0.0457755,,,-0.1154099999999999,-0.079951,
2,117,1,1,-0.23283599999999993,,-0.04222499999999996,0.2399599999999999,,0.4235995,0.34670999999999996,0.19815499999999994,0.27429499999999996,,-0.10194500000000006,,0.027199999999999988,-0.037747,0.49377499999999996,,0.40718,,-0.52746,0.5236299999999999,,,,0.096626,-0.039737666666666664,0.05382533333333333,0.41613,0.60027,,0.24294,-0.10642933333333332,0.03392049999999995,-0.16615,,0.201135,-0.22736499999999998,,-0.1094145,,0.269815,0.057807000000000025,0.09961,,0.583355,0.67294,,,,,0.045863,,,0.60426,0.033919,0.5783766666666667,0.104093,,0.1026,-0.14524,0.2937099999999999,,,,0.6162,0.4878,0.4669,0.67891,,0.25787,,,0.14290999999999998,,0.18470999999999999,,-0.48566,,0.325055
2,566,1,1,-0.068861,,0.1953895,0.57834,0.11484,0.7634500000000001,0.58399,0.7940666666666667,,0.6838500000000001,0.6631199999999999,0.44308571428571425,0.7231775,,,0.6603,0.219415,0.22365149999999995,0.182672,0.1713635,0.57268,0.57268,,,0.45681,0.4031099999999999,,0.558555,0.62497,0.31833,0.30278499999999997,0.14215999999999998,0.42855,0.21941,0.15158049999999995,,,-0.24832500000000002,,,0.0922345,0.03146949999999995,0.39605,,,,,-0.051903,,-0.16212499999999996,-0.08299000000000001,,,,0.10212500000000001,-0.45605,,,,,0.13745,,,,,0.1431,,0.4596399999999999,,,,0.46529,,,0.5585549999999999,,,
0,884,1,1,0.58341,0.26255,,,0.47378000000000003,,0.73314,0.28929,0.78396,0.44437,0.39357,,,,,,,,,,,0.69571,,,-0.18666,,,,,,,,-0.97277,,-0.14922,,,,,,,,,,,,,,0.97914,,0.76523,0.39624,,0.8507899999999999,0.97914,,1.3802,,,,,,,0.52458,,,,0.43367,,,,,,,,,,
0,190,1,1,,-0.012712,,,,,0.16832499999999995,0.15242,0.1206155,,-0.042069,,,,,,,0.69186,0.39583999999999997,0.34202,,,,,0.04722449999999995,-0.081211,,0.33223,0.24416,,0.41541,,0.40563,-0.07265,,0.34446350000000003,,,,,,,,,,,,,,0.29798,,-0.127695,0.31022,,1.2129,,0.84109,0.92427,1.116305,,,,,,,,,,-0.19375,-0.33075,,0.041109,,,-0.20109,,,
2,591,2,1,,0.3526849999999999,0.1708,0.36338166666666666,,,0.1937564,0.5455833333333333,0.48203999999999997,0.229165,0.2093858333333333,0.40326,0.15135199999999996,0.32253,-0.29216,,0.69602,0.5783275,0.05020050000000002,0.51122,0.3945099999999999,0.5540149999999999,0.1280099999999999,0.14616466666666664,,0.61821,0.44994499999999993,0.3419833333333333,-0.1696099999999999,-0.3583,,0.4820433333333334,0.44314,0.36533,0.059925000000000034,0.22333,,,,0.29919,0.0229669999999999,0.45481000000000005,,0.68435,0.44508,-0.08888250000000004,-0.1482099999999999,-0.07526550000000001,,,,,0.198428,,,0.33031,0.009351,,-0.093747,-0.14627,,2.7521,-0.06505524999999997,0.15913,0.2252699999999999,,,0.15719,,-0.40693,0.0502,0.18637,0.03561149999999999,0.27001,0.27098500000000003,0.4723199999999999,0.05895500000000001,0.120231
1,144,1,1,,-0.02967,0.08459,0.008953,0.0942465,-0.028596666666666663,0.27207000000000003,0.09631442857142856,-0.1037,0.39088933333333337,0.19777666666666668,,0.0894165,0.052403500000000006,0.099072,0.30828,0.30828,,0.066887,0.12804,-0.48027,,,-0.34831,0.039529,,,,,0.20206999999999997,,,,,0.70738,-0.52533,,,0.30988499999999997,0.50783,,,0.1602299999999999,,-0.3998,,,,0.0411385,0.47725000000000006,0.41288,0.6607149999999999,0.40162,0.46598999999999996,0.19885,,-0.094041,-0.026450999999999947,-0.10048,,-0.2195599999999999,,,0.1135535,-0.0747299999999999,,,-0.1841615,-0.11657099999999995,,,-0.16807,,,,,,
3,718,2,2,,,,,,,-0.104947,,,-0.072788,-0.063259,,,-0.2109599999999999,,-0.19428499999999999,,,,,,,-0.044201,0.014561333333333296,-0.10852,-0.017996,,-0.058495,0.67048,,0.4894199999999999,,0.4394,0.3322,-0.22764,,0.224995,,,-0.1633099999999999,,,-0.22525,,,,,,,1.257685,,,,,,,,,,,,-0.29196,-0.27052,,,,-0.20381,-0.26337,,,,-0.22525,,,,,,
3,91,2,1,,,,-0.027892,-0.094846,,-0.25678,-0.11145499999999998,-0.34865,-0.017382500000000037,-0.21525999999999998,-0.25367,-0.2443199999999999,-0.1189785,-0.35877000000000003,0.04373199999999998,-0.02847750000000001,-0.04384974999999997,-0.173475,0.13853977777777773,-0.045409500000000005,0.28507999999999994,-0.08861599999999999,-0.3118,0.1029,-0.026334999999999997,-0.2012433333333333,0.8892,0.12470275000000003,0.399256,0.9880800000000001,0.572376,0.10640475,0.4563504285714286,0.60583,0.31206533333333336,0.5586033333333333,0.34580175,0.08629166666666664,-0.254053,0.8028,-0.03256200000000001,,-0.1680299999999999,-0.31439,,0.09044499999999994,,,,,,-0.12754299999999993,-0.1073025,-0.23031,-0.23031,-0.34591999999999995,-0.15089999999999998,-0.27391,,-0.36188,-0.1919,-0.21941,-0.24042999999999998,,,,-0.147785,-0.22875,,-0.0886179999999999,-0.12287100000000001,0.090444,-0.030227499999999997,-0.3548699999999999,-0.14934,-0.14505975,-0.28792
2,730,2,1,,2.61804,,,,,0.21665,0.089435,,,0.208075,,0.10801549999999994,-0.26505999999999996,0.1852,,0.37675,,,,,,0.039405,,0.759825,0.4810899999999999,0.039405,0.42439,0.033688,,,,,,,,0.074664,,,,,,0.44536,0.22523,,,,,,,0.27954499999999993,,,-0.083524,-0.10354,,,0.78841,,,0.12517,0.0136759999999999,,,0.059417,,-0.029204999999999995,,,,,,,,,,,
2,172,2,2,,0.5170100000000001,-0.1424,-0.1312299999999999,0.49638,0.18859,0.786965,,0.13701,,0.3038,,0.4809,0.33819,,0.5342100000000001,0.20579,,0.14561,0.20751,0.39206333333333326,0.4026716666666667,0.625335,0.507555,0.002889999999999976,0.4508125,0.74054,0.24060549999999994,0.24533666666666668,0.001173,-0.059009,0.0024627499999999754,-0.08766666666666667,0.052756,-0.07706299999999999,-0.32381,0.6321866666666668,,,0.306375,0.828235,0.35538,0.77837,0.1120805,0.1017615,0.03154666666666667,1.038,0.6305,,0.4098333333333333,0.26425,0.0579149999999999,0.014928,0.052756,,,,,,,-0.22236,0.27972499999999995,-0.095975,0.1009005,0.032123,-0.046972,0.28488,-0.033217,,-0.2051599999999999,-0.02118,,,-0.11231,-0.23267,,,
0,27,2,1,0.075719,,,,,,0.29007999999999995,0.41991566666666663,0.42234999999999995,0.30120899999999995,0.279135,0.37674,,0.27183999999999997,0.15234,0.24903,-0.030094,,,0.037408000000000004,0.4351149999999999,,,,,,,0.2162,,,,,,0.4114,1.0846,0.1067299999999999,0.050180000000000016,,-0.031920000000000004,0.090314,0.027373500000000002,-0.38858499999999996,0.19308533333333333,,-0.002728,0.10126,,,1.0007,,0.47343,0.90033,0.253595,0.11767999999999999,0.020076999999999998,0.488937,,-0.03191775000000001,-0.20767000000000002,0.004568999999999999,-0.006377,,,,,,,,-0.52632,,,0.15782,0.083017,0.21893325,0.44241499999999995,-0.27181999999999995,-0.10945300000000001,
3,718,2,1,5.580319333333333,-0.1657,,-0.18237,-0.20143,,,,-0.12400499999999995,,,,,,,,,,-0.001321,-0.11090533333333334,,-0.2324,-0.158549,0.26311,,,-0.11328899999999999,-0.1252,-0.07993499999999995,0.010591,-0.36104,-0.43727,,0.27026,,,-0.0561129999999999,,,,,,0.144,,,,,,1.77585,,,0.52278,2.0165,0.54183,,,0.6931050000000001,,0.50134,0.2107,0.1845,,0.31671,0.14638,,,,,,0.20474499999999995,,,,0.64665,,,0.41438499999999995,0.33458
2,947,1,1,,,0.8786200000000001,,,,,,,,1.1305,,2.1919,,,,,,,,,,,,1.3014,,,,,-0.0388839999999999,0.311925,0.23996499999999993,-0.13783,0.40188,1.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40188,0.69872,,,,,,,,,,,,,,,
1,233,1,1,,,0.500325,,,,0.4780955,,0.574425,1.31691,0.6336999999999999,0.11057,0.073517,,,,2.2209,0.40696499999999997,1.797035,,,,0.350645,-0.19768,,-0.2125,1.5333,0.478095,0.71818,0.27654750000000006,0.27654750000000006,0.51366,0.417335,0.955295,0.8974925,0.26766,,-0.0850549999999999,,-0.18879,0.0661065,0.21134,,,0.3625,-0.2125,,0.1461299999999999,,,0.19652,0.11649,-0.14137,0.6411100000000001,,,,0.16836199999999998,0.19652,0.6885399999999999,,,-0.0139199999999999,,,0.49983,,,,0.10464,0.31508,,,,,,,
1,942,2,1,,,,,,,,,,,,,,,,,,-0.5516800000000001,,,,,,0.22409,0.85383,,0.2332199999999999,,0.42030999999999996,-0.031455,1.0150566666666667,0.15107500000000004,0.85383,0.59372,-0.063398,,,,,,,,,,-0.2413699999999999,,,,,0.22409,,,,,0.58916,0.1784599999999999,0.0871909999999999,,,,,,,,1.2098,,,,,,,,,,,,,
3,86,2,1,-0.10915,,,,-0.33469,-0.21617666666666668,-0.258728,,-0.17963566666666664,-0.2762166666666666,-0.35505000000000003,-0.13813000000000003,,,,,,,,-0.52577,,-0.15378999999999993,,,0.06547999999999995,0.052166,,-0.016748,-0.066867,,-0.1248185,,,,-0.030844,-0.043370000000000006,-0.26421,,0.008311,,,,,,1.0295,,,1.464264,,1.6207500000000001,,,0.19626,-0.25325,-0.25168,-0.20391099999999995,,0.57528,-0.049638,,0.069394,,0.5001,0.95037,1.0992000000000002,,0.959,,,,-0.15771,-0.10446,,2.3232,0.19625650000000003,,1.270675,
2,584,2,1,,,,,,-0.17719,0.19394625000000004,0.546001,0.84776,0.23533,0.2620655,0.45686,,,0.801905,,1.2972,,0.6605800000000001,,,0.63002,0.6809499999999999,0.5638133333333334,,0.2616366666666667,0.26757933333333334,0.20731799999999995,,,,0.95851,0.2752233333333333,0.3855699999999999,0.30408,0.20986,0.1283765,,-0.021861,0.3855699999999999,0.7548,,0.23277666666666666,,,,,,0.074902,,,,0.40084,,,,,,,,,,,,,,-0.1160799999999999,,-0.14409,,,0.057078,,-0.067697,-0.0524179999999999,,0.28371,
0,158,2,1,,0.06864200000000002,,-0.001005,-0.10445099999999996,0.21356874999999997,0.2625633333333333,0.39178250000000003,0.24036966666666668,0.33494,0.2530025,0.42712000000000006,0.326745,0.16697,0.103465,0.29601500000000003,,0.16697,-0.5295,0.22432666666666667,0.70573,0.40663,,,0.32879,,,,0.18335333333333328,,0.060448,0.53567,0.49003428571428576,0.4025375,,0.22023,,0.09936866666666666,0.21408,0.33015999999999995,,0.41277666666666674,0.6954600000000001,-0.003053,,0.53364,,0.7948255000000001,,,0.3595225,0.046109,0.10244049999999999,0.11438933333333334,0.08503249999999998,-0.074749,,-0.1382505,-0.031731,-0.035828,0.089126,,-0.23658,0.4619399999999999,0.179257,0.33904,,0.51315,0.5049600000000001,,-0.1280099999999999,0.044061,-0.1956099999999999,-0.033780000000000004,0.31855,0.0030920000000000235,-0.08294300000000003,-0.013295
0,407,1,1,0.19112,0.49946,,0.33865,-0.28688,,,,0.5311825,,,0.76354,0.32193066666666664,,0.467005,0.3475,0.535606,1.0232,,0.09964999999999999,-0.06558999999999998,,,-0.33409,-0.2160699999999999,-0.211641,0.040637,0.04948999999999999,0.19406900000000005,0.16161333333333336,-0.005099999999999952,,,-0.005100000000000021,0.076044,,0.002278,-0.2677035,,-0.18066,-0.2839314999999999,-0.1128,,,0.087847,,1.4746,0.80485,4.6879,,-0.47867,0.1350585,0.28160333333333337,0.6642133333333334,-0.11968299999999997,,,,-0.42556,1.1117,0.018504999999999994,1.211448,-0.11476466666666663,-0.31934,0.683875,,-0.42261,,0.4635606666666667,-0.000672,0.50684,1.3478,1.0557,,0.2088199999999999,0.7723949999999999,,
0,885,1,1,,,,,1.9971,,,2.2224500000000003,,,0.58196,,2.06,1.2685666666666666,1.2476,,,,0.96457,,,,,,,-0.12035,,,,,-0.30903,,-0.298555,0.2255599999999999,0.78637,0.35659,-0.2409,1.0904,1.017,,,,,-0.023390000000000008,1.04841,,,0.08666950000000005,,0.314665,0.46141,0.73395,,,-0.067942,,0.57148,,,,,,,,,,,,,,,0.31466,0.57934,0.26749,,-0.16752,,
0,544,1,2,0.63912,,,,,,0.53895,0.6876800000000001,0.12843749999999998,0.6755399999999999,,0.359875,0.46155500000000005,,,,0.4600399999999999,0.16258,,0.47825,0.39174499999999995,0.0856893333333333,,,,,0.38415599999999994,,,0.56324,0.5602,-0.21683,,,,,0.47218,0.1899,0.007784,-0.074168,,,,,,,0.0442069999999999,0.977565,0.8667600000000001,,,,,0.11806666666666667,,,,,,,,,0.2415,0.40844,,0.20811,0.33407,0.086701,,,0.059383,,0.5602,,,,0.38719,
3,741,2,1,,0.9520500000000001,,0.7781866666666666,1.4862,1.2894,1.0985,0.59914,1.0985,0.857155,0.6302166666666666,0.336125,0.42158,,,0.46597,,0.509255,,,,,0.32614,0.30838,0.28397,,,,0.29062,0.31282,0.4038199999999999,0.38029599999999997,0.5014850000000001,,,,0.834415,,0.41936,0.7966900000000001,,,0.69791,,,0.32392,0.1641099999999999,,,-0.15107,-0.0038370000000000014,,-0.095577,-0.14885,-0.216545,,,0.19518,,,,0.255115,0.288405,,,,0.29728,0.24401,,,-0.51063,0.090865,0.56363,,,0.018729999999999997,,0.40493
1,713,1,1,,,-0.51148,0.6574,,,0.21475,0.50178,,0.43779999999999997,,0.13175,,,,,,,0.48794,,,,,,,,,,,,0.477565,,,,,,,0.39457,,,,,0.640105,,,,0.22512,0.10062,,,,,,,,,0.12829333333333334,-0.110324,0.31503,0.21129,0.25106,,,,,-0.56335,,,,,0.18362,-0.12069949999999995,,,,-0.065369,,
0,5,2,1,,,,,,,,,,,,,,,,,0.23804,0.2691699999999999,0.7630100000000001,0.36461499999999997,,,,0.39159,,,0.67276,,0.3096275,0.6654899999999999,0.6869266666666668,0.69039,0.56381,0.16334,0.41026,0.5520566666666666,0.17509666666666668,0.5295589999999999,,0.007718,1.2838,0.22092225,-0.13268733333333335,,,,,,0.32727,,,-0.1105553333333333,-0.01856466666666663,-0.396905,-0.032743499999999995,-0.33673000000000003,,-0.2475,,0.084493,-0.044156,-0.050381,,0.0741179999999999,-0.69363,,0.05284749999999999,-0.1313099999999999,0.38675,-0.53385,0.088643,0.94146,0.6281399999999999,,,,-0.12508,
2,18,1,1,,0.78528,,,0.39663499999999996,0.47191,0.635772,1.0188,,,0.035644,,,0.94811,,,,,,0.17389799999999994,0.12474,0.4519425,0.243025,0.4842,,,0.38486233333333336,,0.24917,0.9104875,1.3537,1.0894,0.43811,-2.3638,,-2.3638,,0.41968,0.61323,0.5958233333333333,0.36745,,0.5272100000000001,1.852875,1.7653,,0.93275,0.0694405,,,,0.43962999999999997,,,,,1.4704,0.8851199999999999,0.91739,0.9942,0.87131,,0.95733,0.3305835,,,,0.29679,,1.0956,,,,,,,,
0,310,1,2,,,0.2071305,0.14743,0.56993,,0.29439,-0.079896,0.5286,,0.27602,,,,0.6265733333333333,,-0.3416599999999999,-0.038564,0.81793,0.81793,0.0440995,,,-0.36922,-0.218433,0.20484,,-0.2613,-0.07530400000000004,,0.26683,0.0992103333333333,-0.063822,0.1359485,,-0.054637500000000006,,,,0.4092,-0.33018,0.053285,,,,,,,4.6848,,,0.40689999999999993,,,,,,,0.29898,0.1635,0.0693585,,,,,,,0.0647659999999999,0.099209,0.099209,0.14857999999999993,-0.068415,,-0.052341,0.15891,-0.068415,-0.29804,
1,94,1,1,,-0.27933,-0.014053333333333301,-0.0017380000000000357,0.008941000000000001,0.2692866666666667,0.45736,0.31248599999999993,0.26271833333333333,0.77027,0.6290228333333333,0.67665,0.6561133333333333,,0.358809,-0.009948333333333337,-0.04526233333333333,,-0.33723000000000003,-0.40252,-0.45426,,,,,,,,,,,,,,,-0.48876,,,,-0.3865075,,0.040971,-0.34093,,,,,,3.3105,,,,,,0.38755333333333336,0.34895,,,0.060682,,-0.3088949999999999,-0.0345863333333333,-0.2423699999999999,0.133982,0.32086719999999996,-0.2399099999999999,,0.4795399999999999,0.16909,-0.53803,-0.49122,,-0.49122,-0.651375,-0.50354,,-0.55282,-0.63659
