fov,cellID,rep,dbscan_ldp_nbr_allele,chr6-g626,chr6-g627,chr6-g628,chr6-g629,chr6-g630,chr6-g631,chr6-g632,chr6-g633,chr6-g634,chr6-g635,chr6-g636,chr6-g637,chr6-g638,chr6-g639,chr6-g640,chr6-g641,chr6-g642,chr6-g643,chr6-g644,chr6-g645,chr6-g646,chr6-g647,chr6-g648,chr6-g649,chr6-g650,chr6-g651,chr6-g652,chr6-g653,chr6-g654,chr6-g655,chr6-g656,chr6-g657,chr6-g658,chr6-g659,chr6-g660,chr6-g661,chr6-g662,chr6-g663,chr6-g664,chr6-g665,chr6-g666,chr6-g667,chr6-g668,chr6-g669,chr6-g670,chr6-g671,chr6-g672,chr6-g673,chr6-g674,chr6-g675,chr6-g676,chr6-g677,chr6-g678,chr6-g679,chr6-g680
0,99,2,2,,-0.6341,-0.3694199999999999,-0.2081335,,,,,-0.43559,,-0.84915,-0.9442675,-1.0642,,-0.8905,,0.30881,0.10203,0.10203000000000002,0.33362499999999995,-0.33634,0.1433875,0.09583124999999999,,,2.55029,1.5398583333333333,0.93534,0.09100566666666665,1.5302,3.53045,3.9068,2.724,2.724,0.2261,3.5097,2.6082,,,0.14339,0.91261,3.2450666666666663,,,,,,,,,1.0532,-0.60101,,,0.556926
2,119,1,2,,,,,,,,,,,,,-0.80243,,-0.67671,-0.27441,-0.7437600000000001,-0.081645,,0.35418,0.035695,,,-0.13193,0.2888114,-0.143105,-0.19730519999999996,0.157225,0.50505,,-0.0984049999999999,-0.7647025000000001,,-0.93234,,-1.0287,,,-0.83596,,-0.90301,,,,,-0.27441,0.16141,-0.3247,-0.3219066666666666,,-0.6403933333333334,,-0.3247,0.4799,1.582055
2,181,2,2,,0.16935466666666663,,0.2140699999999999,0.60692,,-0.0542179999999999,-0.0542179999999999,0.59734,-0.40874,0.14699600000000002,0.075133,-0.0031159999999999777,0.26198,,,0.95186,,,0.769795,,0.08951,,-0.030261999999999997,,-0.015891,0.070344,,,-0.044636,,,-0.50456,,,-0.22669,,,,,-0.0542179999999999,-0.1165,-0.30334,-0.2362715,-0.5716300000000001,,,-0.77284,-0.66745,,,,,,-0.15642466666666666
1,84,1,1,,0.1869333333333333,0.561,0.31762999999999997,-0.3313499999999999,,-0.16234499999999996,,-0.6119,-0.11502,-0.5679599999999999,-0.3268466666666667,-0.033902,,-0.71668,0.1080599999999999,,,-0.13916714285714285,-1.2169333333333332,,,,-0.35839,-1.3927,0.07088499999999999,-0.000101,,,,-0.006864999999999996,0.6793125,1.3722,-0.34487142857142855,0.97001,0.6691600000000001,-0.29924249999999997,0.67592,0.7012675,,,,0.57901,0.73506025,,,1.4939,,,-0.8518899999999999,,-0.4733199999999999,-0.3155866666666667,-0.2529326,-0.4136033333333334
1,94,1,2,0.3038905,-0.104995,,,0.23574,,0.018145666666666702,,0.6805,,1.0894,,2.0435,,,1.8713,1.8713,,,2.4667,2.4667,,,,,,2.5671,1.0846033333333331,,,,,0.48681,2.0291,0.56572,1.57,1.7996,1.4265,2.2371,1.2472,2.3161,2.2228,,,,,0.42225,0.25009,0.40073,-0.41705,-0.32379,0.14249,,-0.4457399999999999,-0.51748
1,233,1,2,,-0.17829,,0.24741,,,0.091864,2.7852,1.3771,,0.99238,,,,,,,,,,,,,,2.7034,3.4565,,2.7484,1.8847,,1.8192,0.23103,0.75088,0.62399,-0.0022849999999999954,0.32109,,,0.3497550000000001,,0.7672650000000001,,,-0.071867,,0.7631600000000001,,-0.6531100000000001,0.93506,-0.62036,,-0.36658,,,-0.50575
0,407,1,1,,,-0.60841,-0.5524399999999999,,-0.40053333333333335,,0.039194,,,-0.33657,0.49491,,,,,,,-0.81628,,-0.20865,,-0.96818,0.1911,-0.5524466666666666,0.13246666666666665,,-0.2646199999999999,-0.28859999999999997,,-0.4698366666666666,,,,,-0.39054750000000005,,1.8861,1.4383,0.91066,-1.1041,,-1.0801,0.21509,,,0.15912,-0.34457,-0.096722,,0.4469399999999999,,,,
2,578,2,1,-1.325,-1.093,-1.0495,,,-1.2235,,,,,,-1.1075,,,,,,,,,,,-0.0779779999999999,,,,-0.2954799999999999,-0.0779779999999999,,,-0.90449,,-1.3467500000000001,-0.82474,,,,,-0.665235,,-0.657985,-0.41148,,,-1.1219975,-0.8682449999999999,-1.064,,-0.41148,-1.151,,-0.5564800000000001,-0.063475,,-0.041724999999999984
1,137,1,1,,0.38565,0.82683,,,,2.232,,,1.81125,,0.9943199999999999,,,1.51514375,1.44771,,2.1820225,2.101319,2.6201,0.6266784999999999,1.603,,,,0.7859933333333333,0.8309,0.06906949999999999,1.1508996666666667,-0.19713433333333333,0.59807,0.12422,0.2304199999999999,,,0.028899666666666667,,-0.26794,0.59807,0.23859,-0.5824750000000001,,,-0.063691,,,0.19366,,,-0.14539,,,,,
0,5,2,1,,,,,,,,,,-0.62782,-0.04073,-0.43212,-0.28768,0.2202,-0.4414399999999999,,,,,,-0.2737,-0.2737,,-0.231765,-0.036071000000000006,0.35144616666666667,-0.13858,-0.30515224999999996,-0.07101700000000001,0.092066,0.5463600000000001,,,0.14565,,-0.11528149999999995,-0.42047,-0.2504,,-0.4414399999999999,,-0.16963666666666666,,,-0.35291,,-0.68839,,-0.571905,,,,-0.6837300000000001,-0.811865,-0.2705933333333333
3,718,2,2,,-0.98677,-0.6865100000000001,-0.80089,,-0.5864199999999999,-0.37195,,,,,,,,,0.8576799999999999,0.21426999999999996,,,,,,-0.18607,,-0.10029,0.77189,0.14993,,,,,,,,-0.5006333333333334,-0.37195,,-0.0573929999999999,,0.41444,0.27146,-0.45774,,,,-0.0573929999999999,-0.007349999999999995,-0.043094,0.443015,,,-0.2504149999999999,0.38585,,-0.10981999999999996
2,636,2,1,-1.0196,-0.96301,,-0.62338,,,,,-0.8498,,-0.64603,-0.730935,,-1.03094,,,,,,,-0.00074,,-0.21584,,,,-0.92905,-0.9064,-0.046024,,-0.6007399999999999,-0.67999,-0.80452,,,,,,-0.78188,-0.39697,-0.8611200000000001,-0.8799899999999999,-1.15545,,-0.912075,,,-0.99697,,,,,,,
2,603,2,1,-0.58745,,-0.68192,-0.938345,-0.7359,-0.96532,,,,-0.26355,-0.50647,-0.70891,,,-0.776385,1.5853,,,,-0.57395,,-0.45249000000000006,,0.22228,-0.3715199999999999,,,0.188545,-0.412007,,-0.3715199999999999,-0.08136499999999997,-0.39851,-0.3715199999999999,-0.8371299999999999,-0.27705,-0.54696,,,,,,,,,,0.2762699999999999,-0.1151,,,-0.6414300000000001,,,,
2,603,2,2,,,,,,,,2.638,0.85657,1.2884,2.0712,-0.15559,0.19528999999999996,0.38423,,,,,,,,0.10082,-0.11510666666666663,0.56641,,,0.22678333333333334,,0.674385,,,,-0.0476269999999999,-0.2095699999999999,,,1.2479,-0.54696,1.7068,1.3559,2.7257,,,,,,,-0.472735,,,,,,,
2,566,1,1,-0.72247,,-1.1717,-0.8888699999999999,,,-0.23575,,,,,,-0.4728699999999999,,,-0.88471,,-1.1093,,-0.88471,,-0.61015,-1.0095,,-0.98455,-1.0469,,-0.6975100000000001,-1.0969,,,,-1.4338,,,,,,-1.022,,,,,,-1.1218,-1.053175,,,,,,,,,
0,27,2,1,0.1665599999999999,0.21004,0.3296,0.71547,-0.11965999999999999,-0.07527474999999997,-0.07618099999999996,,,,0.53068,,0.036135,,0.44373,0.0252639999999999,,0.68285,0.37851,0.15026,,,0.16656400000000002,0.08866666666666669,-0.13777,-0.11059666666666668,0.06330666666666666,0.10497000000000001,-0.13777,0.051078500000000006,0.3546,0.32009,0.870325,0.714105,0.074175,0.04518666666666668,0.11765,-0.018214999999999995,,0.21547,0.9111,0.56329,,,0.50079,,-0.018213,-0.14864,0.00896,,,,,0.7915399999999999,0.6312200000000001
3,741,2,2,-0.20874,,0.1716,-0.169396,-0.1693943333333333,-0.005449999999999955,-0.175951,0.15849,,-0.418585,-0.64155,-0.36612,,,,,,-0.064472,,,,,-0.10382,-0.33989,,,0.49946399999999996,-0.31366,,,,,-0.22186,,-0.0972605,,0.0535659999999999,,,-0.17595,-0.051357000000000055,,0.07105333333333337,0.44703,0.94102,0.722445,,0.748685,0.7945800000000001,0.8667166666666666,,0.19783,0.4863699999999999,,0.90606
0,310,1,2,,0.042492,0.234825,0.8624350000000001,,-0.28144,,,,-0.19708499999999995,0.05374333333333333,0.028995,0.028995,,,,,-0.058737,1.8714,,0.76459,0.4001699999999999,0.29557,,0.8320799999999999,,-0.2477,0.123477,,0.15047,0.34618000000000004,0.08298449999999999,0.5925050000000001,,1.3078500000000002,1.333145,0.9873149999999999,,1.3652,,1.129,,0.68361,,1.9928,2.7149,,,,,,,0.096481,,
2,199,2,1,0.27706,-0.05799499999999996,-0.303985,-0.39022000000000007,-0.040179999999999993,-0.93592,-0.24036550000000004,-0.24036474999999996,-0.2912576666666667,-0.3859783333333333,-0.29974125,-0.10804019999999999,-0.24885,-0.564392,-0.25733,-0.8723000000000001,-0.79596,-0.8595766666666668,-0.19159174999999998,1.2101,-0.32519,-0.8284833333333333,-0.8425980000000001,-0.5103865,-0.37396,-0.07706200000000005,-0.33473875,-0.4778722,-0.17038775,-1.08015,-0.8952119999999999,-0.3506466666666666,-0.302165,-0.859566,-0.2629873333333333,-1.0801,-0.506147,-0.17674666666666664,-0.168265,0.5803024999999999,-0.34215366666666663,-0.231883,-0.63054,0.187995,-0.6284325,-0.1597825,-0.11312666666666667,,0.281325,-0.42132,-0.79172,-0.34215,-0.22764,-0.752698,-0.8426133333333334
0,406,1,1,0.06297,,0.06297,,0.13078,,-0.6000800000000001,,-0.44185,-0.14046,0.16092,,2.4514,,,,,1.068835,2.7453,,,,0.25134,-0.065118,1.5398,1.00982,1.1856,,1.4091666666666667,1.1856,,2.093555,0.78627,,0.7862899999999999,1.2158,,0.73355,0.94452,1.1781,0.51505,,,0.7963433333333333,,,,,1.185645,1.6603,-0.27609,,,-0.8713200000000001,1.811
3,157,2,1,-3.6715,-3.6715,-3.6715,,-3.6715,,,,,,,-0.50981,,,,,,,,,,,,0.098215,,-3.6715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,1,1,-0.20601033333333332,0.3189099999999999,0.2713966666666667,-0.040844,,,1.0045,-0.53635,,,-0.26484,,,,,,,1.8359999999999999,,,,,0.386783,1.724,-0.33271666666666666,,0.8981266666666666,-0.33611499999999994,-0.26483999999999996,0.99768,0.00667,,0.42072,0.11188000000000001,0.0304275,-0.10193375,0.18654499999999996,-0.1562333333333333,,0.006669999999999995,0.00667,,,-0.5431433333333333,,,,,,,,,,,
2,230,2,1,-0.6211399999999999,-0.72853,-0.2627271428571428,-0.12652133333333335,-0.42101625,-0.18509333333333333,-0.709,-0.29899,,0.14031,0.29651,-0.15841159999999999,0.45271,-0.7871,2.6785,-0.4014875,0.30139499999999997,-0.47471,0.95548,1.3540966666666667,0.7455873333333334,,-0.464945,-0.29573,0.20376999999999998,-0.26644666666666666,-0.037358,0.0353725,-0.47958999999999996,-0.6894800000000001,-0.4649466666666666,-0.5820933333333334,1.497265,0.496645,0.29456,0.49663666666666667,0.13055499999999998,0.3629002,1.6534900000000001,0.35508,0.7284975,0.15008,,-0.172078,-0.30875,-0.34292000000000006,1.2239,0.17936,-0.04516666666666667,-0.22089,0.07197766666666668,-0.03866333333333335,0.6219233333333333,0.5340600000000001,1.80236
2,516,2,1,,,,-1.1025,-1.2753,,-1.3724,,,1.1580166666666667,0.73325,0.47949,,,,,,-0.16302,,,,,0.62527,,,,0.12854,0.020553,,,0.46329,,,0.58207,0.009755,,,,,,,-0.055036,,,0.9744066666666665,0.8736299999999999,-0.11982666666666668,-0.060435000000000044,0.3553,-1.3616,-0.86492,-1.3508,-0.913495,-0.77853,-1.28605
0,613,1,1,-0.02837,0.18279,0.18939,0.4784199999999999,1.3415,-0.7410399999999999,,-0.8835700000000001,-0.83606,-0.89149,-0.36887,,,-0.1313099999999999,0.35964,,,-0.85982,,,0.15375500000000003,,0.41108999999999996,0.7238899999999999,0.36756666666666665,-0.5562866666666667,,0.21711,-1.034,-0.44013,,,,-0.614345,-0.4243,-0.5668300000000001,-0.74104,,,-0.5985050000000001,,,-0.44805,-0.5457166666666667,0.019141,,,-0.02837,-0.0125329999999999,0.28045,-0.23425,-0.36887,-0.36887,,
1,339,2,2,,,,,,,,,,,,,,,,-0.8743299999999999,-1.0914,,,,,-0.7338600000000001,-0.4912399999999999,-0.35716000000000003,-0.4273899999999999,,-0.44016,-0.40185,-0.50401,-0.54232,,-0.74663,-0.13369,,-0.65725,,,-0.497625,,,-0.56786,-0.389085,-0.4912399999999999,,,,,,-0.005997,,-0.47847,-0.4273899999999999,,-0.1464599999999999,-0.4273899999999999
1,339,2,1,-0.61255,,,,,,,,-0.1464599999999999,,,,,,,,,,,,,-0.19754,-0.42101,0.19407333333333332,-0.172,,-0.0187659999999999,-0.32524,,-0.4273899999999999,,-0.28693,,,-0.561475,-0.37631499999999996,,0.32175666666666664,,,,,,,,0.47924999999999995,,,-0.77217,,,-0.42100499999999996,-0.21456499999999998,,-0.33801
0,158,2,2,0.6703399999999999,0.0976565,0.045892499999999996,-0.099707,0.003829666666666665,-0.13206449999999995,0.05559999999999998,0.17207,0.6681966666666668,0.5732649999999999,-0.0026417999999999832,0.36189099999999996,1.6378,2.2967333333333335,,0.80623,0.61857,,-0.57209,0.24973,1.026255,0.6401533333333332,1.1464214285714287,0.7706325,0.6845746,1.6992,0.7269675,0.15697366666666668,0.86014,1.3174,1.4598,1.14598,,1.0262,2.0616,0.8143050000000001,,0.7479899999999999,,0.98742,0.38561666666666666,,0.6574,1.058595,0.794566,,,0.81055,0.69946,,1.793035,-0.4523765,0.24973,0.612105,0.5150399999999999
1,53,1,1,1.4463,1.4463,0.22245,,1.2822,,,1.6104,,,0.37287,-0.13308,,,,,,0.037847,,,,,-0.15359,0.13357,,0.55405,1.053155,0.96086,1.4668,0.87198,1.1352,,1.38477,0.85146,0.7318149999999999,1.6788,,,,,0.41389,1.9728,,,,,0.7454749999999999,,0.5540499999999999,0.512346,0.6925074999999999,1.0361,,0.97453,1.1318
1,189,2,1,-0.05239499999999999,0.17439333333333332,0.005650000000000002,0.402525,,0.013749999999999998,-0.20898500000000003,-0.003798000000000005,,-0.23328,0.449775,0.72245,,-0.006497,,-0.03484499999999999,-0.35477,-0.5228400000000001,0.08057249999999996,-0.3304766666666667,-0.49246,-0.73545,-0.11179000000000001,0.6468621666666667,-0.35477,0.22028750000000002,0.009702,-0.20898299999999995,-0.3871699999999999,-0.14823750000000002,,0.1905893333333333,0.947626,1.1949333333333334,1.1976233333333333,0.07044500000000001,0.41468,-0.8812399999999999,-0.71925,-0.2697275,-0.5815600000000001,-0.618005,-0.095591,-0.461686,,,-0.46276466666666666,,-0.8650399999999999,-0.071293,-0.19278,0.36608,,-0.56536,0.9573336666666666
0,353,1,1,,,0.55023,,,0.83173,0.16767,,0.18932,,,,,,,,,,,,,,1.6978866666666665,0.79564,0.081048,0.6753399999999999,-0.009179999999999994,1.0964159999999998,2.629,0.44677000000000006,0.5502243333333333,0.4203,0.037739,0.3168376666666667,1.0483,0.5790949999999999,,1.0627,,1.3947,1.3514,1.4994,,0.54301,,,0.93278,,,1.087955,,,,,
0,275,1,1,0.2117699999999999,,0.17593,0.65609,0.70626,,0.30493,0.5486,0.54143,-0.34961666666666663,-0.7127266666666667,0.26193,,,,,1.1076,0.596965,0.401695,,0.8245149999999999,1.2366,1.285318,1.3728,-0.79872,-0.69122,1.7454,1.4635333333333334,-0.81305,,,,1.5447,,-0.73422,-0.739,,,-0.99459,-0.8632200000000001,0.17354500000000003,0.758235,0.83525,2.0966,0.885425,,,1.9031,1.1757,-0.10356400000000002,-0.26123,1.2724,0.33838000000000007,0.0039365,-0.36156
2,260,1,1,-0.94152,-0.6119399999999999,-0.242575,-0.45851,-0.75968,-0.6801233333333333,0.45637,,,,0.74049,0.7973300000000001,0.2518,0.61549,,,-0.515335,0.27453,,-0.28235,,,-0.7483124999999999,-0.94152,-0.657395,-0.96425,,-0.9187850000000001,-0.75968,,-0.055053,,,,,,,,,1.1951,,0.96779,,0.53592,,-0.49071,,,,,,,,,
1,81,1,3,0.47171,,,,,0.87621,0.26169,0.21502,0.75175,0.72063,0.825645,,0.22668299999999997,,,,,,,,,,1.833,1.903,1.8523999999999998,1.973,1.8407666666666664,1.6113,0.50283,1.5736999999999999,1.0007,,1.63075,1.5555666666666665,1.7785,1.07066,1.8408,,0.8684299999999999,0.4794933333333333,1.1096,-0.057238,-0.5823,0.77508,,,2.502,0.051664,,0.95399,,-0.23615,-0.072796,0.6583966666666666,
0,250,1,1,,0.22564,0.67693,,0.1623,2.26035,,,-0.12007733333333333,,-0.14647,-0.2434555,-0.38398,-0.265225,,,,,,3.4083,5.3164,,,3.0125,3.6617,0.66108,2.0466,4.26735,1.476545,0.72442,,6.6781,3.7171,,4.03775,5.546,,3.3925,,3.0916499999999996,2.0387,2.0149,2.70765,,,,,,,1.1519,,,,0.5845366666666666,0.1570206666666667
1,233,1,1,-0.11484549999999998,,0.009999,,,,-0.104614,-0.055494,0.59943,,1.0415,,,,,0.1246099999999999,0.9187,,0.7385966666666667,0.28015500000000004,,0.505285,-0.06368,,0.6935749999999999,,0.3292593333333333,0.1246099999999999,1.7046,1.51224,0.738605,1.4207966666666667,1.51223,2.6051,1.8369733333333336,2.1549,0.46026,,2.6051,,,,0.77135,,1.4044,,,2.8425,1.3117,1.630935,,,,,0.3947699999999999
1,98,1,1,-0.53105,,-0.5949450000000001,-0.772435,-0.7747999999999999,,-0.36775,0.7610899999999999,,0.288965,0.24754999999999996,0.19549666666666668,-0.01277,-1.0493,-0.3038599999999999,,,-0.7156399999999999,-0.18316,,-0.364205,-0.59849425,-0.6600199999999999,-0.65884,-0.559445,-0.23286,-0.60559,-0.6488919999999999,-0.68014,-0.80083,-0.5002833333333333,,-0.48133675,0.2250850000000001,0.5303625,-0.39615500000000003,-0.62334175,-0.69789,-0.8895799999999999,,,,,-0.555895,-0.46005,-0.29675850000000004,,-0.12494519999999995,0.16117,,,,-0.33935499999999996,0.3682433333333333,-0.168965
1,877,1,1,0.69538,,1.05277,0.5029233333333333,0.00462,0.231435,0.74693,,,,0.41701,0.07679050000000001,,,,1.0047,0.02524,,,,,0.81909,,,-0.20501333333333335,,0.076789,0.066479,,,0.02524,,,,,,,,,,,,,,,-0.088168,,,,,-0.098478,,-0.49025,-0.50056,-0.009123333333333336
2,198,2,1,,,,,,,,,-0.56379,-0.53776,,-0.2124199999999999,-0.71344,,,,,,,,,,,2.631,2.2081,,3.2752,3.2752,2.4965333333333333,1.0499,,,,,1.02712,,,2.3838,,,0.7419000000000001,0.444765,0.7636,,,,-0.23845,0.91976,,,,,0.31138,,1.4859
3,937,2,1,,,,,,,,,,,,,,-0.23025,,,,,,,,0.48577,2.2539,,,,1.3625,,,,1.7278,,1.6402,,,,,1.4356,,,0.67574,0.42732,,,1.3771,1.2821500000000001,,,,,,,,,
2,584,2,2,,,,,,,,,,,,,,,,,,,,,,,-0.70295,,,,,,,-1.0366,,,-0.34362,-1.1649,,-0.3821199999999999,,,,,,,,,-0.8312799999999999,,,,-1.2034,,,-1.1136,-0.99809,-1.2034,-0.89544
0,688,2,1,0.20669,-0.15804499999999994,-0.25848,-0.30077,,,0.042825,,-0.1739,,0.24898433333333334,0.12212,1.052485,,,3.4418,,0.52386,0.74587,0.4181399999999999,0.4921399999999999,0.43928,,0.48157,,1.01016,1.0419,0.48157,,,1.4859,1.25598,1.33793,,2.6858500000000003,0.8410200000000001,1.9405,1.8454000000000002,,,2.3,2.16255,1.6974,2.2577,0.870622,,1.6339,,1.8206999999999998,1.6656499999999999,1.2039666666666666,1.0313,1.17581,1.9828,0.6718666666666667
2,244,2,2,-0.156435,-0.17254,-0.22624,,,-0.0222039999999999,-0.038312000000000006,0.22478,3.0705,0.52547,0.43956,0.020751,0.020751,,,,,-0.81686,,,,,-0.4947,-0.84371,,-0.70948,-0.752435,-0.79002,-0.9296199999999999,,-0.806125,,,-0.5269199999999999,-0.795385,,,-0.75243,-0.19402,-0.5779275,-0.75243,,-0.8544449999999999,,-0.05978675000000001,0.4503,0.35365,,-0.2763533333333333,,0.51473,,-0.102745,0.5899,
3,62,2,2,,,,,,,,,,,,,,,,,,,,,,,-0.3293,,,,,,,-0.56822,-0.8565799999999999,,-0.60118,-0.43022575,-0.5929399999999999,-0.55998,-0.5380133333333333,-0.5874466666666667,,-0.56822,-0.2345545,-0.3293,-0.53115,,-0.2881066666666667,,-0.4776,2.8426,0.18974,,0.28036,,,-0.35402,-0.10686
1,1034,2,1,,,0.2544099999999999,,-0.52225,-0.56108,-0.26498,-0.20188,,,-0.90087,,,-0.39604,,0.42916,-0.17274999999999996,,,,,-0.3475,,,-0.55137,-0.49312,0.7948366666666665,-0.49312,-0.36206499999999997,,,,,-0.26983,,,,,,,,-0.19217,-0.24070999999999998,-0.82321,,,-0.43487,-0.13392,,,-0.26013,-0.23585499999999998,-0.32808499999999996,,-0.38148
0,310,1,1,-0.88207,,,-1.0507499999999999,-0.8213299999999999,-0.99679,,,,,-0.42316000000000004,,,,-1.1453,,,,,,-0.75384,-1.071,,,,,-1.0778,,,,-0.3624199999999999,-0.9698100000000001,-1.1655,1.7229,,,,1.7229,0.10997500000000002,-0.37592,,-0.41303999999999996,0.33943,0.33943,,,,,,,,,-0.36917,-0.426535,0.042492
3,27,2,1,,-0.60583,,-0.72187,,-0.72869,-0.80378,-0.704805,,,,,-0.510265,,,,-0.51026,-0.46931,,,0.17234,-0.42493499999999995,,,-0.64678,-0.63313,-0.6604300000000001,-0.599,,0.069946,,,-0.1587225,-0.40787000000000007,,,,,-0.6263,,-0.5170899999999999,,-0.5785233333333334,-0.6177725000000001,,-0.49319500000000005,-0.40105,-0.55804,-0.25769949999999997,-0.43005499999999997,-0.5256175,,-0.2577,-0.29183,-0.0921695
1,843,2,2,,,,,,-0.3838375,0.093752,,,,0.11498,0.19988500000000003,,,,-0.58548,,-0.57487,-0.72345,-0.47935,-0.7659100000000001,,-0.72345,-0.681,,,,,,-0.46874,,-0.6385500000000001,-0.6571225,,,-0.77652,-0.5961,,,,-0.6438550000000001,,,-0.37322,,,,-0.37322,,,,-0.2458699999999999,,,
2,808,2,1,,,,-0.9289149999999999,,-0.92202,,,,,,-0.8668899999999999,,-0.52232,,,,,,-0.67393,,-0.19154,-0.19154,,,-0.026148,-1.03916,-0.7336566666666666,-0.8393233333333333,,-0.2466699999999999,,,,,,-0.81176,-0.2742359999999999,-0.19154,,-0.15019366666666664,,,,-0.63258,-0.56367,-0.75663,-0.66015,,-0.37071,-0.35693,,-0.43963,-0.577455,-0.5361100000000001
0,688,2,2,,,,,,,,,,,,,,,,,,-0.1580455,,,,,-0.49107,-0.554505,,-0.623225,-0.9562466666666666,-0.834665,-0.13161899999999996,-0.44878,,,,,,,,-0.96682,,-0.96682,,,,,,,,,,,,,,,
0,99,2,1,,1.2847966666666666,1.8120725,0.02483466666666666,-0.038577,0.383255,0.24264,1.6777,0.30054,,-0.079932,-0.60101,-0.4521300000000001,-0.08268866666666666,,,,0.8547100000000001,,,,0.26332,0.20956,,1.338545,0.80508,0.2398833333333333,0.2261,0.2261,0.62312,0.230235,,0.3088125,0.13718575,0.110304,,,0.12685,,,,,,,,,,-0.055119,0.37773999999999996,0.13512,,0.63966,0.53213575,0.32533933333333337,0.2619396666666666
0,215,1,2,-0.064836,,,,-0.62654,-0.38169,,,,-0.043232,,0.07919,,0.02158,,,,,,,,,1.037,1.145,0.35284,0.35284,,3.61865,1.037,,0.266422,0.59768,0.35284000000000004,0.42725366666666664,0.8665333333333333,0.97215,0.54367,,0.36363999999999996,,0.4824633333333333,0.1152,0.50047,0.42965666666666663,,,,,,,,,-0.63734,-0.19446,-0.8749800000000001
3,157,2,3,,,0.11692,-0.332075,-0.2665995,0.74365,-0.029628000000000005,-0.14499,-0.83721,-0.40691,-0.088869,,,0.11692,,,,0.79978,,0.50045,,,,,0.67818,,-0.33208,,,,0.7343,0.36949,-0.35702533333333336,,0.04520733333333334,0.213584,0.20578950000000001,0.18708149999999998,,0.15434,0.042089,,0.24788,-0.67818,,0.5098,,,,1.8007,1.2955400000000001,1.9971,1.96435,0.65947,1.7352
1,142,2,1,-0.74846,,-0.3204205,-0.37477333333333335,-0.53104,-0.29323999999999995,0.039677,,,,-0.53104,-0.5015966666666667,-0.7009,1.6499,1.89795,0.6307699999999999,1.0978875000000001,0.44054,-0.64654,-0.381565,0.6443800000000001,0.6035933333333333,0.38052166666666665,,0.38391666666666663,0.732685,-0.4381866666666667,0.03967974999999997,-0.4313903333333333,0.01589850000000001,,1.8696033333333333,1.13694825,0.7462766666666667,0.8034708333333334,0.3473617142857143,1.29662,,,,-0.37817,-0.089414,0.073649,,-0.25927,,0.019295,4.0891,-0.062237,1.103,1.853755,0.926325,,,
1,13,1,1,-0.936215,,,-0.58097,-0.5758766666666667,-0.45109,-0.7566900000000001,,,-0.77961,-0.7719699999999999,-0.21425,-0.21425,,,,,,-0.66501,-0.9477,0.28236,-0.57333,-0.72613,,-0.64973,,-0.061443,-0.8865799999999999,,,-0.821635,-1.047,,,-0.42817,1.1228,-0.15312,1.7302,-0.45109,,,-0.45109,,,,,,-0.92478,,0.15247999999999998,,1.3901566666666667,0.7216585,0.18687000000000004,1.2404414
0,352,1,1,,0.120606,0.27104,0.5476449999999999,-0.55877,,-0.22635666666666665,-0.47142,,0.23221966666666669,0.4966899999999999,,-0.08563433333333333,,,,,,,,0.92616,,-0.34768,-0.4131899999999999,,-0.7698699999999999,-0.71163,1.12025,,,,-0.3161366666666667,,,,2.2218,-0.70435,,-0.056517,,-0.72619,-0.44230500000000006,-0.635205,-0.13901366666666667,,-0.20209749999999996,-0.2566895,-0.012842,,,0.729615,,-0.0710755,,-0.034679
2,119,1,1,,,,,,,,,,,,0.22007333333333334,,,-0.5929,,-0.07325999999999999,1.31386,,0.45056799999999997,,1.010025,1.0247,-0.0020200000000000218,0.11950749999999999,-0.303745,0.7117833333333333,1.3578575000000002,1.142,0.4882875,0.643335,1.5359,,2.98175,2.2986,-0.4671805,0.19494499999999998,0.7250525,1.4102,1.2175,1.67005,1.3809,-1.0623,0.8319166666666667,,,,,,,-0.58033,-0.06488000000000005,-0.7374775,0.22008,-0.3554333333333333
1,718,1,1,,,-0.40812,-0.53993,-0.6863766666666665,,-0.18844999999999998,,,-0.10937,0.34755,-0.66294,0.60237,,,,,,-0.97049,-0.9617,,-0.56629,-0.992445,,,-0.50478,-0.495995,-0.54871,-0.7596,,-0.6805166666666667,-0.68491,-0.8474700000000001,-0.50478,,,-1.0144,,-1.1023,-1.032,,-0.882615,,-0.94413,-1.0056,,,,-0.80353,0.031223,0.41785,-0.4608399999999999,-0.039072,,
2,555,1,2,,,,-0.89426,,,-0.75665,-0.68785,-0.37824,-0.1259685,,,-0.40118,-0.55025,,,,,,0.8602,0.017370000000000003,,-0.12597,,,,,,-0.13743,,,0.5505899999999999,,,,,,-0.16037,,0.70537,-0.28651,,0.67672,,,,,,,1.2271,,,,,
1,6,1,1,,,-0.26891,,,,0.35302,,,,,,,0.067662,,-0.58354,0.4700899999999999,0.31644,,,,-0.4518399999999999,,,,-0.41525,0.821315,,,,,,,,,,,,,,0.33839,0.88715,,0.43351,,,0.15546,0.6530100000000001,0.36034,,-0.37135,-0.92012,-0.42257,1.831,
