fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g25,chr7-g26,chr7-g27,chr7-g28,chr7-g29,chr7-g30,chr7-g31,chr7-g32,chr7-g33,chr7-g34,chr7-g35,chr7-g36,chr7-g49,chr7-g50,chr7-g51,chr7-g52,chr7-g53,chr7-g54,chr7-g55,chr7-g56,chr7-g57,chr7-g58,chr7-g59,chr7-g60,chr7-g61,chr7-g62,chr7-g63,chr7-g64,chr7-g65,chr7-g66,chr7-g67,chr7-g68,chr7-g69,chr7-g70,chr7-g71,chr7-g72,chr7-g73,chr7-g74,chr7-g75,chr7-g76,chr7-g77,chr7-g78,chr7-g79,chr7-g80,chr7-g81,chr7-g82,chr7-g83,chr7-g84,chr7-g85,chr7-g86,chr7-g87,chr7-g88,chr7-g89,chr7-g90,chr7-g91,chr7-g92,chr7-g93,chr7-g94,chr7-g95,chr7-g96,chr7-g97,chr7-g98
2,516,2,1,,,,,,3.5819,2.1604666666666668,2.0263,0.7963045,1.950686,,,,,0.924545,0.7673,,,,,,,,,,1.4988,2.4311,2.61175,2.0638333333333336,,2.8116,,,5.636033333333334,6.0999,6.4568,,,,,4.56995,,,,0.101563,1.1040999999999999,-0.16719,2.0921,3.05,,,2.132233333333333,5.8836,1.5635,,,4.5343,,0.69036,,-0.15381,0.16959
2,808,2,1,0.56594,,,,,,,,,,,,,,3.9205,,,,,,,5.335833333333333,-0.06242,,4.4243,,2.84705,,2.9873,3.45585,1.13133,1.8213,4.072566666666667,5.4767,4.9288,3.7609,1.78629,,,,,,,,-0.51025,,-0.270945,,0.591835,,0.556145,,,,1.1719,,,,,,,
2,841,2,1,,,,,,,,0.67606,,1.5446,,,,,,,,,,,,,3.3741000000000003,,,,,,,,,,,3.8499,3.5443,2.3461,,,,,,,,,,,,,,,1.499,,0.8864749999999999,,,,,,,0.01662,,0.217665
0,544,1,1,,1.8441,,,1.50216,,,,0.3507699999999999,,2.0657,,,,,,,,,,,,,,2.4648499999999998,1.685539,1.9412,,,3.4285,3.9505999999999997,2.79565,,6.7825,,,,,,,,,2.30245,,1.22796,1.39692,0.52378,,,,,,,,,,,,1.6832,-0.3868,,
2,117,1,1,,0.7445999999999999,,,0.98647,,4.56975,1.0492,,0.8799666666666667,0.8843479999999999,1.4553,,5.4924,4.977625999999999,,,2.9214633333333335,4.01585,4.1368,,,,0.40718,1.1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,99,2,1,-0.10815,3.5267666666666666,5.1094,3.5336,2.44305,1.7857466666666666,4.5938,3.198175,2.538842857142857,2.59605,1.5284,,,,,11.4591,3.43775,2.5792,1.84,,6.3604,4.6322,,1.5799,5.5361,3.83495,2.7002333333333333,0.58241,1.2168,1.651,1.681306,2.3122333333333334,2.7074249999999997,,2.3336,3.1450333333333336,,,,,-0.40571,,-0.271895,-0.24944499999999997,0.25677999999999995,-0.26348,,0.36158,1.3862,3.7451033333333332,3.0596975,4.043782,1.467575,8.0007,8.0438,5.5211,,2.6073,,1.423605,1.03155,0.9023933333333334
0,353,1,1,,4.8452,4.1464,,,,,,3.7172,,1.7577,,,,,,,,1.9442,,,5.0205,6.238433333333333,2.3779,4.8665899999999995,3.582802,2.8925,,1.779055,3.2666399999999998,4.4992,1.539757,2.347204666666667,2.967366666666667,-0.096163,4.33852,5.7463,,0.25214,0.20495,0.038663,,5.81825,0.15102,0.7225333333333334,0.462245,0.33304,2.018375,2.2611,2.9509,0.29483499999999996,0.20495,,,2.924,,,,,-0.24672,0.62741,0.8521200000000001
1,53,1,1,,,1.821815,0.7272949999999999,3.628,,2.532245,2.741673333333333,6.1434,-0.088436,6.9186,,,,0.58033,0.27718999999999994,0.20313874999999998,0.050408666666666664,,-0.014386,,1.81605,4.4504,,2.80415,3.886,5.1899750000000004,2.9685,5.8032,4.6693,4.652333333333334,,6.215516666666666,6.416449999999999,6.65432,0.76777,6.1179499999999996,,,,,6.0462,,,0.36975,2.7371,1.9526,0.20545249999999995,0.64281,2.5554,,3.1428,,,3.466,4.1278,,,0.86265,,,
0,55,2,1,,1.684,,1.13711,,,2.5879,1.5842,-0.30728,-0.29843,-0.42389,,4.4762,5.2917,5.2547,3.7696749999999994,4.93175,3.072025,,,3.564175,,2.7576,1.9292500000000001,,,,,,,,2.2914033333333337,,,1.573,,,,,1.5376,2.8994,4.8944,3.4581,,,,,6.6363,5.648325,,3.51595,,,5.14208,3.8623,5.1405,3.6929,0.75268,4.3225999999999996,2.4367,4.7175,3.57945
2,591,2,2,,7.0842,5.4472000000000005,,7.5666,,,,,1.4585,0.95668,,,3.4582,4.2694,,3.5147,,,,,,3.8726,,3.1580333333333335,,3.6372,,,,,,,,,,,,,,,,,,,,,,1.3418,,4.9483,5.3257,1.2426,2.48855,2.789575,,,,1.6258,,0.84191,
3,86,2,1,4.96305,2.3519,4.716866666666667,,4.584,5.122,3.4524,2.2605,1.4919,0.11090000000000003,1.6846666666666668,,,,,3.7328,2.4814,1.9191,6.18235,,2.7805,7.2552,4.06795,4.0554,4.04286,4.09695,3.8082166666666666,4.82755,6.0711,2.7163,2.2689033333333337,1.6847,4.01236,2.1363,,1.32341,7.1643,,,3.7077,,,,,0.8394333333333331,0.9015766666666667,0.18529,,2.4397285714285712,5.43685,5.5778,3.6686,2.2411956666666666,3.4347,4.568350000000001,5.5535,2.47823,0.29258100000000004,,0.172765,-0.0621679999999999,0.11403499999999998
2,210,2,1,1.9095,7.5299,5.0697,4.35255,6.2787,5.0496,,1.0746,1.5293,4.0337,0.6602399999999999,1.143,,4.782,0.6421399999999999,6.8339,2.9922075,0.2317699999999999,4.8283,3.533835,8.4291,6.642799999999999,3.1841266666666663,0.5395449999999999,6.241475,,6.198866666666667,2.5974333333333335,1.8762500000000002,4.1886,3.6173,3.4504,3.37595,3.6048320000000005,,3.69414,3.4091,,,0.78496,,,,2.4707,0.42488,0.92879,1.841065,0.90063,1.56497,2.1006,,1.4488,0.4047699999999999,2.328676,,3.55595,4.1021,0.63208,1.2838450000000001,1.1209,0.38766999999999996,1.352634
0,89,2,1,1.466375,0.8127833333333333,4.22365,2.709633333333333,4.080566666666667,3.6218999999999997,1.7704,7.224500000000001,,6.4796,3.173,,,,0.0939639999999999,,,8.2823,,7.9196,7.6352,5.581,2.60058,2.95745,2.0619300000000003,,1.38371,2.4921333333333333,1.46637,2.1055,2.5223666666666666,3.90185,2.8059000000000003,4.128269333333333,5.0213,7.2405,4.0992,,,0.8192799999999999,0.14196,,7.7489,0.94818,,0.86195,-0.010034500000000002,4.274345,6.758133333333333,8.35515,7.3934,7.7418,,4.12055,,2.6397,3.1001,2.320866666666667,2.6397,0.75971,,
3,157,2,1,1.4208,0.3601533333333333,1.816,1.33015,1.2732566666666665,0.47161000000000003,0.5952408571428572,1.2146,1.337,0.6579275,2.20042,,,5.69465,,3.7258333333333336,4.028333333333333,3.76143,-0.38308,3.93555,,4.4494,4.7882750000000005,5.7872,1.946601,3.8284,,5.42605,3.6363250000000003,4.4237,0.38515,2.64165,4.8537,5.174566666666666,4.511539999999999,4.4050666666666665,5.65485,,,,3.294333333333333,1.5459,1.47473,1.2991237500000001,0.93377375,0.11122,1.6609166666666668,0.97892,2.2505975,1.6956300000000002,3.2859,3.77335,3.0079688888888887,2.2812,2.061628333333333,1.3913425,0.046943,0.7485999999999999,1.5471666666666666,0.580265,-0.3233975,
1,144,1,1,1.38485,1.3328366666666667,0.94233,,,0.8135899999999999,2.19115,1.08288,1.3318,,2.33915,2.4905,,,,,,,2.5355,,,,,5.7219,2.1171,,,,,,,8.0553,,5.03315,,2.4518,1.718,,,,,,,,-0.12623,,,,,,,7.2024,5.3807,2.2813,4.166266666666666,,,,,,1.0679,2.1364
2,230,2,2,3.0198,,5.5424500000000005,7.1473,,5.3455,,,,,,,,,5.740566666666666,,,,,,,8.8065,4.26285,,2.10308,4.028975,3.52134,1.7148325,1.91845,,,,,,,,,,,,,4.196,,2.4923,3.1730733333333334,,2.5529,,,6.855,3.4529,5.432833333333334,4.99175,5.8191500000000005,5.8428,6.1573,,0.7529345,,0.8972700000000001,,
2,119,1,1,,3.1561,3.1887,4.9302,4.1002,,1.503647,0.047967,0.85585,,1.9222,,,4.248035,8.3386,,0.15041,-0.19416,,,,8.0942,2.117165,5.0838,5.9623333333333335,4.6997,2.205035,3.44245,4.5018,,,4.6485,4.4133,4.2061,6.2627,0.66028,,,,0.59509,,1.8022449999999999,1.0549,,1.0607,-0.27797999999999995,,2.231785,,6.556,4.7734,6.2596,5.4389,3.750173333333333,7.4161,0.8535200000000001,,-0.0474889999999999,0.99088,,1.7918,
0,406,1,1,,,,11.48,,,,,,,,,,,5.4588545,-0.15125,6.753221,,,,,,5.4078,6.082933333333333,4.345,4.68675,3.5161499999999997,0.906974,2.5389466666666665,2.6842666666666672,4.983866666666667,4.98425,6.11965,3.952125,6.1821,1.0636,,,,,,,3.2096,0.530005,,,0.49367,2.69715,3.135205,,5.4827,4.7787,,5.5016,,,4.1838,4.0687,,7.1654,2.287645,1.2499
3,28,2,1,,,,,,,,,,1.8356499999999998,,,,,,,,,,,,,,,0.37563,,,,,,,,,,6.3668,5.526,,,,,,,6.5702,,,,,,,,,,,,0.03670999999999995,,,,,,,
1,718,1,1,3.6575,2.1123,1.6708,2.4099,,,,1.8071000000000002,,,1.5825399999999998,,,,,,,8.293,,,,,1.1182,,8.2178,2.5832,2.4491,,,,,,6.1739,4.3262,,-0.1081599999999999,,,,,,0.5328,,,1.023305,0.23738766666666666,-0.075463,,,3.9338,,2.63062,,3.0345,4.1856,4.36545,2.85626,,,,0.3660199999999999,
0,250,1,1,,2.1895,2.33085,,2.8231,,1.4247,0.77853,0.044019999999999976,,1.3473066666666667,,,,,,,,,1.8109,,5.9807,-0.19577,,,2.9282013333333334,,4.6126,,,4.859166666666667,,5.5743,5.024050000000001,,6.9525,,,,,,,,0.3873,0.72048,,,,3.0822000000000003,5.0241,2.4015,4.6696800000000005,3.410306666666667,3.1453333333333333,5.03415,5.1074,,,,,,
0,190,1,2,2.1548,,,1.000115,,,,,,,,,,,,5.4306,5.7388,,8.2072,,,8.2072,,,,,,,1.7512,,5.2153,3.8502,0.087591,5.2153,,1.5163,1.2496,,,,3.4979,,4.7187,,,,,1.1395,0.2612833333333333,,,,,4.1609,,3.7376,6.1767,,,,,
0,275,1,1,,,,0.15768,6.3435,,,0.83489,1.7362,,0.6971,,,,6.8175,,,,,,5.3884,,,,,,0.9784845,,,,2.688966666666667,3.95415,5.5413499999999996,2.39245,5.68845,4.9307,,,,,,,2.9038,1.1182033333333334,0.6581836666666666,,,1.3556,2.1682,3.0579,4.8723,2.1262,3.11745,,,,0.69009,,,,,
2,244,2,1,4.1854,4.58035,8.5068,4.59695,5.2024,4.8386,3.604,3.7231,3.6668,1.77745,,,,,6.2652,1.4458,5.9139566666666665,7.4509,7.63045,4.8172,3.44975,,0.5473600000000001,,7.3812,,,-0.089794,0.26396,4.101,5.091233333333333,5.754175,6.3903,4.583333333333333,3.5790666666666664,3.8045,3.2266,,,,,,3.32815,2.0247,0.040853,,1.3152,1.2026,4.7743,5.12505,2.156686666666667,3.9965,4.41655,3.5422,3.2259333333333333,5.118,,,1.275,,,2.109115
3,91,2,1,2.23657,3.2356883333333335,4.26105,0.90946,2.8137,1.914998,,2.4883,,2.0765000000000002,,,,,6.0135,3.920816666666667,3.76355,,6.0135,4.665633333333333,5.7893,5.7433499999999995,4.402410428571429,5.57055,4.369233333333334,4.9282,4.2883,,3.1205,,2.1442,3.1516,3.3244666666666665,1.305725,4.2984,3.8103,5.6009,,,,7.2374,,,,1.7549,0.42521,,1.89195,1.1461,5.985466666666667,,4.3319,4.63706,6.6223,4.5557,4.58955,,-0.12391133333333332,-0.45608,-0.1945,0.9250325,-0.28636
0,352,1,1,1.1562999999999999,1.3679,0.7185133333333334,0.5404,,0.8745599999999999,0.010779,0.3347,1.0968433333333334,0.88383,1.3927550000000002,0.003685,,,3.0821,,3.0821,,,,,3.33985,5.2562,4.19695,,,,4.593,6.981,4.0207999999999995,5.4158,4.9335,3.432066666666667,3.2405,4.578766666666667,4.50545,4.4558,,,0.022601,,3.5124,,,1.1977,0.004870000000000055,-0.58505,,0.42927499999999996,0.9341,,2.2687500000000003,0.951825,1.4311924999999999,1.6973633333333333,2.609246666666667,0.8052199999999999,0.32524,0.41508500000000004,0.834755,,0.11954
2,230,2,1,0.64064,4.412870000000001,,10.0682,,0.67093,,,1.6689,2.62155,,,,,,4.5881,,,9.6904,,3.7256,6.2669,1.6262,,,3.26575,4.34485,3.0751,,3.8239380000000005,3.0352533333333334,5.7114666666666665,4.9677,,4.3662399999999995,6.59126,0.65846,,,,,,8.1114,,,,,,1.6912,,,,,,,2.1394,,1.5959,,,,2.061
1,189,2,1,2.2073,,,1.5996,,,3.9170000000000003,3.0552,4.5937,3.1132,,4.8395,,,,,,,5.4311,,8.7757,,7.5958,3.97395,7.3073,-0.15893,2.9638333333333335,1.9612116666666666,2.1783,3.795,3.8557333333333332,2.12025,6.1943,4.796685714285714,,5.84114,4.0137,,,,,2.0429,,0.70181,0.70181,0.61155,,,,,3.19135,,,3.8095,2.810133333333333,2.5275000000000003,2.6167,1.2353,0.40845,-0.17505,,2.2412
1,339,2,1,7.907560000000001,3.7301,,7.24055,4.9115,,3.8777137500000003,,,3.8339085,4.8802,,,,,5.9778,,,,7.422,,,,,0.35599,4.9015,1.6575425,4.5711,5.7124,3.3045,,8.2955,7.5471,6.08915,-0.031979,,2.6337,,,,,,,0.073148,-0.15045699999999998,-0.09288533333333333,,0.8528500000000001,,9.059,8.864566666666667,7.5897,8.6301,8.731066666666665,,5.76,,0.14824,0.023085,,0.2033,
3,823,2,1,4.302166666666667,4.5074,,,7.915033333333334,,,,0.7225,5.4263,2.0851333333333333,7.19755,,,,,4.611,,,,,,,1.1213,4.104666666666666,0.86913,,,,,6.83975,,4.8515,2.58465,7.2738,8.613949999999999,,,,,,,0.65212,,0.20051,,,,4.3031,2.5231,7.056749999999999,7.2034,5.4087,4.635342857142858,5.9776,4.0734,,,,1.5788,0.288485,
0,613,1,1,1.469535,2.7489,3.0416,,,2.8564,-0.1414099999999999,,,0.31363,2.3167,1.9966,,,,,,1.5141,,,9.8946,,,,,,,,,1.113955,,5.0412,,,,5.6575,4.928033333333333,,,,,,,0.070106,,-0.38379,,1.1894,4.7565,,3.48515,3.0141,3.707,,,,,1.205435,-0.011069000000000032,,0.9173,
2,875,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,158,2,1,2.188098,5.3106,2.9951666666666665,2.5974500000000003,2.1355,2.0782,2.79409,4.7391,2.7726,1.1441,2.80435,4.27,,,7.6417,5.0361,7.1993,,,,,4.19213,,,,1.20759,,,1.46979,2.8361,,,3.1167,6.1115,4.8241,7.7769,5.684100000000001,,,,5.2983,6.0531500000000005,6.5397,5.2717,0.1301,2.6865416,3.975525,3.0163,9.4525,6.1361,7.7052,7.2627500000000005,6.084899999999999,6.079433333333334,7.271633333333334,3.3052,1.595735,3.3782666666666668,2.409985,,0.59919,1.471845
2,68,1,1,3.9181999999999997,6.383866666666667,10.2033,,3.22925,6.0886499999999995,-0.05598349999999999,1.023315,0.85625,0.886406,,,,,,,,,,,,,4.7388,7.332,2.0479,,3.8014,,1.7759,4.53475,10.010133333333334,,6.9861,7.956,0.82963,2.7383800000000003,,,,0.73501,2.6097,7.6455,6.1256,0.5221100000000001,1.16377,0.5221100000000001,0.069688,,3.3638,5.027566666666666,3.0163,5.023633333333334,,6.161099999999999,2.7665,2.1277,3.0326,,1.1889,,2.2963,3.7304
2,172,2,1,2.8516,5.8491,1.13,,4.597300000000001,2.5230333333333337,,0.8247899999999999,1.0053,1.0053,,,,,4.0006,5.629,5.76995,,,,,,,5.4106,4.518166666666667,,3.9714,,,,,,5.66765,,,,,,,,-0.45277,,0.32271,,-0.07391333333333333,-0.2137599999999999,0.1009,-0.064167,2.4755,,,,,,2.4755,1.5435,2.4755,1.4071266666666666,,,,
1,137,1,1,,,,7.5212,4.57135,,,,,,,,,,,9.03615,,,8.1357,,8.3187,,3.9551999999999996,5.8444,4.4488,0.5232399999999999,,1.6421766666666666,2.7491,,1.6939281666666668,5.705000000000001,6.6289,5.9817,,6.356533333333334,,,,,,,2.4125,0.60823,1.673746666666667,0.41538,0.4774899999999999,0.33694,,,,,9.43165,7.397,0.28791,,0.14082,0.32713,,,,
1,208,2,1,1.8364,1.9644,2.0398,2.3856,1.61261,0.62643,1.0859766666666666,1.38452,0.9102199999999999,0.7540066666666667,0.67314,,5.4254,,4.234208,3.1603,4.68485,6.86665,4.0483,9.3746,,5.63565,6.4817,3.5299666666666667,4.654466666666667,3.8393333333333337,2.5535493333333332,2.3931,5.058925,5.5716,6.1055,6.2255,7.45805,7.2383,7.423900000000001,,4.0317,,,,3.8343,0.1759099999999999,1.3010899999999999,0.485555,0.3670183333333333,0.21961,,,3.1337,,6.5359,6.5412,8.44195,5.0894,4.56285,7.3307,3.7032,,,-0.26858,,-0.26858
3,718,2,2,,6.183,,,,,,,,5.759,,,,,,,,,,5.0967,,,5.65175,,4.93355,,4.7763,,,,,,,6.6023,,4.6798,,,,,,,1.7377,,,,,1.4899944999999999,,3.2338,3.877,,2.463125,2.6536999999999997,2.662,1.0278,,1.0493,,0.29646,,
0,164,1,1,,,,,,,,4.4869,3.2016999999999998,1.9703,5.2465,,,4.8326,,5.8942499999999995,5.82185,,0.47398,5.3169,6.956,2.0738,7.5251,4.0999,5.9874,,1.3763,3.8557,7.134,7.71655,7.0719,6.6476,7.314,,,,7.4154,,,,,,,,,,,6.4758,5.559,6.9208,6.333,8.146,1.5233,,,,,,,,,
2,181,2,1,2.69812,2.05226,2.354545,3.791233333333333,1.1101500000000002,0.487515,4.2396,0.049179,2.8686,5.1662,1.2617,,,,0.3592,,,,,,12.3002,6.88425,6.1423749999999995,7.6963,4.947925,4.035525,5.3428,5.69675,5.4372,3.1436499999999996,4.704066666666667,8.6092,,2.85745,5.776428571428572,3.263055,,,,,,,,,,0.9878399999999999,0.3058099999999999,-0.10411,8.350825,6.182425,5.2713,3.75738,8.62294625,8.8296,2.507,,1.8869,,,,,
1,98,1,1,,,,,8.143,,5.5006,3.6333,6.14935,6.12198,6.091749999999999,,8.2623,7.8932,3.85955,,6.5246,,,,,4.3058000000000005,1.0618,5.4923,,,2.569165,5.881,5.3247,5.2836,6.690175,6.215466666666667,8.204699999999999,5.454825,7.020583333333334,,,,,0.43975,,,2.1589,,,,,2.2699499999999997,6.183966666666667,,8.1821,6.185,5.7689075,7.21765,4.671833333333333,8.2047,,3.14805,3.57885,0.23206,1.4508066666666668,1.0382
0,885,1,1,,2.5212,,,,,,,,,0.55576,,,,5.3933,,,,,,,,,5.9594,5.506,,,,,,,,,,,,,,,,,,,2.3168,,1.1375,1.7403,,4.0778,,,,,,,,4.1512,,0.95932,2.039,,
2,1001,1,1,4.0948,4.8442,,,,5.0133,9.1732,4.221675,3.8116,3.566725,4.264,,,11.0772,4.29674,,,2.777,,,,11.0811,,-0.16145,4.210850000000001,,3.8667,2.3129,5.7312,3.4064,6.3842,,7.198550000000001,6.083933333333333,,8.441600000000001,9.012,,,,6.2702,,,,,,,2.954,4.2665999999999995,6.335100000000001,7.7256,,5.40085,3.7054,4.68885,4.11841,,0.18865,,,,
1,84,1,1,3.4566000000000003,6.03165,,4.034066666666667,6.5925,4.83735,,,-0.19343,,,,,,10.3485,1.6831033333333334,0.40871,,,,,,,0.65886,,,3.0148449999999998,,2.317,9.5515,10.2666,2.6601,4.9093,9.2637,,9.8515,10.2688,,,,,10.1094,,0.1585599999999999,0.14084,0.0013779999999999,0.208365,0.14859499999999998,1.7745835,1.76905,,11.1919,8.98925,3.853337,9.8415,,,,,,,
1,1034,2,1,,,5.28725,,6.36035,,,,,4.5016,5.8731,3.9482,,6.91515,,2.6362,8.2407,7.5712,,7.096,,8.7428,,7.847433333333334,1.3106,7.5037,6.1768,,5.1819,,8.3352,3.581,6.3644,,5.336766666666667,5.5599,4.26945,,5.4924,,6.0458,,,,,,,,3.8888,,5.6382,4.0859,3.1180499999999998,,6.274,3.1788,,,,,-0.42393000000000003,1.3187
0,116,1,1,,1.3502,,2.7249,,-0.60151,0.5694899999999999,,,,,1.3272,,,4.69382,,,6.723,7.9858,4.978,,,,,,,,,,,,,,,,,,,,,,,,,-0.5584600000000001,-0.689045,,-0.65604,,,,,,,,,,,,,-0.4838399999999999,
0,190,1,1,0.5340595,,,,,,,,,,,,,,11.1601,,11.0255,,,,,,4.7456,,,,1.31938,,,,,,,,2.6783,,,,,,,,,,,,0.31510499999999997,,,5.2715,,4.38595,,,4.0386,,,,,,,
2,555,1,1,,4.625333333333333,,,4.1354,,1.0678,3.2304,,1.5234,,1.5234,,,,,,,,,,,8.1735,,,,,,5.7394,5.2557,,6.6662,3.2616,,,9.3687,4.96545,,,,,,,,,,,,,,,,,,,,,,,,,
2,172,2,2,,,6.116733333333333,7.553,9.04555,,,,,,,,,6.9117,2.756899666666667,8.624266666666665,5.1690000000000005,9.245000000000001,4.454,6.4302,,4.607633333333333,6.714355,7.3751,6.6538,,5.52925,7.5135,5.5166,,,,,,,,,,,,,,,,,3.6671,4.0006,,5.5017,,,8.19955,6.370900000000001,7.9485,,7.713,,,2.5821,0.81792,0.762885,1.2916265
1,843,2,1,2.9582,7.2558,,,,-0.16791549999999997,,-0.38378,2.0182,1.1704275000000002,0.11269999999999997,1.1763,,,,,,,,,,,,6.2442,,6.7947,7.033099999999999,5.4897,5.0992,,2.0712,,,8.4156,,8.4529,8.4156,,,,7.5521,,1.9456,,,0.9938,1.9456,,9.022,2.1673,,,8.3155,3.651905,7.0714,5.7271,,5.9008,1.0154,1.0703999999999998,,
3,937,2,1,,,,,,,0.902495,,,1.9103,3.99385,,,,,,,,,,,7.3198,,8.8404,8.8404,8.4942,,,,,,,,5.3171,,,,,,,3.9259,,,,,0.36384,,,5.0842,,,3.14945,,5.8024,,,1.6321,1.1597,,,,-0.26543500000000003
0,5,2,1,6.6269,,11.0757,,8.3398,,,7.5108,0.85224,2.45481,,,,,11.9741,4.34235,8.4508,,,,,12.5323,11.0653,9.6315,11.0985,9.0069,,,,,,6.53765,9.1957,,3.8755,,,,,,,,,,0.05751966666666664,,0.6986899999999999,,1.5155333333333332,5.879233333333333,6.104,2.01836,7.0412,4.9918,7.0274,2.03705,3.6867,0.2308,,-0.455,,-0.58158
3,718,2,1,,,,,6.67375,,,,2.25348,,,,,12.599599999999999,11.0952,,,7.8268,,7.8268,,9.4038,,,,,,,,,,,,,,,,,,,,,,0.39413,-0.22764,,,,,,9.2371,6.15325,,,,,,,,,1.7937,
