fov,cellID,rep,dbscan_ldp_nbr_allele,chrX-g609,chrX-g610,chrX-g611,chrX-g612,chrX-g613,chrX-g614,chrX-g615,chrX-g630,chrX-g631,chrX-g632,chrX-g633,chrX-g634,chrX-g635,chrX-g636,chrX-g637,chrX-g638,chrX-g639,chrX-g640,chrX-g641,chrX-g642,chrX-g643,chrX-g644,chrX-g645,chrX-g646,chrX-g647,chrX-g648,chrX-g649,chrX-g650,chrX-g651,chrX-g652,chrX-g653,chrX-g654,chrX-g655,chrX-g656,chrX-g657,chrX-g658,chrX-g659,chrX-g660,chrX-g661,chrX-g662,chrX-g663,chrX-g664,chrX-g665,chrX-g666,chrX-g667,chrX-g668,chrX-g669,chrX-g670
2,31,1,1,-0.22838,1.0127,1.2693166666666666,1.73665,,4.4372,,,-0.4697,,,0.5109033333333334,0.6105,-0.06175499999999995,0.8862899999999999,2.0316033333333334,0.2427699999999999,0.4496199999999999,,0.71392,,0.2427699999999999,,,-0.4237399999999999,,,,,0.20829,1.2425,1.5470700000000002,,1.7367,0.4726,0.17382,0.26575,-0.05601,0.0876335,0.599005,,,0.15658500000000003,,,,,-0.89489
0,27,2,1,0.20732,-0.7111,-0.6540600000000001,-0.5888399999999999,-0.73014,-0.87687,,,-0.82796,0.2046,-0.072559,-0.29538,0.019829,-0.4638466666666667,0.08504350000000005,0.05062433333333333,0.465465,-0.32526499999999997,,,,-0.83883,0.31872999999999996,-0.82253,-0.357874,-0.7410100000000001,-0.3932,,-0.963825,-0.3932,,,,,,-0.88231,-0.35697,-0.355155,-0.51004,,-0.73558,0.24808,0.487203,0.43286,,0.40568,,
2,770,2,1,,,,,,,,,,,,,,,,,,1.4831,,,,0.68021,,,,,,,,,,,,,,,,,,,,-0.89112,,,,,,
0,544,1,1,,,,,,,,1.8909,0.57589,,,0.532415,0.097685,,,,,,,,-0.8261200000000001,,,,,,1.1628,,,1.2715,,,1.043225,-0.18489,-0.168585,0.77152,0.048780000000000004,,,,,0.46721,,,,0.010739,0.2281,
2,117,1,1,1.03664,2.7617,0.98795,,,0.06457999999999997,0.069793,,,,,0.163695,0.5706100000000001,-0.71273,0.6932,1.1758,1.1236000000000002,-0.1840906666666667,,,0.5949546666666667,0.3515,-1.2135,0.6019125,0.56225,0.3828066666666666,0.23672933333333332,,,,-1.1613333333333333,-0.36580750000000006,-0.13888,,-0.73359,-1.0049,0.51844,,,3.1999,,-0.086711,1.3844,-0.086711,3.5964,2.0522,3.2277,
0,613,1,1,,,,,,,,,,,,0.30421,,,,,,,,,,0.83475,,0.23294,,,,,,,,,,,,,-0.8519,,-0.28968,,,,,,,,,
1,942,2,1,,,,,,0.2284199999999999,,,0.79515,2.7646,,,,,,0.79515,,1.9428,1.206,1.8436,1.5602,-0.0549529999999999,1.9853,,,1.6594,,0.97934,1.50355,,,0.11507,,,,,,,,0.25675,,,-0.06204000000000004,-0.26748,0.8093199999999999,,,
2,578,2,2,,,,-1.122,,,,,0.61803,,,0.32803,,,,,,,,,-1.020495,,,,,,,,,,,,,,,,,,0.41503,-0.16497899999999996,-0.7884899999999999,0.51653,0.009025000000000005,0.29903,0.23377999999999993,,,
0,352,1,1,,,3.4666,,,2.6513,2.7969,,1.8797,-0.5624100000000001,,0.19642999999999997,-0.522375,-0.39135,-0.6825150000000001,-0.3768,1.2573750000000001,,,1.2828,0.45302,,2.0665666666666667,2.5421333333333336,,,3.4993,,,1.5667,,1.6431499999999999,6.8295,1.259165,0.49425666666666673,,0.511255,0.787855,0.1909705,0.8053343999999999,,,-0.3331199999999999,-0.26761,,,,
2,516,2,1,,0.31211,,-0.45458,,,,0.72245,-0.473475,-0.27640500000000007,0.2473199999999999,,,-0.39194579999999996,0.03494999999999996,-0.31635800000000003,,,0.62527,0.17533200000000002,0.22572333333333336,,0.04934900000000003,-0.37899,-0.35380666666666666,-0.63547,-0.6003685000000001,-0.9837,-1.1133,,,-1.1565,-0.12702533333333327,-1.2213,,-0.9729,,,,,0.11774,-0.16301900000000005,,-0.34659,,-0.38979,,0.7728433333333333
2,210,2,1,,-0.011922,,1.263145,0.8996500000000001,0.250925,,2.6949,,2.7732,,1.8839,,2.3649,3.1758,,,1.4393375,0.94999,0.6535825000000001,-0.14986999999999998,-0.8396100000000001,-0.39221,0.36463333333333336,3.026666666666667,-0.76132,,,,,0.58087,-0.35866,2.9969,-0.35866,2.6389500000000004,-0.96265,,-0.6382800000000001,1.145735,2.3257,2.8663666666666665,1.87275,,,1.10099,,,
1,142,2,1,0.7259,0.5288675,0.82102,0.97049,0.67155,0.768032,0.6171899999999999,,0.10762,,0.1551796666666667,0.128004,0.057793333333333335,,-0.075825,0.11441,,,,0.450735,-0.053503428571428584,0.0532659999999999,1.2626,,0.25709,0.087238,0.26389,-0.011280000000000012,1.2287,,-0.36118,0.28596875,0.1472566666666667,-0.242285,0.4065636,0.39104085714285713,0.700082,0.4201525,0.11667900000000002,0.46771999999999997,2.2546,1.6617950000000001,2.4006499999999997,0.27068,1.46309,0.95011,,0.20274
2,80,2,1,,,,,-0.60106,-0.46543,,,,,,,-0.16403,,,,,,,,,,,,-0.4352899999999999,,,,,,,-0.1816066666666666,-3.0123,-3.0123,-3.0123,-0.771358,-1.482672,0.25794,-0.239375,,,0.61963,,,,,,1.554
2,121,1,1,,,,,,,,,,,,,,,,0.6894399999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,1,3,,,,,,,,,,-1.31935,-1.1792,-1.2366,-1.2566333333333333,-1.14155,-1.186,-0.73133,-0.86465,,,-1.104,-1.0971275,-0.93986,,,,,,-1.1586,-0.92619,-0.33819,-0.782585,,,-0.7997,,,-0.13992,,,,,,-0.77235,,,,,0.21561
2,603,2,1,,,,,-1.1543,,,,,,,,,-0.92484,,,-0.83037,-0.85736,,,-0.76289,,,-0.7763800000000001,,,-0.4524899999999999,,,,,,-0.50647,,,,,,,,,,,,,,,
1,98,1,1,0.051127,,,-0.61624,-0.50265,-0.49555000000000005,,,,-0.70854,,,,,,-0.84343,,,,,1.0238,,,-0.38905,,,-0.7440399999999999,,-0.60914525,1.4356,-0.38621399999999995,,-0.50975,1.2332,1.0131165000000002,-0.60441,-0.3890533333333333,0.2664933333333333,,,,,0.95279,,,,-0.43165,0.44871
2,43,2,1,,,,,,,,,-0.4851,,,-0.09891533333333334,1.7383,,,0.050647,-0.016321999999999996,-0.023018,-0.26411,-0.49849999999999994,-0.47617666666666664,-0.3857656666666667,-0.2775,0.064041,,,-0.45831500000000003,-0.55877,-0.2507135,,0.064043,-0.240665,0.037254,,-0.24066625,0.0060029999999999676,0.11315333333333333,,0.37879,0.39218949999999997,,-0.046457500000000054,0.15109899999999998,0.442415,0.2381599999999999,,,
1,94,1,1,1.6848,1.857,-0.15163,1.65965,,,,,-0.17314766666666662,0.24052333333333334,,-0.237705,-0.10858666666666666,-0.28912,-0.4565,-0.52943,-1.2061,-0.39552999999999994,,0.9387610000000001,0.2381266666666667,,0.049231,0.10662,-0.452915,-0.37401,0.16401,-0.09423500000000001,-0.07989199999999999,,,,,-0.37401,0.58007,0.893905,0.83114,,1.2615533333333333,2.1798,0.7881,1.571442,,,1.293825,,,0.29314000000000007
2,172,2,1,0.6876,0.626375,1.8814,1.8202,,0.57536,,0.84065,0.3815,0.224077,0.16723,-0.053836333333333326,0.327935,-0.143965,0.19019000000000003,-0.12866,0.49713,,0.095812,0.66974,,1.5447,1.0447,0.399365,1.5166225,0.3713,1.6492575,0.9018550000000001,,0.922275,1.2386,,2.3201,,2.4187666666666665,2.4426,2.4094075,3.218,3.5785,0.78963,2.687443333333334,4.5648,3.7588,,2.0344,0.830445,,1.39675
2,584,2,2,-0.022796,,,,,,,0.4391899999999999,,,,0.72794,0.96535,,,,1.9792,,,1.11936,,1.761,,0.52903,1.915,,0.14403,,,1.607,,,,,,,,,,,,,,0.68302,,0.2082,,
2,711,2,1,-0.24373,,-0.11075,,,-0.72246,,,,,,-0.64267,0.26159,0.11531,1.4451,0.4943,,-0.90864,,,,,,,,,,,,,,,,,0.235,0.11531,-0.0309649999999999,,,,,,,,,,,
1,137,1,1,,,,,,,,,,,,,,,,,-0.7118366666666667,-1.2075,,-1.0849,-0.45585,,,,,,,,,,,,,,,,-0.86434,,,,,,,-1.1339,,,,
3,62,2,1,,0.63463,0.79391,-0.5929399999999999,,,,,,,,,,-0.19748,,,0.37923,-0.65061,,-0.6835600000000001,,,-0.24691,,,,,,-0.3622599999999999,,,-0.6176550000000001,,-0.55175,-0.60118,,-0.494075,-0.040945000000000065,,,,-0.3622599999999999,,,,,,
2,792,2,1,,,,,,,,,,,,,-0.0707179999999999,,,,-0.40259500000000004,-0.43145,-0.48196000000000006,,,,,,,,,,,,,,,,,-0.12843549999999998,-0.3160199999999999,,,,,,,,,,,
2,852,2,2,,,,,,,,,,,,,,,,,,,,0.041897,,0.5113300000000001,,,,,,,,,,,-0.9533,-1.0847,,,-0.9533,,,,,,,,,,,
0,99,2,1,0.333625,0.8436766666666667,,0.45767500000000005,0.11857499999999999,-0.55966,-0.25363,,0.29227,,,,-0.18746,,0.68101,-0.82434,-0.741625,,-0.99803,,-0.90705,,-0.88223,,,,-0.1502385,-0.497625,-0.079932,-0.53071,-0.34461,-0.3694199999999999,-0.762295,-0.5679333333333333,-0.19573,-0.49141999999999997,-1.0559,1.6432,1.7232,0.751295,,,,,,,-0.27430499999999997,-0.41905
2,730,2,2,,,,-0.19077499999999994,,0.335459,,,,,,,-0.1635599999999999,-0.0138509999999999,,,,-0.25882,,,,,,,,,,,,0.054197,,,,,0.99325,-0.1635599999999999,,0.13585,,,0.095025,0.5713600000000001,0.693851,,,,,1.7282
3,86,2,2,,,,,,,,,,,,,,,,,,0.40126,0.40126,,,0.24165,,-0.241615,-0.24309,-0.32585,,,0.29485,-0.19284,-0.157375,,,0.090908,,,,,,,,-0.30812,0.03770499999999999,-0.23718,,-0.024366,,-0.3347199999999999
0,275,1,2,,,,,,,,,,,,-1.0281,,,,-1.114,,,,,,,,,,,,,-0.96355,,,,,-0.69839,,,,,,,,,,,,,,
0,116,1,2,,,,,,,,,,,,,,,,,-0.39105,,,,,-0.40034,,,,,,,,,,,,,,,,,-0.5767,,,,,-0.25182,,,,
0,149,2,1,,,,,,,,,,,-0.371595,-0.62758,-0.49959,,,-0.27729,,,,,,,,-0.33118,,,,,,-0.08193299999999999,,,,,0.510875,0.50414,,,0.073007,,,,,,,,,
2,181,2,3,,,,,,,,-0.2123155,,,,0.46319,-0.31292,,-0.015891,-0.30334,,,,,,,,,-0.08296499999999998,,,0.041599,0.6165,,1.4597,,,,,,,,0.35779,,,,,,,,,
2,68,1,1,,,,,,,,,,,,,,,,,,,,,,1.1338333333333335,1.0201,-0.09778500000000001,-0.5482366666666666,,-1.0451,-0.6230699999999999,-0.5422520000000001,,,-0.25492,-1.02711,,-0.17411,-1.0944500000000001,,,-0.91039,,-0.68591,-1.1259,,-0.68591,,,,
