fov,cellID,rep,dbscan_ldp_nbr_allele,chr4-g692,chr4-g693,chr4-g694,chr4-g695,chr4-g696,chr4-g697,chr4-g698,chr4-g699,chr4-g700,chr4-g701,chr4-g702,chr4-g703,chr4-g704,chr4-g705,chr4-g706,chr4-g707,chr4-g708,chr4-g709,chr4-g710,chr4-g711,chr4-g712,chr4-g713,chr4-g714,chr4-g715,chr4-g716,chr4-g717,chr4-g718,chr4-g719,chr4-g720,chr4-g721,chr4-g722,chr4-g723,chr4-g724,chr4-g725,chr4-g726,chr4-g727,chr4-g728,chr4-g729,chr4-g730,chr4-g735,chr4-g736,chr4-g737,chr4-g738,chr4-g739,chr4-g740,chr4-g741,chr4-g742,chr4-g743,chr4-g744,chr4-g745,chr4-g746,chr4-g747,chr4-g748,chr4-g749,chr4-g750,chr4-g751,chr4-g752,chr4-g753,chr4-g754
2,119,1,1,0.7301300000000001,-0.0399225,-0.35481,-0.44328,-0.60625,,-0.4106899999999999,-0.037396666666666634,0.16205,-0.37111,,0.33083500000000005,0.141095,0.609843,0.340155,0.6589485714285714,,,,0.036326,1.2167,,,1.701,2.8262666666666667,3.70325,3.69298,4.4661,3.01465,3.8022,2.7906,,1.3067433333333334,1.4018300000000001,1.68585,2.1628903999999998,,5.4843,,,4.89349,3.15039,2.919396666666666,2.853426666666667,,,,0.5380499999999999,,,0.21094,0.4189233333333333,0.15739,,,,,,
1,144,1,2,,,,,-0.428775,,,,0.27287,,,,,,,,,,,,,,,,,5.326033333333333,5.6286,1.6955,4.432300000000001,1.77433,2.7158,,,1.25935,,1.615,,,,,,,,,,,,,,,,,0.41771,0.34368,0.12804,,,,
1,718,1,2,-0.30601,,,,,,,0.10113,,,,,,,-0.43846,,,,,,,,-0.065652,,2.0698,,3.4825,,,3.0345,,3.4923,2.30195,,,,,,,,,3.8324,,2.5015,,,4.7448,,,0.032454,,,,0.33004,,,,,
2,648,2,1,,-0.11204,-0.23038,-0.3216,,-0.26243,-0.43009,,,0.16902999999999996,,-0.2575,0.11479,,-0.1662799999999999,-0.22052,-0.065194,0.03219250000000005,,,0.0950625,0.082735,,,0.9925,,,,,,,3.5492,,,1.705,,,4.025,,2.8737,,,1.027,3.5467,,,,,-0.39064,-0.2612,-0.41652999999999996,-0.38078,-0.3629,-0.33147,-0.402965,,,-0.34626,
2,68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1.18647,,,,,,,3.3105,,3.3105,2.7827,,,,1.699,,,4.9147,,2.1425,5.172000000000001,,,2.507735,,1.1815296666666668,0.5753299999999999,0.46149000000000007,1.1401,1.112,,,,,
3,86,2,1,,,-0.14205,-0.004218,0.27613,-0.10602,,-0.22427,-0.26838666666666666,,,0.3810699999999999,,-0.48818,,,,-0.121685,-0.23837000000000003,-0.065301,,-0.17337,-0.1953,-0.01935666666666667,0.9770099999999999,3.51978,,1.627,3.5448399999999998,,3.991575,,,,,,,,,,0.922175,,,0.8081300000000001,-0.50541,-0.2835299999999999,-0.07887333333333336,0.530636,,0.8431,,,,,0.18920999999999993,0.04746500000000001,1.3412,-0.29084,-0.42553
1,81,1,1,-0.6678799999999999,-0.064138,-0.20537333333333327,,-0.9056,-0.3580549999999999,-0.33746219999999993,-0.8503999999999999,-0.1457,0.40433,0.41925,-0.6818,-0.65793,-0.14569766666666664,,-0.2153206666666666,,-0.092484,,,,0.9429400000000001,,0.47893,2.6467,4.352,,3.1405999999999996,3.5324666666666666,3.8425249999999997,3.90815,2.6631,1.583,,,,,,,4.5161,5.2471499999999995,2.6671066666666667,2.962533333333333,2.0305666666666666,-0.20885499999999996,,,,,1.1473,,,,,-0.4341399999999999,-0.35954,0.11788,0.329735,-0.099945
0,89,2,1,0.26463,,,,-0.2047,-0.26158499999999996,-0.2047,-0.1904799999999999,-0.189585,-0.33151033333333335,-0.38247,-0.050033,-0.19166000000000002,,,,-0.4251399999999999,,,,-0.2527,,,1.48059,3.493,3.5534499999999998,4.1880999999999995,5.9552,,3.68415,4.42666,1.1642000000000001,,0.51351,,,,,,,2.485,2.3789833333333337,,1.5108400000000002,,-0.7878,-0.55669,-0.49624666666666667,,-0.2821288888888889,-0.19580999999999998,-0.33921333333333337,-0.522025,-0.368694375,-0.19165999999999997,-0.40647325,,,-0.27225
2,584,2,2,,,,,,,,,,-0.042233,,0.33209,,0.044346,,0.254425,0.33209,,,,0.46705,,,,,4.0524,3.7443,4.3682,3.9843,,3.3240999999999996,0.7166,,,,,,,,,,,,,,,,,,,,,,,,,,0.001056,
3,157,2,1,0.14029,,0.0372513333333333,-0.046407,,0.016337,-0.33309000000000005,-0.20632799999999998,-0.110681,0.18161,0.09132433333333334,0.34995,,-0.034164,0.00027000000000000635,0.18467499999999998,,,-0.05635299999999999,,0.8955105,0.9689949999999999,,,4.7466,4.15745,2.8781,4.0113,6.987,4.902699999999999,,,,0.8243400000000001,0.57185,,,,,,5.2914,6.3152,6.3825,9.2075,,,7.6894,6.3152,5.8148,-0.23846499999999998,-0.138994,,-0.008914000000000002,0.054595,,,-0.3387,-0.034164,0.7860933333333334
2,770,2,1,,,-0.27679,,-0.18481999999999998,,-0.1166973333333333,-0.072419,,,,0.1115099999999999,,,,,,,-0.22161,,-0.14599,,,,2.0694,1.0046,,,8.8176,,,,0.63265,,,,,,,,,,0.56317,0.0420269999999999,0.29544,,0.058376,,1.1272,,,-0.15825,,-0.086725,,0.7236185,1.6279,,
1,843,2,1,-0.380835,,-0.0874549999999999,-0.10708,,-0.043300000000000005,-0.22285999999999995,0.06953600000000006,0.065615,-0.28958,0.11663,,,,,,-0.03447,,,,1.5688,,,0.66022,3.42524,,6.0617,5.0736,4.49915,5.9018,-0.40929,,2.028,1.8278,1.2803,5.578,,,,,2.6206,,5.24435,4.1611,1.943605,,0.914355,,-0.30332,,-0.24445,0.193819,0.2893199999999999,-0.21402999999999994,-0.1895,-0.07568,-0.11689,,
2,260,1,1,-0.10627,-0.1074565,-0.22575050000000002,-0.420152,-0.3611975,-0.3665255,-0.259111,,-0.4919199999999999,0.18237,,0.012025,0.6106,,,-0.20643166666666665,-0.15359,0.17290500000000006,,,0.27937,,-0.011634666666666701,0.7111705,1.7344,4.7545,3.8826666666666667,3.7005,,3.28705,4.8101,2.90675,2.376765,3.0191,,,,,,,2.204045,2.214705,4.9489,,2.1272,,,-0.24468,-0.30501,,,0.26518,0.53489,-1.443,,-0.1323,,-0.019915000000000002,-0.28845
0,275,1,1,0.096967,,0.2721,,,,,,,,0.68075,,,-0.24163,0.16702,,,,0.14834,,,,,0.29312,0.7298033333333334,2.96455,1.7094,7.443350000000001,,7.7702,,1.3149760000000001,2.0258,,,2.0258,,3.8892,,1.923,1.5541,1.3743,1.1618,1.47355,-0.14122,0.057269,-0.20193000000000003,,,0.13433,,-0.1575599999999999,,,,-0.32803,,,
2,805,2,1,-0.60609,-0.21599,0.1242099999999999,0.30112,,0.27391,-0.17517,,,0.4372,0.40771999999999997,,,,,2.0339,,-0.31578,,-0.2432099999999999,0.9282227500000001,,,,2.61,5.7036,4.540866666666667,4.8962,4.604737500000001,6.1315,2.67802975,0.89537,,-0.15248499999999998,,,,,,,9.7634,10.3621,10.8702,6.3817,1.3762,0.15597,0.31927,4.9234,,-0.23640499999999998,,-0.37929,,-0.07839766666666666,-0.17063,-0.22657333333333327,0.0833899999999999,,-0.31578
1,94,1,3,,,,,-0.59224,-0.59224,-0.48875499999999994,-0.1696865,,-0.2325199999999999,-0.1857,,-0.49122,-0.52571,,,0.12474,-0.39513,,,,0.70128,,,,,3.0666,3.3609999999999998,,4.7112,,,,,,,,,,,3.0542485,,,3.04685,0.1050325,-0.3754166666666667,0.02126,0.018797,,0.18018,,0.54852,,0.029886499999999996,,,0.22822499999999996,0.3579866666666667,0.10257
2,1229,1,1,,,,,,,,-0.0718429999999999,,,,,,,,,,,,,,,,,,,,,,8.10065,,,,,-0.55401,,,,,,,9.3765,9.3873,,,-0.4023199999999999,,,,,0.15028,,,,,,-0.38065,,
2,230,2,1,-0.40192,-0.10787,-0.12034,-0.3169733333333333,0.013317499999999982,1.0202,0.756475,-0.362715,-0.0953929999999999,1.5798,-0.08291799999999999,0.21827,0.6643933333333334,0.2432185,,0.3679699999999999,1.9410033333333334,0.38889549999999995,0.4802449999999999,0.17638549999999997,1.0398,2.307,0.98103,,1.55786,2.2160733333333336,1.268,5.7301400000000005,3.5289,5.1756,4.993975000000001,4.3885000000000005,,,3.1481,,,,,5.2279,4.31098,1.8827866666666668,,2.0739475,-0.13638,1.54731175,0.011536,0.2770773333333334,,,0.06618933333333334,0.034704,,,0.45752624999999997,0.9320200000000001,0.04005,0.99529,0.0813956
1,339,2,1,0.22583,,,-0.44748,-0.47376,-0.528825,0.09317000000000009,1.3121,,,,-0.39742,,,,,-0.18967,0.7439600000000001,-0.052003,0.00056,0.005566333333333333,1.9003,,3.989095,,,2.3234,4.7688,6.7879000000000005,4.1568,7.38065,7.5822,3.53932,-0.25725,2.8049399999999998,3.48725,,0.8916299999999999,,,,2.2795525,,,2.1256,0.7155866666666667,5.5698,3.81265,1.4448,-0.32733,-0.44748,-0.34109999999999996,-0.23097,-0.10331474999999998,,0.0005604999999999985,-0.20594,-0.2772699999999999,-0.27665
0,190,1,1,,-0.005372,0.16221,-0.07142499999999999,-0.39435,,,-0.007818999999999996,0.54996,,0.28086,,0.1512,0.34202,,,-0.230445,,-0.27203,-0.32341,-0.26225,1.6484,,,1.8221,3.312,4.636675,3.9987999999999997,2.339933333333333,6.71,1.5358966666666667,6.5388,,,2.605,,,,,4.6722,4.4675,4.929833333333334,2.8610333333333333,3.8551,,2.7036433333333334,1.51018,,,,,,0.014199,,0.154866,0.05089500000000002,0.0013532500000000003,,
1,208,2,1,0.26481,,,0.11263,-0.04106,-0.2746099999999999,-0.0011299999999999505,,,,0.008664,,,-0.093795,0.020718,-0.20604499999999995,-0.36049,0.110371,,0.42001,,,1.2095366666666667,0.728886,,1.4154666666666669,4.5997,5.7313,4.3255,4.1688,2.9005,,,,,5.5595,,4.0392,,4.6766,,4.6766,,1.6188733333333332,,,0.21509,1.7716,,0.029758,0.12619249999999999,,,,,0.74245,-0.16612,1.1402,0.98504
2,578,2,2,,,-0.43305,-0.4568399999999999,-0.48775,,,,-0.46873,,,-0.37598,,,-0.43781,,,,,,,-0.26896,,,4.4659,,,,4.701366666666666,3.8833,,,3.44925,2.3137,,6.2804,,,,,,,,,,,,,,,,,,-0.2,0.17892000000000005,0.99145,,,
2,578,2,1,0.15672499999999995,0.1820933333333333,-0.04066,,,,-0.14768,-0.1239,,,-0.26658,-0.1904799999999999,-0.090601,,,-0.033526,-0.033526,,,-0.047795,-0.011529249999999974,-0.30463,,,,,6.1021,5.4338,6.2043,5.878550000000001,4.0902,,,1.0414,0.49204,,,,,,,3.3731999999999998,,,,,0.8297399999999999,,,0.71559,0.7369899999999999,1.9498,,1.1127,,,,0.5459466666666667,1.2007
0,353,1,1,,,-0.35683,,-0.1456,-0.49053,,,,-0.1860495,0.038663,,,,,,,1.497,,1.3959,2.9666,1.44874,1.2363750000000002,,3.69245,,,2.7464,,7.1889666666666665,5.7306,,2.0049,,3.3318,,,,,,3.9037,3.3329,4.4542,,,-0.11189,,0.30607,,-0.016391000000000048,0.13192,0.045405,-0.14447999999999994,-0.2107699999999999,-0.001785,,,,
0,99,2,1,-0.03516666666666663,,-0.2447599999999999,0.1866,-0.23915,-0.15119,0.38591,,-0.30839,,0.12765,,-0.32149,-0.1605485,,,0.29794666666666664,0.390895,0.64791,,0.440175,0.4383066666666666,0.70218,0.65352,2.4838,3.7217000000000002,4.984450000000001,9.6345,7.6938,2.9198125,6.272166666666667,4.6358999999999995,0.87809,0.73773,0.8837,,,,,,5.2535,-0.07446549999999995,4.3964,,,,,,,,,-0.134348,0.29047633333333334,-0.20172,,-0.31401,-0.12499,-0.19236,-0.29716
2,244,2,1,1.10915,1.1222,0.74032,1.4177,,,,,,,,1.1684,1.5021,-0.2727,,,-0.002361000000000002,,0.061958,,-0.031505,,-0.11994,,3.1704,5.5522,5.091233333333333,3.4196,2.8769,,4.4125,,,,,,,,,,,,,,,,0.8930799999999999,0.7523799999999999,,0.5996199999999999,0.75238,0.75238,,-0.1078799999999999,,,-0.25863,-0.021455000000000002,0.15944
1,718,1,1,,,,,,,,,,,,,,,,,,,,0.44123,,,,,,,,,,,4.372,,,,,,,,,,,,,,,,,,,,,,,-0.059112,-0.45808,-0.53656,,-0.37959,-0.44173
0,406,1,1,,,-0.24208,,-0.124,1.0167236666666666,-0.15692499999999998,,,,-0.15125,,,,,,,,0.11671099999999995,,,,0.18408166666666667,,0.034963,3.6853,,4.3518,4.8866,4.6788,5.421399999999999,5.5168,,,2.27855,,,4.4086,,,,,,2.724745,,,,,,-0.26403000000000004,-0.44191,,,,,0.297245,0.44371,-0.3102,
0,250,1,1,,,0.329245,,0.29138,,,,,,,,-0.04305999999999999,0.30905,-0.03296500000000005,,,0.52108,0.6775643333333333,,,1.1294,,,0.96279,,,,,3.9551000000000003,,,3.1991333333333336,,2.7751,6.4275,,6.072800000000001,,6.1738,5.2486999999999995,2.8806766666666666,4.250863333333333,0.4857399999999999,0.53874,0.942615,,,,,-0.21848,,,,,,,,0.384775
1,826,1,1,,,,0.4732399999999999,0.004170000000000007,,0.53075,,0.60263,,,,-0.0982659999999999,,,,0.83986,,,,5.8468,5.5736,3.375655,,5.427466666666667,3.3505019999999996,,7.22165,2.7413,5.3795,,5.3867,,,,4.329986666666667,,,,,7.3349,3.3361,1.9146,1.73845,2.37466,,,,,,,,,,,,1.7744,1.7744,
0,310,1,1,,1.1463,,,,,,,,0.5622766666666666,,-0.0982659999999999,0.32194,1.615855,,-0.063822,,,-0.11318999999999994,,-0.2991849999999999,-0.35467333333333334,,0.38164,0.2415699999999999,,,,5.79725,,3.7479,,,,,,,,-0.46107,7.4471,5.904,6.0923,6.0372,2.9725333333333332,,,-0.2245599999999999,,,,-0.12812,0.35524,0.06476499999999999,0.07011999999999997,0.0096569999999999,,,,-0.095969
1,468,1,1,,,-0.16451,1.0639,0.6722600000000001,0.84631,,,,,,,,,,,0.21036,,0.43127,0.39445,,,,,3.6712260000000003,1.5894,3.8654,9.0299,,4.6921,,,,,,,,,,,,2.1282495,,2.3475,,,,,2.2353,,,,-0.003853,-0.1846,-0.077487,,-0.070795,-0.070795,0.15178999999999998
2,711,2,1,,-0.366,-0.55802,-0.5854600000000001,-0.595,-0.5663699999999999,,-0.53059,,-0.57114,,-0.12268,,1.2096,1.6736,2.716,0.558365,3.4149,0.36156,0.20651,1.743945,2.0505,4.362,3.29803875,5.5475,7.1088000000000005,,4.45735,4.568875,3.7346,4.287611666666667,5.319125,,,,,,,,0.29716,6.44445,0.13495,3.1573,5.7312,,,1.2585,0.81003,,0.092009,0.058612,-0.00818,-0.0224925,0.0029519999999999998,0.11825,-0.10121,,0.35202,-0.19424666666666668
2,210,2,2,1.1491,1.6349,,2.0201,0.9398655,,-0.3938433333333333,,0.16136666666666666,,,-0.34858,-0.55477,,,-0.301305,-0.34857999999999995,-0.2942675,,-0.31673166666666663,-0.33147999999999994,-0.0800303333333333,-0.2309,,,3.9284666666666666,6.4758,4.7157,4.7157,6.99985,7.1477,,,2.4063,,,,,,,,5.7768,,3.12044,-0.0438195,-0.40189,0.37459,,,0.05173,-0.036779999999999924,-0.56483,0.042678,-0.078019,-0.41127666666666657,0.21500733333333333,0.45305,-0.04784333333333335,
1,6,1,1,,,-0.27626,,,,,,-0.30933,-0.26634,,-0.09935,,,-0.6796899999999999,,,0.113935,-0.20517,-0.22005,,,,,,6.9688,6.2083,,,7.6401,5.0575,,,1.4432,,,,,,,3.6637500000000003,1.6044475,4.7864,2.5312,3.4538,2.050035,0.75544,,,-0.14730000000000001,0.04284,,0.23959,-0.041484,,,,,
0,885,1,1,,,,1.2319,0.91215,2.4373,,,,,,1.6564,1.4101,,,2.0547,,,,,,,,,4.974,,7.0024,,,,,,,,,,,,,,,,,,,,,,-0.47675,,,,,,,,,,
2,172,2,2,-0.43098666666666663,-0.4888699999999999,-0.54218,-0.3891466666666667,1.7017,0.35796000000000006,0.6889799999999999,,,0.0037525000000000197,,0.6348,,,,,,0.898755,3.54415,2.930255,,0.8471533333333333,-0.65738,,4.729705,,,9.1504,9.1504,7.5187,9.22005,,8.3165,2.613,,,,,,,-0.26534,,,0.006760000000000002,-0.40118,0.52733,0.40697,,2.663735,-0.048692,,,-0.1100176666666667,-0.4023233333333333,-0.24299,-0.519825,,,0.17312
1,137,1,2,,,0.385967,,-0.047115,0.010083,,-0.15008,,,-0.22525,-0.282455,,,,,,,,,,,,,7.8219,8.7534,8.4299,,10.0903,9.7732,,,,,,,4.1775,5.0338,,,5.0338,2.86517,2.4386,,2.6674,,-0.14354,-0.23506,,,,,,,,,,,0.29771
1,137,1,1,,,0.049305,,,0.5232399999999999,0.3827,,,,,0.7542233333333334,,-0.32985,-0.0977789999999999,,,,0.98738,,,2.7262,,,4.999525,,,5.8825666666666665,7.9543,9.585833333333333,9.58775,10.2864,,,,,,,,,,,,,-0.24486,,,-0.058557,0.075454,,,,,,,,,,
2,181,2,4,,,-0.24706,-0.24706,,,,,,0.11118,,,-0.0524385,-0.03866,,,,3.7884,,,,,2.35365,1.066225,2.2486,,,,12.7738,6.0257000000000005,11.336500000000001,,,,,,,,,,,,,,,,0.5716199999999999,0.1507975,,-0.034641333333333336,0.133575,,,,,,,,
