fov,cellID,rep,dbscan_ldp_nbr_allele,chr4-g692,chr4-g693,chr4-g694,chr4-g695,chr4-g696,chr4-g697,chr4-g698,chr4-g699,chr4-g700,chr4-g701,chr4-g702,chr4-g703,chr4-g704,chr4-g705,chr4-g706,chr4-g707,chr4-g708,chr4-g709,chr4-g710,chr4-g711,chr4-g712,chr4-g713,chr4-g714,chr4-g715,chr4-g716,chr4-g717,chr4-g718,chr4-g719,chr4-g720,chr4-g721,chr4-g722,chr4-g723,chr4-g724,chr4-g725,chr4-g726,chr4-g727,chr4-g728,chr4-g729,chr4-g730,chr4-g735,chr4-g736,chr4-g737,chr4-g738,chr4-g739,chr4-g740,chr4-g741,chr4-g742,chr4-g743,chr4-g744,chr4-g745,chr4-g746,chr4-g747,chr4-g748,chr4-g749,chr4-g750,chr4-g751,chr4-g752,chr4-g753,chr4-g754
2,569,2,1,,-0.8923700000000001,-0.6611199999999999,-1.02628,,-1.0019,-0.9106099999999999,-0.5150600000000001,-0.9654,,,,,-0.8558600000000001,-1.0506,,-0.9167000000000001,,,-0.6489475,-0.794995,,,,-0.795,-0.90454,1.1281,-0.14992,0.3856133333333333,-0.7706474999999999,-0.7658039999999999,,-0.40552,1.1159,,,,,,-0.33858,-0.39335000000000003,-0.016042499999999987,-0.21078166666666664,-0.6185200000000001,,-0.81934,-0.58809,-0.38726499999999997,,-1.2453,-0.98669,-1.154045,-0.63678,-0.089068,-0.6854600000000001,-1.1601,-1.2574999999999998,-1.2088,-0.92889
3,91,2,2,,,-0.63192,-0.68965,,-0.362495,,-0.396175,,,-0.39136,,,,,0.43133,,-0.20854399999999995,-3.4608,,-0.22779,-0.22779,,-3.4608,-0.55494,-0.40098666666666666,-0.17006,-0.00968333333333334,0.3303,-0.38655,-0.03213666666666667,,-0.91096,,,,-0.8820899999999999,,,,-0.95907,,-0.4394699999999999,,,,,,,0.0223879999999999,-0.2181699999999999,,-0.2694833333333333,-0.11873666666666667,,,-0.2759,-0.8788833333333333,
0,116,1,1,,0.38868,,,,,,,,1.9389,0.31442,,,,,,,-0.10329,,,,,,-0.066165,,,,,,,-0.65096,,,,,,,,,,,0.15042666666666668,,,,,-0.010469,,,-0.094012,,,,,,,,,
2,119,1,1,-0.45042,-1.018255,-1.1,-1.058065,-1.2718,,-0.51747,-0.8583,-0.961655,-1.2383,,-0.5928995,-0.429485,-0.041598888888888866,-0.8275899999999999,-0.481553,,,,0.47152,-0.8946299999999999,,,-1.1125,-0.5034866666666667,-0.49441999999999997,-0.4537718,-0.4867266666666667,-0.8820524999999999,-0.7228049999999999,-0.43366,,-0.3889666666666667,-0.15287,-0.80243,-0.52082,,0.06922,,,-0.31213275,-0.7186222222222223,-0.6627433333333334,-0.46718100000000007,,,,-0.35822450000000006,,,-0.91977,-1.0035866666666666,-1.0623,,,,,,
1,144,1,2,,,,,1.1770699999999998,,,,0.68724,,,,,,,,,,,,,,,,,0.22697233333333341,0.37003,0.37003,0.7774366666666667,0.43067,0.3607,,,-0.05914499999999999,,0.10879,,,,,,,,,,,,,,,,,0.15544,-0.068473,0.052815,,,,
1,718,1,2,-0.065433,,,,,,,-0.11815,,,,,,,-0.24117,,,,,,,,-0.07422,,-0.44327,,-0.56629,,,-0.56629,,-0.93534,-0.8255049999999999,,,,,,,,,-0.57507,,-0.6893,,,-0.74203,,,1.2175,,,,0.42663,,,,,
2,648,2,1,,-0.77853,-0.83073,-1.0004,,-0.85683,-1.0787,,,0.5134399999999999,,-0.3609199999999999,0.5656399999999999,,-0.24347,-0.62192,-0.45227,-0.008566999999999998,,,-0.40007,-0.26957,,,-0.3739699999999999,,,,,,,-0.50447,,,-0.4783699999999999,,,-0.4783699999999999,,-0.63497,,,-0.70023,-0.12602,,,,,-0.77853,-0.556675,0.21981499999999998,0.23939,0.49060499999999996,0.85275,0.53302,,,-0.53057,
2,68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,-0.7996300000000001,,,,,,,1.6396,,1.6396,-0.27286,,,,2.2323,,,0.18505000000000002,,0.2838199999999999,0.05934499999999998,,,-0.13819000000000004,,-0.6889033333333333,-0.838565,-0.564695,-0.91936,-0.816105,,,,,
3,86,2,1,,,0.8800899999999999,-0.30812,-3.4205,-3.4205,,-0.31255,-1.2273486666666666,,,-0.49433,,-0.16624,,,,-0.662805,-0.583,-0.34359,,-0.6894100000000001,-0.583,-0.37018666666666666,-0.1972755,-0.1263385,,0.10421,0.3214566,,0.95101875,,,,,,,,,,-0.28594949999999997,,,-0.60369,-0.37905,-0.6509833333333334,-0.5031966666666666,-0.66724,,-0.6096,,,,,-0.2371795,-1.42538,0.1973099999999999,-0.13964,-0.28151
1,81,1,1,-0.9102933333333333,5.6523,1.2184733333333333,,-1.224,-0.7845500000000001,0.6723999999999999,-1.08015,-0.14280199999999996,0.075,-0.3995,-1.0451,-0.99846,0.03610599999999999,,-0.13502666666666666,,0.8723200000000001,,,,-0.632865,,-1.0374,-0.3294910000000001,-0.5784100000000001,,0.3213266666666667,-0.6017466666666667,0.15473000000000003,0.10611250000000003,0.45616,0.2928,,,,,,,-0.93234,-0.5122829999999999,-0.47469433333333333,0.20464666666666673,0.2227933333333334,0.004991500000000003,,,,,-0.8817799999999999,,,,,0.89176,0.3083599999999999,-0.17392,1.125125,0.46393
0,89,2,1,0.009594,,,,-0.069732,0.03339500000000001,-0.069732,-0.36588,-0.43992,1.0796266666666667,1.2735,-0.1173299999999999,-0.8612233333333333,,,,0.28459,,,,0.02017,,,-0.014204999999999968,-0.6250100000000001,-0.5641925,-0.2019405,-0.564195,,-0.8048150000000001,-0.5351079999999999,0.18146500000000002,,0.20526,,,,,,,-0.68318,-0.1790233333333333,,-0.84183,,-1.1909,-1.0534,-0.6673166666666667,,-0.4957237777777777,-0.45710524999999996,-0.5809433333333333,-0.82728,-0.6772330000000001,0.9509200000000001,-0.7109475,,,-0.7202
2,584,2,2,,,,,,,,,,-0.43345,,-0.7671100000000001,,-0.7286100000000001,,-0.7606950000000001,-0.7671100000000001,,,,-0.62595,,,,,-0.52328,-1.0366,-0.88261,-0.7221949999999999,,-0.6195350000000001,-0.36929,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022796,
3,157,2,1,0.10757,,-0.25412666666666667,-0.50045,,1.361,-0.4069133333333333,-0.38118825,-0.75302,-0.6594800000000001,0.5253966666666666,0.21047,,-0.02339,-0.070161,1.51071,,,-0.5144850000000001,,0.304005,0.767055,,,-0.15435,0.21982000000000002,1.3049,0.7483299999999999,0.42561,-0.032744999999999996,,,,-0.47707,-0.24789,,,,,,0.41626,0.60334,0.4910899999999999,0.65947,,,0.11692,0.60334,-0.44433,-0.645445,-0.748345,,-0.6360899999999999,-0.3040199999999999,,,-0.8652700000000001,-0.91204,-0.8278500000000001
2,770,2,1,,,0.7834399999999999,,0.3648,,0.08379500000000002,-0.32911,,,,0.59992,,,,,,,-0.69613,,-0.76495,,,,0.12967,0.33613,,,0.93254,,,,-1.2352,,,,,,,,,,-1.0861,-0.42086,-0.78789,,-0.7420100000000001,,-0.93699,,,0.1067299999999999,,0.29025,,-0.12265500000000001,-0.87965,,
1,843,2,1,-0.670385,,-0.6703899999999999,-0.54303,,-0.50058,-0.5642550000000001,0.17865500000000004,-0.5589500000000001,-0.6279399999999999,0.18927,,,,,,-0.25648,,,,-0.50058,,,-0.2458699999999999,-0.601405,,-0.6916150000000001,-0.12912,-0.31750174999999997,-0.32016,-0.12912,,-0.4369,-0.41567,-0.45813,-0.50058,,,,,-0.36261,,-0.67039,-0.012378,0.04599,,-0.09197849999999999,,-0.6916100000000001,,0.44398,-0.2918533333333333,-0.13974,-0.04422,-0.1928,0.64563,0.3803,,
2,260,1,1,-0.80514,-0.7596799999999999,-0.8676699999999999,-0.68011,-1.018235,-0.65171,-0.39145599999999997,,-0.38464,-0.26341,,-0.97561,-0.14597,,,0.27832000000000007,0.84278,-0.95289,,,-1.3507,,-0.80893,-0.6289849999999999,-0.469875,-0.4130499999999999,-0.5134366666666667,-0.6573899999999999,,-0.41873249999999995,-0.043688,0.018820000000000045,-0.15165500000000004,-0.70285,,,,,,,-0.782405,-0.3192865,0.08890333333333333,,-0.30508,,,0.467735,0.36545,,,-0.54375,-1.1234,-0.6119399999999999,,-0.4641899999999999,,-1.112005,-1.1347
0,275,1,1,-0.70555,,0.42676,,,,,,,,0.38376,,,-0.63389,-0.66972,,,,0.49126,,,,,0.2261,-0.43800466666666665,0.31567500000000004,-0.89188,0.5199400000000001,,0.5701,,-0.547886,-1.0281,,,-1.0281,,-0.26123,,-0.56939,-0.50489,0.1616,-0.66257,-0.5514749999999999,-0.082063,-0.21106,-0.6171700000000001,,,-0.15373,,-0.30423,,,,-0.5622199999999999,,,
2,805,2,1,-1.1849,1.1474,-0.33271,0.2952,,0.4148,0.10084,,,-0.4672699999999999,-0.58687,,,,,1.6108,,-0.73637,,-0.0337089999999999,-0.44858,,,,0.95301,0.7138,0.5742636666666666,0.84836,0.18307000000000004,1.1124833333333333,0.4147975,0.355,,-0.0636085,,,,,,,1.1922,0.17559,0.66895,0.17559499999999997,0.7138,-0.3476599999999999,-0.1832099999999999,-0.0038079999999999,,-1.080235,,-1.0503,,-0.9406733333333333,-0.73637,-1.1599666666666666,-0.78122,,-0.75132
1,94,1,3,,,,,-1.2348,-1.2348,-1.0985,-0.904845,,-0.8402799999999999,-0.73268,,-1.034,-1.1272,,,1.3118,-0.59638,,,,0.10662,,,,,-0.4457399999999999,-0.66095,,-0.68964,,,,,,,,,,,-0.517475,,,-0.49595,-0.653775,-0.60595,-0.7542,-0.70399,,-0.686055,,0.6805,,-0.463651,,,-0.201845,0.28595666666666664,0.14966
2,1229,1,1,,,,,,,,0.1468,,,,,,,,,,,,,,,,,,,,,,-0.535755,,,,,-0.74161,,,,,,,0.32015,-0.43825,,,-0.37324,,,,,-0.7632800000000001,,,,,,0.62351,,
2,230,2,1,-0.32827,0.93106,0.57962,-0.6536833333333334,-0.667515,-0.79686,-0.9872449999999999,-0.630905,-0.47471,-0.57721,-0.07933449999999995,-0.16232,-0.7057466666666666,-0.55281,,-0.40637,-0.5332833333333333,0.050024999999999986,0.53083,0.54547,-0.6309100000000001,-0.43566,0.58938,,0.16309333333333328,-0.38684699999999994,1.3996,-0.54695,0.06221666666666666,0.062220000000000004,-0.081775,-0.2452945,,,-0.43566,,,,,-0.054928500000000005,-0.09886349999999999,-0.08096366666666664,,-0.1964835,-0.2697,-0.05493150000000001,0.2477,-0.36081333333333326,,,0.08824666666666665,-0.66995,,,-0.657745,-0.77734,-0.59186,-0.8652,-0.1603692
1,339,2,1,-0.044306,,,-0.152845,0.04508300000000005,-0.49124,0.23662499999999997,0.33878,,,,-0.58063,,,,,1.2454,-0.79771,0.51756,2.6884,1.9435333333333336,0.14724,,0.39625,,,-0.095384,-0.035792,-0.014509000000000003,-0.127308,0.00039000000000000146,-0.0826139999999999,-0.04941300000000001,0.46648,-0.46059400000000006,-0.49123999999999995,,-0.35078,,,,-0.009190000000000031,,,-0.2997,-0.25287333333333334,-0.22308,0.46648,3.429,-0.58063,-0.78494,0.22385500000000003,-0.12092249999999999,0.862325,,1.04109,0.8176399999999999,1.6796,0.817655
0,190,1,1,,-0.17285,-0.11244499999999995,-0.608605,-0.5784,,,-0.90196,0.46568,,-0.12971,,0.19819,-0.008902,,,0.42684999999999995,,-0.17285,0.9489,0.41391,-0.43171,,,-0.060675,0.0601279999999999,-0.1404905,0.04071424999999997,-0.20161033333333334,-0.49212,-0.20448666666666662,-0.74235,,,-0.50937,,,,,0.69003,0.06588000000000001,-0.31954,0.5232066666666667,-0.74235,,-0.29078,-0.19441999999999998,,,,,,0.53471,,0.41392999999999996,-0.14265075,0.42468750000000005,,
1,208,2,1,-0.57938,,,-0.40476,-0.57065,-0.98099,-0.56192,,,,-0.71907,,,-0.58811,-0.71034,-0.1384765,-0.3785699999999999,-0.605575,,-1.0508,,,-0.73653,-0.592475,,-0.6550466666666667,-0.81511,-0.92861,-0.80638,-0.69288,-0.7518125,,,,,-0.9548,,-0.76272,,-0.96353,,-0.96353,,-0.59102,,,-0.6143,-1.1469,,1.2541,0.018674999999999997,,,,,-0.8413,-0.6055699999999999,-1.4699,-1.4786
2,578,2,2,,,-0.83199,-0.83199,-1.0785,,,,-0.97699,,,-1.1655,,,-1.267,,,,,,,-0.0924779999999999,,,-0.6724899999999999,,,,-0.8513233333333332,-0.73049,,,-0.77399,-0.88999,,-0.83199,,,,,,,,,,,,,,,,,,-1.1075,-1.02533,-1.1075,,,
2,578,2,1,-0.26648,-0.6821533333333333,-0.94799,,,,-0.32448,-0.20848,,,-0.42598,-0.7884899999999999,-0.005477,,,-0.87549,-0.87549,,,-0.65799,-0.7087375,-1.151,,,,,-0.91899,-0.46948,-0.91899,-1.078495,-1.035,,,-0.62898,0.22653,,,,,,,-0.6217349999999999,,,,,0.45853,,,-0.13598,-0.7884899999999999,-0.96249,,-0.44048,,,,-0.44048333333333334,-0.58548
0,353,1,1,,,-0.3448199999999999,,0.25428,1.19987,,,,0.016085000000000002,0.023303,,,,,,,0.17488,,1.0988,-0.61911,0.450984,0.824515,,-0.64798,,,-0.13549,,-0.66723,-0.11384,,-0.22211,,-0.09940500000000002,,,,,,-0.82121,-0.88618,-0.85731,,,-0.30873,,1.0411,,0.27232649999999997,-0.211284,0.0738299999999999,0.0630015,0.81008,-0.52527,,,,
0,99,2,1,-0.3253123333333333,,1.2021,0.854685,0.019322,0.18474649999999998,-0.84915,,0.18888,,0.3419,,-0.3115199999999999,-0.03443999999999996,,,0.01656333333333333,-0.32531133333333334,0.027593,,-0.526575,-0.5899833333333334,-0.64237,-0.2701699999999999,0.5983,-0.16677999999999998,-0.20813475,0.0524059999999999,-0.37769,-0.204,-0.43007666666666666,-0.23088249999999994,0.48250499999999996,-0.79952,-0.50176,,,,,,-0.81606,-0.65891,-0.97322,,,,,,,,,0.26469666666666664,-0.10198999999999998,-0.43559,,0.62312,0.20956,-0.1709099999999999,-0.62583
2,244,2,1,-0.698735,-0.60209,-1.2249,-0.41953,,,,,,,,-0.11885,-0.80612,-0.34436,,,-0.68263,,-0.4034235,,-0.4839699999999999,,-0.6987399999999999,,-0.81686,-0.91351,-0.8204433333333334,-0.55914,-0.98868,,-0.688,,,,,,,,,,,,,,,,-0.3551,-0.39805500000000005,,-0.065158,-0.31215,-0.31215,,-0.53766,,,-0.65578,-0.31751999999999997,-0.4839699999999999
1,718,1,1,,,,,,,,,,,,,,,,,,,,-0.79475,,,,,,,,,,,0.15424,,,,,,,,,,,,,,,,,,,,,,,-0.3114699999999999,-0.6190100000000001,-0.7596,,-0.72445,-0.8299
0,406,1,1,,,1.5774,,-0.23088,-0.7708483333333334,0.025295000000000012,,,,-0.7432300000000001,,,,,,,,-0.48328999999999994,,,,-0.9290966666666667,,-0.24595,-0.618915,,-0.66035,-0.5284949999999999,-0.30623,-0.34640999999999994,-0.5624,,,-0.75455,,,-0.087722,,,,,,-0.487055,,,,,,0.48741999999999996,1.0801,,,,,0.36247050000000003,0.83904,-0.01991,
0,250,1,1,,,1.7457,,2.0228,,,,,,,,-0.15834499999999996,-0.41565,-0.942145,,,-0.7165100000000001,-0.10688399999999999,,,0.13063,,,0.17022,,,,,-0.7917050000000001,,,-1.03584,,0.28897,-0.26523,,-0.419611,,-0.518575,-0.661085,-0.9355600000000001,-0.62414,-0.58191,-0.70067,0.886695,,,,,-0.70067,,,,,,,,0.047500499999999994
1,826,1,1,,,,-0.26839,0.79878,,-0.6876399999999999,,-0.38273,,,,-0.21122,,,,0.65587,,,,-0.51613,-0.80198,-0.068295,,-0.22709766666666667,0.741645,,-0.66858,0.51294,-0.21122,,0.3986,,,,-0.29697666666666667,,,,,-0.38273,0.45577,-0.14452,1.12755,0.408122,,,,,,,,,,,,0.1318,0.1318,
0,310,1,1,,-0.71335,,,,,,,,-0.6571133333333333,,-0.40292,-0.57838,-0.6526150000000001,,-0.30844,,,-0.541265,,-0.57838,-0.47714999999999996,,-0.7336,0.41367,,,,-0.2342,,-0.97655,,,,,,,,-0.2342,-1.287,-1.2128,-0.4704,-0.8685700000000001,-1.2015,,,-0.57163,,,,-0.75722,0.00874999999999998,-0.46366,-0.2746916666666667,1.345,,,,0.33943
1,468,1,1,,,-0.36264,0.19322,-0.18764,0.16234,,,,,,,,,,,0.44027,,0.5123300000000001,0.3888,,,,,0.18810000000000004,-0.79497,-0.9957100000000001,-1.2582,,-1.3199,,,,,,,,,,,,-0.48616000000000004,,0.21380899999999994,,,,,0.25498,,,,-0.5788,-0.23911,-0.197938,,-0.20823,-0.20823,0.19837
2,711,2,1,,-0.4831,-0.775655,-1.0283,-0.81555,-1.5735,,-1.2012,,-1.5602,,-1.3741,,-0.80225,-0.78895,-0.848805,0.47436,-0.78895,0.12861,-0.86874,-0.89534,-0.66927,-1.2544,-1.0881675,-1.2278,-0.735765,,-0.9352400000000001,-0.655975,-0.76236,-0.9596116666666666,-1.0150275,,,,,,,,-0.17724,0.12861500000000003,-0.4964,-0.12405,0.55415,,,0.062122,-0.017667,,-0.12405,-0.28363,0.022228,-1.27435,-1.1169799999999999,-0.32352,-0.41661,,-0.31022,-0.6205133333333333
2,210,2,2,-0.5264300000000001,-0.63828,,-0.7725,-0.677435,,-0.7016666666666667,,-0.6009966666666667,,,1.7049500000000002,1.4869,,,-0.24123,-1.13045,-1.0885,,-0.8955500000000001,-1.05775,-0.9738533333333333,-0.9291,,,-0.05293333333333336,0.52496,-0.34747,-0.34747,0.910865,1.3527,,,-0.157326,,,,,,,,-0.09581100000000001,,-0.39780499999999996,-0.80045,-0.8284299999999999,-0.58236,,,-0.7725099999999999,-0.4481400000000001,0.6927300000000001,-1.1975,0.6703600000000001,0.062646,-0.6420133333333333,-0.38103,-0.10511666666666664,
1,6,1,1,,,-0.67866,,,,,,2.2627,-1.0445,,0.41886999999999996,,,-1.12864,,,0.06400500000000003,-0.41159499999999993,-0.034774,,,,,,0.5432600000000001,0.49204,,,0.33107,0.20668,,,-0.34208,,,,,,,-0.30549999999999994,-0.20306249999999998,-0.18111,-0.68598,-0.14453,0.038395000000000026,-0.23233,,,0.1115615,-0.411595,,0.067662,-0.29086,,,,,
0,885,1,1,,,,0.35504,0.35504,-0.005288,,,,,,0.37804,0.39337,,,0.7307,,,,,,,,,0.17104,,-0.40395,,,,,,,,,,,,,,,,,,,,,,0.4700399999999999,,,,,,,,,,
2,172,2,2,-1.6217233333333334,-0.78167,-3.8018,-1.7543666666666666,0.19784,-0.674535,-0.6643300000000001,,,-0.7612599999999999,,-0.582705,,,,,,0.20294500000000001,0.0703,0.7794300000000001,,0.20804666666666663,-0.057237,,-0.37861999999999996,,,-0.47557,-0.47557,-0.087847,-0.18477849999999998,,1.0651,0.24886,,,,,,,0.0243889999999999,,,-0.5393395,1.0141,-0.74085,-0.70004,,-0.59291,-0.48577,,,-0.4891733333333333,-1.3394333333333333,-0.54699,-0.17457349999999994,,,0.22845
1,137,1,2,,,0.736955,,0.026179999999999926,-0.57839,,-0.2761099999999999,,,-0.13722,-0.52529,,,,,,,,,,,,,-0.1699,-0.64375,-0.42317,,-0.69277,-0.79898,,,,,,,-0.67643,-0.48035,,,-0.48035,-0.47627,0.0261779999999999,,-0.8153199999999999,,0.22225,-0.13722,,,,,,,,,,,0.51637
1,137,1,1,,,0.034348,,,-0.415,-0.063691,,,,,-0.23798033333333338,,0.1569,0.41016,,,,-0.23526,,,-0.6029,,,-0.8091925,,,-0.9215300000000001,-1.027725,-1.0849333333333335,-1.0440725,-0.611075,,,,,,,,,,,,,0.058857,,,1.4232,1.1291,,,,,,,,,,
2,181,2,4,,,-0.61954,-0.61954,,,,,,1.795,,,1.910035,1.2968,,,,-0.8782399999999999,,,,,-0.739305,-0.715355,-1.2423,,,,-0.7409033333333334,0.420095,-0.5764199999999999,,,,,,,,,,,,,,,,-0.56524,1.670505,,0.9326933333333334,0.822515,,,,,,,,
