fov,cellID,rep,dbscan_ldp_nbr_allele,chr4-g534,chr4-g535,chr4-g536,chr4-g537,chr4-g538,chr4-g539,chr4-g540,chr4-g541,chr4-g542,chr4-g543,chr4-g544,chr4-g545,chr4-g546,chr4-g547,chr4-g548,chr4-g549,chr4-g550,chr4-g551,chr4-g552,chr4-g553,chr4-g554,chr4-g555,chr4-g556,chr4-g557,chr4-g558,chr4-g559,chr4-g560,chr4-g561,chr4-g562,chr4-g563,chr4-g564,chr4-g565,chr4-g566,chr4-g567,chr4-g568,chr4-g569,chr4-g570,chr4-g571,chr4-g572,chr4-g573,chr4-g574,chr4-g575,chr4-g576,chr4-g577,chr4-g578,chr4-g579,chr4-g580,chr4-g581,chr4-g582,chr4-g583,chr4-g584,chr4-g585,chr4-g586,chr4-g587,chr4-g588,chr4-g589,chr4-g590,chr4-g591,chr4-g592,chr4-g593,chr4-g594,chr4-g595,chr4-g596
2,80,2,1,-0.10870075,,0.10392600000000006,,,,,,,,,0.19412999999999994,,,,,0.009854000000000002,-0.023650499999999998,-0.04126,,0.197998,0.97463,0.07128000000000001,-0.34581,2.1793,1.800633333333333,1.77335,1.9810666666666668,2.283975,2.467325,3.222,2.381,2.0517374999999998,1.529185,4.082,3.408025,1.08459,0.43511,1.95249,-0.068753,0.098771,-0.20148,0.4132,0.17287,0.6666366666666667,,-0.08293,-0.15767,-0.008827999999999997,-0.4489,,-0.3909149999999999,,-0.48112,-0.5584399999999999,-0.45277,-0.3780266666666667,,,-0.38963,,-0.221455,-0.4282899999999999
3,741,2,2,,0.022059,,,,,,-0.095577,,-0.1111099999999999,-0.2631549999999999,,,-0.11999,,,,,-0.27536,-0.23985,-0.1355299999999999,-0.06339499999999995,,-0.097796,2.6722,1.4625,2.2416,3.014,3.4734499999999997,2.4887,3.1361,,,,2.5863666666666667,-0.49288,,,0.39494,0.40493500000000004,,,,,,,-0.41297,,-0.31309,-0.30865,-0.24873,-0.22764,-0.43961,,,,-0.33751,,-0.16438,-0.2132099999999999,-0.30865,,-0.13109
1,137,1,2,,,,-0.47039,,,-0.28736,-0.458955,,0.68014,,-0.068362,,0.2683,0.2683,,,0.036231,0.049305,0.546125,0.1745996666666667,0.19966,0.04277033333333329,2.7491,2.2164,,2.8145,2.6641,2.5988,,2.8308,,2.419,2.158612666666667,2.7573,1.6346,1.7718,1.9777,,,,0.73243,0.75858,0.74224,,,,,0.29118,-0.27428,0.354368,0.13429,,,,,,,,,,,
2,603,2,1,,-0.12939,,-0.259991,-0.11877,0.1318099999999999,,-0.36722999999999995,,1.7606,-0.19097,0.334084,1.511083,-0.2568026666666667,0.19445999999999997,0.5607800000000001,1.30936,-0.0985945,0.18419599999999994,,-0.49677,-0.16053333333333333,,,1.0444275,2.625975,2.8089666666666666,2.3987499999999997,2.5468725,1.5249,4.0222,,,3.5338,,,-0.14425,,0.8665866666666666,0.303825,-0.027456,0.21039,,0.1604815,0.053241,0.06810533333333334,,0.008645,0.015724,0.03837533333333333,0.160483,0.13606,0.061735,-0.11452,0.40469499999999997,0.1127,0.13287399999999994,,-0.024269999999999996,,,,-0.013655
0,275,1,1,,,,0.5149600000000001,,-0.26265,,-0.26031,-0.082839,,-0.066493,0.23473999999999995,,,,0.8512200000000001,1.2856,0.60136,,0.76015,0.48694,0.26122,,,1.68876,,3.6494666666666666,,1.7584,1.265685,2.85945,3.4736000000000002,2.7847,,0.83254,,3.149,,1.7643,2.6563,2.5769,,,2.4835,2.1426,1.57745,,,0.037809999999999976,0.080621,-0.020955,,-0.4517899999999999,0.08646,-0.35605,-0.0606555,-0.20427,-0.1546475,0.087626,,-0.4751399999999999,,-0.3595499999999999
3,86,2,1,-0.20521999999999999,-0.11072175,-0.15509866666666666,-0.2454199999999999,-0.25559725,-0.15379274999999998,-0.23183999999999996,-0.03162699999999995,0.0010016666666666646,0.047467,-0.096625,0.28553233333333333,0.4722254,0.44998,0.18137999999999996,0.49122666666666664,,1.23,0.95431,0.22445,1.5678725,0.47622,-0.004216666666666646,,0.87788,0.7836,1.8517666666666666,-0.091926,2.02351,2.19315,2.1483033333333332,4.18226,1.109355,2.733033333333333,6.7791,3.7805625,,,0.94491,1.3980599999999999,0.4656545,,1.431215,,3.3036,-0.1859,-0.13265,-0.01479049999999997,0.08140399999999999,-0.24227999999999994,-0.3242466666666666,-0.3164166666666666,,0.321554,,,,,,,,,
0,250,1,1,,,,,,0.2484699999999999,,,,,0.64728,1.03474,1.214194,1.0107666666666668,1.094,0.825865,0.470585,0.4731186666666667,0.90728,1.3876993333333332,0.7394,0.0955206,,1.1066666666666667,-0.3007702,2.717866666666667,2.19455,1.35657,3.1276333333333333,1.456062857142857,5.1679,6.2962,1.137,1.62915,1.5282,0.9720400000000001,2.7511,2.2274,0.23753666666666665,,0.4276865,,0.781055,0.6725188,0.02130499999999999,-0.30935,0.89212,,,0.44535,,0.026354499999999996,,0.018781,,,-0.021605,0.14499,,,,,
1,6,1,1,,,0.067639,,,,-0.8318,,-0.752435,,,0.765365,1.1258,2.0781,1.1572,,,2.6105,,,1.9393,2.5361000000000002,,2.0848,,1.6725266666666665,,3.0867,,2.184,1.6714,3.3579,4.423733333333334,,1.0134,2.8329,,,,-0.330825,0.036222500000000005,-0.48459,,,,-0.05801633333333333,,,,,,,,,,,,,0.4975199999999999,0.0974,,,
0,406,1,1,,,0.29838,0.941015,0.72302,-0.07100933333333333,-0.060412,0.07508133333333329,0.42328,,-0.25797,-0.23981,0.17348,0.10138500000000003,,0.76844,0.6602,0.34682833333333335,0.1099,1.5564,0.196195,0.4369,0.4845899999999999,0.29838,,,3.0302,4.3382,0.669675,,4.6584,1.5814249999999999,,,,2.7918,,0.68215,,3.0688,,0.527735,0.6026699999999999,2.3126,1.8266,1.1681,,0.23934,,,0.20618379999999997,,0.51184,,,,,,,,,-0.0891763333333333,
0,164,1,2,,-0.078601,,,-0.004095,4.4e-05,,,,,0.6706,0.29186,,1.1549,0.67887,,0.439835,0.67267,,0.2235599999999999,,,0.62713,,0.9734366666666666,,1.42808,0.10145,2.5839499999999997,1.8379,3.52665,,4.756,3.1562,2.377,1.6260733333333335,3.3507,4.398,,,0.33118,,,0.2442599999999999,,,0.26288,0.043506,,,,,,,,,,,,,,,
1,468,1,1,3.293,3.17255,1.0103,,5.7833,,,0.33086,0.50156,,,,,1.16426,,,0.006188,0.8630399999999999,,2.0111,1.0103,,-0.2917,0.63544,1.9107,0.5638088000000001,4.8327,4.1566,2.449555,-0.040671,4.431,2.1282,,,2.916476,,,,,,1.0639,,,,,,,0.16685,0.5093653333333333,0.07313133333333334,0.32918050000000004,-0.03955566666666666,-0.13439,-0.0005059999999999,,,,0.43462,,0.2929226666666666,3.8353,-0.005527000000000001,
2,566,1,1,-0.086762,,,0.05926033333333333,-0.04130524999999997,0.06820999999999999,-0.053315,,,-0.235605,0.097885,,,0.92313,,,0.72952,0.40594,1.299035,0.511448,,-0.063208,-0.19604,4.535,3.3131533333333336,0.97118,0.8736900000000001,,5.3235,1.8190266666666668,2.4200666666666666,2.1977,4.3541,,,3.7139499999999996,,,-0.071687,,0.05973000000000003,0.03782750000000003,0.3013699999999999,0.0786664,0.13745,-0.088644,0.30890666666666666,0.14404333333333327,-0.0321199999999999,-0.012337,0.10579800000000002,-0.012336666666666633,0.16288499999999995,,0.061144,0.1593555,,,0.12143666666666669,,0.201045,,0.7667366666666666
0,353,1,1,-0.27593,0.17798,,-0.3276199999999999,-0.34109999999999996,-0.14785,-0.15459050000000002,-0.208521,,0.30382,,0.19371300000000002,,-0.30739,0.13529,0.5262899999999999,1.2063866666666667,0.31056,1.1757,0.9622333333333334,0.524891,0.5360366666666666,0.294835,4.652,,2.279,,1.3667,2.46893,3.3689,,4.21265,3.9284,2.7464,3.0947,,1.6903025,,,3.2655,,,3.5869,,1.5937,-0.15009,0.070123,1.2274,0.82291,0.49146500000000004,0.002710000000000004,,,,,,-0.47593,,-0.24896500000000002,,,,
0,310,1,1,0.080839,-0.17174,0.18647,,0.14284,0.096913,,-0.027083,,-0.22685,0.032619,1.9637,0.15432,,-0.15337,,,,0.22378,,-0.279665,,-0.16868366666666668,0.085432,0.9778933333333334,1.3805,5.09005,,1.9706,,,2.7445,,,,2.9526333333333334,,,,,2.2163,1.6423,1.9408,,,,0.10150666666666665,,0.2622419999999999,0.79956,,0.4689,0.8535200000000001,,,,,,2.2462,,2.1865,,
0,407,1,2,,-0.17181,,,,,,,,,,,2.7405,,-0.08329,,,,,0.87272,1.0645,0.24128,-0.06558699999999995,,0.38291,,,0.43012,,,,4.0328,,,,4.0328,,,,0.14686,,-0.024277,0.39471,,-0.20132,,,-0.13345,-0.13345,,,,-0.044932,,,,,,,,,,
0,613,1,1,0.2404599999999999,,0.34565,,0.046098,,0.597735,0.5072200000000001,0.16729,0.5926,1.585,0.4554,,,1.63757,1.1231,,1.8114,,,,,,,,3.3045,-0.50727,,,1.6948,,3.84935,3.1994,,,3.1994,,5.2527,,0.6108899999999999,0.025514999999999954,,,0.1993,,,,-0.19171,,,-0.2443015,-0.44553,-0.0773799999999999,0.046098,,0.44397,0.23474499999999998,,0.073538,,1.1048,1.5095,
1,94,1,3,,,,,,-0.38774,,,-0.050191,,,0.13706,0.060682,1.0906,0.44258,0.47337799999999997,1.713925,3.391033333333333,3.07645,2.4621,3.0435666666666665,2.2264,,1.263,1.516805,3.84885,1.2236,0.03356666666666667,2.85715,3.319125,3.829563333333333,5.9468,2.9877000000000002,,,,,,,,,,,,,,,,,,0.00155,,,,0.05637,-0.23498,,,,,,-0.08838,-0.34585
3,353,2,1,-0.25123,-0.099124,-0.292305,-0.22183,-0.10926,-0.25935,-0.263405,,,1.1137,,-0.356695,-0.07005533333333333,,0.135126,1.6167,0.5945,0.220309,0.6594,-0.009886,0.744085,0.548365,0.98593,,,5.98125,2.0791,2.9901400000000002,3.0174683333333334,3.4785500000000003,1.9848000000000001,4.8577,3.1168666666666667,0.14831,,,,,1.7992,1.2618,0.825705,0.607685,0.338955,0.47179499999999996,0.43529,,,,,,0.22944,,,,-0.2603599999999999,0.05197299999999995,-0.18633,-0.20965499999999998,-0.024082500000000052,0.1118,0.059071,-0.14070500000000002,-0.129547
3,741,2,1,0.036116333333333334,,,,-0.24873,-0.23763,,,,,-0.45736,,,,,,0.31726,0.77449,1.38376,1.831,2.845325,,0.8122199999999999,2.0929,,,3.8197,3.8685,2.832,3.6599,3.4586333333333332,,2.9075,3.6599,,2.1706,,1.472545,,,,,,2.3504,,,1.9131,,1.0164,,1.7167,,,,,,,,,,,,
3,91,2,2,,,-0.56663,,-0.2811736666666666,-0.20695549999999996,-0.26262,,-0.03785580000000001,0.19423333333333329,0.07487366666666663,,-0.4098933333333334,,1.437908,2.49845,1.0305633333333333,1.251704,1.4731333333333334,0.8669016666666666,0.8911724999999999,1.1902466666666667,-0.410925,1.324405,1.934795,1.5046475,1.9610800000000002,0.7662100000000001,3.6208000000000005,4.6556999999999995,3.8912,3.8252200000000003,3.7114000000000003,2.618589,5.2801,2.8760250000000003,2.755725,3.3384666666666667,2.60195,0.87131,0.98887,1.3703,,2.01443,1.259,0.65099,-0.3938,0.10601,0.057745,-0.378852,0.63074,-0.11975999999999998,,,,,0.12314,-0.031006,-0.1680299999999999,-0.220189,-0.10340950000000003,,
1,713,1,1,-0.010038,,,0.62973,,,,,0.45336,,,1.0032,,,2.1859,,3.4205,6.0556,4.1743749999999995,4.3162,2.1444,,2.3485,,,,,,,,,,,2.9813,5.7479,,,1.1865,4.413,0.674685,,1.0966,,0.64356,,,,,,,,,,,,,,,,,,,
1,53,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2.0521,2.7278,,,4.76765,4.05605,,1.4828,,,,,3.6025,,0.71455,1.1634666666666666,0.6596025,-0.31984,3.6349,2.022,,0.99918,,-0.643815,,,-0.36072566666666667,-0.13472,-0.032899,-0.48183050000000005,,-0.60216,-0.86365,-0.58134,-0.601005,,-0.6067899999999999,-0.21803,-0.25968
1,233,1,1,,0.52552,0.072035,,0.3002599999999999,,,0.8426600000000001,,,,,1.4088,,,,3.5043,0.96418,1.04569,,4.3283,3.694576,3.5813,,,,3.7444,,,3.07895,,,,,,,,,0.81006,,0.596655,0.58628,1.9570979999999998,,0.5759099999999999,,0.09080833333333334,-0.09888499999999996,0.39511,0.11057,0.713243,0.168364,,,,,-0.20065,,,,,,
0,190,1,1,0.61357,,,,,0.6527133333333333,0.8117300000000001,-0.346645,,-0.27203,,1.3695,0.948105,0.70653,1.1566766666666666,1.3548,1.2716500000000002,1.0417,1.64225,1.5126,1.4967,1.54124,,1.3756,2.3594666666666666,1.5175,1.6704,4.0997,4.5462,2.60641,4.23795,,2.7627349999999997,,,4.706433333333333,4.8605,,,1.8588,,,1.6374,,0.6307,,-0.073872,-0.2965,-0.3552099999999999,0.43255,1.0833,0.22092,-0.27203,2.4704,-0.33319,2.501,,-0.36989,,1.1762,,0.16343,
1,339,2,1,,-0.2147,,0.69139,0.69139,,-0.50255,-0.31482,,-0.461245,-0.39617,,0.56374,,,,,,-0.029480000000000006,0.14698499999999998,,,,,,1.573725,2.54113,4.2156,5.4446,4.2832333333333334,5.4446,3.7,3.337066666666667,2.2983,,,2.2358,2.9917,0.3785199999999999,0.40354500000000004,0.3785199999999999,0.02433500000000005,0.76398,0.3309566666666667,0.70891,0.1207,,-0.37488999999999995,-0.33735,-0.40243,-0.44498,-0.32858499999999996,-0.33735,-0.23723,-0.14587,,,,-0.1346,-0.16297066666666668,,,-0.36238
2,210,2,2,0.153989,,,,,,,-0.5246,-0.015659,-0.009624,-0.18362999999999996,-0.0790255,,,0.09296849999999995,1.9437,2.24741,3.399795714285714,1.6733387499999999,0.315255,1.5016175,0.35447999999999996,1.7545566666666665,1.8943925000000001,,3.04805,,2.7764499999999996,2.81792,3.053575,,4.277125,4.070925,3.677633333333333,2.8415,4.3978,3.9291,4.27815,0.5636899999999999,1.5232324999999998,1.199748,0.13521100000000003,0.8996299999999999,,0.45003000000000004,0.8091,,,,-0.33953,,,,,,,,-0.04181,,,-0.45318499999999995,0.172425,
2,119,1,1,,0.3809,-0.2244335,0.09452999999999993,-0.5853,-0.2407305,0.1073335,-0.18485499999999994,-0.030029499999999952,0.05395300000000003,-0.11128179999999999,-0.06378599999999997,-0.15167299999999997,0.0013999999999999985,-0.14062,-0.12043999999999999,0.9637133333333333,0.160875,0.9772949999999999,,2.3529,1.335008,-0.25237,1.687,1.6582175000000001,2.11228,3.617075,4.4156616,4.43476,3.6094999999999997,4.226742857142857,4.033825,3.6784,2.08628,3.2275066666666667,3.820028333333333,3.7722999999999995,3.653175,2.0875,2.0354666666666668,1.685632,2.6625333333333336,2.838875,2.9163,0.6602799999999999,2.6765,,0.62147,0.47495200000000004,,,,1.1632,0.6986950000000001,,,,1.9664,1.7219,,,0.37158,0.37158
1,878,1,1,,0.38865,0.7585500000000001,,0.40194,0.72754,,0.79399,2.0366,,,,,,1.8505,,,,0.9567800000000001,,,,,0.3222,,1.0032999999999999,,,,4.5218,5.6847,,2.71105,,,,,4.3158,,,,3.0865,3.6015,5.5385,5.4953,0.14943,,6.4223,,,,,,5.4654,,,,,,,,,1.6445
3,718,2,2,,,,,-0.068024,0.27979,0.027266,,-0.04499633333333333,-0.051348,,,-0.07755300000000001,0.33696,,,1.13502,-0.15379,,0.5203899999999999,1.5138,1.144555,0.93729,1.5686,1.0755,2.7526,2.0307,,1.8664,3.1409,,,,,,6.4987,5.759,,,,1.4828,1.7258,,,3.1409,1.5686,,,-0.24193,,-0.27766,,,-0.20143,-0.18714,-0.089464,,,0.38222,,,,0.26192000000000004
2,516,2,2,,,,,,0.33909,,,,,-0.43928,,,,,,3.6667,,,,3.9187,3.6555,4.9669,4.36585,4.2622,5.0974,,5.471700000000001,3.393465,5.0216,,3.6243,2.0475,2.9173,1.0305,,4.90005,,3.9644500000000003,3.76595,,1.0885,,,1.9048,2.8236,1.5423,,,,,,,,0.957995,,-0.31216,,-0.35899,-0.35899,,,
1,81,1,1,-0.10143499999999997,,0.025378,-0.17155900000000002,-0.213335,-0.13724475000000005,,-0.31179999999999997,-0.623615,-0.096961,-0.14023,,0.1328,,0.7445,0.5356233333333333,1.8406,2.4438500000000003,0.89369,-0.007444,0.5445800000000001,0.91458,1.6725,0.29094,,,,,,,,,,3.6926,3.9671,,3.6836,,3.5643,3.6419,2.08425,1.2368,2.4155,1.8485333333333334,,3.2569,,,-0.059663,0.071629,0.07610600000000001,0.043282,0.37598499999999996,0.23425,-0.37446,-0.37446,,-0.6280899999999999,,,,,-0.58334
0,646,2,1,,,-0.52964,0.27,0.395993,0.37751666666666667,0.16921,,,,,,,,,,,,,,,,,,,,,,,1.43925,6.1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,718,1,1,,,,-0.19319,,,,,-0.1147099999999999,,,,,,,,4.651625,5.34,,3.8014,,4.8822,4.1039,9.3656,,,,,,,,,,,,,3.9077,,,,,,,,,,,,,-0.2226199999999999,-0.28149,0.22213,0.0291839999999999,,,,,,,,,,
2,578,2,1,-0.4948899999999999,,-0.12152,,,,-0.35933,-0.2214,,,-0.33198,,-0.11913850000000001,0.037818,,,0.584815,0.18051,0.39810999999999996,,0.77267,1.6336,0.26136,0.6502,,2.8535,,1.4124,,,3.2983,5.19245,,5.0747,,,6.1021,,0.011659,,,,0.33271,1.9094,0.6085750000000001,,-0.012123,,-0.18097,-0.29988,0.10916,0.102027,,,,,,,,-0.004988,-0.004988,0.2411475,
0,544,1,1,,,,,,,,-0.0589919999999999,-0.089345,,,0.2475699999999999,,,0.81821,3.386,,,1.2228866666666667,,,1.8502,,,4.231350000000001,2.3419,6.6732,3.25705,,,,,,,,,,,,,,,1.62405,,2.7577,1.4738,,,,0.28703,0.41754499999999994,-0.052922,-0.30485,0.018409999999999954,,,,,,-0.16826,,0.1899,
2,516,2,1,,,-0.082436,-0.0590185,-0.1092,-0.071285,-0.21179,0.029078500000000004,,,,,,,0.86321,,,0.6000300000000001,0.571035,0.4662199999999999,0.4851715,0.5792166666666666,0.8052199999999999,,3.5106,2.7612,,,4.5889,5.1119,5.3327,,3.704025,5.1097,,4.53315,4.5432,1.7219,,,,,,,,,,,,0.55097,,0.26549,,0.27998500000000004,0.053611,0.16959,,0.46845,,,,,
2,584,2,1,-0.15173,,-0.24849,-0.47767,,,,,,,,1.8548,1.7538299999999998,1.4398,,,,9.0256,,,,,,,7.0393,,4.992,0.98397,,4.8902,,,,5.1957,4.2739,4.01035,,5.1321,,,-0.1339,,-0.080429,,0.031613,,,,,,,,,,-0.27310666666666666,-0.51332,-0.48531,-0.060058,-0.17974,,-0.4904,,-0.39364
0,27,2,1,,-0.01367500000000002,-0.086649,,,,,0.23444,0.2508599999999999,,0.2618,,0.31289,0.488027,0.88574,,0.8845133333333334,0.7064825,0.71972,0.5500584999999999,0.7379680000000001,1.260511,0.7607642499999999,1.4805,,2.5970000000000004,2.4978666666666665,4.9979,4.449933333333333,4.449933333333333,4.510944444444444,4.4554,,6.15725,4.412675,5.352225000000001,5.450933333333334,1.7457539999999998,1.22874,3.6120925999999995,,3.823,,4.9778,2.3700599999999996,1.3747,0.0021381666666666584,-0.23381666666666667,-0.34570999999999996,-0.2804875,-0.1858928,-0.42233,-0.1213099999999999,-0.06475700000000001,-0.17421999999999999,-0.26543749999999994,-0.336585,,0.066597,-0.10672,,0.306501,0.00791233333333334
2,1229,1,1,,,,,,,,,,,,,,,,,3.0595,,,,,,,,,,6.7706,,,,,,,,,,,1.8189,,,0.16111,,,0.434705,,,,0.22071,-0.0068319999999999,0.15569899999999998,,0.10152,,,,,,,,,,,
1,84,1,1,-0.19343,0.29802,0.32016,,0.1984066666666667,0.37402599999999997,,,-0.16797549999999994,0.10764,1.84105,,0.64779,,0.85146,,1.21675,1.1126666666666667,0.52161,0.6691933333333333,1.3943875000000001,1.497875,0.18733249999999999,2.4609,2.379,2.7509,3.2184200000000005,3.46145,2.5483100000000003,5.263450000000001,5.298875,2.6435,7.309,8.2365,,,2.9515666666666664,4.3802,,,0.40737999999999996,-0.10045,0.724709,0.5603549999999999,0.800535,,,0.78283,1.5333,0.3799285,1.9273,,0.14306,1.1282,0.9193475000000001,0.06557400000000001,0.42752500000000004,,0.30909,0.26703,0.329015,,0.3268
2,260,1,1,-0.26715,,-0.15122,,,,-0.119286,-0.0684169999999999,4.3369,,-0.02464525,1.7208100000000002,1.51792,3.15985,0.2809523333333333,0.6774452500000001,2.7027,2.0664333333333333,1.8818666666666666,3.6697,2.2667433333333333,2.063744,3.2794,1.96274675,3.2794,2.00365,4.877549999999999,4.63265,5.693783333333333,4.774644285714286,5.106122222222222,,,5.147666666666667,,2.878345,,,1.3803166666666666,,1.1855233333333333,2.1201,1.8977,0.987256,1.9024,1.1559575,2.042,0.109815,1.7581,0.23284633333333335,0.1942,0.7083933333333333,0.32433,0.028586,,-0.221017,-0.22693,-0.2592666666666667,,-0.24980433333333332,-0.22457,0.15161,0.1096185
1,137,1,1,,-0.022603,-0.28518,,,,-0.36907,-0.0454829999999999,,,,,,0.3336699999999999,0.18005,,1.036395,1.7686,2.8341,,1.0396833333333333,1.02659,,0.34347,0.4971,,0.5755399999999999,,,0.58535,0.5493899999999999,9.8811,,,10.476,,,,0.14736,0.48892499999999994,,1.10504,,0.45297,,,-0.0912419999999999,,,,,-0.012797,,0.35655,,,,,,,,0.29771,
0,158,2,1,0.0706909999999999,-0.34105,,0.54388,0.3103599999999999,0.048158,0.19974,,-0.18536,0.54593,-0.38133,,,1.0437,0.2222735,-0.28369,1.7525,0.5780233333333333,1.2383,0.7630600000000001,1.641844,1.5940433333333335,1.7078924999999998,,2.1369000000000002,2.6814299999999998,3.4378225,4.475992857142857,3.258064,4.322225,5.19628,4.5076,4.313,5.6732,6.3983,5.0013000000000005,,,5.0689,,,-0.050167,0.71595,,,0.7589805,,,-0.0368525,0.04679266666666667,2.357774,4.9132,,1.4339499999999998,0.5725600000000001,1.613164,,2.2953,0.66816,1.6562,0.72926,2.8402,
3,157,2,1,0.11733999999999999,-0.014779999999999996,0.79069,0.177022,-0.045259999999999995,0.72335,0.45936275000000004,,-0.10915,,0.5496765,0.4279985,-0.24535,,-0.22699,-0.191025,0.7993433333333333,0.43565,0.04082000000000001,0.18059333333333336,1.21,0.35964,2.24717,2.0761849999999997,0.23746999999999996,,3.2805,2.3271,,5.9811000000000005,5.95864,4.909816666666667,2.88234,3.7243,6.8443000000000005,5.141433333333333,5.104699999999999,5.64645,,0.089793,-0.002026750000000025,1.8052962000000001,2.2338,0.9712586666666666,0.6713224999999999,-0.057886499999999994,,-0.06400650000000001,-0.186435,-0.22775,-0.093847,,,0.87179,0.34995,,0.12728499999999998,,,0.016337,,2.282,0.7248816
1,98,1,3,,,,,,-0.2244699999999999,-0.2244699999999999,-0.15866,,,,,,,0.672125,0.35132633333333335,0.65773,0.65773,0.7804266666666667,0.91067,0.92507,0.61249,0.65156,,2.2967,,1.29935,6.3005,,,6.84955,5.58075,7.26905,6.0537,1.9039,5.2024,,3.658,2.6072,,,,1.871,1.050515,0.7790600000000001,,,0.10044550000000001,-0.016769,0.23514000000000002,-0.057897,,,,0.524065,,,,,,,0.59398,0.47882
0,407,1,1,-0.14525,,,,,,,,,,,,0.8786200000000001,,,,1.1973,0.7753399999999999,0.29930666666666667,,0.48028,0.48028,,,,,,,,,4.9328,,,,,,,,,0.6927300000000001,0.6927300000000001,,,,0.84026,,,,,,,0.07751800000000005,,,,0.4389699999999999,,,,,,,
3,62,2,2,,,,,,,,,,,,,1.5562,,,,,,,,,3.2988,,,,,,,,,,,,,,,,5.163,2.4637000000000002,1.9539,3.3945,3.3945,,3.0778666666666665,,1.5576,,,,,,3.3917,,,3.5708,,,5.204,1.7517,,,,
2,172,2,2,,,,,,,,,,,,,,,,,,,,,,,,,11.666,,,,,5.4158,,,,,,,,,0.3055199999999999,,,,,2.8373999999999997,1.2873,,-0.10612200000000001,-0.010865000000000014,-0.24900999999999998,0.1146599999999999,-0.23697249999999997,-0.27501525,-0.33240000000000003,1.5836733333333333,4.22075,-0.08307999999999995,,0.0625033333333334,0.3313085,1.805755,1.1285666666666667,-0.37539,0.52733
2,805,2,1,,,,0.7683399999999999,,,0.93617,,,0.6413300000000001,,1.1811,0.4961733333333333,,,,1.2960299999999998,0.49164666666666673,1.3598279999999998,1.943165,0.61411,-0.1933099999999999,3.2768,2.5525333333333333,3.376575,6.3205,5.4405,7.2753499999999995,5.89635,6.331825,,2.26525,7.407633333333334,4.05245,6.7764,6.3749,3.871,2.9970666666666665,3.5187000000000004,2.35142,3.2677,,,2.3196754000000004,2.1019466666666666,0.95432,0.50978,,,,0.1605,0.45535,1.4487,,0.8976299999999999,,0.37824,,0.99514,1.8418633333333334,2.229,0.76229,
1,94,1,2,,,,0.45243,0.4512,0.58795,,,0.482,,,,0.24732,0.043435,0.568235,1.1743,,,,,,0.12228,,,0.729615,4.7445,,5.0451,5.5366,7.2169,,,,6.511,,7.1714,,2.1056749999999997,2.6329,,,,1.4404,-0.47397,,,0.12474,0.182644,0.16663,0.2935175,,,,,0.52635,1.0438,,0.5978,0.5916399999999999,,,,
2,584,2,2,,1.0756,,,,,,,0.3855699999999999,,,,1.7555,,2.3743,,3.0618,,4.5031,4.4675,3.0568,2.6696999999999997,3.2197,3.9149,4.3198,6.0284,,,5.3027,6.7287,4.8061,,,5.5319,5.3307,,,4.6534,,,,,5.5687999999999995,,4.15045,,,,,0.9305,0.29007499999999997,0.21241,,0.19331000000000004,,,,,,-0.4598399999999999,,,
2,230,2,1,,0.5848,,0.8620675,0.1229205,0.1665835,-0.21212,0.2509363333333333,0.36262,1.4378766666666667,1.3375,,0.291335,0.62817,0.73597,0.0525259999999999,2.8312800000000005,1.74498,3.4012000000000002,2.233,0.8907433333333333,1.49037,1.3338871428571426,1.8382,,2.91942,8.1346,7.9689,5.531479999999999,9.8686,8.3538,,,3.6800800000000002,5.4917,5.055899999999999,3.7434,1.7153,0.71016,1.4681499999999998,0.09054333333333332,1.130755,1.0666,0.4760866666666666,0.7311759999999999,-0.07341333333333333,1.186,1.2795645000000002,0.9190875000000001,1.1948610000000002,,,0.042723500000000005,-0.0045034999999999485,,,0.4749,0.1223852,0.36796999999999996,0.21292,0.34212499999999996,,
0,89,2,1,-0.44114,,-0.053589,-0.52469,,0.2335175,0.27618499999999996,-0.18336,-0.1833648,-0.08795866666666667,0.058409,0.12596,0.7167523333333333,,2.51285,0.37840500000000005,2.0583671428571426,2.2935933333333334,3.323768,2.960194285714286,2.9419125,2.7688833333333336,1.6573160000000002,1.54635,6.164975,4.12945,4.394333333333333,5.157584666666666,7.344049999999999,2.1970555000000003,3.5187945000000003,7.601400000000001,9.0636,3.01125,7.866266666666667,8.1565,9.0876,7.1623,,1.3384,0.9615150000000001,1.7206,0.39262499999999995,1.2815,,,,0.33751,-0.25092,-0.16736499999999999,-0.310475,-0.069589,-0.1211435,0.022854,-0.19047700000000006,,0.01781666666666667,-0.2568463333333333,0.090408,0.2504099999999999,0.44596,0.07174150000000006,0.2213693333333333
0,215,1,1,,1.8148,0.55232,0.441972,0.77675325,,,0.31853,,,0.54063,,1.2864,,,,2.04747,1.733,0.6958757999999999,,0.963785,1.8818533333333336,1.17188,1.6652,,,7.613,,5.3779,4.5502,,10.7154,1.5732333333333333,5.3779,8.6884,4.6122,,,2.0252,,0.210985,0.65052,2.9814666666666665,0.34191,2.231,0.17941999999999997,,2.5927575000000003,,,,,,0.81184,,,,0.15955,,2.04158,0.66455,,
