fov,cellID,rep,dbscan_ldp_nbr_allele,chr6-g626,chr6-g627,chr6-g628,chr6-g629,chr6-g630,chr6-g631,chr6-g632,chr6-g633,chr6-g634,chr6-g635,chr6-g636,chr6-g637,chr6-g638,chr6-g639,chr6-g640,chr6-g641,chr6-g642,chr6-g643,chr6-g644,chr6-g645,chr6-g646,chr6-g647,chr6-g648,chr6-g649,chr6-g650,chr6-g651,chr6-g652,chr6-g653,chr6-g654,chr6-g655,chr6-g656,chr6-g657,chr6-g658,chr6-g659,chr6-g660,chr6-g661,chr6-g662,chr6-g663,chr6-g664,chr6-g665,chr6-g666,chr6-g667,chr6-g668,chr6-g669,chr6-g670,chr6-g671,chr6-g672,chr6-g673,chr6-g674,chr6-g675,chr6-g676,chr6-g677,chr6-g678,chr6-g679,chr6-g680
2,119,1,2,,,,,,,,,,,,,0.59975,,0.8861100000000001,0.31571,-0.17787,0.0293415,,0.18533,0.15041,,,1.4053,0.10198159999999998,0.8527366666666666,1.21949,2.089775,0.75341,,1.1492,1.4122825,,2.2935,,1.5101,,,0.040982,,1.1143,,,,,-0.0428329999999999,0.052623,0.010716,-0.060682999999999966,,0.037102666666666666,,-0.17787,-0.038176,0.029341000000000048
2,181,2,2,,0.3218833333333333,,0.0801809999999999,0.13013,,0.2334699999999999,0.062958,0.040567,-0.19367,0.13787999999999997,0.34628499999999995,0.2409313333333333,0.1094599999999999,,,-0.021437,,,-0.13080749999999997,,0.23432999999999998,,1.80595,,1.7267,1.5614,,,0.40054,,,1.3134,,,1.2617,,,,,1.0292,0.26446900000000007,0.9758,0.26963750000000003,0.26102699999999995,,,0.030233,0.0560679999999999,,,,,,-0.12994399999999998
1,84,1,1,,0.39543,0.7607,0.51497,-0.01965,,0.09989,,0.20172499999999996,0.54596,0.11723266666666664,0.37919333333333327,0.42199,,-0.56977,0.18512,,,-0.028664285714285722,-0.305595,,,,0.31351766666666664,-0.4192399999999999,1.21008,1.2942,,,,0.47292,0.29691300000000004,-0.3129699999999999,0.26355142857142855,0.40981599999999996,1.9096,0.270895,0.76512,0.2548575,,,,-0.36684,-0.10543499999999996,,,0.75848,,,-0.053965,,0.57695,0.22054033333333334,0.3090912,0.33971666666666667
1,94,1,2,-0.045266,0.056986499999999954,,,-0.16353,,0.09928366666666662,,0.36127,,0.37606,,-0.032944,,,0.53128,0.53128,,,0.73578,0.73578,,,,,,0.43272,2.1180333333333334,,,,,0.77274,0.61012,0.58548,0.96738,0.68896,1.1546,1.1645,1.029,0.96492,0.60519,,,,,0.15677,0.15431,0.2159,-0.336,-0.30027,-0.2202,,-0.2670099999999999,-0.2423699999999999
1,233,1,2,,-0.20213,,-0.076163,,,-0.12951,0.57887,0.979,,1.3436,,,,,,,,,,,,,,2.0134,1.5244,,1.7481499999999999,0.78635,,2.0727,1.6607,1.8148,1.59995,0.343235,1.3347,,,0.6352,,0.95973,,,1.1717,,0.25876,,0.61444,0.10611999999999996,0.3743599999999999,,0.19948,,,0.6529699999999999
0,407,1,1,,,0.70158,0.23538,,0.32980000000000004,,0.68387,,,0.15866,0.1557105,,,,,,,0.81665,,1.1206,,1.7638,-0.33114,1.4412266666666664,1.6999000000000002,,0.48618,1.963,,1.6340000000000001,,,,,0.8195965000000001,,1.1648,-0.24853,2.0146,0.74584,,0.8196,1.7313,,,0.19112,0.40947,0.25013,,-0.1895099999999999,,,,
2,578,2,1,0.033062,-0.32604,-0.071576,,,0.17337,,,,,,-0.31177,,,,,,,,,,,1.0913,,,,1.7374,1.0913,,,0.98075,,0.08776,0.53604,,,,,1.0842049999999999,,1.94035,1.5884,,,0.265525,0.20072199999999993,0.96054,,0.67278,0.64662,,1.552675,2.20075,,2.2495000000000003
1,137,1,1,,0.35982,0.14409,,,,0.5918800000000001,,,0.41211,,0.28953999999999996,,,0.6025075,1.2030925,,0.380247375,0.23986169999999998,0.0934295,1.415535,1.3338,,,,0.09506333333333335,1.8568500000000001,1.41228875,2.1313666666666666,1.6040333333333334,1.5594,2.0987,0.83049,,,1.1290166666666668,,1.445,1.4482,0.4480699999999999,-0.200735,,,1.36,,,-0.004625999999999998,,,0.078722,,,,,
0,5,2,1,,,,,,,,,,-0.2008155,0.31897,-0.18525,0.27124,0.30444,0.47251,,,,,,0.4621399999999999,0.4621399999999999,,1.6729,2.0599,1.6272650000000002,1.9188,0.5134985000000001,1.6916,1.3719999999999999,1.3233,,,2.1947,,2.1138500000000002,0.525425,0.13014,,-0.004731,,0.7298133333333333,,,0.4164899999999999,,0.74226,,0.179944,,,,0.3134333333333333,0.78272,0.004952666666666698
3,718,2,2,,-0.20143,0.23214,0.28693,,0.43225,-0.096611,,,,,,,,,0.18688,-0.048963999999999994,,,,,,3.7007,,3.0646,0.98493,2.0080999999999998,,,,,,,,1.4312066666666665,0.8848799999999999,,0.46798,,0.22738,0.39413,0.37269,,,,0.1416099999999999,0.36197,0.04156,0.196405,,,-0.088271,-0.0561129999999999,,0.005031999999999999
2,636,2,1,-0.12233,-0.0478009999999999,,0.022075,,,,,0.13155,,0.2084099999999999,0.293425,,0.25383,,,,,,,-0.5695399999999999,,0.25034,,,,1.9041,2.5446,0.29459,,0.72549,0.41571,0.6835600000000001,,,,,,0.59273,0.14552,0.34583,0.28992999999999997,0.29808,,0.3831,,,0.024404,,,,,,,
2,603,2,1,0.063859,,0.34417,0.23587000000000002,0.18915,0.09996,,,,0.39302,0.34842,0.25604499999999997,,,0.500271,-0.26105,,,,0.37178,,1.2990933333333334,,3.8354,6.4219,,,2.01439,1.273235,,2.4932,3.1505,6.8381,6.4219,3.06766,1.74045,6.6895,,,,,,,,,,0.5607800000000001,0.3739,,,-0.18035,,,,
2,603,2,2,,,,,,,,-0.2929,-0.27379,-0.23769,-0.27592,-0.05931,-0.3728933333333333,-0.29078,,,,,,,,1.1405,1.4668333333333334,1.3284500000000001,,,1.7783333333333333,,1.54615,,,,1.8647,1.6332,,,0.32506,1.1851,0.35054,-0.20371,-0.037009999999999994,,,,,,,-0.28653499999999993,,,,,,,
2,566,1,1,0.14593,,0.3805,0.019693333333333337,,,0.047013,,,,,,-0.020815,,,0.20528,,0.080927,,-0.074513,,0.15723,0.35224,,0.4144199999999999,1.1775,,1.7145,2.1101,,,,1.3414,,,,,,0.4992,,,,,,-0.4447399999999999,-0.42778499999999997,,,,,,,,,
0,27,2,1,-0.31469,0.53728,0.56009,0.222579,0.62485,0.49075749999999996,0.06598999999999997,,,,-0.14685,,0.002744999999999942,,0.022813,-0.008202,,0.1003465,0.16146,-0.16327,,,1.130205,1.4950766666666666,2.805,0.6096640000000001,1.48716,2.6049,2.805,0.9956624999999999,0.026094000000000006,0.37902250000000004,0.997015,1.585355,2.1883,2.1123333333333334,2.5751,-0.22985999999999995,,-0.36578,-0.25814,-0.064757,,,-0.506255,,-0.33111,-0.29828,-0.29645,,,,,0.8711399999999999,0.735225
3,741,2,2,0.95205,,0.62134,0.594705,0.8869366666666666,0.8077799999999999,0.780035,0.097524,,0.13636500000000001,0.13304,0.099743,,,,,,1.3804,,,,,1.74,2.7366,,,1.1873,2.215,,,,,1.9886,,1.54245,,0.82776,,,0.17964899999999995,0.8166549999999999,,0.16780933333333334,-0.017893,0.20850333333333335,0.2517825,,0.21848999999999993,0.5025900000000001,0.35351333333333335,,0.5392100000000001,0.25067,,0.35499
0,310,1,2,,0.99244,0.710005,0.646855,,0.46201,,,,0.472345,0.3931266666666667,0.0946169999999999,0.090024,,,,,-0.006417,0.35409,,0.4597199999999999,0.69623,0.6445799999999999,,2.214,,0.8431799999999999,1.232415,,3.1256,1.84435,1.88565,1.211725,,0.722655,1.426425,0.15891,,0.19335,,-0.15337,,0.7168899999999999,,0.70541,0.21172,,,,,,,1.1945,,
2,199,2,1,-0.011744999999999992,0.009550000000000048,0.251425,0.15547,0.0330564,-0.20848,0.1390015,0.093439,0.2196285,0.11260099999999994,0.07491650000000001,0.07904619999999998,0.098124,0.2916254,-0.18974,0.43368,0.872295,0.1884,0.2377965,1.4472,0.6653399999999999,0.5188586666666667,1.55142,1.17804,1.15887575,1.8763999999999998,1.8508624999999999,1.373588,2.235825,1.3407499999999999,1.499302,0.917715,1.6024285714285715,1.1363075,0.8600866666666667,1.7793,1.1984966666666665,0.8964183333333334,1.210385,1.2853649999999999,1.03383,1.4744,1.35518,1.613255,1.1162999999999998,0.5861415,0.5040733333333334,,0.051280000000000006,0.3541933333333333,1.1593,-0.11649500000000002,0.21224500000000002,0.1086826,0.24007
0,406,1,1,0.47778,,0.58905,,0.86836,,-0.1467,,-0.1035599999999999,0.27113,0.30065,,-0.092204,,,,,-0.20460999999999996,-0.247755,,,,2.4443,-0.22618,1.0432,1.7797333333333334,1.9016,,1.3732333333333333,1.9016,,0.19392000000000004,0.8081775,,1.3679,0.8660899999999999,,1.4974,0.8206700000000001,0.93194,-0.3102,,,0.18484,,,,,0.004306499999999998,-0.11037,-0.5282,,,-0.71668,0.16213
3,157,2,1,0.24436,0.72335,0.6858550000000001,,0.53359,,,,,,,0.7509,,,,,,,,,,,,1.4579,,1.7441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,1,1,0.09766166666666666,0.50367,0.2913076666666667,0.55138,,,0.66083,0.42228,,,0.46999,,,,,,,0.848865,,,,,2.1918,3.675,0.68703,,2.4270333333333336,0.7870949999999999,1.35404,2.5524,0.39983,,0.62434,1.603815,1.8508,1.652925,1.723065,0.59908,,0.34860250000000004,1.6375,,,-0.25689333333333336,,,,,,,,,,,
2,230,2,1,0.024011,0.27173,0.09300614285714286,0.21648333333333333,-0.04772124999999999,0.05371299999999999,0.082822,0.7226199999999999,,0.13807,0.163613,0.1751396,1.1557,0.18975,-0.1239099999999999,0.39870749999999994,0.24232499999999998,0.30559,0.26371100000000003,0.08876266666666667,0.25984899999999994,,0.61301,1.7010086666666666,1.61504,1.6475566666666666,1.4918,1.7923499999999999,1.4470550000000002,2.7837,1.5513333333333332,2.1507,0.056981000000000004,0.739975,1.155684,1.0674683333333335,1.2599304999999998,0.8915635999999999,-0.048167499999999946,0.6941,0.44682,0.007972,,1.06658,0.022229,0.5675465,0.4659899999999999,0.40896,1.12954,0.36262,0.3495519999999999,0.17490099999999997,0.31390966666666664,0.8550766666666667,0.22361150000000002
2,516,2,1,,,,-0.013297,0.0870659999999999,,0.073684,,,-0.07723333333333333,0.1584335,0.09487199999999996,,,,,,0.60226,,,,,-0.45936,,,,2.5493,1.2401,,,0.6714,,,2.3017,-0.42813,,,,,,,0.17405,,,0.12126333333333338,0.0011999999999999997,0.7896166666666667,0.6524449999999999,0.3814599999999999,0.5844199999999999,0.011236,0.726045,0.42495499999999997,-0.03337,1.7809515
0,613,1,1,0.16958,-0.024787000000000003,0.017515500000000003,-0.006494,0.13299,-0.29461,,-0.3700699999999999,2.2778,-0.3700699999999999,-0.079667,,,-0.194,-0.19857,,,-0.27403,,,0.03809500000000002,,0.732085,6.2772,1.6977933333333333,1.5003966666666664,,3.9379,-0.10253,2.3053,,,,1.1288,1.585,0.66577,1.34492,,,0.53086,,,1.3609,0.2846686666666667,-0.045367,,,-0.11625,0.32049,-0.061373,0.97904,-0.12311,0.023232,,
1,339,2,2,,,,,,,,,,,,,,,,0.18829,0.59878,,,,,0.94169,1.6901,1.4736,0.70641,,2.3184,2.1807,2.3659,1.2896,,2.0931,-0.1396099999999999,,1.3096,,,1.4398,,,2.4535,1.4835699999999998,1.6901,,,,,,-0.11208,,0.5512199999999999,0.47613,,0.8641,0.47613
1,339,2,1,-0.362375,,,,,,,,-0.42245,,,,,,,,,,,,,2.1456,1.52115,2.3133666666666666,3.5699,,1.6525,1.7977,,2.7313,,3.69,,,2.9028,2.5699,,0.12487733333333333,,,,,,,,1.233295,,,0.043111,,,0.24209999999999998,0.14156066666666664,,-0.087045
0,158,2,2,-0.27958999999999995,-0.14234449999999998,-0.15565950000000006,-0.37177,-0.045045333333333326,-0.21814,0.093224,-0.082942,-0.2782266666666667,-0.28880999999999996,-0.14808279999999996,-0.13142266666666666,0.30114,0.051570000000000005,,0.6340100000000001,-0.011247,,-0.59505,-0.089088,0.76511,1.2663066666666667,1.6816585714285712,2.07505,1.354662,2.3322,1.856925,1.9852999999999998,2.0863333333333336,2.1253,1.7545,1.8754,,2.7296,1.9921,0.5325949999999999,,0.430195,,-0.25501,0.7487233333333334,,1.8958,1.11025,0.15754300000000002,,,-0.08226099999999996,-0.09625499999999995,,-0.11725250000000004,0.12189999999999995,0.11166,-0.04094999999999995,0.16287
1,53,1,1,0.77472,0.77472,0.75158,,0.43686,,,1.1403,,,-0.062982,-0.0305839999999999,,,,,,1.0316,,,,,0.16843,0.70298,,3.0182,3.03905,1.5916,1.8843,1.0084,1.6124,,1.4330500000000002,2.9037,1.7316,2.2048,,,,,0.2494199999999999,-0.002815,,,,,0.7527349999999999,,0.6486,1.358806,1.422075,1.138,,0.96216,1.2607
1,189,2,1,0.019448000000000003,0.03288100000000004,0.11347300000000002,0.23034,,0.06592449999999996,0.09977399999999995,0.82003,,0.69375,0.42779133333333325,0.9307,,0.90168,,0.7413,1.6538666666666666,1.866825,0.8098225000000001,0.8957733333333334,0.8339799999999999,0.37782,0.9328499999999998,2.8238333333333334,2.275,1.359435,1.5907675000000001,1.942155,3.4001,2.2758,,-0.02729633333333333,-0.009994600000000005,0.12905566666666665,0.1612955,0.038525000000000004,0.16989,-0.16377,0.11509,0.08446049999999995,0.19729,-0.1629605,-0.15732,0.2214722,,,0.12475733333333332,,0.14732,0.42779,0.3617,0.38588,,0.5253099999999999,0.3111966666666666
0,353,1,1,,,-0.4242399999999999,,,-0.21975,-0.28492,,0.18922,,,,,,,,,,,,,,1.5936333333333332,2.4869,2.4993,2.9015,1.32852,2.714233333333333,0.66785,3.0280666666666662,1.8917533333333332,3.0992,2.5719,2.9209333333333336,3.2835,2.5745,,1.76,,1.2341,1.3802,1.47685,,5.0205,,,1.4116,,,1.0655999999999999,,,,,
0,275,1,1,0.1857,,0.20905,0.012902,0.14834,,0.30246,0.047929,-0.5475300000000001,0.3958666666666666,0.2456266666666667,0.054934,,,,,-0.30468,0.21782174999999998,0.001224999999999976,,1.0147,0.20205,1.2033660000000002,1.7853,1.6545,2.7193,1.2132,1.43035,3.156,,,,0.98666,,0.81152,-0.13888,,,0.64339,0.15068,0.5846178333333333,0.538905,0.20555299999999999,0.63171,0.881575,,,-0.44946,-0.43311,-0.318685,-0.4658,-0.47981,-0.3848533333333333,0.558155,1.6709
2,260,1,1,-0.41148,-0.26124,-0.23758,-0.223385,-0.40674,-0.44065666666666664,-0.20327,,,,-0.25769,-0.314475,-0.3334,-0.30027499999999996,,,-0.20327499999999998,-0.23403,,-0.2174699999999999,,,0.8123125,1.2944,0.965475,1.4458,,1.9154,3.0877,,0.38821,,,,,,,,,-0.084978,,0.35508,,0.15398,,0.04909066666666667,,,,,,,,,
1,81,1,3,0.046266,,,,,0.28796,0.31381999999999993,0.0850559999999999,0.19546000000000002,0.57143,0.10146899999999995,,0.21187,,,,,,,,,,2.7512,2.68105,1.8127499999999999,1.019,3.1405666666666665,2.8243,1.7859,2.8471333333333333,2.1648,,2.45725,2.6512,2.8273,1.93805,2.1499,,1.0906,1.23187,1.201,0.7205999999999999,0.489375,0.5505399999999999,,,0.28796,0.86385,,0.8310299999999999,,0.95934,0.65796,0.5729183333333333,
0,250,1,1,,0.50846,0.2981143333333333,,0.10712,0.404965,,,0.33176999999999995,,-0.0569419999999999,0.4409375,-0.041798,0.078095,,,,,,2.6868,2.9669,,,3.4364,1.6746,1.4777,1.614,2.21095,3.213,3.1512,,2.3169500000000003,2.5479333333333334,,1.21269,2.4672,,1.7503,,0.6384449999999999,-0.24372500000000002,2.5328,1.4032375,,,,,,,0.67505,,,,0.35701,0.14667
1,233,1,1,0.12909224999999996,,0.2054099999999999,,,,0.119459,0.006828,0.7241,,0.5877600000000001,,,,,-0.16508,0.003864,,-0.10580499999999993,0.280995,,1.3687649999999998,1.1213,,1.57773,,2.198166666666667,2.0401,3.0301,2.123825,1.30505,1.2645133333333334,2.546925,1.9038,1.7935966666666667,2.461,2.2772,,1.9038,,,,1.4681,,1.4888333333333332,,,1.9452,1.41175,1.2946499999999999,,,,,2.1112
1,98,1,1,0.16831,,-0.14632,0.0809085,0.6015199999999999,,0.30814,-0.10314,,0.124096,0.1566533333333334,0.14362933333333333,-0.36224,-0.0352769999999999,0.25879,,,1.5934,0.8088850000000001,,0.2608464999999999,0.5394975,0.9511050000000001,0.37394825,2.3152,1.0957599999999998,2.19285,1.1989604,3.9459,3.4174,1.2767199999999999,,2.0858749999999997,0.51275,1.0124635,2.345,2.397975,1.423725,2.3954000000000004,,,,,0.8551249999999999,0.63305,0.07679799999999995,,0.6721159999999999,1.0288950000000001,,,,0.37909,0.5130933333333333,0.376
1,877,1,1,0.58003,,0.88645,0.7744833333333334,0.97776,0.96008,-0.40105,,,,-0.52479,-0.33033999999999997,,,,0.17345,0.32371,,,,,-0.56898,,,-0.43345666666666666,,3.0283,1.7202,,,1.9588,,,,,,,,,,,,,,,-0.51595,,,,,-0.4452399999999999,,-0.49827,-0.10054,-0.49827333333333335
2,198,2,1,,,,,,,,,0.65985,0.5788300000000001,,0.58144,0.084897,,,,,,,,,,,1.6634,2.0606,,2.7506,2.7506,1.8489666666666666,2.6617,,,,,2.1586,,,1.3263,,,1.5248666666666668,1.23741,1.7575,,,,0.95516,0.94471,,,,,0.09010000000000007,,1.3315
3,937,2,1,,,,,,,,,,,,,,-0.1797,,,,,,,,6.4818,0.14384,,,,2.5089,,,,-0.23146,,1.9362,,,,,1.2309,,,0.22148,0.8523700000000001,,,-0.0082239999999999,-0.328525,,,,,,,,,
2,584,2,2,,,,,,,,,,,,,,,,,,,,,,,3.4718,,,,,,,2.7537,,,4.1695,2.3641,,3.1357,,,,,,,,,1.3557,,,,-0.53114,,,0.077449,-0.012949,0.041799,0.15893
0,688,2,1,0.94639,0.86789,0.75876,0.8200299999999999,,,0.756845,,0.36819,,0.5136966666666667,0.59411,0.38159,,,-0.30191,,0.11547,1.5131,0.67452,1.0613,0.6592,,2.3747,,2.31535,3.6613,2.3747,,,1.5131,1.4901075,2.4321,,1.9994,3.6651,2.8801,0.85066,,,0.5098699999999999,0.76451,0.38733,0.87364,0.4447726,,0.25331,,0.89533,0.31457999999999997,0.20353666666666662,-0.007067,0.19077333333333332,0.3375599999999999,0.34649333333333326
2,244,2,2,-0.404355,-0.17622,-0.11793,,,-0.16617,-0.15411,-0.079744,0.23984,-0.29682,2.3282,-0.44355,-0.44355,,,,,1.9744,,,,,3.3854,3.10705,,3.1563,3.32515,2.68495,2.52415,,2.0839499999999997,,,3.098,3.46985,,,4.3502,3.4296,2.999975,4.3502,,4.1924,,2.3297,0.39863,8.4807,,2.7603333333333335,,2.3704,,2.1041,1.5805,
3,62,2,2,,,,,,,,,,,,,,,,,,,,,,,2.7876,,,,,,,2.964,0.8209200000000001,,1.3091279999999998,0.15771925,2.405,1.5699,1.8701166666666669,1.3320800000000002,,0.6159100000000001,3.361675,2.6769,1.589,,-0.10844966666666667,,-0.26289,-0.23419,-0.32713,,-0.34079,,,0.085625,-0.19592
1,1034,2,1,,,0.15515,,0.0539125,-0.050025,0.14839950000000002,0.001269,,,-0.37669,,,0.15785,,0.21724,0.17539500000000002,,,,,1.6913,,,1.2053,1.7885,2.77831,3.5378,3.7619,,,,,0.80577,,,,,,,,1.289,1.00013,1.0892,,,0.72208,0.22534,,,-0.020328,0.012067999999999999,-0.1809605,,-0.06622249999999999
0,310,1,1,0.50564,,,0.03376999999999997,0.7651100000000001,0.81333,,,,,0.817935,,,,0.000472,,,,,,0.2875,-0.14189,,,,,3.0246,,,,1.9982,1.7146,2.3334,0.18647,,,,0.18647,0.375901,0.48268,,0.04639599999999995,0.8317,0.8317,,,,,,,,,0.20254,0.11184000000000001,-0.15337
3,27,2,1,,0.022563,,0.22978,,-0.24595,0.66174,0.49975499999999995,,,,,0.05321,,,,-0.14964,0.46035,,,-0.6078600000000001,0.521628,,,3.5512,2.52965,4.6865,3.7175,,1.3476,,,2.9747000000000003,3.39065,,,,,0.7697275,,1.7533,,0.6238,0.53331,,0.6617350000000001,0.20644,0.521645,0.358205,0.0466425,-0.06791474999999997,,0.19476,0.3261,0.9958975
1,843,2,2,,,,,,0.08965174999999997,0.0420629999999999,,,,0.10878,0.18041000000000001,,,,0.073461,,-0.16988,-0.016809,-0.0874549999999999,-0.036433,,0.8231,2.7521,,,,,,3.0995,,1.4739333333333333,2.449425,,,3.4076,0.43062,,,,0.48458,,,0.29717,,,,0.23045,,,,0.6268600000000001,,,
2,808,2,1,,,,-0.473865,,-0.52145,,,,,,0.19508,,0.085923,,,,,,2.6106,,2.7393,2.7393,,,3.3383,3.94425,2.1095466666666667,3.4530333333333334,,0.76327,,,,,,3.9876,3.2870000000000004,2.7393,,2.835433333333333,,,,1.5358,1.8465,1.4126,1.5021499999999999,,1.4742,1.0739,,1.2251,1.4322,1.1523
0,688,2,2,,,,,,,,,,,,,,,,,,3.21895,,,,,2.3976,2.4263500000000002,,3.2209,1.956033333333333,3.1692,4.093933333333333,4.4079,,,,,,,,2.4244,,2.0071,,,,,,,,,,,,,,,
0,99,2,1,,-0.09317566666666667,0.07337925,0.109561,0.22309,0.1285865,-0.080078,0.152915,0.11829,,0.46263,0.23245,0.134512,0.23432,,,,-0.14558,,,,3.77785,3.20055,,3.4139,3.2716,3.0464333333333333,3.4139,3.4139,4.024,4.2513000000000005,,3.6698,3.659475,3.87515,,,3.3371,,,,,,,,,,0.2811099999999999,0.4039966666666666,1.7988,,1.0203,1.0773875,0.9323666666666667,0.86061
0,215,1,2,1.235,,,,3.9634,2.7921,,,,0.34425,,0.55466,,0.60142,,,,,,,,,2.9581,3.4514,3.5472,3.5472,,3.8512,2.9581,,1.164846,2.9113,3.371866666666667,3.9906666666666673,2.9978,2.8879,2.5886500000000003,,3.2140500000000003,,1.7111999999999998,1.1742,1.9527999999999999,1.9302,,,,,,,,,-0.04502500000000001,-0.27064,-0.211015
3,157,2,3,,,2.7679,2.9017999999999997,2.71965,3.2622,3.1519666666666666,2.3072,2.6562,1.8374,1.8436,,,2.2261,,,,1.1243,,1.2498,,,,,2.7067,,3.4565,,,,2.3409,2.7266,2.9903,,2.7678999999999996,2.9709333333333334,2.884575,1.979,,0.98963,2.1374,,2.6791,2.3593,,0.32852,,,,0.43259,0.33107666666666663,0.39739,0.42569999999999997,0.49992,0.21681
1,142,2,1,-0.00564999999999995,,0.07153,0.04374733333333333,0.0696805,0.17217999999999994,0.12155,,,,-0.032201499999999994,-0.04846033333333333,0.14007,0.41176,-0.18101,2.011833333333333,2.1795625000000003,4.676,-0.20324,3.874505,1.9776433333333332,2.221351,2.734258333333333,,2.861423333333333,1.156405,4.763433333333333,2.134165,4.9357,4.510475,,1.92,3.715205,4.710331666666667,3.5925124999999998,3.89812,3.754303333333334,,,,0.43027999999999994,0.47103,0.41546,,0.2648,,3.4287,0.2141699999999999,0.16354,0.23268999999999995,0.1166075,0.309875,,,
1,13,1,1,-0.989225,,,1.339075,1.6159666666666668,3.6415,1.98295,,,1.8306,0.5141100000000001,0.16343,-0.57243,,,,,,1.3362,0.96828,1.7214,4.1819,4.4694,,5.8721,,5.0213,2.693,,,3.44895,1.4742,,,2.5895,6.263,3.9462,1.9973200000000002,3.0091,,,3.0091,,,,,,-0.29648,,0.6923333333333334,,0.9778533333333334,0.45375499999999996,-0.30223500000000003,-0.02512799999999995
0,352,1,1,,0.06910066666666663,-0.005772,0.16564399999999996,0.0604309999999999,,0.2322453333333333,-0.024687,,-0.10665333333333334,0.0320579999999999,,0.360711,,,,,,,,0.086439,,3.6898,5.5931,,4.7514,5.3094,2.6912,,,,3.7425666666666664,,,,1.8881,4.366,,0.93053,,3.0845,3.11285,3.6010999999999997,3.3721666666666668,,-0.03650999999999999,2.956795,1.3088,,,0.487215,,0.0036850000000000008,,0.2614
2,119,1,1,,,,,,,,,,,,0.26372,,,0.18766,,0.5089435,2.0304,,1.8907500000000002,,0.25809,1.6498,-0.018385000000000012,1.5961900000000002,7.25835,5.863766666666667,4.3027,2.85345,1.39657425,2.0467,2.2318,,4.2189499999999995,4.0944,1.16782,2.3354204999999997,1.4274175,1.0142,3.7056,2.225965,1.6159999999999999,-0.1895099999999999,0.6525333333333333,,,,,,,-0.22792499999999993,-0.26051499999999994,-0.40603,-0.29428,-0.22753333333333334
1,718,1,1,,,-0.1457715,-0.31092,0.35620233333333334,,-0.04275999999999999,,,-0.2357,-0.0918139999999999,2.8121,-0.4515399999999999,,,,,,0.46412,0.35948,,3.0116,3.7,,,3.6657,5.12255,5.909,3.3811,,2.7925333333333335,1.64795,1.0429,5.0293,,,0.27118,,0.43796,0.33331,,1.15577,,1.9978,0.5982,,,,2.2431,-0.19646,-0.052571,0.30388,0.13383,,
2,555,1,2,,,,0.2533,,,0.0442139999999999,0.100385,-0.0774909999999999,-0.18202999999999994,,,-0.18671,0.31571,,,,,,1.5047,1.6310699999999998,,1.5265,,,,,,4.8282,,,4.2134,,,,,,3.0806,,2.2676499999999997,3.8171,,2.7373,,,,,,,0.8836700000000001,,,,,
1,6,1,1,,,1.5094,,,,-0.058017,,,,,,,-0.2068199999999999,,3.6224,2.3129,0.7157600000000001,,,,6.2876,,,,8.8702,3.8191650000000004,,,,,,,,,,,,,,0.88441,3.3942,,0.81166,,,0.28258,0.72568,1.6086,,-0.93761,-0.14069,-0.60198,0.98198,
