fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g25,chr7-g26,chr7-g27,chr7-g28,chr7-g29,chr7-g30,chr7-g31,chr7-g32,chr7-g33,chr7-g34,chr7-g35,chr7-g36,chr7-g49,chr7-g50,chr7-g51,chr7-g52,chr7-g53,chr7-g54,chr7-g55,chr7-g56,chr7-g57,chr7-g58,chr7-g59,chr7-g60,chr7-g61,chr7-g62,chr7-g63,chr7-g64,chr7-g65,chr7-g66,chr7-g67,chr7-g68,chr7-g69,chr7-g70,chr7-g71,chr7-g72,chr7-g73,chr7-g74,chr7-g75,chr7-g76,chr7-g77,chr7-g78,chr7-g79,chr7-g80,chr7-g81,chr7-g82,chr7-g83,chr7-g84,chr7-g85,chr7-g86,chr7-g87,chr7-g88,chr7-g89,chr7-g90,chr7-g91,chr7-g92,chr7-g93,chr7-g94,chr7-g95,chr7-g96,chr7-g97,chr7-g98
3,27,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.80033,,,,,,,,,,,,,,,,,,0.001687,-0.29183,0.14503500000000003,-0.1450715,,-2.7219,,-0.8481500000000001,-2.7219,,-2.7219,-2.7219,,,,,,,
2,730,2,1,-0.58545,-0.73517,-0.6535,-1.0073,-0.7650980000000001,-0.53101,,-0.803205,-0.81681,-0.8032,-0.81681,,,,,-0.72154,,,,,,,-0.87125,-0.99373,-0.92569,,,,,,-0.9892033333333333,-0.986925,,-0.72154,-0.94951,-0.6262800000000001,,,,,,,,,,-0.5174,,,-0.73515,-0.43574499999999994,-0.44935,,-0.6671050000000001,-0.59906,,,,,-0.74876,-0.74876,-0.83042,-0.29965
0,310,1,1,-0.41303999999999996,,,-0.80783,,-0.08572999999999997,,,,-0.43666,,,,-1.449,,,-0.595235,-0.57163,,,,,,,-0.57838,,,,-1.01025,,-0.10260000000000002,-0.50415,-1.0103024999999999,-1.2465,,-0.40967,-1.125,,,,0.52839,-0.29156499999999996,,-0.024994,0.19096,,,0.27869266666666664,,,-0.77409,-0.63912,,-0.8415750000000001,-0.42316,-0.642495,-0.5513899999999999,-0.355675,,-0.40292,,
1,713,1,1,-0.11064,-0.06877974999999997,,-0.40719,0.4964,0.10914500000000006,-0.16820999999999997,-0.25298799999999994,,-0.3513699999999999,0.067283,0.26614,,,,,-0.8328200000000001,,-0.4979,,,,0.18241,-0.005981,-0.33566899999999994,,-0.6339600000000001,0.2766099999999999,,-0.41416499999999995,-0.59209,,-0.65489,-0.4664999999999999,-0.4979,-0.2781099999999999,-0.42463,,,,-0.61303,,0.32894,,,-0.61303,0.21381,-0.330435,,,-0.3095,,0.05158,-0.314735,,,0.5278,,-0.26764,,,1.0266666666666666
0,407,1,2,-1.0241,,,-1.1361,,,-1.0082,-1.0721,-1.0162,,,-0.032762,,,-1.1601,,-1.1361,,,,,,-0.64039,,,,-0.56843,,-0.36855499999999997,,,-0.896205,,,-1.0961,,-0.9362,,,,,,,,,,,,0.031199,,,,-0.5604399999999999,-0.87222,,-0.41652,,,,,,
2,45,2,1,,,,,,,,,,,,,,,,,,,,,,,-0.28938,-0.28456,,,-2.1519,,,,,,,,-0.15911,,,,,,,,,,,,,-2.1519,-0.53546,,,,,-2.1519,,,,,,,,
1,142,2,1,0.304655,0.37939,0.09985571428571427,0.30465499999999995,,0.302955,1.6329250000000002,0.64437,-0.17264000000000002,-0.02690600000000003,-0.21850571428571428,-0.2117099999999999,,,,,-0.4834833333333333,,,-1.1221,,-0.4046596,-0.8232,-0.16754849999999996,-0.07242825000000003,,,-0.006749500000000001,,0.17556,0.0532659999999999,-0.50047,-0.235495,,-0.49707,,0.11441,,,-0.0588395,,,-0.2253,-0.14037000000000005,-0.43592,-0.13018,-0.4597,0.3771233333333333,-0.25361,-0.046381333333333365,-0.09814842857142858,-0.32721625,-0.09394233333333334,-0.27738666666666667,-0.0690305,-0.21442999999999998,-0.45404,-0.4495125,0.18235799999999996,-0.5446300000000001,-0.55652,-0.71109
2,516,2,1,,,,,,-0.67055,-0.6705466666666666,-0.64895,-0.8649349999999999,-0.810928,,,,,-1.0539,-1.2213,,,,,,,,,,-0.87572,0.031352,0.23112499999999997,-0.3357966666666667,,-0.11118999999999998,,,0.556874,0.46329,0.3625036666666667,,,,,-0.557165,,,,-0.8433250000000001,-1.0323,-1.0053,-0.95131,-0.17921499999999996,,,-0.14862333333333333,-0.2242133333333333,-0.35739,,,-0.43298,,0.07994449999999995,,-0.20621,-0.51937
2,808,2,1,0.22194,,,,,,,,,,,,,,-1.3355,,,,,,,-1.06443,-0.64637,,1.0489,,-0.06060500000000002,,-0.715278,-0.8324550000000001,-0.5292144999999999,-0.3845,-1.1195666666666668,-0.39141000000000004,-0.9702575,-0.9358,-0.26044999999999996,,,,,,,,-0.94958,,-1.21145,,-1.307925,,-1.2804,,,,-1.432,,,,,,,
2,841,2,1,,,,,,,,-0.82224,,-0.080252,,,,,,,,,,,,,-0.85722,,,,,,,,,,,-0.89223,-0.82224,-0.6402399999999999,,,,,,,,,,,,,,,-0.72424,,-0.98322,,,,,,,-0.45824,,-0.57724
0,544,1,1,,-0.5218,,,-0.8043733333333334,,,,-0.34247649999999996,,-1.0,,,,,,,,,,,,,,-0.34248,-0.09522499999999998,-0.66309,,,-1.0978,-1.0434700000000001,-0.5435399999999999,,-1.0,,,,,,,,,-0.7500399999999999,,-0.690265,-0.4167466666666666,-0.60875,,,,,,,,,,,,-0.92393,-1.0326,,
2,117,1,1,,0.7010149999999999,,,1.134,,-0.03975999999999995,-1.067465,,0.8210099999999999,-1.03199,-0.59796,,-0.27452,-0.059576399999999995,,,-0.48319466666666666,0.007191499999999999,-0.003242,,,,-1.1718,-0.9214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,99,2,1,-0.692,-0.5513866666666667,-0.038577,-0.33634,-0.1791825,-0.39699333333333336,-0.09234000000000003,-0.20399674999999995,-0.27844142857142856,-0.37355499999999997,-0.03030700000000005,,,,,-1.0311,-0.88637,-0.92359,-0.98149,,-1.051795,-0.9980366666666667,,-0.91532,-0.78298,-0.873965,-0.82434,-0.95667,-0.8326100000000001,0.03999999999999998,-0.433932,0.12408666666666664,-0.243289,,-0.47901499999999997,-0.47970666666666667,,,,,-0.46041,,-0.625825,-0.692,-0.41078,-0.5762,,0.1185799999999999,-0.39423499999999995,-0.45488666666666666,-0.6072175,-0.47364000000000006,-0.4252525,-1.1056,-0.65064,-0.5762,,-0.2701699999999999,,-0.8739600000000001,-0.7106075000000001,-0.50176
0,353,1,1,,-1.0666,-1.1749,,,,,,-0.11744499999999995,,1.1349,,,,,,,,-0.53249,,,0.18932,-0.5902366666666666,-0.33038,-0.6263274999999999,-0.13838800000000004,-0.96558,,-0.2401569999999999,-0.629935,-1.0233400000000001,-0.666035,-0.2702333333333333,-0.7394066666666667,-0.27264,-0.4675275,-0.90061,,1.1854,0.39143,0.20376,,-0.3051185,0.76677,-0.29429333333333335,0.470825,-0.23655,-0.227525,0.33368,-0.048878,-0.8681300000000001,0.39143,,,0.2903699999999999,,,,,-0.6696300000000001,-0.8284299999999999,-0.71294
1,53,1,1,,,-0.006594000000000003,-0.29033349999999997,-0.085221,,0.5079075000000001,0.26803,-0.48177,-0.098895,-0.5228,,,,-1.4458,-0.8509549999999999,-0.568945,-1.3614666666666668,,-1.4321,,-0.07838,-0.546042,,0.09596499999999995,0.12330899999999999,0.003659999999999993,0.4412399999999999,-0.35643,-0.574075,-0.5911666666666666,,-0.261847,-0.4715175,-0.273928,0.74207,-0.5774900000000001,,,,,-0.29717,,,0.564305,-0.1057299999999999,-0.50229,-0.87149,2.0206,-0.47152000000000005,,0.6577366666666666,,,-0.5706600000000001,-0.62535,,,0.39338,,,
0,55,2,1,,-0.8876200000000001,,-0.899275,,,-0.91681,-0.8759399999999999,-1.1912,-0.49933999999999995,-1.1854,,-0.86426,-0.71829,-1.0336,-1.0189925,-1.074475,-1.062775,,,-1.1182349999999999,,-1.054005,-0.9226449999999999,,,,,,,,-0.7397066666666666,,,-0.78252,,,,,-0.2979,-0.7435966666666666,-0.8876200000000001,-0.98687,,,,,-0.66574,-0.649685,,-0.90513,,,-0.6657420000000001,-0.8000333333333334,-0.72997,0.06994,-0.9752,-0.7591600000000001,0.33268,-0.02348,-0.39424099999999995
2,591,2,2,,-1.041,-0.93077,,-1.1222,,,,,-0.53049,-0.066413,,,-0.40287,-0.6001,,-0.72772,,,,,,-0.76252,,-0.98296,,-0.8321299999999999,,,,,,,,,,,,,,,,,,,,,,0.049605,,-0.8321299999999999,-1.2498,-1.2614,-0.69291,-0.9771650000000001,,,,-0.98296,,-1.0758,
3,86,2,1,-0.25934999999999997,-1.36331,-0.3376746666666666,,-0.498765,-0.077569,0.38795500000000005,0.29485,-0.8268449999999999,-0.334719,-0.039146333333333304,,,,,-0.095304,-0.32585,-0.29038,-0.157375,,-0.0066319999999999,-0.34359,0.41013,-0.2637849999999999,-1.63376,0.330321,0.18401283333333332,0.192882,-0.0066319999999999,-0.31698,0.4352563333333333,0.09092000000000001,0.028840000000000005,0.6259066666666667,,-0.08939333333333332,-0.36132,,,1.1904,,,,,0.47811,0.27416233333333334,0.0643059999999999,,0.12384328571428574,-0.17953999999999998,-0.21944,0.037704,0.043615000000000036,0.22687366666666664,0.223915,-0.130772,-0.16623949999999998,0.37022350000000004,,-0.414525,-0.5475300000000001,-0.48102999999999996
2,210,2,1,-0.034293,-0.3251,-0.9291,-0.40898999999999996,0.1223,-0.49288,,-0.14614,-0.20207,2.2586,-0.43695,-0.30273,,0.044,-1.2199,0.77103,-0.29155,-0.98502,-0.5544,-0.196475,1.0507,1.0338749999999999,-0.09767333333333335,-1.1919499999999998,1.37222,,0.5622433333333333,-0.38103,-0.46491499999999997,0.83814,0.30685,-0.8396100000000001,-0.70539,0.2990126,,0.21625,0.10552,,,-0.045478,,,,-0.39221,-0.39221,-0.52084,-0.02869999999999999,-0.95706,-0.1629275,-0.6382800000000001,,-0.79487,-0.86198,-0.5599919999999999,,-0.47051,0.21178,-0.52084,-0.13216,-0.0902179999999999,-0.72217,0.49588659999999996
0,89,2,1,-0.7704300000000001,-1.2085,-0.818015,-1.2525333333333333,-1.1124183333333335,-0.71489,-1.0851,-0.14112449999999999,,-0.3976099999999999,0.28988,,,,-1.0322,,,-0.006271,,0.083631,-0.080308,-0.519245,-0.260113,-0.4756125,-0.30770800000000004,,-0.48222000000000004,-0.51043,-0.07501949999999999,-0.130548,0.023697999999999997,-0.23631749999999999,-0.38703499999999996,-0.053866666666666695,-0.6091466666666666,-0.15963,-0.5192399999999999,,,-1.0481,0.33747,,-0.37646,0.300455,,0.19997,0.68386,-0.1199725,-0.5544966666666666,-0.38968,-0.65145,-0.24953550000000002,,-0.104105,,-0.67261,-0.45578,-0.51748,-0.67261,-0.29448700000000005,,
3,157,2,1,-0.4981175,-0.5160466666666667,-0.63141,-0.76705,-0.5004566666666667,0.912015,1.1124785714285712,-0.13563999999999996,0.22783371428571428,-0.1169325,-0.1824106,,,-0.434975,,0.272843,0.07015333333333333,-0.593995,-1.1646,-0.3694949999999999,,-0.478006,-0.6173825,-0.66883,-0.5191633333333333,-0.44433,,-0.44900999999999996,-0.5635924999999999,-0.67818,-1.1178,-0.36482,-0.584645,-0.6781833333333332,-0.528516,-0.6314116666666667,-0.51916,,,,-0.4193846666666667,-0.327405,-0.5846425,-0.66649,-0.39522,-0.27595,-0.45056333333333326,-0.47239,-0.49577775,-0.5316366666666666,-0.84188,-0.430295,-0.5638566666666667,-0.34143,-0.5035733333333333,-0.451345,-0.17306,-0.070161,-0.43185566666666664,-0.15434900000000001,-0.34611000000000003,
1,144,1,1,-0.55362,-0.2768383333333333,-0.4976399999999999,,,-0.32971,-0.954825,-0.28306,-0.5163,,-0.98277,-0.97346,,,,,,,0.080804,,,,,-0.087132,-0.29239,,,,,,,-0.56295,,-0.8988,,-0.7682100000000001,-1.1694,,,,,,,,0.11812,,,,,,,-0.62826,-0.576945,-0.88016,-0.569158,,,,,,-0.43233,-0.1897599999999999
2,230,2,2,0.23794,,-0.48935500000000004,-0.37709,,-0.53328,,,,,,,,,-0.4714533333333333,,,,,,,-1.31915,-0.621135,,-0.082274,-0.7260900000000001,-0.339986,-0.34291499999999997,-0.55769,,,,,,,,,,,,,-0.7871,,-0.96282,-0.5951099999999999,,-0.95306,,,-0.8749600000000001,-0.95306,-0.6601933333333334,-0.38685,-0.41125500000000004,-0.54304,-0.86032,,-0.752935,,-1.0702,,
2,119,1,1,,-0.89882,-0.9533,-0.54261,-0.819195,,-0.60548175,-1.1293,-0.56776,,0.085983,,,-0.44623500000000005,-0.3247,,-0.8778600000000001,-0.78567,,,,-0.4588,-0.38336749999999997,0.20332,0.018930999999999993,-0.0732635,-0.4127035,-0.13193,-0.15428,,,-0.27441,-0.55099,-0.08164099999999995,0.021726666666666672,-0.98682,,,,-1.1209,,-0.706035,-1.15445,,-0.8862399999999999,-1.079,,-0.66415,,-0.28558666666666666,-0.31911399999999995,-0.12355,-0.06278475,-0.022973333333333335,-0.19478900000000002,0.40447,,-0.97006,-0.71862,,-0.63481,
0,406,1,1,,,,-1.2254,,,,,,,,,,,-1.00318,0.17599,-1.003155,,,,,,-1.135,-0.9491866666666667,-1.0145,-0.81105,-0.8713299999999999,-0.3152654,-0.4870566666666667,-0.7055600000000001,-1.01573,-1.003195,-1.0144775,-1.0069375,-1.12,-0.32883,,,,,,,-0.98434,-0.70179,,,-0.43431,-0.6980266666666667,-0.7206305,,-0.9316,-0.7507699999999999,,-0.9567166666666665,,,-0.999395,-0.7407333333333334,,-1.1802,-0.7714875,-0.52473
3,28,2,1,,,,,,,,,,-2.5661,,,,,,,,,,,,,,,-0.01524,,,,,,,,,,-0.15415,-0.160465,,,,,,,0.20575,,,,,,,,,,,,-2.5661,,,,,,,
1,718,1,1,-0.36419,-0.8826200000000001,-0.53114,-0.80353,,,,-0.09765000000000003,,,-0.47841500000000003,,,,,,,-0.41691,,,,,-0.95291,,-0.45206,-0.6190100000000001,-0.39934,,,,,,-0.17966,0.083944,,-1.1814,,,,,,0.2509,,,-0.24117500000000008,0.11909166666666667,-0.17088,,,-0.434485,,-0.394945,,-0.19724,-0.17088,-0.6497649999999999,-0.039069999999999994,,,,-0.07422,
0,250,1,1,,-0.99361,-0.8510949999999999,,-0.69275,,-0.64525,0.1148,0.16229999999999994,,-0.26522700000000005,,,,,,,,,-1.0015,,-0.55816,-0.20189,,,-0.8880466666666668,,-1.1124,,,-0.8616533333333333,,-0.98569,-0.97777,,-0.82735,,,,,,,,0.669,-0.3760699999999999,,,,-0.6505299999999999,-0.8352700000000001,-0.34043850000000003,-1.009436,-0.7877633333333334,-0.9566733333333334,-1.2944499999999999,-1.2707,,,,,,
0,190,1,2,0.034242,,,0.547655,,,,,,,,,,,,0.36214,1.0438,,0.29311,,,0.29311,,,,,,,-0.55252,,-0.16422,-0.56115,-0.7078399999999999,-0.16422,,-0.56115,-0.8545299999999999,,,,-0.5784,,-0.56977,,,,,-0.54389,-0.9407966666666666,,,,,0.62963,,1.527,0.36214,,,,,
0,275,1,1,,,,0.97859,-0.89905,,,-0.23614,-0.61239,,-0.93489,,,,-1.1284,,,,,,-1.0352,,,,,,-0.97071,,,,-0.8417266666666667,-0.936308,-0.952795,-1.010125,-0.9742975,-1.10331,,,,,,,-1.2789,-0.8775533333333333,-0.7413866666666666,,,-0.75572,-0.48339,-0.98505,-0.89189,-0.29706,-0.74497,,,,-0.92772,,,,,
2,244,2,1,-0.4002042,-0.30409075,0.22478,-0.24771549999999998,0.08160266666666666,0.65433,0.1791455,0.98723,0.43956,-0.011465000000000048,,,,,0.023432499999999995,-1.1498,0.056546999999999965,-0.22623666666666664,-0.322885,-0.4052166666666667,-0.87591,,-0.90277,,-0.4947,,,1.9322,0.16035,-0.95647,-0.5770316666666667,-0.34167749999999997,-0.32289,-0.7703366666666667,-0.7434836666666667,-0.66652,-0.98868,,,,,,-0.591355,-0.1403299999999999,2.8558,,-0.25845,-0.34436,-0.7273733333333333,-0.13496,-0.9421366666666667,0.19257,-0.93501,-0.83834,-0.9135,-0.859815,,,0.41808,,,0.181832
3,91,2,1,0.019176666666666693,0.21001350000000005,-0.141185,1.3406,-0.044967,-0.11039000000000003,,-0.39136,,-0.04977800000000005,,,,,-0.24703,-0.5100366666666667,-0.55494,,-0.24703,-0.5870133333333333,-0.40099,-0.526075,-0.370745,-0.477965,-0.2855233333333333,0.1282299999999999,-0.50202,,-0.7954899999999999,,-0.50683,-0.49721,-0.36249766666666666,0.08974000000000001,-0.19410850000000004,-0.54532,0.003144,,,,-0.17968,,,,-0.68003,-0.46834,,-0.59343,-0.58381,-0.5966366666666666,,-0.57418,-0.49143400000000004,-0.39136499999999996,-0.5236675000000001,-0.59343,,-0.5421133333333333,-0.3240099999999999,-0.670405,-0.7281375,-0.37212
0,352,1,1,0.005355000000000054,-0.005563,-0.05653333333333336,-0.95184,,-0.0977636666666667,-0.8208200000000001,-1.0028,-1.1508,-0.20756500000000003,-1.031935,-1.1702,,,-0.10747,,-0.10747,,,,,-0.02012,-0.18390199999999995,-0.83173,,,,-0.49326,-0.4204699999999999,-0.80626,-0.29673,-1.1557,-1.1362466666666666,-1.061,-0.7286133333333332,-0.39863499999999996,-1.243,,,1.1736,,-0.49326,,,-0.020121,-0.48234,-0.3840699999999999,,-1.18475,0.03447,,-0.70434,-1.02462,-0.17661999999999997,-0.5854566666666666,-0.1923933333333333,0.19097,-0.5514899999999999,-0.33676000000000006,-0.6388449999999999,,-0.5878899999999999
2,230,2,1,-0.7773399999999999,-0.6244,,-0.59186,,-0.55281,,,0.15008,0.564975,,,,,,-0.10374,,,-0.25018,,-0.4259,-0.37709,-0.66995,,,-0.45520499999999997,-0.54793,-0.064693,,-0.16036199999999998,0.27698666666666666,-0.3510533333333334,-0.97747,,-0.191605,-0.68362,0.57962,,,,,,-0.82615,,,,,,0.599145,,,,,,,1.1263,,0.003643,,,,0.03293
1,189,2,1,-0.71115,,,-0.79214,,,-0.5815566666666666,-0.67065,-0.674705,-0.775945,,-0.6139600000000001,,,,,,,-0.0793919999999999,,-0.10369,,-0.80024,-0.5896600000000001,-0.5815600000000001,0.24459,-0.29537816666666666,-0.09019166666666667,-0.26568,-0.52486,0.07585000000000001,0.617175,-0.2697299999999999,-0.4103138571428572,,-0.618816,-0.4708666666666667,,,,,1.2813,,-0.12799,2.966,2.2047,,,,,-0.6423050000000001,,,-0.6099049999999999,-0.58426,-0.5599599999999999,-0.45197,-0.0024500000000000355,5.0962,-0.3952699999999999,,-0.22518
1,339,2,1,-0.657244,-0.044306,,-0.18476949999999995,0.33878,,-0.360355,,,0.0578515,-0.5934,,,,,-0.095384,,,,-0.7976949999999999,,,,,-1.168,-0.19754,-0.6540525,-0.26139,-0.044306,-0.4273899999999999,,-0.21031,-0.35078,-0.24861899999999998,0.8751,,-0.5934,,,,,,,2.101,1.5348333333333333,2.0115666666666665,,0.262165,,-0.031536,-0.3380066666666666,-0.18477,-0.6657466666666667,-0.27416,,-0.28693,,-0.2486199999999999,-0.005997000000000051,,0.1217,
3,823,2,1,-0.5194366666666667,-0.528,,,-0.4595133333333333,,,,0.4778699999999999,-0.43383,-0.19841666666666669,-0.40815,,,,,-0.21554,,,,,,,-0.93462,-0.7805333333333332,-0.81906,,,,,-0.292585,,-0.40815,-0.607185,-0.66497,-0.838315,,,,,,,1.6207,,0.24673,,,,-0.299005,-0.40815,-0.5173,-0.45951,-0.40815,-0.41365285714285716,-0.34395,-0.16417333333333334,,,,-0.16417,-0.356785,
0,613,1,1,0.011224999999999985,-0.50348,-0.8835700000000001,,,1.4366,-0.21841,,,-0.16299,-0.21445549999999997,-0.21841,,,,,,-1.0182,,,-1.1132,,,,,,,,,-0.51536,,-1.16465,,,,-0.49556,-0.2896833333333333,,,,,,,-0.72916,,0.019141,,-0.364909,-1.2716,,-0.63018,-0.47973,-0.89149,,,,,-0.436175,-0.6512966666666666,,-0.6301800000000001,
2,875,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,158,2,1,-0.6260066666666667,-1.0121,-1.1696,-1.10595,-0.6562100000000001,-1.0056,-0.910205,-1.148,-1.1998,-0.46855,-0.75004,-0.588245,,,-1.2084000000000001,-1.2904,-1.0768,,,,,-0.8794850000000001,,,,-0.8827100000000001,,,-0.9700650000000001,-1.1286,,,-1.1157,-1.1804,-1.008905,-1.1448,-1.0811333333333333,,,,-1.0768,-0.8859300000000001,-0.8827,-1.0186,1.2204,0.12677999999999998,-0.6918125,-0.19677,-1.0186,-0.889175,-0.72739,-1.09625,-1.0768,-0.9797600000000001,-0.89132,-1.1415,-0.17736000000000002,0.1785433333333333,-0.6335500000000001,,0.46974,0.4729765
2,68,1,1,0.47685000000000005,-0.22498666666666667,-0.82957,,0.29279599999999995,-0.7487649999999999,-0.896915,-0.506335,-1.09,-0.7397859999999999,,,,,,,,,,,,,-0.16513,-0.69489,-0.5242899999999999,,0.09076949999999999,,1.2446,-0.447965,-0.8774633333333334,,-0.7757,-0.71285,1.0021,-0.45694500000000005,,,,-0.36267,-0.83855,-1.072,-0.86549,-0.70387,-0.7367933333333334,-0.70387,-0.29982,,-1.0271,-0.9912133333333332,-0.76223,-0.7906666666666666,,-0.9238550000000001,-1.1438,-1.2247,-1.2606,,0.5846300000000001,,-1.2247,0.1491299999999999
2,172,2,1,0.55495,0.039694999999999994,-1.04696,,0.11111499999999999,0.05839999999999999,,2.5956,2.3711,2.3711,,,,,0.31008,0.66719,0.5039425,,,,,,,-0.39394,-0.52659,,-0.38374,,,,,,-0.669435,,,,,,,,-0.29191,,-0.39394,,-0.76126,-0.62862,-0.42455,-0.94492,0.095812,,,,,,0.095812,-0.36333,0.095812,-0.13206,,,,
1,137,1,1,,,,-0.42317,-0.43950500000000003,,,,,,,,,,,-0.770385,,,-0.67233,,-0.93787,,-0.7663,-1.1666,-0.014672,-0.77447,,-0.7172866666666667,-0.96238,,-0.34146833333333326,-0.26794,-0.79898,-0.46129000000000003,,-0.8970199999999999,,,,,,,-0.08412000000000006,-0.51303,-0.5375433333333333,0.034348,-0.415,-0.2189199999999999,,,,,-0.85617,-0.48035,0.009838,,-0.93787,-0.86434,,,,
1,208,2,1,-0.17776,-0.26507,-0.17776,-0.22578499999999999,-0.13192975,-0.91115,0.7186006666666667,0.10926250000000001,-0.13411,0.23258333333333336,-0.52699,,0.8175399999999999,,0.31115180000000003,1.3762933333333331,0.7739,0.8175399999999999,-0.12538,0.37227,,-0.08172999999999997,0.91358,0.9601366666666666,1.289,0.7185766666666668,0.8262786666666666,0.9266749999999999,0.34826475,0.023042666666666666,0.1292673333333333,0.5032300000000001,0.2544095,0.1496416666666667,0.21511933333333336,,1.3152,,,,0.68221,0.835,0.75423725,-0.090457,0.20056933333333335,2.7994,,,0.90485,,0.10162,0.09725149999999995,0.13654349999999998,0.005581,-0.05990000000000004,-0.326185,0.040504,,,1.0009,,1.0009
3,718,2,2,,-0.34335,,,,,,,,0.1284799999999999,,,,,,,,,,-0.17178,,,-0.6793549999999999,,-0.686505,,-0.60072,,,,,,,-0.78659,,-1.0726,,,,,,,-0.7151,,,,,-0.7865949999999999,,-0.6722100000000001,-0.8866799999999999,,-0.783005,-1.06545,-0.62931,-0.98677,,-0.6865100000000001,,-0.97247,,
0,164,1,1,,,,,,,,-0.5868,-0.78352,-0.22682,-1.1393,,,-1.1812,,-1.13095,-1.11002,,-1.2649,-1.3151,-1.0724,0.057822,-0.50308,0.04945,-0.45285,,-0.042638,0.007592,-0.93841,-0.9928049999999999,-0.067753,-1.0891,-0.16821,,,,-0.33565,,,,,,,,,,,-0.15984,0.28386,-0.53657,0.082937,-0.4695899999999999,-0.37751,,,,,,,,,
2,181,2,1,-0.40235333333333334,0.88478,-0.33208499999999996,-0.7632633333333333,-0.14045333333333335,-0.31292,-0.26502,0.089507,0.24281,0.0128539999999999,0.415286,,,,-0.035055,,,,,,-0.18836,0.879975,0.544635,0.75064,0.6476474999999999,0.12783250000000002,0.5015175000000001,0.190115,0.7410633333333333,1.0700216666666666,1.1658366666666666,-0.25543,,1.27765,0.7656914285714286,1.13871,,,,,,,,,,-0.8111733333333334,-0.8495,-0.0542179999999999,-0.5836075000000001,-0.6698425,-0.6866099999999999,-0.26022,-0.317715,-0.66745,-0.69619,,-0.73452,,,,,
1,98,1,1,,,,,-0.50975,,-0.43875,0.30672,-0.364205,-0.364914,-0.27546,,-0.55945,-0.605595,0.097275,,0.22152,,,,,0.60728,-0.1334665,-0.3038599999999999,,,0.083075,0.29252,0.32091499999999995,-0.570095,-0.6535124999999999,-0.7109033333333333,-0.8682799999999999,-0.5168474999999999,-0.6765883333333332,,,,,-0.41745,,,0.093726,,,,,0.6404000000000001,-0.48963166666666663,,-0.92153,-0.4730638333333333,-0.389055,-0.11571499999999998,-0.08376666666666666,-0.48135,,-0.12991499999999995,-0.42810499999999996,0.3280099999999999,0.9882743333333334,0.0369279999999999
0,885,1,1,,-0.69528,,,,,,,,,-0.67228,,,,-0.36562,,,,,,,,,-0.315785,-0.3042835,,,,,,,,,,,,,,,,,,,0.056045,,0.60037,0.17104,,0.46237,,,,,,,,-0.058953,,0.056045,0.6080399999999999,,
2,1001,1,1,-0.9947250000000001,-1.10425,,,,-1.03854,-0.70253,-0.965475,-1.097,-1.1005924999999999,-1.1408,,,-0.5564399999999999,-0.46878666666666674,,,-0.9801,,,,-0.41035,,0.23243,-0.7682450000000001,,-1.097,-0.51261,-0.95088,-1.0239,0.64148,,0.61226,0.12043333333333335,,-0.4907015,-0.045133,,,,0.2908699999999999,,,,,,,-0.7609600000000001,-0.6879200000000001,-0.48339849999999995,-0.4395699999999999,,-0.3811345,0.013302,-0.424965,-0.09626499999999999,,-0.77557,,,,
1,84,1,1,-0.776186,-0.71668,,-0.24572333333333332,-0.7099233333333334,-0.838365,,,1.6359,,,,,,-0.4868399999999999,-1.3070666666666666,1.5209,,,,,,,-1.2372,,,-1.054695,,-0.6017600000000001,-1.0344,-1.0209,-0.10826,-1.1358,-0.85865,,-1.2913000000000001,-1.1155,,,,,-0.79781,,0.0066599999999999,-1.0277,-0.79781,-0.29417000000000004,-0.912725,-0.463195,-1.034405,,-1.0615,-1.1425999999999998,-0.858655,-0.2772699999999999,,,,,,,
1,1034,2,1,,,-0.070815,,-0.2892509999999999,,,,,-0.40575,-0.20188,-0.26983,,-0.0416885,,0.031123,-0.42517,-0.10479,,-0.50283,,-0.464,,-0.45752666666666664,-0.464,-0.464,-0.2941059999999999,,-0.1242099999999999,,-0.28925,-0.2407099999999999,-0.32808499999999996,,-0.4672366666666666,-0.4834199999999999,-0.46399999999999997,,0.0505399999999999,,-0.25042,,,,,,,,0.0699559999999999,,-0.19217,-0.13392,0.5262399999999999,,-0.13877099999999998,-0.19217,,,,,-0.7455400000000001,-0.464
0,116,1,1,,-0.74379,,-0.3539199999999999,,-1.0965,-0.99442,,,,,-0.56742,,,-0.8273333333333334,,,-0.8459,-0.8273299999999999,-0.6324,,,,,,,,,,,,,,,,,,,,,,,,,-1.1429,-1.11505,,-1.1615,,,,,,,,,,,,,-0.65096,
0,190,1,1,-0.28933800000000004,,,,,,,,,,,,,,-0.6474300000000001,,-0.69921,,,,,,0.2068199999999999,,,,0.9187099999999999,,,,,,,,0.64689,,,,,,,,,,,,-0.22462,,,0.1723,,-0.1426465,,,0.30173,,,,,,,
2,555,1,1,,0.13777199999999998,,,-0.34384,,-0.58465,-0.50438,,-0.48145,,-0.48145,,,,,,,,,,,-0.19477,,,,,,-0.64198,-0.34384,,0.32125,-0.65345,,,-0.35531,-0.44131,,,,,,,,,,,,,,,,,,,,,,,,,
