fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g170,chr7-g171,chr7-g172,chr7-g173,chr7-g174,chr7-g175,chr7-g176,chr7-g177,chr7-g178,chr7-g179,chr7-g180,chr7-g181,chr7-g182,chr7-g183,chr7-g184,chr7-g185,chr7-g186,chr7-g187,chr7-g188,chr7-g189,chr7-g190,chr7-g191,chr7-g192,chr7-g193,chr7-g194,chr7-g195,chr7-g196,chr7-g197,chr7-g198,chr7-g199,chr7-g200,chr7-g201,chr7-g202,chr7-g203,chr7-g204,chr7-g205,chr7-g206,chr7-g207,chr7-g208,chr7-g209,chr7-g210,chr7-g211,chr7-g212,chr7-g213,chr7-g214,chr7-g215,chr7-g216,chr7-g217,chr7-g218,chr7-g219,chr7-g220,chr7-g221,chr7-g222,chr7-g223,chr7-g224
2,770,2,1,,,,,,,,,,,-0.17256,0.1012899999999999,0.516165,-0.045852,,-0.2073025,-0.15825,,-0.21139,,,2.4168,,,,,,2.830125,,2.3943,2.14905,2.2076333333333333,2.4004,,,,4.0047,,3.4202,3.4284,3.1995,3.3794,0.27296,2.2764373333333334,-0.035633,4.8774,1.1389775,0.8840188,0.292375,-0.1071599999999999,,-0.22910166666666662,0.32405,-0.57925,
2,230,2,1,,7.4307,1.783,0.59787,-0.13638,1.0381,1.4889,,,0.732125,,0.44282,1.262595,,1.2323233333333334,0.72083,,,,,1.022,,,,,,,2.9316,3.73895,1.55755,3.768333333333333,2.78105,2.4371,2.0848,1.6849703333333332,,3.7951,5.5959,,7.248866666666667,,2.2089,,,,1.0577,,,1.6957,,,,,,
2,555,1,2,0.4655,,0.0691799999999999,-0.205435,,-0.10661766666666662,-0.42076,,,,,,,,,,,,,,,,,,,3.4364,,2.975566666666667,,1.926,,1.5234,,1.99145,1.9072,,,1.9020333333333335,,,,,,1.1801,,1.5577,,,,,,,,,
3,741,2,1,,,0.6923600000000001,1.3138,,,,,0.6701699999999999,-0.037869,4.179825,2.527944,2.7180666666666666,2.0995666666666666,3.2415000000000003,4.1049500000000005,2.8653,0.11009999999999998,-0.09446800000000001,1.9619,0.16189,,,,,4.0616,,1.52359,,,1.72001,1.9959906666666667,1.2235583333333333,0.46153,3.6133,6.5009,,2.0862,,1.3471549999999999,2.3625849999999997,,3.322088,4.5366,2.9652,2.773566666666667,,,,0.40826,,0.43046,,,1.2095
1,53,1,1,,1.0223,0.6435866666666666,0.46694,,0.46,0.607638,0.37033,0.3003285,0.13834333333333335,,0.26446,0.91702,0.509175,0.71221,,0.9428833333333334,0.2656199999999999,,0.57339,,,,,,,,3.7367,,1.9156,2.062133333333333,2.8967,1.8137,,,3.49025,,,0.3119,,0.270245,,7.721550000000001,,,7.3328,2.894425,5.389,2.8574,4.0318,2.5064266666666666,0.055037,,-0.2967,-0.08303666666666668
2,648,2,1,,-0.20326,1.3229,,,1.3389,,,,,,,1.7321,1.36972,,,0.98757,,,,,,,,,,,,3.8968,2.0798,2.7257,,4.2445,2.9575,,4.1754,,,,,,,,,1.1478,,1.1737125000000002,0.32353666666666664,-0.69266,0.10985449999999995,-0.22298425,-0.283387,,-0.431315,-0.5837666666666667
0,5,2,1,,,-0.24958,,,-0.44048,-0.5981749999999999,,,0.18617,0.03157975000000003,,0.18617,-0.0016150000000000053,0.99956,,0.060629999999999996,5.936633333333333,,4.14575,,,,,,,,2.3929,5.0561,1.5889,,,2.8214,3.425205,2.1978500000000003,7.7702,6.888366666666667,6.491,4.5374,9.0878,4.8171,,,0.4787399999999999,,0.4787399999999999,,,,,3.1741,,,,
1,713,1,1,,-0.35932,-0.46652,,,,,,-0.25211,,,0.3703599999999999,0.51215,0.363445,0.20437,0.33578,0.20437,,,,-0.10687,,,,,,,3.4067,3.9116,1.9093,2.428,2.5093,,,,,5.1911,,,6.5104,5.241833333333333,5.0078,3.4585,,0.0971669999999999,,,,0.71273,,,,,,
0,250,1,1,,-0.24751499999999999,-0.35983,,-0.50371,-0.35983,,-0.40779,-0.15033,-0.41789,-0.145285,-0.27023,0.12479,0.001112,-0.19324249999999998,-0.04937,,,0.28634,0.46302,,1.8348499999999999,,-0.079659,-0.079659,3.25975,4.4183,1.1243,3.5576,,2.763745,1.1058156666666668,3.1007,4.1002,1.56604,7.0484,,3.510875,,,,,3.5576,1.1129565000000001,,,,,,,,,,,
0,544,1,1,,3.1341,,,4.154,,-0.15005000000000002,1.8138,2.6333,1.2826,,,,,,,,,,,,,,,,,,2.4876,3.6940999999999997,,,0.071524,-0.197099,,,,,,,6.8796,,,3.6501,,,,,,,,,,,-0.07417000000000004,
0,310,1,1,,-0.09673666666666665,,-0.47255,-0.59425,,,,-0.51962,-0.28196,-0.23833,-0.24293,-0.38989,,0.8914,,0.055581000000000005,0.6778683333333334,0.32538500000000004,,1.2553299999999998,,4.9075,4.9075,,3.7502,2.7973,4.38625,2.989,,,,,,3.9247,,,3.0774033333333333,0.64571,4.6388,,,,,4.6871,,2.1635,2.0051,-0.3730466666666667,-0.41629,,-0.43581,-0.3807,,
2,244,2,1,,,1.94628,2.272925,1.35335,,1.9724,1.1996,0.473997,0.318225,,0.458128,0.296118,0.32828,0.29059,0.42877666666666664,0.26798,,0.84082,0.8166849999999999,0.16245500000000002,,,,,,4.9009,2.8333666666666666,3.8658,3.7727000000000004,2.541933333333333,2.6658333333333335,3.1717,1.8148400000000002,1.3962233333333334,6.52095,4.9250774999999996,4.733700000000001,5.0858,7.9561,8.1832,4.163966666666667,,,6.9732,7.6727,4.557205,4.5633,3.096,1.0901,,0.62374,1.6358,,0.164465
2,181,2,1,9.6443,4.1811,,,,,,0.49354,0.5848300000000001,2.0247,3.5937666666666668,2.936838,4.260642,4.979633333333333,1.361605,3.97955,4.5594,4.7563,2.7136,1.7732,,1.601,,,,,,,2.2004,5.517,6.4046,4.634,4.06825,,,,,11.7111,,,11.7111,9.426415,13.1648,11.3279,,11.790775,11.31755,,,3.5249,0.7863450000000001,1.35858,1.1084,3.1941550000000003,
2,555,1,1,,1.6857,,,,,,,,0.078541,0.251735,0.69017,0.763515,0.60593,,,,,3.4925,,,,2.1631,,,,,,3.3615,4.4818,1.2956,1.35643,2.061196666666667,,,-0.0774909999999999,,,,5.5688,,,,,,,,,,,,,,,-0.29594
2,80,2,1,2.87192,1.6722,0.4175066666666667,0.2489,0.4922389999999999,,,1.6704,0.7255739999999999,0.4853699999999999,1.28368,1.2895,,0.4853699999999999,,,0.97376,1.89905,1.007925,1.0579766666666666,,,,,,3.6322,3.38415,4.487575,5.194100000000001,3.0614,3.7353,4.5175,3.0962,,2.7714,,,3.3655,3.3655,,2.7972,2.8578,4.4486,3.9634,4.3002,3.0936,3.0936,5.4763,,,-0.07970849999999996,,-0.4282899999999999,,
2,68,1,1,,6.4656,0.054903,0.30181,-0.0678135,0.10517,0.031246,,,-0.433,0.004634,,-0.158,-0.010151,0.7438646666666666,,0.004634,0.05786,,,,,,,,,,,6.2631,1.7877,1.9990999999999999,5.68795,5.0877,,0.5102800000000001,,,,,,5.9748,4.333683333333334,,5.8299,,4.8186,,,,,,0.50141,,0.41566,
1,1034,2,1,,,-0.20930633333333334,,0.6708017500000001,-0.071622,-0.19580999999999998,-0.017629999999999993,-0.20661,0.009368,-0.00953,0.21454,0.05616666666666666,,-0.00502933333333333,0.15515,0.148401,,,,,3.2247,,,,,,,0.98665,7.2526,6.7775,4.46922,,7.5766,,4.66629,,6.0661000000000005,8.7131,8.8508,8.8508,8.481,,,,,,,,,,,-0.41718,,
2,1229,1,1,,,,,,,,,,,0.58911,,,,,,,,0.15028,,,0.22613,,,,,,,,4.2623,2.534,,3.0216,,,,,,,,,,,,,,,,,,,,,,
2,1001,1,1,,,,1.3687749999999999,,0.32633,,0.29093,,,0.20045,0.20439,0.565305,0.88362,,0.46990999999999994,0.44434399999999996,4.083,,,1.1013,,,,,4.5275,,,1.53792,7.4581,,,,,,,,,3.6831333333333336,4.4056,0.99113,,2.954,,,,,,,,,,,,
1,718,1,1,1.504,,,,-0.10326,,,-0.194825,,0.055345000000000005,-0.12451649999999989,-0.28966000000000003,-0.1294205,-0.1365073333333333,-0.2111775,-0.1703,-0.088544,,1.5351,,,,,,,7.3643,,4.565,0.8696299999999999,5.6311,5.3106,,,7.4002,1.86051,1.0364,1.60215,7.034,3.19475,,0.39218,1.3242,,,,1.2588,,,,,-0.23243,0.014469999999999983,,,
0,352,1,1,,,,,,,0.70591,1.0393,,,2.1403,,3.6898,,3.6937333333333338,2.25979,4.188666666666666,3.2855,1.5098,,1.4318,,,,,,5.5955,4.6426,5.2928,3.3067,,5.9596,,0.90925,,,,2.1895499999999997,,,2.4887,,,,,,-0.2162,,,-0.11217,-0.3628,0.54986,0.32130433333333336,,1.0062
3,718,2,2,,,,0.10826249999999996,0.14876,0.0892049999999999,0.207127,,,-0.21334,,,,0.32743,0.17138999999999993,,,,0.29646,,1.3566,0.3441099999999999,,,,,,,3.5864,6.7405,5.0705,3.553,5.0324,3.6998999999999995,3.4601,,,4.5702,3.304035,,,,3.846,,,,,1.0183,,,,-0.29196,,,
3,718,2,1,3.6245,,1.01827,0.707634,,0.67048,0.75147,0.42272,-0.2228699999999999,0.64904,4.4416,,6.30805,3.098,1.551925,,,3.179,2.0855,5.9841,2.5882,,9.1251,,,,,5.28725,,,3.9532,,,2.4953,,,,,,8.0352,8.046524999999999,,,,,,,,,,,,2.4119,,-0.05373
0,215,1,1,6.97,3.3929,3.0025,,2.0206,1.7751,1.7049,2.19825,3.3929,3.8769,1.92,,3.2129000000000003,2.3089133333333334,1.4969,,,,,,,,,,,,,,5.607,,,,,,,,,,,,9.7966,,1.588,10.021,,3.70975,,0.98718,,,,2.3829,,,
1,339,2,1,5.003233333333333,-0.12459,2.24205,,,,,2.3184,,,2.1773333333333333,2.23365,1.1485999999999998,0.7156033333333335,1.9479,1.4216600000000001,1.8203,,,2.8215,5.1342,,1.9529,2.9366,,,,2.5461,8.239633333333332,6.0929,3.5423,3.9428,2.5536,,,,,6.7662,,,,,2.9579,0.23835,3.8364,3.8802,,2.0931,,-0.10206,,-0.2397275,-0.17966,-0.58515,-0.10206
2,172,2,2,8.258,5.616333333333333,,,,,,,2.3431,,,,3.1409,1.0896,2.7231,,,,,,,,,,,,4.7039,7.0716,5.1119666666666665,,2.8022,1.2357,,,6.4492,9.1883,,6.5687,,9.3619,,9.5855,,,11.0573,,,3.4126,1.5728,,,-0.35648,,-0.48544,
3,27,2,1,6.8521,8.1159,,,,,1.2513,0.63255,1.8584,,0.002132,,,-0.7713,2.567608,1.7416,2.267,,2.51505,3.0054,3.8489,,,,,,,9.6481,3.3249500000000003,,5.4162,5.277066666666666,,5.8861,10.121,10.6667,,,,,11.1979,,,,,,,,,,-1.2062,,,,
0,353,1,1,-0.04448,,2.297,1.258855,0.7195533333333334,,2.2416,,0.32854,,,0.3498875000000001,2.4745,0.5802063333333334,0.48538800000000004,0.061134999999999995,-0.037738,0.29034,,,1.6640833333333334,,0.28585,,,,,7.0182,,7.135,,3.2026,1.397025,,,,,,,,,,,4.087949999999999,,4.67,,2.6363,,3.634,,0.09708799999999995,,0.057763999999999996,0.1577599999999999
1,137,1,1,,,,0.14573,0.13756,0.042768,,,,,-0.24813,,-0.138635,-0.0912419999999999,,,,1.6444,0.18985,0.18658,,,,,,,9.6588,,,,0.94162,8.6064,5.0404,,,9.1555,6.59785,4.86225,,,,,,,,,0.01662,,0.6703300000000001,0.41211,1.4613,5.243,,0.50036,
