fov,cellID,rep,dbscan_ldp_nbr_allele,chrX-g609,chrX-g610,chrX-g611,chrX-g612,chrX-g613,chrX-g614,chrX-g615,chrX-g630,chrX-g631,chrX-g632,chrX-g633,chrX-g634,chrX-g635,chrX-g636,chrX-g637,chrX-g638,chrX-g639,chrX-g640,chrX-g641,chrX-g642,chrX-g643,chrX-g644,chrX-g645,chrX-g646,chrX-g647,chrX-g648,chrX-g649,chrX-g650,chrX-g651,chrX-g652,chrX-g653,chrX-g654,chrX-g655,chrX-g656,chrX-g657,chrX-g658,chrX-g659,chrX-g660,chrX-g661,chrX-g662,chrX-g663,chrX-g664,chrX-g665,chrX-g666,chrX-g667,chrX-g668,chrX-g669,chrX-g670
2,31,1,1,0.99384,2.0152,1.8407666666666669,1.4726,,1.0066,,,0.91085,,,2.7599699999999996,2.4238,1.8205500000000001,4.5942,4.124,0.44485,2.2004,,0.8917,,0.44485,,,-0.059461,,,,,-0.33396,1.3832,0.304405,,1.4598,1.9131,1.6833,1.5556,1.3449,1.5684,1.69925,,,0.617205,,,,,0.64912
0,27,2,1,-0.06840500000000001,3.734495,0.31471,0.8383,0.30741,2.60428,,,7.5921,1.7031,1.4312,0.73249,0.29099,3.2519333333333336,1.10739,0.5646433333333333,0.6567799999999999,3.47223325,,,,9.4894,0.38631724999999995,10.07415,5.281525,9.6482,10.2192,,6.762449999999999,11.4926,,,,,,8.2981,0.3530233333333333,0.7644150000000001,0.81185,,3.8996,0.9204,0.5950533333333333,0.2928199999999999,,0.13045,,
2,770,2,1,,,,,,,,,,,,,,,,,,0.41602,,,,4.4319,,,,,,,,,,,,,,,,,,,,0.4793699999999999,,,,,,
0,544,1,1,,,,,,,,-0.78138,0.48128,,,0.941135,6.7127,,,,,,,,-0.13487,,,,,,-0.95743,,,1.9139,,,-0.441435,-0.34734,-0.8087249999999999,1.8502,-0.21834,,,,,-0.89369,,,,-0.59016,-0.56285,
2,117,1,1,0.54354,0.31461,0.7655,,,4.37565,0.8759899999999999,,,,,4.30773625,-0.2139199999999999,9.6759,0.015255250000000001,0.20711,-0.040733,2.377967,,,0.4808333333333333,2.682563333333334,5.6029,0.02048425000000001,0.0058498,0.108572,-0.0009196666666666636,,,,0.9098666666666667,3.6604795,6.118,,7.087,-1.7935,0.12649,,,0.029439499999999945,,-0.46774,0.36537,-0.46774,0.14142,0.5087,0.29769,
0,613,1,1,,,,,,,,,,,,0.036952,,,,,,,,,,5.0515,,7.4456,,,,,,,,,,,,,4.2032,,5.5317,,,,,,,,,
1,942,2,1,,,,,,-1.1084,,,0.1784599999999999,-0.89849,,,,,,0.1784599999999999,,0.14195,5.5632,0.74431,9.4603,3.099,0.38837,,,0.20584,,0.52527,0.24691000000000002,,,0.99073,,,,,,,,2.9073,,,3.1719999999999997,1.2645,0.7078,,,
2,578,2,2,,,,8.4588,,,,,0.01165900000000005,,,0.040197,,,,,,,,,6.05095,,,,,,,,,,,,,,,,,,5.3601,8.0593,7.7359,4.7489,7.9511,6.6586,5.241199999999999,,,
0,352,1,1,,,0.020236,,,0.37017,0.58533,,0.19284,6.582599999999999,,5.259135,2.58562,7.2671,8.60535,4.4204,-0.025869499999999997,,,0.38672,-0.1736445,,-0.16339866666666666,0.062798,,,0.17037499999999994,,,-0.17601,,-0.1630045,0.88797,2.1482004999999997,2.9907226666666666,,3.8399,-0.1452735,1.5452542500000002,1.643148,,,4.6568,3.5739,,,,
2,516,2,1,,2.1545,,0.745,,,,0.69593,7.565225,3.55295,2.1479,,,8.360119999999998,3.8674,4.6654,,,1.6817,1.2333999999999998,1.25575,,1.2772833333333333,1.3606,2.995366666666667,3.835075,3.6444,5.8412,8.8432,,,0.92565,1.4661666666666668,0.2588,,1.2691,,,,,1.0595,1.35385,,1.4275,,3.0556,,2.4154733333333334
2,210,2,1,,-0.015659,,1.08465,1.2255,1.31305,,1.2496,,0.98411,,1.486,,1.4386999999999999,1.3884,,,0.34442799999999996,0.044689,4.885635,2.1327356666666666,7.373,10.7264,4.96511,0.59654,7.7612,,,,,5.55046,0.6119600000000001,0.70048,0.6119600000000001,0.636105,9.3102,,-0.39988,5.14614,0.39069,0.6099533333333333,0.51239,,,0.213666,,,
1,142,2,1,0.19935,3.2064,0.32777999999999996,0.30185,0.16354,0.24010039999999994,2.9408700000000003,,0.25368,,0.3290166666666667,0.39487999999999995,0.48832000000000003,,0.40435,0.47597,,,,5.164402,8.006387142857141,12.0337,-0.15755,,0.43522,0.107345,0.0659759999999999,0.26047750000000003,0.0066989999999999,,10.043,4.3132075,4.8299245,7.0686,5.1116308,3.911009857142857,5.8587584,1.30521375,10.262366666666667,3.1743000000000006,-0.055664000000000054,2.773565,-0.0396105,10.5888,5.746667,-0.16743,,0.34754
2,80,2,1,,,,,7.8796,6.5085,,,,,,,3.591,,,,,,,,,,,,5.649,,,,,,,0.16019800000000003,0.1864,0.37196,0.251475,0.08459679999999999,0.433175,0.200575,-0.019138500000000003,,,0.26114,,,,,,-0.4837
2,121,1,1,,,,,,,,,,,,,,,,3.6757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,1,3,,,,,,,,,,8.0386,5.0974,4.8794200000000005,4.416300000000001,4.16135,4.1718,-0.671585,4.3338,,,3.8224,3.735575,5.0141,,,,,,0.2795,-0.1416599999999999,-0.48183,0.05966000000000002,,,7.198600000000001,,,0.80135,,,,,,6.7786,,,,,-0.3730699999999999
2,603,2,1,,,,,-0.31626,,,,,,,,,-0.30989,,,6.201,5.4875,,,3.7823,,,1.7033,,,-0.47978,,,,,,0.6563399999999999,,,,,,,,,,,,,,,
1,98,1,1,4.6595,,,-0.1237,6.1771,6.14215,,,,6.7179,,,,,,7.626166666666666,,,,,0.10661,,,0.01819,,,0.2156,,2.1758699999999997,-0.46712,2.234986,,3.437975,-0.080515,-0.11239299999999997,2.4886166666666667,0.053149333333333326,-0.0016889999999999312,,,,,-0.37664,,,,0.0593179999999999,0.065487
2,43,2,1,,,,,,,,,8.1546,,,8.9989,-0.006252,,,9.7105,0.4164125,0.50107,9.2711,4.7459395,1.6637639999999998,2.2619209999999996,2.00481,0.19522,,,2.32465,1.48598,-0.1961935,,-0.458348,4.136699999999999,0.09327,,1.2666030000000001,2.44619,-0.10536766666666668,,-0.61552,0.18763275,,-0.033558000000000004,-0.05868340000000001,-0.2914695,0.17459,,,
1,94,1,1,0.18018,0.41794,10.8474,1.1189,,,,,0.07300033333333333,2.1820533333333336,,7.589,5.693473333333333,5.765313333333334,7.0802,5.9838,-0.5331100000000001,0.627365,,2.988965,5.17319,,-0.32861,0.45243,6.151949999999999,6.8954,0.15431,0.287355,1.0339086000000002,,,,,0.50664,0.6088899999999999,0.62552,-0.2497599999999999,,0.5271699999999999,-0.3631,-0.4419399999999999,0.6106182,,,0.230688,,,0.403155
2,172,2,1,-0.15874,0.411265,0.18172,0.20579,,0.40869,,0.2075075,13.0037,2.9547085714285712,0.092304,3.779969,0.16538224999999998,9.680900000000001,8.727450000000001,10.7083,3.7857223333333336,,0.44995,3.23979,,0.36398,-0.0229,-0.12004999999999998,0.042869999999999985,0.6201800000000001,0.085855,-0.26921,,-0.10801,-0.34788,,0.7164699999999999,,0.4396366666666667,0.26597,0.374295,0.32271,0.23673766666666662,0.51873,0.08198666666666667,-0.14154,0.19375,,0.35366,0.71303,,-0.023759999999999996
2,584,2,2,7.5283,,,,,,,-0.61263,,,,5.6528,4.6865,,,,1.3252,,,5.92525,,4.386,,4.5286,0.65803,,6.1685,,,-0.049872,,,,,,,,,,,,,,4.8138,,-0.2052,,
2,711,2,1,2.1268,,7.2913,,,6.5852,,,,,,4.1425,9.5264,10.0918,0.20174,2.34982,,3.2527,,,,,,,,,,,,,,,,,1.6664,1.3038,2.2055,,,,,,,,,,,
1,137,1,1,,,,,,,,,,,,,,,,,6.334726666666666,7.5375,,7.5506,-0.14027,,,,,,,,,,,,,,,,4.7952,,,,,,,0.82068,,,,
3,62,2,1,,7.7557,8.349766666666667,0.45464,,,,,,,,,,4.3307,,,5.7903,5.081,,6.4764,,,5.4774,,,,,,3.8687,,,3.47035,,3.1744,4.6628,,2.9954,6.1907499999999995,,,,3.2045,,,,,,
2,792,2,1,,,,,,,,,,,,,8.6829,,,,4.45685,3.3687,5.2798,,,,,,,,,,,,,,,,,8.22675,5.5889,,,,,,,,,,,
2,852,2,2,,,,,,,,,,,,,,,,,,,,8.2355,,4.7879,,,,,,,,,,,9.9865,1.161,,,9.9865,,,,,,,,,,,
0,99,2,1,0.29139699999999996,0.5543366666666666,,0.638545,0.14262,5.380715,0.73212,,0.236195,,,,0.071507,,0.19315,10.3175,11.1784,,5.8317,,8.6277,,10.9913,,,,-0.30839,-0.23727499999999996,-0.15555899999999998,-0.290615,-0.19938075,-0.061364,5.34331,2.8518286666666666,-0.24663,-0.235405,9.2508,-0.29467,-0.26161,-0.25038,,,,,,,0.255842,-0.076335
2,730,2,2,,,,5.56405,,6.456499999999999,,,,,,,7.681,6.406,,,,6.9634,,,,,,,,,,,,-0.19788,,,,,0.65977,1.2687,,0.86846,,,1.1286,1.0085,1.148635,,,,,0.81128
3,86,2,2,,,,,,,,,,,,,,,,,,8.1009,8.1009,,,5.335,,3.3756500000000003,5.374166666666667,7.512,,,6.3092,3.8424,1.8102349999999998,,,-0.34879,,,,,,,,6.884,7.29515,7.1808,,7.1362,,8.0602
0,275,1,2,,,,,,,,,,,,7.3943,,,,8.6693,,,,,,,,,,,,,0.65273,,,,,0.7905,,,,,,,,,,,,,,
0,116,1,2,,,,,,,,,,,,,,,,,7.5381,,,,,8.6718,,,,,,,,,,,,,,,,,7.9542,,,,,0.2423,,,,
0,149,2,1,,,,,,,,,,,8.593399999999999,10.2869,9.9508,,,4.3174,,,,,,,,28.1098,,,,,,4.135149999999999,,,,,1.72165,1.118815,,,0.28071,,,,,,,,,
2,181,2,3,,,,,,,,12.762599999999999,,,,8.3043,8.4662,,11.3081,7.0057,,,,,,,,,6.5682,,,5.6519,0.20763,,0.052624,,,,,,,,-0.68626,,,,,,,,,
2,68,1,1,,,,,,,,,,,,,,,,,,,,,,9.443333333333333,9.1654,10.1486,8.723833333333333,,4.656,6.618433333333333,6.44024,,,6.128550000000001,5.0596,,7.267,4.2287,,,5.1025,,5.47505,4.2361,,6.2498,,,,
