fov,cellID,rep,dbscan_ldp_nbr_allele,chr12-g541,chr12-g542,chr12-g543,chr12-g544,chr12-g545,chr12-g546,chr12-g547,chr12-g548,chr12-g549,chr12-g550,chr12-g551,chr12-g552,chr12-g553,chr12-g554,chr12-g555,chr12-g556,chr12-g557,chr12-g558,chr12-g559,chr12-g560,chr12-g561,chr12-g562,chr12-g563,chr12-g564,chr12-g565,chr12-g566,chr12-g567,chr12-g568,chr12-g569,chr12-g570,chr12-g571,chr12-g572,chr12-g573,chr12-g574,chr12-g575,chr12-g576,chr12-g577,chr12-g578,chr12-g579,chr12-g580,chr12-g581,chr12-g582,chr12-g583,chr12-g584,chr12-g585,chr12-g586,chr12-g587,chr12-g588,chr12-g589,chr12-g590,chr12-g591,chr12-g592,chr12-g593,chr12-g594,chr12-g595,chr12-g596,chr12-g597,chr12-g598,chr12-g599,chr12-g600
0,27,2,1,-0.50078,-0.17787,,-0.24628,-0.268175,-0.2398968,-0.24992999999999999,-0.11887999999999999,-0.34246666666666664,0.28844719999999996,-0.07661499999999999,-0.356655,-0.203405,0.10673333333333333,,,,-0.17969,,0.040144,-0.23077222222222224,-0.443315,,,0.26582399999999995,0.72154,2.36164,2.334725,2.3926666666666665,2.804224,3.073928571428571,,,,,,,,,,-0.38949,-0.19794,-0.01185,,-0.10124,-0.04012500000000001,,1.3291,,,0.461754,0.738875,0.779922,2.25764,0.25998,0.959432,0.2604375,0.21255,0.022814999999999946,
2,181,2,2,-0.031770999999999994,-0.28323,-0.25682,-0.26945,-0.054161,-0.23242499999999994,-0.2169225,,-0.0179919999999999,-0.1265,-0.111,-0.07913599999999994,-0.29098,-0.2884,,0.0552065,,,,-0.08619740000000001,,0.14505700000000002,0.12496200000000002,,0.983525,,0.28342,1.8188499999999999,1.9339766666666665,1.4977,2.2314,3.4086,0.98353,3.5472,,,2.488666,3.21955,3.73755,,0.49699,1.5648,,1.4787,,,0.7570650000000001,1.1956666666666667,0.5796600000000001,3.3526,1.3564166666666668,2.6413,1.336903333333333,0.52454,0.59516,,3.2458,3.04605,3.788933333333333,3.6609
0,275,1,2,,,,,,0.45658,,,,,,,,-0.071164,0.15068,,,,,,,,,,2.6586,,2.10285,,2.731,2.46595,2.731,2.6710666666666665,2.745,2.4609,2.2336,1.9744,1.9347,1.5728,2.01995,2.0655,,,,,,,,1.09993,1.415175,0.57334,0.57334,,1.8904,,,,,,,
2,230,2,2,,,0.37331,,0.19153,0.3488075,0.22896,,0.18975,,,,,-0.245095,,,-0.090047,-0.031236000000000003,0.0017339999999999994,-0.029454,0.1238099999999999,0.2646,,,0.16569499999999998,,,,2.0717,0.25569,3.49475,,2.8487,2.117433333333333,2.02895,2.9307,,3.1428,,,,-0.29945,,-0.35559,,,,,0.43212,0.050743,0.22718,0.079258,0.2271765,0.36262,0.15411,0.23965,-0.0704429999999999,0.05876350000000005,0.43212,
2,841,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,2.7053,2.2818,,1.7483,,,,,2.8152,,,,,,,,,,0.30077,,0.7296699999999999,,,,1.1747,2.0673,,,2.3166,1.0487,,,1.4749,,
2,808,2,1,,,,,,,,,,,,,-0.280737,-0.6138100000000001,-0.3815,0.055135,,,0.178285,,,-0.20237,,,,,,,-0.27514,5.145,,,,,,,,,,,1.4826,,2.8821,1.2335,,0.7240800000000001,,,,0.85283,0.7016899999999999,,0.971785,0.8374250000000001,,,0.42879,0.48617,,
0,544,1,1,-0.10149,,-0.21986,-0.1804,,,0.1899,-0.22593,,-0.15916,-0.39287,-0.15612,0.19293,0.133745,,0.26882,,0.89105,0.37809,,,0.467625,0.36898,2.2508,,,,,,,,,0.95782,4.2268,4.2177,,,,0.52985,1.9913,,,1.01703,,,,,1.7561,1.5861,-0.14701,,,1.3068573333333333,-0.010428,,1.4708,,,,
2,841,2,2,,,,,,,,,,,2.2764,,,,,,,,,,-0.093286,,,,2.2362,4.319,3.13685,3.2709,,,2.5069,0.81545,,,,0.89587,,,,3.3218,1.2872,1.8877,1.4936,1.92795,2.3836,1.7135,,1.60355,,1.9708,0.8503,1.5928,1.23765,1.23495,,2.4721,,2.263,2.1477,
2,198,2,1,,,0.31488,,,,,0.978695,,,,,,,1.4099,,,,,,,,,1.0127,,,,,2.1495,,2.2683999999999997,2.3037,,2.8734,,2.633,,3.0511,,1.8672,0.7983600000000001,1.4439,1.4099,1.2618333333333334,1.0558,0.99175,1.53145,,,,,,,1.6268,1.5667,-0.91604,-0.91604,1.3419,1.3105933333333333,
1,339,2,1,,-0.26226,,0.038105,-0.2105256666666667,,-0.087045,,,,,,-0.087045,0.088166,0.08232666666666667,,,,,,,,,,,,2.0305,3.0893,,,,,,,,,,,,,,,0.09317299999999999,0.280895,,0.19955,0.1482365,,,,,,0.80903,,1.4314666666666664,0.82655,1.0952,,0.99299,
1,233,1,1,1.886,0.37732400000000005,0.32397000000000004,,1.3969,-0.36663,,0.38029,,,,0.42178,,,2.5291,3.8866,,,2.0342,1.05458,0.5877600000000001,,2.5439499999999997,1.0561,,2.1172,,,1.8756,2.4669,2.5618,4.60835,2.7929,1.6784966666666665,3.03895,,1.9541,,,,3.98595,4.2542,4.2571,,3.7295,,,0.8841600000000001,-0.064307,1.7718605,-0.20954,0.009792,0.6677933333333333,3.8274,-0.040595,0.32989999999999997,,0.30174,,-0.39923
1,843,2,1,,,,,0.008702,,-0.030545,,,,,,,,,-0.054094,0.36782,0.59153,0.60919,,,,,,3.6018,1.1194,,0.09701,0.071499,5.2856,,,4.0434,,,,,5.1835,,3.7098,,4.0434,-0.26996,2.5892,,,,2.10945,,3.7848499999999996,1.2764,2.2419,,1.9711,,,,,,
1,468,1,1,,,,,,0.11999,,,,,,,,,,,,-0.4222399999999999,-0.3352199999999999,-0.08641500000000003,,,,,,1.4337,1.72995,1.7567,1.237935,1.7567,2.08975,,,5.1373,4.77915,,4.5716,,,,,,,,-0.1846,1.3517,,,6.1514,2.2219375,,-0.047365,0.13839749999999995,-0.097572,-0.14778,1.3003966666666666,-0.13774,4.99835,0.08819299999999995,
2,555,1,1,,,,0.094145,0.23145,,1.0085,,-0.0525259999999999,,,,,,,,,,,,,,,2.3472,,1.027217,,,0.31571,0.23769,0.053578499999999994,0.51231,5.9734,,7.0532,6.731766666666666,,,,,,,,,,,,,1.2800099999999999,,,1.0896,0.20025,1.16141,,1.954,2.6140999999999996,,1.4766,
3,937,2,1,,,,,,,,,,,,,,,,,,0.15031,-0.32205,,0.07373800000000001,,,,,,,,,,,,,,3.4018,3.3824,,1.878,,,,,,,,,,,,,,,,,,,,,,
2,603,2,1,,-0.25043,,,,,,,,-0.36298,-0.22283,0.01714,,-0.1463799999999999,0.036252,,0.59263,,,,,,,,,,,3.1133,,1.8126,1.8254,1.9199,3.9479,,3.8693,,,3.6555666666666666,3.33315,2.0600666666666663,,1.51,0.94727,,,0.4907,0.4907,,1.17767,1.3963999999999999,0.18915,1.087872,,,,,-0.2631699999999999,,,
1,612,2,1,,,,0.87371,,,0.16927,-0.03690766666666667,0.083364,,,,,,,0.75344,,,-0.139994,,,0.4785399999999999,,0.90808,1.8531,4.2069,,2.2826,1.3032299999999999,,2.8324,,,4.71375,-0.036906,,5.3753,,,,-0.019725,,,,-0.4149,,0.8909,-0.17436,,,1.1886999999999999,0.9768,1.2345,,,,,,0.94244,
0,406,1,2,0.49821,,,,0.30065,,,0.021337666666666633,-0.01386,,,,,,,,,,,,,,,,,,,,,,-0.094475,4.6436,5.90845,,,,,4.2349,0.12125,,,,,,0.85019,1.7993999999999999,1.1863,,1.94925,5.0808,,5.0217,2.0787,2.78605,,,6.0958,,,
0,688,2,1,,,,,-0.5891,-0.5603750000000001,,,-0.5929300000000001,-0.079821,,0.18439,,,,,,,,,,,,,,,3.3051,,,,,,3.15775,,3.4021666666666666,2.9585999999999997,2.5546,2.4704,,,,,,,,1.0957,,1.0957,0.45626,1.5916000000000001,1.0038,,0.95788,1.8692,1.0689,,,,,
0,406,1,1,,-0.26025,-0.0479225,-0.15579,-0.1660075,-0.24208133333333334,0.28475,,-0.35562,0.201867,,,,,-0.16487,0.02588,,-0.071766,,,-0.07517000000000004,,,,2.8576,1.6768,2.9893,,4.5017,,3.8659,2.6532,3.7364,,,,4.2519,3.5740499999999997,-0.30112,,,,,,,,,,,,,,,,,,,,,
2,119,1,1,,,,,,,,,,,,,-0.54805,,,,,0.1178099999999999,,,,0.33666,,,0.17912133333333338,0.65504125,,1.0584,1.5496499999999997,2.1201,0.86516,,,,,5.48895,5.88825,4.6904,4.6904,,,0.23538499999999998,0.26914566666666667,,,,-0.59578,-0.51778,-0.58763,0.45307,0.2978613333333333,,0.31571,,,,0.4914899999999999,0.19697,0.40961333333333333,
0,352,1,1,,1.0913,,,0.23184999999999997,0.00416000000000003,0.92816,0.5577433333333334,0.158555,-0.3911699999999999,,,,,-0.44791,,0.5616966666666667,,2.3515,0.93762,0.68405,1.4838,,-0.47156,,,,0.2046599999999999,0.1171799999999999,0.11481,,,3.2878,3.8364,,6.514049999999999,6.2906,3.6449,3.2098,,,,,-0.02232500000000004,-0.28004,,0.18929,-0.08301,0.83595,1.1717,,,-0.41718,1.1717,0.51085,0.21837140000000002,0.11796266666666667,0.03993933333333334,0.08289300000000002,-0.44791
2,584,2,2,,0.029067,,,,,,,,,,-0.48022,,,-0.47767,-0.48276,,,,,,,-0.16701,,,,,3.482,2.606,,,,,,,,,,,,,,,,,,,0.20477,,1.65879,0.45432,0.5629633333333333,,0.6262,1.5569,2.5067,3.263,3.1204,2.219,
2,603,2,2,0.13818,,,-0.1676099999999999,,,,0.24224,,,,,-0.24406,-0.2164599999999999,0.9048,,1.8477,,,,3.49665,2.4911333333333334,2.7417,,,,,,3.5126,5.6362,,,,0.55866,,,,,,,,4.3769,3.9681,,,,,,,2.9817,1.2403,,1.2743,,,,,,,
2,730,2,1,,,,,,,,0.1852,,-0.15070399999999995,0.030829,-0.1407,0.1223099999999999,0.022252,-0.13784,,,,,,-0.2436199999999999,,,-0.28936,,5.65125,1.7747000000000002,,2.0558333333333336,4.6621,0.46823,,4.70782,3.9846,,4.239015,4.06605,1.1829,,0.0422639999999999,,,,-0.20073,0.11945,,2.801035,,0.215225,0.2173645,0.23237249999999998,0.24095499999999995,0.3453,,,0.2967,0.34387,,,
3,353,2,1,,,0.15540949999999998,,0.1675785,,,-0.16605500000000006,-0.3960452,-0.05991333333333334,-0.49461,-0.444925,-0.46013,0.1341099999999999,,,0.137155,0.19394500000000003,0.20713,,,-0.056531,0.1158599999999999,,,,,-0.40943,,5.8636,,,5.0767,,,,2.6388949999999998,,,4.77145,6.1861,,3.1834,,1.6025,2.0405666666666664,,,-0.064646,4.0282,4.3202,,,0.35518,2.55975,,2.6713,,2.793,
0,55,2,1,,,-0.24616,,,,-0.1548775,,0.15113,,,,,,,,1.0647,,-0.13357,,,0.012801,0.56771,1.584235,4.427933333333333,3.8843,4.0993,5.010199999999999,4.2172,4.3556,,4.4762,2.5734333333333335,2.604,,1.371915,2.41175,2.4383,2.183666666666667,1.9606,0.6232,2.47045,2.1689,2.1601,0.38435,0.9457,1.2883,,2.189,,,1.54145,1.4556,1.7354399999999999,1.5472,1.38856,2.4303,1.6523,1.67715,
0,158,2,2,0.24686,-0.2038,-0.21895820000000002,-0.261155,-0.011929666666666672,,-0.20482499999999995,,,-0.27754,-0.027635000000000007,,,-0.074749,,,,,,,,,,,,3.7394499999999997,,,2.6619533333333334,4.6858,,,,1.7156,4.282299999999999,3.8173,2.6251,2.9979,4.5609,2.0884,,0.542855,1.5292,0.39434,0.5285150000000001,0.1137099999999999,0.6954600000000001,0.7719366666666666,1.4376666666666666,2.78285,0.91807,1.6555099999999998,3.4239666666666664,2.34955,,,1.7033,,1.7033,
2,80,2,1,,,,,,,,-0.5159100000000001,,-0.470165,-0.5867899999999999,-0.11772,-0.49658,-0.48112,-0.62803,-0.6873,-0.61127,0.5111399999999999,,0.257275,0.2237699999999999,-0.011408500000000007,0.10393,0.29658049999999997,0.8182533333333333,,,2.3265640000000003,3.7978500000000004,3.187,,4.04075,,4.4325,3.7482,,2.1593,,4.4325,2.4879,2.1439,2.4467,2.1065,,,,3.4609,-0.5178499999999999,0.9054850000000001,2.2697,1.7817,2.51565,,0.8264436666666667,2.053,1.139375,0.5356235,1.110557,1.5317514285714287,0.23021
3,741,2,1,,-0.24429,,,,0.11971499999999999,0.137475,,-0.1821375,,,,-0.2309699999999999,,,,-0.046747,,,0.25511,,,0.23736,0.86105,4.5344,,,1.42145,,,0.15523,,4.5780666666666665,3.0917,,8.392,,2.264895,4.9506,1.9597,0.9076505,-0.009014,0.015401,0.25585,-0.018999999999999947,,0.070889,0.652417,0.14413,,0.159671,0.8366239999999999,3.0917,2.2194,,,1.22507,0.7989,0.32761833333333334,
2,578,2,1,,0.66089,,0.530095,0.46826,0.33033,-0.14529999999999998,0.27801,-0.05255000000000001,0.40524499999999997,,0.21856,-0.33436,-0.050173,0.052880333333333335,0.10203,,,,,0.6299800000000001,-0.2261545,,-0.062064,1.42429,0.9106,0.8309300000000001,,0.832095,6.5254,,4.2852,,7.655,4.5373,,,,,0.10321950000000002,,,0.8899633333333333,0.24946249999999998,0.287524,0.20429,0.63235,0.2352,0.02830699999999997,-0.31177,0.1377025,-0.03590333333333332,1.2055,-0.007365000000000045,,0.090138,1.8190499999999998,,0.39216,
1,1034,2,1,,,-0.001431,,,,,,,,,,,,,,,,,,,,,,,0.67889,,,,,5.568,,4.7392,,,,,,,,,,,-0.36859,,,,,,,,,,,,,,,,
3,86,2,1,,0.022407,0.24481,-0.04494,,-0.0645175,,-0.05747,1.194705,,,,,,,,,,1.3537,,,,,,,,,,2.4688,,3.0358,5.5543,3.9176,,1.9661,,1.8752,4.7821,6.2465,,2.7194,0.80395,1.6066099999999999,1.5531333333333333,,,,2.1340019999999997,,2.8181,1.4732366666666667,1.2268,,,4.3217,2.934,4.3217,2.3215950000000003,3.9458,
2,199,2,1,0.31785,,,-0.26809,0.01977,0.17391999999999996,0.16115,-0.0917985,-0.20507,,-0.012594,,0.25994,0.35703,-0.046661499999999995,,,,,,-0.2016599999999999,,,,,,,,,3.2306,3.7739,4.0465,,,3.2211999999999996,5.0514,4.4519,3.0023,3.7828774999999997,2.373785,,1.5885,,1.2291333333333334,,0.6772600000000001,,,,,,,,,0.30082,-0.1744099999999999,0.44901,0.45583,0.1849925,
2,591,2,1,,-0.25326,-0.2163,,0.34068866666666664,0.602645,-0.14043,-0.30383,,,-0.25131,,,,-0.10347249999999995,-0.07624,,,,,-0.28438,-0.12682,,1.5013,1.3146,,,,2.1608,3.9484500000000002,4.089449999999999,,3.01183,,5.6038,5.8353,5.5533,0.85164,,0.754375,0.42758,,0.24764174999999997,0.1688599999999999,0.105154,,0.13385,0.304636,,,,0.07418999999999996,-0.0013479999999999998,0.18637,,2.7385,,1.8495,,
0,310,1,1,,,,0.1175799999999999,-0.10171000000000005,0.33457000000000003,,,-0.3784,,,-0.09749999999999999,0.2232,,-0.18782,,,,,,,,,,,,3.7502,,4.0234,4.8662,4.0246,,,,3.0269,,,,,1.2175,,0.80185,,,1.0912,,0.45167999999999997,,0.43216,2.5569333333333333,2.6733,1.9292999999999998,3.4104,0.041804,-0.35544,,1.62845,1.4746,1.8283,
0,190,1,1,,,,,,0.8826799999999999,,0.84598,,0.77993,,-0.083658,,0.61112,,,,,,,,,,,1.0466,,,,,,,0.33713,4.03242,,,7.628266666666666,,,,,,,,,2.03005,0.49125,,,,,,,1.9729599999999998,,,1.73525,2.5878,1.7781,,
2,648,2,1,,2.775,0.19614499999999999,0.13080949999999994,-0.052867,,,,,,,,-0.17285666666666666,-0.43255,,-0.31421,,,,,0.16163,-0.0084879999999999,,,2.6197,2.3633175000000004,3.1960249999999997,7.4668,3.9995999999999996,2.703523333333333,,5.3354,2.4249,4.6069,5.5647,,,6.048,0.312025,0.05684500000000001,0.45255500000000004,-0.1145,-0.12140599999999999,0.0987594999999999,-0.10464,-0.4867899999999999,,,0.2232666666666667,0.19615,-0.06766,0.26271666666666665,-0.06766,0.053970333333333335,,0.23066,0.10246,0.3416099999999999,,
0,89,2,2,0.06137033333333333,,,-0.46425,0.86726,0.76951,-0.39136,0.786395,0.46551,-0.283805,,,0.2130699999999999,0.037076,-0.20612,-0.13892,-0.062478,-0.007367,,0.26641,-0.20647499999999996,,,,,7.770250000000001,3.8343000000000003,,,,4.7072,4.18275,2.2433,3.04252,2.7757,3.107225,3.6792249999999997,5.139200000000001,4.34985,-0.17803,0.7831400000000001,,,-0.39492,-0.14959,,1.7384,0.579960875,0.27352,0.18285,0.3304,0.164183,0.1782294,-0.16558499999999998,,-0.37892,,-0.30425,,
0,613,1,1,,,0.7641,,,-0.35406,,-0.07623749999999996,-0.4158,0.24160500000000001,,0.16958,,0.19473,,,,,4.0454,0.11012,6.1971,,,,,,,,,,2.7695,,,,,,,,5.4197,,,,,,,,,3.4989000000000003,5.0287,0.41196,,,,,,2.905535,5.7581,,4.99895,
2,230,2,1,,0.27708,0.40271999999999997,0.3376699999999999,0.3180699999999999,,0.3180699999999999,,0.084604,,,0.44282,,0.2378699999999999,0.415195,,0.31272,-0.079354,,0.12916,-0.11143,-0.11143,,,0.3751,3.4458,2.6045666666666665,4.0018,,3.6899,,2.169715,4.3689,4.8572,4.2736,4.83315,5.1489,5.2226,5.5041,-0.30569,,,0.10777,0.066783,,,0.10243,,0.22895999999999997,,,,,,0.20223000000000002,,0.26638,,0.30499666666666664,0.30737
1,84,1,1,,0.42365425000000007,0.07664800000000001,-0.13661333333333334,,0.48545,,0.2559599999999999,,-0.3129699999999999,-0.40595,-0.23549,,,0.18733,,-0.42366,,,,-0.12702,,-0.4723699999999999,,2.9644875,3.8245,9.5316,1.4226,5.2465,3.9495999999999998,2.37894,8.0085,3.6098,7.195,7.876799999999999,3.8799000000000006,0.30245,1.068425,3.2158,0.5681,0.707565,0.4065,,,,,0.30466,0.34340000000000004,0.8027625,0.9156599999999999,0.13863,0.12092,1.2367,1.36505,1.1232025,1.0673,,1.9749,1.0233966666666667,
1,137,1,1,-0.055288,,,,,0.28464,,0.42845999999999995,,,,,,,,,,0.305885,,0.606595,,,,1.6084,2.5334,,5.3051,5.9588,3.9824333333333333,2.857,,,,,,,,,,,1.0331,,,0.01662,,,,,0.31406,0.10814,,0.3358466666666667,0.12775,,,,0.8174100000000001,1.1050466666666667,1.4679,1.5561
1,339,2,2,,,,,1.0193,,,,0.571245,,,0.586265,,0.35349,0.93669,,,0.620055,,0.60003,,0.75897,,1.3722,1.571225,,5.0141,,6.9965,,4.7263,,,1.4598,,7.4796,,,2.5561,,,1.645,3.0392,,,,,,,,,0.02725833333333333,0.6037899999999999,,1.9354,,,1.9354,,
2,260,1,2,0.054611,0.13741649999999994,0.24230866666666664,0.31723,0.2517743333333333,0.083003,0.30658,-0.047123500000000006,-0.09325900000000001,,0.4828399999999999,,,-0.6433399999999999,,-0.19854,,,,,,-0.082612,,,1.4245,,,,2.5507,,,,4.3582,6.3622,4.9402,5.6193,,,,1.803,1.4813,1.4694,,2.5790333333333333,1.7155,,1.16499,,1.73915,1.78806,2.4371,,1.3275,4.5073,1.053,2.262,,,4.072,
0,99,2,1,-0.22418,,0.054664333333333294,0.078993,,-0.11189,-0.029549749999999948,-0.12218499999999999,-0.11938,-0.1568099999999999,,,,,0.0013285000000000519,,,,,-0.13122999999999999,,0.029399999999999996,-0.04265,0.092093,,,,,,,,6.267166666666667,5.98615,,6.7305,,4.2148,5.947766666666666,5.4649,,-0.025807,0.1473,,0.14574033333333333,-0.08101349999999996,0.29608,1.3946,1.258,1.6541,1.923096,0.16508,0.825695,1.757685,2.011858333333333,,6.5317,1.491307,4.040805,5.1543,
1,713,1,1,,,,,,,-0.2279,,,,,,,,,-0.15528,,,,,-0.20484999999999998,-0.18641,,,,5.7617,,,6.9721,,4.9352,,,,,,,,,,,0.30812,0.47757,,,0.14212,,0.2873699999999999,,-0.3939,,,1.3767,0.91503,-0.17257,,0.825125,0.949625,,
2,210,2,1,,,,-0.20978049999999995,-0.043822,,,-0.06796199999999995,-0.22889,-0.33148,-0.65938,,-0.505485,-0.5869566666666667,-0.59299,-0.70162,2.50759,0.08643250000000004,0.7387,1.6469449999999999,1.1958275,-0.25704999999999995,0.645175,,,,,,7.126899999999999,,,4.9299,8.2018,6.6468,3.4654,5.8949549999999995,6.8339,5.6551,7.1034,,2.0905,1.9443366666666666,2.117635,,,,,0.5103800000000001,,0.58179,0.28206,0.35488,0.26060333333333335,1.154095,0.8674449999999999,0.060782,3.3618,1.4115755,1.4210366,
1,826,1,1,,0.6853,,,0.5199600000000001,,0.049102,0.70687,0.74641,,,,,,,,,,1.2154625,,,,,-0.22766,0.94587,,,3.505075,,8.4707,5.9762,5.2465,7.989,,8.4707,,,,,,,,,,,,,,0.23601,,0.4337,0.04910000000000006,,,,,,0.53075,,
3,28,2,1,,-0.093649,,,,,1.0874,0.78235,0.5424899999999999,0.062779,,,,-0.6098600000000001,,-0.26833,-0.37783,,-0.059756,-0.3361099999999999,,,,,4.6383,6.445,6.7578499999999995,7.2611,7.4357500000000005,8.543800000000001,5.7255,,9.1017,,,,5.644666666666667,6.3147,6.3147,,,,,-0.28658,0.35999,0.10797000000000001,,0.53988,,,,0.4555866666666666,0.46253666666666665,0.555525,0.37824,0.5894199999999999,,,0.5894199999999999,
1,137,1,2,0.67033,0.96123,,,0.591885,,,-0.0389459999999999,,,,0.24215,,,,,,,,,,,,,6.2628,,,,,5.9131,,8.005,7.3153,8.005,,6.606,,,6.606,,,,,,0.24215,,0.24215,0.78146,,0.354915,1.3044,2.3177,1.092,1.092,,,,,,
3,823,2,2,,0.29435,-0.069283,-0.19245,-0.1572599999999999,0.030423,-0.06635,-0.069283,,,,,,0.79875,0.7049,,,,,1.2152,1.1096,,,0.99229,,,,,,,,,7.1741,,,7.2855,,,,5.1975,2.9102,3.5377,2.81335,,,,2.2826,4.0245,,3.18,,,4.4058,,2.177,,0.980575,,0.93069,
3,823,2,1,,,,,,,,,,,,,,-0.15726,,0.276755,0.17705,,0.03824433333333333,,0.1125299999999999,-0.1572599999999999,-0.09469933333333334,0.2181,,,,,,1.182915,,,11.8192,,,10.3705,9.0509,,,,,,,,,,,,,,,,,,,,,,,
2,210,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,16.32265,17.53165,,13.4058,20.3338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
