fov,cellID,rep,dbscan_ldp_nbr_allele,chr19-g15,chr19-g16,chr19-g17,chr19-g18,chr19-g19,chr19-g20,chr19-g21,chr19-g22,chr19-g23,chr19-g24,chr19-g25,chr19-g26,chr19-g27,chr19-g28,chr19-g29,chr19-g30,chr19-g31,chr19-g32,chr19-g33,chr19-g34,chr19-g35,chr19-g36,chr19-g37,chr19-g38,chr19-g39,chr19-g40,chr19-g41,chr19-g42,chr19-g43,chr19-g44,chr19-g45,chr19-g46,chr19-g47,chr19-g48,chr19-g49,chr19-g50,chr19-g51,chr19-g52,chr19-g53,chr19-g54,chr19-g55,chr19-g56,chr19-g57,chr19-g58,chr19-g59,chr19-g60,chr19-g61,chr19-g62,chr19-g63,chr19-g64,chr19-g65,chr19-g66,chr19-g67,chr19-g68,chr19-g69,chr19-g70,chr19-g71,chr19-g72,chr19-g73,chr19-g74,chr19-g75,chr19-g76,chr19-g77,chr19-g78
2,230,2,1,,,0.28064,,0.20223,0.83311,0.18797,,0.23252199999999995,-0.049058,0.18975,-0.310145,,-0.045493,-0.35381,,0.6127133333333333,0.17015,,,-0.052622,0.47311,0.6091483333333333,1.3814133333333334,0.530145,0.063219,0.44549200000000005,,1.6867750000000001,,0.6715266666666667,0.8678650000000001,1.04075,0.62727,0.9240166666666667,-0.22014,-0.2647,-0.18985,,-0.0985145,-0.0829165,,,,-0.072225,,,,-0.413505,,-0.4250899999999999,-0.0847,-0.32173,,-0.24331,,0.42321,-0.26113,-0.54628,,-0.4940033333333333,-0.56945,,0.41964999999999997
0,215,1,1,,,0.76274,0.66922,,0.70897,0.012255000000000002,,,,-0.074248,,0.52661,,1.2631,,,-0.19115,0.059016,0.005243,0.005243,0.6177900000000001,,,,,,0.2437099999999999,,,,0.6645433333333334,0.77326,,,0.80015,0.4658199999999999,,,1.0074500000000002,,0.37346999999999997,1.3133,,0.8936700000000001,0.5757,1.1134,0.51258,0.642335,,,1.040945,1.52025,1.0767933333333333,1.7551999999999999,1.092405,0.46172749999999996,0.58739,0.72765,0.059016,0.35126,0.7370133333333332,0.552325,1.3028
0,27,2,1,1.2633666666666665,0.9783200000000001,,,,,,,,,,,,,,-0.53179,0.93499,0.42174333333333336,,,,0.8857550000000001,1.8435,,0.8522733333333333,,,1.3072,0.14869,0.8218799999999999,,,,1.2451,,,-0.7197,-0.7197,,,,,,,,,,,,,,,,,,,,,,,,,,
2,210,2,1,,-0.52661,,-0.47833,,,-0.394847,-0.23039749999999998,,-0.53466,-0.7217399999999999,-0.71067,-0.65334,,-0.6794899999999999,,,0.1513066666666667,0.30218,0.41985500000000003,0.387675,-0.31740166666666664,,0.272,0.8265266666666666,1.0213299999999998,,,1.3683,,1.2074,,,-0.1363599999999999,-0.13333699999999996,,,,,,,-0.5658350000000001,-0.50247,-0.54874,-0.6063999999999999,,,0.007474999999999982,-0.41999,,-0.067961,,,,,,,,,,,,,-0.30399333333333334
2,199,2,1,,,0.043617,0.033397,,-0.132677,,,-0.07220924999999997,,-0.07476649999999999,0.05554,-0.15567349999999996,-0.4452399999999999,-0.2204,-0.33282,,,0.024878000000000004,,,0.067463,0.73517,0.8160625,1.1300957142857142,0.8254433333333333,0.9495,0.58017,0.28662000000000004,0.5520585,0.648305,0.5746325,0.6346674,0.7402833333333333,0.69259,0.73347,,,0.26505,0.20457999999999998,,1.5204,,,,2.0689,,,,,3.0568,0.8816633333333334,,,,,-0.24595,,,,-0.28853,0.44844866666666655,1.6771,
1,843,2,1,,,-0.33864,,-0.47993,-0.38378,-0.41027,-0.268,-0.2856599999999999,,-0.24248,-0.2209,,,,-0.13651,,,,,,-0.0423199999999999,1.0507,,,,,,0.3050199999999999,,,,,,,,,,,,,-0.29939,-0.30136,-0.18754,-0.2405199999999999,0.41884,0.019823666666666667,,,-0.1541799999999999,0.4423899999999999,0.16700233333333334,0.67199,,-0.33864,-0.2856599999999999,,-0.29939,-0.0874549999999999,0.010665,,,,
2,947,1,1,,,,,,,,,,,,,,0.060062,,,,,,,,,,,0.6807300000000001,,,,,,,,,,,,,,,,,1.1035,,,,,,,,,,-0.8214600000000001,,,,,0.77967,0.77068,0.63575,,0.5458,,,
1,53,1,2,,,,0.7700899999999999,,0.7076100000000001,,,,0.22319666666666663,0.10595,,,,,0.138341,,,0.40215,0.75852,-0.032899,,0.81984,,,,,,,,0.41372,1.05935,0.37438,,0.7523433333333333,,,,,0.501655,,,2.3644499999999997,,3.304,0.63356,0.55256,-0.009757000000000002,0.22280500000000003,0.88116,0.25636000000000003,1.5129,0.94133,1.9827,2.0625,2.8805500000000004,1.5684,,2.3483,1.5484033333333336,2.5959,2.265,,1.7698
2,569,2,1,2.5621603333333334,,0.44358499999999995,0.8327600000000001,,,0.4651,0.11504,-0.5824733333333333,-0.62941,-0.44623,-0.35040499999999997,-0.2852156666666666,-0.34388233333333323,,0.095482,0.6078600000000001,-0.33932,,,-0.07857,,1.0641733333333334,,1.6639,0.8281966666666666,0.4103399999999999,1.8849,0.451994,0.33211,,,,,0.27149,,,-0.35105666666666663,,-0.55575,-0.51468,-0.49023000000000005,,-0.67895,,,-0.24381999999999998,,0.06517049999999999,,-0.12746,,-0.041413,-0.230135,-0.32106999999999997,-0.19265,-0.20698933333333333,-0.26044,-0.035548666666666666,-0.2272,-0.37192,-0.31325,-0.48924999999999996,
2,181,2,1,,0.362645,0.31356,,,0.22485500000000003,0.16802,0.044012,,,0.0974039999999999,,,0.15252,,,,,0.12841,,-0.079996,0.056929999999999994,0.7289266666666666,1.5338,,1.4133,1.3314499999999998,,-0.014547,,,,,0.48149,,,0.45737,0.021047666666666725,,,,1.03952,0.5400533333333333,-0.16323999999999997,,,1.4110000000000003,0.841465,1.229,0.35575500000000004,1.02315,0.959445,1.3134,1.194874,0.779436,0.5291416666666667,0.5169638,0.3902,1.18765,,1.45747,0.5566863333333334,0.8782266666666668,0.199025
1,36,1,1,,,,,-0.42589,-0.5472533333333333,-0.555405,,,,,,-0.5627300000000001,,-0.6030500000000001,-0.2450699999999999,-0.39901666666666663,,,,0.14753266666666667,0.020467333333333355,0.1520135,1.22288775,1.5008733333333335,0.34952500000000003,0.46112,0.81789,0.3988225,-0.016593999999999998,,0.37926499999999996,2.9071,1.4708039999999998,0.10094560000000001,-0.14732,2.352445,0.68105,-0.52852,,1.5045,2.6799,2.259575,1.52042,,,,-0.11677950000000001,0.749451,1.4165800000000002,1.30903,0.640725,0.11169,2.15695,0.80689,0.83499,0.2803,0.63217,0.089702,0.5710833333333333,0.530765,2.0055,,0.721365
2,641,2,1,,,1.9423,,,,,,-0.5144,-0.10405499999999995,-0.4339399999999999,,-0.5090399999999999,1.2825,,,,,0.225825,-0.48222,,,,,,,,,,,,1.0143,1.7599,1.5856,,0.35456,0.038087,-0.20329,,,,,0.45111,,,,,-0.1872,0.24996,0.5583899999999999,0.25265,,0.7354,,0.44038,,,,,0.08457333333333328,0.6764,,,0.20973
0,158,2,2,,,,,,,,,,-0.4325433333333333,-0.12698500000000007,-0.5172100000000001,,-0.01432,-0.28164,,,-0.18127,,-0.076797,,-0.20995,,-0.18946,3.3769,2.77975,,0.31445,0.677375,0.72005,0.5008600000000001,,,0.14443350000000005,,0.34928,-0.025586,0.79993,0.03177,-0.03378,-0.136885,,,0.2489,,-0.0747485,0.9672299999999999,0.6026163333333333,1.26358,-0.12186,0.7022873333333334,0.432577,1.2075799999999999,1.3018016666666667,1.103115,0.579735,0.6456133333333333,0.3738599999999999,1.2782499999999999,0.4455515,1.5456,0.059425000000000006,0.042010000000000006,0.6299166666666667
0,613,1,1,,,,,-0.004208,0.14270725,,-0.044224,,,,,,,,,,,0.2336,,0.20845,,2.0812,,,,0.15814,0.15814,-0.081953,,2.0995,0.2679,2.01835,,,,,,-0.28089,0.001509,,,,-0.08424,,,-0.18942,,0.2233115,0.494275,0.50571,1.150555,-0.022501,0.417675,,-0.11624999999999999,-0.3014699999999999,-0.079666,-0.25345,,-0.3014699999999999,,,
1,339,2,1,,,,,,,,,0.67637,-0.24974,0.19746333333333332,0.12220800000000001,,,,,1.2195,1.4899,,0.46736999999999995,3.5649,1.7502,0.14323,1.5374,,1.8603,0.66887,,2.3409,,,0.05062,0.81905,,0.39103,,,0.30467500000000003,0.11069,0.4511,,0.610045,0.377014,0.5987775,,0.408555,,,,,,,,0.2809,0.19329,-0.0019450000000000023,,,,,,,,
0,99,2,1,0.4850899999999999,0.43831,-0.4393899999999999,0.43831,-0.2541199999999999,0.34006,0.0939639999999999,-0.50489,0.050921,0.288218,,0.37093499999999996,0.143555,0.18379,0.20251,0.1201645,,,,0.53749,1.45449,3.2857000000000003,2.8843,,,1.2242933333333335,,0.48883,,0.8381533333333334,1.2149,,,1.5911,0.564625,,-0.4749466666666667,0.12078666666666667,-0.17552,,-0.20172,-0.047329999999999955,-0.25037499999999996,,-0.20733,0.58615,,,-0.3601666666666666,0.38029,0.30169,0.3653185,0.54498,0.5898899999999999,-0.4206749999999999,-0.2410199999999999,-0.290798,,0.27923,-0.37482499999999996,2.4026866666666664,,0.46637700000000004,0.10800149999999996
2,555,1,1,,,1.25036,0.9439866666666666,1.4547,,1.2810166666666667,0.8555799999999999,,,,,,,,0.13055399999999998,0.1409555,-0.40204,,,0.46862,,0.25954,0.632455,1.105245,,,,0.87431,0.71515,,0.10454566666666663,,0.10974666666666667,2.3223,-0.20544,,3.118,0.10039,,,0.15812,0.69643,,0.59345,0.37188,0.4639425,0.44366,0.72763,,,1.4235,0.72763,0.658988,0.8904350000000001,,1.0584333333333333,0.585645,0.5329079999999999,,0.34691925,,,0.6074900000000001
1,81,1,2,,,,0.2491699999999999,,,,,-0.67882,-0.60124,-0.95334,,,,,-0.13277,,,,,,,,1.6426,1.5620666666666665,0.7400200000000001,0.98619,,0.822085,0.4073199999999999,0.90563,,0.70496,,,0.36853,,,0.2044099999999999,0.9792566666666667,,1.0369,,,0.5565100000000001,,0.8439433333333334,1.6725,1.3159,0.738505,1.4165975,1.34575,1.1428475,0.38643,0.43566499999999997,0.4849,0.8191066666666665,0.359575,0.5614833333333333,0.5550200000000001,0.5147333333333334,,,
0,544,1,1,,,,0.85462,,,1.149,,,-0.64176,,-0.62659,-0.471785,-0.67819,-0.5355300000000001,,,,,,-0.12121499999999999,,0.73928,1.5102,,,,1.2705,,-0.45358,,,0.9927349999999999,1.3645,0.73928,,,,,1.3888,,,,,,0.31435,1.237075,,1.7895,0.91987,2.0566,0.79695,1.3038,2.4815,0.998775,,0.68465,,,0.35684,,,,
0,190,1,1,,,,,0.1915635,,-0.23778,,,-0.48732,,,,,,,,0.4888,0.261285,,-0.100781,0.93894,,2.764,,,,1.3817,,,,0.08820750000000005,,,0.92916,0.52061,-0.31851,,,,,,,,-0.088551,0.88392,1.2472,0.09126000000000001,,0.6625,1.60194,1.6184475,0.723655,,,,0.7660666666666667,0.8786,1.3695,1.4992,0.8264100000000001,0.58177,,1.05718
0,407,1,2,,,,,,,,,,,,,,,,,,,,,,,0.27521,,,,,,,,,1.1914,,,1.0704,,,,1.0409,0.28259,,,,,,,,1.13239,1.9054,,1.8995,,,1.7963,2.5339,,,3.068,,2.1208,,,,
1,144,1,1,,,,,,-0.042544,0.18062,,,,-0.0811669999999999,,,0.4230796666666667,,,,,,,,,,,1.3479,0.92302,,,,0.56576,0.8844,1.35431,1.6005500000000001,1.0989533333333334,1.4734,,0.3984,0.3984,0.27287,0.9434100000000001,,,,0.96165,,1.4058,,0.6759985,,0.7975,1.5402,0.5480649999999999,1.3028,,1.8875000000000002,0.84578,,,0.7046956666666667,0.63013,,0.68485,0.23425,0.29057650000000007
0,750,1,1,0.02395,,,,0.15344,,-0.23675000000000002,0.59887,0.2324255,0.5108199999999999,,,0.2647925,,,,,-0.55615,0.53672,0.080922,0.06797349999999999,0.20781799999999995,-0.66492,,,1.0495,,,,2.4635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35544,
0,18,2,1,0.16976,,,,-0.044746,-0.10981333333333333,-0.300015,,,,-0.1026599999999999,0.5644600000000001,,-0.25282,,,,,,,-0.21099,-0.36866,,,,,,-0.083357,-0.46733,0.55374,0.7997133333333334,1.5386983333333335,1.9738,1.5733766666666666,2.0306,,,,0.73822,-0.49307,,,,,,,-0.436225,-0.16916499999999995,,0.96131,0.6314975,0.136515,0.25199333333333335,,0.24699,0.51727,0.33815599999999996,0.26271666666666665,0.27917,0.2469866666666667,0.46579,,,
2,80,2,1,-0.6538,,,,,-0.5288,,,,,,,,,,-0.30844,-0.28396,,,,,,,1.368075,1.059334,1.509185,1.1091,0.33266125,0.8642349999999999,0.4125599999999999,0.76371,,0.93835,0.8723833333333334,,1.3668,,,,,,,1.4531,,,,,0.61036,1.1426,1.0562,1.1967,,0.60263,,0.612945,0.5981,0.65804,0.400315,0.083308,0.739225,0.50083,0.5420699999999999,0.5420699999999999,0.2096
0,116,1,2,,,,,,,,0.28248,-0.08680900000000001,,,,-0.46231500000000003,,,,0.15619,,,-0.13369,,,,,,,,,,,1.8266,1.3875,0.78474,0.29683,,1.2382,0.7230449999999999,0.5465300000000001,,,0.09161500000000002,0.34849,,,0.50635,-0.51541,0.11218666666666666,1.2483,1.3674,1.7405,,,-0.18535,0.45181,0.8507475,1.2367650000000001,,1.0,,,0.16193,,,
0,353,1,1,,-0.28043,,,,,1.3712,1.06448,,0.62741,,,,-0.0826809999999999,,0.086978,-0.190542,,,,3.2768,,2.2161,,1.7172699999999999,,,,0.8116585,0.50831,,1.6371333333333336,1.22065,1.5263,0.41674,0.21169,0.5869584999999999,-0.3276199999999999,1.2633,,1.6723,1.7869,,0.7959350000000001,,,2.0745,,1.0560275,1.9359666666666666,1.93075,1.2618633333333333,0.506075,1.8161,1.00828,,0.14540000000000003,0.024431999999999995,,,,,,0.53752
2,63,1,1,,,,,,,,-0.3543199999999999,,,-0.42895,0.15563,-0.1491,-0.38541,,-0.3543199999999999,0.50388,0.17428,0.025031,,,,,,1.4429,,,1.0885,1.3620999999999999,,,1.0947,0.85214,0.85214,0.3111,,,,,0.11209,,0.48523,,,0.35463,,0.2271425,,,0.7588600000000001,0.46035,,0.27534125,,,0.47901,0.45413,,-0.30457,-0.35121,,,,
0,27,2,2,2.1457666666666664,,,,,,,-0.11037,,,,-0.4849666666666666,,,,,,-0.21435,,-0.20706,-0.37855,,0.26728,3.5146,,2.4839,3.02935,2.0450999999999997,1.516065,-0.1651,0.5445800000000001,0.4355735,-0.03495800000000003,0.737965,0.1724099999999999,0.64857,0.44971,0.28552,0.17423,,,-0.13408,,,,0.005481,0.35211,0.215284,0.20570574999999997,0.1122099999999999,-0.17057066666666665,0.42052,0.02098825,0.111296,,0.031021499999999994,-0.046513,0.3416175,0.21893,0.0483535,0.1122099999999999,,,0.20707499999999998
2,648,2,1,,1.4092,,-0.35859,,,0.010003,,,,,-0.43255,,-0.32505799999999996,,,,,,,,,,,0.51173,1.12315,0.81252,1.23657,,0.69171,,1.4494066666666665,,,1.2390266666666667,,,,,0.1665599999999999,0.70897,,,0.55857,,,2.7096999999999998,1.139185,1.6894,1.8406,3.1449,,1.3549,3.4383,,0.45256,,,1.276,1.0615,,,,
1,233,1,1,,,,-0.38738,-0.090982,-0.13248,-0.38738,,,,0.76263,-0.21843,,-0.47777499999999995,-0.076163,,,-0.037631,-0.082091,-0.20065,,,,0.289885,1.2575966666666665,1.2843,0.43067,0.79524,,0.62629,,,,,,,3.3353,0.14909499999999995,,,,,0.50774,0.70632,,1.8474,0.6766800000000001,,,,1.154635,,1.9423,0.74485,,1.180555,1.3614,2.5766,,,,,,
2,244,2,1,,,,0.27602,,,,,,,,-0.20972199999999996,-0.29079,,,,,,,0.27803,,-0.021455,-0.31089,1.5242,1.2368,1.17648,,0.7805200000000001,0.88303,1.13761,0.89107,1.12325,,1.069935,1.88197,,,,,1.8599,1.9764,1.333265,,0.8749899999999999,0.8488800000000001,0.42944333333333334,1.2575333333333332,,,,,2.2056,1.3568805,2.4046,0.892045,0.15944,1.852616,,2.07395,1.1423,1.1996,1.681,0.05827233333333337,
1,208,2,1,0.971455,,0.43205999999999994,-0.022475666666666668,,0.470485,0.47048500000000004,0.331485,0.14653,0.3409,,,,-0.19675866666666664,0.12619,0.20002,0.0855085,0.29645,-0.07822433333333333,0.35522,,1.0001,1.016052,1.287895,1.241185,1.6314,0.99332,1.4239899999999999,1.4405666666666666,,,1.12854,1.634966666666667,1.7339,0.636605,0.61061,0.566915,0.6731400000000001,-0.023731000000000002,0.92326,0.2749341428571429,0.825325,0.71006,0.41489200000000004,0.1638599999999999,0.953385,0.7399383333333334,0.46634,0.22375499999999998,0.425831,0.4606966666666667,1.0442933333333333,0.519156,0.40644366666666665,0.349192,0.344964,0.47304599999999997,0.676894,0.8690180000000001,0.8880518749999999,0.64677175,0.16737499999999997,0.5254800000000001,0.340905
0,250,1,2,,,-0.37498,,,,,,,-0.10995,,,,,-0.36741,,,,,,4.0851,,,,,,,,,,1.0789,1.503,1.503,,,0.91231,0.59301,,,,,,,0.20556,,,,,,,2.558,,,,0.72048,,,0.013733,0.09113866666666666,0.60437,,,,
1,468,1,1,,,,,,,,,0.62875,,,1.7801,,0.86639,2.4127,,2.3893,1.1308150000000001,,,1.3551,1.2647,0.6086600000000001,1.1141,,,,0.5182899999999999,,1.2513,1.1274555,1.383515,2.3625,0.87308,,0.92998,,,,0.1568099999999999,,,4.9063,,,,,,,,-0.50257,0.012882,0.685655,-0.067448,0.55511,0.68565,,-0.469095,,,,-0.18794,,
2,852,2,1,,,,1.4184,1.4184,,,,,-0.18448,,,,,,,,,,,,,,,,,,,,,,1.4418,,,,,0.8568,,,,,,-0.02458,,,-0.5471699999999999,-0.22738,,,-0.22348,0.5019100000000001,,,,0.18212,,-0.094778,-0.03238,0.38491,,-0.079179,,-0.4340699999999999,
1,137,1,2,,,,,0.823955,2.4495,,,1.3469,0.5069,,,,,0.52651,,,,,,,,-0.37234,,,1.3469,,,,0.46768,0.39904,,,,4.6318,,,0.46768,,,,,0.29771,,,,0.6267466666666667,0.53305,0.2454199999999999,,0.10487,0.91384,0.3508275,0.51344,,,,0.3532799999999999,,0.46441,0.45133499999999993,0.3827,,
0,620,2,1,,0.75922,,,0.24503999999999998,,,0.30611,,0.45978,0.8012333333333332,1.4212,0.25883,1.1926,,,,,,,,,0.75922,1.8427,,1.2911,,1.3108,,0.66072,,,,,,,,,,,,,,,,-0.2061,,,,,,,,,,,0.085466,-0.349915,,0.002724,,,,
2,711,2,1,,,0.14687,,,-0.35407,-0.33379,,,-0.089285,,-0.3283062,,-0.32306,,,,,,0.41881,,0.72415,0.75755,1.175,,,0.8684700000000001,,0.7002933333333333,,0.47129,3.0213,,,,,1.29129,,,,0.20531999999999995,0.12222499999999996,0.578635,,0.21605,,-0.055889,0.003747,-0.045155,-0.1527372,-0.07020100000000003,-0.29562700000000003,-0.387468,-0.31304,-0.120295,-0.23479533333333333,0.2478566666666667,-0.12268,-0.08093499999999998,-0.26342,,,-0.4471,-0.27455666666666667
2,260,1,1,,0.70524,,,,0.5443549999999999,0.4134433333333334,-0.12047,,,0.5301600000000001,0.331425,,2.16385,,3.0854,1.9426,,,0.96786,0.056977,,0.8763733333333333,1.4024,0.9891645,1.2754,,1.2423,1.1571,,1.0885,1.6244,0.56565,1.848,,,,,,0.33497499999999997,0.26045,0.33852499999999996,0.311315,0.39057,0.15871133333333334,,0.58103,,0.37165,0.085369,0.3818966666666667,0.3664404,0.818805,0.5120266666666666,0.8803200000000001,0.8740100000000001,1.0483,0.6981266666666667,0.8629766666666666,0.9323716666666667,0.9217025,,0.5289799999999999,0.6886800000000001
3,86,2,1,,-0.0621679999999999,-0.15614,,-0.50071,,-0.39264,-0.521855,,,,-0.50384,-0.5355599999999999,,,,0.016143,,,,,,,,1.2409,1.8747333333333334,2.7194,1.9864,0.29023,1.0451,1.6403500000000002,0.6514966666666667,,0.7741899999999999,-0.024579,,,,,0.02554,,-0.038675749999999995,,,1.1203,,,,,-0.28613500000000003,0.485245,,,,,,-0.47722,,,-0.40517000000000003,-0.50541,,,
1,84,1,1,,,-0.51221,,-0.41038,-0.53103,-0.53214,,-0.40595,,-0.47015,-0.15358499999999997,-0.49672,-0.29748,-0.26427,,,,,,,,,,,0.41535,1.24775,0.72528,1.7945,0.465159,1.0728,1.4713,1.670543333333333,1.4248,2.0513,,,,,,,0.70093,,,2.0225,,0.58802,1.2071366666666665,1.9849,,2.0292,0.07553999999999998,0.07221999999999999,,0.9256300000000001,0.803845,1.2527,1.2532999999999999,2.2716000000000003,1.7547,0.38879,,0.37329,0.43527499999999997
0,250,1,1,,,-0.47089,,,,-0.313135,,,,,0.074311,0.32672,0.42516,,,,,,0.29896,,0.758345,1.1041,,,,,1.4449,,,,,,,,,,,,,,0.13994,,0.78863,0.18285,,,,-0.3775,-0.521375,0.25605,-0.25298,-0.32197333333333333,-0.13519,,,,-0.40274,-0.4103199999999999,-0.44565,,-0.23868,,-0.072087
2,591,2,1,,,,-0.03539,-0.025176249999999997,-0.10153,,-0.037335,-0.070404,,,0.011297000000000001,,-0.26104,,,-0.12487,-0.24645,,-0.15794,-0.120978,-0.29605,-0.21240499999999995,,1.4177,1.2913,1.5179,1.6491666666666667,,,,1.9235,1.7815,2.0402,,,0.44897,,,,,0.16691,0.69991,,-0.27271,0.236945,0.2291625,0.14941,,,1.0267,-0.3369,0.60848,-0.27076,0.145515,-0.2707633333333333,-0.10153,0.9878,1.7095,-0.1063925,0.537455,-0.32328,-0.25909,-0.1900349999999999
1,1034,2,1,,,,,,-0.266,,,,,,,,,,,,,,,,0.5871,0.5871,0.800365,,,,2.5579,,1.208,,,,1.7939,,,,,,,,,1.5671,,1.0973,,1.8316499999999998,2.7873,1.8748,,2.0570500000000003,1.478,1.8748,1.5725,0.912405,1.17695,,-0.12021633333333333,0.29958,,,,,
0,885,1,1,,,5.2413,,,,8.5223,8.3598,,,,,,,,,,,,,,,,,,,,,,,0.84926,1.3891,,,4.0359,,-0.12035,0.1417,2.0967,,,0.9261266666666668,,,2.0967,,,,,,,,,,,,,,,,,,,
3,28,2,1,,,,,,,,,,,,-0.409111,-0.84711,,,-0.7350049999999999,-0.5481596666666667,0.032363333333333334,,-0.51861,-0.75847,-0.008915000000000006,0.52597,-0.4404,2.0155,4.5835,,,1.3012,,,2.5878,1.71310025,0.8892403333333335,,0.8866299999999999,,-0.005006,1.6062,0.30785,0.25571,0.24267,-0.11710999999999999,0.047134999999999976,0.26483,-0.012828,0.11231000000000003,-0.52382,,,,0.8866299999999999,0.80581,0.82319,0.44863,,,0.075815,5.5299,0.81363,0.859255,,,0.646775
2,198,2,1,0.32272,,0.62064,0.46209666666666666,,0.4734233333333333,,0.2417,0.32141000000000003,0.21469666666666665,0.164605,0.29005000000000003,-0.053613499999999994,0.032628000000000004,0.15611224999999995,0.26784,,,,,0.425945,,1.3733,1.3719999999999999,,,,,,,0.98131,,1.8306499999999999,,,,2.2044,1.7758,1.1486,1.3838,,,1.5065499999999998,,,,,,,,,,2.4239,2.3455,1.15474625,1.2896866666666666,0.77484,1.10412,0.5919,0.89244,1.7052,1.3968,,
1,718,1,1,,,,,,,2.0109,,,,,,0.41507,,,,,-0.1703,,,,-0.31419,,1.6643,,1.7755,2.0632333333333333,,,2.4884,,,,,0.6036499999999999,1.1497833333333334,1.6381,1.724765,1.0168,,,,1.1182,0.4118,,0.6865,,,,0.220489,,0.42161,,,2.1319,,,,,0.62436,0.8745425,,,
1,194,1,1,,,,,,,,,,,,,,,0.97969,,,,,,,,,,,1.3907,,,1.1986,,,,,1.6588,2.2084,2.1934666666666667,,,,,,,0.74736,0.74736,,,1.6260333333333332,,1.35495,1.5813666666666666,,0.90821,0.5865199999999999,1.8286,,1.1048,0.77864,,,1.1093,,,,
3,91,2,1,2.6269,2.6269,-0.17893,,,1.4451,-0.054363499999999954,-0.0356779999999999,-0.41716,,,-0.46231,-0.43818,,,-0.55106,2.7188,,,,,,2.7188,,4.73905,1.9029,,0.52123,0.40691925,0.26716999999999996,0.39018,3.3463,3.3463,,0.56223,,,,,-0.30661,,,-0.578315,-0.45453,,,,,-0.23342,,,0.0624169999999999,,-0.29882,,-0.461535,-0.4358399999999999,-0.48956,-0.24744,-0.32685,-0.2630099999999999,,-0.34787,-0.57909
0,164,1,1,,,1.9434,,,,,,,0.90446,1.5833,,,,,,,,,-0.070322,-0.031,0.062132,,0.039367,,,,,0.53193,,,1.7551,,,,,5.4617,,,1.5088,1.2624933333333332,1.8772,2.378,,1.9724,,1.4012,,2.3428,3.2369,2.9161,0.277375,1.8533499999999998,0.575401,-0.16138,0.29186,,0.01867050000000005,,,0.4884699999999999,0.34153,0.34153,0.34670500000000004
1,94,1,1,,,1.1004,1.0684,-0.02309,0.12720499999999998,-0.302735,-0.06908066666666667,,-0.43455,-0.44564000000000004,-0.48218333333333324,-0.4862899999999999,,-0.380345,-0.70065,,-0.23005,0.90086,0.0483629999999999,1.2113,0.64462,2.293631428571429,3.5577000000000005,3.35975,,4.4513,,2.4087333333333336,2.1525,,0.25779,1.53529,1.222395,1.6367333333333332,1.438,,1.438,-0.37296,0.537415,,0.29310233333333335,-0.35325,1.3394,0.25778999999999996,-0.21526499999999998,0.014693333333333336,,0.04096999999999995,-0.11753799999999999,0.49185999999999996,0.6216200000000001,-0.060047,0.6725266666666667,0.12288175000000003,1.3032986666666666,0.8343289999999999,0.6889766666666666,0.08367566666666666,0.353865,0.15184649999999994,0.3236875,0.2679958571428572,0.27257
0,26,1,1,,,,,,,,,,,0.58126,,,,,,,,,,-0.25466333333333324,,2.5881,0.30262,,3.2648,2.9298,2.5118,,,,2.9497133333333334,2.2906999999999997,,3.0525,0.46516,,1.3077,2.0375,0.30262,0.41872,,2.11045,,,-0.0290959999999999,0.1268099999999999,,,2.2365,2.61965,1.05229,1.554835,,0.6890649999999999,0.2993,,,1.8534,0.56799,,,2.0043,0.70731
0,310,1,1,,,1.4884,,,,,,,,,,,,,,-0.19011,-0.21078,-0.29804,-0.17519050000000003,,-0.4036599999999999,,2.44135,2.1888,,1.9867,0.50794,,,,1.8236499999999998,2.8593,2.896,2.8019,,,,,,,,-0.33018,,,,1.0269,0.509085,0.75593,1.1463,0.7115333333333332,0.64341,0.909775,0.91896,0.8822200000000001,0.96029,0.49186,,-0.052341,0.70541,,,,
0,310,1,2,,,,,,,-0.3164099999999999,,,-0.14649,,-0.28885,-0.3187,,,,,,,,,,,4.183433333333333,3.6284666666666667,5.0269,,,4.2347,,,,0.714572,0.45053,1.1141,1.4723,,,,0.26454,0.26224,,,,,,0.80185,,,0.81333,,0.46201,,,1.0958,,,,,,,,,
1,137,1,1,,-0.37561,2.0627,,,,-0.43444,-0.45732,,,,,,,0.16044,,,,,,,,,1.0593,4.106633333333334,2.3111,,,,,,,3.1838499999999996,,,,,,,,,,,,,,,,,,,,0.43173,,0.26503,0.44316500000000003,,,,,,,,
1,843,2,2,,,,,,,-0.069793,,,,,-0.216975,,,,,0.0420629999999999,0.1372375,,,,,,,,2.2478,,3.1623,4.2318,,,6.5965,,,2.809,,-0.12082,,,,,,0.45351333333333327,-0.038395,0.17747,0.31484,0.43454,,0.64844,0.7550666666666667,,0.536585,,,1.1008,1.1194,1.1685,,,,,,,
2,566,1,2,,,,,0.4087699999999999,,,,,-0.0321199999999999,,,,,,,,,,,,,4.6904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,98,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,5.3792,,6.0085,,,,,,,,,,,,,,,,,,,0.131293,,-0.001344999999999999,0.62483,0.32459,0.28963,0.5240600000000001,,,,,,0.303,0.6639,0.34001499999999996,-0.094912,,
