fov,cellID,rep,dbscan_ldp_nbr_allele,chr9-g152,chr9-g153,chr9-g154,chr9-g155,chr9-g156,chr9-g157,chr9-g158,chr9-g159,chr9-g160,chr9-g161,chr9-g162,chr9-g163,chr9-g164,chr9-g165,chr9-g166,chr9-g167,chr9-g168,chr9-g169,chr9-g170,chr9-g171,chr9-g172,chr9-g173,chr9-g174,chr9-g175,chr9-g176,chr9-g177,chr9-g178,chr9-g179,chr9-g180,chr9-g181,chr9-g182,chr9-g183,chr9-g184,chr9-g185,chr9-g186,chr9-g187,chr9-g188,chr9-g189,chr9-g190,chr9-g191,chr9-g192,chr9-g193,chr9-g194,chr9-g195,chr9-g196,chr9-g197,chr9-g198,chr9-g199,chr9-g200,chr9-g201,chr9-g202,chr9-g203,chr9-g204,chr9-g205,chr9-g206,chr9-g207,chr9-g208,chr9-g209,chr9-g210,chr9-g211,chr9-g212,chr9-g213,chr9-g214,chr9-g215,chr9-g216,chr9-g217,chr9-g218,chr9-g219,chr9-g220,chr9-g221,chr9-g222,chr9-g223,chr9-g224,chr9-g225
2,555,1,2,0.34418,0.3518263333333333,,0.9576695,,0.41298,0.34991,,,,,0.59646,,,1.752326,1.0293375,0.957665,4.2946,2.8325,1.8463450000000001,,2.3317666666666668,,1.3303,1.1583,1.4737,0.5429433333333333,0.42445,,1.5902666666666667,1.7661,,,1.5024,,,,0.32125,,,,0.15688266666666664,1.3704999999999998,0.25626666666666664,0.14924,-0.6152266666666667,1.64,-0.43556666666666666,1.1201366666666666,-0.48718,-0.57318,,-0.5273100000000001,-0.50438,-0.59612,,,,,-0.48145,,,-0.045699,,,,-0.61905,,1.3074,,,1.445,,0.45885
3,353,2,1,0.425003,-0.315654,,-0.10213,-0.369035,-0.44911,,,,,,1.70615,1.2324,,1.4259,1.4014333333333333,1.4659,0.60517,,,,1.2991,,0.65187,0.39164,,0.9165533333333333,0.72527,0.91877,,,,1.6995,,1.09448,2.3134,,0.92545,,,0.8720650000000001,1.3392,,,0.21815500000000004,1.6861,1.1657,,0.6018249999999999,0.9521275,1.8463,,,,,,,,0.95214,,0.59182,,,,,,,0.95214,,,,,0.22482699999999994,0.5384399999999999
2,584,2,2,-0.26662499999999995,-0.375707,0.028537,,,,,,,,,,,0.8370200000000001,0.0542029999999999,,0.18895,0.49053,,,0.42636,,,,,,1.9535,,,,,,,,,,,,,-0.17679,,3.2111,,,3.5063,,2.839,,2.9545,,,2.5053,,,,,,0.59319,,-0.061295,-0.08696000000000001,-0.39495,,-0.21528999999999995,,,,,0.46486,,,0.95252,,
0,89,2,1,0.004305,-0.43463,,,,,,,,,,,,,0.036036,,-0.040645499999999994,0.797548,,0.432665,,,,,-0.27069,,-0.085597,,,-0.46636,-0.64088,,,,,,,,,,,,,,,,,,,,,,,,,-0.3729333333333333,-0.39232,,,,,,,,,,-0.60914,,,-0.577415,,,,
2,260,1,2,,-0.39032,-0.55511,,-1.1006,-1.237,,-1.2597,-1.1839666666666666,,,,-0.28235,,1.536,0.37682,,-0.15734,,-0.14597,0.4639333333333333,,-0.15734,-0.055053,1.9224,1.8428666666666667,1.7178666666666667,1.2065,1.6780849999999998,,0.38818,1.10795,1.5815,,,,1.0133,1.73493,1.126875,1.0133,,1.6155966666666668,0.950745,,,1.7179,1.7065,2.1952,1.7179,,,,-1.060845,-1.0552,-1.1063,-0.742615,-1.0324,,-1.16315,-0.54375,-0.74831,0.10405500000000004,,,-0.72558,,,,,-0.583525,,-0.31644999999999995,,-0.4452499999999999
0,544,1,2,,1.5377100000000001,,0.41286,,2.4071800000000003,,,,,2.1953,,,3.9233,,5.01555,5.39595,,,,,,2.217,,,,1.548615,,3.2169,,-0.05447,1.3041,,2.8908,,,,,,1.5106,,,1.2389,1.4562,,-0.56528,-0.56528,,0.8693299999999999,,1.0160500000000001,0.065081,,,,-0.50007,,,1.7171,,,,,,,,-0.89133,,,,,,,-0.92393
2,18,1,1,,,,,,,,,,,,,,0.11188,0.87026,-0.49658,,0.676255,,1.4787,,,0.20889,,0.058975,0.3411599999999999,,,,-0.403985,,,0.07956666666666669,-0.52744,-0.48334999999999995,0.91876,,,1.2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,569,2,2,,-0.1621,-0.508975,-0.10124099999999998,,-0.41769500000000004,,,-0.47855,,,-0.38118,,,,,,,,-0.46638,,0.093501,-0.05255499999999999,-0.07689499999999999,-0.4176899999999999,-0.6732899999999999,,,,,,,,0.20304,,-0.6246,,,-0.18644,-0.25642325,-0.44204,-0.39335,-0.49071999999999993,-0.42986,-0.17427,-0.5678033333333333,,-0.72197,,,-0.13775,-0.24324,-0.38118,-0.56375,,,0.31258,-0.13775,,-0.42986,,,,-0.47855000000000003,-0.5272333333333333,-0.33249,,,,,,,,
2,43,2,1,0.3386099999999999,0.573,,-0.61234,,,-0.5051899999999999,,-0.4985,,,,-0.65922,,-0.55207,-0.33107,-0.39135,-0.37572,-0.5565366666666667,,,,-0.43822,,,-0.77977,-0.68601,-0.6793100000000001,,,-0.675965,-0.525285,,-0.47841,,,-0.528635,,,,,,,,-0.83334,,-0.31433,0.3475443333333333,0.27387766666666663,0.8475799999999999,,-0.525285,0.27164,-0.264105,-0.15361,,,-0.23062,,-0.19044,-0.73958,-0.22615666666666664,,-0.0006966666666666626,,0.18458,,-0.069896,,-0.029715,-0.07436233333333334,-0.16588666666666665,-0.020786666666666665,-0.388
0,55,2,2,,0.4922766666666667,0.5020100000000001,,,0.093295,,,0.005714000000000052,,0.5136744999999999,2.0142,,1.2474333333333334,,1.5121,1.5909,1.8683,0.47865,0.899038,0.40275,,0.7005166666666667,0.8173,,,,1.0041,,,,,,,0.864,,,,1.2046333333333334,0.6567350000000001,,,0.90486,,0.97494,,0.376475,1.0586399999999998,1.191,,0.42318500000000003,0.18672,-0.18404749999999995,,-0.26286999999999994,,,,,,-0.34753,-0.54313,-0.5898399999999999,0.19449666666666662,-0.5606433333333333,,0.17892666666666668,2.06095,,,,0.5720725,-0.23367,0.55164
2,172,2,2,-0.659225,,,,-0.94492,-0.97553,-0.59801,,,-0.46537,0.24886,-0.021525000000000002,-0.429655,,-0.307217,-0.71024,-0.28171,-0.5061800000000001,-0.62522,-0.6490266666666666,-0.516385,-0.48577,-0.61331,,,0.17744,,0.36875050000000004,,,,0.41211499999999995,0.5039399999999999,0.88146,,,,1.3202,0.40701,0.11622,0.6722950000000001,,0.7947449999999999,2.0038,,,,,,,,0.66719,0.22845,,,-0.45006500000000005,-0.516385,0.17744,,,,,,,,,,-0.52659,-0.5163800000000001,-0.53679,,-0.49598,,
1,208,2,1,,,-0.7016100000000001,-0.7147049999999999,,-0.48334,-0.66669,-0.57065,0.24131,-0.40476,0.59927,-0.038073,,-0.39167,-0.25634075,0.08997999999999999,0.11159857142857142,-0.16903333333333329,0.7942600000000001,0.19766000000000006,-0.1830004,,0.463945,-0.03807333333333334,-0.038081750000000025,0.4333899999999999,-0.47169666666666665,0.59709,,0.46831,0.023042499999999952,0.6603866666666667,0.5876233333333333,-0.46588,0.7608,0.9543366666666667,-0.34946866666666665,-0.6274,-0.81512,-0.4197314285714286,-0.17776,-0.5153533333333333,-0.4004,-0.1865,0.28933,-0.56192,-1.4379121666666668,-1.4757466666666665,-1.5528666666666666,1.9176,-1.28222,-0.6754166666666667,-0.4833399999999999,0.16857000000000003,0.496675,0.03177374999999996,-0.2825325,-0.05116999999999999,-0.19086249999999996,-0.19522399999999995,0.629806,0.1627299999999999,0.24131,0.24131,,1.385,,-0.69579,-0.71907,-0.3218249999999999,-0.21705,0.031772499999999926,-0.81511,
0,353,1,1,,0.31925,0.33368,,1.5824,,0.4780399999999999,,,,,,,0.750535,-0.3448199999999999,1.1974500000000001,0.49248,,0.15323,,0.49248,0.89669,,0.60075,1.6329,,-1.3951,0.17488,,,-0.51084,,0.51413,-0.13549,,1.1999,-0.18241000000000002,,,1.6907,0.2687199999999999,,0.028113333333333324,,0.60797,,-0.7923399999999999,0.60797,-0.814,0.44918500000000006,-0.71294,-0.82121,1.106,0.005254999999999996,,-0.045267,,,,,,,,0.10991999999999999,,,,-0.40256,,0.40223,-0.14271,-0.5974550000000001,,0.13158
1,94,1,1,1.4911,1.0463399999999998,1.1288550000000002,,0.8957,,,,,,,,2.27305,0.22856699999999994,0.02771,,0.00619,1.4169999999999998,0.37921250000000006,0.17356966666666665,-0.051198,,1.8641,,0.59083,,0.87898,1.3548,,1.6131,1.4732,,2.25145,1.87845,2.0865,,1.24482,1.0105,,,,,1.3548066666666667,,,,0.37204,-0.18749,,-0.000984,1.2831,,-0.14445,,1.1109,0.37921,0.682299,,1.4815133333333332,0.7522300000000001,0.7522300000000001,,0.7307100000000001,0.36486,-0.13011,,0.63746,,,,,-0.39553,,
1,98,1,1,,,,,,,,,,,2.0177,0.6972,,,-0.12636,,,3.929933333333333,,3.4022,-0.25416,,0.5694,-0.39615,,,0.29252,0.6404,,0.42741,-0.17606,0.6546,1.8473,1.673395,1.7409,2.4295,3.7962,1.5137,2.188145,0.6475,3.20695,,,,,0.5623,-0.01987,,1.4118733333333333,0.04403500000000001,-0.3890499999999999,0.18129466666666663,-0.80793,0.01207999999999998,-0.97123,,,,,,,,,,,,,,,,,,,
1,98,1,4,,,,,,,,,,,,,,,,,,,,,,,,,-0.67304,-1.1487,,,,,,,-0.91443,,-1.0351,,,,,,,,,,,,-0.89313,-0.94993,,,,,,,,,,,,-0.68724,,-0.5665399999999999,-0.67659,-0.80793,-0.90023,-0.93573,,,,,,,-1.0493,
2,1001,1,1,-0.19122,-0.11818,,,,,,,-0.3227,-0.074351,1.2843,,0.415045,,0.16669500000000004,-0.06948666666666663,-0.512615,-0.6733100000000001,0.74374,,-0.162,1.28426,1.686,0.9847950000000001,0.69992,0.247045,0.849655,0.8119166666666667,0.9263349999999999,,,,,,0.524615,,0.39313,,0.4953899999999999,0.97748,0.6889575,,0.6707000000000001,,,,,,1.3865,1.8394,0.91905,,-0.70253,-0.7609600000000001,,-0.70252,,,,,,,,,,,,,,,,,,
2,172,2,3,0.44272,,,,,,,-0.38118925000000004,-0.22049,,-0.50108,,,,,,,-0.76126,0.06520100000000001,0.12642,,-0.90411,-0.85309,,-0.99594,-0.97553,,,0.034592,-0.35823499999999997,-0.6286149999999999,-0.424555,,,,,-0.61842,0.4597266666666666,1.0855,,0.6978,0.2794695,-0.2613,,,,0.162135,,,,,,,,,-0.6388199999999999,,,,0.003982,-0.10825,0.141725,1.6365,0.2131475,,-0.1388599999999999,,,,,,,,
2,63,1,1,,,-0.66618,,,,0.22525,0.13015333333333334,-0.10754999999999999,,0.36788,,-0.25018,,0.7125600000000001,-0.40469,0.462965,,0.33221999999999996,0.16186,0.26091,0.035078,,-0.11944,0.6174766666666667,0.05884933333333333,-0.31753000000000003,,-0.7018300000000001,,-0.410635,0.37976,0.035078,,,,-0.060007,,,-0.61863,,-0.79692,0.57588,-0.13132,,-0.060007,-0.32149,0.48674,0.22526266666666664,0.81953,,0.55805,,0.15988000000000002,-0.11547666666666666,-0.8444400000000001,,0.20148,,,,-1.2129,-1.1475499999999998,-1.0941,,,-1.4031,,-1.2723,,,,-0.98709,
2,80,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.54078,0.34083,-1.15866,-3.0123,,,-1.7690050000000002,-0.13389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,98,1,2,-0.1476599999999999,,,,,,,,,,,,,,-0.7653399999999999,,,,-0.70854,-0.7511399999999999,-0.7617849999999999,,,,,,,,,,,,,-0.64464,-0.63754,,,,-0.36065,,,,,,-0.364205,-0.11927,-0.63754,-0.28966,-0.80793,-0.80793,-0.8481633333333333,,-0.31096,2.3017,,0.17892,,0.84629,,,,,,-0.350005,,,,,,,,,,
0,275,1,1,0.64176,0.64176,-0.26839,-0.096396,,,-0.46906,,,,,,,,,0.7420899999999999,,-0.26361666666666667,,0.14249,0.14010349999999996,,,,,-0.32573,0.19743,-0.089229,,0.11859999999999996,0.25477,,,0.19027,,,0.046936,1.4874,0.50022,0.2906,1.2223,0.849615,0.56293,,0.5175566666666667,,,,0.014685999999999998,,,,0.31927,,0.330015,0.69193,-0.38306,-0.1035599999999999,0.33718499999999996,,0.77076,0.304933,,,-0.3400615,,0.16159999999999997,-0.5263899999999999,,0.05171333333333331,-0.56461,-0.279145,0.580845,-0.69122
2,516,2,2,,,,-0.63815,,,-1.0485,,,-0.9621,-0.9837,,,-0.95131,-0.837925,,,-0.92971,-1.0809,-0.8487199999999999,-0.78933,,-1.1997,-0.8541200000000001,,,,-0.9837,,,,-0.58416,,-0.8793166666666666,,-0.17382,-1.1565,-0.459975,,-1.2861,-1.2753,-1.3832,,,,-0.9945,-0.9837,-0.9837,-0.9837,,,,-0.33579,-0.384385,,,,,-1.0161,,,,,,,,-1.3293,,,,,,,
2,947,1,1,,2.5745,2.3913,,0.31469,1.3733,,,,,,,,,,-0.49966,-1.2326,,,0.47756,0.22646666666666668,,,,,,,,,,,-0.21464,,,,0.41648,-0.49966,,,,,-0.49966,,,,,,,,,,,,,,,,-1.0086,,,,,,,,,,,,,,-0.4589399999999999,,
0,310,1,1,-0.8280799999999999,-0.14647,,,,,,2.7419,,,0.413665,,,,-0.6458699999999999,-0.2207,,,,-0.62562,-0.018245333333333332,,,0.19771,-0.78759,-0.60537,,-0.56488,-0.43666,,,-0.60537,,,,0.94681,2.2582999999999998,2.3752666666666666,2.5867,2.0873,,1.7161,,2.9849,1.9006333333333334,0.94006,,,1.7634,1.4574333333333334,,,-0.24095,,,0.29219,0.14372,,,,,,,,,,,,,,,,-0.78084,-0.97655
0,884,1,1,,,,,,0.35469,-0.54774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75356,,,-0.75356,-0.8802200000000001,,,,,,,,,,,,,,,-0.50024,,,,,,,,,,
1,142,2,2,1.102995,1.299995,0.5526426666666667,0.20273999999999995,0.12970024999999996,0.501688,0.59454,0.386185,0.8595266666666666,0.9881603999999999,1.45154,1.0792,1.219643,0.941956,2.1459,1.0829751111111112,1.2983342500000001,1.6397,2.1391,0.59001,,0.6194700000000001,0.44734199999999996,0.58322,-0.001088,0.005706,1.0316,-0.334005,0.99429,1.1404,0.91614,0.64437,0.47450500000000007,-0.09620933333333333,0.7055299999999999,0.454135,0.30916666666666665,1.240575,2.1543975,2.771,1.039806,2.2138666666666666,0.55435,0.13188571428571433,1.69745,1.09505,0.9908699999999998,1.7756249999999998,,,-0.4172375,,-0.21306799999999998,-0.33944199999999997,-0.51066,-0.6533399999999999,-0.06903000000000004,0.022690000000000043,,-0.20944333333333334,0.4948899999999999,0.16537750000000004,0.005704999999999988,-0.09620999999999999,-0.371375,0.23671,0.03514666666666668,0.3975028333333333,0.727268,1.235485,0.46093,0.373962,-0.242286,0.10989333333333334
2,68,1,1,,,-0.385115,-0.6230600000000001,,-0.8475299999999999,,-0.937325,,,2.4926,1.6307,,2.6273,0.696835,1.1817,1.3344,0.48584499999999997,0.95724,0.081795,1.7294,,1.6037,0.3227299999999999,,-0.4614399999999999,,0.20899666666666664,0.2209699999999999,,,0.045875000000000006,0.08178999999999995,-0.021470000000000003,,-0.49735,-0.4345,0.1222,,-0.34470999999999996,,,0.09526,,-0.35593,0.11022333333333334,,-0.2639,,,,-0.93732,,-1.1349,-1.1528,-1.072,-0.703865,,-1.2247,-1.02711,-1.2336,-0.8684799999999999,-0.9777149999999999,,,0.19403,,,,,,,,
1,77,2,1,-1.036215,-1.1535,-0.9630133333333334,-1.0657,,-1.106,,-0.6713100000000001,,,,,,,0.26428999999999997,-0.37192,-0.03294075000000001,-0.12626333333333337,0.33722,-0.04949525,-0.005592999999999997,-0.1592495,-0.35608749999999995,-0.42201199999999994,-0.1855195,-0.43813333333333326,-0.23373999999999998,-0.654065,-1.1722,,-0.7893399999999999,,-0.800855,,-0.60798,-0.8382799999999999,-0.8080499999999999,0.048382,0.3832766666666667,,-0.4151,,,,,,,-0.4352500000000001,,,-0.72025,,-0.6137333333333334,-0.96782,,-0.8785799999999999,-0.8785799999999999,,-0.80373,-0.72313,,-0.62525,-0.734645,,,-0.50146,-0.6051,,,,-0.17328,,,-0.52593
1,189,2,1,,,-0.23328,,-0.10369,,,,0.7791399999999999,,,,,,,,,-0.95413,,-1.0000099999999998,-0.72735,,,-0.8407399999999999,,,-0.5653600000000001,-0.41308860000000003,-0.75975,-1.1242,,,,,,,0.17438999999999996,,,-0.91364,,,,,,-0.53296,-0.103692,-0.15229,,0.050199,-0.3871699999999999,,,,0.0097019999999999,,,-0.44387,,0.050199,,1.338,,0.20409,-0.13609,0.2648375,,,,1.3218,0.39848,,,
3,62,2,2,,0.56048,0.008485,0.08812533333333332,,,,0.72525,,,,1.1701,0.18974,0.95593,,0.552235,,0.6785633333333333,0.6634599999999999,1.100125,0.52752,,,1.0218,0.0661559999999999,0.73349,0.7829219999999999,,,0.6016699999999999,0.7994133333333333,,1.1042,0.96827,,1.0218,,0.32156,,0.634625,0.96417,0.87355,0.18974,0.6675800000000001,0.4945699999999999,0.98889,3.3946,2.3812333333333333,3.3327999999999998,1.19211,0.7541,,0.37099,,,,,,,,-0.37049,,,,,,,,,,0.89002,,,-0.90601
0,26,1,1,-0.30347999999999997,-0.49151,-0.53184,-0.54370475,-0.4666,-0.30052,,,,0.26891,,-0.57929,,0.32525500000000007,0.54175,-0.72165,0.023342200000000004,-0.143335,0.334155,-0.2016583333333333,0.067236,2.8313,,,,,,,,,,,1.123,,,,2.422,0.20959,0.40433483333333337,-0.07808499999999999,-0.124946,0.11469,,-0.2530635,,,0.6386366666666667,0.11231419999999996,-0.38949,,-0.6208100000000001,,-0.25306,,,0.94507,1.2950650000000001,,,0.8264600000000001,,,,,,,1.0934,,,0.01684999999999992,0.04349999999999998,1.0934,,
2,636,2,1,0.3502,0.16341000000000006,-0.6007399999999999,0.013412500000000022,,0.44077,0.92756,0.64454,0.66719,1.16529,-0.6347050000000001,0.40681,0.2483199999999999,,1.3804,,0.45774999999999993,,,-0.012061,0.7237899999999999,0.47473,0.8370150000000001,0.68983,,,0.8294733333333334,1.9973999999999998,1.5332,1.2898,1.754,1.9578,0.97285,0.87096,,3.74645,2.4672,2.8125,1.7765999999999997,2.2974,,,2.6936,1.43702,,0.93889,2.0068,1.8106,2.233233333333333,,1.6974,0.59926,,,,-0.17055,0.42945,0.21435,0.1634115,-0.079986,0.64454,0.8936,2.2181,,-0.48753,1.0408,,0.237,,0.21435500000000007,0.48605,,,0.28228
1,718,1,1,,0.026825000000000015,0.988995,0.7283166666666666,-0.24996,,,,,,,,,,,,,2.4037,2.887,,,,,,,2.1752,0.602375,1.6744,,,,,,,2.2104,1.6217,,2.1694,,,,1.3405,,,0.72539,,0.70782,0.64631,,0.1806,,,,-0.10937,,,-0.003925,-0.039072,,0.98021,,0.32998,0.34755,0.90113,,-0.012712,,-0.012712,-0.39934,0.13667,,,,
1,63,2,1,0.5730523333333334,,0.48526,,0.3696535,,0.98623,0.45635499999999996,,0.7807,0.067785,0.5751766666666667,,0.527005,,1.1725,,,,0.685648,0.72076,,,,,,0.3118473333333333,0.35038,0.60408,0.75501,0.96055,0.8352949999999999,1.008715,1.7312750000000001,0.6393885,,1.3587,,2.5726333333333335,1.6188500000000001,1.5754925,,2.2515,1.1725,,4.1398,0.79355,0.5398299999999999,2.06205,0.5944566666666666,-0.21481,,,,0.061362,0.0549399999999999,0.15128,,,,,0.2090849999999999,,,,,,,,2.4249,1.5,,1.5,
0,37,1,1,,-0.081571,,,,,,,,,,0.84157,,,,,,,,,,,,,,,-1.1473,,,,,,,,,,,,,-0.29878,0.040609,,,,,,,,,,,,0.40715,1.3914,,1.3914,,,-0.23769,0.13564,-0.46395000000000003,0.5768399999999999,,0.35963,0.45466333333333336,0.46824,,,,1.28955,0.2125533333333333,-0.5736825000000001,-0.264841,-0.90289
1,137,1,2,,,,0.7451300000000001,0.593985,,,,0.009838,,,,,,-0.28428,,-0.0800309999999999,-0.02488350000000002,1.5988900000000001,0.29578,0.54088,0.29578,,,0.0261779999999999,,0.5776450000000001,,,,,,,,,0.94937,2.1667,1.6193,1.8848,0.85134,0.8377233333333334,0.8472550000000001,0.90035,0.97388,0.94937,,0.98207,,,,,,,0.1078799999999999,,0.7287899999999999,,,0.7533,0.37748,0.2059099999999999,,,,,,,,,,,,,
0,116,1,2,0.1844599999999999,-0.6138333333333333,0.8620899999999999,0.22159,0.648595,,0.1844599999999999,0.61146,,,0.21231333333333335,,1.1313,,,-0.53957,-0.32608,,,,,,,,,,0.8620899999999999,,1.265855,2.8207,0.017378,,2.0038,2.4958,3.1456,2.1338,2.9785,,2.0688,,3.062,3.0853,,,,,,,,1.9667,1.1034,,3.9903,,,,,,0.37011,,,,0.19375,,,0.054508,0.40724,,,-0.38177,0.22159,,,-0.37249
2,730,2,1,,,,,-0.99373,,,,,-0.21118499999999998,-0.70113,-0.1771599999999999,,-0.6081300000000001,-0.59906,-0.68072,-0.224795,-0.140872,-0.76237,-0.34048,-0.6535,,,,,-1.1298,-0.9302233333333333,-0.92569,-0.9211499999999999,,,,,,,,,,,,,-1.1979,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0618,,,-0.9529,-1.0073,,-0.23840999999999996
0,275,1,2,-0.34006,,0.046936,,,,-0.59806,,-0.6804749999999999,,-0.5120600000000001,-0.60522,-0.73422,,,,,,,,,0.26193,,,-0.34723,,,,,-0.77722,,,,,,,,,0.054102,0.2189325,,,,,-0.5263899999999999,-0.5908899999999999,-0.59806,,,-0.06773,-0.49056,-0.87039,,,-0.207479,,-0.762885,,,,,-0.74139,,,,,,,,,,,,
2,119,1,1,-0.38337,-0.9169733333333333,-0.80243,-0.2604433333333333,-0.57614,-0.555185,-0.7018566666666667,-0.336442,-0.68509,,2.4998,-0.4051600000000001,-0.38337,0.17483200000000004,0.17923125,-0.48394,0.7355375,-0.374985,0.297606,2.348925,0.60394,,-0.06488,1.888,1.87955,1.3096,0.7592666666666666,-0.292575,0.40725000000000006,-0.52166,,1.5393000000000001,1.47309,,-0.71024,-0.24089,,-0.4951203333333334,-0.8834533333333333,,,-0.9449125,-0.91556,-0.9421283333333333,-0.9490775,-0.6201424999999999,-0.8890266666666666,-0.84435,-1.079,-1.020365,-0.9533,-0.2786025,-0.79405,-0.10679,-0.4588,,-0.022974,,0.7997866666666665,-0.48394499999999996,-0.19898,,,0.479925,,,-0.05230750000000001,-0.555185,-0.5069899999999999,,,-0.6096600000000001,1.0331,
2,80,2,1,-0.05602333333333331,-0.3222649999999999,0.35589975,-0.4553866666666666,-0.45036,0.099702,,,,,-0.38505666666666666,,,-0.5784600000000001,-0.40514999999999995,-0.6588333333333334,-0.5583666666666667,-0.47798999999999997,-0.4654325,-0.0020200000000000218,-0.37501,-0.66888,-0.46543,-0.5533433333333334,,-0.32226,-0.378775,-0.4955699999999999,-0.488035,-0.45036,0.04318899999999995,0.5367449999999999,,,,,-0.231845,-0.19417,-0.32226499999999997,,-0.488035,-0.043465,,,,0.909745,0.808,,-0.24691,0.24287,-0.40263999999999994,-0.657575,-0.85349,-0.84972,,-0.7367,,-0.7894399999999999,,-0.42022,1.1169,,,0.0544915,0.66484,0.55746175,0.009281,0.7967,0.28055,0.3709699999999999,1.8554,,,
1,84,1,1,-0.6288,-0.43275,,-0.09981574999999997,0.11031666666666667,0.24327,-0.7302,,-0.3381099999999999,,0.22975,-0.24347,,0.63536,0.1689,0.28720850000000003,0.45283,,-0.16460066666666665,0.038771,-0.18263,-0.06432500000000002,-0.47331999999999996,-0.6964,-0.79781,-0.3381099999999999,-0.45979499999999995,0.36831,0.89225,0.03821,,-0.1353,,-0.1353,1.7035,-0.97357,,-0.43275,-0.44627,,1.2843,,-0.09812599999999999,1.1897000000000002,,,0.5790233333333333,,-0.38543,,-0.48008,,,,-0.5645800000000001,,-0.25473666666666667,-0.054182,-0.6445733333333333,-0.513875,0.51368,-0.784305,-0.6288,-0.273218,-0.65246,,-0.060943,,,,,,-0.4530399999999999,
2,260,1,1,3.5249,0.69503,2.6498,1.33717,2.10995,2.1924,1.9906,0.939365,0.91097,2.1611,-0.37327,,3.4226333333333336,,4.1765,,3.0305,3.309,0.41091,1.5588,,,0.85414,,0.954156,0.4734149999999999,0.6751575,,,0.30863,,0.92233,0.27169175,0.5700400000000001,2.33725,1.1572066666666667,1.0928,,0.018819999999999996,1.5084334285714287,3.100633333333333,2.14975,1.25191,-0.07778399999999999,0.5586655,1.05302,0.13530999999999999,-0.18764599999999998,0.34837999999999997,1.769,0.166566,0.59275,0.081326,0.2915785,,0.45635333333333333,-0.48692499999999994,,-0.37327,-0.407364,0.013134999999999952,0.61548,1.1837,,,,,1.2974,1.0322,0.42227349999999997,0.5472899999999999,0.86551,,0.97916
1,233,1,1,-0.3174625,,0.1246125,-0.5303100000000001,,,0.001812,,,,-0.071867,-0.51394,,0.29653,,,,,-0.84959,,,0.10824,-0.36249,,-0.4648199999999999,-0.1482733333333333,0.21738,,-0.33384,,,-0.33384,,-0.620365,,,,0.7959050000000001,0.2637815,,,,,,0.083677,0.21466033333333331,0.4111399999999999,-0.0391205,-0.273801,-0.11279999999999998,0.64036,-0.39114,,,,,0.5011899999999999,,1.18067,,0.566685,-0.12099,,,,,,,,,0.042745,,-0.28062,
3,741,2,2,,,3.6341,3.7521,2.4274,,1.7717,,1.7979,,1.7979,,,,,2.8209,1.9946000000000002,2.6504,1.7061,1.88315,,,1.1553,0.9650799999999999,,1.7061,1.52905,,,1.2339,1.4831,1.7192,,0.91918,0.97164,1.4307,,,0.84049,1.1946,,1.6143,0.8568812499999999,,0.8798299999999999,0.93229,,1.3651,1.6492666666666667,,1.2295966666666667,1.2995,1.6404999999999998,1.2995,1.4963,,,2.7029,,,,,,1.2995,,,,,0.19783,,,0.5126,,
2,45,2,1,,,2.1135,,-0.9480249999999999,,3.0665,,2.7601,,,,,2.7601,,,1.6117,,,,-0.42449,1.1581,,0.32823,,,0.20278,,,,,,,,,,,,1.06645,2.3837,2.52365,,3.1026499999999997,1.9237333333333335,,,1.5731,,1.16058,,,0.265501,,,0.067674,-0.055366,,,,,,,,,,,,,,,,,,
3,937,2,1,,,,1.0703,,,,,1.1726,,0.7195699999999999,1.8544666666666665,,,1.2748650000000001,0.7195699999999999,1.4502000000000002,1.8301,,1.3113800000000002,2.4146,1.2383,-0.34715,,0.32503,,,,,0.573445,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.46405,,,0.33964,,,,1.3918,,-0.43483,-0.31792499999999996,-0.5955649999999999,-0.040285,1.4356,,0.18621500000000005,-0.24486,
1,339,2,2,,-0.095384,-0.095384,-0.27416,,,,,-0.55509,,-0.23585,,,-0.893465,-0.938195,-0.804095,,-1.002,,,0.91341,,,,-1.3085,,,,,,,,,-0.82325,,,,-1.1297,,,,-0.51678,,,-0.95095,-1.1936,-1.07225,,,-1.3596,,-0.6189399999999999,-0.8487899999999999,-0.56786,,,,,,,,-0.98925,,,-0.79771,,,-0.40185,,,,,,
1,468,1,1,0.93437,1.6292,1.7476,,,,1.3049,,1.7269999999999999,,1.6446,,,,,0.038817,,,,0.8314299999999999,,,,,,,,,,,,,,,0.86746,,,0.6461399999999999,,0.36821,-0.1567599999999999,-0.13102499999999995,-0.146469,0.677025,0.6049675,1.8814,0.5972525,0.63585,0.48144,0.52262,1.8505,-0.11044149999999994,,,,0.8726,,0.25498,,-0.002358,,,0.79025,,,,,,,,,,,
