fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g179,chr7-g180,chr7-g181,chr7-g182,chr7-g183,chr7-g184,chr7-g185,chr7-g186,chr7-g187,chr7-g188,chr7-g189,chr7-g190,chr7-g191,chr7-g192,chr7-g193,chr7-g194,chr7-g195,chr7-g196,chr7-g197,chr7-g198,chr7-g199,chr7-g200,chr7-g201,chr7-g202,chr7-g203,chr7-g204,chr7-g205,chr7-g206,chr7-g207,chr7-g208,chr7-g209,chr7-g210,chr7-g211,chr7-g212,chr7-g213,chr7-g214,chr7-g215,chr7-g216,chr7-g217,chr7-g218,chr7-g219,chr7-g220,chr7-g221,chr7-g222,chr7-g223,chr7-g224,chr7-g225,chr7-g226,chr7-g227,chr7-g228,chr7-g229,chr7-g230,chr7-g231,chr7-g232,chr7-g233,chr7-g234,chr7-g235,chr7-g236,chr7-g237,chr7-g238,chr7-g239,chr7-g240,chr7-g241,chr7-g242
3,353,2,2,,-0.70934,-1.063,-0.35568000000000005,-0.976245,0.5784699999999999,-0.52918,-0.46244999999999997,,-0.66263,,-0.66263,,,,-0.07544,,-0.91619,-0.10213,0.16477166666666665,,0.5428986666666666,0.85874,-0.10880499999999999,-0.21890250000000003,-0.24893,-0.5825600000000001,0.058012,,-0.7794,,,-0.8895,-0.46245,-0.76939,-0.6492833333333333,-0.60925,,-1.3165,-0.8094300000000001,,,,,,,,,,-0.329,,,,-0.87615,,-0.38905499999999993,0.56513,,-0.706005,-0.1288215,-0.589235,0.01130175,,
2,591,2,1,-0.93655,-0.9829600000000001,-1.0178,-0.901745,,,-1.0178,-0.31005,,,,,,,,,,,0.27004,-0.8669399999999999,-0.7045100000000001,,-0.97136,-0.31005,,-0.6233,,-0.98297,-0.97136,-0.7161150000000001,-0.078015,-0.10122,-0.47248,,,,,,,,,,,,,-1.3194,-0.6001,-0.704495,,,,,0.40926,0.51368,,,-0.35646,,,,,,,
2,119,1,1,-0.71862,-0.510764,-0.48603999999999997,-0.9058033333333334,-0.8862300000000001,-0.44204,-0.587876,-0.07046666666666666,-0.4252766666666667,,,-0.44622999999999996,,,,,,,,,-0.36661,,-0.36661,,,-0.14031,-0.08164099999999999,-0.20736,-0.5062933333333334,0.027314,0.15024099999999999,,,,,,,,-0.81081,-0.777285,,,,,,,,,-0.9197700000000001,-0.72281,-1.05385,-0.97844,-1.0455,-0.8778600000000001,,,,,,,-0.9952,,,-0.54261
0,275,1,1,,-1.4007,-0.3520033333333333,-1.2717,,,-0.67689,,,-1.0066,,,-0.90622,,,,-0.67689,,-0.77005,-0.6410600000000001,-0.87039,-1.0686633333333333,-1.1809333333333334,-0.92055,,-1.3075,,-0.89188,-0.99222,,,,-1.0424,-0.43322400000000005,,,-0.84172,-1.2502,,-1.2,0.068435,,,,,,,,,,,-0.84411,-0.41889,,,,,,-1.0281,,,,-0.967125,
2,230,2,2,,,-0.99211,-0.55281,-0.76758,-0.56257,-0.035406,,,,,-0.75781,,,,,,,,-0.81639,,,,,,-0.8814733333333334,-0.9979579999999999,,-1.0702,-0.8456799999999999,-0.9693266666666668,-1.07995,-1.1093,-0.37709,,,-0.53328,,,-0.67972,,,-0.18672299999999997,,-0.53328,-0.4844699999999999,-0.504,,-0.81639,,,,-0.95306,,,,,-0.75781,,-0.98235,,,,
2,1001,1,1,,-0.22044,-0.5856600000000001,-1.0019925,-0.6927866666666667,,-0.47609,-0.11087499999999997,-1.1554,,,0.04252,,,,,-0.4907,,,-0.023221,-0.088959,,,,,,,,,-0.73174,-1.04217,-1.1262,,-0.7609600000000001,,,,,,,,,,,,,-0.19122,-0.62948,-0.71714,-0.9947,,-1.3599,,-1.0677,-1.2869,,,,-0.70253,,,-0.6148766666666666,-0.4834,
0,310,1,1,0.008749,1.9456,1.3045,1.6554,,-0.4704,,0.19094499999999998,-0.2769446666666667,0.20783,,0.4119775,,-0.72685,-0.72685,,-0.80108,-0.57838,-0.76397,-0.676235,,,,,,-0.76059,,,-0.56263,-0.11947,-1.0373,,,,,-1.0373,,-0.20046,-0.038491,-0.5176433333333333,-0.72685,,-0.7336,-0.80108,,,,-0.24095,,,0.48115,,,,0.59588,-0.051988,-0.36692666666666657,,,,,-0.3523049999999999,,
2,603,2,1,,-0.5435975000000001,,1.03874,-0.6728999999999999,,-1.5996,-0.17921899999999996,,,,,,,,,,,-0.54696,-0.783135,-0.88435,-0.5238331428571429,-0.3445266666666667,-0.88435,-0.5851916666666667,-0.600945,-0.88435,-1.3432,,,-1.1813,,,-1.1273,-0.088113,,,,-0.405256,,,-1.0665499999999999,,,,-1.0463,,-0.78988,-0.9315800000000001,,-1.1543,-0.39851,,,,-0.627935,-0.870865,-0.9315849999999999,-0.53347,-0.6009399999999999,,,-0.83037,
3,718,2,2,-0.5435300000000001,,,,-0.15748,-0.10743499999999995,,,,-0.90098,,-0.4720399999999999,0.55742,,,,,,,-0.37195,-0.20037,0.1141799999999999,-0.57212,0.30006,-0.37671666666666664,-0.758,,,-0.81519,-0.80087,,,,-0.758,,,,,-0.57212,,,,0.099886,,,,,,,-1.3728,,,,,,,,,,,-0.5864199999999999,1.4868,,
2,516,2,1,,-0.58686,-0.86492,-0.665145,-0.11982500000000001,-0.8055275,-0.9081266666666666,-0.8199283333333334,-0.73534,,-0.75693,,-0.24941,,,,-1.1349,-0.23861,,-0.35379933333333335,0.3823,-0.9405066666666667,-1.1565,0.03675499999999998,,-0.33579,-0.8109299999999999,,-0.67055,-0.530165,,-0.83252,0.56048,,,,,,,,-0.64895,,-0.64356,-0.80013,,-1.0701,0.3661,,,,,-0.73534,-1.0485,,-1.0161,0.4201,,0.4093,,0.23112500000000008,,,,0.34990999999999994
3,741,2,1,-1.0219,0.26341000000000003,0.163734,0.21532199999999999,-0.04698333333333338,0.027334999999999984,0.09946999999999995,0.22407,-0.4666836666666667,-1.3826,-0.30055,-0.68089,,,,,0.7880199999999999,,-0.477605,,,0.34863999999999995,0.5432053333333333,0.3202466666666666,0.18909033333333333,0.31587,-0.54974,,0.0142199999999999,,-0.4972755,0.21095,,-0.006763200000000002,1.1684,0.040451,-0.18688000000000002,,,,-0.56285,,0.49949,,,0.47981499999999994,-0.36612,,-0.65466,-0.61532,-0.7267950000000001,-0.58908,-0.739907,-0.6710524999999999,-0.7005699999999999,,-0.06447066666666663,,,-1.0219,0.36177500000000007,0.0010999999999999899,0.079797,-0.65466
1,339,2,1,,0.045082333333333335,0.14723883333333332,-0.4912433333333333,0.06209333333333328,0.7346233333333334,-0.21031000000000005,0.5814,,,-0.27416,-0.79771,,-0.031536,-1.0148,,,,-0.63171,-0.099641,-0.51678,-0.72109,-0.62213125,-0.8424050000000001,,,,,-0.26139,,,,,-0.9828699999999999,-1.0531,-0.8934599999999999,-1.0148,,-0.10815,,-0.4912399999999999,,0.03231500000000001,-0.58063,0.8240299999999999,-0.4912399999999999,-0.15072000000000005,,-0.60617,-0.28054,-0.49975233333333335,-0.10815,-0.9541324999999999,-0.6444650000000001,-0.36355,-0.68278,,,,,,,,
0,250,1,1,-0.42357,-0.003960000000000005,-0.5660799999999999,0.24147,-0.3048099999999999,-0.53837,0.55024,,,-0.48691,0.8035899999999999,,-0.669005,,-0.58983,-0.58983,-0.7560899999999999,-0.19397,-0.74026,-0.8906799999999999,,-0.73631,-0.52913,-0.77984,-0.4789899999999999,0.15042499999999998,-0.7165100000000001,,-0.43544499999999997,,,,,-0.8906799999999999,0.06729000000000002,,,,,,,,,,,,,,,,,0.21772000000000002,-0.14251,,,-0.14647,-0.98569,,-0.162305,-0.1068835,,,-0.76401,0.40773
2,80,2,1,-0.53325,-0.5407850000000001,-0.44283,,-0.53325,,,-0.37501,0.03565499999999999,0.28808,-0.020859999999999972,,,,,,-0.310965,-0.62367,-0.4051525,-0.58599,-0.7367,-0.307195,-0.62367,-0.65381,,-0.5520849999999999,,,-0.68395,-0.68395,,-0.51064,-0.42776,-0.6877150000000001,-0.5131533333333334,-0.6663666666666667,-0.33733,-0.33733,-0.4579,,,0.190125,,-0.0736059999999999,,,,0.04319,,,,0.39357,,0.016815999999999998,,,-0.7367,-0.7442300000000001,-0.77814,-0.7643266666666667,-0.3448699999999999,-0.8760950000000001,-0.79698,
2,230,2,1,0.2542141666666667,,1.7511,-0.47471,,-0.46495000000000003,0.2574599999999999,,,,,1.8487,,,,,,,-0.1671955,-0.36244099999999996,-0.05493000000000001,-0.6309033333333333,-0.35268,0.1110299999999999,-0.3673213333333334,0.22166666666666668,,-0.61138,-0.37220499999999995,,-0.419391,,-0.57233,,,,-0.1135,,,-0.56257,,,,,,,,,,-0.21113,-0.53328,-0.49423,,,,-0.73829,-0.4161399999999999,-0.26482000000000006,,-0.6797150000000001,-0.635785,-0.07933699999999999,,
0,89,2,1,0.2634366666666666,0.9096759999999999,0.5860233333333333,0.33747,0.36787749999999997,0.62965,1.091065,0.43501222222222224,0.3269,0.7076549999999999,0.26872,0.088919,,,,,,-0.8577,-0.6109066666666666,-0.8577,0.77641,,-0.5774100000000001,-0.7611874999999999,-0.860345,-0.8709200000000001,,0.28988,,-0.0926466666666667,,-0.8859033333333333,,-0.24953733333333336,0.21408000000000005,,-0.1851938333333333,0.8398700000000001,0.578095,0.15238,-0.45402000000000003,-0.27598,-0.016848,-0.053867,0.14709033333333332,-0.025440750000000005,-0.3235699999999999,,-0.402895,-0.33415,-0.36852500000000005,0.31103,,-0.27598,,,0.099497,,,-0.43992,0.041324,-0.16492,0.04926,
0,164,1,1,0.0159635,-0.00078,-0.39982999999999996,-0.23518666666666665,-0.020312666666666673,,,0.0996799999999999,0.70244,,,,,,,,,,,-0.385865,-0.8588749999999999,-1.0472,-0.3377474999999999,,-1.1812,1.5396,,-1.1226,,,,,,,,,,,,,,,0.7443,,0.0996799999999999,,,,,,,,-0.938425,,,,,-0.59517,,,,,-0.8714299999999999,
0,353,1,1,,,-0.6371586666666667,0.10992,-0.3400066666666666,-0.6652859999999999,0.14240300000000006,-0.8284299999999999,2.1238,,,0.441943,,0.25428,,,,,-0.51805,,-0.59745,,-0.15715,-1.066645,,,,,,,,,,,-0.46753,,0.088266,,-0.96558,,-0.020005,,0.337292,,1.277445,0.76677,-1.0161,,,-0.53971,,-0.3231699999999999,,,-0.4555,,-0.62633,0.081048,,,,-0.012787,-0.39535,-0.247375
1,84,1,1,0.16214,0.275712,0.347374,-0.006863333333333332,1.1559,0.5655039999999999,1.3384,-0.12854,,,0.48663,0.7300150000000001,0.145244,,,-0.033902,,,-0.4124766666666666,-0.26036950000000003,1.4939,,,-0.6288,-0.507115,-0.80457,0.89225,1.2201,0.23819725,-0.12854,0.5812550000000001,-0.41585,-0.182626,-0.9735849999999999,-0.42939000000000005,-0.6761199999999999,-1.0795000000000001,,,,-0.35839249999999995,-0.469935,,,1.1018,,0.1351,,-0.5476775,-0.6220399999999999,,-0.1674125,,,-0.6288,-0.976945,,-0.24009,,-0.98709,-0.33135000000000003,,-0.60852,
2,566,1,1,-1.1468,-0.8410299999999999,-1.003255,-0.89719,,,-0.75158,-1.334,,-0.58519,,,,,,,,,,,,-0.33559,,,,,,-1.0178233333333333,,-0.95959,,,,-0.42295,,0.22601,-0.7723899999999999,-0.2482285,-0.39799,,,,,,,,,,,-0.023587,,,,,,,,,,,,,-1.0594,
1,142,2,1,-0.33401,-0.5463275,-0.39516,-0.43728,-0.38836,-0.481785,-0.3815699999999999,-0.41214249999999997,-0.05657516666666667,-0.069031,,-0.2524775,-0.3815699999999999,,,,,-0.71449,-0.429127,-0.5193928571428572,-0.90473,-0.46174,-0.7790325,-0.7144883333333333,-0.6591628571428572,,,,-0.055442,,,-0.062237,-0.062237,-0.13357599999999994,-0.055442,,-0.17774,,0.20953,-0.35212333333333334,-0.51745,-0.11659,-0.30683,-0.4631,,,-0.2117099999999999,,-0.8435799999999999,-0.4597,-0.59672,,-0.27286,-0.67372,-0.324498,-0.37930133333333343,-0.26493283333333334,,-0.371375,-0.79602,-0.9387,-0.2253,-0.40195,-0.0928135
1,53,1,1,0.08342866666666665,,-0.11599000000000001,0.09937949999999995,-0.021977499999999997,-0.0954765,,0.14268,0.03101,,0.4412399999999999,,,,,,,,1.207,,0.25664,0.03328966666666667,-0.47494,-0.16727,,,-0.8851600000000001,,,-0.22196,,0.03442750000000001,,-0.991115,,,-0.93986,-0.768935,0.43439000000000005,0.33525999999999995,-0.375795,-0.42479666666666666,0.41389,,-0.55698,-0.2834933333333333,,,-0.20145,-0.38605,-0.078384,1.4736,0.6258400000000001,,,,0.3250099999999999,-0.42708,-0.044198,1.7676,,,-0.150174,
1,98,1,1,0.51972,-0.1453,0.13632,0.86049,0.20022,0.1824695,,,,0.44161,1.7054,2.2733,,,,,,-0.3038599999999999,-0.3606535,0.28186500000000003,0.2499199999999999,0.008527500000000007,0.37061,,-0.1263635,,,,-0.45294999999999996,0.6025566666666666,-0.9191533333333334,0.11502,,-0.89313,-0.0695669999999999,,-1.0067,-0.8576299999999999,0.2428199999999999,,,,,,-0.541695,,-0.50265,-0.11217,,,,-0.772435,-0.01277,0.10437350000000001,-0.5310449999999999,,0.66523,0.5374350000000001,-0.68724,-0.017493333333333323,,,-1.0493,
3,28,2,1,0.80558,1.2264933333333332,,0.60353,0.67299,1.0139,,1.6264,-0.21097,,0.40148,,,,,,,,,,,,,,,,,,,,,,1.1465,0.256265,1.115,0.5403899999999999,0.9666100000000001,,0.0005450000000000454,0.452,-0.25517,,-0.25517,-0.19835,,,-2.5661,-0.40671,,,,0.833995,,,,1.0139,1.0139,,0.96974,,0.23101,0.23101,,-0.34357
3,937,2,1,0.0912289999999999,,-0.4494399999999999,0.42000575,1.1920266666666668,-0.16083750000000002,-0.34715,-0.25948,,-0.7270800000000001,,,,,,,,,,0.062004,0.0327779999999999,,,,,,-0.06951,-0.0110599999999999,-0.3033099999999999,-0.27409,,0.0327779999999999,,,-0.14257,,-0.3617599999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,407,1,1,,-0.38454,,,,,-0.71234,,,,,,0.2390699999999999,0.2470699999999999,,,,,,-0.53645,,-0.67237,-0.2006599999999999,,,-0.75232,,,,0.003216,,-0.57643,,,,-0.40053,,,,,,,,,,,,,,,,,,,,,,,0.007214,,,,,
0,190,1,1,,,,1.3458,,,,0.0946429999999999,,0.3276199999999999,,,-0.043419999999999986,,,,,,,,0.49157,,,,,,,0.2068199999999999,-0.6474300000000001,,,-0.37131,,-0.12971,,,,,,,,,,,,-0.28502,-0.5352600000000001,,,,-0.2505049999999999,,,,,-0.16422,,,,-0.23325,,0.1895599999999999,-0.12971,-0.09519
1,713,1,1,,,-0.55023,-0.644425,-0.8223499999999999,-0.4979,-0.6444300000000001,-0.4979,,,,0.63246,,,,,,,-0.19437,-0.089712,-0.84329,-0.681055,-0.90608,,,,,-0.18391,,,-0.4194,-0.5083633333333334,-0.7386199999999999,-0.72816,,0.67433,,,,-0.61303,,,,,,,,,,0.86272,-0.4351,0.5278,,-0.47697,-0.45603,,,,,,,,,
2,68,1,1,-0.83855,4.1807,,1.496,0.37361,1.7563866666666668,,4.1807,-0.003509,,,,,,,,,,,0.122197,1.6756,0.813565,0.045875,0.8046,,1.6486,,,,,,0.1491299999999999,0.48733999999999994,,-1.2516,,-1.2875,,,,,,2.34,,3.5252,,,,,,,,,,,,-0.38063,0.35564475,0.09301499999999999,-0.28186,,0.038393333333333356,,0.47238
2,30,1,1,-1.1331,-0.622015,-0.7258865,-0.881645,-0.39791,-0.6411399999999999,-0.5609816666666667,,,,,,,-0.63021,,,,,,,-1.3189,,,,,,,,,,,,-1.0128,-0.832455,-0.63841,-1.1768,,-0.56462,,,-0.597415,-0.1492099999999999,0.17875,,-0.3077199999999999,-0.7121999999999999,-0.58647,-0.94724,,-0.5033939999999999,-0.17244250000000003,-0.21917400000000004,-1.2752,-0.9527049999999999,-1.1549,0.93851,1.02595,0.9276050000000001,2.6548,-0.1492099999999999,3.0538,1.7748149999999998,-0.2366599999999999,-1.3299
1,189,2,1,-0.75165,-0.1279895,-0.2778290000000001,0.26888,-0.06521625000000002,-0.014600000000000002,-0.66255,0.078545,-0.89744,-0.853688,-0.75165,-0.58696,-0.53296,,,,,,-0.342626,,-0.25758,0.276985,,,-0.25758,-0.5896600000000001,-0.6139566666666667,-0.6058600000000001,-0.46654399999999996,-0.52486,-0.31427499999999997,,0.2067833333333334,-0.48234,-0.8528899999999999,-0.743545,-0.800245,-0.09356375000000001,-0.48976533333333333,,0.45787,-0.18468699999999996,-0.14621275,,-0.2332813333333333,,0.19194000000000003,-0.071292,-0.7435499999999999,,-0.40337,,0.066398,-0.43172000000000005,-0.1765865,-0.67065,,,,,-0.50056,,,-0.901485
1,144,1,1,,0.2674,-0.29551199999999994,-0.5629599999999999,-0.9921449999999999,,,0.080804,1.4196,2.152,0.14922133333333334,1.58601,0.52629,,1.247,1.4476499999999999,,,-0.44633,,,-0.22708,-0.50697,,,,0.5612775,,1.0138,0.8225199999999999,0.2114199999999999,0.2114199999999999,0.052815,,,,,,,,,,,,,,,,,,,,,,-0.67491,,-0.4976399999999999,-0.544295,,-0.7246733333333332,-0.11512,-0.10112500000000005,0.118145,-0.27373
0,406,1,1,,,-0.42928999999999995,0.029065000000000007,,,-0.65282,-0.40418,,-0.83365,-0.38911,0.88046,,,,,,-0.5171899999999999,,,,0.10818,,,,-0.09902499999999996,-0.76584,-0.441845,-0.29868999999999996,-0.41422333333333333,-0.434315,-0.64026,-0.43431,-0.97681,-1.0823,,,,,,,,,,,-0.71309,,-0.66035,,,-0.17814,1.1329,-0.728165,-0.8939299999999999,0.3342199999999999,,,,,,-0.28362,,,
0,5,2,1,-0.95398,-0.43561750000000005,,-0.95398,-0.37388000000000005,-0.18517,,-0.3366,-0.29699666666666663,,-0.46124499999999996,,,,,,,,-0.8025500000000001,0.04314,-0.6837300000000001,,,-0.81886,-0.6441250000000001,-0.11994200000000001,-0.40883,-0.7194533333333334,-0.6953800000000001,-0.67907,-0.5625833333333333,-0.5374268,,,-0.6744100000000001,,-0.6744100000000001,,,,,-0.95398,,,,,,,,,,-0.60452,-0.67752,,1.6739,-0.48338,-0.7116899999999999,-0.087324,,-0.48493,,,,
1,612,2,1,,-0.6701699999999999,-0.13161,-0.28796,0.007379,,-0.23584,,,0.12899,,,,,,,,,-0.5572239999999999,,,,-0.044741,-0.63543,,,-0.87865,,,-0.8265199999999999,-0.73966,,-0.98289,,,,,,,,,,,,,,,,,,,-0.8265299999999999,-0.5919949999999999,-0.51381,-0.80916,-0.58331,,,-0.5311899999999999,,,-0.77441,,
1,36,1,1,,-1.1706,-0.9284033333333334,,,,-1.055,,-0.014684,-0.014684,-1.1871,,,,,,,,,,,-1.41,-1.1911999999999998,-1.3549999999999998,-1.3522,-1.1293,,-0.94766,-1.3687,,-1.3275,-1.17055,-1.2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,843,2,1,,,,,,0.5925695000000001,,,,,,-0.18219,,,,,,,,,,-0.8720350000000001,-0.8242800000000001,,-0.8614200000000001,-0.6438550000000001,-0.749985,,-0.31485,,-0.8508100000000001,,-0.22994425,,-0.4652066666666666,,,,,,,,,,,,-0.21403,,,,,,-0.64916,-0.097283,,-0.2883199999999999,-0.97817,-0.2883199999999999,,-0.30954,,,,
3,823,2,1,-0.09997,,0.4265,-0.56224,-0.15133333333333332,-0.4552333333333333,,-0.022925,0.60628,1.0814,0.7304033333333333,0.8887700000000001,,,,,,-0.4852,-0.11281333333333336,-0.372836,-0.45181000000000004,-0.167383,-0.022925,-0.43383,0.27241,,,,,-0.24122,,,-0.34395,,,,,,,,,,-0.38675,-0.53656,,,,-0.36963,-0.27974,,,,-0.35036999999999996,-0.35679,0.50355,-0.27546333333333334,-0.55796,,-0.465935,-0.33111,-0.331105,,-0.53656,
1,137,1,1,,0.45101,,0.218165,-0.15356,,,,0.018008,0.4265,0.075197,,,,,,,-0.56205,,,,-1.1339,-0.096371,-0.94604,,,-0.19441,-0.345555,-0.480355,,,,,,,,,0.46735,,-0.42725,-0.48035,-0.5212,0.46735,,-0.74179,,-0.24751149999999997,,-0.33533999999999997,,-0.22709,,,,,,,,-0.83983,-0.60699,-0.615155,,,
0,215,1,1,-0.78497,0.58328,,-0.30607999999999996,-0.376893,-0.21606,,,,,,,,,,,,,,-1.3467,,,,,,,,,,,,-0.9794,,0.0071769999999999,-1.1738,,-0.9722,,0.48246,,,,-0.90739,,,,-0.7921699999999999,,,-0.5221199999999999,-0.187255,0.1368,,,-0.53292,-1.3683,,-1.0946,0.44646,,,-0.68415,,-0.9145925
0,544,1,1,-0.7283,,,,,,,,,,,,,,,,,,-1.10325,-0.5000675,,,-0.7500399999999999,-0.706565,,,,,,,-0.7283,,,-1.1196,,,,,,,,,,,-0.076205,,,,,1.7171,1.1954,,,,0.42373,,,-0.88046,,,-0.42399,,-0.51094,-0.89133
0,99,2,1,-0.25363,-0.601015,-0.45213499999999995,-0.5513899999999999,-0.36528499999999997,,-0.6837249999999999,-0.6216900000000001,-0.88223,-0.6285866666666666,,-0.7457475,,,,,,,-0.8326100000000001,,-0.82434,-0.76644,,-0.2908475,-0.74162,-0.6313433333333333,-0.99803,-1.0063,-0.87812,-0.8512249999999999,0.1682,-0.65891,,,,-0.41905,-0.30739,,,-0.9814750000000001,0.73064,-1.0228,-1.1593,,-1.02283,,,,0.796795,,-0.005492,-0.07166,,0.35017,0.0069145000000000005,0.55695,1.02012,,,-0.64237,-0.3115199999999999,-0.220545,-0.766435,-0.5513899999999999
2,244,2,1,0.23551499999999997,,0.3343224,0.660779,0.83151,0.28115324999999997,0.6435933333333334,0.29279666666666665,,0.50936,0.17646349999999994,0.450295,,,,,,-0.15107,-0.2477126666666666,-0.40879,0.10665999999999999,-0.190443,0.113819,-0.03294,-0.09092979999999999,0.10665999999999998,0.40734000000000004,0.7643925,1.1977,0.257,0.5576800000000001,0.65433,1.1196533333333334,,,0.20331,0.3804949999999999,1.110741,0.99258,0.6650699999999999,-0.9672,,-0.99942,-0.419535,,-0.46785750000000004,-0.000727,-0.20476000000000003,0.14424500000000007,-0.5269199999999999,-0.26919,-0.40879,,-0.59135,0.44493,,0.14961,,,-0.34436,-0.065158,-0.09021366666666668,0.1066599999999999,0.19257
1,1034,2,1,-0.39604,-0.32808,-0.231,-0.2827766666666667,,-0.3669166666666666,-0.15333,-0.22129,,,,,0.40975,,,,,,,0.64274,-0.5805,-0.56108,-0.22129333333333326,,-0.52225,,0.12820499999999996,,-0.52225,-0.5610850000000001,-0.52225,-0.52225,-0.54167,,,,,,,,,,,-0.74554,,,-0.56108,-0.44458,,-0.8911600000000001,,,-0.3644925,-0.11773733333333329,-0.40575,-0.55137,-0.61933,,-0.49554999999999993,-0.66787,,-0.47371,,-0.52225
2,172,2,2,,,,-0.2409,0.95288,0.075405,,,,,,,,,,,,-0.14907,0.45293,0.05499666666666666,,1.4732,-0.2511,,,-0.077644,1.2284,,-0.072542,,0.94268,,-0.016424,,,-0.31232,,,-0.21029,-0.5674,,,0.96309,,1.2896,,,,0.7794300000000001,0.014186,-0.27661,2.0752663333333334,4.3404,3.9628,,0.8457749999999999,,-0.1490655,,,,1.95963,-0.33272500000000005,
3,718,2,1,-0.15748,-0.3290599999999999,,-0.257565,-0.2146699999999999,-0.20752075,,,0.52883,0.6289100000000001,0.342955,-0.10029,,0.92917,,,,,0.5502750000000001,,,1.1007,,,0.7433,,,,,,0.8004899999999999,0.7790325,,,,,,,,,,,,0.37155,,0.006949999999999998,,0.1284799999999999,-0.8866799999999999,,,-0.8223400000000001,,,,,0.28576,,,1.3366500000000001,0.614599,1.1579,,
3,27,2,1,,1.0802,,,1.1348,1.0324149999999999,-2.7219,-2.7219,,-0.1689645,-0.1519,-0.1245915,,,,,,,0.1928099999999999,0.83104,,0.34299,0.295202,,0.1040799999999999,0.4112399999999999,0.035816,,,,,-2.7219,,,,,,,,,,-0.018791,,,,,,-1.5956050000000002,-0.032443,,-0.3942199999999999,-0.431765,,,,,0.93684,,,0.65015,,0.58872,,-0.13483
2,181,2,1,-0.863885,-0.172392,-0.22094,-0.18261439999999998,-0.07018866666666666,-0.600375,-0.006309999999999996,-0.1276763333333333,-0.15003,-0.33209,-0.5907899999999999,,-0.5141399999999999,,,,,,,-0.28418,-0.5364966666666666,-0.51893,0.52068,-0.74889,,,,,-0.39916,,,-0.39916,-0.03984575000000001,-0.52372,-0.07817300000000005,,-0.5189275,-0.322505,,,-0.18836,-0.988435,-0.5860077499999999,-0.85908,-0.28897049999999996,,,,,,,-0.2362699999999999,,-0.19794499999999998,-0.88781,-0.035055,0.2140699999999999,-0.42311,0.0607625,-0.308135,,-0.22477,-0.5620462500000001,
