fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g210,chr7-g211,chr7-g212,chr7-g213,chr7-g214,chr7-g215,chr7-g216,chr7-g217,chr7-g218,chr7-g219,chr7-g220,chr7-g221,chr7-g222,chr7-g223,chr7-g224,chr7-g225,chr7-g226,chr7-g227,chr7-g228,chr7-g229,chr7-g230,chr7-g231,chr7-g232,chr7-g233,chr7-g234,chr7-g235,chr7-g236,chr7-g237,chr7-g238,chr7-g239,chr7-g240,chr7-g241,chr7-g242,chr7-g243,chr7-g244,chr7-g245,chr7-g246,chr7-g247,chr7-g248,chr7-g249,chr7-g250,chr7-g251,chr7-g252,chr7-g253,chr7-g254,chr7-g255,chr7-g256,chr7-g257,chr7-g258,chr7-g259,chr7-g260,chr7-g261,chr7-g262,chr7-g263,chr7-g264,chr7-g265,chr7-g266,chr7-g267
2,244,2,1,0.65433,1.1196533333333334,,,0.20331,0.3804949999999999,1.110741,0.99258,0.6650699999999999,-0.9672,,-0.99942,-0.419535,,-0.46785750000000004,-0.000727,-0.20476000000000003,0.14424500000000007,-0.5269199999999999,-0.26919,-0.40879,,-0.59135,0.44493,,0.14961,,,-0.34436,-0.065158,-0.09021366666666668,0.1066599999999999,0.19257,0.18183000000000002,0.2605813333333333,-0.47323,0.68653,-0.5591349999999999,,,,0.37513,1.6208,0.461035,0.34291,0.6650699999999999,0.466405,,0.6757949999999999,0.3515077999999999,,1.12147,2.6678499999999996,-0.05442,2.2501,1.7926266666666664,2.7913,
2,172,2,1,,0.47333,,,0.095812,,1.0345,1.5141,,,-0.36333,-0.46537,-0.230695,,,-0.047034,,,,,,-0.38374,,,,0.24886,,,,,0.33049,,-0.83268,,,-0.674535,-0.80207,-0.036831,-0.82248,-0.2409,,,,,0.11622,0.11622,-0.302115,0.19784,,,,-0.43476,0.20805,-0.42965499999999995,,,-0.057237,0.46313
3,91,2,1,-0.28552,-0.8339799999999999,,,,-0.4875899999999999,-0.39136,-0.66078,-0.13157,,-0.8845,0.29179000000000005,-0.51645,-0.64154,,-0.64154,,,,,,,-0.77625,-0.35288,-0.68965,-0.7345533333333334,,-0.8981333333333333,-0.68965,,,-0.8147399999999999,,-0.08825999999999995,0.1282299999999999,0.12823,,-0.035345,0.95574,-0.54532,0.6895133333333333,1.61005,,-0.29032949999999996,-0.57418,,0.28219,0.48425,1.3021,1.5331,,0.19879533333333332,0.054459999999999974,0.1282299999999999,0.18355725,-0.33363,0.1426619999999999,-0.2759
2,80,2,1,-0.51064,-0.42776,-0.6877150000000001,-0.5131533333333334,-0.6663666666666667,-0.33733,-0.33733,-0.4579,,,0.190125,,-0.0736059999999999,,,,0.04319,,,,0.39357,,0.016815999999999998,,,-0.7367,-0.7442300000000001,-0.77814,-0.7643266666666667,-0.3448699999999999,-0.8760950000000001,-0.79698,,-0.8271200000000001,,,,,2.3527,,,-0.26952,-0.13765499999999997,,,-0.46543,-0.17156,,,0.4312466666666667,0.019328333333333336,-0.216775,-0.028395,,,,,
0,613,1,1,-0.5483566666666667,-0.7489600000000001,-0.701445,,-0.0838,,-0.48765,0.39923,,-0.7054050000000001,-0.90733,,,0.1537599999999999,,,,,,-0.8519,,-0.8519,,-0.4243,,,-0.511405,,0.08249,-0.19466,-0.4243,-0.62226,,,,,0.99312,,,0.21711,,-0.4638899999999999,-0.3847,-0.4757675,,-0.18674049999999995,,,-0.02837,-0.159028,0.05609666666666668,1.27425,1.3415,1.3415,,0.14188049999999996,,1.4841
0,544,1,1,,,-1.1196,,,,,,,,,,,-0.076205,,,,,1.7171,1.1954,,,,0.42373,,,-0.88046,,,-0.42399,,-0.51094,-0.89133,,,,-0.32618,,,-0.68483,-0.7753966666666666,,-0.63049,,-0.7065649999999999,,,-0.70114,-0.79351,,,,0.222671,,-0.6957,,-0.8206850000000001,-1.1413
1,233,1,1,,0.030464999999999992,-0.12917,0.001812,0.33746,0.40295,-0.7104199999999999,,,,,,0.6076199999999999,0.3743000000000001,,,0.783625,-0.9642,,,-0.190575,-0.5248533333333333,-0.94782,-0.4539033333333333,-0.34202,-0.12644333333333335,,-0.50575,,0.6239899999999999,,,,-0.92327,-0.951925,,0.46026,,,0.1246099999999999,,,1.6719,-0.26834425,0.7017599999999999,1.0006,0.034558,0.5666800000000001,0.9309799999999999,0.74679,0.5666800000000001,0.542125,0.32109,-0.30928,1.0701625,0.3947699999999999,1.0715299999999999,0.43406320000000004
0,353,1,1,,,,-0.46753,,0.088266,,-0.96558,,-0.020005,,0.337292,,1.277445,0.76677,-1.0161,,,-0.53971,,-0.3231699999999999,,,-0.4555,,-0.62633,0.081048,,,,-0.012787,-0.39535,-0.247375,-0.72016,,,,,,,,,,0.8894799999999999,-0.17159,0.56466,-0.20046,,-0.417,1.7376,,-0.17159,,,,-0.51084,,
3,741,2,1,0.21095,,-0.006763200000000002,1.1684,0.040451,-0.18688000000000002,,,,-0.56285,,0.49949,,,0.47981499999999994,-0.36612,,-0.65466,-0.61532,-0.7267950000000001,-0.58908,-0.739907,-0.6710524999999999,-0.7005699999999999,,-0.06447066666666663,,,-1.0219,0.36177500000000007,0.0010999999999999899,0.079797,-0.65466,0.30276,0.21095,0.26341,-0.1333275,0.5126,-0.75958,-0.4185899999999999,-0.556295,-0.2349699999999999,-0.9432,-0.14972000000000002,,0.21095,-0.08633199999999996,-0.62843,,-0.13660499999999998,-0.34426666666666667,,-0.89074,-0.2087415,-0.7366275,-0.30054400000000003,-0.41858025,0.031706666666666695
0,5,2,1,-0.5374268,,,-0.6744100000000001,,-0.6744100000000001,,,,,-0.95398,,,,,,,,,,-0.60452,-0.67752,,1.6739,-0.48338,-0.7116899999999999,-0.087324,,-0.48493,,,,,,,,-1.0006,,,0.64887,-0.53463,1.03561,0.97503,1.040265,0.34949700000000006,0.57199,0.5774266666666666,0.14564500000000002,-0.03374000000000005,-0.4849266666666667,,,-0.5299699999999999,,0.48113,-0.45076333333333335,,-0.47405800000000003
0,352,1,1,-0.23849,,,,,,0.13274,,,-0.60245,0.15458,-0.9664,-0.32825666666666664,,-1.0392,-0.74803,-0.8244549999999999,,,-0.98096,,,,,,,-0.90089,,-0.919085,-0.90089,-0.8208200000000001,,,,-0.18026,-0.44231,,,-0.32584,-0.18754,-0.22393666666666664,-0.092912,,-0.28945,0.67867,,0.7441800000000001,-0.15599599999999997,0.39479,,-0.56605,-0.928175,-0.8753949999999999,-0.69707,,0.23174199999999998,-0.90089,-1.0319
1,53,1,1,0.03442750000000001,,-0.991115,,,-0.93986,-0.768935,0.43439000000000005,0.33525999999999995,-0.375795,-0.42479666666666666,0.41389,,-0.55698,-0.2834933333333333,,,-0.20145,-0.38605,-0.078384,1.4736,0.6258400000000001,,,,0.3250099999999999,-0.42708,-0.044198,1.7676,,,-0.150174,,-0.25615,0.30449,,,2.1027,-0.33136,1.0908,,,-0.096617,0.6919495000000001,,2.2941,2.2189,-0.003175,0.9061699999999999,0.058359,0.8463425,,1.1455,0.20706500000000005,0.18598333333333328,-0.55014,0.7024079999999999,-0.004897500000000013
3,86,2,1,0.36283666666666664,-0.263781,0.4456,1.73576,-0.13077,0.22391699999999998,0.15298,,0.1175099999999999,-0.4174799999999999,-0.29924999999999996,-0.18398,-0.30812,,-0.38792,,0.60964,,-0.432255,-0.614035,1.5895,-0.64507,-0.32585000000000003,-0.86675,-0.21501499999999996,,0.037704,0.343626,-0.22387749999999998,0.54313,,0.15002433333333334,,,,0.19287999999999994,,,,0.8712200000000001,,0.4722,,0.55865075,,0.06431,-0.4411199999999999,,0.5697399999999999,0.19731899999999997,1.1372,,0.0643059999999999,1.21703,0.33475999999999995,-0.11746999999999999,-0.086437,2.5826
0,215,1,1,-0.9794,,0.0071769999999999,-1.1738,,-0.9722,,0.48246,,,,-0.90739,,,,-0.7921699999999999,,,-0.5221199999999999,-0.187255,0.1368,,,-0.53292,-1.3683,,-1.0946,0.44646,,,-0.68415,,-0.9145925,,0.29523,-0.043232,,,0.18721,,,0.93615,,,0.21601499999999998,0.07199,-0.08644,1.8987333333333334,0.24482779999999998,1.6995,-0.018027500000000002,0.30243,-0.08644,,3.8527,0.6624950000000001,1.0729899999999999,
2,591,2,2,,,,,,,,,,,-1.0062,,,-0.97136,,-0.8901399999999999,,,,-0.92495,-0.77412,,,,,,,,,-0.19403,,,,-0.71612,,,,-0.71612,,,-0.034509999999999985,1.000945,1.001,-0.80893,,,-0.85534,,,,,0.21203,-0.501485,,-0.11282,0.3241803333333333,0.14242049999999995,
1,1034,2,1,-0.52225,-0.54167,,,,,,,,,,,-0.74554,,,-0.56108,-0.44458,,-0.8911600000000001,,,-0.3644925,-0.11773733333333329,-0.40575,-0.55137,-0.61933,,-0.49554999999999993,-0.66787,,-0.47371,,-0.52225,,-0.15333,,0.468005,0.33208,-0.68729,,,,0.18646,-0.243135,-0.25527,0.29324799999999995,,0.6815733333333333,-0.43163999999999997,0.30783000000000005,0.5068133333333334,-0.56108,,0.7155725,0.30780500000000005,0.27383,2.2155,1.07474
0,407,1,1,-0.57643,,,,-0.40053,,,,,,,,,,,,,,,,,,,,,,,0.007214,,,,,,,,,-0.072738,,,,,,,,,,,,0.92665,,,1.562255,,,,1.6462,,
2,119,1,1,,,,,,,,-0.81081,-0.777285,,,,,,,,,-0.9197700000000001,-0.72281,-1.05385,-0.97844,-1.0455,-0.8778600000000001,,,,,,,-0.9952,,,-0.54261,,,,,,,,0.10275,,,,0.29551175,-0.12689940000000002,0.3499935,-0.83177,-0.237534,-0.64878,0.98278,1.1253,0.62238,1.2929,1.06658,0.7285466666666668,0.7732600000000001,1.4437
1,189,2,1,,0.2067833333333334,-0.48234,-0.8528899999999999,-0.743545,-0.800245,-0.09356375000000001,-0.48976533333333333,,0.45787,-0.18468699999999996,-0.14621275,,-0.2332813333333333,,0.19194000000000003,-0.071292,-0.7435499999999999,,-0.40337,,0.066398,-0.43172000000000005,-0.1765865,-0.67065,,,,,-0.50056,,,-0.901485,,-0.99463,,,-0.16849,-1.0594,0.67386,-0.476265,-0.3628733333333334,-0.083445,-0.72735,-0.5390375000000001,-0.5653600000000001,-0.468165,0.39038,,-0.18468666666666667,-0.20898,-0.31225250000000004,-0.310225,-0.500565,-0.3183255,-0.24948,0.5321075,0.29805000000000004
1,137,1,1,,,,,,,0.46735,,-0.42725,-0.48035,-0.5212,0.46735,,-0.74179,,-0.24751149999999997,,-0.33533999999999997,,-0.22709,,,,,,,,-0.83983,-0.60699,-0.615155,,,,,-1.003205,,-0.37620000000000003,-0.32104,,0.45918499999999995,0.30068759999999994,-0.21075,0.034348,,,0.009838,0.18141,-0.15968750000000004,1.1046,-0.43542050000000004,,,1.2517,1.051485,0.21953333333333336,0.47552,0.95754,-0.415
0,190,1,2,,,,,,,,,,,,,,-0.336795,,,-0.02616,-0.09519,-0.18148,,,-0.44897,-0.6452775,-0.54389,,,,-0.46623,-0.47486,,,,1.8635,,3.9258,,,,,,0.10327,-0.824325,-0.750995,-0.12971000000000002,,,-0.8286399999999999,,0.09464349999999995,,,,,-0.94081,-0.4345893333333333,-0.254824,-0.66038,-0.6258600000000001
0,99,2,1,-0.65891,,,,-0.41905,-0.30739,,,-0.9814750000000001,0.73064,-1.0228,-1.1593,,-1.02283,,,,0.796795,,-0.005492,-0.07166,,0.35017,0.0069145000000000005,0.55695,1.02012,,,-0.64237,-0.3115199999999999,-0.220545,-0.766435,-0.5513899999999999,-0.6072175,,-0.46041,-0.8326100000000001,-0.534845,-0.58861,,-0.70854,,-0.2288099999999999,,,,,,-0.23294949999999998,0.21783,0.602435,1.5247,1.351,0.399815,0.46182650000000003,0.56522,1.2848,
1,84,1,1,-0.41585,-0.182626,-0.9735849999999999,-0.42939000000000005,-0.6761199999999999,-1.0795000000000001,,,,-0.35839249999999995,-0.469935,,,1.1018,,0.1351,,-0.5476775,-0.6220399999999999,,-0.1674125,,,-0.6288,-0.976945,,-0.24009,,-0.98709,-0.33135000000000003,,-0.60852,,,,,-0.5544399999999999,-0.90596,,,0.0066599999999999,0.36495,,0.1080599999999999,,,0.25679,,-1.0377999999999998,-1.0885,,,,3.8892666666666664,-0.5895859999999999,0.500155,0.048567999999999986,0.8787299999999999
2,711,2,1,,-0.99508,-1.0017,,,,-0.97513,-1.0682,,0.78022,-0.4831,-0.80225,,,-1.4007,,1.2058,,0.48766,,,,,0.235,-0.69587,-0.7490600000000001,-0.32352,-0.70916,-0.36341749999999995,,,,0.1419099999999999,-0.32352,0.36798,,0.8267599999999999,,1.298855,-1.3209,,1.10605,,,,4.6366,,0.30813500000000005,-0.4565045,,1.0595,1.9371,0.820125,,0.6206400000000001,0.54085,-0.074185,-0.19054
2,603,2,1,,,-1.1273,-0.088113,,,,-0.405256,,,-1.0665499999999999,,,,-1.0463,,-0.78988,-0.9315800000000001,,-1.1543,-0.39851,,,,-0.627935,-0.870865,-0.9315849999999999,-0.53347,-0.6009399999999999,,,-0.83037,,,,,,-0.034131,0.20879,-0.29393,,0.42469999999999997,,,0.69463,-0.96532,1.9362,1.6798333333333335,,3.5422,3.3263,2.2871,,1.2006999999999999,0.019850000000000007,0.6541399999999999,0.96454,0.235775
1,98,1,1,0.11502,,-0.89313,-0.0695669999999999,,-1.0067,-0.8576299999999999,0.2428199999999999,,,,,,-0.541695,,-0.50265,-0.11217,,,,-0.772435,-0.01277,0.10437350000000001,-0.5310449999999999,,0.66523,0.5374350000000001,-0.68724,-0.017493333333333323,,,-1.0493,,1.42846,0.21441749999999996,0.8463133333333334,-0.016319999999999946,0.019180000000000003,1.393,,0.97409,,,-0.374853,0.16236000000000003,0.10082,0.03456166666666668,3.7004,-0.93573,3.5229,-0.62334,,1.2119325,-0.3937866666666667,0.9971525000000001,0.3878628571428572,0.7054900000000001,1.31841
0,158,2,1,-0.8158333333333333,-1.4068,,,-0.83093,-0.83093,-0.70798,-0.70798,,-0.5931225,-0.56562,,,,,,,-0.64974,,-0.94741,-0.9635825,-0.9625066666666666,,-0.20324,0.3985599999999999,,,-0.81799,-1.2192,,,,,,-0.5332600000000001,-0.17736,0.40503,1.4533,1.1233,0.47944500000000007,,-0.34884,,0.081481,-0.0026420000000000003,0.5215075,0.18502,,,,-0.028526,,-0.32942999999999995,,-0.61739,-0.71445,,
2,566,1,1,,,-0.42295,,0.22601,-0.7723899999999999,-0.2482285,-0.39799,,,,,,,,,,,-0.023587,,,,,,,,,,,,,-1.0594,,,,,,,-0.48535,0.11369,0.53177,-0.8971899999999999,0.35497,0.51305,-0.4728699999999999,-0.7536700000000001,-1.0345,0.91241,-0.72247,-0.29815,,-1.0345,0.396561,1.3243,0.6035225,-0.9803700000000001,0.02008749999999998,-0.6257475
1,843,2,1,,-0.22994425,,-0.4652066666666666,,,,,,,,,,,,-0.21403,,,,,,-0.64916,-0.097283,,-0.2883199999999999,-0.97817,-0.2883199999999999,,-0.30954,,,,,,,-0.6916100000000001,,,,,,,,,,,,,,,-0.63855,,-0.45459,-0.681,-0.569565,-0.58548,,
2,770,2,1,-0.53556,-0.67319,-0.20294,-0.1341233333333333,-0.46674,0.42788,0.187025,0.5150458,-0.3979270000000001,-0.39793,,-0.6502533333333333,-0.34058,-1.0288,,,-0.007963333333333322,-0.065309,-0.1685299999999999,,,0.17552999999999996,0.014975000000000016,,,-0.10544999999999999,,,0.37053,,,,,-0.39793,-0.3291105,-0.475345,,-0.75348,,-0.04237,-0.54703,-0.59291,,0.21569499999999997,-0.52409,-0.43233,,,,0.59992,1.0071,1.139,2.3892,1.01854,0.44316666666666665,1.22499,0.261575,-0.0681725
1,843,2,2,-0.44751499999999994,,,-0.22464,,,,,,,,,,-1.1957,,,,,,,,,,,,,,,,,,-0.91449,,,,,,-1.1374,,,,,-1.4876,-1.4309666666666665,,-1.5725,-1.4876,,,,-1.3389999999999997,,-1.2859500000000001,-1.477,,,,
0,89,2,1,-0.8859033333333333,,-0.24953733333333336,0.21408000000000005,,-0.1851938333333333,0.8398700000000001,0.578095,0.15238,-0.45402000000000003,-0.27598,-0.016848,-0.053867,0.14709033333333332,-0.025440750000000005,-0.3235699999999999,,-0.402895,-0.33415,-0.36852500000000005,0.31103,,-0.27598,,,0.099497,,,-0.43992,0.041324,-0.16492,0.04926,,,,,-0.38175,,,0.25284333333333336,0.09068400000000003,,0.7129166666666666,,,-0.5192399999999999,-0.2565863333333333,-0.08912366666666667,0.8557400000000001,0.12241133333333333,,0.062477,,1.4057,2.4634,2.8442,0.390355,0.6389100000000001
0,190,1,1,-0.37131,,-0.12971,,,,,,,,,,,,-0.28502,-0.5352600000000001,,,,-0.2505049999999999,,,,,-0.16422,,,,-0.23325,,0.1895599999999999,-0.12971,-0.09519,0.2603148,,,1.3458,,,,0.73318,0.66414,,,,,,,-0.0693039999999999,,1.294,-0.060675,0.22408,1.1157133333333333,0.8065100000000001,-0.043418,0.3103599999999999,
3,27,2,1,-2.7219,,,,,,,,,,-0.018791,,,,,,-1.5956050000000002,-0.032443,,-0.3942199999999999,-0.431765,,,,,0.93684,,,0.65015,,0.58872,,-0.13483,,,-2.7219,,,0.06312,,,0.28837666666666667,,0.3225099999999999,0.34299,,,-0.08363999999999995,0.7457199999999999,0.5136350000000001,,,0.22694499999999998,-0.28500000000000003,-0.49205999999999994,,,-0.5341525
3,823,2,1,,-0.34395,,,,,,,,,,-0.38675,-0.53656,,,,-0.36963,-0.27974,,,,-0.35036999999999996,-0.35679,0.50355,-0.27546333333333334,-0.55796,,-0.465935,-0.33111,-0.331105,,-0.53656,,-0.33111,,-0.2669,,,,0.21463,,,1.21625,,-0.24122,,,,0.0027559999999999,-0.49804,-0.5173,0.0027549999999999936,0.3623,,-0.08713000000000001,0.19965166666666667,0.3623,0.022019999999999998
2,555,1,1,,,,,,,,,,,,,,,-0.68785,,,,,,0.0001699999999999,0.080439,0.068972,1.3303,,,,-0.183302,,-0.34384,,-0.48145,,,,,,,,,0.20658,,0.6538,,,,,,,,,,0.5161899999999999,,-0.99746,1.3877,0.8754796666666667,0.13204000000000005
2,230,2,1,,-0.57233,,,,-0.1135,,,-0.56257,,,,,,,,,,-0.21113,-0.53328,-0.49423,,,,-0.73829,-0.4161399999999999,-0.26482000000000006,,-0.6797150000000001,-0.635785,-0.07933699999999999,,,,,,,,,1.0092,0.32092,0.05245450000000006,0.55033,,0.74232,,,,8.204,12.0991,,,2.6687,0.6381899999999999,0.9538366666666667,0.20864999999999978,3.076804,2.2099
2,181,2,1,-0.39916,-0.03984575000000001,-0.52372,-0.07817300000000005,,-0.5189275,-0.322505,,,-0.18836,-0.988435,-0.5860077499999999,-0.85908,-0.28897049999999996,,,,,,,-0.2362699999999999,,-0.19794499999999998,-0.88781,-0.035055,0.2140699999999999,-0.42311,0.0607625,-0.308135,,-0.22477,-0.5620462500000001,,,,,,,,,,-1.1082,,,,,,0.19011600000000006,,1.004575,4.0659,2.278925,0.31947,1.680085,0.96144,0.5225972000000001,0.4600066666666667,1.086
