fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g60,chr7-g61,chr7-g62,chr7-g63,chr7-g64,chr7-g65,chr7-g66,chr7-g67,chr7-g68,chr7-g69,chr7-g70,chr7-g71,chr7-g72,chr7-g73,chr7-g74,chr7-g75,chr7-g76,chr7-g77,chr7-g78,chr7-g79,chr7-g80,chr7-g81,chr7-g82,chr7-g83,chr7-g84,chr7-g85,chr7-g86,chr7-g87,chr7-g88,chr7-g89,chr7-g90,chr7-g91,chr7-g92,chr7-g93,chr7-g94,chr7-g95,chr7-g96,chr7-g97,chr7-g98,chr7-g99,chr7-g100,chr7-g116,chr7-g117,chr7-g118,chr7-g119
2,1229,1,1,,0.063597,,,,3.0216,,,,,,,,,,,,,,,,-0.35356,,,,4.2406,,,5.5679,,6.4889,3.1516,,,,,1.846,,,2.1006,,,,,
2,230,2,2,,2.10308,4.028975,3.52134,1.7148325,1.91845,,,,,,,,,,,,,4.196,,2.4923,3.1730733333333334,,2.5529,,,6.855,3.4529,5.432833333333334,4.99175,5.8191500000000005,5.8428,6.1573,,0.7529345,,0.8972700000000001,,,1.5335,,,,,
2,43,2,1,1.3724885,0.42177333333333333,0.584205,0.49439,0.8639600000000001,,1.2374825,0.8400000000000001,1.5217775,0.7996266666666667,0.37788,1.35367,1.713743,0.45778,,,1.4235,,,,,3.02975,,,,4.3642,4.860233333333333,6.430733333333333,5.993,7.4773,5.554866666666666,3.7213000000000003,1.5788,,,,2.2415,-0.38371,,1.950195,,,,-0.26355,-0.17374
3,823,2,1,1.1213,4.104666666666666,0.86913,,,,,6.83975,,4.8515,2.58465,7.2738,8.613949999999999,,,,,,,0.65212,,0.20051,,,,4.3031,2.5231,7.056749999999999,7.2034,5.4087,4.635342857142858,5.9776,4.0734,,,,1.5788,0.288485,,1.65505,,,,,
0,89,2,1,2.95745,2.0619300000000003,,1.38371,2.4921333333333333,1.46637,2.1055,2.5223666666666666,3.90185,2.8059000000000003,4.128269333333333,5.0213,7.2405,4.0992,,,0.8192799999999999,0.14196,,7.7489,0.94818,,0.86195,-0.010034500000000002,4.274345,6.758133333333333,8.35515,7.3934,7.7418,,4.12055,,2.6397,3.1001,2.320866666666667,2.6397,0.75971,,,4.1383,1.8539,,,,
1,208,2,1,3.5299666666666667,4.654466666666667,3.8393333333333337,2.5535493333333332,2.3931,5.058925,5.5716,6.1055,6.2255,7.45805,7.2383,7.423900000000001,,4.0317,,,,3.8343,0.1759099999999999,1.3010899999999999,0.485555,0.3670183333333333,0.21961,,,3.1337,,6.5359,6.5412,8.44195,5.0894,4.56285,7.3307,3.7032,,,-0.26858,,-0.26858,,,,,,
2,181,2,1,7.6963,4.947925,4.035525,5.3428,5.69675,5.4372,3.1436499999999996,4.704066666666667,8.6092,,2.85745,5.776428571428572,3.263055,,,,,,,,,,0.9878399999999999,0.3058099999999999,-0.10411,8.350825,6.182425,5.2713,3.75738,8.62294625,8.8296,2.507,,1.8869,,,,,,,,,5.926366666666667,,
0,164,1,1,4.0999,5.9874,,1.3763,3.8557,7.134,7.71655,7.0719,6.6476,7.314,,,,7.4154,,,,,,,,,,,6.4758,5.559,6.9208,6.333,8.146,1.5233,,,,,,,,,,0.37878,1.11039,,,,
0,158,2,1,,,1.20759,,,1.46979,2.8361,,,3.1167,6.1115,4.8241,7.7769,5.684100000000001,,,,5.2983,6.0531500000000005,6.5397,5.2717,0.1301,2.6865416,3.975525,3.0163,9.4525,6.1361,7.7052,7.2627500000000005,6.084899999999999,6.079433333333334,7.271633333333334,3.3052,1.595735,3.3782666666666668,2.409985,,0.59919,1.471845,3.5100499999999997,3.9894,,1.47285,,
1,843,2,1,6.2442,,6.7947,7.033099999999999,5.4897,5.0992,,2.0712,,,8.4156,,8.4529,8.4156,,,,7.5521,,1.9456,,,0.9938,1.9456,,9.022,2.1673,,,8.3155,3.651905,7.0714,5.7271,,5.9008,1.0154,1.0703999999999998,,,3.2888,,,8.7688,,
1,98,1,1,5.4923,,,2.569165,5.881,5.3247,5.2836,6.690175,6.215466666666667,8.204699999999999,5.454825,7.020583333333334,,,,,0.43975,,,2.1589,,,,,2.2699499999999997,6.183966666666667,,8.1821,6.185,5.7689075,7.21765,4.671833333333333,8.2047,,3.14805,3.57885,0.23206,1.4508066666666668,1.0382,3.8503,4.9638,0.70503,2.273376666666666,,
1,84,1,1,0.65886,,,3.0148449999999998,,2.317,9.5515,10.2666,2.6601,4.9093,9.2637,,9.8515,10.2688,,,,,10.1094,,0.1585599999999999,0.14084,0.0013779999999999,0.208365,0.14859499999999998,1.7745835,1.76905,,11.1919,8.98925,3.853337,9.8415,,,,,,,,-0.22,,,,,6.284
2,566,1,1,1.0832810000000002,,,,,,4.4714,4.589666666666667,2.5341,3.7154,2.5001499999999997,,,,,,,,,,,,0.87649,,,,,6.9203,0.35224,7.1026,6.5444,9.6928,7.2764,,,,,,,,,,,,
1,339,2,1,,0.35599,4.9015,1.6575425,4.5711,5.7124,3.3045,,8.2955,7.5471,6.08915,-0.031979,,2.6337,,,,,,,0.073148,-0.15045699999999998,-0.09288533333333333,,0.8528500000000001,,9.059,8.864566666666667,7.5897,8.6301,8.731066666666665,,5.76,,0.14824,0.023085,,0.2033,,0.6087899999999999,,,,,0.18328
2,172,2,2,7.3751,6.6538,,5.52925,7.5135,5.5166,,,,,,,,,,,,,,,,,3.6671,4.0006,,5.5017,,,8.19955,6.370900000000001,7.9485,,7.713,,,2.5821,0.81792,0.762885,1.2916265,0.27973,,,,,
1,843,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1754,,,,,,,,,2.9287,,,,,,,
3,718,2,1,,,,,,,,,,,,,,,,,,,,,0.39413,-0.22764,,,,,,9.2371,6.15325,,,,,,,,,1.7937,,,,9.0346,,3.665,1.3399
3,27,2,1,,,2.7865,,,,,,,,,,,,,,,,,,1.406,-0.0971,0.32026,0.65445,,7.9290666666666665,,7.96265,8.8163,,9.56935,8.2472,,,,,,,,,,,,,
