fov,cellID,rep,dbscan_ldp_nbr_allele,chr1-g377,chr1-g378,chr1-g379,chr1-g380,chr1-g381,chr1-g382,chr1-g383,chr1-g384,chr1-g385,chr1-g386,chr1-g387,chr1-g388,chr1-g389,chr1-g390,chr1-g391,chr1-g392,chr1-g393,chr1-g394,chr1-g395,chr1-g396,chr1-g397,chr1-g398,chr1-g399,chr1-g400,chr1-g401,chr1-g402,chr1-g403,chr1-g404,chr1-g405,chr1-g406,chr1-g407,chr1-g408,chr1-g409,chr1-g410,chr1-g411,chr1-g412,chr1-g413,chr1-g414,chr1-g415,chr1-g416,chr1-g417,chr1-g418,chr1-g419,chr1-g420,chr1-g421,chr1-g422,chr1-g423,chr1-g424,chr1-g428,chr1-g429,chr1-g430,chr1-g431,chr1-g432,chr1-g433,chr1-g434,chr1-g435,chr1-g436,chr1-g437,chr1-g438,chr1-g439,chr1-g440,chr1-g441,chr1-g442,chr1-g443,chr1-g444,chr1-g445,chr1-g446,chr1-g447,chr1-g448,chr1-g449,chr1-g450,chr1-g451,chr1-g452,chr1-g453,chr1-g454,chr1-g455,chr1-g456,chr1-g457
1,820,1,1,,,-0.5131,0.62988,,0.40519,,,,,,,-0.73779,-0.636192,-0.5766,-0.517985,-0.62056,,-0.6303300000000001,-0.674295,-0.46426,-0.4544899999999999,,-0.40564,,,,-0.3861,,,,-0.107685,,-0.220025,-0.49356,,-0.24934,,,,,,,1.0988,,2.2711,,,0.49312,,,,,,,,,,,,,-0.19072,,,,,,,,,,,,,,-0.18095,,
1,208,2,2,,,-0.588105,,,,-0.53572,-0.24761,-0.3785699999999999,,-0.656208,,,-0.42223,,-0.63176,,-0.46588,-0.16903149999999995,-0.40912499999999996,-0.5968399999999999,,-0.10792,,-0.80638,-0.701605,,-0.8936850000000001,,,,,-0.3174599999999999,,,-0.4629666666666666,-0.3873,-0.54446,-0.46588,-0.58811,-0.33492,-0.21705199999999997,,,,,,,,0.2151199999999999,-0.461515,-0.54446,-0.5051699999999999,,,,,,,-0.6252125,-0.5139,-0.52699,-0.7016100000000001,,,,,,,,-0.5750099999999999,,-0.67542,,,,,
1,53,1,1,1.4053,,,1.2428875000000001,0.7215600000000001,0.7215600000000001,,0.5642995000000001,0.26347,,,,,0.48226,0.42756,0.18143,0.010494999999999963,,,,1.029215,,1.2822,1.0908,1.6993,0.33184,,0.8879266666666666,0.66686,,,0.53012,0.46517,0.2429599999999999,0.66686,,,0.69762,1.2549,0.42756,,,,-0.56382,0.03101,,-0.4088433333333333,-0.30059025,,,0.66003,,,1.7061,0.304495,-0.023687,1.1933,-0.80996,,,-0.9467,,,,-0.098895,1.17965,0.8924900000000001,,,0.98821,,,,,,0.8651399999999999,,
1,94,1,2,,-0.66095,,,,,-0.80442,-0.51748,,-0.68247,-0.653775,-0.8976700000000001,,,,,,,-0.47443499999999994,,,0.70919,,,-0.5103,,,,,,,0.14249,,,-0.24488,0.7450600000000001,,,,,,,,-1.105715,,,,-0.76855,,-0.70399,,,,-0.63225,,,,,-0.036851,-0.4027,,,0.02771,,,-0.58204,-0.6896399999999999,,,,,,,,,,-0.65377,
2,172,2,1,-0.09805,,,,,,0.34835,-0.307215,0.2760666666666666,,,-0.047034,-0.16607166666666665,-0.43986000000000003,-0.5163800000000001,,-0.22049,-0.14907,,,0.18764,-0.057236999999999996,,-0.62862,,0.40701,0.029490000000000016,-0.200082,0.4937399999999999,,0.45293,0.11622,0.264165,0.10601,,,,0.003982,-0.78167,-0.60821,,-0.9041125,0.080507,0.12642,-1.0265,,,,2.2691,,,,1.7895,,-0.7918700000000001,-0.83268,-0.6235200000000001,-0.3327199999999999,-0.62862,-0.45516,,,,,-0.86329,-0.5725,,,-0.58781,-0.649025,,,,-0.5674,-0.5572,-0.5980133333333334,-0.61842,
0,26,1,1,,,,-0.38949,-0.32226366666666667,-0.86401,-0.93222,-0.9094866666666667,-0.6742,,,,-0.4725505,,,-0.71572,,,0.0790985,0.37567,,0.357875,,,,,0.77308,,1.1764,,0.6742266666666666,0.5120853333333334,1.1112,0.74046,0.74936,,,,-0.1107099999999999,-0.40135,,,,,,,,,,,-0.12257,,,0.25408,,,,,,,0.29856,0.5714100000000001,,0.04351,0.4943000000000001,1.4433,-0.2352699999999999,-0.2352699999999999,,,0.1918,,,,,,,
0,215,1,1,-0.46091,,-0.8209700000000001,-0.7465633333333334,-0.64094,-0.118845,-0.34569,,-0.29528,,,-0.5185199999999999,-0.4321,,-0.219665,,,-0.19446,,,-0.31688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78497,,,,0.06478500000000005,,,-0.036031,,-0.59053,,,0.77052,,,,0.26642,,-1.217,-1.217,,-0.7729633333333332,,-1.2603,,-0.6673733333333333
3,455,2,1,,,,,,,0.10080366666666667,0.086253,0.2827,0.064426,-0.011969,,,-0.04471,,,0.3372699999999999,,0.2827,,-0.04471,,,,,,,,-0.2739,-0.2739,-1.1142,-0.92871,,,-0.97237,-0.546735,,,,,,,,,,,,,,,,,,,,,,1.5705,,1.2977,,,1.4614,1.4068,,1.385,0.61011,0.90478,1.3158533333333333,,,,,,,,,
2,516,2,1,,-0.978305,-0.8613233333333333,-0.49777,,-0.654355,-1.1025,,-0.80013,-1.24825,-1.4156000000000002,-1.3138285714285713,-1.097105,,-0.9675100000000001,-0.81093,-1.26445,-1.31305,-1.1889,-1.2051,-1.28605,-0.9764866666666667,0.020553,-1.048505,-0.087431,-0.9945,-0.35199499999999995,,-0.6057680000000001,-0.67056,-0.9945,-0.73534,-0.76773,-0.5409665,,-0.17022666666666667,,,,-0.90811,-1.5506,-1.1457,-1.1025,-1.0431,-1.0701,,,,,,-0.87572,,,,,-1.0539100000000001,,-1.1133,-0.9351050000000001,-1.1241,-0.9999049999999999,-1.0161,-1.1673,-0.9999,,,-0.9891099999999999,-1.1241,-1.2699,-1.0377,-0.9945,-0.918912,-0.7317366666666666,-0.80013,,-1.2536699999999998,,-1.3616
0,352,1,1,0.97711,,-0.07834999999999996,0.1291,,0.71506,-0.0274,0.624072,,,,,,,,,,0.653187,,-0.21666,-0.005563,,,0.16913,0.5913229999999999,0.08906366666666664,,,,-0.24577,,,-0.56605,,-0.39863,-0.56605,,,,-0.39863499999999996,,,,,,,,-0.158425,1.1154,,0.89704,-0.602445,-0.5223800000000001,-0.86449,-0.89361,,,0.22737,-0.453225,0.074507,-0.2020965,0.016274999999999984,,,,,,,,,0.94072,,0.11089999999999996,0.30744,1.1373,,,0.68595
2,1001,1,3,,,,,,,,,,-1.0531,-1.1554,,,,-1.0093,-1.0166149999999998,-0.19122,-1.0385,,-0.4395699999999999,-0.6733100000000001,-0.27887,-0.7560933333333333,-0.83401,-0.0597419999999999,0.21783,,,,0.74374,-0.1766105,,0.3347,0.04252,,,,,,,,-0.9947,,,-1.0531,,,-1.1408,,-0.34461150000000007,0.30548,-0.819395,-0.90705,-0.71714,-0.20583,,,,-0.6440899999999999,-0.8048000000000001,-1.1262,,,-0.0012999999999999678,1.0944,-0.28617999999999993,,-1.0677,-0.39574,,,,,,,,,
2,210,2,1,0.10552000000000003,-0.5759671428571428,-0.39500925,-0.36984,-0.09580250000000003,-0.5338866666666666,-0.3726375,-0.45037399999999994,-0.599135,0.055186666666666696,-0.540415,-0.621505,-0.49288,-0.27756425,-0.5667,-0.1797,-0.2523975,-0.03428999999999999,,,,-0.25053666666666663,-0.9477233333333333,0.46903,,0.7106399999999999,-0.6084673333333334,-0.5152466666666666,-0.73896,-0.507791,-0.29155,-1.03536,-0.8731700000000001,0.23414666666666661,-0.2691765,0.50259,0.31803,1.0395,0.7262850000000001,0.765435,1.8895333333333333,0.14839666666666665,0.586465,-0.011922,0.03841049999999995,,1.967835,1.75157,-0.5040600000000001,,0.70392,,,-1.0745,-0.99621,,-1.2423,-0.224439,-0.29155,-0.40899199999999997,-0.19647575,,-0.31392,-0.023105,,0.055188,-0.94028,-0.2999355,-1.0185733333333333,,1.6211,0.463465,-0.7725,,2.2922,,-0.5236375,-0.46491499999999997
2,566,1,2,,,,,,-0.18583,-0.56023,,,,-0.78487,,,,,,,,,,,,1.2993,,0.12617,,-0.073507,,0.22601,,,-0.24823,,0.1012115,,0.0762515,0.86249,0.8375299999999999,,,,,1.6737,,,,,,,,,,,1.5115,-0.073507,,,0.15113,-0.37927,-0.61015,,,-0.23575,,,0.46313,,,,-0.72247,,,,,,,,
0,89,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0322,-1.1115,,,,,,,-1.0534,,,,,,,,,,,,,,,,,,,-0.48751,,,,,-0.8947200000000001,,,,-1.0190000000000001,-0.42405,,,,,,,,
3,353,2,1,,-0.8361200000000001,-1.1164,-1.2365,-1.1164,-0.5959,-1.2231,-0.63594,-1.1831,-1.16174,-0.92953,-0.6559600000000001,-0.5603166666666667,-1.1831,,-0.66263,-0.6893199999999999,-0.9606666666666667,,-0.8227700000000001,,-1.063,0.05134,-0.19555,1.41922,-0.0020449999999999913,,0.9654800000000001,1.1823475,0.5251104999999999,-0.16218500000000002,0.13808,-0.01538500000000001,0.792,-1.103,,-0.1822,-0.7426933333333333,,-1.3699,,-0.155512,0.33826,-1.023,,-0.75605,,,-1.1297,,-0.79608,-1.06299,-0.36904,,,-0.91619,-0.55587,-1.3165,-1.1564,,-0.5425233333333334,,,,-1.3966,-1.3699,-1.26315,-1.1564,-1.4233500000000001,-0.01540999999999998,1.35915,,,,,,,
0,620,2,1,,,,,0.7075899999999999,,,0.36178,0.33355,,,,0.058313,,-0.21693,,0.12889,0.13594,-0.040495,,,,,,,,,,-0.2098699999999999,-0.1251799999999999,,0.17829,1.0675,,,,,,,,-0.78857,-0.90855,,,,,,,1.2087,-0.15341,,,,0.6793555,,0.64408,,,,,,,,0.143,0.71465,,,,0.0512549999999999,1.0463,,,,0.5311600000000001,,,,
2,1001,1,1,,,-0.8340050000000001,-1.2065000000000001,,-1.0385,,-1.0824,,-1.2138,,,,,,,,,,,,,,-0.5491349999999999,,0.071737,-0.001307,,,-0.16200333333333336,0.26165,,2.3872,,-0.11818,,-1.097,,,,,-0.9581600000000001,,,,,,,,-0.4834,,,-1.0531,,,,,,,,,,,,,,,,,,,,,,,,,-0.14739599999999994
1,877,1,1,-0.16034,-0.38715,,-0.15689933333333334,,-0.61397,,,,,,-0.73081,-0.20158,,,-0.5418,,-0.77892,-0.68614,,,,,,,,,,,,,,,,,,,,,,,,0.3036,,,1.3758,,,,-0.71707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,189,2,1,-0.11179,,-0.34262499999999996,-0.7840449999999999,-0.848842,-0.91769,-0.3851475,-0.7313999999999999,-0.5861857142857143,-0.5588792,-0.24678166666666668,0.09879850000000001,-0.6625416666666667,0.40658,0.38767666666666667,0.12310333333333334,,-0.8245399999999999,-0.33857,0.390378,,,0.8601449999999999,0.92494,0.84664,0.5766600000000001,0.81155,0.5118699999999999,,-0.7192449999999999,-0.5383600000000001,0.09879333333333336,0.12309666666666663,0.27050599999999997,0.13929,0.07045000000000001,0.8682349999999999,0.734605,0.76295,0.21219,,,-0.35477,,,0.20409,,1.72275,,0.5577599999999999,1.6458,,,,,,-0.1360905,0.27698,-0.17659,0.216235,0.4470699999999999,-0.97843,-0.35477,0.4632699999999999,0.66981,0.87634,-0.80834,-0.6645775,0.20813500000000001,-0.5977574999999999,-0.502184,,-0.014596499999999946,,,-0.16039,-0.45197,
2,117,1,1,-0.38233000000000006,,0.11152499999999999,-0.28495,,0.05414500000000005,0.1428275,-0.22235,0.4141,,0.33585000000000004,,-0.3397245,-0.24322,-0.488405,,-0.5875199999999999,,-0.4518899999999999,-0.72838,,,,-0.91097,-0.6397033333333333,-0.3892866666666666,-1.0466,-0.9318200000000001,,-0.93183,-1.01878,-1.015285,-0.9005299999999999,,-0.681425,-0.9527,,-0.665775,,-0.13366500000000003,0.19151666666666664,-0.67621,,-0.175395,-0.18061,,,,,0.0071909999999999,,,-0.77533,-0.8588,-0.69186,0.377585,,0.74798,-0.23278,-0.13888,,,,-0.35798,0.017625000000000002,-0.75446,-0.54579,,-0.44145,,,-0.37885,,0.2889,,0.059359,,-0.384065
2,566,1,1,-0.70999,,-0.51655,0.28841,0.56297,0.8250449999999999,-0.16087,1.7652333333333334,,2.0314366666666666,1.3617,0.7430389999999999,1.5457775,,,-0.073507,0.59417,0.18857150000000003,0.709604,0.32585,0.87497,0.87497,,,0.026333,0.40073,,0.45689,0.974805,2.2353,1.1245850000000002,0.11785000000000001,0.75017,2.3289,0.59417,,,0.818835,,,-0.1608685,-0.27942849999999997,-0.52279,,,,,1.9982,,0.843755,0.6753,,,,4.2071000000000005,-0.88471,,,,,-0.37303,,,,,-0.36055,,-0.56023,,,,-0.39799,,,-0.44791000000000003,,,
0,884,1,1,-0.7218899999999999,-0.79578,,,-0.822165,,-0.34192,-0.679675,-0.136104,-0.0147229999999999,-0.743005,,,,,,,,,,,-0.1836,,,0.048606,,,,,,,,-0.078052,,-0.13083,,,,,,,,,,,,,,0.05916,,0.027496,-0.743,,1.0935,0.05916,,-0.2152599999999999,,,,,,,-0.33137,,,,-0.46858,,,,,,,,,,
0,190,1,1,,0.042871,,,,,-0.5482,-0.4576,-0.45328499999999994,,0.042871,,,,,,,-0.63881,-0.4403399999999999,-0.198735,,,,,-0.13833500000000004,0.25859,,0.57786,0.051499,,0.4225399999999999,,0.12053,0.59942875,,0.13347399999999998,,,,,,,,,,,,,,0.24996,,0.03424500000000001,-0.36268,,-0.37994,,0.6037399999999999,-0.060675,-0.32816499999999993,,,,,,,,,,-0.37994,-0.56977,,-0.25051,,,-0.16422,,,
2,591,2,1,,0.0206005,-0.19403,0.026404,,,-0.3100502,-0.08188333333333332,0.11921499999999996,-0.04901,-0.14376,-0.20563499999999996,-0.29845,-0.32165,-0.56529,,-0.078015,-0.1273235,-0.3622625,-0.49568,-0.21724,-0.08961850000000005,-0.066413,-0.25204366666666667,,-0.12442,0.15402049999999995,-0.259778,-0.51888,-0.11282,,-0.7702566666666667,-0.73932,-0.78573,-0.74512,-0.33326,,,,0.0380029999999999,-0.8321299999999999,-0.73932,,-0.44927,-0.76252,-0.2520450000000001,-0.27525,-0.47827849999999994,,,,,-0.5861791999999999,,,-0.6465,-0.85534,,-0.8437399999999999,-0.066413,,-0.8321299999999999,-0.510185,-1.1222,-1.2034,,,-0.95975,,-0.76252,-0.36806,-0.6813100000000001,-1.029385,-0.94815,-0.7973300000000001,0.95455,-0.41447,-0.060614999999999974
1,144,1,1,,-0.65625,0.23007500000000003,1.387,1.6762000000000001,0.29539000000000004,0.47265100000000004,-0.09912857142857145,-1.0015,-0.05292333333333334,1.1692666666666667,,1.88615,0.589275,-0.93614,-0.1711,-0.1711,,0.60327,0.55662,-0.55362,,,1.0791,1.7601999999999998,,,,,0.4400025,,,,,-0.74022,0.099464,,,0.65923,2.1707,,,1.191,,0.11812,,,,0.141448,0.34670500000000004,0.010830500000000002,0.407345,0.034155,0.673245,-0.14311,,-0.31105,-0.71223,-0.40435,,-0.32038,,,-0.3437,-0.6096,,,-0.600275,-0.483645,,,-0.8708299999999999,,,,,,
3,718,2,2,,,,,,,-0.979635,,,-0.97247,-0.98677,,,-0.82949,,-1.1869,,,,,,,-0.98677,-1.0201566666666666,-1.0726,-1.0726,,-1.044,0.085588,,0.32865,,0.92917,0.40014,-1.3728,,-0.48633499999999996,,,-0.90098,,,-0.7294,,,,,,,-0.143181,,,,,,,,,,,,-0.12888,-0.50063,,,,-0.4434399999999999,-0.5864199999999999,,,,-0.043094,,,,,,
3,91,2,1,,,,1.6774,0.099365,,-0.12194,-0.044967,-3.4608,0.10898824999999998,-0.2887,-3.4608,-3.4608,0.31586000000000003,0.66224,0.4438282,0.200398,0.1402605,0.71516,0.25545422222222225,0.5925150000000001,-0.5870133333333334,-0.2758966666666667,0.8787600000000001,-0.86285,0.3327025,0.10257333333333334,-0.097887,-0.11472750000000001,0.05767000000000002,-1.666285,-2.1377699999999997,0.2412925,0.2863171428571429,1.2780974999999999,0.12181733333333332,-0.24382333333333336,-0.24943749999999998,-0.5613566666666666,-0.48999,0.229265,-0.17486999999999997,,-0.5645600000000001,-0.6511600000000001,,0.5323599999999999,,,,,,0.84989,-0.314385,-0.57418,-0.57418,-0.3745245,-0.39617499999999994,-0.48277499999999995,,-0.8339799999999999,-0.7313466666666667,-0.64635,-0.10751499999999997,,,,0.652635,0.13785,,-0.66078,-0.04977500000000004,-0.68965,-0.805115,-0.42985,-0.2181699999999999,0.056057499999999955,-0.5260699999999999
2,730,2,1,,-0.626275,,,,,-0.7079300000000001,-0.41533,,,-0.585445,,-0.12952999999999998,-0.46296000000000004,-0.46296,,-0.49018,,,,,,-0.38131,,-0.47657499999999997,-0.551425,-0.38131,-0.3087246666666667,-0.72154,,,,,,,,-0.06375299999999999,,,,,,0.2175099999999999,2.0548,,,,,,,0.006563499999999948,,,0.5305300000000001,0.4760899999999999,,,0.28556,,,0.17668,0.095025,,,0.1494599999999999,,0.013367999999999998,,,,,,,,,,,
2,172,2,2,,-0.46537,0.41720999999999997,-0.17968,-0.44496,-0.32252,0.202945,,-0.3327199999999999,,-0.40415,,-0.39394,-0.34293,,0.054999,-0.37354,,-0.65923,-0.5163800000000001,-0.28511333333333333,0.019288000000000013,-0.205185,-0.5674,-0.024077499999999988,-0.2740575,-0.47557,0.29222499999999996,-0.21368666666666666,-0.30211,1.0243,0.047347500000000015,0.09580999999999999,-0.45516,0.3917,-0.22049,-0.7578790000000001,,,-0.7153499999999999,-0.98061,-0.64903,-1.02656,-0.679635,-0.776565,-0.8122766666666666,-0.43476,-0.087847,,-0.7612633333333334,-0.751055,-0.90411,-0.99594,-1.0163,,,,,,,-0.8939,-0.766365,-0.5674,-0.70514,-0.48577,-0.44496,-0.71024,-0.2613,,-0.31232,-0.8837,,,-0.006221,-0.12866,,,
0,27,2,1,0.73719,,,,,,0.044285000000000005,-0.07256,-0.097015,0.0437408,0.057871500000000006,-0.088862,,-0.118755,-0.37689,2.2371,-0.37689,,,-0.37281749999999997,0.42199,,,,,,,0.4872,,,,,,-0.24103,-0.12147,0.3296,-0.5834050000000001,,-0.515475,0.30243,-0.31983,0.10950099999999999,0.05063000000000001,,-0.40407,-0.1269,,,-0.68667,,-0.6431899999999999,-0.92035,-0.537215,-0.73558,-0.74101,-0.54265,,0.3839475,-0.2863166666666667,0.0017139999999999332,0.0252639999999999,,,,,,,,-0.2519,,,-0.56167,0.00896,-0.4407505,-0.363305,-0.68123,-0.66221,
3,718,2,1,0.39060999999999996,-0.028796,,0.7147,0.8004899999999999,,,,0.37154999999999994,,,,,,,,,,0.67181,0.9291573333333333,,0.30006,2.6807,0.099886,,,3.4814,2.8594,1.31522,0.17138,2.7593,3.3598,,-0.2146699999999999,,,0.55742,,,,,,1.8014,,,,,,2.226725,,,1.6441,1.8871,1.7013,,,0.528825,,-0.40055,-0.4291399999999999,0.085588,,-0.45059,0.879105,,,,,,0.36440000000000006,,,,0.48593,,,0.29291,0.22857
2,947,1,1,,,-0.41822,,,,,,,,-0.35715,,-0.8457600000000001,,,,,,,,,,,,-0.43858,,,,,0.33505,0.48772,0.009309999999999985,-0.15356,0.76258,1.0069,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6625300000000001,-1.0493,,,,,,,,,,,,,,,
1,233,1,1,,,0.64444,,,,0.226943,,0.39069000000000004,0.88188,1.7537,-0.39114,0.055025,,,,0.41933,0.431605,0.10823650000000001,,,,3.3992500000000003,3.7431,,3.1864,-0.0309339999999999,2.04025,-0.51394,0.083675,0.014089999999999991,1.9666,2.33085,0.75496,0.8716375,0.30471,,0.64036,,0.42751,0.660825,0.17373,,,0.32927,0.50938,,0.5011899999999999,,,-0.19466,1.0824,0.7386,0.95145,,,,0.59124,-0.15373,-0.19466,,,-0.67767,,,0.21739199999999995,,,,-0.8250299999999999,0.82865,,,,,,,
1,942,2,1,,,,,,,,,,,,,,,,,,-0.15413,,,,,,0.73848,-0.1258,,-0.012448,,-0.30289999999999995,0.462195,-0.2863866666666666,0.348835,0.00172,0.79515,0.341765,,,,,,,,,,0.00172,,,,,0.92267,,,,,-1.2734,0.69597,0.030057,,,,,,,,0.851825,,,,,,,,,,,,,
3,86,2,1,-0.36132,,,,0.17071,-0.5357066666666667,-0.374622,,-0.18693099999999999,-0.23717999999999995,-0.16624333333333322,-0.36131499999999994,,,,,,,,-0.1219099999999999,,0.43673,,,-0.18840500000000004,0.2505199999999999,,-0.36132,0.16185,,0.65396,,,,-0.65394,-0.050970000000000015,0.76481,,-0.8046800000000001,,,,,,-0.78695,,,0.2168212,,-0.046534,,,0.65841,0.24165,0.099775,-0.35245000000000004,,-0.21944,-0.4056599999999999,,-0.31698,,0.28599,0.042135000000000006,-0.121907,,0.37466,,,,0.6229399999999999,0.5254,,-0.20171,-1.7955877500000001,,-0.6096,
2,584,2,1,,,,,,-0.3821199999999999,0.14082474999999997,0.27878,0.400695,-0.27946,-0.26021,0.079869,,,0.176118,,0.33653,,-0.086961,,,-0.17679,-0.157545,-0.31795666666666667,,-0.2666256666666667,-0.17251666666666665,-0.29228999999999994,,,,-0.49762,0.14831333333333332,-0.65162,-0.581035,0.0542029999999999,-0.670865,,-0.20246,0.42636,-1.0623,,1.1835,,,,,,0.68302,,,,-0.80561,,,,,,,,,,,,,,0.1312,,-0.54895,,,-0.60028,,-0.16396,-0.21529,,-0.52328,
0,158,2,1,,0.31659299999999996,,0.068539,-0.005875000000000005,0.82565,0.64446,0.33708675,0.3575756666666667,1.01332,0.15913449999999998,0.6865049999999999,0.49885999999999997,0.32738,0.02000499999999994,0.602395,,0.32738,-0.7791600000000001,0.22599966666666668,0.689771,-0.15148,,,-0.17736,,,,0.29286633333333334,,1.6539,0.11599000000000004,-0.16811428571428574,0.39533999999999997,,-0.17089,,0.023243333333333283,1.0133,0.35757666666666665,,-0.026369000000000004,-0.05441,-0.13853,,-0.69504,,-0.77917,,,0.087954,-0.390902,-0.3553105,-0.5915,-0.34237000000000006,-0.3003099999999999,,0.20443,0.15266,-0.42326,-0.3650199999999999,,-0.69504,0.3985599999999999,1.13625,0.29502,,0.28855,0.92271,,0.4115,1.078,0.22384,0.350026,0.81917,0.17854499999999998,-0.09970533333333333,-0.77269
0,407,1,1,1.0865,-0.53245,,-0.95219,-0.72034,,,,0.3949725,,,-0.056747,0.14579433333333336,,0.31901999999999997,-0.37655,0.8226925,0.8307,,-0.14468999999999996,2.8814,,,1.3424,1.3424,-0.6124050000000001,0.047189,1.460315,0.7427666666666667,0.45227,0.814725,,,0.03919499999999995,-0.040757,,-0.096722,2.4377500000000003,,2.6296,1.0665499999999999,-0.2886,,,4.1806,,-0.21665,0.46293,0.2390699999999999,,0.91865,-0.50047,0.45227333333333336,0.41762666666666665,-0.05674666666666667,,,,0.39897,0.079169,-0.52046,0.04398200000000001,-0.5790933333333333,0.38298,-0.32458,,-0.5604399999999999,,0.8493733333333333,0.359,1.0306,-0.048752,-0.2966,,-0.36056,0.055184999999999984,,
0,885,1,1,,,,,0.30904,,,0.205545,,,0.18638,,0.20938,0.09948833333333333,0.079045,,,,-0.28895,,,,,,,0.040712,,,,,1.045,,1.110215,0.8917,0.8763700000000001,0.27071,0.3473699999999999,0.99903,-0.005288,,,,,1.010515,0.148043,,,0.47387,,0.516035,0.7997,1.7504,,,0.8457,,0.7997,,,,,,,,,,,,,,,0.3013699999999999,0.6617,-0.051287,,0.7307,,
0,544,1,2,0.85846,,,,,,0.7389100000000001,0.28245,-0.1713025,0.27158,,0.26614,0.690005,,,,3.782,0.79325,,0.065081,1.396465,-0.31168366666666664,,,,,3.6624599999999994,,,0.7280399999999999,0.35852,1.3367,,,,,-0.16315,-0.34791,-0.41312,-0.51094,,,,,,,-0.58701,-0.45659500000000003,-1.1956,,,,,-0.33342,,,,,,,,,0.10855,-0.63049,,0.38026,-0.09251,1.1519,,,0.31505,,-0.5218,,,,0.11942,
3,741,2,1,,1.80445,,0.8667133333333332,0.5869233333333334,0.81426,0.27653,0.69622,0.27653,0.5978525,1.0940466666666666,1.4044500000000002,1.1028,,,0.74868,,0.388005,,,,,0.18472,1.4307,1.129,,,,1.693,1.7586,4.198,2.065468,1.450365,,,,1.33232,,0.57818,1.65365,,,2.3553,,,0.64376,0.86672,,,1.6536,1.31263,,0.027336,0.8798299999999999,0.18472,,,0.4863699999999999,,,,1.05691,0.788045,,,,0.60441,0.77491,,,0.47326,0.53883,0.64376,,,0.5257149999999999,,0.51916
1,713,1,1,,,-0.005981,-0.36184,,,-0.4979,-0.50836,,-0.4351,,-0.62349,,,,,,,0.19288,,,,,,,,,,,,0.433605,,,,,,,1.407,,,,,1.2133500000000002,,,,2.2233,1.4174,,,,,,,,,-0.012959000000000031,-0.1420435,0.14055,-0.4351,-0.21007450000000005,,,,,0.36034,,,,,0.31847,0.69003,,,,-0.18391,,
0,5,2,1,,,,,,,,,,,,,,,,,-0.6418,0.10371199999999994,0.001205,0.20738725,,,,-0.46474,,,0.3040695,,0.873685,0.8958200000000001,0.5494666666666667,3.0625,1.6297,-0.47872,0.81195,0.96104,0.8166100000000002,0.47879499999999997,,0.25747,0.80729,0.39493175,0.007416666666666645,,,,,,-0.3249599999999999,,,0.3506633333333333,0.08197,-0.23642750000000004,0.20156,-0.34670133333333336,,0.099054,,-0.38087,-0.2504,1.3571,,0.033821,-0.6138399999999999,,-0.7279975,-0.7909,-0.72256,-0.39019,-0.71635,-0.84215,-0.79556,,,,-0.1013,
2,18,1,1,,-1.1668,,,-0.787585,-0.39076,-0.34961,-0.14385,,,-1.0345,,,-0.082118,,,,,,0.33675,-0.32903,-0.8382850000000001,-0.553895,-1.1932,,,-0.7758233333333333,,-0.05125500000000001,-0.99262,-0.88459,0.7379899999999999,-1.5636,-1.5371,,-1.4401,,0.2265199999999999,-0.81404,-0.59358,0.1207,,-0.82286,0.660825,0.86144,,-0.97277,-0.8625400000000001,,,,-0.30257999999999996,,,,,-0.064482,-0.12180250000000001,-0.2937599999999999,-0.5583100000000001,-0.23203,,-0.029210000000000097,-0.24966749999999993,,,,-0.28494,,-0.83168,,,,,,,,
0,310,1,2,,,0.55201,0.52839,-0.25445,,1.075,-0.0924799999999999,-0.2072099999999999,,0.943415,,,,0.6791133333333333,,1.5069,2.8297,1.7499,1.7499,2.4450000000000003,,,1.2842,-0.41866333333333333,-0.7471,,1.3247,0.17071999999999998,,-0.1059799999999999,-0.48839666666666665,0.076235,-0.558135,,0.13022499999999998,,,,0.11673,1.8174,1.1425,,,,,,,-0.74035,,,-0.24095000000000003,,,,,,,-0.56488,-0.29494,0.005374500000000049,,,,,,,-0.28819,0.069487,0.13697,0.47102999999999995,-0.69311,,-0.53114,0.65662,0.40692,0.4744,
1,94,1,1,,1.1109,1.3715333333333335,0.9124666666666666,-0.09423499999999999,-0.12532666666666661,0.20226666666666668,0.024846000000000014,-0.02967666666666664,0.10303,-0.30346666666666666,-0.4600899999999999,-0.30227000000000004,,-0.388355,-0.3955266666666666,0.20942666666666665,,-0.10500000000000005,0.099445,0.11379,,,,,,,,,,,,,,,-0.2951,,,,-0.3363425,,-0.51748,-0.61073,,,,,,0.070751,,,,,,0.7450433333333333,0.58724,,,-0.60356,,-0.664535,-0.5629033333333333,-0.21619,-0.40090699999999996,-0.15593339999999997,-0.57486,,-0.27358,-0.33096,-0.86898,-0.63225,,-0.63225,-1.033965,-0.38835,,-0.9981,-1.2133
