fov,cellID,rep,dbscan_ldp_nbr_allele,chr9-g68,chr9-g69,chr9-g70,chr9-g71,chr9-g72,chr9-g73,chr9-g74,chr9-g75,chr9-g76,chr9-g77,chr9-g78,chr9-g79,chr9-g80,chr9-g81,chr9-g82,chr9-g83,chr9-g84,chr9-g85,chr9-g86,chr9-g87,chr9-g88,chr9-g89,chr9-g90,chr9-g91,chr9-g92,chr9-g93,chr9-g94,chr9-g95,chr9-g96,chr9-g97,chr9-g98,chr9-g99,chr9-g100,chr9-g101,chr9-g102,chr9-g103,chr9-g104,chr9-g105,chr9-g106,chr9-g107,chr9-g108,chr9-g109,chr9-g110,chr9-g111,chr9-g112,chr9-g113,chr9-g114,chr9-g115,chr9-g116,chr9-g117,chr9-g118,chr9-g119,chr9-g120,chr9-g121,chr9-g122,chr9-g123,chr9-g124,chr9-g125,chr9-g126,chr9-g127,chr9-g128
0,310,1,2,,,-0.36003,-0.070711,-0.4006,0.1830195,,-0.23145,,0.080839,0.05481566666666667,-0.050045,0.13595,-0.32328999999999997,0.032619999999999996,-0.14418899999999996,-0.384145,-0.27278,-0.58736,,-0.5666899999999999,,0.0004720000000000002,-0.086784,,0.26913,0.75133,,0.75133,,,,,,0.056731000000000004,,,,,,,,,,,,,,,,,0.39542,,,0.68245,-0.13615349999999996,,0.12905999999999995,,-0.019044,
1,1034,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1769099999999999,,,,1.09329,,,,,,,,,,,,,,,,,,,,,,,-0.32809,,,,
2,516,2,1,0.1116,0.2342665,,,0.14059333333333335,,,,,,0.54874,0.70263,-0.5340699999999999,0.7048533333333333,0.74054,1.1063,0.542066,1.09217,1.1398,0.35024,,0.88997,1.055,,,,,0.46398,,,,,,,,,0.1116,0.13167,,0.19412,,,,,0.49409499999999995,,0.74946,,,0.4862899999999999,0.6323700000000001,0.3324,,,,,,,,,0.37477499999999997
1,94,1,1,0.03358,,,,-0.2497599999999999,-0.49122,-0.317518,,,,,-0.22512,-0.75239,0.095176,-0.25715,0.12474,,,-0.17585,0.14445,-0.07236499999999996,-0.21034,0.1074965,0.37482000000000004,-0.08037450000000002,0.16786,-0.69572,0.5813733333333334,0.34895,0.81216,0.7641100000000001,1.16205,0.6355833333333333,0.63228,0.32924,,,,,,0.1198099999999999,0.2898199999999999,,0.325545,,,,-0.1241099999999999,,-0.27194,0.1001,,0.36003999999999997,,,,,,,,2.14755
3,62,2,2,,,,,,,,,,,,0.0295889999999999,,0.331635,,-0.22462,,0.1813,-0.22326,-0.067449,0.21341,,,,,,0.70475,,0.485395,,0.1211599999999999,,,0.63368,,,,,,,,,,0.35031666666666667,0.34667000000000003,-0.2806599999999999,0.07879,-0.31346,0.0029374999999999506,0.172637,,-0.0640315,0.127994,,,0.1211599999999999,0.2364213333333333,,-0.29022666666666663,-0.27792,-0.086583
2,68,1,1,,,0.1712106666666667,0.14657,,,0.1229099999999999,,-1.5774,,0.50436,-0.5054699999999999,,0.22344999999999998,,0.23232,0.374255,,,,0.31709,0.6492600000000001,0.4954933333333334,0.16529866666666668,-0.027893,1.1845,0.3210325,0.5576,0.7364850000000001,0.5102800000000001,0.54133,0.3713015,0.05786,0.3092,0.3092,,,,,,,,,,-0.045635,,,,,0.1229099999999999,-0.0264145,0.2293599999999999,-0.25558,0.0770805,0.02089549999999995,0.0608169999999999,,,0.1229099999999999,0.16135499999999997,0.26189
3,62,2,1,0.091775,0.10749,,,-0.085899,,,,-0.09205,-0.19865,-0.03020475,0.2141,0.10475999999999999,-0.020295000000000007,,0.62822,0.2879,0.0090879999999999,-0.023714,0.22229699999999994,,0.2639849999999999,,,0.62822,0.29883,,0.76352,,,0.52298,0.35965499999999995,0.50703,,,,,,,,,,,,,,-0.01278,,,,,,,,,,,,,,
3,718,2,2,,,,,,,,1.6472,,,0.61807,,0.5870966666666667,1.20808,,,,,0.4656,,,,,,,,,0.7490899999999999,,0.7371800000000001,,,,,,-0.0072785,,,-0.245262,,,,,,,,,,,,,,,-0.087082,,,,,,,
0,149,2,1,-0.1694,-0.22031533333333334,-0.11135299999999995,-0.26105,-0.38325,-0.185688,1.0037,0.146285,,,1.3663,0.60454,0.986415,,,,,0.76136,0.53835,0.68294,0.20127499999999998,0.804135,0.228775,1.0210599999999999,0.426332,,-0.065526,,0.4741899999999999,,1.7614,1.1931,0.8496100000000001,,-0.24170000000000003,-0.30789,,,,,,,,,,,,0.39884,0.4741899999999999,,,,,-0.269195,-0.27938,,,,-0.40769,,0.22164
1,98,1,2,1.5029,,,,0.8572,,,,0.4370066666666667,,,,0.40376499999999993,0.32048,,0.75952,0.32048,0.5364,0.21457649999999998,,-0.46918,0.5600499999999999,,,,,0.345155,0.37806,,,0.6639,,0.804785,,0.557995,,,,,-0.43011,,-0.287185,,-0.32523,,-0.31494500000000003,,-0.14015,,,,,0.26496,0.073712,,0.0264149999999999,-0.092856,,,,
2,199,2,2,,,,,,-0.13012,,,0.41891666666666666,,,0.5869800000000001,,,,,,,,,,,,0.495855,0.038507,0.19521349999999998,0.2497199999999999,0.51459,,,1.0844,0.7471,,,,,,,,,,0.2412,,,,0.1832933333333333,,0.125378,,,,,,-0.76377,,,-0.35326,,-0.29875,-0.29307666666666665,-0.34304
0,275,1,1,-0.5405300000000001,,,-0.13655,,0.057269,0.047929,0.26743,-0.10386,0.089961,,,0.012902,-0.12720999999999996,-0.26265,0.127323,-0.0034443333333332993,-0.06766199999999994,,-0.1599015,-0.06805266666666668,-0.1108625,0.08762533333333333,,,-0.078169,0.0829559999999999,0.0829559999999999,,,0.64455,,1.456,1.1805,,0.5873499999999999,,,,0.2697699999999999,,0.092296,,,,,,,,,0.4776,0.32815,,,,,,,,,
0,116,1,1,0.94834,,0.38293,,,-0.1423,,,-0.20831,-0.037540500000000046,,,,-0.21979,,0.7589100000000001,,,-0.002620000000000002,0.11314,0.308305,0.23656,,,0.53983,0.65272,0.40684666666666663,0.7589100000000001,,0.7206466666666667,,,,0.8966799999999999,0.1361,,0.22795,,,,,,-0.064804,0.18489,,0.5360033333333333,,,,-0.31163,,0.40015,0.26813,,,,,,,,0.97704
1,142,2,2,,0.50561,0.40063966666666667,0.71802,,,,-0.027879,0.361125,0.46032999999999996,0.371,0.27252,0.498815,0.373226,0.5019033333333334,0.974875,0.4972725,,0.61511,0.46732666666666667,0.6809737499999999,0.6309549999999999,0.980455,0.5290699999999999,0.5290699999999999,,0.30185,0.6318775,1.8467,-0.0217039999999999,,0.70073,,0.502521,0.635895,0.17279550000000002,0.81311,0.20305600000000001,0.41176,,,-0.08838966666666663,-0.072336,,-0.061222,0.070503,0.19131975,0.21725499999999998,0.21046233333333333,-0.009355,0.059801,-0.003797499999999999,,0.27004924999999996,0.1548923333333333,0.03325025,0.08758699999999994,,0.4167,,
0,215,1,2,,,0.24605,,0.11279,,0.19462,0.041481000000000004,,,,,,0.251895,,0.36295,,,0.40503,0.4369866666666667,,,,,,,-0.55353,,,,,0.8819799999999999,1.51205,,,,,,,,,,,,-0.46001,,,,,-0.287,,,-0.37233499999999997,,,,-0.1888099999999999,-0.27531,,,
1,843,2,1,0.005759999999999946,-0.19539,,0.32072,-0.258185,-0.20324,,0.46398,-0.020735000000000003,,0.13429499999999994,,,-0.25949333333333335,,0.7210633333333334,0.6484566666666667,1.0409275,0.751465,0.737735,0.90159,0.7512719999999999,0.446315,,0.7063400000000001,0.6916305,,0.9997049999999998,0.24223,2.2556333333333334,,,,-0.16595,,-0.33864,-0.11885,0.030289,0.01459,0.10093599999999997,0.057762499999999994,-0.12931866666666672,0.0558,0.00379650000000005,,-0.3249,-0.30724,-0.29939,-0.20716074999999995,0.045988,-0.17281833333333338,-0.13978366666666667,-0.09268866666666668,-0.10184533333333334,-0.033491499999999993,,-0.1217975,0.20494,,,-0.05605850000000005
0,55,2,2,0.2026,0.31519,0.27658,,0.24281,0.42054,,0.53393,,0.18732,,,,,0.088398,0.2412,-0.06198999999999996,,0.038536,,,-0.061186,0.16239,0.078747,0.078747,,,,,0.6400899999999999,0.5591333333333334,1.049425,0.29749,1.1113499999999998,,0.0385365,-0.037059499999999995,0.21385,,0.12378,,,,,,1.2111,,,0.8331,,,,,,,1.343,,,,0.61998,
0,89,2,2,0.003299,0.6984,,0.5384,0.06818499999999997,0.3041825,-0.17092,0.038854,,,-0.03758899999999995,0.29618249999999996,0.058409,,0.356185,,0.1215175,-0.007367,,,-0.1584799999999999,0.1621133333333333,0.26195999999999997,,1.0113,0.58107,0.5988399999999999,0.70195,,0.952615,1.0273,0.4832899999999999,0.20063,,0.38374,,,0.42107,,,0.20596,,0.47085,,,1.10017,1.3846,,0.46729,,,0.5395846666666667,,,,,,0.63795,0.66818,,
1,81,1,3,,,,,,,,,0.96829,,0.698245,,,,,0.231265,,,1.0041,1.1175,-0.007444,0.2700599999999999,,0.93248,,,,,,,0.6945125,0.95934,0.196955,,,,,-0.025348,0.30437000000000003,0.208885,,,0.51772,,,,,,,,,,,1.0041,,,0.936955,,,,-0.3118
1,137,1,1,0.5755399999999999,0.55593,,0.081991,0.5755399999999999,,,,0.42846,0.52815,,,0.542855,0.703015,0.21273,,,,,,0.62785,,0.667065,,,0.29771333333333333,,,,,,1.0789,,,,,,,,,-0.066728,,,,0.16044,4.9227,,,,3.5172,4.1938,,4.4128,,4.3899,,,,0.18658,,
2,199,2,1,,0.7147399999999999,0.70281,,0.35192,-0.24595,1.0333,1.1184,,,0.6994,0.7471,,,0.44731,0.30082,0.87825,0.16511899999999996,,,0.44049499999999997,,,0.01977,,,,-0.13523,,1.2428,,0.079387,,1.1303,1.1303,,,0.079387,,,0.35022,,,,,,,,0.04021,0.27868,0.09216150000000001,,0.11799566666666661,0.21736,0.22331499999999993,0.28464,,0.20884,,,0.510335
0,215,1,1,0.68793,0.68793,,,,,,,,,,0.8352200000000001,-0.182965,-0.27765,,-0.66809,,,1.076,,,,,0.74871,0.5016666666666667,-0.13620500000000002,1.8756,0.662215,1.27245,-0.16309,1.1017,0.5733699999999999,,0.4062125,0.7604000000000001,,,0.701955,,,-0.64705,,,,-0.64705,-0.11165,,0.13149,0.052002,0.20514,0.106946,-0.029826,0.36295,0.23904,,,,,0.34892,0.26709,
0,750,1,1,,,,,,-0.23760000000000003,,,,,-1.8769,,,-0.74262,,,-0.053749999999999964,1.76945,,1.5415,-0.58205,,,,,,,,,,0.7076399999999999,,,,,,,,,,,,,,,,0.57815,-0.32308,,,,,0.8177125000000001,,0.35026,,,0.404641,-0.012308,0.8371299999999999,
2,18,1,1,-0.09032,0.21384,0.19233333333333327,0.0786559999999999,0.21384,0.54718,-0.124116,0.07148866666666666,0.318295,,0.89896,0.398175,-0.13026,0.23688,0.063295,-0.05447666666666665,0.59787,0.25992,-0.27466,0.89896,,,,,,,,,1.22305,,,,0.22613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,741,2,2,,,,,,,,,,0.13526,,,0.913205,,,,0.627995,1.032,1.0786,,,1.2184,1.1452,,,,,0.60358,0.90435,,,,,,,,,,,,,,,,,,,,,,,0.916525,0.60358,0.27287,,,0.7833600000000001,,,,
2,947,1,1,,1.1935,,,1.6162,,,0.563815,,,2.111,,,,,,,,,,,,,,,,,,,,,0.77068,,,,,,,,,,,,,,,,,,,,,-0.29974,,,,,,,,
0,99,2,1,-0.07384066666666668,-0.06198766666666667,,-0.23634,-0.16569499999999998,-0.2166915,0.048114000000000004,-0.034539333333333366,,0.030335,0.3285166666666667,,-0.17365,,1.16255,,1.8026,1.1766,1.6173,1.14266,1.122325,0.99694,1.75485,1.59904,1.5668,1.1302625000000002,1.5668,1.4255,1.0221962,,1.2361613333333334,0.19938899999999996,0.207185,0.1108099999999999,0.041564,,-0.07539799999999999,-0.150254,0.015361500000000021,-0.101912,-0.12218549999999999,-0.36453,-0.08194900000000001,-0.1823823333333333,-0.12873466666666666,0.063085,,,-0.04124575,-0.057619000000000004,-0.28781,-0.37670000000000003,-0.26909333333333335,0.11455,-0.150255,-0.20359,,-0.2010966666666666,-0.2279199999999999,-0.023936,0.37717633333333334
1,77,2,1,,,,,,,,,,,,,,0.27326,0.56376,,0.5637650000000001,,-0.2532733333333333,-1.6604,0.92689,1.0590266666666668,-1.14294,,0.56074,,0.36404,0.9511,,1.402,0.55771,,,0.62731,,,0.7513799999999999,0.1401099999999999,-1.5757,,,-1.5757,-1.5757,,0.061434666666666665,0.12094633333333332,0.42456,0.28839,-0.14131,0.60612825,0.9954716666666666,,0.6348825,0.2329133333333333,,0.45785,,0.00394,,0.1038,
1,189,2,1,0.7872399999999999,,,,,,0.37299,,0.26257499999999995,,0.3971699999999999,0.38105,0.19944199999999998,0.18923,0.49227,,0.30045,,,0.60993,0.65345,,0.5777,0.83481,1.0097,0.71954,1.1042666666666667,,0.8364050000000001,0.94359,,1.0484,1.0097,,-0.15249,,1.5609,,0.1682799999999999,0.03207499999999999,,-0.089622,-0.3249599999999999,-0.27176500000000003,-0.25242,-0.308035,-0.390235,,-0.28842333333333325,0.04846,-0.35235666666666665,-0.30078,-0.4136099999999999,-0.3168975,-0.19762,-0.36364,,,-0.42812,-0.4265,
2,45,2,1,0.1805,1.8205,0.98323,1.7267666666666666,1.6609333333333334,1.8748,,1.5085333333333333,1.1641866666666667,1.9521000000000002,2.26135,0.93059,1.2348999999999999,1.1411,1.6521666666666668,1.5294,,,,,,1.1214,0.96844,1.8726,,0.62134,,,,-0.036633,1.1017,1.2925,,,0.9602133333333334,,,,,,,0.8319,,,,1.4438,-0.13204,1.1235933333333332,,,1.3681,,1.3879,1.33525,,,1.4920666666666669,,,,
2,244,2,2,,,,,,,,,1.0539,0.1473799999999999,,0.49912,,,0.048893,,,0.042863,0.43481,,,,,,,1.7553,,-0.037535,1.5664,,,,,,,-0.089794,,,,,,,,,,0.26195,0.36245,,,0.19763,0.16346,0.16346,,,,,,,-0.18828,,
0,407,1,2,,0.93468,0.5038849999999999,0.64847,0.66322,0.60716,,,,,,,,,,,,0.648464,0.63962,1.1117,1.16926,0.052439,,-0.32524,,-0.67637,0.9101199999999999,1.816925,,,,1.77415,0.7207650000000001,1.5042,-0.34441999999999995,,,,,0.59536,,0.7310800000000001,,,,0.664695,1.07483,,1.3596,1.2995666666666665,0.52749,1.1633499999999999,1.45105,,1.32565,1.3212000000000002,,0.8609100000000001,,,0.67207
2,516,2,2,,,0.3413199999999999,,,0.017927,,,0.64018,,0.6736300000000001,0.05026599999999995,0.680325,0.29077,0.83867,0.5532,,-0.095818,-0.095818,0.32570666666666664,0.88551,0.49967,0.773995,,,0.87659,,0.85429,,,,,0.8252999999999999,,,,,,,,,,,,,,,,,,,,,-0.026679,0.44168,,0.28556,0.45506,,,
0,610,2,1,,,,,0.6715,,,,,,,,,-1.8106,,,,,1.814,,,,,,0.8980299999999999,0.8783299999999999,,,,0.8405633333333334,,,,,,,,,,,,,,,,1.0261,1.4644,1.1295,0.44988,0.40802,0.44003,,,,1.7648,1.71555,,,0.78476,1.164,
0,620,2,1,1.6221,1.08034,0.71391,1.04225,1.0271,0.86166,1.6221,,,0.74346,,0.8183199999999999,,,,0.65678,0.32384499999999994,0.4124899999999999,0.30610999999999994,0.5937399999999999,,0.73558,,,,1.4054,,0.8183199999999999,,,,0.6292,0.80847,0.78286,,,,,0.54252,0.5563100000000001,,,,,,1.7048,0.77498,,,1.366,1.36995,0.8340799999999999,,,,1.5394,1.0074,1.4881,,1.1217,0.2608
0,613,1,1,0.2694176666666667,0.6589149999999999,1.1483,,,0.6131800000000001,,,-0.038507,,-0.11472766666666667,0.21531,0.1735775,0.289243,-0.09033799999999996,-0.021357500000000047,0.4485399999999999,,,,0.47141,0.22673999999999994,,,0.6394799999999999,,,,1.3632,0.77553,1.7542,,0.8875799999999999,,-0.28089,,,0.09640549999999995,,0.32278,,,,,-0.031647,,,,,0.35708,,0.016372,,0.31592,,,0.073538,,,,-0.1254
1,53,1,1,0.1314,1.24795,1.1496,0.76777,0.5919,0.45537,0.845295,,0.521325,0.036525,,,0.30264,,-0.33604100000000003,0.19851,0.14181549999999996,0.444266,0.355865,0.47851,0.3286705,0.3628099999999999,-0.21803,0.7839750000000001,0.4438,,1.8855,1.8045,0.9467266666666667,0.8053750000000001,0.91587,0.4661716666666667,0.660153,,0.96678,-0.130861,-0.0583529999999999,,,,-0.03520999999999999,,,,-0.12778,-0.109265,0.21239,-0.101166,-0.086122,,,,0.490085,-0.17406,0.4414899999999999,,0.31189999999999996,,0.133715,1.182,
2,1229,1,1,,-0.72196,1.0713,-0.15311,,-0.101639,0.475355,,-0.136855,1.0171,-0.1206,0.004003,,1.185,0.94125,,0.75437,1.2897800000000001,,0.10694000000000004,0.686631,1.0496,,-0.29938,,0.52951,,,,1.3963,,,,,,,,,,,-0.093514,,,,,,,,,,,,,,,,,,,,
3,86,2,1,0.22445,,0.20252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4571,,,,0.5079355,,,0.2354099999999999,-0.33939,,,,,,0.2166199999999999,0.15162249999999997,,0.18215999999999993,0.15397,,0.29493,,-0.26734,-0.14100000000000001,-0.1498799999999999,0.13204,,,,
0,190,1,1,0.32733999999999996,0.046005000000000046,,,,0.32,,,,,-0.32341,-0.49466,,0.1756599999999999,,-0.71239,,0.8141799999999999,,2.3603,2.3114,0.8129299999999999,0.4937,1.372,2.69425,0.8573866666666667,2.3481,-0.2133199999999999,,,,,,,,,,,,0.32734,,,0.06068049999999994,,,1.1885,1.5139,0.7004245,,1.986,1.1885,1.7952,,1.8392,,1.7732,1.7732,,2.1328,1.3597,2.25265
2,117,1,1,-0.10792049999999999,,,,0.1991453333333333,-0.02381333333333341,,0.6079875,-0.009379500000000054,0.49676249999999994,0.702805,-0.16913,0.20910066666666663,0.2981855,0.49751175,0.23398624999999995,0.7456,0.8379325,0.5694216666666666,1.6016,0.64307,0.45346,0.3235676666666667,0.09264333333333331,0.0643774,0.022574399999999977,0.7386300000000001,2.8139,1.5754700000000001,,0.7595299999999999,,1.5449,0.453461,0.20412,,,,,,-0.47968,-0.48566,-0.27066,0.23697,,,-0.085524,0.05033999999999995,-0.049691,0.75953,,0.38478,-0.42593,0.3384865,-0.2617,0.7028,0.632625,0.12947,0.480333,,0.34447
1,63,2,1,,,,,,,,,1.51045,,,0.98509,0.8142,0.34125866666666665,0.9844066666666667,0.89915,0.8542399999999999,,,1.3796,1.2565499999999998,1.5953499999999998,,,,,,,1.3796,0.689195,,1.1316,,,0.9011025,,1.032,,,,,-0.39762,,,0.276155,,0.84738,1.2312,,1.3913,,0.76049,0.0671905,,,0.90697,,0.9707633333333333,,0.9929,
1,339,2,2,,,0.3034199999999999,0.080657,0.14073,,-0.39492,0.44109,0.33346,0.33346,,,,,0.68639,1.2908499999999998,1.3497,-0.072027,-0.40743,0.6213099999999999,0.418565,0.73144,-0.4549899999999999,,1.1644649999999999,0.90916,,1.5725,1.1719899999999999,0.95421,1.5775,1.182,0.820315,0.9033233333333334,0.81404,0.54371,0.31594,,0.1207,,,,,,,,-0.06076000000000001,,-0.008200000000000051,0.0581299999999999,,-0.09830949999999995,0.010572,-0.16964,-0.22221,-0.0720255,-0.14962,-0.28728666666666663,,-0.30856,-0.17465
1,878,1,1,0.55477,,,,0.5149,,,,0.24911,,,,,,,,,,,,0.88702,,,0.8803799999999999,,,,,,0.6943199999999999,,1.132865,0.8870149999999999,1.5249,,,,,1.5582,,,,,,,,1.3256,,-0.7542800000000001,,0.56142,,0.5149,,,,,0.588,,0.627859,1.113
1,468,1,1,,,,,1.75,,1.1576,,,,,,0.75594,,,0.6164733333333333,1.9274,1.4521,0.58858,,0.881455,,,0.5528733333333333,,,,1.8655,,1.3149,0.5534410000000001,0.9132533333333334,0.7258100000000001,,,,,,,,0.31077,,0.16685,,,,,0.7015450000000001,,,,0.92329,0.90655,,,,,,,,
1,208,2,1,-0.09003,,0.32282500000000003,0.59178,,,0.6219100000000001,,0.731905,0.6701250000000001,,1.0453,,0.7040099999999999,1.1812999999999998,1.200505,1.0166666666666668,1.2642933333333335,0.90895,1.4164733333333333,1.680405,1.2054614285714285,1.66685,0.93682,0.96696,1.3376000000000001,1.013064,1.227245,1.2673066666666666,0.6249233333333333,,1.2849,1.0393,,0.9986,,,,0.9162333333333333,1.0694,,1.32634,0.80724,0.27536,0.19097999999999996,0.3507,0.27912499999999996,0.29796,0.29645,0.22413000000000002,0.537775,0.26481,0.9528833333333333,,0.582735,1.0649,0.558026,0.7042833333333333,0.52096,,0.8253166666666667
2,172,2,3,,,,,,,,,0.0802679999999999,-0.18882500000000002,-0.18109,,,,,,,-0.13295,-0.0796419999999999,,,,-0.26534,,,,1.4748,1.5186,,1.4662,,1.1867649999999998,1.4111,0.63222,0.848,0.35022,,0.130131,,,,-0.31005,,,-0.3324,,,0.38805,,,,-0.05385,,,0.176559,0.17655500000000002,,0.13873,,0.12669,0.35366
0,544,1,1,,0.33863,,,,0.54806,1.7925,,,,-0.30485,,0.53592,,,1.168785,0.51771,2.1932,,0.89561,0.32042,,,,,0.99121,0.51771,,,,,1.3372,,1.2978,1.1551,1.6347,0.31131000000000003,0.2415,,,,,,,,,0.14134,,,,0.38416,,,,,,,-0.11363,-0.3003,,
0,164,1,1,1.0162,,,,,0.22563,,1.1735,1.128,,1.1735,1.0720999999999998,,,,0.96448,0.63334,0.8423700000000001,,,,,,2.8768,2.3739,0.47398,2.4153,,,2.1876,,2.2497,1.1942,,-0.064114,0.0859345,0.029019,,,,,0.14285,,0.16354,,,,,0.461565,0.4512199999999999,,-0.13655,,,,,0.55056,,0.3912,,
2,181,2,1,,0.4464633333333334,1.322344,1.07293,1.03351,0.984395,0.7294999999999999,1.2135,2.3502,1.30994,1.483015,1.395175,1.210718,1.5303866666666668,1.7896,2.3502,2.06345,,1.504216,1.4651444444444444,1.352125,1.5876424999999998,1.7956333333333332,1.7457,1.6647500000000002,1.7646,0.99991,1.2583,,1.9170500000000001,,1.2065899999999998,,1.6458,1.20702,0.016455,-0.14717,-0.167835,-0.22295,-0.15922,0.075014,,,0.19902,0.10429,,0.5038760000000001,,0.2545675,0.2300199999999999,0.35633,0.8328399999999999,,0.31442,0.72175,0.20418633333333336,0.35575666666666667,0.186965,-0.296145,0.61066,-0.043827
2,119,1,1,0.16088324999999998,-0.15924,,,0.2668156666666667,-0.42233,-0.25237,0.20860999999999996,0.263325,0.77436,0.8907700000000001,,0.14109,,0.029341,0.01614766666666667,,0.857025,0.326185,0.49847,0.1469135,0.52835,0.7076266666666667,,1.134075,0.8931,1.51355,1.15385,1.3255599999999998,4.0548,3.8359,0.21249133333333337,0.0700845,0.20007533333333336,0.37624,0.22025499999999998,,,0.2412099999999999,0.13799066666666668,0.10617,,0.23655,,0.29359,0.024685,0.04913075,0.14808,-0.09870899999999995,,-0.061458,,-0.1313,-0.5433899999999999,-0.006745499999999946,0.38439,0.60906,1.7510400000000002,0.599745,,
1,663,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2601,,,,,,,0.86341,,,,,,,,,,,,,,,,,,,,,,,,
0,158,2,1,0.48242499999999994,0.33442649999999996,0.10141800000000001,0.18642525,0.2048655,0.2837285,0.85934,0.66679,0.606355,,0.34108,,,0.1567265,,,0.460915,-0.18535999999999994,,0.874496,0.92489,1.31,0.18335649999999998,0.1219,1.0652,0.957254,0.9940249999999999,3.5014913333333335,1.75861,2.51035,0.533628,0.4655275,0.844584,0.30626,0.7568900000000001,,0.8055725,,,,0.61148,,,,,0.73539,0.690006,0.5479766666666667,0.6736066666666667,0.051229000000000004,0.8060700000000001,0.8358,0.269798,,0.033818,-0.10240450000000001,,0.283044,0.25402500000000006,0.74463,0.20281274999999999
2,80,2,2,,,,,,,,,,,,,,,,,,,,,-0.11965500000000001,,,1.1181035000000001,-0.2639825,-0.288468,2.0459,1.6026216666666668,2.0356,,1.0614,1.4725,2.2457,0.232149,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,27,2,1,-0.4679399999999999,,,,,-0.083,0.12863,0.14869,,,,-0.03739099999999995,-0.10367666666666668,0.1030799999999999,,-0.17057,-0.155975,-0.084825,-0.2307699999999999,,0.0364955,-0.090298,0.092139,,1.118795,1.2123,1.9329,1.4403433333333335,0.1414,1.9949,1.2287,,,,,,,,0.7355233333333334,1.6848,0.526335,,,0.22257999999999994,,,-0.08756075,0.2613475,0.2630166666666666,0.046529,-0.26361,0.18153,,,0.15599,0.33569499999999997,0.37309,,,,
0,190,1,2,1.1885,,,0.9552433333333333,,,,,,,0.69919,,,,,,,0.751795,0.5108199999999999,,,,1.4723,,0.6673899999999999,0.17322,,1.2961,,,1.92,1.4551,,1.9322,,,,,,0.40807,,0.46189500000000006,0.33713,0.1414099999999999,0.1609799999999999,,0.7579100000000001,0.81662,0.39095,0.8231466666666667,-0.20109,,0.7628,,0.041109,,,0.59645,,1.0799913333333333,
1,137,1,2,,,,,,,1.6215,,,1.5986,,1.2946,1.5888,1.3992,0.4611399999999999,1.6999,,1.49075,1.4548,2.6903,,1.2358,1.4645666666666666,,,,,1.3567,,,,,,,,,,0.95142,,0.15717,,,,,,,,,0.34511000000000003,0.16043649999999995,,,,0.032963,,,,,0.032963,,
2,566,1,1,,,0.19868733333333333,0.13463,0.047013,0.13463,,0.148758,0.38333,0.78182,0.21517499999999995,,,0.7507349999999999,0.63486,,0.29007,1.0107,,,,,,0.6763233333333333,0.92313,,0.855295,1.6570033333333332,0.8538699999999999,0.41629000000000005,2.226,1.665025,3.0993,1.8049,1.50814,0.097885,0.1939733333333333,-0.2676366666666667,-0.21865,,,,,,,,1.1605,0.1855,0.98248,,,,0.46246,0.19609324999999997,,0.3805,0.62638,,,0.6179,0.4087699999999999
2,198,2,1,0.608885,1.4752,,,,,0.7765766666666667,,0.30965,1.5014,1.6006850000000001,2.2305,0.99303,1.0361799999999999,0.54486,1.3171,1.3001,0.95516,0.842778,0.8880733333333334,1.0583925,1.166302,,1.3071033333333333,0.024785,1.977,1.451695,0.46123,0.16591,2.3559,,,2.4945,,2.4069000000000003,,,0.43248,,,,0.56838,,,,1.2635,,,1.24915,,1.747,,-0.5161899999999999,,,,,,,1.0205,1.4308
0,648,2,1,,1.427,,1.0338,,,,,0.701355,,,0.2620699999999999,0.2475099999999999,0.594565,0.09461,,1.5969,1.1503,,0.52418,,,,,,,,,1.6212,,,,,,,,,,0.077621,,,,0.2620699999999999,0.0533509999999999,,1.6187399999999998,,,,,0.64068,1.640585,,,,,,,,,1.2134
0,250,1,1,,,0.33682,-0.29168,0.62961,0.10965,-0.011506666666666701,0.8517299999999999,0.15003500000000003,-0.18062,-0.029178333333333334,,0.055381,,0.6977766666666666,0.587965,0.18285,-0.021605,0.44788,0.451665,-0.23741500000000007,0.050332,,,,1.6443,1.158401,2.187,,3.3481,1.855045,2.011298,0.932482,1.2042733333333333,2.0439433333333334,0.19547,0.7928333333333333,-0.31188,0.22702,0.21314,,-0.028339999999999994,-0.12762,0.45545,,-0.22858,,0.30526499999999995,,,,0.76339,,,,0.37973,0.21818,0.26614,0.132365,,1.1344
0,353,1,1,0.7262713333333334,,-0.048974,,-0.048974,,,0.0184389999999999,,,0.83974,0.0431579999999999,,0.1218099999999999,1.106,1.023455,1.26895,1.4285,0.8176533333333333,1.3128,1.109435,0.57123,1.4476,,,,,,,,3.6588,0.46561,0.0184389999999999,1.37795,3.0824,2.4251,,0.9577199999999999,3.13295,1.49481,,0.0161919999999999,1.5734533333333331,1.049862,-0.16358,,-0.19504,,,0.0161919999999999,,,0.0431579999999999,,,-0.17257,,,,0.7809533333333335,
