fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g60,chr7-g61,chr7-g62,chr7-g63,chr7-g64,chr7-g65,chr7-g66,chr7-g67,chr7-g68,chr7-g69,chr7-g70,chr7-g71,chr7-g72,chr7-g73,chr7-g74,chr7-g75,chr7-g76,chr7-g77,chr7-g78,chr7-g79,chr7-g80,chr7-g81,chr7-g82,chr7-g83,chr7-g84,chr7-g85,chr7-g86,chr7-g87,chr7-g88,chr7-g89,chr7-g90,chr7-g91,chr7-g92,chr7-g93,chr7-g94,chr7-g95,chr7-g96,chr7-g97,chr7-g98,chr7-g99,chr7-g100,chr7-g116,chr7-g117,chr7-g118,chr7-g119
2,244,2,1,,-0.4947,,,1.9322,0.16035,-0.95647,-0.5770316666666667,-0.34167749999999997,-0.32289,-0.7703366666666667,-0.7434836666666667,-0.66652,-0.98868,,,,,,-0.591355,-0.1403299999999999,2.8558,,-0.25845,-0.34436,-0.7273733333333333,-0.13496,-0.9421366666666667,0.19257,-0.93501,-0.83834,-0.9135,-0.859815,,,0.41808,,,0.181832,,,,,0.34291,-0.11885
0,5,2,1,-0.2317699999999999,0.23884,0.16895,,,,,,-0.21313,-0.40417,,0.071097,,,,,,,,,,-0.6682033333333334,,-0.7116899999999999,,-0.55482,-0.74586,-0.6744100000000001,-0.6161725,-0.3777596666666667,-0.5858800000000001,-0.38553,-0.29234,-0.39951,-0.073345,,-0.24575,,-0.49735,,,,,,
0,885,1,1,-0.315785,-0.3042835,,,,,,,,,,,,,,,,,,,0.056045,,0.60037,0.17104,,0.46237,,,,,,,,-0.058953,,0.056045,0.6080399999999999,,,,,,,,
0,99,2,1,-0.91532,-0.78298,-0.873965,-0.82434,-0.95667,-0.8326100000000001,0.03999999999999998,-0.433932,0.12408666666666664,-0.243289,,-0.47901499999999997,-0.47970666666666667,,,,,-0.46041,,-0.625825,-0.692,-0.41078,-0.5762,,0.1185799999999999,-0.39423499999999995,-0.45488666666666666,-0.6072175,-0.47364000000000006,-0.4252525,-1.1056,-0.65064,-0.5762,,-0.2701699999999999,,-0.8739600000000001,-0.7106075000000001,-0.50176,-0.44110333333333335,-0.32807,,,,
1,1034,2,1,-0.45752666666666664,-0.464,-0.464,-0.2941059999999999,,-0.1242099999999999,,-0.28925,-0.2407099999999999,-0.32808499999999996,,-0.4672366666666666,-0.4834199999999999,-0.46399999999999997,,0.0505399999999999,,-0.25042,,,,,,,,0.0699559999999999,,-0.19217,-0.13392,0.5262399999999999,,-0.13877099999999998,-0.19217,,,,,-0.7455400000000001,-0.464,,,,-0.74554,,
2,119,1,1,0.20332,0.018930999999999993,-0.0732635,-0.4127035,-0.13193,-0.15428,,,-0.27441,-0.55099,-0.08164099999999995,0.021726666666666672,-0.98682,,,,-1.1209,,-0.706035,-1.15445,,-0.8862399999999999,-1.079,,-0.66415,,-0.28558666666666666,-0.31911399999999995,-0.12355,-0.06278475,-0.022973333333333335,-0.19478900000000002,0.40447,,-0.97006,-0.71862,,-0.63481,,-0.6892849999999999,,,-0.54261,0.37933,-0.80243
3,62,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5929399999999999,-0.55175,,,,,,,,,,,,,
0,406,1,1,-0.9491866666666667,-1.0145,-0.81105,-0.8713299999999999,-0.3152654,-0.4870566666666667,-0.7055600000000001,-1.01573,-1.003195,-1.0144775,-1.0069375,-1.12,-0.32883,,,,,,,-0.98434,-0.70179,,,-0.43431,-0.6980266666666667,-0.7206305,,-0.9316,-0.7507699999999999,,-0.9567166666666665,,,-0.999395,-0.7407333333333334,,-1.1802,-0.7714875,-0.52473,,-1.1049,,,,
2,1001,1,1,0.23243,-0.7682450000000001,,-1.097,-0.51261,-0.95088,-1.0239,0.64148,,0.61226,0.12043333333333335,,-0.4907015,-0.045133,,,,0.2908699999999999,,,,,,,-0.7609600000000001,-0.6879200000000001,-0.48339849999999995,-0.4395699999999999,,-0.3811345,0.013302,-0.424965,-0.09626499999999999,,-0.77557,,,,,,,,,-1.0239,-0.21313499999999996
0,190,1,1,,,,0.9187099999999999,,,,,,,,0.64689,,,,,,,,,,,,-0.22462,,,0.1723,,-0.1426465,,,0.30173,,,,,,,,,,,,,
1,144,1,1,-0.087132,-0.29239,,,,,,,-0.56295,,-0.8988,,-0.7682100000000001,-1.1694,,,,,,,,0.11812,,,,,,,-0.62826,-0.576945,-0.88016,-0.569158,,,,,,-0.43233,-0.1897599999999999,,,,,,
2,1229,1,1,,1.6419,,,,-0.13489,,,,,,,,,,,,,,,,-0.13489,,,,-0.26489999999999997,,,-0.37324,,-0.004879,-0.78494,,,,,-0.004879,,,-0.5899300000000001,,,,,
2,230,2,2,,-0.082274,-0.7260900000000001,-0.339986,-0.34291499999999997,-0.55769,,,,,,,,,,,,,-0.7871,,-0.96282,-0.5951099999999999,,-0.95306,,,-0.8749600000000001,-0.95306,-0.6601933333333334,-0.38685,-0.41125500000000004,-0.54304,-0.86032,,-0.752935,,-1.0702,,,-0.6309100000000001,,,,,
2,43,2,1,-0.32772999999999997,-0.4270633333333333,-0.156958,-0.227275,-0.2574099999999999,,-0.45496499999999995,-0.398045,-0.5738375,-0.4694766666666666,-0.51524,-0.538675,-0.3600933333333333,0.50602,,,-0.4918,,,,,-0.47841,,,,-0.4985,-0.3712576666666667,-0.12347333333333337,-0.73958,-0.52528,-0.5476066666666667,-0.3729325,-0.38465,,,,-0.10338,-0.34447,,-0.36456,,,,-0.77307,-0.6290849999999999
3,823,2,1,-0.93462,-0.7805333333333332,-0.81906,,,,,-0.292585,,-0.40815,-0.607185,-0.66497,-0.838315,,,,,,,1.6207,,0.24673,,,,-0.299005,-0.40815,-0.5173,-0.45951,-0.40815,-0.41365285714285716,-0.34395,-0.16417333333333334,,,,-0.16417,-0.356785,,-0.56224,,,,,
0,89,2,1,-0.4756125,-0.30770800000000004,,-0.48222000000000004,-0.51043,-0.07501949999999999,-0.130548,0.023697999999999997,-0.23631749999999999,-0.38703499999999996,-0.053866666666666695,-0.6091466666666666,-0.15963,-0.5192399999999999,,,-1.0481,0.33747,,-0.37646,0.300455,,0.19997,0.68386,-0.1199725,-0.5544966666666666,-0.38968,-0.65145,-0.24953550000000002,,-0.104105,,-0.67261,-0.45578,-0.51748,-0.67261,-0.29448700000000005,,,0.6018899999999999,-0.48222,,,,
1,208,2,1,0.9601366666666666,1.289,0.7185766666666668,0.8262786666666666,0.9266749999999999,0.34826475,0.023042666666666666,0.1292673333333333,0.5032300000000001,0.2544095,0.1496416666666667,0.21511933333333336,,1.3152,,,,0.68221,0.835,0.75423725,-0.090457,0.20056933333333335,2.7994,,,0.90485,,0.10162,0.09725149999999995,0.13654349999999998,0.005581,-0.05990000000000004,-0.326185,0.040504,,,1.0009,,1.0009,,,,,,
2,181,2,1,0.75064,0.6476474999999999,0.12783250000000002,0.5015175000000001,0.190115,0.7410633333333333,1.0700216666666666,1.1658366666666666,-0.25543,,1.27765,0.7656914285714286,1.13871,,,,,,,,,,-0.8111733333333334,-0.8495,-0.0542179999999999,-0.5836075000000001,-0.6698425,-0.6866099999999999,-0.26022,-0.317715,-0.66745,-0.69619,,-0.73452,,,,,,,,,0.05437533333333333,,
0,164,1,1,0.04945,-0.45285,,-0.042638,0.007592,-0.93841,-0.9928049999999999,-0.067753,-1.0891,-0.16821,,,,-0.33565,,,,,,,,,,,-0.15984,0.28386,-0.53657,0.082937,-0.4695899999999999,-0.37751,,,,,,,,,,-0.27705,-0.519825,,,,
0,158,2,1,,,-0.8827100000000001,,,-0.9700650000000001,-1.1286,,,-1.1157,-1.1804,-1.008905,-1.1448,-1.0811333333333333,,,,-1.0768,-0.8859300000000001,-0.8827,-1.0186,1.2204,0.12677999999999998,-0.6918125,-0.19677,-1.0186,-0.889175,-0.72739,-1.09625,-1.0768,-0.9797600000000001,-0.89132,-1.1415,-0.17736000000000002,0.1785433333333333,-0.6335500000000001,,0.46974,0.4729765,-0.352075,-0.69504,,-1.12215,,
1,843,2,1,-0.46874,,-0.681,-0.99939,-0.37322,-0.75529,,0.46521,,,-0.1079,,0.46521,-0.1079,,,,-0.61732,,-0.076057,,,-0.2883199999999999,-0.076057,,-0.17157,0.50766,,,-0.57487,-0.61202,-0.16096,-0.23525,,-0.659775,-0.65977,-0.8402000000000001,,,-0.33077,,,-0.065444,,
1,98,1,1,-0.3038599999999999,,,0.083075,0.29252,0.32091499999999995,-0.570095,-0.6535124999999999,-0.7109033333333333,-0.8682799999999999,-0.5168474999999999,-0.6765883333333332,,,,,-0.41745,,,0.093726,,,,,0.6404000000000001,-0.48963166666666663,,-0.92153,-0.4730638333333333,-0.389055,-0.11571499999999998,-0.08376666666666666,-0.48135,,-0.12991499999999995,-0.42810499999999996,0.3280099999999999,0.9882743333333334,0.0369279999999999,0.3617375,-0.7156399999999999,0.086626,0.2025866666666667,,
1,84,1,1,-1.2372,,,-1.054695,,-0.6017600000000001,-1.0344,-1.0209,-0.10826,-1.1358,-0.85865,,-1.2913000000000001,-1.1155,,,,,-0.79781,,0.0066599999999999,-1.0277,-0.79781,-0.29417000000000004,-0.912725,-0.463195,-1.034405,,-1.0615,-1.1425999999999998,-0.858655,-0.2772699999999999,,,,,,,,-0.44627,,,,,-1.0412
2,566,1,1,-0.9554156666666667,,,,,,-0.5539835000000001,-0.86807,-0.33559,-0.27319,-0.14838849999999998,,,,,,,,,,,,-0.85351,,,,,-1.022,-0.48535,-1.009485,-0.8971899999999999,-0.80983,-0.90967,,,,,,,,,,,,
1,339,2,1,,-1.168,-0.19754,-0.6540525,-0.26139,-0.044306,-0.4273899999999999,,-0.21031,-0.35078,-0.24861899999999998,0.8751,,-0.5934,,,,,,,2.101,1.5348333333333333,2.0115666666666665,,0.262165,,-0.031536,-0.3380066666666666,-0.18477,-0.6657466666666667,-0.27416,,-0.28693,,-0.2486199999999999,-0.005997000000000051,,0.1217,,-0.12092,,,,,-0.12092
2,172,2,2,0.27946950000000004,0.167236,,-0.31232,-0.17968,-0.48236999999999997,,,,,,,,,,,,,,,,,-0.71024,-0.53679,,0.075405,,,-0.090398,0.22845,0.11622,,-0.036831,,,-0.78677,-0.6796300000000001,-0.66433,-0.3531305,-0.48577,,,,,
1,843,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1586,,,,,,,,,-0.98878,,,,,,,
3,718,2,1,,,,,,,,,,,,,,,,,,,,,-0.30046,-0.0144979999999999,,,,,,1.3438,1.5368,,,,,,,,,0.32865,,,,1.2294,,0.38585,0.9005799999999999
3,27,2,1,,,0.80033,,,,,,,,,,,,,,,,,,0.001687,-0.29183,0.14503500000000003,-0.1450715,,-2.7219,,-0.8481500000000001,-2.7219,,-2.7219,-2.7219,,,,,,,,,,,,,
