fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g404,chr7-g405,chr7-g406,chr7-g407,chr7-g408,chr7-g409,chr7-g410,chr7-g411,chr7-g412,chr7-g413,chr7-g414,chr7-g415,chr7-g416,chr7-g417,chr7-g418,chr7-g419,chr7-g420,chr7-g421,chr7-g422,chr7-g423,chr7-g424,chr7-g425,chr7-g426,chr7-g427,chr7-g428,chr7-g429,chr7-g430,chr7-g431,chr7-g432,chr7-g433,chr7-g434,chr7-g435,chr7-g436,chr7-g437,chr7-g438,chr7-g439,chr7-g440,chr7-g441,chr7-g442,chr7-g443,chr7-g444,chr7-g445,chr7-g446,chr7-g447,chr7-g448,chr7-g449,chr7-g450,chr7-g451,chr7-g452,chr7-g453,chr7-g454,chr7-g455,chr7-g456,chr7-g457,chr7-g458,chr7-g459,chr7-g460,chr7-g461,chr7-g462,chr7-g463,chr7-g464,chr7-g465,chr7-g466
2,210,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021633,,,-1.1304,0.70392,,,,-0.58236,,,-1.8239,,-1.6841,,0.42986500000000005,-0.15173499999999995,-0.20207,-0.67184,,,,,,,,,,0.39074,-0.079033,,,
3,91,2,1,-0.35287499999999994,-0.3721199999999999,,-0.38655000000000006,1.1289,-0.2229775,,-0.25184249999999997,-0.2374099999999999,-0.025724999999999998,0.1282299999999999,1.1578,-0.2598638333333333,-0.19170500000000001,-0.60305,-0.1893,-0.4523066666666667,0.26294,0.4361399999999999,-0.366346,-0.4394699999999999,,-0.46834,0.08012066666666667,0.5644333333333335,0.7023626666666666,-0.14119,,0.15228999999999995,0.2725633333333333,0.17634000000000002,-0.1732633333333334,-0.369715,-0.5765899999999999,-0.8532299999999999,-0.6102675,-0.6511600000000001,,-0.2759,-0.49720666666666674,-0.5356949999999999,-0.3841475,-0.32401,0.10899,-0.6054575,-0.55975,-0.28071250000000003,-0.464492,-0.77625,0.099365,-0.3817405,-0.3191975,-0.28070999999999996,-0.4274475,0.363967,-0.52928,1.2829,2.1874,0.46982499999999994,1.6389,0.33992,0.58239,
0,648,2,1,,,,,,,,,-1.022845,,,,,,,,,,,,,,,,,-1.0263,,,,,,,,,,,-0.8377100000000001,-0.96345,-0.87264,,,,,,,,,,,,,-0.9529700000000001,-1.0542500000000001,-0.96345,-1.0333,,-0.88661,,,,,,-0.7608699999999999
0,275,1,1,-0.28989,,,,,0.77076,,,,,,,0.6632600000000001,,-0.33289,,-0.70555,-0.90622,-0.70555,-0.84172,,,,,0.12577,-0.59806,-0.56939,,,,-0.11430975000000003,0.04335,,-0.082065,-0.07848050000000001,0.4841,-0.089229,,-0.16806,,0.54143,-0.21823,,-0.053396,,,-0.42606,0.41600499999999996,,0.011103,-0.47622,,,,-0.57656,0.62026,-0.039063,,,,,,0.51993
0,620,2,1,-0.26633,-0.30161499999999997,0.2065175,0.31944,0.30532,0.1147745,-0.30867,0.23121999999999998,-0.047549999999999995,,,0.4253,1.3569,0.3370795,0.6264350000000001,1.2228,0.23475,0.25592,,0.84404,-0.48511,,0.27003,0.044198,,,,-0.16752,-0.48511,,,,0.4253,,,1.1357396666666666,1.4768,1.1028,0.626435,0.84874,1.6392,0.68993,0.742864,0.5011525,0.81345,0.120416,,0.92283,,0.09712499999999999,,-0.1745799999999999,-0.26633,-0.26633,0.1924,,0.17829,,-0.1040099999999999,,-0.32279,,-0.3369
3,455,2,2,,,,,,-0.41577,,-0.8850600000000001,,,,-0.6777,,,,,,,,,,,,,,,,,-1.267,,,-1.1833366666666667,,,,,,,-1.1688,-1.1688,,,,,,,,,,,-0.90689,,-0.81958,,,,,,,,,,-0.5685600000000001
2,198,2,1,,,,-0.87611,-0.7427250000000001,,,-0.2124199999999999,,0.002303,,-0.397865,,-0.70043,,,,,,-0.199405,-0.2839966666666666,-0.4726899999999999,-0.235195,-0.4857066666666667,0.164975,-0.20591500000000001,,,,,,,,,,1.0824,0.9653149999999999,,,,,1.2841,1.0434,1.4208,,1.141,0.5510483333333333,,,,0.19425149999999997,,,0.11943,0.3016146666666667,,0.21377374999999998,0.55538,0.5423666666666667,0.191,0.55538,,
1,81,1,2,-1.4496,,,,-1.5352,,-1.6985,,,,,-1.5274,,,,,,,,,,,,,,,,-0.7962100000000001,,,,,,,,,,,,,,,,,,,,,,,,-1.8619,,-1.7686,,-1.7763,-1.7997,,,,-1.7297,,
2,172,2,2,1.10593375,0.054999,0.34069,1.361,-0.011322500000000003,,,,,,,,,-0.12866,,,,,,1.4426,3.06495,2.8813,1.0753,,2.6109,1.19265,1.4562466666666667,,0.56516,0.76923,,1.861,0.75902,2.3609,2.2079,2.8915,0.60086,0.7007214285714286,1.700275,0.6876000000000001,1.2929899999999999,0.75903,0.861054,0.62638,0.6161800000000001,0.419765,0.23457640000000005,,0.46313,,,0.60597,1.0855366666666666,0.519245,0.085608,1.0039,0.075405,,,,,,1.3202
0,544,1,1,-0.8858900000000001,0.55415,,,,,,-0.29357,,,-0.44573,-0.83698,,,-0.92393,,,,,,,,-0.95653,,-1.0435,,,,,,,,,,-0.33704,,-0.8858900000000001,-0.88046,,-0.97827,-0.58158,,-0.23198600000000003,,,,,-0.68211,,,,-1.0435,,-0.652225,-0.13055,,-0.13054733333333335,,,,,0.21724,
0,353,1,1,-0.17159,-0.467528,-1.4636,-0.16437,,-1.276,0.3805994999999999,0.07563399999999999,1.0988,0.06661500000000004,-1.2471,,,0.8750399999999999,,0.20014500000000002,0.16045249999999997,-0.048878,0.4491699999999999,0.25428,0.12435500000000001,,-0.0019600000000000173,0.9024699999999999,-0.06331266666666667,-0.74903,0.99775,-0.417,-0.30873,0.92557,,,-0.65159,-0.5252699999999999,0.21097,0.1640585,0.93277,0.33368333333333333,,-0.070532,1.11683,1.2913,0.019689999999999958,0.8119049999999999,0.4997,0.784815,-0.16437000000000002,1.24675,-0.07775,-0.084968,0.48165250000000004,0.9075022500000001,0.47083,,1.6221,1.2540025,,,-0.24377,0.21458499999999997,,1.0988,0.8461700000000001
2,641,2,1,-0.32636,-0.39453000000000005,,-0.605845,,-0.319545,-0.27183,,-0.2036599999999999,0.25078233333333333,,,0.5189,0.4916399999999999,,,0.12354,0.66887,,0.887,1.84135,1.77995,1.2141866666666667,1.0097133333333332,0.8665499999999999,0.99607,1.514135,1.1324,1.0097,1.9185999999999999,0.65523,,1.2551,,0.50527,0.50527,,,,,1.0779,,,,,,2.9456,2.7684,,,,,,,,,,-0.39453,,1.1051,-0.080962,,0.15080466666666661
1,144,1,1,0.21453,-0.12445149999999995,0.5721733333333333,1.40565,0.39568,0.09946466666666666,,-0.1897599999999999,,0.5193066666666667,1.0744250000000002,0.32870928571428576,,,,0.84585,,,0.42601,,0.92049,1.5455999999999999,1.1117350000000001,0.416675,1.8348,1.1288533333333335,0.34670500000000004,,,0.37936,-0.24574,-0.66558,-0.24574,,,,-0.9548,,,,0.009286666666666665,-1.1787,-0.56295,-0.6096,-0.6096,,,0.16477,,,0.12745499999999993,,,-0.41367,-0.7215600000000001,0.14611,,,0.38402499999999995,,0.26273499999999994,,0.1367799999999999
0,215,1,1,,,,,,0.18360999999999997,-0.230465,0.39244500000000004,0.0863925,0.7417100000000001,,-0.151253,,,0.035982,,,,,,,0.8713150000000001,1.3322333333333332,1.1666,1.6298733333333333,1.181,2.2792,,-0.043232,2.02715,1.4906333333333333,1.6707,1.6220824999999999,,1.2206,,,1.098155,1.324995,1.5458299999999998,1.2674,3.2694,,,,,,,,,0.34564,0.58328,0.53647,,,,,,-0.2304699999999999,-0.2844749999999999,-0.4321,,
1,843,2,2,-0.90387,-0.978165,,-1.2223,-1.4558,-1.0347566666666665,-0.70223,,-1.020605,-0.74733,,,,,,,,,,,,,,,-1.1267,,,-0.7287600000000001,,,,-0.96755,-1.0843,-0.7924599999999999,,-0.8136650000000001,,,-1.0631,,,,,,,,,,,,-0.5925733333333333,-0.7924599999999999,0.5341899999999999,-0.12204666666666664,-0.46874,-0.91449,-0.288315,-0.2883199999999999,,,,,
2,18,1,1,,,-0.9375,,-1.4313,1.3729,,,,,3.0396,,,,,,-0.56713,,,,1.4964,,1.0995,-0.83168,,0.7468,,-0.888995,-0.22762000000000002,,,,0.39407,,-0.49217,-1.0169,-1.105,-0.84931,-0.796405,,,,,-0.1703,,,,,,2.4399,0.18243,,2.06515,1.0730915,0.5528,0.3587935,1.1597938333333333,,2.4752,,0.023701,0.746785,1.8702739999999998
2,841,2,1,,-0.15025,-1.0742,,,,,,,,-1.0042,,,,,,,,,,,-0.20625,,,,,,,-0.55624,-0.83624,,-0.79424,-0.93423,,,,,,,,,,,,,,,,,,,,-0.66824,-0.66824,,,,,,,,,
2,947,1,1,,,,,,,,,,,,,,,,,0.1111,,,0.29433,,,,-0.092485,,,,-0.60145,,,,,,-0.64217,-1.029,,,0.34523000000000004,,,,,,,,,,0.17218,,,,,,1.037435,,,,,,,,,
1,820,1,1,,,,,,,,,0.54196,0.94249,,0.8155,,,,0.44915249999999995,0.32704,,,-0.42518,0.93273,1.69475,,,1.431,2.1246,,1.9243,0.8350299999999999,,,,,,,,,,0.3075,,,,,,,1.5579,1.8852000000000002,1.5807333333333335,,1.2649,,,,0.32704,,,0.17074,0.87411,,,,1.7875,1.6947
0,407,1,2,,0.44694,,,,,,,,,,,,,,1.6622,,,0.43095,0.79872,0.886682,,,,,,0.24439933333333333,0.4575966666666667,,0.6708,0.46559666666666666,0.23267439999999998,1.3130766666666667,2.2298,0.7907099999999999,0.42296,0.4869133333333333,,,,-0.51247,2.8854,1.20649,,,-0.66437,,0.4869199999999999,1.9220499999999998,1.6902,-0.6777000000000001,-0.296601,,-0.48048650000000004,,1.0865,,-0.24063099999999998,-0.1367,,-0.29259999999999997,1.8061,
1,84,1,1,,0.50017,0.90578,-0.60514,-0.4733199999999999,0.64888,-0.38092333333333334,-0.33135000000000003,-0.50712,-0.26375,-0.35163,1.48375,,,1.0443500000000001,0.64888,0.48663,,0.43255,0.8246450000000001,0.0607395,0.32101,0.038770000000000006,0.7610944,-0.125165,-0.04742233333333331,0.3031428571428571,1.27533,0.9564794999999999,,1.9401,,,1.554745,-0.027141,,0.79252,0.7570399999999999,0.577895,1.1806796666666666,1.5818,-0.24347,0.36833499999999997,-0.32459,0.36495,-0.19615,0.371713,0.39875499999999997,0.211147,-0.2941674999999999,-0.3043133333333334,0.20721,0.06614779999999998,0.54072,0.22975,0.35143,0.25679,,,,0.64212,,
1,339,2,1,,0.18554624999999997,-0.0443053333333333,0.2398175,,,,0.785707,1.8392075,-0.22733666666666666,-0.77217,,,,,,2.7395,1.1943,,1.23903,0.5494775000000001,0.18874250000000004,,0.24939999999999996,0.17918499999999998,-0.312465,-0.8871,0.21109999999999998,-0.297136,0.26429516666666664,-0.5870150000000001,0.24938499999999997,-0.72748,-0.593395,0.12169999999999997,0.045084999999999986,0.3260099999999999,1.0283,0.23023999999999997,-0.8871,-0.7721733333333333,-0.12092199999999995,-0.55935,0.013155,-0.35716000000000003,,-0.65725,-0.36355,,0.09616,2.9757,-0.19754,1.858352,1.1241349999999999,0.21109,,3.19277,,,,0.8208325000000001,,0.54309
2,648,2,1,,,-0.90901,,,0.22634,,0.51344,0.6613433333333333,0.36989,,0.47429000000000004,,0.83317,0.5656399999999999,-0.43922,-0.58277,-1.2353,,-0.445745,-0.58277,-0.85683,-0.38702,,-0.36091999999999996,0.46450249999999993,0.004485,-0.29567,0.069736,-0.3804949999999999,-0.0607659999999999,-0.43269499999999994,-0.46531999999999996,,,,,-0.35657000000000005,-0.20432,,,,,-0.45227,-0.3935449999999999,-0.84378,,,,0.40904,-0.24347,,-0.59582,-1.0395,,,,,-1.1113,,,,
1,831,1,1,,,,,,0.071255,,,,,,,,,,-0.16373,,,,,,-0.54174,,,-0.4497899999999999,-0.56218,-0.47023,,,,,,,,-0.50428,-0.4191399999999999,,,,,,,,-0.2761099999999999,,,,,,,-0.16373,,,-0.64391,,,,,,,,,
3,86,2,1,,,,-0.62734,-0.77808,-1.1859675,0.74708,-0.67611,-0.78695,-1.001528,-0.64507,-1.0972950000000001,-0.81355,-0.6096,,,,,-0.21279450000000003,0.312585,0.42788,1.2525,-0.32585,-0.32585,0.50767,-0.1675091428571429,0.7618566666666666,0.28154999999999997,0.04361433333333333,0.303721,-0.23718,,-0.11599433333333332,-1.10173,-0.042101,0.85349,-0.370188,0.15298,-0.34359,-0.16180849999999997,,-0.077569,,-0.60073,,,-0.67167,,,-0.5298,,,-0.392355,-0.32585,-0.24161499999999997,,,,-0.23718,-0.23718,,-0.24605,-0.2283099999999999
1,877,1,1,,,,,,0.3963933333333334,,,0.716,,1.4789,1.5305,0.87064,,,1.1696,2.1697,2.0563,-0.45932,0.6129,0.05273333333333332,0.8500200000000001,,1.54595,-0.46447499999999997,,,,,,-0.38715,,,,2.0700333333333334,,2.12325,0.88095,,,2.6336,1.5510950000000001,1.0871,2.8707,,2.7108999999999996,1.6954,,,,,,,1.6645,0.54073,,,,,,,1.4377,1.9944
0,250,1,1,-0.3760699999999999,-0.0791745,,-0.13064,,-0.3760666666666667,,-0.17813966666666667,-0.2216825,-0.39982,,,,0.29161599999999993,,,,0.51857,,-0.54233,0.43148349999999996,,-0.550245,-0.288975,-0.3602366666666667,,-0.24939,-0.84054,-0.2216825,-0.6109433333333333,-0.12271714285714287,0.035625,0.30876600000000004,,0.007915000000000005,-0.04091,-0.237515,0.25731,-0.59775,0.09896133333333335,0.97777,0.8115100000000001,0.2612635,-0.51066,0.12073450000000001,,0.28106,-0.003959999999999991,,,,-0.41037666666666667,-0.45524,0.22037266666666666,,,,,0.10293250000000007,0.13063,-0.4684183333333333,0.37606,-0.4367666666666666
2,636,2,2,0.650205,0.4520899999999999,,2.4785,0.7124699999999999,,,,-0.38565,,,-0.45357,,-0.2498,,,,0.36152,,0.55398,,,-0.2498,0.21435,0.5087,0.28228,,,,0.27096,0.6785100000000001,,,0.12379,0.20303,1.737015,1.0747,2.22378,1.289828,1.7992499999999998,,0.6143566666666667,0.6219,,0.7237899999999999,,0.34454,0.21435,0.88228,,,,,0.37285,1.2445,0.152089,,,,,-0.12526500000000002,0.04454133333333333,-0.10640333333333336
0,406,1,1,1.5172,1.2986199999999999,0.093109,,1.56615,,-0.05004999999999998,,0.23627666666666672,0.807025,-0.0425139999999999,0.9922400000000001,,0.125135,1.4569,0.77122,,-0.48706,1.21953,-0.59254,0.726035,0.84657,0.4491125,0.5275966666666667,2.04455,-0.6151399999999999,0.15335,1.402628,1.4769566666666665,-0.18943499999999996,0.435935,-0.59631,-0.43431,-0.66789,1.7984233333333333,4.495833333333334,-0.13293,,0.017763,1.4192,-0.65282,2.7152,,2.2254,,,,,,,0.28901,,0.28901,1.2082325,-0.47952,-0.08018999999999998,-0.30623,-0.67542,,0.92192,1.181841,,0.07803999999999994
1,98,1,1,1.4616333333333333,1.4001,0.5481,,1.1303,0.44161,0.885355,0.86049,0.49841,0.82146,0.6617109999999999,,,-0.17606,1.7302,0.7681899999999999,-0.48135,0.18602,,0.6546,-0.11217,1.26875,0.22152,1.4285,0.52918,1.4000666666666666,,2.0887,3.55125,2.678,0.6723300000000001,,-0.5008724999999999,0.6498566666666665,-0.8954966666666665,0.086626,-0.39615,,-0.65884,,-0.772435,1.7125,0.001429,0.8108,2.11,,1.7408666666666666,-0.35355,-0.7203733333333333,,2.08515,1.0237749999999999,0.85339,1.3361666666666665,,,,0.8463090000000001,-0.04827,,,1.3527333333333331,0.48894
1,94,1,1,0.13352025,0.24472,0.07075,-0.6824633333333333,-0.15163,-0.58921,,-0.05836333333333332,-0.58204,,-0.560515,0.7737499999999999,0.22857000000000002,0.12455150000000001,,,-0.96941,0.28596,,,-0.395525,-0.7135466666666667,-0.80442,,-0.6214925,-0.664535,-1.059065,-0.48878,-1.077,-0.8080050000000001,-0.7398566666666667,-0.68606,-0.20542499999999994,-0.406285,-0.6920299999999999,-0.55155,-0.462956,-0.5999699999999999,-0.2939015,-0.28792,,0.14786500000000005,-0.45291499999999996,-0.5569299999999999,,,-0.49595,-0.5103,,-0.5103,-0.3763933333333333,-0.37400666666666665,-0.5103,-0.226945,,0.70202,,0.3935599999999999,-0.38835,0.257265,1.9359,1.1396,-0.15880099999999997
1,142,2,1,-0.14377,0.229915,0.280877,0.8210200000000001,0.48131,0.11441,0.92973,1.3238,0.6117520000000001,0.04647,0.6624733333333334,0.0125,,,,-0.61257,-0.5989800000000001,1.1104479999999999,1.4325,-0.64994,-0.8571700000000001,-0.47668999999999995,-0.71449,,,-0.48574333333333336,-0.53104,-0.43818666666666667,-0.5174542000000001,-0.3770383333333333,-0.46989799999999987,-0.34759700000000004,-0.74943,-0.53104,-0.79602,,-0.03505999999999998,-0.5191524999999999,0.10761949999999995,-0.7507233333333333,,-0.3226833333333333,0.0872458,0.1506483333333333,0.63078,-0.35213,0.7802549999999999,0.95691,0.359009,0.233315,0.513575,0.5560425,-0.15056499999999998,0.56284,1.30002,0.53566,0.61719,,,0.10762,1.1086500000000001,0.35901,3.036
2,119,1,1,-0.559385,,-1.0916000000000001,2.5081499999999997,-0.70186,-1.07902,-0.65996,-1.2675999999999998,-1.1712,-0.18221933333333337,-0.5644106,-1.0019034,0.81515,-1.0623,,,-0.91139,,,-0.8611,-0.93234,,-0.92815,-0.71024,-0.97844,-0.88904,-0.886245,-0.63481,-0.71024,-0.9994000000000001,-0.8191949999999999,-0.3247,-0.5090899999999999,-0.8904349999999999,-1.02455,-0.739575,,,,-0.8862399999999999,-0.7961475,-1.0035824999999998,-0.92815,-1.0203,,-0.65157,-1.1042,-0.5824265,-0.7605266666666667,-0.429465,-0.251363,-0.38839799999999997,-0.30374666666666666,-0.301232,-0.05370333333333336,-0.5146776666666667,-1.0623,,,-0.039734999999999965,-0.4755466666666666,-1.1209,-0.38058333333333333
0,407,1,1,,,-0.43251,,,,,-0.44051,,,,-0.10871549999999999,,,-0.1207099999999999,,,,0.18310700000000002,,,-0.040757,0.686795,,-0.040757,,,0.095159,-0.24863,,2.4377,,,-0.1287,1.7981,,,-0.97618,,,2.1979,,,-0.8242700000000001,,-0.000782,,,,,,,,,,,,,,,,,
1,1034,2,1,,,,,,,,,,,,,,,,,,,,,,,-0.71641,,,,,-1.0174,,-0.5805,,,-0.08375766666666669,-0.26336,-0.10479,-0.7406874999999999,,,-0.40575,-0.6096199999999999,-0.3572099999999999,,-0.92029,,,,,,,,,,,,,,,,,,,,
1,233,1,1,-0.47301,,,,,,0.4520699999999999,,,,,,,0.70585,,,0.19829,,,0.37839324999999996,0.25968833333333335,,,-0.06368,0.341555,-0.14555,,,-1.1116,-0.55487,-0.63264,-0.603995,-0.43821249999999995,-0.72679,-0.18920666666666666,-0.395235,-0.45663,1.4426,-0.6481939999999999,-0.6558299999999999,0.0427433333333333,-0.8059133333333333,,,-0.83321,-1.0624,,-1.00101,-0.93145,-0.4129716666666667,,-0.9642,-0.387045,-0.12425520000000001,-0.38295666666666667,0.026372,0.010000000000000002,1.0661,,,,0.90233,-0.3583949999999999
2,711,2,1,,0.008933333333333349,-1.0682,-1.1214,,,0.46106,-0.84215,-0.8953399999999999,-0.0389432,0.09315099999999998,,,0.16518,-1.1613,-0.04758250000000003,-0.94853,0.10865999999999998,0.59404,0.23166750000000003,-1.2145,0.8799500000000001,0.44110000000000005,2.0169,2.2031,-1.3608,-0.8620950000000001,-1.148,0.4677,-1.0415999999999999,-1.0948,-0.10077750000000002,-1.015,,0.008929,-0.7978190000000001,0.6605300000000001,,-0.29693,3.0542,,0.80681,,-0.90864,-0.82885,,,,-1.2145,,-0.1905406,0.20175099999999996,,,,-0.4565,-0.6925375,,-0.76236,,,-0.01101799999999995,0.1951
0,610,2,1,,,,,,-0.69439,,-0.72209,0.004847,,,-0.59745,0.40639,,-0.3967,,,,-0.11285,,-0.60439,-0.5697800000000001,-0.83978,,,-0.652855,-0.829395,0.03254,,,,,,,,,,,,,,-0.7567,,,,,,,2.0056,3.1826,0.8356299999999999,,,1.9641,1.4587,,,,,,,,1.8533
2,80,2,2,,-0.23184,,-0.88363,,,-0.19417,-0.307195,-0.35994,0.48775999999999997,-0.45036,,,,,0.2428699999999999,0.009281000000000001,0.005514999999999992,,,0.4011066666666667,-0.3354500000000001,0.7226066666666666,0.14365666666666665,0.71758,-0.24691,0.66107,0.35966250000000005,0.8456799999999999,-0.0811409999999999,-0.11504999999999999,-0.2017,-0.7894399999999999,-0.7178599999999999,-0.5763057142857143,-0.53325,-0.66888,,-0.5533399999999999,,,,-0.048490000000000054,,1.1847750000000001,0.56311,0.2679863333333334,-0.00830000000000001,-0.60106,0.41618,,,,,,,,0.40864,0.2277933333333333,0.59704,0.8205566666666666,0.47646,0.634695
2,730,2,1,,,-0.9393149999999999,-0.95291,,0.01792000000000001,,,1.5921,,,,,-0.8032,,-0.74876,,,,,-1.27955,,,,-1.1026,,,-0.9211499999999999,-0.8122733333333333,-0.87125,-0.91208,-0.9461,-0.85083,-0.74876,-0.67618,-0.605865,-0.55823,,-0.6126699999999999,-0.6535,-0.6875199999999999,-0.5174019999999999,-0.4357399999999999,-0.7079300000000001,,,-0.50379,,,,-0.50379,,-0.55823,-0.73515,,-0.49699,,,,,,,
2,260,1,1,1.036,0.25937733333333335,-0.18006999999999995,-0.22553,-0.44525,-0.45282999999999995,,-0.26530649999999995,-0.60341,-0.14597499999999997,-0.267196,1.308759,0.94506,,-0.47556,-0.18007,0.61548,-0.54375,,,,0.35409,,-0.27099,-0.028533333333333317,-0.79377,-0.6914899999999999,-0.99833,,-0.9301550000000001,,,0.32565,-0.21037333333333338,-0.032323,,-0.23121,-0.72558,-0.28235,0.530225,-0.1687,-0.702855,-0.7255849999999999,-0.55795,-0.41873,-0.75968,-0.083464,-0.20279866666666665,-0.0664179999999999,0.013135000000000008,0.081326,-0.543745,0.20634,-0.27099,,,,0.5131899999999999,0.19498,,1.109845,0.9933574999999999,0.660935
2,244,2,1,-0.38732,,,,,-0.265613,,-0.48127875,-0.043681,0.12813666666666665,-0.34436,0.46103,,,,-0.22980333333333336,,,,,-0.694456,-1.3001,-1.3216,-0.3175199999999999,-1.2894,1.0006750000000002,,1.132215,-0.8848833333333332,,,1.05883,,1.4812,,,0.3966,,0.93891,1.108025,-0.188653,0.91206,,,-0.25845499999999993,-0.22624,,-0.40879,,,-0.39805999999999997,-0.2020755,-0.317515,-0.49112333333333336,-0.5591349999999999,-0.5591349999999999,,,-0.075897,1.7389,0.77246,3.1027,
1,53,1,1,1.114705,2.4172000000000002,0.4891,,0.40021,-0.50229,0.33526,0.362625,-0.324522,-0.66638,,-0.61852,1.3482874999999999,,,0.9311986666666666,2.4445,0.15408,,,-0.50912,-0.33478,,-0.36554,-0.358705,,0.026454666666666626,-0.351865,-0.20145,1.5694,-0.2288,2.5129,0.432685,2.4285666666666668,1.3334766666666666,0.62586,2.6804,0.02075500000000001,0.06519499999999995,1.09503875,0.87198,1.2754,0.8207150000000001,2.6086,0.5670459999999999,0.6121599999999999,0.42756,1.291778,,1.4577,0.39338,0.3865333333333334,,-0.4093,-0.32794,0.45491,0.7489100000000001,,3.0325,3.9624,2.8547333333333333,1.8268766666666665,1.9864166666666667
1,77,2,1,,-0.297075,,,,1.921,1.6772866666666666,0.0032833333333333234,0.7047399999999999,,2.041945,2.608566666666667,1.10347,0.34633499999999995,2.5788,0.8990500000000001,0.44085,0.09587999999999997,,,,1.0013,0.7699966666666667,0.7968850000000001,,0.788225,0.6730900000000001,1.0013,,0.39096,,,,,1.1001,1.8950999999999998,0.49651,1.3740350000000001,1.4589566666666667,0.8285299999999999,0.4398899999999999,1.0434866666666667,,-0.15025,,0.09228225000000005,3.834,,,,0.051259500000000055,5.15675,2.64,2.5385004999999996,2.559633333333333,4.0349,3.9484000000000004,0.4514106666666667,,0.2067099999999999,,3.3503,
0,310,1,1,0.5283950000000001,0.52164,,1.3382,1.4597,-0.14647,-0.51089,-0.5412600000000001,1.8106,-0.6683633333333333,-0.7167250000000001,,0.64312,1.3517,1.83425,,,,,-0.598625,0.39342,0.17476199999999997,1.159405,0.20581399999999994,,-0.76059,0.61615,0.31018333333333337,,0.42041666666666666,-0.09923000000000001,0.5554,-0.59863,0.21458499999999997,-0.2814399999999999,0.9454620000000002,1.8896757142857141,-0.213955,3.8352,1.0041775000000002,-0.43666,-0.8415799999999999,1.3530839999999997,1.8511,-0.11812399999999998,1.67565,,1.9152,,-0.16671,,-0.4141633333333334,-0.11273,-0.5176449999999999,-0.3151833333333333,,,1.0548,,0.6262490000000001,2.5125,,-0.62562
0,89,2,1,-0.22309,,-0.15963,0.004305000000000003,-0.286555,0.45382,-0.10146,-0.0446115,0.014882,0.10742625000000004,,,0.10478,0.63362,,1.3634,1.1413,,0.37978,,0.9463025,0.19821200000000003,0.5816243333333333,1.0655233333333334,0.6187978000000001,0.1400383333333333,0.28855675000000003,0.7896350000000001,0.7482066666666668,0.47497,0.5701620000000001,1.20475,0.884835,1.7097725,2.8177,2.1699,1.1413,2.674925,1.4501380000000001,2.397275,1.6736666666666666,0.91919,1.14000375,,-0.03976333333333334,0.87954,-0.31828,0.1312299999999999,0.6600600000000001,0.8081499999999999,0.519925,0.54901,,0.16648333333333332,0.19644999999999993,,0.6389100000000001,0.34276,,,2.7119,1.1294,0.961518
1,189,2,1,,,-0.96223,,-0.338575,-0.16849,-0.26163200000000003,-0.25758,-0.32238,,-0.8528749999999999,-0.654455,-0.8974333333333333,-0.88124,-0.80024,,-1.027,-0.581555,-0.8225125,,-0.8933875,-0.53296,-0.8731399999999999,-0.788095,-0.25758333333333333,-0.80024,-0.97843,0.43087,,,,,-0.99463,1.3663750000000001,,0.9546333333333333,0.322879,0.81965,,,0.39038,,,-0.16039,-0.04051400000000001,-0.50866,-0.19683299999999995,-0.022696,-0.5653600000000001,,-0.3790699999999999,-0.52486,-0.49651500000000004,-0.55726,-0.354774,-0.76785,-0.6652533333333334,,,-0.22518,-0.10773999999999999,-0.57751,-0.05778999999999997
1,137,1,1,1.0106249999999999,0.32029,-0.56205,,,0.8778775000000001,1.2679866666666666,0.2712866666666666,0.736945,0.42649950000000003,-0.05007366666666668,1.2414325,1.1945,,0.058857,0.61441,,0.9166785,2.518,,-0.680515,-0.77447,0.52862,-0.5212,,-0.1617299999999999,0.5953400000000001,0.3693099999999999,0.90445,3.9804,1.7990625,1.3306189999999998,2.61605,0.9452750000000001,1.5199133333333332,1.8481,-0.21075,0.6089666666666667,1.79087,-0.79898,,0.19775,0.4305885,,0.81457,0.6661533333333333,0.56539,0.47225139999999993,0.39382399999999995,0.8737975,2.9755,0.7315133333333333,0.034348,0.79415,0.5790193333333333,,0.14463849999999995,-0.180791,-0.30879,0.77781,0.299869,1.10869,0.5871733333333333
0,352,1,1,-0.57333,0.2856,-0.84993,,,,-0.012842,,,-0.17298,,0.35111,-0.6024499999999999,-0.4350299999999999,-0.72619,,,-0.1948196666666666,,,-1.2503,,-1.0731666666666666,,-1.0174,-0.762585,-1.061,-0.944565,-0.63884,-0.2021,,-1.0319,-0.90817,-0.9026974999999999,-1.1484,-0.9299999999999999,-0.9882150000000001,-0.627915,-0.44959,-1.1775,-1.1993,-0.46780999999999995,,0.2492,-0.2021,,-0.04923833333333335,0.34383,0.10362,-0.87177,-0.7771466666666665,-0.38892599999999994,-0.227575,-0.84993,-0.3840699999999999,,-0.54421,-0.59517,,,,,-0.36224
