fov,cellID,rep,dbscan_ldp_nbr_allele,chr4-g711,chr4-g712,chr4-g713,chr4-g714,chr4-g715,chr4-g716,chr4-g717,chr4-g718,chr4-g719,chr4-g720,chr4-g721,chr4-g722,chr4-g723,chr4-g724,chr4-g725,chr4-g726,chr4-g727,chr4-g728,chr4-g729,chr4-g730,chr4-g735,chr4-g736,chr4-g737,chr4-g738,chr4-g739,chr4-g740,chr4-g741,chr4-g742,chr4-g743,chr4-g744,chr4-g745,chr4-g746,chr4-g747,chr4-g748,chr4-g749,chr4-g750,chr4-g751,chr4-g752,chr4-g753,chr4-g754,chr4-g755,chr4-g756,chr4-g757,chr4-g758,chr4-g759,chr4-g760,chr4-g761,chr4-g762,chr4-g763,chr4-g764
1,843,2,1,,-0.50058,,,-0.2458699999999999,-0.601405,,-0.6916150000000001,-0.12912,-0.31750174999999997,-0.32016,-0.12912,,-0.4369,-0.41567,-0.45813,-0.50058,,,,,-0.36261,,-0.67039,-0.012378,0.04599,,-0.09197849999999999,,-0.6916100000000001,,0.44398,-0.2918533333333333,-0.13974,-0.04422,-0.1928,0.64563,0.3803,,,,,,-0.6491600000000001,-0.30954,,,-1.2647,-1.4133,-0.691615
0,190,1,1,0.9489,0.41391,-0.43171,,,-0.060675,0.0601279999999999,-0.1404905,0.04071424999999997,-0.20161033333333334,-0.49212,-0.20448666666666662,-0.74235,,,-0.50937,,,,,0.69003,0.06588000000000001,-0.31954,0.5232066666666667,-0.74235,,-0.29078,-0.19441999999999998,,,,,,0.53471,,0.41392999999999996,-0.14265075,0.42468750000000005,,,0.23845000000000002,,0.9316303333333334,0.12916,0.068757,-0.25482499999999997,,,,
2,636,2,1,-0.31017333333333336,-0.28376,-0.38565,-0.27244,-0.223384,-0.266777,0.061524249999999996,,0.21435,0.21435,-0.091307,-0.35734499999999997,-0.0856465,-0.742255,,,,,,,,,-1.2234,,0.28228,-1.1555,,,,-0.6913100000000001,,,,,,,,-0.7592300000000001,-0.41961,,,,-0.572445,,,,-0.21584,,,
1,98,1,3,,,-0.66594,,,-0.71919,-0.65884,-0.31806,-0.623345,-0.92153,-0.69434,,,-1.0422,-1.0777,-0.99253,-0.99253,,,,,,-0.925774,,-1.088365,,,,,-1.0777,,,,,,-1.0706,,,,,,-0.50975,-1.1416,,-1.1416,-0.47424499999999997,-0.73694,,,
2,210,2,2,-0.8955500000000001,-1.05775,-0.9738533333333333,-0.9291,,,-0.05293333333333336,0.52496,-0.34747,-0.34747,0.910865,1.3527,,,-0.157326,,,,,,,,-0.09581100000000001,,-0.39780499999999996,-0.80045,-0.8284299999999999,-0.58236,,,-0.7725099999999999,-0.4481400000000001,0.6927300000000001,-1.1975,0.6703600000000001,0.062646,-0.6420133333333333,-0.38103,-0.10511666666666664,,,,,,-0.4854133333333334,,0.9350900000000001,-0.27477000000000007,,-0.26918
0,407,1,1,,,,,,,,,,-0.22464,-0.18467,-0.24863,,,,,,,0.27105,0.27905,,,,-0.2566199999999999,,,,,,,,,,,0.57486,,,0.8467,,,,,,,0.29504,1.098555,,,0.21509,1.04124
2,584,2,1,-0.7286100000000001,,,,,,,,0.0542029999999999,,,,,,-0.009962,,,,,,,,-0.009962,,,,,,,,,,,-0.69011,,,,-0.79278,,,,,,-0.57462,,-0.728615,,,-0.77995,
0,310,1,1,,-0.57838,-0.47714999999999996,,-0.7336,0.41367,,,,-0.2342,,-0.97655,,,,,,,,-0.2342,-1.287,-1.2128,-0.4704,-0.8685700000000001,-1.2015,,,-0.57163,,,,-0.75722,0.00874999999999998,-0.46366,-0.2746916666666667,1.345,,,,0.33943,-0.47714999999999996,-0.20046000000000003,-0.0384904,-0.5918800000000001,0.2618245,,0.29894,,-0.7943399999999999,-0.41978999999999994
3,157,2,1,,0.304005,0.767055,,,-0.15435,0.21982000000000002,1.3049,0.7483299999999999,0.42561,-0.032744999999999996,,,,-0.47707,-0.24789,,,,,,0.41626,0.60334,0.4910899999999999,0.65947,,,0.11692,0.60334,-0.44433,-0.645445,-0.748345,,-0.6360899999999999,-0.3040199999999999,,,-0.8652700000000001,-0.91204,-0.8278500000000001,-0.24789,-0.48175,,-0.5846399999999999,-0.608025,,-0.827855,,0.70624,-0.014036
2,805,2,1,-0.0337089999999999,-0.44858,,,,0.95301,0.7138,0.5742636666666666,0.84836,0.18307000000000004,1.1124833333333333,0.4147975,0.355,,-0.0636085,,,,,,,1.1922,0.17559,0.66895,0.17559499999999997,0.7138,-0.3476599999999999,-0.1832099999999999,-0.0038079999999999,,-1.080235,,-1.0503,,-0.9406733333333333,-0.73637,-1.1599666666666666,-0.78122,,-0.75132,,,,-0.6167699999999999,-0.90082,-0.9576420000000001,,,,-0.7064699999999999
2,1229,1,1,,,,,,,,,,,-0.535755,,,,,-0.74161,,,,,,,0.32015,-0.43825,,,-0.37324,,,,,-0.7632800000000001,,,,,,0.62351,,,0.10346,,,,,,,0.10346,,
