fov,cellID,rep,dbscan_ldp_nbr_allele,chr11-g340,chr11-g341,chr11-g342,chr11-g343,chr11-g344,chr11-g345,chr11-g346,chr11-g347,chr11-g348,chr11-g349,chr11-g350,chr11-g351,chr11-g352,chr11-g353,chr11-g354,chr11-g355,chr11-g356,chr11-g357,chr11-g358,chr11-g359,chr11-g360,chr11-g361,chr11-g362,chr11-g363,chr11-g364,chr11-g365,chr11-g366,chr11-g367,chr11-g368,chr11-g369,chr11-g370,chr11-g371,chr11-g372,chr11-g373,chr11-g374,chr11-g375,chr11-g376,chr11-g377,chr11-g378,chr11-g379,chr11-g380,chr11-g381,chr11-g382,chr11-g383,chr11-g384,chr11-g385,chr11-g386,chr11-g387,chr11-g388,chr11-g389,chr11-g390,chr11-g391,chr11-g392,chr11-g393,chr11-g394,chr11-g395,chr11-g396,chr11-g397,chr11-g398,chr11-g399
2,555,1,2,,,,,,,,,,,,-1.1236,-1.0777,,,-0.808255,,,,-1.1007,,,,,,,,,,0.5391199999999999,-0.4126399999999999,,,,,-0.60758,,,,,,,,,,,-1.0319,-0.61905,,-0.90573,,0.1377755,,,,-1.158,,0.046035000000000006,0.034571,-0.53878
3,741,2,1,,,,-1.00223,,,,-0.65466,-0.65466,,,,-0.64155,,,-0.40547,,-0.40547,,,,,,,,,-0.9694050000000001,-0.28743,-0.4185899999999999,-0.694005,,-0.37487,-0.53662,-0.75958,-0.353008,-0.19999666666666668,-0.95631,,-0.96943,-0.79893,,-0.818585,-1.0219,,-0.57269,-0.43826,-0.31366,-0.81205,-0.73335,-0.90385,,-0.73335,,,-0.06447499999999998,-0.205455,-0.33989,-0.631056,-1.1465,
0,544,1,1,,,-0.5761499999999999,1.228,,,,-0.91306,-0.4566,,-0.55079,-0.97827,-0.09251,,,-0.8261200000000001,,-0.7609100000000001,-0.3778025,-0.000129,,,,0.010739,,,,,,,-1.1739,-0.67396,,-0.076207,,,,,-1.0761,,,-1.0761,,,-0.2528075,,,,2.0974,,,,0.56502,,,,,,-0.59788,
3,353,2,1,,,,-0.60925,0.004631,,,-0.8761566666666667,-0.36904,-0.5358499999999999,-0.5291750000000001,-0.395728,0.55178,,,1.118965,-1.3432,-0.010934999999999953,0.992165,-0.8895,0.04466500000000001,0.5984950000000001,,,,,,,-0.369035,-0.802755,,-0.8227700000000001,0.04466999999999999,,,,-0.71601,,,-0.12882,,-0.12882,,,,-0.008713333333333314,-0.3023099999999999,-0.008714,-0.66263,-0.505156,1.219,0.2315,,,-0.52918,-0.02206,-0.5959,-0.02206,,-0.79162
2,947,1,1,,,,-0.58109,,,,-0.76432,,,0.03985,0.2129,0.14164,,,,,,-1.1104,,,,,,-0.92719,,,,,,2.0655,,,,,,,,,,,,,,,0.8033,,,,,,,,,,,,,,
2,172,2,1,-0.29191,,,,,,,0.09921333333333333,-0.11029399999999998,,1.6467,,0.095812,0.11622,-0.15927,,,,,,,,1.09574,0.7232959999999999,1.1535373333333332,-0.087847,2.3201,1.524253,1.361,2.9833,,,-0.18988,,-0.16947,,-0.21368700000000004,-0.077644,-0.71024,,,,,,,,-0.77146,-0.54189,-0.414349,0.09581100000000001,,-0.98573,-0.7918699999999999,-0.9194100000000001,-0.8735,,-0.41095,-0.38374,-0.057237,-0.46537
2,636,2,1,-0.28376,-0.5639525,,,-0.6143259999999999,-0.49886,,-0.6403650000000001,-0.8667849999999999,,-0.39697,-0.94035,-0.6724500000000001,,,,,-0.43093,-0.73093,-0.61206,,-0.61206,,,,,-0.467725,-0.86112,-1.1215,-0.42526849999999994,0.10114500000000001,,,-0.623385,,0.13672571428571426,0.010581799999999987,,-0.623385,,,,-0.64603,,,-0.87244,-0.64603,,,-0.45357,-0.8215,-0.81584,,-0.41961,,-0.527155,-0.5516833333333333,-0.44225,,-0.600745
2,260,1,2,-0.96425,-0.901735,,0.52456,-0.70664,-0.44146,,,,-0.68012,-0.8165,,-0.566475,-1.0438,-1.2143,-0.44145999999999996,-0.4149426666666665,,-0.1346099999999999,-0.50965,,-0.56648,-0.47556,,-0.4982899999999999,,-0.111875,0.7518600000000001,0.16088333333333335,0.2518,,,,,-0.9907666666666667,-0.68012,,,,,,-1.0779,-0.31645,,-0.771045,-0.7596799999999999,-0.324026,-0.4300999999999999,-0.27099,-1.0893,,-1.02109,,,,,,,,
1,94,1,3,,,-1.1703,,,,,-0.4457399999999999,0.07075100000000001,0.14249,0.311065,1.4337,-0.044025,,-0.4457399999999999,0.43299499999999996,-0.3094525,-0.73268,-0.13011,-0.41944,,,-0.58204,,,,,,,-0.09663100000000001,,-0.0822823333333333,,-0.35966,-0.13369,,,,,,,-0.50313,2.8182,,0.321825,,,,-0.0870659999999999,-0.1516285,,-0.23054,0.80245,,,,,0.45095,,-0.33096499999999995
2,566,1,1,0.06376999999999992,,,-0.5789500000000001,,,,,,-0.8971899999999999,-0.53527,,-0.5352699999999999,-0.017350000000000004,-0.72247,,0.92489,,,,-0.023587,-1.1593,,,,,-0.9720549999999999,,0.52553,-0.8472700000000001,-1.2965,-1.1468,,-0.87223,-0.048547,,,,,,,,,-1.1343,,,,,,,,,,-1.2466,,-1.3153000000000001,,,-1.2715999999999998,
1,63,2,1,0.4964875000000001,0.17055,0.10311149999999995,0.035671,,0.51737,-0.1441599999999999,-0.54237,0.65225,0.6843633333333333,-0.91488,0.424255,,1.9432,,-0.1249,-0.70294,-0.46208499999999997,0.65867,-0.2768966666666666,-0.70936,,,,-0.54237,-0.311151,-0.6258600000000001,-0.391435,-0.18484066666666665,0.656102,0.15128,0.59444,,,1.0504449999999999,0.5559099999999999,0.43387999999999993,,-0.009287,,,,,,,,,,0.12559,,,,0.0870529999999999,,-0.70615,,,,,-0.76074
0,648,2,1,,-0.54432,,,-0.0273959999999999,,,,-0.14615,-0.153137,,,,,,,,,-0.41508999999999996,,-0.46748,0.13327,,,-0.46399,,,,,-0.78183,,-0.5834476,0.14200000000000002,,,0.021502,,,,-0.15313,,,1.4186,0.6013,-0.09724999999999999,0.43365,,0.55938,0.2171,0.5151433333333334,0.028490000000000015,0.028488,,-0.1391599999999999,-0.177582,,,,,
0,89,2,3,,,,,,,,-0.6461600000000001,-0.69376,,-1.0427499999999998,-1.0798,-0.963465,-0.98462,-1.0216,-0.9140866666666666,-0.500735,,-0.7801366666666666,-0.6919966666666667,-1.1644,,,-0.090885,,,-0.75193,-0.482225,-0.13319,-0.7069799999999999,-0.455781,,,,-0.6602666666666667,-0.298453,-0.2460133333333334,,,-0.8947200000000001,-0.9123333333333333,-1.1115,,,,,,,-1.138,,,-0.8101,-1.0410366666666666,,-1.0269,,,,-1.0957,
1,81,1,1,0.17223499999999997,1.9419,-0.40728,-0.6989799999999999,,,,0.38226000000000004,0.11778,0.3356,-0.10909566666666666,-0.24003899999999995,0.5300630000000001,0.3122495,0.2565,0.6376620000000001,1.5841,1.973,1.7889333333333333,1.2081,1.9419,-0.06112500000000004,,,0.80038,,,,,-0.31393499999999996,-0.47728666666666664,0.30058000000000007,-0.08057399999999999,-0.51618,,0.72063,1.3869766666666667,,,0.48727,,,2.5797,,,,1.4441,,1.11737,-0.20892,,,0.19168000000000002,,1.2651,-0.17392,0.4989199999999999,-0.010549999999999948,-0.2789275,-0.12529999999999997
0,884,1,1,,,,,,,,,-0.220542,,,,-0.46858,-0.48441,,,,,,,,,-0.31026,-0.63746,0.34414,,,,,-0.16777000000000003,,,,,,,,,-0.28915,,,,,-0.27859,,,,,,-0.59524,,,,-0.33137,,,,,,
2,68,1,1,-0.12921,,0.39157,0.27035,,,-0.497355,-0.91039,-0.11844000000000002,0.51727,-0.2579053333333333,-0.11574499999999999,-0.29083666666666663,0.238925,,-0.7637233333333334,,,-0.26988666666666666,-0.355935,-0.67693,-0.69489,-0.9238550000000001,-1.1079,,,2.1245,0.831535,0.8001150000000001,0.9527399999999999,0.328715,0.7507266666666667,-0.2698846666666667,0.4813516666666667,0.20301,-0.820595,-0.4883699999999999,,-0.20105,-0.3058,,,,,-0.34111400000000003,0.7327600000000002,0.18054499999999996,0.1461393333333334,-0.36267,-0.09329666666666663,0.059344,0.7597,0.059344,-0.6230733333333333,-0.89542,,-1.0046599999999999,-0.5542333333333332,,-0.2639
3,157,2,2,-0.54099,,-0.673495,-0.709988,-0.874625,-0.96816,-0.93075,2.0439,0.7436665,-0.079515,0.561265,-0.48486333333333326,,-0.32506425000000005,-0.91204,-0.20111999999999997,-0.3632583333333333,-0.58776,-0.50981,0.08886,-0.32272,-0.90269,-0.15435,-0.06704333333333336,,0.29932249999999994,0.1917595,0.4536699999999999,0.10288999999999998,0.40222699999999995,-0.07016,0.15434,,,-0.6501199999999999,0.004669999999999952,-0.26660000000000006,-0.21047,,,0.16369349999999996,-0.2478933333333333,-0.467715,-0.42562,,-0.8909925000000001,-0.34143,-0.28531,-0.88865,,,-0.6407700000000001,,,,0.05144199999999997,0.05144500000000002,-0.40691,1.1702119999999998,-0.3975599999999999
2,1001,1,2,,,,,,,-0.27887,-0.6440899999999999,,,-0.74635,,,-0.62948,-0.3519199999999999,,,,,,,,,,,,,,,,,,,-0.5199199999999999,-0.22044,,,,,,,,,,,,,,,,,,,,,,,,,
1,208,2,2,,,,,,,-0.10792,0.188928,0.09725400000000001,0.005581,,-0.40476,0.084158,,0.07833600000000002,-0.0002400000000000365,-0.11665,0.180195,-0.413495,-0.28253333333333336,-0.56192,,,,,,-0.77145,,-0.85003,-0.020611,,0.4770399999999999,0.057966,0.92231,0.92231,0.47121999999999997,,,,,,,0.23258,,,,,,,,,0.18893,-0.2214199999999999,0.2871475,-0.14284333333333332,0.23257999999999998,0.071062,1.9613,0.8109999999999999,
2,516,2,1,-0.52477,,,,-0.89731,,,-0.64895,-0.7821266666666666,,,-0.694304,,,-0.9351125,-1.2645,-1.1565,,-1.1493,-1.2645,-1.2159,,,,0.17713,,-0.076633,-1.4048,,2.9793,-0.9783,,-0.25210725,,,,,,-0.80013,,,,-0.7407349999999999,-0.7137399999999999,-0.378985,,-0.78933,-0.80013,,-0.89731,-0.68134,,,-0.5625600000000001,,-0.8865200000000001,-1.0340999999999998,,-0.7515350000000001,-0.271
1,718,1,1,,,,-0.15330449999999998,-1.1023,,,,,,,,,,,,-1.1814,,-1.1784333333333334,,,,,,,,,,,-0.75081,-0.94413,,,,,-0.92655,,,,-0.61022,,,,,,,,,,,-0.79914,,-0.61022,,,,,0.17181,-0.8299,
1,189,2,1,-0.16240999999999997,1.0302,-0.39797033333333337,-0.28188,-0.35477400000000003,-0.07128999999999999,-0.0348445,0.004305000000000003,0.006459999999999999,-0.70305,,0.04210025,,1.0545,,0.32963,,,,,,1.0005333333333333,,,,,0.67386,0.77105,0.13119,,,,,,,,-0.42767,,,0.34178,0.082597,,,-0.51676,1.2003,,,-0.11179,,,,,-0.7624466666666666,-0.35747666666666666,-0.354775,-0.80024,-0.21438333333333334,-0.15229,-0.2467823333333333,-0.8407399999999999
1,468,1,1,,,,,0.52262,0.27557,,,,-0.20823,,,,,,1.4902,,,-0.36264,,,,,,,,0.48144,,,0.2344,,,0.4660049999999999,-0.3394775,,0.177783,-0.4346899999999999,,,,,,,,,,2.1902,,,,,,,,,1.202,,0.57409,-0.82585,-0.6234233333333333
2,648,2,1,-0.2173699999999999,-0.6806499999999999,,,,,,-0.55667,0.35031499999999993,-0.4261725,0.12194,0.19372166666666665,-0.2260686666666666,-0.354395,,-0.25652,-0.354395,-0.008565499999999945,-0.24999249999999995,,-0.6741299999999999,-1.0134,,,,-0.49141999999999997,0.87885,,,,0.350315,-0.68717,,-0.2173699999999999,0.68309,,,,,,,,,,-0.8372550000000001,,-1.1048,-1.1048,-0.98733,-0.68717,-0.8829299999999999,-0.3870199999999999,,-0.29567,,-0.43922,,-0.6480199999999999,,
0,27,2,1,-0.1595099999999999,0.0143949999999999,,-0.5508,-0.71927,,,-0.78268,,,-0.38414166666666666,,,0.07688999999999996,-0.03994999999999995,-0.31168,,,-0.1595099999999999,,,,,,,,-0.6540600000000001,-0.6920999999999999,,,,-0.53993,,0.063306,,-0.52091,,,,,-0.17038,,-0.38776,,-0.06983999999999996,,0.26438,0.15026,-0.064407,-0.28451,,,,,,,,,,
2,875,2,1,,,,,,,,,-1.4807,,,-1.0198,,-0.85845,,,,-0.99674,,-0.85845,,-0.76626,,,,,-0.074836,,-0.92759,-0.55883,,-0.040264999999999995,,0.5551266666666667,,,,,,,,,,,-0.53579,,,,-0.32836,-1.042855,,,,,,,,,,
0,275,1,1,-0.78797,-0.04264499999999999,0.77076,-0.46010249999999997,-0.7342233333333333,,,,-0.14656,-0.37589,,-0.363948,-0.21106,-0.4403899999999999,1.0646,-0.14297500000000002,-1.0711,-0.98505,,-0.41173,,,,-0.12506,,,-0.54072,-0.77005,0.92126,-0.77722,-0.99938,-0.77722,0.97142,,-0.4786133333333334,,,,,,,,,-0.66972,,-0.95638,-0.8488899999999999,,,-0.43322,,-0.23256,,,,-0.29706,-0.268395,-0.3006400000000001,0.1616,
1,84,1,2,0.60156,,,-0.047422,,,,,,-0.513875,-0.6175366666666666,,-0.4733199999999999,,-0.8518899999999999,,,,,,0.6150800000000001,,,,,,,-0.1353,,,-0.7842849999999999,,-0.054182,0.64888,0.0044066666666666325,,-0.46655650000000004,-0.17587,-0.2130455,,,,1.9063,,1.1829,1.8184,,1.29562,,,,1.7711,,,,,-0.060945,,-0.52064,-0.22319
0,27,2,2,,,,,,,,,,,-0.64138,-0.63232,-0.59292,-0.32255,,-0.62145,-0.887745,-0.9747,-0.8605700000000001,-0.92579,,-0.90948,,,,,,0.06874,,0.21004,,,,-0.17038,-0.34972,0.29518,-0.27092,-0.27907,,,,,-0.33885,,,,,,1.748,0.41112666666666664,2.1393,0.375795,2.8839,-0.5345,-0.66221,0.2190956666666666,2.8839,,,
2,43,2,1,-0.59225,,,,,,,,,,,,,,,,,,,,,0.017163,,-0.5855600000000001,,-2.0030933333333336,-0.2153148571428571,-0.09266559999999999,-0.8913953333333334,-0.026367,0.13101,-0.0263665,-0.002930000000000002,-0.15026,,-0.023018,,,,,,,,,-0.37795,0.21806999999999999,0.192955,-0.3377699999999999,,0.0305565,-0.37795,,,,,,,,-0.31768,-0.55877
1,208,2,1,0.45958,0.59229,,0.11035,,0.45958,-0.072996,-0.97226,-0.66232,-1.1381,,,-0.57938,-1.1119575,,-0.1777643333333333,-0.7539899999999999,-0.65796,-0.6055699999999999,-0.6055699999999999,,,,,,,-1.1469,-1.0159,,-0.46297000000000005,-0.5619175,-0.4375025,-0.52699,-0.4265900000000001,-0.5822980000000001,-0.5139,-0.064265,,,-1.1905000000000001,-1.2604,-1.1731,,,,,,,0.6036405,,,,-0.3785699999999999,,-0.7976449999999999,-0.6143,-0.39603,-0.45277999999999996,,
0,55,2,2,,,,-1.1737,,-0.7105066666666667,,,,,-0.6015199999999999,,,,,,,,,,,,1.3661,0.28012750000000003,0.04950500000000001,0.034908,,-0.046835,,0.40080333333333334,0.71804,0.2626199999999999,0.8503833333333334,-0.29206,,,0.5312033333333334,-0.56648,-0.32125699999999996,,,,,,3.2792999999999997,0.30349499999999996,-0.08770574999999999,,-0.2249185,0.19839,0.37939,,,1.1150833333333334,0.1283275,-0.06201440000000001,-0.48766,-0.440368,1.6464,-0.41468
2,555,1,1,,0.37858,-0.58465,0.011637,0.18364299999999997,,-0.2521,-0.0571659999999999,-0.10876549999999996,-0.53878,-0.89426,-0.66492,-0.96306,,-0.84839,-0.1833,,-0.79106,-0.64198,,-0.1833,,-0.96306,0.94047,,,1.7317,,1.1469,0.9978,0.8189192000000001,0.35565,,,-0.022764,0.65379,,-0.57318,,,,,-0.28651,-0.28651,-0.17948133333333338,,-0.1833,-1.1236,-0.59612,,,,,,,,,,,
1,612,2,1,-0.16635,-0.6528,,,-0.63543,,,,,0.23323,-0.044741,-0.8439,,-0.62674,,,,,,-0.0621139999999999,-0.61805,,,,,,,-0.8178449999999999,,-0.6528,-0.60068,-0.479065,,0.34615500000000005,1.7621,1.7621,0.3809,,,,,0.28535,0.49383,,,,,,,,,,,-0.40958,-0.68755,0.11162,,,,
1,137,1,1,,,,,0.7369600000000001,,,,-0.688685,,-0.1167955,,,-0.09637000000000007,-0.79898,0.53271,,1.35785,-0.2189199999999999,-0.57022,,,,,,-0.79081,-0.5947349999999999,,,0.21818499999999996,0.57355,,,,,,,,,-0.5334599999999999,,,,,,-0.5048600000000001,-0.36598,,0.93303,0.66343,,,,0.2712699999999999,1.4722,,0.18549000000000004,,,
1,142,2,1,-0.49367500000000003,,-0.4631,-0.63522,-0.36798,-0.15736,0.2638849999999999,0.21633,-0.07808999999999999,-0.036756625,-0.22869466666666668,-0.0010878333333333434,0.003441999999999982,-0.11319200000000006,1.351,0.42695,0.19594500000000004,,-0.04525000000000001,0.25709,,-0.10979833333333329,-0.103002,-0.13406285714285712,-0.40195,,0.170126,-0.31815666666666664,-0.17774,0.1062566,0.522085,0.029484999999999983,0.22142749999999997,0.6104075,0.3488,-0.5740733333333333,-0.62616,-0.2117099999999999,-0.215109,-0.46989,-0.2253,-0.16415,,,-0.4597,-0.7235433333333333,-0.4914083333333333,0.13819599999999996,-0.5021645,-0.5083933333333334,,,-0.384965,-1.334465,-2.8887,-0.5989800000000001,-1.4211,-0.16415,,-0.68052
0,190,1,1,,0.068757,,,,,,-0.82001,,,,,,1.1042,,1.4062,,,,,0.7590600000000001,,,,,,,,,,-0.3885699999999999,-0.5064966666666667,,,0.65552,-0.25914,-0.13833,-0.8459,,,,,-0.9063,,,0.12484500000000001,0.025613,,,,-0.43171,,,,,,,,-0.6560600000000001,-1.0702
3,455,2,1,-0.89597,-0.96146,,,,,,,,,,-1.03783,,-0.66133,,,-0.4266899999999999,,-0.68861,,,-0.59585,,,,,-0.54674,,,,,,,,,,-0.61222,,,,0.22813,-0.52491,,-0.6231300000000001,,,,1.5487,,,,,,,-0.21933,,,0.79564,,
2,578,2,2,,,,0.24103,,,,,,-0.94799,,-1.21625,,,-0.97699,-0.97699,-1.238,-1.2815,-1.2815,,,-1.296,,,,,,,,,-1.10025,,,,,,,,,,-0.7449899999999999,,,,,-0.55648,-0.48398,,-1.2525,-1.2235,-0.80299,,,,-0.26164666666666664,,,,,-0.30997899999999995
1,233,1,1,,0.083677,,-0.56306,,-0.51394,,-0.44844666666666666,0.06730266666666666,,,,,0.07958499999999999,0.10824,,,,0.27197,0.40131680000000003,0.68948,,,,0.37021,4.5617,,,-0.40751,,,,,-0.12098499999999997,-0.14145200000000002,,,1.0088,,,,2.8262,,0.24331324999999998,,0.43979,-0.2192199999999999,,-0.5385,-0.33792999999999995,-0.19876000000000002,-0.15373,0.82865,,0.083677,-0.39933,-0.03912,0.50939,0.53395,
1,942,2,1,,-0.23914,-0.30998,,-0.19664,-0.416245,-0.42333,0.32759,,,,,,,,,,,,-1.9394,,,,,,,,,,1.9711,,,,,,,,,,,,,,,0.92267,,,,,-0.1683,,,,,,,,,,
0,250,1,1,,-0.1504285,0.25731,-0.20981,-0.8035899999999999,-0.7085899999999999,-0.8431799999999999,-0.36023,,,-0.476354,0.38398,,,,-1.1836,0.067294,,,,,-0.26127,-1.15985,,,,,-1.4211,-0.62942,-0.55418,-0.277105,-0.51858,-0.3523199999999999,,-0.70067,-0.4789899999999999,-0.3048099999999999,0.20188499999999998,,-0.098967,,,-0.7640100000000001,,0.494818,0.1068799999999999,-0.043547,,,,,-1.3974,-0.42357,0.11876000000000003,,-0.035629,-0.02506000000000001,,,-0.38398
2,808,2,1,,,,,,-0.053714,0.4149,,,,,,-0.28802,,,-0.27424,,,,,-0.49476,-1.115,-0.99093,,,,,-1.0874,-1.0185,,,,,,,,,,-0.37071,,,,,,,-0.71528,-0.81176,,,,,,,,,1.1454,,,,-0.77041
0,99,2,1,0.0007120000000000182,,-0.0261695,-0.16471000000000002,-0.055119,-0.09647333333333331,0.6975666666666668,,0.6975625,,-0.29912,0.56522,-0.18539175,-0.18746,,-0.5596566666666667,-0.6148,0.35844,0.89193,-0.68373,0.2686385714285714,1.334425,,-0.65891,-0.5927399999999999,0.70997,0.58726,-0.030305,-0.1750505,-0.17919,0.22334333333333334,-0.16264499999999998,,-0.18194333333333335,0.052407499999999996,,,,,0.15166,0.46596,-0.15850899999999996,0.73064,0.11237300000000003,,0.38325,,1.2186,0.88365,,,1.2186,0.5734899999999999,0.023460000000000036,-0.8326100000000001,-0.5927399999999999,,-0.050985,1.3179,
0,164,1,2,,,,-0.79609,,,,0.1834,,0.242,-0.37332,,-0.0593809999999999,0.26711,,,,,,,,0.50989,,,,,-0.8212,,,,-0.57843,,-0.57843,0.31734,0.3201333333333333,,0.04107666666666665,,,,,,,,0.48478,-0.27705,-0.009151,,,,-0.19333,,0.3592,0.96196,,0.3089699999999999,,,0.2252535,
1,713,1,2,,,-0.079246,,0.16148049999999994,,,,0.58013,,,,,,-0.20484,,-0.8171200000000001,-0.12111,0.622,,,,,-0.2467099999999999,,,0.5592,0.10915,,,,,,0.972615,,,,,,,,,,0.29754,0.63246,,0.805155,,,,,,,0.14054699999999995,,0.088215,,-0.4351,-0.27287,
0,158,2,1,,-0.4815,-0.45561,,-0.37148800000000004,,,-0.61415,-0.691805,-0.52032,-0.523555,-0.322955,-0.29384,-0.460465,-0.53973,,0.023242,,-0.762985,,,,,-0.53973,-0.33913,-0.85034,-0.9927,-0.60768,,,,-0.002642,-0.3003099999999999,,0.42121,0.0005934999999999968,0.17855,,,,,-0.028525999999999996,,,-0.48797,-0.3488425,0.44386,,,-0.6821,-0.523555,-0.5785600000000001,,-0.500905,0.055597,,0.13001200000000002,0.055597,-0.28737,-0.145
1,77,2,1,,,,,,,,,-0.82101,-0.91313,-0.82101,,,,,,,-0.84404,,,,,,,,,,2.4867,,2.5193433333333335,1.8073,,2.0232,,,-0.34313,,0.26717,-0.13010249999999995,,,,,,-0.38055,0.5166559999999999,-0.427335,,-0.333536,-0.590705,-0.57919,,-0.77495,-1.10025,,,,,,
1,820,1,1,,,,-0.53264,,,,,,,-0.7573300000000001,,-0.81594,-0.62056,-0.74756,,,,,-0.21026,-0.74756,,,,,,,,,-0.46426,,-0.5131,,,,,,,,,,,,,,,0.073044,,,0.10235,,,,,,,,-0.16141,,
1,718,1,2,,,,,0.936275,,1.6568,,,1.0066,1.0681,1.112,,1.0505,,,,,2.8343,,,,0.29922499999999996,,1.0593,,,0.7429600000000001,,-0.3114699999999999,,,,,,,,,,,,,,,0.63752,,,0.73418,0.413455,0.87477,,,,,,,,,0.0004700000000000537,
2,770,2,1,,,,,,,,,,,0.0608559999999999,-1.2352,,-1.1549,,,,,,,,,,1.2996,,,,-0.9484650000000001,0.25012,-1.2467,,-1.3499,-0.81083,-0.6502600000000001,-1.304,,,-1.2008,,-1.1779,-1.2237,-1.0058,,,-0.99434,,,-1.0861,,,,-1.132,-1.1664,,,,,,,
2,80,2,2,,,0.32576,-0.10751000000000002,,,0.20896,,-0.6086,,-0.72916,,-0.53325,-0.655318,-0.93261,,,-0.7894399999999999,-0.8610249999999999,-0.79698,,,,0.92857,,,,-0.17156500000000002,-0.510645,-0.3448699999999999,,,-0.02086,0.19012,,0.10724,,,0.6573,0.5631149999999999,,,0.9153675,0.6472533333333333,2.2246,,,-0.68395,-0.69902,,,-0.31473,-0.46543,-0.05853600000000001,-0.2243099999999999,-0.2017,-0.31473,0.23533,,0.4613899999999999
2,230,2,1,-0.25018,,,-0.196485,-0.504,-0.26482,0.0524539999999999,-0.71877,-0.61138,,,-0.147675,,0.07441924999999999,,-0.3608133333333334,-0.54955,-0.1720799999999999,-0.08665899999999997,,,,,-0.535725,-0.12652333333333335,-0.5967374999999999,-0.05102399999999999,-0.15743500000000005,-0.008560000000000026,,,1.7706,-0.64067,-0.2404099999999999,,1.1263053333333335,-0.67972,0.2794275,,,,0.38111999999999996,,-0.44542,-0.181841,0.03943283333333333,0.062218,,0.6381933333333334,-0.157435,-0.17696,-0.9872449999999999,-0.635785,-0.8798250000000001,-0.77734,-0.5918633333333333,-0.6471733333333334,,-0.464945,0.10615000000000001
0,353,1,1,-0.26542099999999996,-0.4964,,1.4886,0.38420999999999994,,-0.50362,-0.6046699999999999,,0.265108,,-0.0777513333333334,-1.0233,,1.1205,0.59353,,0.3986449999999999,0.24706,2.8672,,,,,,0.80286,,,0.1243599999999999,0.83173,1.20346,0.1243599999999999,0.26511,0.21097,0.08345499999999996,0.535789,0.5105249999999999,,,,,2.4558,,,,0.77399,0.58632,0.081048,,,,,,,,,0.0016499999999999987,0.91113,,
0,215,1,1,,-0.10084,-0.2232625,,,,,-0.32408,,,-0.2448699999999999,,,-0.1152435,0.07918849999999995,,,-0.76336,,,,,,,-0.036031,,,0.47165999999999997,-0.37449,-0.5617249999999999,-0.59773,0.2016099999999999,-1.01543,0.3048333333333333,0.43926,,-0.6481399999999999,,,-0.3960965,-0.9913966666666667,,0.32403,,,-0.9866,,-0.25927,-0.10084,,-0.46811,0.28083,0.2232199999999999,-0.34206499999999995,,,,1.6779,,
0,352,1,1,-0.756513,-0.27246099999999995,-0.51267,-0.3379733333333333,0.06965966666666669,,,-0.52238,-1.1557,-0.76259,-0.19117999999999996,-0.296725,,-0.3185633333333333,,-0.87177,-0.7577233333333333,,,-0.973665,,-0.9664,,,-1.1921,,,,,,-0.5223800000000001,-1.3413,,,,,,-0.57697,,,-0.34768,,,,-0.17298249999999998,-0.3695199999999999,-0.12203,,,-0.90817,,,-0.33069666666666664,,,,,-0.063796,-0.2021,-0.4131899999999999
1,6,1,1,-0.5652474999999999,,,-0.02745499999999995,-0.45915,,,,,,,,,,,,,,,,,,-0.60549,-0.66403,0.67496,,,,-0.20306,,,,,0.16277999999999998,,-0.3786666666666667,,,,,,-1.1616,,-0.97865,,-0.93475,,,,,,,,,,,,,,
0,310,1,1,-0.5243899999999999,,,-0.058734999999999954,,,,,-0.4906466666666667,,1.2168,,1.8545,0.69711,1.6284,-0.32420000000000004,-0.990025,-1.1284,0.19771,-1.0035,-0.686358,0.20446,-0.0182449999999999,-0.19371,-0.4704,-0.26456999999999997,-1.09125,-0.6481166666666667,,-0.716705,,0.062738,,,,,,,,0.75785,,,,,-0.078983,-0.08910524999999997,-0.58513,,,,,,-0.058737,-0.23082575,0.90632,,-0.4704,-0.15997,0.2584475,
1,468,1,2,,,,,,,,,,,,2.5711,,-0.07440999999999998,,,,-0.13618,,,0.1005799999999999,,,-0.4244,-0.88761,-0.64057,-0.3214599999999999,-0.012651,,-0.8052600000000001,-0.63027,,,,,,,-0.79497,,,,,,0.40939,,,,,,,,,1.7167,,,0.79025,0.7936733333333333,,,
1,878,1,1,,,,,,,,0.42881,0.28742100000000004,0.11341,,,,,0.77684,,,,,,,,,,,1.2336,,,,,1.1901,,0.20042,,,,,,,,,,,0.059029,,,0.32005,,,,,,,,,,,,,
2,641,2,1,0.041737,,1.9777,,0.95517,,,,,,,,-0.88533,,,-1.1716,-1.2262,-1.0762,-0.99439,,,,,-1.008,,,,,,0.98243,,,,,,,,,,,-1.0762,-1.1648,,,,,,,,,,-0.87169,,,,,,,,0.2735
