fov,cellID,rep,dbscan_ldp_nbr_allele,chr17-g157,chr17-g158,chr17-g159,chr17-g160,chr17-g161,chr17-g162,chr17-g163,chr17-g164,chr17-g165,chr17-g166,chr17-g167,chr17-g168,chr17-g169,chr17-g170,chr17-g171,chr17-g172,chr17-g173,chr17-g174,chr17-g175,chr17-g176,chr17-g177,chr17-g178,chr17-g179,chr17-g180,chr17-g181,chr17-g182,chr17-g183,chr17-g184,chr17-g185,chr17-g186,chr17-g187,chr17-g188,chr17-g189,chr17-g190,chr17-g191,chr17-g192,chr17-g193,chr17-g194,chr17-g195,chr17-g196,chr17-g197,chr17-g198,chr17-g199,chr17-g200,chr17-g201,chr17-g202,chr17-g203,chr17-g204,chr17-g205,chr17-g206,chr17-g207,chr17-g208,chr17-g209,chr17-g210,chr17-g211,chr17-g212,chr17-g213,chr17-g214,chr17-g215,chr17-g216,chr17-g217,chr17-g218,chr17-g219,chr17-g220,chr17-g221,chr17-g222,chr17-g223,chr17-g224,chr17-g225,chr17-g226,chr17-g227,chr17-g228,chr17-g229,chr17-g230,chr17-g231,chr17-g232,chr17-g233,chr17-g234,chr17-g235,chr17-g236,chr17-g237,chr17-g238,chr17-g239,chr17-g240,chr17-g241,chr17-g242,chr17-g243,chr17-g244,chr17-g245,chr17-g246,chr17-g247,chr17-g248,chr17-g249,chr17-g250
3,157,2,2,0.46303,,,,,,,,,,-0.18241,,,-0.37885,,,,,,,,,,,-0.8559100000000001,-0.93075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10758,-1.2394,-1.04768,-1.0243025,-1.2862,-0.9494433333333333,,-1.2488,-0.8395525,,
3,937,2,1,0.03278000000000003,,,,,,,,,,,,,,,,,,,,0.80725,,,,,1.8594,,,,0.23736,,,,,,,,,,,1.0118,,,,,,,,,,,,,1.7571,,1.7717,1.5050000000000001,,,0.9826,,,,,,,,,,,,,,,,,,,0.1789099999999999,0.29581,-0.0110599999999999,,,,,,,,,,,,-0.09143050000000005,
0,750,1,1,,,,,-0.26950999999999997,,-0.1055099999999999,-0.29411,,,,-1.1469,,,,,,-0.0071049999999999,-0.3925099999999999,,-0.28591,-0.36791,0.042095,,,,,,,,,,,,,,,,,,-1.0895,,,,,-0.13011,-0.19571,,-0.68771,,,,,,,,,,,,,,,,,-0.31871,,,,,,-1.1263999999999998,,,,,-1.1551,,,,,,,,,0.2225,-0.95011,,,,-1.0157,,,
2,260,1,1,0.2290699999999999,,,-0.74831,-1.1575,,,-0.6460299999999999,-0.6403449999999999,,-0.594885,-0.10051249999999995,0.29270440000000003,,,-0.32781,,,-0.4301,,-0.1346099999999999,0.4336399999999999,0.4791,,,0.058597,,,,-0.11188000000000003,-0.37706,,1.001885,-0.5588833333333333,-0.501534,-0.54375,0.3910275,0.15517499999999995,1.5645,-0.4102075,,,1.26896,1.007565,0.5558125,0.988268,-0.11569999999999998,0.7372471428571429,0.2358914,0.430805,0.12489499999999998,-0.1687033333333333,-0.401685,0.9621049999999999,0.26316639999999997,0.2859,0.53592,-1.0324499999999999,0.06426999999999994,0.27074000000000004,-0.64603,0.9337,,,-0.49828999999999996,0.07564500000000002,0.179821,0.46773,0.08132599999999995,-0.083464,-0.22553,-0.009593,-0.009593,,-0.4641899999999999,,,-0.78526,-0.7142200000000001,-0.4982899999999999,-0.617615,-0.5778399999999999,-0.12324,-0.95288,-0.88469,,0.4109066666666667,-0.36948999999999993,-1.2825,-1.1423133333333333,0.32567500000000005,-0.11755000000000004,,1.8088
0,55,2,1,,,,,-0.5081,0.029068999999999998,-0.25119,,-0.15777,-0.403,-0.064351,-0.16069100000000003,,,,,,-0.47452475,-0.63947,-0.645305,-0.40689200000000003,,-0.78252,-0.227835,-0.6015199999999999,,-0.4789,,-0.12274,0.426103,0.7141433333333334,0.91364,0.94382,0.26262,,0.4290255,1.0275,-0.7007800000000001,-0.05997999999999997,2.4638,1.3165,2.2361,1.0255400000000001,2.0123,1.9227666666666667,1.7982,1.4167333333333334,0.73556,0.15168,,,0.024692499999999992,1.29025,,,,,,-0.74749,,,,,-0.105225,,-0.30374,,-0.12858,,0.1808799999999999,0.3813433333333333,,-0.23367,,0.8289799999999999,,,,-0.74165,,,,,,-0.56065,-0.403,,-0.3271,-0.7066100000000001,-0.4321899999999999,,,1.088805,-0.75332
2,119,1,1,-1.0832000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10679,,,0.32066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7772899999999999,,-0.68509,-0.6180399999999999,-0.34146,-0.602962,,,-0.215749,,-0.5230533333333333,,-0.83596
3,86,2,1,-0.6539349999999999,,,,,,,,0.60521,,0.14411,,,-0.18102333333333331,,,,,,-0.64507,-0.39679,-3.4205,-0.30812,,-0.5564,-0.392355,,0.74708,,0.32145,0.4278615,0.099775,0.04435499999999999,0.051004999999999995,0.24164966666666665,0.80473,0.05543999999999997,0.37466,0.9111325,,0.45446,,,0.006669000000000001,-0.059835,0.8047300000000001,0.414558,0.6739225,0.530722,0.25347333333333333,0.23721849999999997,0.43378333333333324,0.09977499999999995,0.14706666666666662,0.32145666666666667,,,,,0.23278,,,1.3678,-0.27265,0.033271,-0.29038,,-0.024366,,-0.8046800000000001,-0.71601,,-0.10417,,,,,,,,-0.11304,,-0.13077,0.24165,-3.4205,-3.4205,,,-3.4205,,,,,
1,877,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99436,,,,0.38608,1.6954,,,,,,0.50465,,,,0.6919400000000001,,1.1524233333333334,,,,,,,,1.8501,1.8088,0.23144,0.43763,,0.58197,,,0.45825,,,,,0.066479,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,2,1,,,,,,,,,,-0.23217,,,0.1010399999999999,-0.35334,-0.5123800000000001,,,-2.5874,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4642,,0.7296150000000001,,,,1.4112,0.320665,,,0.46077,,,0.79777,-0.20945,0.3383503333333333,0.23735874999999998,,,,0.24114850000000002,,,0.078324,,,,-0.48209,,,,,,,,-0.1488706666666666,,,,-0.39121,-0.1943099999999999,-0.205665,-0.40636,-0.111,-0.13372,0.18435,,,-0.15391799999999997,0.04803333333333326
2,584,2,1,,,-0.49762,,-0.356455,-0.6067,,-0.66445,,,-0.70295,,,,,,,,-1.0623,,-0.690115,,-1.21625,,,-0.9146750000000001,,-0.69011,,-0.5361199999999999,-1.2548,-0.92111,-0.7457233333333333,-1.0708266666666668,-1.04944,-0.84411,,-1.0921933333333333,-0.9596066666666667,,,,-0.81844,,-1.05584,-0.8227233333333334,,-0.959605,-0.79278,-0.90828,,,-1.0879,,-0.7970566666666667,,-0.6323650000000001,,-0.7671100000000001,,-0.39495,-0.5617800000000001,-0.74145,,,-1.3061,,,,-0.8312799999999999,,-0.7671100000000001,-0.17679,,,,-0.49762,,,,,-0.66445,,,,,,,,,-0.71578,-1.0109,,
1,63,2,1,,,0.79997,,,-0.079937,-0.8185399999999999,,,,,,-0.90204,,,,-0.90204,,,,,,,,,,,,,0.42103,,,0.96054,3.4782,,,0.8320799999999999,,,,,,,,,,,,,,,,0.003558,,1.5835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,137,1,1,,,,,,,0.50003,,-0.02692499999999995,,,-0.64375,0.9330450000000001,,,-0.77447,2.2484,,,-0.8316600000000001,-0.8561700000000001,,,,-0.45585,2.42,1.3061366666666665,,0.90852,-0.2516,-0.55388,,-0.80715,,,-0.586565,,0.6716,,-0.53346,-0.9828049999999999,0.11605,0.2059099999999999,0.32846,0.4428399999999999,-0.1699,0.018008,-0.8806799999999999,0.16507,,1.284345,0.4183466666666667,0.82683,-0.19441,2.2239,0.98205,1.8399,,-0.21075,,,,,,1.1536,,0.16507,,0.075197,0.13239,-0.93787,0.74104,,,-0.69277,,-0.91336,-0.039181,,,,,0.54905,0.001668,,0.68794,,-0.22709,,,,,,0.18549000000000002
2,569,2,1,-0.33858,,,,-0.18035400000000001,-0.35683499999999996,,-0.8923800000000001,,-0.10734999999999995,-0.7341633333333334,-0.33249,-0.14992,-0.8376049999999999,-0.45421,-0.52723,-0.39335,,-0.46638,-0.6611199999999999,-0.50289,-0.1621,,,0.21521,,,,-0.0403829999999999,,0.11784,1.1646,0.9454750000000001,1.1402,,0.5316666666666666,0.5194866666666668,0.27302675,1.5175,1.15845,1.9192,0.9739066666666667,0.5925199999999999,0.9454899999999999,,1.0794,1.1564566666666667,,3.0876,0.5925199999999999,,0.7385849999999999,1.0307,0.33693,-0.089068,,,,0.30041,0.35214,,-1.3305,,-1.0749,-1.1845,,0.75075,,0.19695500000000005,-1.0506,,,,0.67772,,-0.6611133333333333,,-0.36901,-0.42175,-0.12558000000000002,,1.46885,0.87853,,,0.7081500000000001,,,,-1.1115,0.61687,0.37344,,
1,53,1,1,-0.09205999999999999,-0.32452,0.024173,-0.12624,,,,,0.020754999999999968,,,-0.72107,0.15408,,-0.26299,,,,0.711305,,,-0.30401,0.8583,,,1.2002,-0.098895,0.63268,0.19282,,0.23270649999999996,-0.374659,-0.3313600000000001,-0.92619,,0.48568,1.1249,1.0976266666666665,0.04468500000000006,0.6443955714285714,0.76942,0.401925,-0.1809425,-0.09889499999999998,-0.6304825,,,-0.580915,-0.3764808,,-0.9467099999999999,-0.7939933333333333,-0.2493105,-0.598,-0.69372,-0.58433,-0.56382,-0.611665,-0.4384733333333333,-0.42366000000000004,-0.9774800000000001,0.8583,-0.29033,,,-0.57749,0.0036600000000000243,,,0.52328,,,,1.58985,-0.37921499999999997,-0.31768,-0.7894399999999999,-0.89884,,-0.6914466666666668,,,,,-0.30401,,,,,0.092544,-0.68005,0.092544,1.2993000000000001,
1,718,1,1,,-0.131336,,,-0.636585,0.391485,,-0.43448,,0.90113,,,,,,0.1103099999999999,,,,0.50572,-0.49599499999999996,-0.2279935,,-0.10937,,,,0.19817,,0.083944,-0.46963,,,0.1806,,0.5613733333333334,-0.38176,-0.71567,-0.3554,,-0.24117,,0.10590999999999999,0.67267,,-0.715665,0.035615,,,,,0.255289,-0.10937,0.69903,-0.59265,,,-0.21041999999999994,,,-0.17966,,-0.59265,,,,,,,,-0.97049,,,,-0.926555,,-0.51357,-0.91776,,,,,,,,,,,,,,,,
0,116,1,1,0.3422699999999999,0.7321300000000001,,-0.18684,,0.40724,0.060696,,4.4266,-0.019752,-0.140426,,,,,,,-0.54886,,,0.14733,,,,,,,,,-0.64168,,,-0.29823,,0.017378,-0.17755,-0.05997666666666666,-0.2239699999999999,-0.56742,-0.40034,0.40724,0.1194836666666666,0.054508,,-0.40034,0.63002,,0.3794,0.40724,,0.44437,0.051409999999999935,,0.40259999999999996,,,-0.32608,,,,-0.4189,,,,,,,,,,,-0.4189,1.1127,-1.013,-0.78092,,,-1.1337,-0.9433649999999999,,-0.40034,,,,-1.31005,,-0.36321,,,-0.075447,,-0.19612,-0.30751,
0,620,2,1,,,,0.1606445,0.679365,,1.0569250000000001,0.50293,,0.59467,-0.59097,,0.7499399999999999,,-0.13753249999999997,-0.5203949999999999,,,,-0.64037,,,,,0.74288,,,,,,,,0.50293,1.2016,,,0.498219,,,,,,,0.2806195,0.4182399999999999,0.63349,,,0.12536,0.2088716666666667,0.46940499999999996,0.245335,,0.46058,,,1.2792,0.9722550000000001,1.01811,,0.5170399999999999,0.7428849999999999,,0.35472,,-0.06872,,-0.4709899999999999,-0.14635,,,,-0.25221,0.044198,0.55233,0.044198,,-0.09695,,,,,0.29473499999999997,0.63702,,,,1.0534,,1.2722,,,,
0,884,1,1,,,,,,-0.41581,,-0.63218,-0.79578,,,,,,,,,,,,,,,,,,,,,,,1.2941,-0.91188,,,,0.75578,,0.81911,,-1.0069,,,-1.0702,,,,,-0.2997,,1.4102,1.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47913,,,,,,,,,
1,98,1,1,-0.357104,,,,-0.33936,0.7469,0.7185,,0.31382,0.7043,-0.70854,0.21678733333333333,-0.4121275,,,0.100823,,,,,,0.6333,0.6333,,,,,-0.97123,-0.53105,,,0.17892,0.5694,-0.98543,0.6475,0.0298279999999999,,,0.773525,,0.015629,-0.293205,1.0238,,,,0.2357199999999999,0.5836,0.20021999999999995,-0.6233299999999999,0.32447249999999994,1.0948,,,1.5279,,0.2570199999999999,,-0.429875,,0.29962,,,,1.897,0.89599,,,,-0.2967599999999999,,,,,,,-0.55235,,,-1.0067,-0.47425,-1.0351,,-0.839885,,-0.7582399999999999,-0.5760106666666666,,-0.9593866666666667,-0.83633,0.29962,-0.25416099999999997,-0.54525,
3,718,2,1,,0.60032,-0.62931,-0.6865100000000001,,,,-0.5435300000000001,0.27860999999999997,-0.2146699999999999,,-0.028796,,,0.10703399999999995,,0.15708,0.1284799999999999,-0.6793549999999999,-0.31951999999999997,-0.38148333333333334,-0.6521899999999999,,,-0.5864400000000001,0.6432100000000001,1.6155,,-0.2861599999999999,,-0.5149520000000001,,-0.1431795,-0.34335,-0.7103533333333333,,-0.8103963333333333,-1.144,-1.2155,,-1.0869,-0.78659,0.19997,-0.78659,-0.7294,-0.82948,-0.81519,-0.290928,-0.04310999999999998,0.57172,0.8052326666666666,-0.15175999999999998,,0.34653249999999997,0.11895,2.5163,0.74331,,,1.1436,,0.58602,-0.5339933333333333,,-0.5149299999999999,,,-0.48633,0.58602,,-0.50063,-0.2718649999999999,-0.95817,-0.4434399999999999,0.48593,-0.0716909999999999,,,-0.50063,,-0.350501,-0.30046,-0.27662666666666663,-0.33858666666666665,0.6074649999999999,-0.25041525,0.052227000000000044,-0.186075,-0.07169000000000003,-0.18607,,0.5431449999999999,-0.60072,1.9729
2,792,2,1,-0.950925,,-0.9942,-1.00862,,-0.92927,1.3578,,,,-0.907625,,,,-0.80662,-0.66954,,,,,,,-0.82826,-1.1529,-0.84991,,,,,-0.7561149999999999,-0.7056100000000001,,,-1.3261,,,,-0.4747399999999999,,,-0.8282849999999999,-0.6479,-0.041859,-0.18615499999999993,-0.5324532,,,,,,,-1.044705,-0.91483,,-1.1577133333333334,,-0.48917,-0.7885825,-0.7969966666666667,,-0.81143,,-0.10679,,-0.7489,,,-1.1529,,-0.84991,,-0.67675,,,,,2.0071,,,-0.90762,,,,,-1.0808,,,-0.18615,,-0.33045,,,-0.388165,
1,826,1,1,1.4372,-0.39702,,,0.036521,-0.3065,0.198505,0.35572499999999996,1.0561,0.03652000000000001,,,,,,,,2.4663,,,0.6844790000000001,1.3896,,3.54775,3.3174333333333337,2.3138,2.1899,,0.12228,,1.22122,1.3038,1.6087,1.8802500000000002,0.093691,1.0655666666666666,2.3329,2.5044,1.1418,,0.60346,1.037,,0.17945,-0.03970499999999999,-0.7686249999999999,-0.08417333333333336,-0.12546,,0.34143,0.97983,,0.777355,0.2937855,1.4563,0.60822,1.5134,0.8321500000000001,1.1609,,,1.2371,,0.16992,,,1.3991,,-0.249329,0.18898,,,0.31284,,,,,,,,,0.8273799999999999,,1.0084,,0.83691,,,0.83691,,1.0306466666666665,0.58917,,
0,885,1,1,,,0.14804,,,,,,,,,,,,,,,,,,,,,,0.316709,0.58504,1.1217,-0.20462,,-0.30428,,-0.54961,0.12887500000000005,,0.79972,,,-0.0666205,,,-0.11262,,0.033045,-0.093455,-0.10495266666666665,1.2597,0.49304,,,-0.64161,,,0.05604299999999995,-0.035954,-0.28895,,,,0.1097099999999999,,,,,2.4327,1.0578233333333333,1.2674,1.459,2.2717,1.267375,1.3594,,,,,0.86103,,,,,,,,,,1.524205,2.264,,,,,,3.069,,0.9862433333333334
2,18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.84931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27612
2,117,1,1,,-0.63969,,,,,-0.87966,,,,-0.58231,,,-0.467535,0.059359,-0.46232,-0.74403,-0.81706,,,,,,0.1637,0.5288846,0.048926,-0.37885,0.5914699999999999,,0.61234,-0.5805633333333332,-1.04138,-0.4831899999999999,,1.1445,0.048926,-0.5562035,0.17413,0.069793,-0.044975999999999954,0.21586299999999997,,-0.488415,-0.13888,-0.46232300000000004,0.059359,-0.71794,-0.4518899999999999,-0.7492449999999999,-0.28495,-0.5353600000000001,,-0.77533,-0.8275,-0.35277000000000003,-0.7301166666666666,-0.87966,-0.96313,,0.10109,-0.31625,-0.37885500000000005,,-0.6605599999999999,-0.61882,-0.9527,,-0.8327100000000001,,-0.73706,,0.2263,0.99838,-1.0049,0.13239,0.4975699999999999,,0.27846,,,,,,,,0.1219599999999999,,-0.7492449999999999,-0.9527,,-0.77533,-0.681425,-0.24322,
0,99,2,1,0.27573,-0.61756,-0.24536,-0.385965,-0.11302,,0.9126000000000001,0.221966,0.259185,-0.45213,,,-0.5679266666666666,-0.29498,-0.220541,,-0.6713199999999999,,-0.2619,,-0.022034,-0.2701699999999999,,,,-0.48797666666666667,-0.83674,,0.0937615,,-0.696135,-1.02284,0.32535,0.8160833333333333,0.48252999999999996,0.6975533333333335,0.11030333333333331,-0.11302,-0.11302,0.07887400000000003,-1.271,0.3336125,-0.8781,-0.17919499999999994,-0.224655,0.8629733333333333,0.38602000000000003,-0.21226999999999996,-0.19848333333333334,,,-0.079932,,-0.36941999999999997,,,-0.692,-0.47695,-0.7168100000000001,-0.38321,-0.45213,0.18474,0.62312,0.5139368,-0.237084,-0.13231466666666666,0.14339,,-0.09647499999999998,,0.42461,,0.15993,-0.088203,,,,,0.027593,,,,-0.8739600000000001,,0.275728,0.23850675,0.1103033333333334,1.036665,-0.65891,-0.1295599999999999,0.74305,,0.002779,0.40944983333333335
1,142,2,1,-0.26607,,,,0.039677,0.14159,-0.123387,,,0.21633,-0.0962075,0.1551799999999999,,0.07364666666666668,-0.065635,,-0.4019499999999999,-0.31815666666666664,-0.018074999999999952,-0.39516,,,,,,,,-0.61257,-0.67372,,-0.23889,2.8049,1.6431,1.313605,1.2694,0.90255,,1.5140333333333331,,0.878775,,,1.5888,,3.5591,5.886150000000001,5.526075,2.546753333333333,,0.87199,1.49025,1.4529,1.6567,2.3870999999999998,,-0.20491999999999994,,,-0.30683,-0.30683,,-0.33740499999999995,,-0.90473,,-0.9081250000000001,-0.52425,-0.61257,,,-0.6533399999999999,-0.54803,,,-0.91832,,,,,,-0.490275,-0.18000333333333338,-0.43592,-0.374774,-0.561615,,-0.49707,-0.13244266666666668,0.087237,-0.5072650000000001,-0.18792899999999998,,0.1008299999999999,
2,181,2,3,,,,,,,,,,,,,,0.37696,,0.099089,,,,-0.4470699999999999,0.16616,,-0.05102633333333333,,-0.39916,,,-0.092545,,0.58775,0.49672999999999995,1.8621,0.38654,-0.49497500000000005,-0.0331394,,-0.250643,-0.3895766666666667,,,0.11346000000000006,0.17574,,,,2.4179,,,,-0.62912,,-0.35125,-0.35125,-0.65786,-0.3480543333333333,-0.50456,-0.71535,1.18182,0.88957,-0.035055,,-0.30334,,,0.070344,-0.24105899999999994,,0.147,-0.078175,-0.4279,,,,,,-0.552465,,,-0.37041,-0.030265000000000014,0.41528,0.2524,0.1901155,0.060762,,,,,,,,,,
2,181,2,2,0.79855,,,,,,,,,,0.48715,,0.90395,0.29072,0.5111,0.30989,,,,,,,,,,,,,,,,,1.37345,,0.9327,,,0.9327,1.62255,1.5459,1.8717000000000001,2.079333333333333,1.5554999999999999,,,,,,1.6704733333333335,2.1016500000000002,1.9196,0.5542175,,0.89916,,,2.5903,,,,2.3795,,,,,2.8011,,,,,,,,0.032017,,-0.015891,,0.18532,,,0.060762,0.18532,,,,,,-0.25543,,-0.015891,0.24281,,,
2,603,2,1,-0.020636,-1.0463,,,-0.034131,-0.742645,-0.7763800000000001,-0.5199699999999999,-1.070596,,-1.0058,-0.87085,-1.0058,,,-0.99231,-0.87085,,,,,,-1.1947,-0.81687,-1.2622,-1.1813,,,,,,,,,,,,,-0.18258,,,,,,,,,,,-0.93833,-1.1408,,-1.2757,,,,,-1.24875,-1.3027,-0.9653133333333334,-1.0733,,,-1.12725,-0.83037,-0.89784,-0.708905,-0.6954100000000001,-0.6954100000000001,,-1.2217,-0.83037,,-1.3364500000000001,,,-1.42415,-1.56585,-1.2217,-1.5726,,,,,,,,,-1.5118999999999998,,,,,
3,91,2,1,0.0897429999999999,0.17313333333333333,-0.39136,-0.487585,-0.5260699999999999,-0.31438499999999997,-0.2662772222222222,0.030086000000000036,-0.11232,-0.3224033333333333,-0.4394766666666667,-0.42985,-0.5020199999999999,,-0.74097,-0.63192,,-0.59343,-3.4608,-3.4608,,-0.58381,,-3.4608,,-0.98794,,-0.4635325,-0.8917200000000001,-0.69927,-0.38174,,,-0.5260699999999999,-0.46834,,,0.73443,,,,,,,-0.42985,,,,,,,,,,,,,,,,,,,-0.8147399999999999,,,,,,,,,,,,-0.7954899999999999,,,,,,,,,,,,,,,,,,
2,1229,1,1,,,,,,-0.35157,-0.7632800000000001,-0.2215599999999999,,-0.2215599999999999,,0.01679,,,,,,-0.30824,-1.045,-1.1533,-1.0666,,-1.14245,-0.93662,,,,,,-0.48158,,,-0.48158,-0.5465863333333333,,,,-0.74161,,,,,,,,,,,,,,-0.069884,,,,,,,,,,,,,,-0.45992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,711,2,1,,-0.78895,,,0.58075,-0.070859,,,,,,,,,,,,,-0.25703,,-0.4432,-0.25703,,,-0.66927,-0.41661000000000004,-0.2636825,,-0.56289,-0.57618,,,,,,,,-0.77566,,,,1.0994,1.7776,1.7776,,,,,,,1.5249,,,,,,-1.2278,,,,,,-1.0017,,-0.84215,-1.0726333333333333,-1.1879,-1.3475,-0.3634199999999999,,,,-0.77566,,,,0.095366,-0.68257,-0.097455,-0.13735,-0.80225,,-1.3209,,,,,,,-1.414,-1.1524333333333334,,,
2,80,2,2,,-0.047232500000000004,,,,,,-0.63874,-0.53325,-0.72163,-0.6914899999999999,-0.29212,,,-0.11630333333333331,-0.42022,,,-0.785675,,,-0.7894399999999999,,,,0.28808,,,,,,0.2428699999999999,-0.45036,-0.63874,,-0.24691,-0.50562,,,,,-0.8673033333333332,-0.7517699999999999,-0.5031100000000001,-0.8547433333333333,-0.90247,-0.94014,-0.5960399999999999,-0.7743699999999999,-0.9627300000000001,-0.90247,,-0.97028,-0.9326099999999999,,-0.47297,-0.51441,-0.6877199999999999,,-0.585995,-0.40891999999999995,-0.48427,,,,,,,,,,,,,,-0.46543,,-0.65381,,,,-0.6914899999999999,,,,,,,-0.33733,0.41618,,,1.2074,
2,244,2,3,-1.0316,,,,,-0.800735,-1.1498,-0.7524299999999999,,-1.3645,-0.75243,,-0.75243,,-1.531,,,,,-1.34305,,-1.3645,-1.3967,-1.0424,0.5576500000000001,,,-1.3001,1.7604,1.9215,0.27848,,2.4101,2.0739600000000005,0.31068666666666667,-0.05441999999999997,-0.85982,0.6650666666666667,0.45028500000000005,-0.76854,-0.48933000000000004,-0.07587500000000003,0.20865,1.07313,-1.0746,-0.78463,,,,,0.6542999999999999,-0.04370000000000003,-1.1927,1.5993,0.14959999999999996,-0.80612,,,0.95501,,,,,,-1.1927,,-1.4182,,0.020751,0.34291,0.16035,,,,-0.56987,,-0.23698,,-0.55914,,,-0.70948,-0.5484,0.18722,-0.5698624999999999,-1.2142,-1.3323,-0.551076,-0.5725525,-0.04368000000000002,-0.980625,-1.2142,,
0,544,1,1,,,,,,,,,-0.78264,-0.43486,-0.70657,-1.1522,,,-0.51094,,-0.983715,,-0.73917,-0.880455,-0.75004,,-0.81525,,,,0.021608,,,,,2.4778,,3.4342,1.548595,-0.05447000000000002,-1.0652,0.5215500000000001,,0.7117000000000001,,0.60845,0.21725000000000005,2.8365,-0.40768499999999996,1.7279,,,2.2876149999999997,2.9886,5.0862,-0.3207414999999999,,2.4996,0.46721,0.47807,0.17376,0.47083699999999995,,,,,-0.15228,-1.0326,,,,-0.46746,,-0.83698,,,-0.097944,,0.17376,-0.016434999999999998,-0.2283599999999999,,,-0.44573,,,,,0.41286,,-0.20663,,0.309615,1.141,0.54328,0.2009345,,-0.31531
2,578,2,1,-0.84649,,,,-1.122,-0.048978,0.53103,0.8137650000000001,-1.4265,,0.081524,0.705015,,1.198,,,,,,-0.77399,-0.3969823333333333,,-0.6724899999999999,,-1.1945,3.0831,-0.38248,1.894,1.7345,,1.807,,-0.46585999999999994,0.15400500000000006,0.190255,-0.23023000000000002,-0.03930999999999999,0.23687714285714287,0.551314,-0.41148500000000005,0.8210299999999999,0.85728,0.28741000000000005,-0.5202384999999999,-0.53577,-0.1214799999999999,-0.5303856,-0.68699,0.6276966666666667,-0.08886249999999997,1.4639,0.6289149999999999,-0.3099839999999999,1.56051,2.9961,-0.70149,-0.91899,0.7243499999999999,0.28452666666666665,0.7557605,0.023525000000000018,0.17819000000000004,,-0.1069799999999999,-1.085745,1.2125,1.2995075,-0.06347866666666668,0.34250500000000006,0.87903,,,-0.46948,,,,-0.35348,,0.22653,,-0.6531533333333334,-0.31723,-0.13598,-0.0634779999999999,-0.84649,-0.46464999999999995,-0.60723,,,-0.90449,,-0.51298,,
1,81,1,2,,,,-0.70287,,-0.5654466666666667,-0.64064,-0.59397,0.510605,-0.298375,,,-0.45395,,,-0.36839,-0.4695099999999999,,-0.3061585,-0.438395,-0.4228366666666667,0.5002366666666667,0.01665800000000002,,-0.71843,-0.6743333333333333,-0.9789950000000001,-0.5706333333333333,-0.7095342857142858,-0.22837,-0.8740033333333334,-0.9440124999999999,-0.49283750000000004,-0.8273299999999999,-0.628975,,-0.99068,-0.5877444000000001,-1.0607,,-0.6620325,-0.77844,-1.084,-1.1774,-0.9031625000000001,-0.072795,-0.7106399999999999,,-0.007971999999999998,,-0.16225225,0.030282499999999976,0.180015,-0.32950250000000003,,0.04906999999999998,-0.15680599999999995,-0.13891349999999994,0.13723,-0.5278499999999999,,,,0.047774999999999956,-0.3995,0.3219825,0.20724,-0.562855,0.644781,1.386482,-0.23615,,-0.74954,-0.6328600000000001,,,,-0.22448,,0.51839,-0.9129,0.42504,,-0.22837,,0.5106075,-0.1817,,-0.8428899999999999,0.16574999999999995,0.9423250000000001,0.71285,0.24613,0.8269533333333333
0,613,1,1,,,,,0.19335,,-0.36887,,,-0.30551950000000005,,-0.69353,,,0.88226,-0.45597,,,-0.89941,-0.78063,-0.92317,,,,,,,,,,,,-0.08775500000000003,,-0.78063,-0.78063,,,,,-0.84398,-0.84398,,-0.62226,,,,,-0.8202200000000001,,1.5791,1.1989999999999998,-0.3926199999999999,,,-0.1075599999999999,-0.31344,0.09832849999999994,0.54177,,,0.050816,4.9128,0.217105,0.66846,-0.7674500000000001,0.2764950000000001,-0.020451,,0.003304,,2.0621,,,,,,,1.1198,,,1.6029,-0.31344,0.21711,,,,,,,,,,
1,612,2,1,,,,,,,-0.4617,,,,,,,,,,,-1.3304,,,,,,,,,-0.96552,,,,,,,-0.58331,,,,,,,,,,,-0.43564,,,,,-0.7570399999999999,,,-0.9134,-0.9134,-0.58331,,,,,,,-0.96552,-0.98289,-0.93077,,,-1.035,,,-0.94814,,,,,,,,,,,-0.9134,,,,,,,-0.93077,,,,,,
