fov,cellID,rep,dbscan_ldp_nbr_allele,chr2-g150,chr2-g151,chr2-g152,chr2-g153,chr2-g154,chr2-g155,chr2-g156,chr2-g157,chr2-g158,chr2-g159,chr2-g160,chr2-g161,chr2-g162,chr2-g163,chr2-g164,chr2-g165,chr2-g166,chr2-g167,chr2-g168,chr2-g169,chr2-g170,chr2-g171,chr2-g172,chr2-g173,chr2-g174,chr2-g175,chr2-g176,chr2-g177,chr2-g178,chr2-g179,chr2-g180,chr2-g181,chr2-g182,chr2-g183,chr2-g184,chr2-g185,chr2-g186,chr2-g187,chr2-g188,chr2-g189,chr2-g190,chr2-g191,chr2-g192,chr2-g193,chr2-g194,chr2-g195,chr2-g196,chr2-g197,chr2-g198,chr2-g199,chr2-g200,chr2-g201,chr2-g202,chr2-g203,chr2-g204,chr2-g205,chr2-g206,chr2-g207,chr2-g208,chr2-g209,chr2-g210,chr2-g211,chr2-g212,chr2-g213,chr2-g214,chr2-g215
3,718,2,1,-0.26694,-0.2586,-0.10614,-0.25146,,-0.19349000000000002,-0.19071,,-0.20381,-0.269325,,,,,,-0.281235,,-0.18714,,,0.0892049999999999,0.1892599999999999,0.29169999999999996,,-0.18237,,,0.10588,,,,0.001062,0.10349966666666667,0.24881666666666666,,0.20891425,0.04989550000000005,,,,,-0.021571,,,,,0.4929975,0.55375,0.57995,,0.575185,,0.56566,,0.32385499999999995,,0.384605,0.3155199999999999,,0.28455,,,0.015355,0.1154099999999999,0.1690105,-0.046584
2,770,2,1,,,,,,,,,,,-0.292115,,-0.27781,-0.29722499999999996,,,-0.24,-0.19504,-0.2257,,-0.28292,,-0.25226,0.24231,,,,0.33291,0.06042,,-0.002934500000000003,,,,,,0.441565,,,-0.18891,,,,,-0.41167,-0.42598,,,-0.32480999999999993,,,,0.02159,,,-0.4995449999999999,-0.50159,-0.18891,,0.01034999999999995,-0.33605,-0.054026,-0.008044999999999997,-0.20526,,-0.019284
0,817,1,1,,,,,,,,,,,,,,,0.12976,0.12122,0.18788,0.020365,0.0891665,0.36309,0.16694,-0.0037799999999999986,0.1212185,,0.046433,0.14643,0.08232899999999994,-0.039463,0.011818,0.065663,,0.20811,0.2819,0.3007,0.39129,0.0012760000000000317,0.15455,,0.16993,-0.026641999999999996,,0.28617,0.158825,-0.025788,0.02762950000000005,0.13746,,0.0690809999999999,-0.0386079999999999,,0.31437,0.10797049999999994,,0.0725,-0.013822,0.031049499999999973,-0.030059999999999996,0.037886,0.06993549999999996,0.048569,-0.025502,0.048569,,,-0.05911999999999999,-0.014249499999999998
0,190,1,2,,,-0.25001,,,,,,,,-0.16439,,,-0.3845699999999999,,,,-0.34909,,-0.33564,,-0.37723,,,0.108386,,,,,-0.1228,,,0.31755,,0.18789500000000003,0.641705,-0.13014,,,-0.049408,,,,,-0.046962000000000004,,-0.002926,,0.164653,,0.25884,-0.043700666666666665,0.191564,0.66984,0.36159,-0.06041999999999999,,,0.016645,,,,-0.068979,0.011752,,
3,455,2,2,,,,0.2992,,,,,,,,,,,,,,0.72147,1.1485,,,,,,,,,,,,,,,,,,,0.40957,,-0.12786,,,,,,-0.84283,0.47675,,,,,-0.21903,,0.32319,,,,,,,-0.78525,,0.0544799999999999,,,-0.21423
2,68,1,1,,0.054903,-0.24473999999999999,0.026316666666666728,-0.21714,-0.025674250000000023,,0.3742555,-0.017543,,0.16628033333333334,0.23824,0.23528,,0.338775,0.03518966666666667,,0.006850749999999999,0.022373500000000004,0.1998,-0.11265666666666667,0.03075433333333333,0.14459733333333333,-0.11069,0.29738,,0.177125,,0.21359000000000003,0.25006100000000003,,-0.10182,0.15839525000000002,0.031247,0.08447500000000001,0.13178566666666666,0.118477,0.4531133333333333,,0.10221,0.16135133333333337,0.09038699999999994,-0.007194,0.08742899999999999,0.06870166666666665,0.02829,0.17392225000000006,0.118479,0.24119,,,-0.0042369999999999,,0.08250233333333333,0.010548,-0.024936,,-0.258115,-0.0885104999999999,,-0.1077299999999999,-0.152088,-0.20974674999999998,-0.12350233333333328,-0.132865,-0.23857799999999996
3,157,2,1,0.21681,,,0.52747,1.5604,0.685855,,0.578735,,,,,,,,,,,0.03317,,,,-0.1183299999999999,,,-0.020391,,-0.031104,0.07755,-0.009679,,,,0.62847,0.31781,,0.60475,,-0.14282,,-0.066301,,-0.173425,-0.13823,,,-0.56672,,,0.50757,0.5672550000000001,,,,,0.07755,,0.58715,-0.020391,,0.16860349999999996,0.33618,0.04082399999999995,0.1357,-0.03722333333333333,
2,230,2,1,-0.0579679999999999,0.005298500000000005,0.14698,0.09945533333333338,0.38401,0.12203024999999999,-0.1426215,,0.38044500000000003,0.15945,0.26389,0.04896249999999999,0.174605,0.43391,0.2735133333333333,0.1184675,,0.0997505,0.091733,,0.17787,,0.19925366666666666,0.093515,0.12827,0.0525275,,-0.0490569999999999,-0.038364499999999954,-0.05975,-0.068661,0.8856850000000001,0.32787,0.14697999999999997,0.38222,0.4350933333333334,0.27291966666666667,-0.004503,,-0.15955,,-0.32054,-0.31638,,-0.21302,,0.36885999999999997,0.032922,0.45886,0.2378699999999999,,0.5444,0.097975,,,,0.20401,,,,,-0.17381,,0.27886,0.11905933333333334,0.21381
0,352,1,2,,,,-0.15709,,,,,,-0.29423,-0.26821999999999996,,,,,,,,,,,,,,,,,,,,0.013143,,,0.59951,0.055702,,,,0.050973,,,,,,,,,,-0.61815,0.1621,,,,,0.0580669999999999,,,,,,,0.28505,,,0.5049399999999999,0.3441599999999999
1,843,2,1,,-0.069793,,-0.20421499999999998,0.03028899999999995,0.0008529999999999,-0.0403575,,-0.21598999999999996,-0.23758,,,,,-0.2797699999999999,,-0.06783074999999998,0.019822666666666634,0.002815,-0.10184733333333333,-0.06324933333333332,,-0.127354,-0.004380333333333301,-0.038395,-0.090399,0.1009299999999999,-0.01798619999999998,-0.0599809999999999,,,,0.18139,0.7805633333333333,0.18728,0.17943,1.2535333333333334,-0.011904999999999999,,-0.15515499999999993,-0.10904,-0.21305,,0.18237550000000002,0.052362500000000006,0.21279,0.09700999999999996,0.380575,0.0701933333333333,-0.014846,,0.33740000000000003,,-0.028093500000000028,-0.14829,,-0.35728499999999996,-0.3563,,-0.49367,,-0.34845,-0.02269666666666667,-0.13127999999999998,-0.2087945,-0.06076400000000002
1,81,1,1,-0.74745,0.19994000000000012,,0.81014,0.639315,0.31063799999999997,1.2801,0.290945,0.2561333333333333,-0.19394,-0.2372,,,,,,,,0.8728,-0.08502466666666668,0.152195,,-0.2014,-0.11785,,0.7206199999999999,,-0.37745,-0.4013199999999999,-0.3118,,0.03134999999999999,,-0.1148625,0.13180666666666666,-0.39833,-0.065926,0.93845,0.95934,0.7206100000000001,0.68183,0.1253375,0.72361,1.0309,0.7251050000000001,,0.143245,0.24717999999999998,-0.008934999999999998,0.14995525,,-0.02684025000000001,0.652,0.04178949999999995,-0.408775,0.12384666666666665,0.38941,0.9280050000000001,0.26011,,0.22828,0.380465,0.24419699999999997,-0.11934000000000006,0.16064933333333334,-0.15067200000000003
0,406,1,2,,,,,,,0.062214,,,,,,,,,,,,,,,,,,-0.13989,,,,,,,,0.3808833333333334,,0.2771833333333333,0.31730300000000006,0.59132,0.014526666666666632,0.16780499999999995,0.009984,-0.067225,,,,,,,,,,0.16894,,,0.33698,,0.064484,,,0.207545,,,,,-0.30793,0.56861,
1,142,2,3,,,-0.027879,-0.027879,,,-0.027879,,-0.027879,,,,,,,,,,,,,,,,,,,,,,0.091909,-0.041463,,0.2292322,0.5865,,0.17279850000000002,,0.20963999999999997,,0.258625,0.250595,,,,0.027693,-0.05339966666666667,-0.040228,0.11290499999999998,-0.08921333333333333,0.34507,0.1332795,,,,,,,,,,0.3957,,,,
2,805,2,1,,,,,,,-0.4564,,,,,,-0.2795,,,,-0.3929,,-0.030013,,,,-0.48816,,,,0.17865,,,,0.44628,,,,,0.446275,,,,-0.186505,,,,-0.19785,0.15143,0.015349,,,,,,0.10607,,,,,,,,,,0.49617,,0.688955,,
0,190,1,1,,,,,,0.12184,,,,,-0.29894,,-0.26387666666666665,-0.2532733333333333,-0.2157599999999999,0.0190919999999999,0.37382000000000004,0.015422000000000002,0.0190919999999999,,,-0.039622,0.11572650000000001,-0.4359399999999999,0.60623,,-0.5362399999999999,0.39829,0.02806333333333333,,,,1.4918,,,,,,,,-0.26225,-0.2818199999999999,,,,,,,,,,,,,,,,,,,,,,,,
2,172,2,3,,-0.0229,0.04244033333333333,,,0.118956,,,,,,,,-0.0263389999999999,,,,,,,,,,0.27629,,0.29348,,0.3055199999999999,,0.17312,0.17312,0.23502,,0.21954333333333334,0.34506,,,0.18687,0.13013,,,,-0.26019,,,,,0.1473275,,,,-0.1312299999999999,,0.083707,,-0.073626,,,,,-0.226655,-0.0435329999999999,,,-0.2189199999999999,-0.05385
2,172,2,1,-0.35819,-0.5524899999999999,-0.1209099999999999,-0.341,-0.47856,,,,,,,,,-0.51295,,,,-0.2447099999999999,,,,-0.22464999999999993,,,,,,0.3760199999999999,,0.054476,,0.3308775,0.15077,0.26424999999999993,0.29519999999999996,0.28029666666666664,-0.17507000000000003,0.38719000000000003,0.35538,,,,,,0.13185,-0.12435,,,,-0.94281,,,,,,,-0.46824,-0.46824,,,,,0.12755500000000003,-0.0005449999999999969,-0.006565,0.3657
3,353,2,2,,,,,,,,,-0.32019,-0.33946,,,,,,-0.31614,,,,-0.12954466666666667,-0.180252,-0.324245,-0.4844699999999999,,,,,,,,,0.95348,0.21117999999999998,,,-0.31816,0.69591,,,-0.34046999999999994,,-0.28774,-0.20559999999999995,,,,,,-0.088983,,-0.076814,,,,-0.29889999999999994,,,-0.06058933333333333,,,,,,,-0.04233599999999995,
0,275,1,1,-0.33737,,-0.2245033333333333,-0.28132499999999994,-0.1435505,-0.14589,-0.23462,-0.1996,-0.3397033333333333,,,,-0.25875333333333334,,-0.37473,-0.35839,-0.37239999999999995,,,,,0.4425699999999999,0.270935,0.71344,0.11098,,,,,,0.426225,,,0.03975500000000001,,-0.21127666666666667,,,,0.6609050000000001,0.30713,-0.038472,-0.0034439999999999,-0.10969499999999999,,-0.31052,,,0.023800000000000026,,0.42155,,,-0.22995,0.82086,0.28891599999999995,,,0.6620699999999999,,0.3164695,0.459495,0.20554899999999998,0.59143,0.53948125,1.1595
2,181,2,2,,-0.28725,-0.12262399999999996,,-0.007658,0.045734,-0.10583,0.045734,-0.08774799999999999,,,,,,0.10774,0.47115,0.45622333333333326,0.06984699999999999,-0.004642499999999994,0.156825,0.213663,,0.1818,0.021622,0.11118,,,0.38216333333333335,0.11635,,-0.005936,0.28973,-0.03952,0.46598,0.34714,0.48493,0.3052333333333333,,,,,,,-0.16525499999999999,,,,,0.33077999999999996,,,,,-0.03981,0.004398,0.058651499999999995,,0.26792,0.11807,0.43326,,0.43326,0.20935466666666666,0.21969,0.09912649999999995,0.283845
0,407,1,1,,0.070143,,,,,,,,0.20292,,-0.26918,,-0.160005,,,,0.50389,,0.326849,,0.031785,0.5629,1.5573,,-0.2131199999999999,-0.14525,,,,0.5009399999999999,-0.06067,1.039415,0.33420000000000005,-0.027228,,0.5579816666666667,,0.32389999999999997,0.5924,0.019980000000000067,0.26193,0.26193,0.25603149999999997,,,,,,1.6192,,1.3271,-0.21311774999999997,0.1439099999999999,0.497973,-0.01936133333333333,,0.348238,0.575882,0.41635099999999997,,,0.91402,,1.29909,1.6576
1,144,1,3,,,,,,,,,,,,,,,,,,,-0.013577,,,,,,,,,,,,,,0.21172,,,,0.32437,,,,,,,,,,,,,,-0.0779475,,,,,,0.01539,,,0.095854,,,,0.013780499999999994,,
3,86,2,1,0.022407,-0.24697999999999998,-0.24855,,-0.21879,-0.28196,-0.17024,,,,,,-0.038675,,,,-0.035542,,0.28083,,-0.14674,-0.18485666666666667,,-0.12012,0.3372199999999999,0.2792699999999999,0.24559499999999998,,0.017709,0.28083,,-0.33626,,0.286315,,,1.8188499999999999,,,,-0.41927,-0.340955,-0.28353,-0.34879,,,-0.28614,,,-0.1520706,-0.026928,,,-0.041807,,,,,,,-0.10602,-0.068433,,0.033371,,-0.1906
2,808,2,1,0.1894799999999999,,,,,,,,1.561,,1.5638,2.2159,0.22307,,,,,2.8205,,,1.9388,,,1.6953,0.57714,0.085923,,,0.1195099999999999,,,0.22587100000000002,0.24686399999999997,0.44279,0.525355,0.30634249999999996,0.34102714285714286,0.080326,0.34343,,,,-0.023235,,-0.13799,,-0.040029,0.32663,,,,,,,0.12650599999999995,-0.04469333333333333,-0.002243500000000051,0.18669,0.47218,0.25666,-0.0260339999999999,0.22027333333333332,0.186685,0.51976,0.091521,
2,181,2,1,,2.2727,0.280835,0.13874,0.18869,,,,1.8154500000000002,,,,,,2.8936,,0.2179699999999999,,0.80356,,0.683,1.0912,1.3978,,,0.77256,0.39708999999999994,0.3109699999999999,-0.22639,0.019039999999999987,0.15769,0.315717,0.70539,0.5309999999999999,0.34714333333333336,0.06381999999999999,-0.09722000000000006,0.34198,,,,,,,,,,,-0.06794,0.5676049999999999,0.32303,0.18008,0.2954699999999999,,,0.16228,0.0991269999999999,-0.062773,,-0.064495,0.3109699999999999,0.23518999999999993,0.301505,0.3488699999999999,0.0758755,
1,94,1,3,,,,,,,,,,,,,,,,,0.56824,,,,,,,,,,,,0.65447,,,,,0.23808,0.27749999999999997,0.19127,,,,,0.0803929999999999,,,,,,0.35634,,,,,0.1493799999999999,0.35634,0.10503,,,,,0.25779,0.2233,0.070538,,,,0.19373,
2,566,1,1,,-0.21111333333333335,-0.133865,-0.19039,,,,,,,-0.36278,,,-0.15647349999999993,-0.12256,,0.044187000000000025,-0.14705333333333334,-0.19886500000000001,0.9297266666666667,0.2307199999999999,0.5962366666666666,0.47659000000000007,0.398875,0.7592099999999999,-0.19321,0.8590733333333334,,,0.1657133333333333,,-0.1487,-0.012334999999999985,0.515455,0.21799749999999998,0.45317714285714283,0.4991999999999999,0.4228966666666667,,-0.2356099999999999,1.0814,1.429,,,,,-0.066034,-0.30061,-0.35854500000000006,0.12615,-0.31332550000000003,,-0.43627,-0.18756,-0.24267,-0.3901033333333333,-0.07663249999999998,0.10071,,,-0.362785,0.6471203333333333,0.39746,-0.31474,0.48318666666666665,-0.19151859999999998
3,62,2,1,-0.10626599999999997,,2.9298,2.9298,,,,,,-0.1234799999999999,0.062388000000000006,-0.09615,0.05555500000000001,,,0.211365,-0.13715,,,,-0.0934155,-0.32303,,-0.041481,,-0.26289,-0.21779,,0.60703,-0.22599,,0.46102,0.74029,0.4505399999999999,0.51751,0.63095,0.54826,-0.010046,,,0.40681,,,0.60635,-0.24239,-0.033964999999999995,0.028902999999999998,-0.19660375000000002,-0.14945,-0.436465,-0.2464864,-0.12109349999999999,-0.3603833333333333,-0.26289,-0.019613,-0.10845,,-0.17952,,0.067857,-0.14809,-0.14535,-0.2109599999999999,-0.23965633333333336,-0.17269,-0.3380599999999999
0,37,1,2,,,-0.060438,0.11918,,0.6299600000000001,0.0546279999999999,-0.09598599999999996,-0.080083,,,,-0.3831866666666666,,-0.11095,,-0.1755,,-0.02676,0.5308066666666668,0.29318,0.03591966666666666,,,,,,-0.023954,,0.0490149999999999,0.23986,,0.23986,0.72538,0.5443574999999999,0.26418,0.62154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,718,1,2,,,,,,0.8532799999999999,,,,,0.87944,,,,,,0.5017299999999999,0.14037,,,,0.19923,,,,,,,,,,-0.15395,,0.72247,,,0.724105,,0.1469099999999999,0.47284333333333334,0.10930399999999996,,,,0.28753,0.2254,0.16326,,0.61782,,,0.068426,0.27118,0.068426,0.390541,0.038995,0.052075,0.87944,0.20141433333333333,0.29734,-0.019869,,0.28099,0.011200000000000015,-0.22806999999999997,
1,339,2,1,,,,,,,,,-0.019464,,,0.12571,0.74646,,,,-0.11208,-0.27477066666666666,-0.15462649999999994,-0.14085899999999998,-0.06535316666666664,-0.23347299999999999,-0.3217045,-0.2516175,,,0.63758,,0.82906,,,-0.27810666666666667,0.0769045,-0.15713000000000005,2.160655,-0.04783133333333334,0.038105,0.23084,0.39103,,0.1995495,,-0.3048099999999999,0.14824,,0.14824,0.46612,-0.06952499999999999,1.167,0.39102500000000007,-0.11123999999999999,1.167,0.21707,0.14949,0.20455625,0.264212,0.42107,0.49365,0.45736,0.78651,-0.84296,0.13321666666666668,-0.2697699999999999,0.31510466666666664,0.23834749999999996,0.444845
1,137,1,1,0.0395,0.072185,,,0.70465,-0.22198,,,0.075453,,,,-0.12147625000000001,,-0.050929999999999996,,0.07300250000000004,,0.31732666666666665,,0.34021,0.30424999999999996,,-0.23179,-0.55211,,-0.18603,,,0.35000999999999993,,-0.061825,1.2312036,0.7381325,1.4286150000000002,1.141,,-0.1190225,-0.04058,0.010083,-0.16969,-0.03812975,0.3827,,,,-0.341285,1.4297433333333334,-0.51942,0.7357,0.4872916666666667,0.3363933333333333,-0.3788756666666666,0.32386,-0.20302399999999995,-0.370705,,1.0299,0.60169,0.5461199999999999,0.026425,0.29445,,0.281374,0.3810635,0.646143
1,233,1,1,,-0.0835725,,,,,,,,0.40103,,,,,,,,,,0.35065,,,,0.89008,0.1313099999999999,,0.57887,,0.35954,,,0.2528349999999999,-0.15026,0.63074,,,,1.302085,,0.12539,,,,,,0.045359,,,0.18911,,,0.22171,,,,,,,,,,0.65297,,0.31211,0.63222,
1,233,1,2,,0.67372,1.4473,,,0.8397,,,,,,,-0.34885,0.31804,0.22023,0.030539,,0.030539,-0.17496233333333333,,,,,,,0.5877600000000001,,0.823415,,,0.47217,,0.8441473333333334,0.31804,0.6836000000000001,0.82488,0.4366,,0.066107,-0.33403,0.1594705,,,,0.43808500000000006,0.07944349999999994,,-0.23918,,0.042395,0.0838899999999999,,,-0.108766,-0.007991999999999999,-0.079127,0.21134,0.057214,0.066107,0.077963,0.057215,-0.0850545,-0.22436,0.030539,0.23653449999999998,0.5581035
3,741,2,1,-0.41518999999999995,0.073109,,,0.1641099999999999,0.17298999999999998,,,0.292845,,,0.77671,0.4149199999999999,0.23292000000000002,,,,,,0.5614100000000001,,0.88546,,,,0.27841849999999996,,,,,,0.504815,,0.46996399999999994,,0.47595499999999996,0.49149,,,,,,,-0.36858,-0.1444099999999999,-0.1333099999999999,-0.2576,,,,0.0020829999999999,0.037596,,,,,,,,,,,,,,
1,877,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22649,,0.584445,0.50932,,0.283935,0.6330600000000001,,,,,,,,,4.0889,,3.6116,2.6924,2.0914,3.2404,3.2404,,0.7833100000000001,,,,,,0.80983,,2.1090750000000003,,0.9866,1.7143
1,612,2,1,-0.70699,,-0.6898,,,,,,,,,,,,,,0.04899999999999999,-0.84444,,,,,-0.45785,-0.84444,,0.195042,,0.56445,,,,,0.744875,0.779205,,-0.827255,1.2431,,,,,1.019745,,,,,,-0.15718,-0.77571,,,,,,,-1.0678,,-1.1365,0.238,,-0.4664399999999999,,,-0.37194499999999997,0.03182000000000007,-0.04549499999999995
0,613,1,1,,,,,,0.24160500000000001,0.40739,0.7069300000000001,-0.091099,1.2672,-0.011068,0.071251,,0.13756,,,-0.25116,-0.1242555,,-0.10253,-0.1059615,0.001509,0.0815395,,,,0.20845,,0.16958,,,0.6154666666666667,0.53772,1.0522,0.41196,0.4519699999999999,0.12842,0.48513,,,,0.046095,,0.16043,0.34565,0.40053,,0.014085,,,0.38681,0.35707999999999995,0.6131800000000001,,0.39214,0.4531199999999999,,,0.043811,0.6726300000000001,0.6634866666666667,0.698925,,0.13642025000000002,0.089544,0.19016
0,37,1,1,-0.37476,,,-0.0015019999999999,0.3465,0.0321759999999999,,-0.3626033333333334,,-0.27092499999999997,,,-0.018341,,-0.40564,-0.51789,,-0.12218,,-0.04546799999999996,-0.38318,,-0.2625,,,,,,,,-0.16147,1.152,,0.55979,,,,,,0.28757,,,,,,,,-0.55438,-0.59507,-0.24286,,,,-0.5242100000000001,,,,-0.52351,-0.133405,-0.123582,-0.31021499999999996,,0.19916,0.43069499999999994,-0.22041,
2,172,2,2,,-0.42353,-0.21204,,,,,,,,,,,,,,,,0.1009,0.0183669999999999,0.1129355,0.087146,,0.4276,0.14561,0.7543,,,,,0.32271,0.47517000000000004,,0.40697,0.55826,0.340765,0.434476,0.342485,,,0.57719,,0.1009,0.18344,,,0.3485,0.23501899999999995,,-0.07276300000000001,0.09230350000000005,,,-0.0379455,,0.12038666666666668,-0.0254775,-0.12090999999999996,0.188595,0.03900125,,,,-0.03837533333333337,-0.1544395,-0.009144000000000005
3,27,2,1,-0.782975,-0.38896,,,,-0.327675,,-0.46776500000000004,,-0.23914,-0.42399,,,-0.12629,-0.346645,-0.36999499999999996,,-0.65747,-0.20606333333333335,-0.20509,,-0.32475,0.0896909999999999,0.15828,,,-0.86761,-0.064996,0.57126,0.8281,,0.7361774999999999,0.9506600000000001,0.817155,0.53186,0.90108,0.49538,,,,,,,0.27064,,,0.91566,0.90107,0.867515,0.62963,0.6675800000000001,0.7784833333333333,0.92441,0.4661899999999999,,,0.58586,0.84707,0.2939935,0.2229753333333333,0.6276933333333333,,0.5771,1.0995,1.1803000000000001,1.2367
0,353,1,1,,,-0.3029,,,-0.48716,,-0.20178,-0.27144,-0.11639,,,-0.2085199999999999,-0.069198,-0.2051475,0.4027,-0.024256,0.1600099999999999,-0.1343599999999999,-0.22874,0.07574,,-0.0647036666666666,-0.19054,0.24689333333333333,0.36674,,,,0.40944,0.55775,0.8285224999999999,0.657745,0.709045,1.1015,0.092594,0.47573000000000004,0.95099,0.21619,0.029675,0.029675,-0.093916,-0.04448,0.7217899999999999,,,,0.882455,0.4528813333333334,1.20492925,0.2319150000000001,1.108275,1.515,1.3554499999999998,0.665605,0.40044900000000005,,0.8509925,0.815615,0.7229,0.27686,0.60381,0.83752,1.4656,0.4360814285714286,0.822915
1,878,1,1,,,,,,,,,,,,,,,,,0.41523,,,0.2424599999999999,-0.010048,,0.50826,,,0.50826,,0.36872,,0.6478,,,,,,,,,,0.96012,0.18266,,0.96012,,0.023177,-0.14295,,,-0.41539,,,0.0165319999999999,,0.17601,,-0.132981,,-0.103075,-0.48184,,,,,,-0.17617,
1,13,1,1,,,,,,,,,,,,,,,,,,,,-0.1527599999999999,,,,,0.7843100000000001,0.52561,,,,,-0.33098,0.42213,,1.0718,1.2298499999999999,,1.043,0.2036745,,0.26116,0.442255,,-0.22979439999999998,,0.50262,,0.73832,-0.64717,,0.37614,1.1752,,0.1093904,0.20367,0.13852,0.40776,1.1867,,2.6872,1.8594,1.388,,,1.2327,0.76132,0.9539
0,99,2,1,,,,0.3045,,,,0.47386,0.18754,0.5281535,0.5393600000000001,0.50193,0.16257999999999997,,,-0.0005424999999999996,,,,0.32913999999999993,0.42146,,,,-0.0594925,,,,,,,,0.657265,,,0.66475,0.35222,,,,,,,,,,0.18192,,,,,,,0.1145495,0.29982,0.32882749999999994,0.017236,,0.35596,,0.37468,,,,0.4408,0.54123
2,641,2,1,-0.33739,,,,,,,,,-0.12283,,0.2419199999999999,,,,-0.57877,-0.0691919999999999,-0.60559,,-0.012870000000000048,,-0.045055,-0.15501500000000001,0.34383,,-0.29448,,,0.038087,,,,,,,,,1.36835,,,1.148425,,0.91778,1.43805,1.9995333333333332,2.2319,,,,,-0.17647333333333334,-0.9757,,,,,,,1.3737,,,3.5729,,,0.47793,0.445745
0,158,2,1,,,,,-0.15463899999999994,-0.2079,-0.14029949999999997,,-0.3687,-0.36972,-0.29188333333333333,-0.49058,,-0.33695,0.737475,,,-0.43732,-0.45882999999999996,-0.39021,-0.20687499999999998,-0.10138,-0.15054,-0.026609999999999946,-0.023538,-0.22121,0.4517,0.2796295000000001,,,-0.21814,-0.29393,1.269,1.4862,1.5517,1.058,0.8723233333333335,0.7630600000000001,0.44351,0.2407099999999999,,0.11371,0.09425,-0.1362,,1.6644,0.13214,-0.0522165,-0.67699,0.11575799999999994,0.053482600000000005,0.18131,0.021528000000000002,,-0.53974,0.011286,0.2745099999999999,0.29397,-0.28779,,,0.5049600000000001,0.09199280000000001,0.1229235,-0.23094074999999994,-0.03036833333333334
2,117,1,1,-0.32441,,,,,-0.13728166666666666,,0.21009499999999995,,0.06676350000000005,0.084682,,,-0.031775,,,,-0.15122,,,,0.1026,-0.24527499999999997,,-0.22387900000000002,,0.20312566666666668,-0.37816,-0.31545,0.10857,,0.9289964999999999,,1.5458699999999999,1.195505,1.68075,1.6942,,,0.42808,0.2160699999999999,0.020482,,0.09364,,,0.02496,0.18322,,,0.0667649999999999,-0.010872,,0.15336,-0.094481,-0.009876666666666636,,,,-0.17609666666666668,,,-0.19601,-0.18406,-0.14524,
1,189,2,1,-0.36525,,,,0.024282333333333402,-0.0283709999999999,0.037715999999999965,,,-0.050131999999999996,-0.351068,-0.3249599999999999,,,-0.3249599999999999,,,0.197695,,-0.8173750000000001,,0.29562,,,0.5535064999999999,,,0.24081,0.22308,,,,0.695365,0.74211,1.3885,0.97905,0.7506966666666667,0.46486,,,,,,,,,,,,,,,,,,,,,,,,,0.22549799999999995,-0.031594,0.4568,0.04094
1,77,2,1,,,0.97531,1.1206,1.1145,1.0620666666666667,1.1145,1.0146,,,,,,,,,,,,,,,,,,0.71204,,0.8784799999999999,,,1.2386,,0.51232,,0.52745,0.27931,0.44776333333333335,,,,1.0116,0.89361,,,0.36707,,0.26721,-0.24722,0.3095699999999999,,,0.95413,,0.539555,,0.3822,0.3095699999999999,0.08463399999999999,-0.0565809999999999,0.3095699999999999,,,,0.5410699999999999,0.14677,0.544095
0,406,1,1,,,0.23025,,,,-0.024079,,0.041775,,-0.019537,,,,,,,,,,,0.159855,,0.29611,0.68896,,,,,,0.41873,1.5144000000000002,1.38155,1.4497,1.27145,1.2529133333333333,,,-0.35335,0.12692950000000006,-0.4555399999999999,,,,-0.34312999999999994,,,,,,,,,0.6514949999999999,0.40813666666666665,-0.042245,-0.26933,-0.13194300000000006,-0.17622,-0.106965,-0.14897,0.041775,-0.085391,0.10309,-0.0127245,-0.049056
2,569,2,1,-0.43123666666666666,-0.23111,,,-0.29173,,,,0.381,-0.0717235,,-0.33476,-0.42863,,-0.3712633333333333,-0.10496999999999995,2.9683,1.6336,-0.2526199999999999,2.30925,1.7949,1.0175733333333332,-0.17830999999999994,,-0.037500000000000006,,,-0.368,,-0.2448,,2.4344,0.95008,1.0757325,1.1306633333333334,,1.8073333333333332,0.33602499999999996,,-0.30738,,,2.135206666666667,2.2917,,0.099393,,,,1.25225,,1.6404,,,,-0.36214,,0.2832199999999999,,,0.358517,0.80929,0.636215,0.49541,0.18544,
1,663,1,1,,,,,,0.6981,1.194,,1.3318,,,0.8909600000000001,,,,,1.1058,,0.8799399999999999,,,,,0.39505,,,,,,,,0.71463,0.7036100000000001,0.51627,,0.8523799999999999,,,,1.0067,,0.64851,,1.0067,,,,-0.74554,,0.4170899999999999,,,-0.74554,0.8138133333333334,0.48321,1.2712,,,1.1885,,1.4365,,,1.3317649999999999,1.0783,
3,853,2,1,6.7371,,,,,2.6831,,,,,,,,,,,,,1.685,,,,,,,,,,,,,,,,,,,,,0.82152,0.7419100000000001,,0.82152,0.683735,,,,,0.6898799999999999,,,,0.47859,,0.36224,,,,0.8215300000000001,,-0.7767850000000001,,0.7725299999999999,,,
2,198,2,1,,,0.725185,,0.7617799999999999,0.8297200000000001,,0.24693,0.7460899999999999,0.883295,0.12671,,0.10319,,,,,0.484745,,0.7643800000000001,,,,,,0.7983600000000001,,,0.86108,,1.6556,,0.68729,0.66769,1.159,0.7095033333333333,0.11887,,0.21295333333333333,0.9669,0.834925,-0.11634,-0.12418,-0.22610000000000002,-0.11371800000000001,0.99175,,,0.077056,,,2.2906,,1.7888,,,,,,0.71211,,,0.89678,1.3010166666666667,1.3376000000000001,0.6232566666666667
