200kb name,category,Granule_mean,MLI1_mean,gene,chrom,chrom_id,group,log2FC_G2M
chr3-g435,MLI1,0.04177052649908699,2.1783848258053062,Kirrel,chr3,3,435,-5.704629699627041
chr3-g439,MLI1,0.08658016769311008,3.7212934070478454,Bcan,chr3,3,439,-5.425623739818524
chr3-g440,MLI1,0.08658016769311008,3.7212934070478454,Bcan,chr3,3,440,-5.425623739818524
chr3-g442,MLI1,0.1218958888536558,1.5078554731629201,Sema4a,chr3,3,442,-3.6287767794303734
chr3-g446,MLI1,0.12048822442898705,0.5308887848293331,Gm15417,chr3,3,446,-2.139517508773433
chr3-g473,"MLI1,MLI1",0.32836508441234347,2.9765149269236635,"Tuft1,Cgn",chr3,3,473,-3.18025149305591
chr3-g479,MLI1,0.210260698065946,0.8763591142676452,Ciart,chr3,3,479,-2.0593429715987805
chr3-g487,MLI1,0.22577031662631641,0.9635759107085239,Chd1l,chr3,3,487,-2.0935425079760117
chr3-g488,MLI1,0.22577031662631641,0.9635759107085239,Chd1l,chr3,3,488,-2.0935425079760117
chr3-g506,MLI1,0.3259553833919846,2.678457821250705,Igsf3,chr3,3,506,-3.0386561698237253
chr3-g507,MLI1,0.3259553833919846,2.678457821250705,Igsf3,chr3,3,507,-3.0386561698237253
chr3-g519,Granule,2.1559761165660762,0.05331599492747738,Bcl2l15,chr3,3,519,5.33762897616951
chr3-g534,MLI1,0.1727925050990543,2.55053553059187,Gm27008,chr3,3,534,-3.8836876516835175
chr3-g535,"MLI1,MLI1",2.37624802638964,13.664500312402378,"Gm27008,Kcna2",chr3,3,535,-2.5236753701693453
chr3-g542,MLI1,1.2035696991471188,5.972840417092667,Sars,chr3,3,542,-2.3110974850219566
chr3-g544,Granule,0.9906425162505917,0.07402096831524149,Fam102b,chr3,3,544,3.7423586259925448
chr3-g545,Granule,0.9906425162505917,0.07402096831524149,Fam102b,chr3,3,545,3.7423586259925448
chr3-g546,MLI1,0.19811732206303123,13.866862493451137,Vav3,chr3,3,546,-6.129142565777964
chr3-g547,MLI1,0.19811732206303123,13.866862493451137,Vav3,chr3,3,547,-6.129142565777964
chr3-g548,"MLI1,Granule",10.581465394341745,14.336136171245961,"Vav3,Ntng1",chr3,3,548,-0.4381168103056171
chr3-g549,Granule,10.383348072278713,0.4692736777948236,Ntng1,chr3,3,549,4.467698360290617
chr3-g550,Granule,10.383348072278713,0.4692736777948236,Ntng1,chr3,3,550,4.467698360290617
chr3-g574,Granule,76.65006479488486,8.737133924423427,Olfm3,chr3,3,574,3.1330550017920307
chr3-g575,Granule,76.65006479488486,8.737133924423427,Olfm3,chr3,3,575,3.1330550017920307
chr3-g583,MLI1,0.8443040482430747,5.4053977100385096,Agl,chr3,3,583,-2.6785662336331315
chr3-g584,MLI1,0.8443040482430747,5.4053977100385096,Agl,chr3,3,584,-2.6785662336331315
chr3-g586,MLI1,0.9740247585450199,4.236652707574666,Plppr4,chr3,3,586,-2.1208945215981663
chr3-g587,MLI1,0.05623278490301209,1.177508067204927,Plppr5,chr3,3,587,-4.388181636207829
chr3-g588,MLI1,0.05623278490301209,1.177508067204927,Plppr5,chr3,3,588,-4.388181636207829
chr3-g606,Granule,3.4301471833937014,0.651563263637602,Tmem56,chr3,3,606,2.396293312585769
chr3-g612,MLI1,0.03651220556969606,0.9059553713687714,Fnbp1l,chr3,3,612,-4.632989258358332
chr3-g613,"MLI1,MLI1",0.1183280534208536,2.8627687157035036,"Fnbp1l,Pde5a",chr3,3,613,-4.5965470631088365
chr3-g614,MLI1,0.08181584785115754,1.9568133443347322,Pde5a,chr3,3,614,-4.579982014725299
chr3-g615,MLI1,0.044410750908653776,0.48889616567954974,Synpo2,chr3,3,615,-3.4605472205142354
chr3-g616,MLI1,0.044410750908653776,0.48889616567954974,Synpo2,chr3,3,616,-3.4605472205142354
chr3-g617,Granule,27.078564215583796,2.4073201194102976,Ndst3,chr3,3,617,3.491651339382884
chr3-g618,Granule,27.078564215583796,2.4073201194102976,Ndst3,chr3,3,618,3.491651339382884
chr3-g656,MLI1,0.03381618085907692,0.4829538130404445,Hadh,chr3,3,656,-3.836099585918286
chr3-g690,MLI1,0.4223718536564935,1.993012696102921,Mttp,chr3,3,690,-2.238365297036751
chr3-g744,MLI1,0.05206729141859313,0.21745317800532438,Adgrl2,chr3,3,744,-2.0622555297972873
chr3-g765,Granule,8.081628056458738,0.7658311333989176,St6galnac3,chr3,3,765,3.3995477389018713
chr3-g766,Granule,8.081628056458738,0.7658311333989176,St6galnac3,chr3,3,766,3.3995477389018713
chr3-g767,Granule,8.081628056458738,0.7658311333989176,St6galnac3,chr3,3,767,3.3995477389018713
chr3-g768,Granule,8.081628056458738,0.7658311333989176,St6galnac3,chr3,3,768,3.3995477389018713
chr3-g782,Granule,126.04944757568775,20.26959039163004,Negr1,chr3,3,782,2.6366009552590377
chr3-g783,Granule,126.04944757568775,20.26959039163004,Negr1,chr3,3,783,2.6366009552590377
chr3-g784,"Granule,Granule",128.93747124060732,20.84512731896267,"Negr1,Gm15577",chr3,3,784,2.628889505265562
chr3-g785,Granule,126.04944757568775,20.26959039163004,Negr1,chr3,3,785,2.6366009552590377
chr3-g786,Granule,126.04944757568775,20.26959039163004,Negr1,chr3,3,786,2.6366009552590377
chr3-g790,"MLI1,MLI1",0.6935988333768234,9.590239385172884,"B230334C09Rik,Lrrc7",chr3,3,790,-3.7893934502040127
chr3-g791,MLI1,0.5822322300275394,8.730501250093692,Lrrc7,chr3,3,791,-3.9063978780841575
chr3-g792,MLI1,0.5822322300275394,8.730501250093692,Lrrc7,chr3,3,792,-3.9063978780841575
chr4-g20,MLI1,0.054420244594578164,2.100035680916124,Penk,chr4,4,20,-5.270126589294038
chr4-g43,Granule,18.858826205494463,1.712160794446312,Chd7,chr4,4,43,3.4613497825715234
chr4-g44,Granule,18.858826205494463,1.712160794446312,Chd7,chr4,4,44,3.4613497825715234
chr4-g68,Granule,6.842201952998023,1.671566378908985,Runx1t1,chr4,4,68,2.033260040635553
chr4-g69,Granule,6.842201952998023,1.671566378908985,Runx1t1,chr4,4,69,2.033260040635553
chr4-g74,Granule,1.3244999859856477,0.06169871594408475,Necab1,chr4,4,74,4.424063553484066
chr4-g75,Granule,1.3244999859856477,0.06169871594408475,Necab1,chr4,4,75,4.424063553484066
chr4-g76,Granule,0.9040870394327063,0.17789410191772312,Tmem64,chr4,4,76,2.3454429935062184
chr4-g161,Granule,9.902980702011842,1.6246862659788457,Bach2,chr4,4,161,2.6077016735810266
chr4-g162,Granule,9.902980702011842,1.6246862659788457,Bach2,chr4,4,162,2.6077016735810266
chr4-g178,MLI1,1.1954873304948896,7.729449196449115,Lingo2,chr4,4,178,-2.692766770030323
chr4-g179,MLI1,1.1954873304948896,7.729449196449115,Lingo2,chr4,4,179,-2.692766770030323
chr4-g180,MLI1,1.1954873304948896,7.729449196449115,Lingo2,chr4,4,180,-2.692766770030323
chr4-g181,MLI1,1.1954873304948896,7.729449196449115,Lingo2,chr4,4,181,-2.692766770030323
chr4-g182,MLI1,1.1954873304948896,7.729449196449115,Lingo2,chr4,4,182,-2.692766770030323
chr4-g183,MLI1,1.1954873304948896,7.729449196449115,Lingo2,chr4,4,183,-2.692766770030323
chr4-g184,MLI1,1.1954873304948896,7.729449196449115,Lingo2,chr4,4,184,-2.692766770030323
chr4-g214,MLI1,0.2900346072875817,7.983343883362483,Phf24,chr4,4,214,-4.78269619687955
chr4-g219,MLI1,0.3031361252736935,3.6094680778645447,Reck,chr4,4,219,-3.5737485488510536
chr4-g230,Granule,5.022908959267901,0.9903449563726172,Tmod1,chr4,4,230,2.3425200897217433
chr4-g242,MLI1,0.12619346360545775,0.5791476414238369,Tmeff1,chr4,4,242,-2.1982939941110766
chr4-g243,MLI1,0.12619346360545775,0.5791476414238369,Tmeff1,chr4,4,243,-2.1982939941110766
chr4-g248,MLI1,0.15922002621474507,5.396745851805396,Grin3a,chr4,4,248,-5.082996038036937
chr4-g249,MLI1,0.15922002621474507,5.396745851805396,Grin3a,chr4,4,249,-5.082996038036937
chr4-g274,MLI1,0.7087070807178181,5.386836373762583,Zfp462,chr4,4,274,-2.9261768754515627
chr4-g275,MLI1,0.7087070807178181,5.386836373762583,Zfp462,chr4,4,275,-2.9261768754515627
chr4-g284,Granule,8.775806997444272,0.11997175812666624,Epb41l4b,chr4,4,284,6.192765063287011
chr4-g285,"Granule,Granule",11.074115520335372,0.4258673939443878,"Epb41l4b,Ptpn3",chr4,4,285,4.700643390596966
chr4-g286,Granule,2.298308522891099,0.3058956358177215,Ptpn3,chr4,4,286,2.909461047712072
chr4-g290,Granule,2.850121096510078,0.09606207746701526,Svep1,chr4,4,290,4.890912398803108
chr4-g291,Granule,2.850121096510078,0.09606207746701526,Svep1,chr4,4,291,4.890912398803108
chr4-g299,Granule,6.6331376764283085,1.0345776105219608,Snx30,chr4,4,299,2.6806495951795513
chr4-g314,MLI1,0.08444879287353936,0.7392955345484509,Zfp618,chr4,4,314,-3.1300024931373915
chr4-g315,MLI1,0.08444879287353936,0.7392955345484509,Zfp618,chr4,4,315,-3.1300024931373915
chr4-g317,MLI1,0.07050793846861048,9.188673643961396,Whrn,chr4,4,317,-7.0259271185640255
chr4-g325,Granule,3.6834388305273977,0.44202511518606874,Pappa,chr4,4,325,3.058853035765982
chr4-g326,Granule,3.6834388305273977,0.44202511518606874,Pappa,chr4,4,326,3.058853035765982
chr4-g343,Granule,27.620911132591775,2.6818275382891237,Brinp1,chr4,4,343,3.364472541465454
chr4-g344,Granule,27.620911132591775,2.6818275382891237,Brinp1,chr4,4,344,3.364472541465454
chr4-g370,MLI1,1.366025606679451,15.080754579771074,Frmd3,chr4,4,370,-3.464652184147079
chr4-g371,MLI1,1.366025606679451,15.080754579771074,Frmd3,chr4,4,371,-3.464652184147079
chr4-g379,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,379,4.2475921527638505
chr4-g380,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,380,4.2475921527638505
chr4-g381,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,381,4.2475921527638505
chr4-g382,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,382,4.2475921527638505
chr4-g383,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,383,4.2475921527638505
chr4-g384,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,384,4.2475921527638505
chr4-g385,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,385,4.2475921527638505
chr4-g386,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,386,4.2475921527638505
chr4-g387,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,387,4.2475921527638505
chr4-g388,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,388,4.2475921527638505
chr4-g389,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,389,4.2475921527638505
chr4-g390,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,390,4.2475921527638505
chr4-g391,Granule,37.66641389729268,1.982903717645404,Ptprd,chr4,4,391,4.2475921527638505
chr4-g404,MLI1,0.05504389522708207,1.5413885540697427,Lurap1l,chr4,4,404,-4.807504205659349
chr4-g433,Granule,0.2796375928402945,0.03896971038651013,Plin2,chr4,4,433,2.8431332063255104
chr4-g434,MLI1,0.5630514913177381,54.89027348863607,Slc24a2,chr4,4,434,-6.607139853813203
chr4-g435,MLI1,0.5630514913177381,54.89027348863607,Slc24a2,chr4,4,435,-6.607139853813203
chr4-g436,MLI1,0.5630514913177381,54.89027348863607,Slc24a2,chr4,4,436,-6.607139853813203
chr4-g475,Granule,0.659499898985335,0.08766504171268699,Jun,chr4,4,475,2.9112988811661724
chr4-g487,MLI1,0.4603927960607286,3.979509823485921,E130114P18Rik,chr4,4,487,-3.111653573241394
chr4-g488,MLI1,0.4603927960607286,3.979509823485921,E130114P18Rik,chr4,4,488,-3.111653573241394
chr4-g500,Granule,9.717056795872343,0.10422510748021663,Ror1,chr4,4,500,6.542744636370901
chr4-g501,Granule,9.717056795872343,0.10422510748021663,Ror1,chr4,4,501,6.542744636370901
chr4-g502,Granule,9.717056795872343,0.10422510748021663,Ror1,chr4,4,502,6.542744636370901
chr4-g503,MLI1,0.04099875069305848,1.0714114263451473,Cachd1,chr4,4,503,-4.7077888281793765
chr4-g504,MLI1,0.04099875069305848,1.0714114263451473,Cachd1,chr4,4,504,-4.7077888281793765
chr4-g505,MLI1,0.04099875069305848,1.0714114263451473,Cachd1,chr4,4,505,-4.7077888281793765
chr4-g510,Granule,63.69695827974622,5.260250547711076,Pde4b,chr4,4,510,3.5980210587497297
chr4-g511,Granule,63.69695827974622,5.260250547711076,Pde4b,chr4,4,511,3.5980210587497297
chr4-g512,Granule,63.69695827974622,5.260250547711076,Pde4b,chr4,4,512,3.5980210587497297
chr4-g513,Granule,63.69695827974622,5.260250547711076,Pde4b,chr4,4,513,3.5980210587497297
chr4-g539,Granule,0.7575629794585734,0.06951625628919937,Lrp8os2,chr4,4,539,3.4459435361708666
chr4-g544,MLI1,0.060702330284784396,0.9955516594951956,Rab3b,chr4,4,544,-4.035672373923742
chr4-g551,MLI1,1.1945909882017673,8.01962457139805,Agbl4,chr4,4,551,-2.747017956834827
chr4-g552,MLI1,1.1945909882017673,8.01962457139805,Agbl4,chr4,4,552,-2.747017956834827
chr4-g553,MLI1,1.1945909882017673,8.01962457139805,Agbl4,chr4,4,553,-2.747017956834827
chr4-g554,MLI1,1.1945909882017673,8.01962457139805,Agbl4,chr4,4,554,-2.747017956834827
chr4-g555,MLI1,1.1945909882017673,8.01962457139805,Agbl4,chr4,4,555,-2.747017956834827
chr4-g556,MLI1,1.1945909882017673,8.01962457139805,Agbl4,chr4,4,556,-2.747017956834827
chr4-g557,MLI1,1.1945909882017673,8.01962457139805,Agbl4,chr4,4,557,-2.747017956834827
chr4-g558,MLI1,1.1945909882017673,8.01962457139805,Agbl4,chr4,4,558,-2.747017956834827
chr4-g580,Granule,5.239959947878147,0.269040316671987,Lurap1,chr4,4,580,4.283661497226284
chr4-g581,Granule,15.581451760117938,3.35117767220479,Pik3r3,chr4,4,581,2.2170895766571777
chr4-g589,MLI1,0.16233147121649114,0.6899728336436476,Slc6a9,chr4,4,589,-2.087596837245002
chr4-g624,MLI1,0.05948227992445175,2.2678017784085585,Epha10,chr4,4,624,-5.252690787830108
chr4-g627,MLI1,0.1653155610823578,16.621576163356238,Grik3,chr4,4,627,-6.651690852587896
chr4-g628,MLI1,0.1653155610823578,16.621576163356238,Grik3,chr4,4,628,-6.651690852587896
chr4-g644,Granule,5.942343023359834,0.37537070937869665,Trim62,chr4,4,644,3.9846439030693137
chr4-g645,MLI1,0.03183545873108981,0.574427776874901,Hpca,chr4,4,645,-4.173419055510787
chr4-g649,Granule,0.6454725033362665,0.09465260534724976,Adgrb2,chr4,4,649,2.7696415167800663
chr4-g650,Granule,0.6454725033362665,0.09465260534724976,Adgrb2,chr4,4,650,2.7696415167800663
chr4-g651,"Granule,MLI1",3.5056881414752037,1.390448015931124,"Serinc2,Fabp3",chr4,4,651,1.3341478544505454
chr4-g662,MLI1,0.06332337311780742,1.050856160969509,Sesn2,chr4,4,662,-4.0526832922657094
chr4-g665,Granule,2.2551107167965836,0.5218605917741467,Wasf2,chr4,4,665,2.1114618994184853
chr4-g669,Granule,6.215956237065494,0.15552760874344498,Rps6ka1,chr4,4,669,5.320733735980026
chr4-g672,"Granule,Granule",6.745752194872539,0.4542917931776905,"Paqr7,Man1c1",chr4,4,672,3.8922881736177284
chr4-g673,Granule,5.703552367616091,0.3758394491921627,Man1c1,chr4,4,673,3.9236723498183026
chr4-g676,MLI1,0.09182924109786246,0.7558882229310646,Clic4,chr4,4,676,-3.0411473835835423
chr4-g677,Granule,2.755070667830725,0.6177050808283664,Rcan3,chr4,4,677,2.1570992220431107
chr4-g684,MLI1,0.24682371745373688,1.9700032680535453,Epha8,chr4,4,684,-2.996645087202996
chr4-g689,Granule,4.537301622156953,0.8181503732587506,Ece1,chr4,4,689,2.4713966325319463
chr4-g702,Granule,3.978835375048039,0.5828624282424816,Arhgef10l,chr4,4,702,2.7711188959982396
chr4-g703,Granule,3.978835375048039,0.5828624282424816,Arhgef10l,chr4,4,703,2.7711188959982396
chr4-g706,"MLI1,MLI1",0.039797125273012976,0.6860554977813639,"Arhgef19,Fam131c",chr4,4,706,-4.107589159273595
chr4-g709,Granule,0.3234192008823589,0.02596632576860225,Efhd2,chr4,4,709,3.638691539430993
chr4-g710,"Granule,Granule",3.9125382010688528,0.20241068220229075,"Tmem51,Kazn",chr4,4,710,4.272747503004747
chr4-g711,"Granule,Granule",5.003883433955249,0.2907620648851665,"Kazn,Gm13052",chr4,4,711,4.105137220885679
chr4-g716,MLI1,0.0315154582945764,2.36019927553988,Lrrc38,chr4,4,716,-6.2267052212311915
chr4-g749,MLI1,0.015717727640638262,0.18039254375017513,Spsb1,chr4,4,749,-3.5206751452282194
chr4-g754,MLI1,0.627354373664859,3.0604276368952212,Errfi1,chr4,4,754,-2.286380742816479
chr4-g761,MLI1,0.11022154069700399,1.0980225444485707,Chd5,chr4,4,761,-3.3164295720705548
chr4-g766,MLI1,0.08526513651671935,3.46726548260851,Ajap1,chr4,4,766,-5.345698526924451
chr4-g767,MLI1,0.08526513651671935,3.46726548260851,Ajap1,chr4,4,767,-5.345698526924451
chr4-g775,Granule,7.127332287462074,1.006823515189268,Ski,chr4,4,775,2.8235513693195906
chr4-g776,"Granule,Granule,Granule",17.797770430420243,1.5436179265588559,"Ski,Faap20,Gabrd",chr4,4,776,3.5273089139186204
chr4-g777,Granule,1.4124412080805386,0.11711126503665575,Cfap74,chr4,4,777,3.5922390558179513
chr5-g28,MLI1,0.05893841423757112,0.8118468928128266,Steap2,chr5,5,28,-3.783927523671379
chr5-g47,MLI1,1.2191007463002193,10.662859273578833,Grm3,chr5,5,47,-3.128705092324701
chr5-g48,MLI1,1.2191007463002193,10.662859273578833,Grm3,chr5,5,48,-3.128705092324701
chr5-g65,Granule,0.8281340371258167,0.11379452668281087,Sema3a,chr5,5,65,2.863433124931587
chr5-g66,Granule,0.8281340371258167,0.11379452668281087,Sema3a,chr5,5,66,2.863433124931587
chr5-g67,Granule,0.8281340371258167,0.11379452668281087,Sema3a,chr5,5,67,2.863433124931587
chr5-g68,Granule,0.8281340371258167,0.11379452668281087,Sema3a,chr5,5,68,2.863433124931587
chr5-g70,"MLI1,MLI1",0.17772686972252197,8.339775894350899,"Sema3e,Gm4128",chr5,5,70,-5.552274898715199
chr5-g71,MLI1,0.1745672620795003,6.81046434327687,Sema3e,chr5,5,71,-5.285898235849509
chr5-g79,Granule,25.140707472852576,0.44531153482624763,Cacna2d1,chr5,5,79,5.819066456168255
chr5-g80,Granule,25.140707472852576,0.44531153482624763,Cacna2d1,chr5,5,80,5.819066456168255
chr5-g81,Granule,25.140707472852576,0.44531153482624763,Cacna2d1,chr5,5,81,5.819066456168255
chr5-g109,Granule,28.111248696173263,0.29818621651979255,Reln,chr5,5,109,6.558790157704235
chr5-g110,Granule,28.111248696173263,0.29818621651979255,Reln,chr5,5,110,6.558790157704235
chr5-g111,Granule,28.111248696173263,0.29818621651979255,Reln,chr5,5,111,6.558790157704235
chr5-g113,MLI1,1.2441688048737158,22.40279453450559,Lhfpl3,chr5,5,113,-4.170424561781795
chr5-g114,MLI1,1.2441688048737158,22.40279453450559,Lhfpl3,chr5,5,114,-4.170424561781795
chr5-g115,MLI1,1.2441688048737158,22.40279453450559,Lhfpl3,chr5,5,115,-4.170424561781795
chr5-g116,MLI1,1.2441688048737158,22.40279453450559,Lhfpl3,chr5,5,116,-4.170424561781795
chr5-g152,Granule,4.0288592642911425,0.038658921051128,Kcnk3,chr5,5,152,6.703426226763505
chr5-g153,Granule,4.0288592642911425,0.038658921051128,Kcnk3,chr5,5,153,6.703426226763505
chr5-g184,MLI1,0.05993975708082598,0.7470611674600062,Wfs1,chr5,5,184,-3.6396412299011813
chr5-g190,MLI1,2.2296529495979263,10.036539819329303,Nsg1,chr5,5,190,-2.170370899813331
chr5-g198,Granule,3.112213586822164,0.6007895079153422,Hs3st1,chr5,5,198,2.3730095506377302
chr5-g215,Granule,3.0178674836715422,0.4949367036504444,Gm7854,chr5,5,215,2.608213518616036
chr5-g216,"Granule,Granule",4.83477092272496,0.750435859248734,"Gm7854,Cpeb2",chr5,5,216,2.687646861527651
chr5-g257,MLI1,0.7893279129731232,5.159170521584656,Ppargc1a,chr5,5,257,-2.7084424582156026
chr5-g262,MLI1,0.07980481448910026,0.7178421997157738,Lgi2,chr5,5,262,-3.1691190476818436
chr5-g265,Granule,11.613795936008161,0.44116036304335104,Sel1l3,chr5,5,265,4.718392604946269
chr5-g266,Granule,11.613795936008161,0.44116036304335104,Sel1l3,chr5,5,266,4.718392604946269
chr5-g288,MLI1,0.3569508176037284,5.9876271539720785,Pcdh7,chr5,5,288,-4.068187176804329
chr5-g289,MLI1,0.3569508176037284,5.9876271539720785,Pcdh7,chr5,5,289,-4.068187176804329
chr5-g290,MLI1,0.3569508176037284,5.9876271539720785,Pcdh7,chr5,5,290,-4.068187176804329
chr5-g313,MLI1,0.06943794698526594,0.8943318939760282,Arap2,chr5,5,313,-3.6870141283150506
chr5-g318,MLI1,0.19249514839979165,9.527134990409529,Nwd2,chr5,5,318,-5.629148440607397
chr5-g319,"MLI1,Granule",3.3978309506092104,9.602706976738215,"Nwd2,Rell1",chr5,5,319,-1.4988270778098076
chr5-g363,Granule,0.2877895930483484,0.017583604751994875,Tec,chr5,5,363,4.032711655091601
chr5-g364,Granule,0.2877895930483484,0.017583604751994875,Tec,chr5,5,364,4.032711655091601
chr5-g366,MLI1,0.13697387258591232,0.9009085244703562,Ociad2,chr5,5,366,-2.71747989752165
chr5-g370,Granule,0.2767884419677976,0.05,Rasl11b,chr5,5,370,2.468783700691818
chr5-g377,MLI1,0.08374727001602594,23.07432599065919,Kit,chr5,5,377,-8.106030629093285
chr5-g378,MLI1,0.08374727001602594,23.07432599065919,Kit,chr5,5,378,-8.106030629093285
chr5-g383,MLI1,0.16615600397815913,4.443192476625111,C530008M17Rik,chr5,5,383,-4.740986309177542
chr5-g384,MLI1,0.16615600397815913,4.443192476625111,C530008M17Rik,chr5,5,384,-4.740986309177542
chr5-g385,MLI1,0.2751472660365317,1.3150214433098262,Hopx,chr5,5,385,-2.256810426212604
chr5-g405,MLI1,8.064006839840454,105.09886096835896,Adgrl3,chr5,5,405,-3.704106361116638
chr5-g406,MLI1,8.064006839840454,105.09886096835896,Adgrl3,chr5,5,406,-3.704106361116638
chr5-g407,MLI1,8.064006839840454,105.09886096835896,Adgrl3,chr5,5,407,-3.704106361116638
chr5-g408,"MLI1,MLI1",8.199517099549075,107.23012847772416,"Adgrl3,Gm16054",chr5,5,408,-3.709027560450006
chr5-g409,MLI1,8.064006839840454,105.09886096835896,Adgrl3,chr5,5,409,-3.704106361116638
chr5-g443,Granule,11.818725633281755,0.017583604751994875,Gm42912,chr5,5,443,9.392627905871056
chr5-g444,"Granule,Granule",40.97498661756281,0.342519075015394,"Gm42912,Slc4a4",chr5,5,444,6.902415333378244
chr5-g445,Granule,29.156260984281058,0.32493547026339914,Slc4a4,chr5,5,445,6.487508671038272
chr5-g446,Granule,29.156260984281058,0.32493547026339914,Slc4a4,chr5,5,446,6.487508671038272
chr5-g448,MLI1,0.15399430954376933,1.548226755508174,Adamts3,chr5,5,448,-3.329667840136995
chr5-g449,MLI1,0.15399430954376933,1.548226755508174,Adamts3,chr5,5,449,-3.329667840136995
chr5-g457,MLI1,0.05326254933291383,8.083695025485687,Parm1,chr5,5,457,-7.245749601134184
chr5-g458,MLI1,0.05326254933291383,8.083695025485687,Parm1,chr5,5,458,-7.245749601134184
chr5-g463,MLI1,0.1952048451818978,2.816913612363566,Shroom3,chr5,5,463,-3.8510545529632596
chr5-g464,MLI1,0.1952048451818978,2.816913612363566,Shroom3,chr5,5,464,-3.8510545529632596
chr5-g489,MLI1,0.017895906832007452,0.6266433631943973,Antxr2,chr5,5,489,-5.129943050630207
chr5-g490,"MLI1,MLI1",0.33972170996704254,2.789659663451872,"Antxr2,Prdm8",chr5,5,490,-3.037663803073907
chr5-g517,MLI1,0.05914758937034701,0.37456099539031423,Ptpn13,chr5,5,517,-2.662809397367762
chr5-g554,Granule,2.7800441616451037,0.5831541819295616,Ttc28,chr5,5,554,2.253158523119771
chr5-g555,Granule,2.7800441616451037,0.5831541819295616,Ttc28,chr5,5,555,2.253158523119771
chr5-g556,Granule,2.7800441616451037,0.5831541819295616,Ttc28,chr5,5,556,2.253158523119771
chr5-g562,Granule,7.971154763832439,0.23439020714960312,Sez6l,chr5,5,562,5.087804539281227
chr5-g566,Granule,4.0222117034150875,0.21013524167180525,Sgsm1,chr5,5,566,4.25859897680358
chr5-g567,Granule,20.754452645752625,4.366628384771219,Wscd2,chr5,5,567,2.2488292213502765
chr5-g572,MLI1,0.2208840964839866,0.9137238984575892,Fam222a,chr5,5,572,-2.0484687401636403
chr5-g573,MLI1,0.2208840964839866,0.9137238984575892,Fam222a,chr5,5,573,-2.0484687401636403
chr5-g575,MLI1,3.000240072332631,22.59501379296996,Cabp1,chr5,5,575,-2.9128545860898525
chr5-g576,"Granule,MLI1",1.3627811811346147,1.8481966672000572,"Dynll1,Gm13832",chr5,5,576,-0.43956435228876845
chr5-g577,"MLI1,MLI1,Granule",3.596042808513269,3.1127723492682846,"Gm13832,Msi1,Pxn",chr5,5,577,0.20821012525378035
chr5-g588,MLI1,0.6877944616248042,6.869463226254449,Nos1,chr5,5,588,-3.32014796862993
chr5-g589,MLI1,0.6877944616248042,6.869463226254449,Nos1,chr5,5,589,-3.32014796862993
chr5-g590,Granule,2.6362184583404837,0.0954968967955225,Tesc,chr5,5,590,4.786872265391814
chr5-g602,"MLI1,MLI1",0.0572308549894347,1.5503708541379555,"Gm27199,Lhx5",chr5,5,602,-4.759676384346361
chr5-g613,Granule,7.854274428841176,1.0831553377346146,Camkk2,chr5,5,613,2.8582378488272444
chr5-g620,Granule,1.7273700886144814,0.268130921818618,Vps37b,chr5,5,620,2.6875677022507016
chr5-g636,Granule,8.762104072455209,1.7520123266213972,Tmem132c,chr5,5,636,2.322264425131221
chr5-g637,Granule,8.762104072455209,1.7520123266213972,Tmem132c,chr5,5,637,2.322264425131221
chr5-g643,MLI1,0.10209659850719216,3.1006222458599586,Rimbp2,chr5,5,643,-4.9245510639388845
chr5-g644,MLI1,0.10209659850719216,3.1006222458599586,Rimbp2,chr5,5,644,-4.9245510639388845
chr5-g648,MLI1,0.49325502609310057,2.1184066720866275,Psph,chr5,5,648,-2.1025739144600104
chr5-g650,MLI1,0.08707933717081111,1.1304534719149422,Asl,chr5,5,650,-3.698427377435716
chr5-g651,Granule,62.186743288659585,12.298643384956465,Caln1,chr5,5,651,2.338107879084833
chr5-g652,Granule,62.186743288659585,12.298643384956465,Caln1,chr5,5,652,2.338107879084833
chr5-g653,Granule,62.186743288659585,12.298643384956465,Caln1,chr5,5,653,2.338107879084833
chr5-g654,Granule,62.186743288659585,12.298643384956465,Caln1,chr5,5,654,2.338107879084833
chr5-g677,Granule,4.6136191461913425,0.44985575593896454,Hip1,chr5,5,677,3.358364527049462
chr5-g680,MLI1,0.4353588265804685,3.103098902182456,Rasa4,chr5,5,680,-2.8334328009428815
chr5-g681,Granule,16.424453166676848,3.9049334762852435,Cux1,chr5,5,681,2.0724754622641726
chr5-g682,Granule,16.424453166676848,3.9049334762852435,Cux1,chr5,5,682,2.0724754622641726
chr5-g712,Granule,1.2850422430470738,0.1259627258667291,Mmd2,chr5,5,712,3.3507469974092263
