200kb name,category,Bergmann_mean,Purkinje_mean,gene,chrom,chrom_id,group,log2FC_B2P
chr3-g490,Bergmann,2.4662931430663475,0.031993945788952614,Notch2,chr3,3,490,6.2684015482196545
chr3-g491,Bergmann,1.2597902357945725,0.024269911693161277,Phgdh,chr3,3,491,5.6978708651084
chr3-g510,"Purkinje,Bergmann",2.5037252013262252,5.311583668413861,"Casq2,Vangl1",chr3,3,510,-1.0850658434240057
chr3-g511,Bergmann,2.3927400475769858,0.12153265910529726,Vangl1,chr3,3,511,4.299247705763014
chr3-g513,Purkinje,0.022687290631621875,3.0843488500034875,Tspan2,chr3,3,513,-7.086937808471928
chr3-g514,Purkinje,0.05,7.724971669248012,Sycp1,chr3,3,514,-7.2714577369386335
chr3-g537,Purkinje,0.05,1.387077122989276,Slc6a17,chr3,3,537,-4.7939761001846986
chr3-g546,Purkinje,0.22981699789261575,8.659343087983354,Vav3,chr3,3,546,-5.235700171176124
chr3-g547,Purkinje,0.22981699789261575,8.659343087983354,Vav3,chr3,3,547,-5.235700171176124
chr3-g548,Purkinje,0.22981699789261575,8.659343087983354,Vav3,chr3,3,548,-5.235700171176124
chr3-g578,Bergmann,6.2559326170651675,0.0040287361288862625,S1pr1,chr3,3,578,10.600681942025528
chr3-g581,Bergmann,2.706482807165474,0.01346646212572625,Cdc14a,chr3,3,581,7.65090453373726
chr3-g582,Bergmann,2.706482807165474,0.01346646212572625,Cdc14a,chr3,3,582,7.65090453373726
chr3-g592,Bergmann,5.141671433367707,0.32807939793042645,Dpyd,chr3,3,592,3.9701205146696115
chr3-g593,Bergmann,5.141671433367707,0.32807939793042645,Dpyd,chr3,3,593,3.9701205146696115
chr3-g594,Bergmann,5.141671433367707,0.32807939793042645,Dpyd,chr3,3,594,3.9701205146696115
chr3-g595,Bergmann,5.141671433367707,0.32807939793042645,Dpyd,chr3,3,595,3.9701205146696115
chr3-g596,Bergmann,5.141671433367707,0.32807939793042645,Dpyd,chr3,3,596,3.9701205146696115
chr3-g597,Bergmann,5.141671433367707,0.32807939793042645,Dpyd,chr3,3,597,3.9701205146696115
chr3-g607,Bergmann,3.7379772092769747,0.011613690141094712,Cnn3,chr3,3,607,8.330287514805553
chr3-g608,Bergmann,13.779561571211477,0.0225454183867277,F3,chr3,3,608,9.255479987692432
chr3-g612,Bergmann,1.0199725046639367,0.03669384240791564,Fnbp1l,chr3,3,612,4.796848467066218
chr3-g613,"Bergmann,Purkinje",1.1502497105662401,10.348446418508416,"Fnbp1l,Pde5a",chr3,3,613,-3.169395197930925
chr3-g614,Purkinje,0.13027720590230338,10.311752576100501,Pde5a,chr3,3,614,-6.306561059231108
chr3-g615,Bergmann,7.550707152017166,0.3091826317191439,Synpo2,chr3,3,615,4.61008058105417
chr3-g616,Bergmann,7.550707152017166,0.3091826317191439,Synpo2,chr3,3,616,4.61008058105417
chr3-g617,Bergmann,10.796023730101586,0.15713540561142916,Ndst3,chr3,3,617,6.102347958760703
chr3-g618,Bergmann,10.796023730101586,0.15713540561142916,Ndst3,chr3,3,618,6.102347958760703
chr3-g653,Bergmann,6.242664128893905,0.0045500018343722,Etnppl,chr3,3,653,10.422079004959135
chr3-g709,Bergmann,5.501795582025376,0.23806285647339293,Bmpr1b,chr3,3,709,4.530488089458135
chr3-g710,Bergmann,5.501795582025376,0.23806285647339293,Bmpr1b,chr3,3,710,4.530488089458135
chr3-g711,Bergmann,4.14227102370765,0.04443473122989046,Pdlim5,chr3,3,711,6.542590378345837
chr3-g720,Bergmann,0.8991809295877065,0.0091000036687444,Lmo4,chr3,3,720,6.626600501099669
chr3-g721,Bergmann,0.8991809295877065,0.0091000036687444,Lmo4,chr3,3,721,6.626600501099669
chr3-g728,Bergmann,7.008200246825951,0.3157675707146325,Ddah1,chr3,3,728,4.472109078626896
chr3-g729,"Bergmann,Bergmann",8.291812780567682,0.3203175725490047,"Ddah1,Syde2",chr3,3,729,4.694112691131479
chr3-g730,Bergmann,1.2836125337417297,0.0045500018343722,Syde2,chr3,3,730,8.140126939608274
chr3-g744,Purkinje,0.05,1.643579990481747,Adgrl2,chr3,3,744,-5.03876976673794
chr3-g764,Bergmann,1.7163642190396442,0.07985476502523811,St6galnac5,chr3,3,764,4.425833423025073
chr3-g782,Bergmann,66.52520562151557,2.4267252599800933,Negr1,chr3,3,782,4.776818375326751
chr3-g783,Bergmann,66.52520562151557,2.4267252599800933,Negr1,chr3,3,783,4.776818375326751
chr3-g784,Bergmann,66.52520562151557,2.4267252599800933,Negr1,chr3,3,784,4.776818375326751
chr3-g785,Bergmann,66.52520562151557,2.4267252599800933,Negr1,chr3,3,785,4.776818375326751
chr4-g33,Bergmann,1.6908807834464956,0.026846196260798025,Tox,chr4,4,33,5.976913442522825
chr4-g34,Bergmann,1.6908807834464956,0.026846196260798025,Tox,chr4,4,34,5.976913442522825
chr4-g40,Purkinje,2.108682193284589,59.355948351959256,Car8,chr4,4,40,-4.814979033571693
chr4-g41,Purkinje,2.108682193284589,59.355948351959256,Car8,chr4,4,41,-4.814979033571693
chr4-g46,Purkinje,0.10765565609486175,10.522786352074334,Clvs1,chr4,4,46,-6.610948840522271
chr4-g47,Purkinje,0.10765565609486175,10.522786352074334,Clvs1,chr4,4,47,-6.610948840522271
chr4-g79,Bergmann,0.6707785888660411,0.05,Decr1,chr4,4,79,3.745836639066579
chr4-g124,Purkinje,0.2858593019356586,14.869996128091561,Gpr63,chr4,4,124,-5.700955224805
chr4-g125,Purkinje,0.2858593019356586,14.869996128091561,Gpr63,chr4,4,125,-5.700955224805
chr4-g144,Purkinje,0.19826954263560975,3.66255974950714,Epha7,chr4,4,144,-4.207317316536929
chr4-g162,Bergmann,10.258188865019509,0.07149288492956128,Bach2,chr4,4,162,7.164760652968065
chr4-g174,Bergmann,9.928752480140146,0.07009869973353935,Mob3b,chr4,4,174,7.1460809645191565
chr4-g175,Bergmann,9.928752480140146,0.07009869973353935,Mob3b,chr4,4,175,7.1460809645191565
chr4-g178,Purkinje,0.47697414399974036,9.251707148245117,Lingo2,chr4,4,178,-4.277736632617981
chr4-g179,Purkinje,0.47697414399974036,9.251707148245117,Lingo2,chr4,4,179,-4.277736632617981
chr4-g180,Purkinje,0.47697414399974036,9.251707148245117,Lingo2,chr4,4,180,-4.277736632617981
chr4-g181,Purkinje,0.47697414399974036,9.251707148245117,Lingo2,chr4,4,181,-4.277736632617981
chr4-g182,Purkinje,0.47697414399974036,9.251707148245117,Lingo2,chr4,4,182,-4.277736632617981
chr4-g183,Purkinje,0.47697414399974036,9.251707148245117,Lingo2,chr4,4,183,-4.277736632617981
chr4-g184,Purkinje,0.47697414399974036,9.251707148245117,Lingo2,chr4,4,184,-4.277736632617981
chr4-g208,"Bergmann,Bergmann",4.071004387440762,0.10653607626961414,"Enho,Cntfr",chr4,4,208,5.255970818759752
chr4-g225,Bergmann,7.474879298084635,0.00758495401220845,Frmpd1,chr4,4,225,9.944694134593643
chr4-g226,Bergmann,7.474879298084635,0.00758495401220845,Frmpd1,chr4,4,226,9.944694134593643
chr4-g233,Purkinje,0.8936460132831537,20.952396884005417,Gabbr2,chr4,4,233,-4.551268011405855
chr4-g234,Purkinje,0.8936460132831537,20.952396884005417,Gabbr2,chr4,4,234,-4.551268011405855
chr4-g248,Bergmann,4.699066577749402,0.062451195189988915,Grin3a,chr4,4,248,6.233501215811394
chr4-g249,Bergmann,4.699066577749402,0.062451195189988915,Grin3a,chr4,4,249,6.233501215811394
chr4-g265,Bergmann,4.078055709811006,0.077022140546511,Abca1,chr4,4,265,5.726464455657801
chr4-g285,Bergmann,1.356001373625198,0.05,Ptpn3,chr4,4,285,4.761286734807974
chr4-g286,Bergmann,1.356001373625198,0.05,Ptpn3,chr4,4,286,4.761286734807974
chr4-g292,Bergmann,2.049868209947716,0.04205588459561915,Lpar1,chr4,4,292,5.607079667621357
chr4-g317,Bergmann,7.017371250504961,0.02693953297527796,Whrn,chr4,4,317,8.02506203885913
chr4-g351,Bergmann,6.2500966201183665,0.312599656875195,Cdk5rap2,chr4,4,351,4.321490392662998
chr4-g352,Bergmann,6.2500966201183665,0.312599656875195,Cdk5rap2,chr4,4,352,4.321490392662998
chr4-g411,Bergmann,18.051996180278124,0.14654301650445342,Nfib,chr4,4,411,6.9446903500193535
chr4-g412,"Bergmann,Bergmann",22.38137443091661,0.14654301650445342,"Nfib,Gm11266",chr4,4,412,7.25483060596265
chr4-g434,Purkinje,0.061853095936128255,4.350941940707026,Slc24a2,chr4,4,434,-6.136338147055152
chr4-g435,Purkinje,0.061853095936128255,4.350941940707026,Slc24a2,chr4,4,435,-6.136338147055152
chr4-g436,Purkinje,0.061853095936128255,4.350941940707026,Slc24a2,chr4,4,436,-6.136338147055152
chr4-g482,"Bergmann,Bergmann",5.973895591420813,0.008578737963258462,"Cyp2j6,Cyp2j9",chr4,4,482,9.443690882532989
chr4-g487,"Bergmann,Bergmann",44.91264293844496,0.5926649640893075,"E130114P18Rik,Nfia",chr4,4,487,6.24376103767371
chr4-g488,Bergmann,40.536299374769975,0.5190311378007993,Nfia,chr4,4,488,6.287249487019407
chr4-g489,Bergmann,40.536299374769975,0.5190311378007993,Nfia,chr4,4,489,6.287249487019407
chr4-g490,Bergmann,40.536299374769975,0.5190311378007993,Nfia,chr4,4,490,6.287249487019407
chr4-g503,Bergmann,4.025444316482139,0.09135887998826377,Cachd1,chr4,4,503,5.46145925801865
chr4-g504,Bergmann,4.025444316482139,0.09135887998826377,Cachd1,chr4,4,504,5.46145925801865
chr4-g505,Bergmann,4.025444316482139,0.09135887998826377,Cachd1,chr4,4,505,5.46145925801865
chr4-g511,Bergmann,29.385150779560004,0.2643532569522821,Pde4b,chr4,4,511,6.796476389315258
chr4-g512,Bergmann,29.385150779560004,0.2643532569522821,Pde4b,chr4,4,512,6.796476389315258
chr4-g513,Bergmann,29.385150779560004,0.2643532569522821,Pde4b,chr4,4,513,6.796476389315258
chr4-g518,Purkinje,1.228146707300964,49.72269145262195,Dab1,chr4,4,518,-5.3393495784042635
chr4-g519,Purkinje,1.228146707300964,49.72269145262195,Dab1,chr4,4,519,-5.3393495784042635
chr4-g520,Purkinje,1.228146707300964,49.72269145262195,Dab1,chr4,4,520,-5.3393495784042635
chr4-g521,Purkinje,1.228146707300964,49.72269145262195,Dab1,chr4,4,521,-5.3393495784042635
chr4-g522,Purkinje,1.228146707300964,49.72269145262195,Dab1,chr4,4,522,-5.3393495784042635
chr4-g523,Purkinje,1.228146707300964,49.72269145262195,Dab1,chr4,4,523,-5.3393495784042635
chr4-g525,Bergmann,29.94586111687095,0.08697461500956648,Plpp3,chr4,4,525,8.42754651559493
chr4-g526,Bergmann,29.94586111687095,0.08697461500956648,Plpp3,chr4,4,526,8.42754651559493
chr4-g533,Bergmann,5.4741389923585135,0.053513687490891915,Acot11,chr4,4,533,6.676580311237932
chr4-g534,Bergmann,5.4741389923585135,0.053513687490891915,Acot11,chr4,4,534,6.676580311237932
chr4-g539,"Purkinje,Purkinje",0.14424242261459774,6.086184523034542,"Lrp8,Lrp8os2",chr4,4,539,-5.398970636746329
chr4-g546,Bergmann,15.383078839294395,0.6535160800039927,Eps15,chr4,4,546,4.55697773501394
chr4-g583,Bergmann,11.84804616749876,0.1797016539605943,Tesk2,chr4,4,583,6.042901669813221
chr4-g584,Bergmann,11.84804616749876,0.1797016539605943,Tesk2,chr4,4,584,6.042901669813221
chr4-g589,Bergmann,2.7337106706235526,0.07973147826030406,Slc6a9,chr4,4,589,5.0995673317998715
chr4-g591,Bergmann,0.5546400823968205,0.05,Ptprf,chr4,4,591,3.471551879964802
chr4-g639,Bergmann,6.430835103157805,0.2364623901166948,Csmd2,chr4,4,639,4.765323453973153
chr4-g640,Bergmann,6.430835103157805,0.2364623901166948,Csmd2,chr4,4,640,4.765323453973153
chr4-g641,Bergmann,6.430835103157805,0.2364623901166948,Csmd2,chr4,4,641,4.765323453973153
chr4-g642,Bergmann,6.430835103157805,0.2364623901166948,Csmd2,chr4,4,642,4.765323453973153
chr4-g644,Bergmann,1.2086199447860566,0.051623648984831266,Trim62,chr4,4,644,4.549184723623233
chr4-g651,Purkinje,0.05,4.9456135612886625,Serinc2,chr4,4,651,-6.628077610192795
chr4-g653,Bergmann,0.9914135903473089,0.05068157023912784,Sdc3,chr4,4,653,4.289953906971628
chr4-g654,Bergmann,0.9914135903473089,0.05068157023912784,Sdc3,chr4,4,654,4.289953906971628
chr4-g672,Bergmann,10.83328486021062,0.0270160149635744,Man1c1,chr4,4,672,8.647440163276968
chr4-g673,Bergmann,10.83328486021062,0.0270160149635744,Man1c1,chr4,4,673,8.647440163276968
chr4-g676,Bergmann,3.1327389708713325,0.09340624684650232,Clic4,chr4,4,676,5.067761716765992
chr4-g680,Bergmann,0.9828540550192193,0.018016463960098452,Id3,chr4,4,680,5.769589414827419
chr4-g692,Bergmann,5.924460508550709,0.03855322311637266,Camk2n1,chr4,4,692,7.263688498511014
chr4-g702,Bergmann,3.329586222644204,0.13597063735627415,Arhgef10l,chr4,4,702,4.6139758580166355
chr4-g703,Bergmann,3.329586222644204,0.13597063735627415,Arhgef10l,chr4,4,703,4.6139758580166355
chr4-g709,Bergmann,1.1981450772950293,0.04920016917539135,Efhd2,chr4,4,709,4.605995520787158
chr4-g747,Bergmann,1.8501532021209515,0.09267909698496445,Clstn1,chr4,4,747,4.3192569405393995
chr4-g748,Bergmann,1.8501532021209515,0.09267909698496445,Clstn1,chr4,4,748,4.3192569405393995
chr4-g766,Purkinje,0.05517587023799925,1.6638181611246152,Ajap1,chr4,4,766,-4.914316480584947
chr4-g767,Purkinje,0.05517587023799925,1.6638181611246152,Ajap1,chr4,4,767,-4.914316480584947
chr4-g779,Bergmann,0.7074945962742271,0.00758495401220845,Mxra8,chr4,4,779,6.543434885299302
chr5-g28,Purkinje,0.05,1.4450522424189955,Steap2,chr5,5,28,-4.853049745756143
chr5-g105,Bergmann,13.107324133625978,0.04692375236586811,Gsap,chr5,5,105,8.12583908700252
chr5-g106,Bergmann,13.107324133625978,0.04692375236586811,Gsap,chr5,5,106,8.12583908700252
chr5-g141,Bergmann,3.542409648918369,0.11389970930092705,Cnpy1,chr5,5,141,4.958895086828704
chr5-g168,Bergmann,3.176895700084111,0.0045500018343722,Fgfr3,chr5,5,168,9.447534883762945
chr5-g170,Bergmann,4.63941784669979,0.07742302966854295,Mxd4,chr5,5,170,5.905037214019689
chr5-g174,Bergmann,0.9275240031107362,0.016070355260986977,Rgs12,chr5,5,174,5.8509108897146405
chr5-g175,Bergmann,0.9275240031107362,0.016070355260986977,Rgs12,chr5,5,175,5.8509108897146405
chr5-g227,Purkinje,0.11886377245139787,2.9975473129774515,Fam184b,chr5,5,227,-4.656401545583811
chr5-g228,Purkinje,0.11886377245139787,2.9975473129774515,Fam184b,chr5,5,228,-4.656401545583811
chr5-g288,Bergmann,11.404870473321997,0.7016993070939546,Pcdh7,chr5,5,288,4.022653313836269
chr5-g318,Purkinje,0.18282745743290502,7.491247165931442,Nwd2,chr5,5,318,-5.356651264079413
chr5-g319,Purkinje,0.18282745743290502,7.491247165931442,Nwd2,chr5,5,319,-5.356651264079413
chr5-g324,Bergmann,1.1157895631327204,0.0040287361288862625,Klf3,chr5,5,324,8.113521930518003
chr5-g325,Bergmann,1.1929033420801736,0.01668495768095285,Klhl5,chr5,5,325,6.15978531230662
chr5-g338,"Bergmann,Bergmann",7.084211080714795,0.16024740462109902,"Shisa3,Atp8a1",chr5,5,338,5.466234303032843
chr5-g339,Bergmann,6.044183421822051,0.15621866849221275,Atp8a1,chr5,5,339,5.2739086681027985
chr5-g354,Bergmann,18.507487569639224,0.07183721598148234,Gabra2,chr5,5,354,8.009161904102285
chr5-g355,Bergmann,18.507487569639224,0.07183721598148234,Gabra2,chr5,5,355,8.009161904102285
chr5-g357,Bergmann,7.946684404185238,0.199573262238759,Gabra4,chr5,5,357,5.315362696012045
chr5-g358,"Bergmann,Bergmann",117.9089069218511,1.2339086046760699,"Gabra4,Gabrb1",chr5,5,358,6.578293356050235
chr5-g359,Bergmann,109.96222251766586,1.034335342437311,Gabrb1,chr5,5,359,6.732160162821944
chr5-g360,Bergmann,109.96222251766586,1.034335342437311,Gabrb1,chr5,5,360,6.732160162821944
chr5-g361,Purkinje,0.05,4.361864005001382,Corin,chr5,5,361,-6.446872884955749
chr5-g362,Purkinje,0.05,4.361864005001382,Corin,chr5,5,362,-6.446872884955749
chr5-g363,Bergmann,0.4334068582735767,0.05,Tec,chr5,5,363,3.1157219829631804
chr5-g364,Bergmann,0.4334068582735767,0.05,Tec,chr5,5,364,3.1157219829631804
chr5-g370,Purkinje,0.05580928351124038,1.3263931815431371,Rasl11b,chr5,5,370,-4.570859560470919
chr5-g405,Bergmann,88.92020323817701,0.5815392769572366,Adgrl3,chr5,5,405,7.25649080149991
chr5-g406,Bergmann,88.92020323817701,0.5815392769572366,Adgrl3,chr5,5,406,7.25649080149991
chr5-g407,Bergmann,88.92020323817701,0.5815392769572366,Adgrl3,chr5,5,407,7.25649080149991
chr5-g408,Bergmann,88.92020323817701,0.5815392769572366,Adgrl3,chr5,5,408,7.25649080149991
chr5-g409,Bergmann,88.92020323817701,0.5815392769572366,Adgrl3,chr5,5,409,7.25649080149991
chr5-g420,Purkinje,0.1962792214095905,7.199043683323573,Epha5,chr5,5,420,-5.196825913699099
chr5-g421,Purkinje,0.1962792214095905,7.199043683323573,Epha5,chr5,5,421,-5.196825913699099
chr5-g422,Purkinje,0.1962792214095905,7.199043683323573,Epha5,chr5,5,422,-5.196825913699099
chr5-g444,Bergmann,115.70746863335592,0.14386926462280009,Slc4a4,chr5,5,444,9.651507858364466
chr5-g445,Bergmann,115.70746863335592,0.14386926462280009,Slc4a4,chr5,5,445,9.651507858364466
chr5-g446,Bergmann,115.70746863335592,0.14386926462280009,Slc4a4,chr5,5,446,9.651507858364466
chr5-g448,Purkinje,0.098200615561954,2.0454549243238622,Adamts3,chr5,5,448,-4.3805458667145025
chr5-g449,Purkinje,0.098200615561954,2.0454549243238622,Adamts3,chr5,5,449,-4.3805458667145025
chr5-g463,Bergmann,13.412404096998047,0.13316073167942752,Shroom3,chr5,5,463,6.6542553422584225
chr5-g464,Bergmann,13.412404096998047,0.13316073167942752,Shroom3,chr5,5,464,6.6542553422584225
chr5-g465,Purkinje,0.34225861293497273,11.339857575564842,Sept11,chr5,5,465,-5.050171863102262
chr5-g489,Bergmann,0.839652134777932,0.012514137377664788,Antxr2,chr5,5,489,6.068160995717786
chr5-g490,Bergmann,0.839652134777932,0.012514137377664788,Antxr2,chr5,5,490,6.068160995717786
chr5-g508,Purkinje,0.022687290631621875,1.2757478621352194,Cds1,chr5,5,508,-5.813315084528472
chr5-g509,Purkinje,0.022687290631621875,1.2757478621352194,Cds1,chr5,5,509,-5.813315084528472
chr5-g519,Bergmann,0.8012332143048557,0.0040287361288862625,Hsd17b11,chr5,5,519,7.635751101583334
chr5-g520,"Bergmann,Bergmann",41.48270512394243,0.6245161286235787,"Hsd17b11,Sparcl1",chr5,5,520,6.053627335358645
chr5-g551,Bergmann,1.2865690854428677,0.019479808411287824,Pxmp2,chr5,5,551,6.045405629701533
chr5-g554,Bergmann,7.546979862771661,0.19790380833892388,Ttc28,chr5,5,554,5.2530281446426885
chr5-g555,Bergmann,7.546979862771661,0.19790380833892388,Ttc28,chr5,5,555,5.2530281446426885
chr5-g556,Bergmann,7.546979862771661,0.19790380833892388,Ttc28,chr5,5,556,5.2530281446426885
chr5-g562,Purkinje,0.1170289661741275,4.495158934653494,Sez6l,chr5,5,562,-5.263434561095506
chr5-g569,Purkinje,0.05,1.0067839434654262,Coro1c,chr5,5,569,-4.33168220808856
chr5-g570,Bergmann,8.476932616157551,0.05926030820238629,Dao,chr5,5,570,7.160332379286713
chr5-g572,Purkinje,0.020938939657552374,2.4394929690868086,Fam222a,chr5,5,572,-6.864249128605849
chr5-g573,Purkinje,0.020938939657552374,2.4394929690868086,Fam222a,chr5,5,573,-6.864249128605849
chr5-g577,Bergmann,3.342414169272026,0.0477603665710171,Msi1,chr5,5,577,6.12893279358772
chr5-g579,Bergmann,6.123178759020065,0.08046357791510511,Cit,chr5,5,579,6.249801100614713
chr5-g580,Bergmann,6.123178759020065,0.08046357791510511,Cit,chr5,5,580,6.249801100614713
chr5-g587,Purkinje,0.10825714106008125,26.580842923792414,Ksr2,chr5,5,587,-7.939780851590311
chr5-g588,Purkinje,0.10825714106008125,26.580842923792414,Ksr2,chr5,5,588,-7.939780851590311
chr5-g602,"Purkinje,Bergmann",1.5220136018301418,2.146001199382576,"Lhx5,Tpcn1",chr5,5,602,-0.4956696305247974
chr5-g613,Bergmann,1.6775941019678973,0.08267551602808045,P2rx7,chr5,5,613,4.342789738969372
chr5-g615,Bergmann,1.06569963503098,0.06401255691427772,Orai1,chr5,5,615,4.057302128223269
chr5-g620,Bergmann,1.9224828873725668,0.10647951819950317,Abcb9,chr5,5,620,4.1743229028033975
chr5-g638,Purkinje,0.09497508881574676,3.698228607542596,Tmem132d,chr5,5,638,-5.283141442044467
chr5-g639,Purkinje,0.09497508881574676,3.698228607542596,Tmem132d,chr5,5,639,-5.283141442044467
chr5-g640,Purkinje,0.09497508881574676,3.698228607542596,Tmem132d,chr5,5,640,-5.283141442044467
chr5-g641,Purkinje,0.09497508881574676,3.698228607542596,Tmem132d,chr5,5,641,-5.283141442044467
chr5-g642,Purkinje,0.09497508881574676,3.698228607542596,Tmem132d,chr5,5,642,-5.283141442044467
chr5-g649,Bergmann,15.832093098486732,0.11612076992670277,Phkg1,chr5,5,649,7.091082148122679
chr5-g651,Purkinje,0.29707164316278334,9.676162717188978,Caln1,chr5,5,651,-5.025552225238752
chr5-g652,Purkinje,0.29707164316278334,9.676162717188978,Caln1,chr5,5,652,-5.025552225238752
chr5-g653,Purkinje,0.29707164316278334,9.676162717188978,Caln1,chr5,5,653,-5.025552225238752
chr5-g654,Purkinje,0.29707164316278334,9.676162717188978,Caln1,chr5,5,654,-5.025552225238752
chr5-g677,Bergmann,14.260059019553077,0.2008779549344578,Hip1,chr5,5,677,6.149516896354934
chr5-g679,Purkinje,0.21145237217027524,4.629051470623953,Srrm3,chr5,5,679,-4.452311953718915
chr5-g689,Bergmann,13.256435854167751,0.016636210221030977,Gjc3,chr5,5,689,9.638150406412079
chr5-g703,"Bergmann,Bergmann",5.30586439519654,0.09269038626740932,"Lfng,Ttyh3",chr5,5,703,5.839024282027427
chr5-g712,Bergmann,3.9019740117042128,0.022045200088984716,Mmd2,chr5,5,712,7.467595787624984
chr5-g713,Bergmann,3.9019740117042128,0.022045200088984716,Mmd2,chr5,5,713,7.467595787624984
chr5-g714,Bergmann,0.5073071082155789,0.05,Fscn1,chr5,5,714,3.3428593751655242
chr5-g736,Purkinje,0.06396368498150712,4.3659616500894876,Flt3,chr5,5,736,-6.092902592124072
chr5-g737,Purkinje,0.06396368498150712,4.3659616500894876,Flt3,chr5,5,737,-6.092902592124072
chr5-g739,Purkinje,0.08725246057834862,7.543990464319212,Mtus2,chr5,5,739,-6.433988225336642
chr5-g740,Purkinje,0.08725246057834862,7.543990464319212,Mtus2,chr5,5,740,-6.433988225336642
chr5-g741,Purkinje,0.08725246057834862,7.543990464319212,Mtus2,chr5,5,741,-6.433988225336642
chr6-g28,Purkinje,0.33026317120396115,13.607877685041915,Dync1i1,chr6,6,28,-5.364682169578175
chr6-g29,Purkinje,0.33026317120396115,13.607877685041915,Dync1i1,chr6,6,29,-5.364682169578175
chr6-g30,Purkinje,0.33026317120396115,13.607877685041915,Dync1i1,chr6,6,30,-5.364682169578175
chr6-g43,Purkinje,0.08671671643730938,1.6161973778695844,Ica1,chr6,6,43,-4.220149458036825
chr6-g91,Purkinje,0.6149082373152612,23.449836214494997,Cttnbp2,chr6,6,91,-5.253062902738218
chr6-g92,Purkinje,0.6149082373152612,23.449836214494997,Cttnbp2,chr6,6,92,-5.253062902738218
chr6-g114,Bergmann,74.42446279282595,0.10423671693300827,Ptprz1,chr6,6,114,9.47976954244916
chr6-g115,Bergmann,74.42446279282595,0.10423671693300827,Ptprz1,chr6,6,115,9.47976954244916
chr6-g148,Bergmann,1.733329123622,0.09992337092365239,Smo,chr6,6,148,4.116579661248874
chr6-g149,Purkinje,0.12466991490878539,4.66840595278028,Strip2,chr6,6,149,-5.226744755576733
chr6-g160,Purkinje,0.193143776069679,3.405836255441835,Plxna4,chr6,6,160,-4.140261981776813
chr6-g161,Purkinje,0.193143776069679,3.405836255441835,Plxna4,chr6,6,161,-4.140261981776813
chr6-g162,Purkinje,0.193143776069679,3.405836255441835,Plxna4,chr6,6,162,-4.140261981776813
chr6-g172,Bergmann,0.6718578978559082,0.02406046804326365,Cald1,chr6,6,172,4.803419513906643
chr6-g173,Bergmann,0.6718578978559082,0.02406046804326365,Cald1,chr6,6,173,4.803419513906643
chr6-g183,Bergmann,13.035824883219064,0.11352930952546675,Ptn,chr6,6,183,6.843273264740537
chr6-g184,Bergmann,13.035824883219064,0.11352930952546675,Ptn,chr6,6,184,6.843273264740537
chr6-g197,Bergmann,5.450640509735656,0.09051129207158523,Dennd2a,chr6,6,197,5.912184169846238
chr6-g242,Bergmann,1.0554399159150136,0.043044738715427966,Zfp467,chr6,6,242,4.6158637307941515
chr6-g250,Bergmann,27.631220286868377,0.017495198254612515,Mpp6,chr6,6,250,10.62512454923516
chr6-g259,Bergmann,1.7512111789672105,0.02919909505861764,Skap2,chr6,6,259,5.906285601326759
chr6-g260,Bergmann,1.7512111789672105,0.02919909505861764,Skap2,chr6,6,260,5.906285601326759
chr6-g269,Bergmann,1.9747846058078316,0.0040287361288862625,Tril,chr6,6,269,8.937152272513018
chr6-g272,Bergmann,1.8200863083694792,0.06038602181003502,Wipf3,chr6,6,272,4.913648421977085
chr6-g277,Bergmann,0.618509392769699,0.05,Adcyap1r1,chr6,6,277,3.6287955043356326
chr6-g280,Purkinje,0.36894778271155,7.337291939399373,Ppp1r17,chr6,6,280,-4.313759138095037
chr6-g328,Bergmann,2.0497277563442835,0.017495198254612515,Ndnf,chr6,6,328,6.872329481097985
chr6-g334,Bergmann,3.4967698457083536,0.08035005349174001,Gng12,chr6,6,334,5.44358004767502
chr6-g335,Bergmann,3.4967698457083536,0.08035005349174001,Gng12,chr6,6,335,5.44358004767502
chr6-g363,Bergmann,6.138928365074653,0.18771499424122565,Tcf7l1,chr6,6,363,5.031371036144091
chr6-g400,Purkinje,0.36774636635857827,10.95922540048909,Lrrtm4,chr6,6,400,-4.897290935281101
chr6-g401,Purkinje,0.36774636635857827,10.95922540048909,Lrrtm4,chr6,6,401,-4.897290935281101
chr6-g402,Purkinje,0.36774636635857827,10.95922540048909,Lrrtm4,chr6,6,402,-4.897290935281101
chr6-g403,Purkinje,0.36774636635857827,10.95922540048909,Lrrtm4,chr6,6,403,-4.897290935281101
chr6-g404,Purkinje,0.36774636635857827,10.95922540048909,Lrrtm4,chr6,6,404,-4.897290935281101
chr6-g410,Bergmann,3.154009424399983,0.05,Eva1a,chr6,6,410,5.9791150658955585
chr6-g413,Bergmann,4.642491301149644,0.05,Hk2,chr6,6,413,6.536827301806264
chr6-g415,Bergmann,0.5099965835390197,0.0040287361288862625,Rtkn,chr6,6,415,6.984016456262909
chr6-g435,Bergmann,1.9679403407844904,0.01496046437451925,Antxr1,chr6,6,435,7.039387717666173
chr6-g436,Bergmann,1.9679403407844904,0.01496046437451925,Antxr1,chr6,6,436,7.039387717666173
chr6-g439,Bergmann,0.7681510007069415,0.027443943954580413,Gm5577,chr6,6,439,4.80683020881792
chr6-g443,Bergmann,1.1321140250720458,0.019671162398867226,Mgll,chr6,6,443,5.846793250479204
