200kb name,category,Bergmann_mean,MLI1_mean,gene,chrom,chrom_id,group,log2FC_B2M
chr2-g680,MLI1,0.16406642457132165,4.784301550958446,Pak7,chr2,2,680,-4.865956391036496
chr2-g681,MLI1,0.16406642457132165,4.784301550958446,Pak7,chr2,2,681,-4.865956391036496
chr2-g683,MLI1,1.6248377494311714,18.426863023970487,Snap25,chr2,2,683,-3.5034429204903996
chr2-g722,MLI1,0.15863106272112373,1.5603691254620735,Dzank1,chr2,2,722,-3.298140149000693
chr2-g735,Bergmann,3.0777817313658806,0.05,Nkx2.2os,chr2,2,735,5.943819017833034
chr2-g736,Bergmann,3.0777817313658806,0.05,Nkx2.2os,chr2,2,736,5.943819017833034
chr2-g753,Bergmann,2.846605969041047,0.05,Acss1,chr2,2,753,5.831170902034079
chr2-g757,MLI1,0.32958475493450273,7.105094812739933,Snph,chr2,2,757,-4.430132484616208
chr2-g758,MLI1,0.32958475493450273,7.105094812739933,Snph,chr2,2,758,-4.430132484616208
chr2-g764,MLI1,0.04187787931510475,2.9428462930280928,Dusp15,chr2,2,764,-6.134879994606873
chr2-g773,MLI1,0.08839932658719862,1.1520542440191555,Zfp341,chr2,2,773,-3.7040294574562145
chr2-g777,MLI1,0.08454038656775026,3.188182792647823,Ggt7,chr2,2,777,-5.236949828350924
chr2-g778,MLI1,0.04362623028917425,2.836959435756003,Mmp24,chr2,2,778,-6.023005895298837
chr2-g779,MLI1,0.04362623028917425,2.836959435756003,Mmp24,chr2,2,779,-6.023005895298837
chr2-g791,MLI1,0.5578991143774592,183.40732873893438,Snhg11,chr2,2,791,-8.360831311907686
chr2-g793,MLI1,0.0988021005271735,6.421784628084833,Slc32a1,chr2,2,793,-6.022288757217298
chr2-g807,MLI1,0.28324645063473014,3.677159853106561,Ptprt,chr2,2,807,-3.698462111751822
chr2-g808,MLI1,0.28324645063473014,3.677159853106561,Ptprt,chr2,2,808,-3.698462111751822
chr2-g809,MLI1,0.28324645063473014,3.677159853106561,Ptprt,chr2,2,809,-3.698462111751822
chr2-g810,MLI1,0.28324645063473014,3.677159853106561,Ptprt,chr2,2,810,-3.698462111751822
chr2-g811,MLI1,0.28324645063473014,3.677159853106561,Ptprt,chr2,2,811,-3.698462111751822
chr2-g812,MLI1,0.28324645063473014,3.677159853106561,Ptprt,chr2,2,812,-3.698462111751822
chr2-g813,MLI1,0.28324645063473014,3.677159853106561,Ptprt,chr2,2,813,-3.698462111751822
chr2-g817,MLI1,0.022687290631621875,0.8777502270297197,Gdap1l1,chr2,2,817,-5.273854229805642
chr2-g819,MLI1,0.022687290631621875,1.4620785877226476,Rims4,chr2,2,819,-6.009992719652735
chr2-g822,Bergmann,7.125943093092232,0.4855611291242844,Sdc4,chr2,2,822,3.8753561238135563
chr2-g824,"Bergmann,MLI1",2.7669436248279005,9.008435932942712,"Pltp,Slc12a5",chr2,2,824,-1.702983393463211
chr2-g825,Bergmann,12.738887931843575,0.21792825588164927,Cdh22,chr2,2,825,5.869242265939148
chr2-g826,Bergmann,12.738887931843575,0.21792825588164927,Cdh22,chr2,2,826,5.869242265939148
chr2-g832,Bergmann,7.527426257955728,0.0357323901754825,Prex1,chr2,2,832,7.718780439034297
chr2-g833,Bergmann,7.527426257955728,0.0357323901754825,Prex1,chr2,2,833,7.718780439034297
chr2-g838,MLI1,0.26127138878872513,4.822664775354735,Tmem189,chr2,2,838,-4.206209479187021
chr2-g843,MLI1,0.16391265151753062,1.9824173144400627,Atp9a,chr2,2,843,-3.5962615755939065
chr2-g853,Bergmann,1.5776712401438742,0.16785896712888473,Dok5,chr2,2,853,3.2324750896989225
chr2-g854,Bergmann,1.5776712401438742,0.16785896712888473,Dok5,chr2,2,854,3.2324750896989225
chr2-g900,MLI1,0.020938939657552374,1.0988766333272655,Ss18l1,chr2,2,900,-5.713697232886176
chr2-g902,Bergmann,3.4030406654369854,0.11149921426429313,Col9a3,chr2,2,902,4.931718942618096
chr2-g903,Bergmann,3.4030406654369854,0.11149921426429313,Col9a3,chr2,2,903,4.931718942618096
chr2-g904,Bergmann,2.9598579135182477,0.13019143324881888,Nkain4,chr2,2,904,4.506821495981444
chr2-g905,MLI1,0.05,1.5233599104881153,Kcnq2,chr2,2,905,-4.9291849295118695
chr2-g908,MLI1,0.05,2.11110107015829,Myt1,chr2,2,908,-5.399923745067287
chr2-g909,MLI1,0.05,2.11110107015829,Myt1,chr2,2,909,-5.399923745067287
chr3-g67,MLI1,0.082857776417861,1.7320563326920295,Ralyl,chr3,3,67,-4.3857049377425295
chr3-g68,MLI1,0.082857776417861,1.7320563326920295,Ralyl,chr3,3,68,-4.3857049377425295
chr3-g69,MLI1,0.082857776417861,1.7320563326920295,Ralyl,chr3,3,69,-4.3857049377425295
chr3-g70,MLI1,0.082857776417861,1.7320563326920295,Ralyl,chr3,3,70,-4.3857049377425295
chr3-g90,MLI1,0.16065519646330187,5.168016112148419,Bhlhe22,chr3,3,90,-5.0075710165951035
chr3-g135,MLI1,0.15167805425488626,3.4191312773280904,Nceh1,chr3,3,135,-4.4945455485120025
chr3-g136,MLI1,0.15167805425488626,3.4191312773280904,Nceh1,chr3,3,136,-4.4945455485120025
chr3-g139,Bergmann,0.9173386183057309,0.03896971038651013,Pld1,chr3,3,139,4.55702926098884
chr3-g140,Bergmann,0.9173386183057309,0.03896971038651013,Pld1,chr3,3,140,4.55702926098884
chr3-g156,MLI1,0.08731820140252888,3.142545127835611,Slc7a14,chr3,3,156,-5.169507238358718
chr3-g162,"Bergmann,Bergmann",16.174809861725105,0.9559133701147176,"Mfn1,Gnb4",chr3,3,162,4.080725063374449
chr3-g163,Bergmann,8.569444231345283,0.04732630267362488,Gnb4,chr3,3,163,7.500415614426735
chr3-g173,Bergmann,1.4337090167511979,0.04354993052059712,Sox2,chr3,3,173,5.040938019331221
chr3-g261,Bergmann,7.973593044991367,0.7319832801931696,Foxo1,chr3,3,261,3.4453473749036343
chr3-g287,Bergmann,3.150906326910299,0.30326056593582723,Wwtr1,chr3,3,287,3.3771370487698382
chr3-g318,MLI1,0.022687290631621875,9.435437590963629,Plch1,chr3,3,318,-8.700061288241505
chr3-g319,MLI1,0.022687290631621875,9.435437590963629,Plch1,chr3,3,319,-8.700061288241505
chr3-g327,Bergmann,3.6191423926193576,0.4744496749781936,Tiparp,chr3,3,327,2.93132089728071
chr3-g346,MLI1,1.5474610537581448,12.278659677947415,Ppm1l,chr3,3,346,-2.9881780811427077
chr3-g347,MLI1,1.5474610537581448,12.278659677947415,Ppm1l,chr3,3,347,-2.9881780811427077
chr3-g377,MLI1,0.6974992560990222,6.328015439532612,Serpini1,chr3,3,377,-3.1814895364190496
chr3-g378,MLI1,0.6974992560990222,6.328015439532612,Serpini1,chr3,3,378,-3.1814895364190496
chr3-g403,MLI1,3.2809890263102823,39.454941198207734,Gria2,chr3,3,403,-3.5880033159133715
chr3-g404,"MLI1,MLI1",3.4962345976758256,45.811708346022954,"Gria2,Glrb",chr3,3,404,-3.7118424646462795
chr3-g409,Bergmann,1.7879185698580813,0.05,Ctso,chr3,3,409,5.160209125850902
chr3-g435,MLI1,0.020938939657552374,2.1783848258053062,Kirrel,chr3,3,435,-6.700926641360286
chr3-g441,Bergmann,2.7136532930156774,0.02596632576860225,Paqr6,chr3,3,441,6.70745071061546
chr3-g443,MLI1,0.30957125727858686,2.7826058304946177,Arhgef2,chr3,3,443,-3.168093125350083
chr3-g447,Bergmann,1.0333475692042493,0.035077386658224,Pbxip1,chr3,3,447,4.880640512059093
chr3-g448,MLI1,0.356316994229113,3.535989556832795,Adar,chr3,3,448,-3.3108808155801555
chr3-g472,MLI1,0.020938939657552374,2.6665131495416676,Celf3,chr3,3,472,-6.992622245847141
chr3-g473,"MLI1,MLI1",0.10650879008601176,2.9765149269236635,"Tuft1,Cgn",chr3,3,473,-4.8045797243998125
chr3-g475,MLI1,0.05,0.7061362688796003,Sema6c,chr3,3,475,-3.819946619001257
chr3-g480,MLI1,0.24963627499978114,6.313870692388406,Sv2a,chr3,3,480,-4.660625220063854
chr3-g482,Bergmann,0.6720839527782415,0.05,Txnip,chr3,3,482,3.748641457247834
chr3-g488,MLI1,0.8054692832786111,11.364074549335584,Pde4dip,chr3,3,488,-3.818506818116781
chr3-g489,MLI1,0.8054692832786111,11.364074549335584,Pde4dip,chr3,3,489,-3.818506818116781
chr3-g490,Bergmann,2.4662931430663475,0.05,Notch2,chr3,3,490,5.6242723832385115
chr3-g506,MLI1,0.05580928351124038,2.678457821250705,Igsf3,chr3,3,506,-5.584753642362906
chr3-g507,MLI1,0.05580928351124038,2.678457821250705,Igsf3,chr3,3,507,-5.584753642362906
chr3-g510,Bergmann,2.3927400475769858,0.05,Vangl1,chr3,3,510,5.580591762786358
chr3-g511,Bergmann,2.3927400475769858,0.05,Vangl1,chr3,3,511,5.580591762786358
chr3-g527,MLI1,1.1637944868389043,13.98313908083905,Kcnd3,chr3,3,527,-3.586780046341282
chr3-g528,MLI1,1.1637944868389043,13.98313908083905,Kcnd3,chr3,3,528,-3.586780046341282
chr3-g535,MLI1,0.4516176170076866,11.113964781810509,Kcna2,chr3,3,535,-4.621127998697837
chr3-g537,"MLI1,MLI1",0.05,4.155555324573272,"Kcnc4,Slc6a17",chr3,3,537,-6.376969378254601
chr3-g542,MLI1,0.7184631584551254,5.972840417092667,Sars,chr3,3,542,-3.0554310914418146
chr3-g546,MLI1,0.22981699789261575,13.866862493451137,Vav3,chr3,3,546,-5.915012083599719
chr3-g547,MLI1,0.22981699789261575,13.866862493451137,Vav3,chr3,3,547,-5.915012083599719
chr3-g548,MLI1,0.22981699789261575,13.866862493451137,Vav3,chr3,3,548,-5.915012083599719
chr3-g574,MLI1,0.290722360421677,8.737133924423427,Olfm3,chr3,3,574,-4.909446161220376
chr3-g575,MLI1,0.290722360421677,8.737133924423427,Olfm3,chr3,3,575,-4.909446161220376
chr3-g578,Bergmann,6.2559326170651675,0.05275081425598462,S1pr1,chr3,3,578,6.889887799890132
chr3-g581,Bergmann,2.706482807165474,0.23295722810497999,Cdc14a,chr3,3,581,3.5382822237872853
chr3-g582,Bergmann,2.706482807165474,0.23295722810497999,Cdc14a,chr3,3,582,3.5382822237872853
chr3-g586,MLI1,0.30988810965809027,4.236652707574666,Plppr4,chr3,3,586,-3.7731055658758894
chr3-g607,Bergmann,3.7379772092769747,0.2287186003481346,Cnn3,chr3,3,607,4.030612171295634
chr3-g608,Bergmann,13.779561571211477,0.11023182244927862,F3,chr3,3,608,6.9658454050962035
chr3-g612,Bergmann,5.333557720787697,0.19198833879194172,Bcar3,chr3,3,612,4.796007605349125
chr3-g613,MLI1,0.13027720590230338,1.9568133443347322,Pde5a,chr3,3,613,-3.908849559016738
chr3-g614,MLI1,0.13027720590230338,1.9568133443347322,Pde5a,chr3,3,614,-3.908849559016738
chr3-g615,Bergmann,7.550707152017166,0.48889616567954974,Synpo2,chr3,3,615,3.9490117688435435
chr3-g616,Bergmann,7.550707152017166,0.48889616567954974,Synpo2,chr3,3,616,3.9490117688435435
chr3-g653,Bergmann,6.242664128893905,0.0389435816570175,Etnppl,chr3,3,653,7.324632461609247
chr3-g707,MLI1,2.091906233445836,107.40755126593608,Unc5c,chr3,3,707,-5.682133428647298
chr3-g708,MLI1,2.091906233445836,107.40755126593608,Unc5c,chr3,3,708,-5.682133428647298
chr3-g709,"MLI1,Bergmann",7.593701815471212,107.54953927997124,"Unc5c,Bmpr1b",chr3,3,709,-3.824054185079564
chr3-g710,Bergmann,5.501795582025376,0.14198801403515773,Bmpr1b,chr3,3,710,5.276061483234029
chr3-g711,Bergmann,4.14227102370765,0.04354993052059712,Pdlim5,chr3,3,711,6.571607723031175
chr3-g729,Bergmann,1.2836125337417297,0.13266562889540237,Syde2,chr3,3,729,3.274343232108819
chr3-g730,Bergmann,1.2836125337417297,0.13266562889540237,Syde2,chr3,3,730,3.274343232108819
chr3-g734,MLI1,0.6948819872302606,5.708001024919066,Ttll7,chr3,3,734,-3.0381457050053156
chr3-g764,Bergmann,1.7163642190396442,0.10903412463199262,St6galnac5,chr3,3,764,3.9765040967288505
chr3-g790,MLI1,0.039165805304506376,8.730501250093692,Lrrc7,chr3,3,790,-7.800326053887237
chr3-g791,MLI1,0.039165805304506376,8.730501250093692,Lrrc7,chr3,3,791,-7.800326053887237
chr3-g792,MLI1,0.039165805304506376,8.730501250093692,Lrrc7,chr3,3,792,-7.800326053887237
chr4-g46,MLI1,0.10765565609486175,9.536156666288523,Clvs1,chr4,4,46,-6.468911913523066
chr4-g47,MLI1,0.10765565609486175,9.536156666288523,Clvs1,chr4,4,47,-6.468911913523066
chr4-g89,MLI1,0.46226643667490297,6.049778201737238,Mmp16,chr4,4,89,-3.710085727815265
chr4-g90,MLI1,0.46226643667490297,6.049778201737238,Mmp16,chr4,4,90,-3.710085727815265
chr4-g144,MLI1,0.19826954263560975,2.5818425401012903,Epha7,chr4,4,144,-3.7028660383600536
chr4-g164,MLI1,0.020938939657552374,0.7627846155873086,Rragd,chr4,4,164,-5.187015455057388
chr4-g165,MLI1,0.020938939657552374,0.7627846155873086,Rragd,chr4,4,165,-5.187015455057388
chr4-g169,MLI1,0.25770894601640576,14.101807766550317,Cnr1,chr4,4,169,-5.773993689773736
chr4-g174,Bergmann,9.928752480140146,0.2915671883524361,Mob3b,chr4,4,174,5.089712178998789
chr4-g175,Bergmann,9.928752480140146,0.2915671883524361,Mob3b,chr4,4,175,5.089712178998789
chr4-g178,MLI1,0.47697414399974036,7.729449196449115,Lingo2,chr4,4,178,-4.018382643516093
chr4-g179,MLI1,0.47697414399974036,7.729449196449115,Lingo2,chr4,4,179,-4.018382643516093
chr4-g180,MLI1,0.47697414399974036,7.729449196449115,Lingo2,chr4,4,180,-4.018382643516093
chr4-g181,MLI1,0.47697414399974036,7.729449196449115,Lingo2,chr4,4,181,-4.018382643516093
chr4-g182,MLI1,0.47697414399974036,7.729449196449115,Lingo2,chr4,4,182,-4.018382643516093
chr4-g183,MLI1,0.47697414399974036,7.729449196449115,Lingo2,chr4,4,183,-4.018382643516093
chr4-g184,MLI1,0.47697414399974036,7.729449196449115,Lingo2,chr4,4,184,-4.018382643516093
chr4-g214,MLI1,0.6321935306987915,7.983343883362483,Phf24,chr4,4,214,-3.6585549794733487
chr4-g225,Bergmann,7.474879298084635,0.05,Frmpd1,chr4,4,225,7.223978378216746
chr4-g226,Bergmann,7.474879298084635,0.05,Frmpd1,chr4,4,226,7.223978378216746
chr4-g265,Bergmann,4.078055709811006,0.2329559526187696,Abca1,chr4,4,265,4.129752383398293
chr4-g292,Bergmann,2.049868209947716,0.127615600764698,Lpar1,chr4,4,292,4.0056545472913525
chr4-g314,MLI1,0.05,0.7392955345484509,Zfp618,chr4,4,314,-3.886151199277813
chr4-g315,MLI1,0.05,0.7392955345484509,Zfp618,chr4,4,315,-3.886151199277813
chr4-g343,MLI1,0.3126907639399386,2.6818275382891237,Brinp1,chr4,4,343,-3.1004079524672177
chr4-g344,MLI1,0.3126907639399386,2.6818275382891237,Brinp1,chr4,4,344,-3.1004079524672177
chr4-g370,MLI1,0.5034301770751495,15.080754579771074,Frmd3,chr4,4,370,-4.9047731083483885
chr4-g371,MLI1,0.5034301770751495,15.080754579771074,Frmd3,chr4,4,371,-4.9047731083483885
chr4-g379,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,379,3.088514895434885
chr4-g380,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,380,3.088514895434885
chr4-g381,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,381,3.088514895434885
chr4-g382,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,382,3.088514895434885
chr4-g383,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,383,3.088514895434885
chr4-g384,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,384,3.088514895434885
chr4-g385,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,385,3.088514895434885
chr4-g386,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,386,3.088514895434885
chr4-g387,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,387,3.088514895434885
chr4-g388,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,388,3.088514895434885
chr4-g389,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,389,3.088514895434885
chr4-g390,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,390,3.088514895434885
chr4-g391,Bergmann,16.86697699487429,1.982903717645404,Ptprd,chr4,4,391,3.088514895434885
chr4-g412,Bergmann,4.329378250638484,0.23526083217730837,Gm11266,chr4,4,412,4.20182679595478
chr4-g434,MLI1,0.061853095936128255,54.89027348863607,Slc24a2,chr4,4,434,-9.79348900386746
chr4-g435,MLI1,0.061853095936128255,54.89027348863607,Slc24a2,chr4,4,435,-9.79348900386746
chr4-g436,MLI1,0.061853095936128255,54.89027348863607,Slc24a2,chr4,4,436,-9.79348900386746
chr4-g456,MLI1,0.07849657414286225,1.6245353923533592,Elavl2,chr4,4,456,-4.3712536732727605
chr4-g457,MLI1,0.07849657414286225,1.6245353923533592,Elavl2,chr4,4,457,-4.3712536732727605
chr4-g479,MLI1,0.04302474532395475,2.332127008388644,Hook1,chr4,4,479,-5.760335897532604
chr4-g480,MLI1,0.04302474532395475,2.332127008388644,Hook1,chr4,4,480,-5.760335897532604
chr4-g482,"Bergmann,Bergmann",5.973895591420813,0.05,"Cyp2j6,Cyp2j9",chr4,4,482,6.900600118097545
chr4-g507,MLI1,0.6942404603660015,10.302872867320488,Dnajc6,chr4,4,507,-3.891467418410682
chr4-g508,MLI1,0.6942404603660015,10.302872867320488,Dnajc6,chr4,4,508,-3.891467418410682
chr4-g518,MLI1,1.228146707300964,62.05958961256894,Dab1,chr4,4,518,-5.6590993445311595
chr4-g519,MLI1,1.228146707300964,62.05958961256894,Dab1,chr4,4,519,-5.6590993445311595
chr4-g520,MLI1,1.228146707300964,62.05958961256894,Dab1,chr4,4,520,-5.6590993445311595
chr4-g521,MLI1,1.228146707300964,62.05958961256894,Dab1,chr4,4,521,-5.6590993445311595
chr4-g522,MLI1,1.228146707300964,62.05958961256894,Dab1,chr4,4,522,-5.6590993445311595
chr4-g523,MLI1,1.228146707300964,62.05958961256894,Dab1,chr4,4,523,-5.6590993445311595
chr4-g525,Bergmann,29.94586111687095,0.18403182427490375,Plpp3,chr4,4,525,7.346257538144358
chr4-g526,Bergmann,29.94586111687095,0.18403182427490375,Plpp3,chr4,4,526,7.346257538144358
chr4-g533,Bergmann,5.4741389923585135,0.11308050154751738,Acot11,chr4,4,533,5.597209974027276
chr4-g534,Bergmann,5.4741389923585135,0.11308050154751738,Acot11,chr4,4,534,5.597209974027276
chr4-g540,MLI1,0.039165805304506376,0.6383915359677248,Echdc2,chr4,4,540,-4.026774996254205
chr4-g544,MLI1,0.05517587023799925,0.9955516594951956,Rab3b,chr4,4,544,-4.173386795704655
chr4-g551,MLI1,0.27407191660547264,8.452164820563665,Elavl4,chr4,4,551,-4.946694488810386
chr4-g558,Bergmann,0.984813254083897,0.08701003819542849,Spata6,chr4,4,558,3.5005964215560987
chr4-g559,Bergmann,0.984813254083897,0.08701003819542849,Spata6,chr4,4,559,3.5005964215560987
chr4-g579,MLI1,0.05,0.8824294389942546,Faah,chr4,4,579,-4.1414809219158775
chr4-g580,MLI1,0.05,0.8824294389942546,Faah,chr4,4,580,-4.1414809219158775
chr4-g583,Bergmann,11.84804616749876,0.6270847617625598,Tesk2,chr4,4,583,4.2398448948386624
chr4-g584,Bergmann,11.84804616749876,0.6270847617625598,Tesk2,chr4,4,584,4.2398448948386624
chr4-g603,Bergmann,0.8497968574742172,0.05,Kcnq4,chr4,4,603,4.087118008613842
chr4-g624,MLI1,0.099501254624595,2.2678017784085585,Epha10,chr4,4,624,-4.5104360171158495
chr4-g627,MLI1,0.2809304272115998,16.621576163356238,Grik3,chr4,4,627,-5.886700494508212
chr4-g628,MLI1,0.2809304272115998,16.621576163356238,Grik3,chr4,4,628,-5.886700494508212
chr4-g635,MLI1,0.04187787931510475,2.586544345098564,Dlgap3,chr4,4,635,-5.9486937294456546
chr4-g636,MLI1,0.04187787931510475,2.586544345098564,Dlgap3,chr4,4,636,-5.9486937294456546
chr4-g644,MLI1,0.2528619190293705,1.666423013599961,Azin2,chr4,4,644,-2.7203329797098914
chr4-g645,"MLI1,MLI1",0.4650265953991241,5.635041170294455,"Rnf19b,Fndc5",chr4,4,645,-3.5990410178803396
chr4-g651,MLI1,0.020938939657552374,1.265778810608902,Fabp3,chr4,4,651,-5.9176931254082055
chr4-g652,MLI1,0.020938939657552374,2.87334173405655,Nkain1,chr4,4,652,-7.100397389930893
chr4-g659,MLI1,0.3609605621861021,10.281807630332615,Epb41,chr4,4,659,-4.83210889500954
chr4-g660,MLI1,0.3609605621861021,10.281807630332615,Epb41,chr4,4,660,-4.83210889500954
chr4-g667,MLI1,0.13255750668003313,1.1527020181994914,Trnp1,chr4,4,667,-3.1203293372038354
chr4-g672,Bergmann,10.83328486021062,0.3758394491921627,Man1c1,chr4,4,672,4.8492104477881375
chr4-g673,Bergmann,10.83328486021062,0.3758394491921627,Man1c1,chr4,4,673,4.8492104477881375
chr4-g680,Bergmann,0.9828540550192193,0.07793942077302013,Id3,chr4,4,680,3.65655209034361
chr4-g682,MLI1,1.3064332161509533,12.194799406200024,Luzp1,chr4,4,682,-3.2225607450477622
chr4-g683,MLI1,0.3005846653710541,9.400966592512644,Ephb2,chr4,4,683,-4.966965784332271
chr4-g684,"MLI1,MLI1",0.3005846653710541,11.37096986056619,"Ephb2,Epha8",chr4,4,684,-5.241440089995087
chr4-g688,MLI1,0.3731864530583349,5.7123186204813425,Rap1gap,chr4,4,688,-3.9361079305796625
chr4-g697,MLI1,0.08279203559368063,1.4841944892778596,Iffo2,chr4,4,697,-4.164044354895286
chr4-g698,MLI1,0.08279203559368063,1.4841944892778596,Iffo2,chr4,4,698,-4.164044354895286
chr4-g709,Bergmann,1.1981450772950293,0.02596632576860225,Efhd2,chr4,4,709,5.5280169097698435
chr4-g710,Bergmann,1.389743883211954,0.129763951263039,Kazn,chr4,4,710,3.4208574722887715
chr4-g711,Bergmann,1.389743883211954,0.129763951263039,Kazn,chr4,4,711,3.4208574722887715
chr4-g753,MLI1,0.14615423560996826,1.571123781219139,Slc45a1,chr4,4,753,-3.426233303292514
chr4-g761,MLI1,0.020938939657552374,1.0980225444485707,Chd5,chr4,4,761,-5.712575479221452
chr4-g766,MLI1,0.05517587023799925,3.46726548260851,Ajap1,chr4,4,766,-5.9736170162654805
chr4-g767,MLI1,0.05517587023799925,3.46726548260851,Ajap1,chr4,4,767,-5.9736170162654805
chr4-g774,MLI1,0.022687290631621875,1.2081907478810385,Plch2,chr4,4,774,-5.734820104250988
chr4-g775,MLI1,0.022687290631621875,1.2081907478810385,Plch2,chr4,4,775,-5.734820104250988
chr4-g777,Bergmann,1.2397314001320143,0.11711126503665575,Cfap74,chr4,4,777,3.4040758188085154
chr5-g28,MLI1,0.05,0.8118468928128266,Steap2,chr5,5,28,-4.021207673460918
chr5-g42,MLI1,0.34222480041881326,2.9574463310855825,Rundc3b,chr5,5,42,-3.1113357698933806
chr5-g43,MLI1,0.34222480041881326,2.9574463310855825,Rundc3b,chr5,5,43,-3.1113357698933806
chr5-g70,MLI1,0.36752511058564896,6.81046434327687,Sema3e,chr5,5,70,-4.211838437431136
chr5-g71,MLI1,0.36752511058564896,6.81046434327687,Sema3e,chr5,5,71,-4.211838437431136
chr5-g105,Bergmann,13.107324133625978,0.1224649912356805,Gsap,chr5,5,105,6.741859990024237
chr5-g106,Bergmann,13.107324133625978,0.1224649912356805,Gsap,chr5,5,106,6.741859990024237
chr5-g113,MLI1,0.8517297166805836,22.40279453450559,Lhfpl3,chr5,5,113,-4.717139209695861
chr5-g114,MLI1,0.8517297166805836,22.40279453450559,Lhfpl3,chr5,5,114,-4.717139209695861
chr5-g115,MLI1,0.8517297166805836,22.40279453450559,Lhfpl3,chr5,5,115,-4.717139209695861
chr5-g116,MLI1,0.8517297166805836,22.40279453450559,Lhfpl3,chr5,5,116,-4.717139209695861
chr5-g124,MLI1,0.22172366446188937,3.370327367322999,Prkag2,chr5,5,124,-3.9260540686661063
chr5-g125,MLI1,0.22172366446188937,3.370327367322999,Prkag2,chr5,5,125,-3.9260540686661063
chr5-g134,MLI1,0.7683457911547541,29.716820423371423,Dpp6,chr5,5,134,-5.273380214908199
chr5-g135,MLI1,0.7683457911547541,29.716820423371423,Dpp6,chr5,5,135,-5.273380214908199
chr5-g136,MLI1,0.7683457911547541,29.716820423371423,Dpp6,chr5,5,136,-5.273380214908199
chr5-g137,MLI1,0.7683457911547541,29.716820423371423,Dpp6,chr5,5,137,-5.273380214908199
chr5-g138,MLI1,0.7683457911547541,29.716820423371423,Dpp6,chr5,5,138,-5.273380214908199
chr5-g168,Bergmann,3.176895700084111,0.05,Fgfr3,chr5,5,168,5.989545820934531
chr5-g170,MLI1,0.27774990346160966,9.00141544870379,Zfyve28,chr5,5,170,-5.018293563964167
chr5-g171,MLI1,0.27774990346160966,9.00141544870379,Zfyve28,chr5,5,171,-5.018293563964167
chr5-g174,Bergmann,0.9275240031107362,0.05643736356324662,Rgs12,chr5,5,174,4.038662117271675
chr5-g175,Bergmann,0.9275240031107362,0.05643736356324662,Rgs12,chr5,5,175,4.038662117271675
chr5-g180,Bergmann,0.9046121175182203,0.15261539260552012,Sorcs2,chr5,5,180,2.5673988433768953
chr5-g181,Bergmann,0.9046121175182203,0.15261539260552012,Sorcs2,chr5,5,181,2.5673988433768953
chr5-g186,MLI1,0.16065519646330187,2.5034960980369334,Crmp1,chr5,5,186,-3.961904655545728
chr5-g219,MLI1,0.150150959053746,1.38235045167557,Prom1,chr5,5,219,-3.202637817342471
chr5-g220,MLI1,0.150150959053746,1.38235045167557,Prom1,chr5,5,220,-3.202637817342471
chr5-g313,Bergmann,9.201929775925365,0.8943318939760282,Arap2,chr5,5,313,3.3630542146526974
chr5-g318,MLI1,0.18282745743290502,9.527134990409529,Nwd2,chr5,5,318,-5.703487771736191
chr5-g319,MLI1,0.18282745743290502,9.527134990409529,Nwd2,chr5,5,319,-5.703487771736191
chr5-g325,Bergmann,1.1929033420801736,0.10386530307440912,Klhl5,chr5,5,325,3.5216914523234113
chr5-g345,MLI1,0.4902429299726516,16.028455960412494,Kctd8,chr5,5,345,-5.0309948207154775
chr5-g346,MLI1,0.4902429299726516,16.028455960412494,Kctd8,chr5,5,346,-5.0309948207154775
chr5-g354,Bergmann,18.507487569639224,1.656384978095706,Gabra2,chr5,5,354,3.481999130553437
chr5-g355,Bergmann,18.507487569639224,1.656384978095706,Gabra2,chr5,5,355,3.481999130553437
chr5-g357,Bergmann,7.946684404185238,0.22918734016160047,Gabra4,chr5,5,357,5.1157537902648365
chr5-g358,"Bergmann,Bergmann",117.9089069218511,1.8534222173494663,"Gabra4,Gabrb1",chr5,5,358,5.991337323625947
chr5-g359,Bergmann,109.96222251766586,1.6242348771878659,Gabrb1,chr5,5,359,6.081103888573247
chr5-g360,Bergmann,109.96222251766586,1.6242348771878659,Gabrb1,chr5,5,360,6.081103888573247
chr5-g366,MLI1,0.04362623028917425,0.9009085244703562,Ociad2,chr5,5,366,-4.3681129045959635
chr5-g377,MLI1,0.19678794929564036,23.07432599065919,Kit,chr5,5,377,-6.873502819560833
chr5-g378,MLI1,0.19678794929564036,23.07432599065919,Kit,chr5,5,378,-6.873502819560833
chr5-g444,Bergmann,115.70746863335592,0.32493547026339914,Slc4a4,chr5,5,444,8.47611303632059
