200kb name,category,Granule_mean,Purkinje_mean,gene,chrom,chrom_id,group,log2FC_G2P
chr3-g744,Purkinje,0.05206729141859313,1.643579990481747,Adgrl2,chr3,3,744,-4.980320503074621
chr3-g761,Purkinje,0.4729024560410864,2.486211860502708,Nexn,chr3,3,761,-2.3943347000701243
chr3-g762,Purkinje,0.2881392021890412,2.8951523924674474,Ak5,chr3,3,762,-3.3288014276337883
chr3-g763,Purkinje,0.2881392021890412,2.8951523924674474,Ak5,chr3,3,763,-3.3288014276337883
chr3-g766,Granule,8.081628056458738,0.9821850263456653,St6galnac3,chr3,3,766,3.0405792218305296
chr3-g767,Granule,8.081628056458738,0.9821850263456653,St6galnac3,chr3,3,767,3.0405792218305296
chr3-g768,Granule,8.081628056458738,0.9821850263456653,St6galnac3,chr3,3,768,3.0405792218305296
chr3-g769,Granule,1.6306509873175714,0.08305041339305014,Slc44a5,chr3,3,769,4.295316871519484
chr3-g770,Granule,1.6306509873175714,0.08305041339305014,Slc44a5,chr3,3,770,4.295316871519484
chr3-g771,Granule,1.6306509873175714,0.08305041339305014,Slc44a5,chr3,3,771,4.295316871519484
chr3-g782,Granule,126.04944757568775,2.4267252599800933,Negr1,chr3,3,782,5.698835201215553
chr3-g783,Granule,126.04944757568775,2.4267252599800933,Negr1,chr3,3,783,5.698835201215553
chr3-g784,Granule,126.04944757568775,2.4267252599800933,Negr1,chr3,3,784,5.698835201215553
chr3-g785,Granule,126.04944757568775,2.4267252599800933,Negr1,chr3,3,785,5.698835201215553
chr3-g790,Granule,0.7160535705599342,0.1260177189367689,Lrrc40,chr3,3,790,2.506440924176232
chr3-g799,Purkinje,0.09848917119044927,3.314887251889216,Wls,chr3,3,799,-5.072850880995955
chr4-g18,Granule,7.32501683692891,0.38111648979198065,Lyn,chr4,4,18,4.264528139854215
chr4-g23,Granule,0.581600707929245,0.11934518097668372,Impad1,chr4,4,23,2.2848887121159698
chr4-g31,"Granule,Granule",7.22873346494547,0.9486037522603106,"Sdcbp,Nsmaf",chr4,4,31,2.9298654167719373
chr4-g32,Granule,4.4940021969403885,0.4406305432948926,Nsmaf,chr4,4,32,3.3503594225329056
chr4-g40,Purkinje,1.9518464182983202,59.355948351959256,Car8,chr4,4,40,-4.926481173161052
chr4-g41,Purkinje,1.9518464182983202,59.355948351959256,Car8,chr4,4,41,-4.926481173161052
chr4-g43,Granule,18.858826205494463,1.0053376448200952,Chd7,chr4,4,43,4.229487863701929
chr4-g44,Granule,18.858826205494463,1.0053376448200952,Chd7,chr4,4,44,4.229487863701929
chr4-g68,Granule,6.842201952998023,0.5824305532988515,Runx1t1,chr4,4,68,3.5543027430991034
chr4-g69,Granule,6.842201952998023,0.5824305532988515,Runx1t1,chr4,4,69,3.5543027430991034
chr4-g74,Granule,1.3244999859856477,0.03463162677338648,Necab1,chr4,4,74,5.25721386046055
chr4-g75,Granule,1.3244999859856477,0.03463162677338648,Necab1,chr4,4,75,5.25721386046055
chr4-g79,"Purkinje,Granule,Granule",2.881099476738515,22.799713858862845,"Calb1,Decr1,Osgin2",chr4,4,79,-2.9843243394704215
chr4-g80,Granule,0.46235865890122296,0.09221305907769152,Osgin2,chr4,4,80,2.3259694246306846
chr4-g89,Granule,6.295276792462015,0.8491719128221259,Mmp16,chr4,4,89,2.8901412535325246
chr4-g90,Granule,6.295276792462015,0.8491719128221259,Mmp16,chr4,4,90,2.8901412535325246
chr4-g109,"Granule,Granule",3.3200306752655777,0.7571803254174111,"Coq3,Faxc",chr4,4,109,2.1324877417098564
chr4-g110,Granule,1.470272155285799,0.3114303358213885,Faxc,chr4,4,110,2.239101843910965
chr4-g124,Purkinje,0.3562311865230201,14.869996128091561,Gpr63,chr4,4,124,-5.383446637736316
chr4-g125,Purkinje,0.3562311865230201,14.869996128091561,Gpr63,chr4,4,125,-5.383446637736316
chr4-g128,Granule,18.435950953539464,1.7297362633034987,Fut9,chr4,4,128,3.4138978458356126
chr4-g129,Granule,18.435950953539464,1.7297362633034987,Fut9,chr4,4,129,3.4138978458356126
chr4-g159,Granule,1.539548118330949,0.35905602177272244,Map3k7,chr4,4,159,2.1002260958452124
chr4-g160,Granule,1.539548118330949,0.35905602177272244,Map3k7,chr4,4,160,2.1002260958452124
chr4-g162,Granule,9.902980702011842,0.07149288492956128,Bach2,chr4,4,162,7.113919347635637
chr4-g163,Granule,0.9852944155169999,0.180418557819774,Casp8ap2,chr4,4,163,2.4492071386710434
chr4-g164,Granule,1.708261874812755,0.02594574902422795,Rragd,chr4,4,164,6.040887159932641
chr4-g165,Granule,1.708261874812755,0.02594574902422795,Rragd,chr4,4,165,6.040887159932641
chr4-g166,Granule,1.6567222101700387,0.3262465631596039,Pnrc1,chr4,4,166,2.344297111053318
chr4-g169,Granule,6.838289473986101,0.03515289247887241,Cnr1,chr4,4,169,7.603848281871208
chr4-g172,Granule,4.1221327374658685,0.9649899451217878,Orc3,chr4,4,172,2.0948051469192253
chr4-g173,Granule,4.1221327374658685,0.9649899451217878,Orc3,chr4,4,173,2.0948051469192253
chr4-g178,Purkinje,1.1954873304948896,9.251707148245117,Lingo2,chr4,4,178,-2.9521207591322103
chr4-g179,Purkinje,1.1954873304948896,9.251707148245117,Lingo2,chr4,4,179,-2.9521207591322103
chr4-g180,Purkinje,1.1954873304948896,9.251707148245117,Lingo2,chr4,4,180,-2.9521207591322103
chr4-g181,Purkinje,1.1954873304948896,9.251707148245117,Lingo2,chr4,4,181,-2.9521207591322103
chr4-g182,Purkinje,1.1954873304948896,9.251707148245117,Lingo2,chr4,4,182,-2.9521207591322103
chr4-g183,Purkinje,1.1954873304948896,9.251707148245117,Lingo2,chr4,4,183,-2.9521207591322103
chr4-g184,Purkinje,1.1954873304948896,9.251707148245117,Lingo2,chr4,4,184,-2.9521207591322103
chr4-g208,"Granule,Granule,Granule",4.172749697631913,0.3272221959943914,"Enho,Cntfr,Il11ra1",chr4,4,208,3.672655866165381
chr4-g218,Granule,0.7463544203268815,0.02353920233777771,Npr2,chr4,4,218,4.986723545495615
chr4-g220,Granule,2.3103476010779533,0.39008333953095686,Rnf38,chr4,4,220,2.566255639986164
chr4-g224,Granule,0.4937568443308719,0.07902176874871886,Zbtb5,chr4,4,224,2.643478702870425
chr4-g225,Granule,0.4937568443308719,0.07902176874871886,Zbtb5,chr4,4,225,2.643478702870425
chr4-g226,"Granule,Granule",2.7949046812546543,0.6951671101684607,"Dcaf10,Slc25a51",chr4,4,226,2.0073673496414783
chr4-g227,Granule,0.9574950555176552,0.2337046680817444,Slc25a51,chr4,4,227,2.0345784858142566
chr4-g230,"Granule,Granule",6.656775949117121,0.48087348702322286,"Tmod1,Xpa",chr4,4,230,3.7910943209914625
chr4-g232,"Granule,Granule",3.341440810126816,0.18955709742227767,"Anp32b,Coro2a",chr4,4,232,4.139765938476395
chr4-g233,Granule,2.5698052909426714,0.04280035310181228,Coro2a,chr4,4,233,5.907892544316322
chr4-g236,Purkinje,0.05962286592623205,0.5323830729006904,Tgfbr1,chr4,4,236,-3.158527072593613
chr4-g237,"Purkinje,Granule",0.7040978954900785,0.5870999879925299,"Tgfbr1,Alg2",chr4,4,237,0.26216980327285255
chr4-g242,Granule,0.32464689457642504,0.05,Msantd3,chr4,4,242,2.6988714092707755
chr4-g247,Granule,0.8341028194100293,0.19983075505816078,Tmem246,chr4,4,247,2.061446595918104
chr4-g265,Granule,0.575329241364748,0.077022140546511,Abca1,chr4,4,265,2.9010426745072446
chr4-g267,Granule,8.19066443977905,1.1749810853487588,Slc44a1,chr4,4,267,2.8013429576281133
chr4-g274,Purkinje,0.7087070807178181,3.8736125639354473,Zfp462,chr4,4,274,-2.4504182955519886
chr4-g275,Purkinje,0.7087070807178181,3.8736125639354473,Zfp462,chr4,4,275,-2.4504182955519886
chr4-g285,"Granule,Granule",11.074115520335372,0.04605396292690179,"Epb41l4b,Ptpn3",chr4,4,285,7.909650456239788
chr4-g286,Granule,2.298308522891099,0.05,Ptpn3,chr4,4,286,5.5225005719699265
chr4-g290,Granule,2.850121096510078,0.0635491611815143,Svep1,chr4,4,290,5.487006325394744
chr4-g291,Granule,2.850121096510078,0.0635491611815143,Svep1,chr4,4,291,5.487006325394744
chr4-g299,Granule,6.6331376764283085,0.12504794013888665,Snx30,chr4,4,299,5.729138272621479
chr4-g311,"Purkinje,Granule",1.131528161162695,2.068125137290332,"Slc31a2,Slc31a1",chr4,4,311,-0.8700509918593106
chr4-g312,"Granule,Granule",1.575097500922947,0.20341535555976786,"Prpf4,Alad",chr4,4,312,2.9529406408016463
chr4-g314,Purkinje,0.08444879287353936,0.9439275746261311,Zfp618,chr4,4,314,-3.4825274630482173
chr4-g315,Purkinje,0.08444879287353936,0.9439275746261311,Zfp618,chr4,4,315,-3.4825274630482173
chr4-g316,Purkinje,0.04323482090351133,0.38418278011483364,Col27a1,chr4,4,316,-3.151527237621172
chr4-g325,Granule,3.6834388305273977,0.15963514996385988,Pappa,chr4,4,325,4.528203026763398
chr4-g326,Granule,3.6834388305273977,0.15963514996385988,Pappa,chr4,4,326,4.528203026763398
chr4-g343,Granule,27.620911132591775,1.2462935976121128,Brinp1,chr4,4,343,4.470045031935665
chr4-g344,Granule,27.620911132591775,1.2462935976121128,Brinp1,chr4,4,344,4.470045031935665
chr4-g351,Granule,1.717231181115165,0.312599656875195,Cdk5rap2,chr4,4,351,2.457696174405238
chr4-g352,Granule,1.717231181115165,0.312599656875195,Cdk5rap2,chr4,4,352,2.457696174405238
chr4-g379,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,379,4.936719751191942
chr4-g380,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,380,4.936719751191942
chr4-g381,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,381,4.936719751191942
chr4-g382,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,382,4.936719751191942
chr4-g383,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,383,4.936719751191942
chr4-g384,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,384,4.936719751191942
chr4-g385,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,385,4.936719751191942
chr4-g386,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,386,4.936719751191942
chr4-g387,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,387,4.936719751191942
chr4-g388,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,388,4.936719751191942
chr4-g389,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,389,4.936719751191942
chr4-g390,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,390,4.936719751191942
chr4-g391,Granule,37.66641389729268,1.2298539746958181,Ptprd,chr4,4,391,4.936719751191942
chr4-g411,Granule,25.278437229066714,0.14654301650445342,Nfib,chr4,4,411,7.430439247181604
chr4-g412,"Granule,Granule",25.882909398535627,0.14654301650445342,"Nfib,Gm11266",chr4,4,412,7.464531765883639
chr4-g424,Granule,2.3441284081610037,0.6105371266908355,Cntln,chr4,4,424,1.940900667685337
chr4-g426,Granule,35.234266471798975,5.9753577366028745,Sh3gl2,chr4,4,426,2.5598821864922447
chr4-g432,Granule,0.5998506639313033,0.14240603161818788,Haus6,chr4,4,432,2.0745931256293932
chr4-g433,Granule,0.5998506639313033,0.14240603161818788,Haus6,chr4,4,433,2.0745931256293932
chr4-g434,Purkinje,0.5630514913177381,4.350941940707026,Slc24a2,chr4,4,434,-2.9499889970008955
chr4-g435,Purkinje,0.5630514913177381,4.350941940707026,Slc24a2,chr4,4,435,-2.9499889970008955
chr4-g436,Purkinje,0.5630514913177381,4.350941940707026,Slc24a2,chr4,4,436,-2.9499889970008955
chr4-g440,Granule,3.8928755360945564,0.7887931222606643,Focad,chr4,4,440,2.3031173416831736
chr4-g441,Granule,3.8928755360945564,0.7887931222606643,Focad,chr4,4,441,2.3031173416831736
chr4-g442,Granule,3.8928755360945564,0.7887931222606643,Focad,chr4,4,442,2.3031173416831736
chr4-g456,Granule,0.48839339558871475,0.05,Elavl2,chr4,4,456,3.2880436912838906
chr4-g457,Granule,0.48839339558871475,0.05,Elavl2,chr4,4,457,3.2880436912838906
chr4-g473,Granule,0.8613933803682547,0.18928708984493284,Tek,chr4,4,473,2.1860962201221086
chr4-g474,Granule,0.8613933803682547,0.18928708984493284,Tek,chr4,4,474,2.1860962201221086
chr4-g475,Granule,0.659499898985335,0.04409040017796942,Jun,chr4,4,475,3.9028359620337154
chr4-g479,Granule,2.1157275817907784,0.36091340597179694,Hook1,chr4,4,479,2.5514292423323086
chr4-g480,Granule,2.1157275817907784,0.36091340597179694,Hook1,chr4,4,480,2.5514292423323086
chr4-g487,"Granule,Granule",28.458797975560042,0.5926649640893075,"E130114P18Rik,Nfia",chr4,4,487,5.585514143459061
chr4-g488,Granule,27.998405179499315,0.5190311378007993,Nfia,chr4,4,488,5.753379750184864
chr4-g489,Granule,27.998405179499315,0.5190311378007993,Nfia,chr4,4,489,5.753379750184864
chr4-g490,Granule,27.998405179499315,0.5190311378007993,Nfia,chr4,4,490,5.753379750184864
chr4-g494,Granule,1.083847141037848,0.17432919103960431,Usp1,chr4,4,494,2.6362752315170406
chr4-g500,Granule,9.717056795872343,0.03808070487080857,Ror1,chr4,4,500,7.995315408094846
chr4-g501,Granule,9.717056795872343,0.03808070487080857,Ror1,chr4,4,501,7.995315408094846
chr4-g505,Purkinje,0.12149783603185495,0.934543054349056,Raver2,chr4,4,505,-2.9433305118131714
chr4-g506,Granule,2.5043429440204203,0.07167086286321313,E130102H24Rik,chr4,4,506,5.126901604246105
chr4-g507,Granule,2.458875868911751,0.01213495584658065,Ak4,chr4,4,507,7.662686235966865
chr4-g511,Granule,63.69695827974622,0.2643532569522821,Pde4b,chr4,4,511,7.912613569411356
chr4-g512,Granule,63.69695827974622,0.2643532569522821,Pde4b,chr4,4,512,7.912613569411356
chr4-g513,Granule,63.69695827974622,0.2643532569522821,Pde4b,chr4,4,513,7.912613569411356
chr4-g515,Granule,0.8152526795153974,0.21980913351343273,Slc35d1,chr4,4,515,1.8909959433052217
chr4-g516,"Granule,Granule",1.3493144851941934,0.326284493507572,"Slc35d1,Oma1",chr4,4,516,2.0480243060324326
chr4-g534,Granule,4.449203481891798,0.39494926319149715,Ssbp3,chr4,4,534,3.4938078451317574
chr4-g535,Granule,4.449203481891798,0.39494926319149715,Ssbp3,chr4,4,535,3.4938078451317574
chr4-g540,Granule,1.3895360287506526,0.15329132326174205,Echdc2,chr4,4,540,3.1802552984619794
chr4-g542,Granule,1.1094126290343946,0.2698146942528322,Prpf38a,chr4,4,542,2.039755228151456
chr4-g551,Granule,3.40306128630631,0.13335169169928537,Elavl4,chr4,4,551,4.673525101132017
chr4-g572,Purkinje,0.0750133583478567,5.110602316563117,Trabd2b,chr4,4,572,-6.0902019886010414
chr4-g573,Purkinje,0.0750133583478567,5.110602316563117,Trabd2b,chr4,4,573,-6.0902019886010414
chr4-g580,"Granule,Granule",9.402261075055595,0.36200634643125496,"Lurap1,Pomgnt1",chr4,4,580,4.698920845860266
chr4-g581,"Granule,Granule",21.127359792833634,1.6895311570512423,"Pik3r3,Mast2",chr4,4,581,3.644417629384692
chr4-g582,"Granule,Granule",7.220650096541889,1.5647330432314142,"Mast2,Gpbp1l1",chr4,4,582,2.206212190968242
chr4-g583,"Granule,Granule,Granule,Granule",4.177427141286163,0.6546101505940624,"Nasp,Prdx1,Ccdc163,Tesk2",chr4,4,583,2.67390678783134
chr4-g584,"Granule,Granule,Granule",2.29951207187241,0.34906810695128143,"Tesk2,Hectd3,Urod",chr4,4,584,2.7197473171625943
chr4-g585,Granule,0.5010041398757759,0.12323488458593151,Hectd3,chr4,4,585,2.0234118214509333
chr4-g589,Granule,0.5628416061792956,0.12637335862103816,Ipo13,chr4,4,589,2.155036624862065
chr4-g595,Granule,0.3251041233680601,0.05617365081920347,Slc2a1,chr4,4,595,2.532936379935316
chr4-g599,Granule,15.80354569155555,2.8062012448567937,Hivep3,chr4,4,599,2.4935578988161895
chr4-g600,Granule,15.80354569155555,2.8062012448567937,Hivep3,chr4,4,600,2.4935578988161895
chr4-g604,Granule,2.8653251751030053,0.027443943954580413,Rims3,chr4,4,604,6.706067238799018
chr4-g614,Granule,3.0515049235627614,0.6538139222989469,Ppt1,chr4,4,614,2.222568914921878
chr4-g619,Granule,0.7013782169393317,0.17176283064125616,Rragc,chr4,4,619,2.0297747527375987
chr4-g624,Granule,0.9637190960304151,0.19325425602842214,Mtf1,chr4,4,624,2.318112505386935
chr4-g625,Granule,1.4513583122973799,0.205139974826952,Meaf6,chr4,4,625,2.822723180198911
chr4-g632,Granule,0.9581277448547743,0.2594162750699311,Ago1,chr4,4,632,1.8849490266427447
chr4-g635,Granule,4.464954101164296,0.01213495584658065,Dlgap3,chr4,4,635,8.523332675373581
chr4-g636,Granule,4.464954101164296,0.01213495584658065,Dlgap3,chr4,4,636,8.523332675373581
chr4-g639,Granule,4.2485201480888115,0.2364623901166948,Csmd2,chr4,4,639,4.167277763727374
chr4-g640,Granule,4.2485201480888115,0.2364623901166948,Csmd2,chr4,4,640,4.167277763727374
chr4-g641,Granule,4.2485201480888115,0.2364623901166948,Csmd2,chr4,4,641,4.167277763727374
chr4-g642,Granule,4.2485201480888115,0.2364623901166948,Csmd2,chr4,4,642,4.167277763727374
chr4-g643,Granule,0.9611676101325289,0.21564842016400312,Zfp362,chr4,4,643,2.1561068857307535
chr4-g644,"Granule,Granule,Granule",8.100964958251874,0.5461988912492468,"Zfp362,Trim62,Azin2",chr4,4,644,3.890595476321236
chr4-g645,Purkinje,0.03183545873108981,0.2836219573391661,Hpca,chr4,4,645,-3.155262769019072
chr4-g646,Granule,2.710236213281179,0.6079214215222422,Rbbp4,chr4,4,646,2.1564618350515947
chr4-g647,Granule,1.0926768899476849,0.19335826576275278,Hdac1,chr4,4,647,2.498518508089962
chr4-g648,"Granule,Granule",3.246968028149661,0.6248147126729966,"Ccdc28b,Txlna",chr4,4,648,2.377592848435388
chr4-g649,Granule,0.6454725033362665,0.05473805398413757,Adgrb2,chr4,4,649,3.5597395882102725
chr4-g650,Granule,0.6454725033362665,0.05473805398413757,Adgrb2,chr4,4,650,3.5597395882102725
chr4-g652,Granule,2.6337602556371427,0.01213495584658065,Nkain1,chr4,4,652,7.761811357352109
chr4-g653,Granule,0.22630926112222677,0.05068157023912784,Sdc3,chr4,4,653,2.158762495874372
chr4-g654,Granule,0.22630926112222677,0.05068157023912784,Sdc3,chr4,4,654,2.158762495874372
chr4-g659,Granule,24.91074052710705,3.355160768589391,Epb41,chr4,4,659,2.8923141069980693
chr4-g660,"Granule,Granule",26.211372080826255,3.5879238327147434,"Epb41,Ythdf2",chr4,4,660,2.868971707053992
chr4-g661,Granule,1.3006315537192061,0.23276306412535241,Ythdf2,chr4,4,661,2.4822782812605095
chr4-g665,Granule,2.7446193986420178,0.17908404744980932,Ahdc1,chr4,4,665,3.9378973670042074
chr4-g666,"Granule,Granule",3.719155285563019,0.5024527782025878,"Wdtc1,Slc9a1",chr4,4,666,2.887915066321633
chr4-g667,Granule,2.0062274949660353,0.24439982132395088,Slc9a1,chr4,4,667,3.0371700732239475
chr4-g668,"Granule,Granule",3.492531277847295,0.7418839538286348,"Pigv,Arid1a",chr4,4,668,2.2350075940283607
chr4-g669,"Granule,Granule",6.585927229785857,0.1973168751382754,"Rps6ka1,Hmgn2",chr4,4,669,5.060800321068236
chr4-g672,"Granule,Granule,Granule",8.728436621850785,0.6786844205241604,"Stmn1,Paqr7,Man1c1",chr4,4,672,3.684910470311046
chr4-g673,"Granule,Granule",6.249676125690136,0.0270160149635744,"Man1c1,Ldlrap1",chr4,4,673,7.853822733779444
chr4-g674,Granule,0.5114135313537196,0.11974121723395129,Syf2,chr4,4,674,2.0945704917665875
chr4-g677,"Granule,Granule",3.853005797681795,0.5091473586744395,"Rcan3,Nipal3",chr4,4,677,2.9198291866680455
chr4-g679,"Granule,Granule",3.407341403468302,0.49121297641860184,"Hmgcl,Pithd1",chr4,4,679,2.7942259294469873
chr4-g682,Granule,2.6147367173822,0.5464702288906154,Kdm1a,chr4,4,682,2.2584508795065705
chr4-g683,"Granule,Granule",11.006306171272364,1.8554102217666848,"Kdm1a,Ephb2",chr4,4,683,2.5685202671825422
chr4-g684,Granule,8.391569453890163,1.3089399928760694,Ephb2,chr4,4,684,2.6805416996835785
chr4-g688,Granule,5.961660947421867,1.0760493724726843,Rap1gap,chr4,4,688,2.4699700537456426
chr4-g691,Purkinje,0.08531757378390412,0.9025042780861916,Kif17,chr4,4,691,-3.4030189259606978
chr4-g692,Granule,1.318527599373906,0.03855322311637266,Camk2n1,chr4,4,692,5.095932482743841
chr4-g696,Granule,1.320750440471379,0.23280910675580485,Pqlc2,chr4,4,696,2.504138492901464
chr4-g697,Granule,1.0661880394061871,0.14466409497469312,Iffo2,chr4,4,697,2.8816831024919334
chr4-g698,Granule,1.0661880394061871,0.14466409497469312,Iffo2,chr4,4,698,2.8816831024919334
chr4-g700,Granule,5.457729768683286,0.055752837778986,Igsf21,chr4,4,700,6.613111914238089
chr4-g701,Granule,5.457729768683286,0.055752837778986,Igsf21,chr4,4,701,6.613111914238089
chr4-g702,Granule,3.978835375048039,0.13597063735627415,Arhgef10l,chr4,4,702,4.870979166013694
chr4-g703,Granule,3.978835375048039,0.13597063735627415,Arhgef10l,chr4,4,703,4.870979166013694
chr4-g706,Purkinje,0.02131056562475931,0.20438937460315412,Arhgef19,chr4,4,706,-3.2616794074694955
chr4-g709,Granule,0.3234192008823589,0.04920016917539135,Efhd2,chr4,4,709,2.7166701504483077
chr4-g710,Granule,2.1144607178536403,0.05,Tmem51,chr4,4,710,5.402217853322571
chr4-g739,Granule,2.9604970275578686,0.5585711973723703,Zfp933,chr4,4,739,2.406026316918156
chr4-g745,Granule,24.951421257830823,2.1667622316537325,Kif1b,chr4,4,745,3.525509241291068
chr4-g746,Granule,24.951421257830823,2.1667622316537325,Kif1b,chr4,4,746,3.525509241291068
chr4-g747,"Granule,Granule",6.977202485221524,0.17808210426788396,"Ctnnbip1,Clstn1",chr4,4,747,5.292034252373535
chr4-g748,"Granule,Granule,Granule",9.315600053382518,0.46157759020697076,"Clstn1,Pik3cd,Tmem201",chr4,4,748,4.335003614334557
chr4-g749,Purkinje,0.015717727640638262,0.3414954067258981,Spsb1,chr4,4,749,-4.441401610712899
chr4-g760,Purkinje,0.03925920254209623,0.30209813218955117,Plekhg5,chr4,4,760,-2.9439144909328716
chr4-g761,Purkinje,0.18586835077448888,1.9346665258797893,Icmt,chr4,4,761,-3.3797318761325394
chr4-g766,Purkinje,0.08526513651671935,1.6638181611246152,Ajap1,chr4,4,766,-4.286397991243918
chr4-g767,Purkinje,0.08526513651671935,1.6638181611246152,Ajap1,chr4,4,767,-4.286397991243918
chr4-g770,Granule,1.1519954331579414,0.11580572633498987,Wrap73,chr4,4,770,3.3143564992754135
chr4-g774,Granule,2.890725260439199,0.026574154515613964,Plch2,chr4,4,774,6.765263897214912
chr4-g775,"Granule,Granule,Granule,Granule",12.229563883760349,1.147192268992332,"Plch2,Pex10,Morn1,Ski",chr4,4,775,3.414193845222107
chr4-g776,"Granule,Granule,Granule",17.797770430420243,0.9991668414317596,"Ski,Faap20,Gabrd",chr4,4,776,4.154827112253508
chr4-g777,Granule,1.4124412080805386,0.18671063297115126,Cfap74,chr4,4,777,2.9193148226044303
chr4-g778,Granule,2.156341775095053,0.28823143107236826,Tmem240,chr4,4,778,2.903286287712313
chr4-g779,"Granule,Granule",1.905866548964795,0.37654351095433014,"Dvl1,Acap3",chr4,4,779,2.3395586153341834
chr4-g780,Granule,0.5064117396174173,0.10917573055841462,Agrn,chr4,4,780,2.2136586645912693
chr5-g17,Granule,0.662272949875806,0.10257300742801617,Rbm48,chr5,5,17,2.69077480459122
chr5-g19,Granule,6.941786289781347,1.3928344771001742,Akap9,chr5,5,19,2.317283131108528
chr5-g20,"Granule,Granule",7.4910550694676585,1.5279688966438045,"Akap9,Cyp51",chr5,5,20,2.2935537516495446
chr5-g24,Purkinje,1.2884004319868112,8.221691856738813,Cdk14,chr5,5,24,-2.6738542521602944
chr5-g25,Purkinje,1.2884004319868112,8.221691856738813,Cdk14,chr5,5,25,-2.6738542521602944
chr5-g26,Purkinje,1.2884004319868112,8.221691856738813,Cdk14,chr5,5,26,-2.6738542521602944
chr5-g28,Purkinje,0.05893841423757112,1.4450522424189955,Steap2,chr5,5,28,-4.615769595966603
chr5-g40,"Granule,Granule",19.702098746475855,2.793660302600038,"Sri,Adam22",chr5,5,40,2.8181208086760665
chr5-g41,Granule,18.29180075853639,2.660448353592324,Adam22,chr5,5,41,2.7814558076015605
chr5-g45,"Granule,Granule",7.434567053059905,1.7302034644300128,"Tmem243,Dmtf1",chr5,5,45,2.1033070278390724
chr5-g72,Granule,37.70740981346146,3.11682927894306,Pclo,chr5,5,72,3.5966970125594844
chr5-g73,Granule,37.70740981346146,3.11682927894306,Pclo,chr5,5,73,3.5966970125594844
chr5-g79,Granule,25.140707472852576,0.08537274587782118,Cacna2d1,chr5,5,79,8.202033951199617
chr5-g80,Granule,25.140707472852576,0.08537274587782118,Cacna2d1,chr5,5,80,8.202033951199617
chr5-g81,Granule,25.140707472852576,0.08537274587782118,Cacna2d1,chr5,5,81,8.202033951199617
chr5-g104,Granule,7.102821941248146,0.6273698938051471,Rsbn1l,chr5,5,104,3.501004115258166
chr5-g108,Granule,0.6585691365847285,0.12309428462028588,Napepld,chr5,5,108,2.4195711248174083
chr5-g109,Granule,28.111248696173263,0.09494535927668452,Reln,chr5,5,109,8.20983433774318
chr5-g110,Granule,28.111248696173263,0.09494535927668452,Reln,chr5,5,110,8.20983433774318
chr5-g111,Granule,28.111248696173263,0.09494535927668452,Reln,chr5,5,111,8.20983433774318
chr5-g113,Purkinje,1.2441688048737158,5.6397445873987255,Lhfpl3,chr5,5,113,-2.180447588337672
chr5-g114,Purkinje,1.2441688048737158,5.6397445873987255,Lhfpl3,chr5,5,114,-2.180447588337672
chr5-g115,Purkinje,1.2441688048737158,5.6397445873987255,Lhfpl3,chr5,5,115,-2.180447588337672
chr5-g116,Purkinje,1.2441688048737158,5.6397445873987255,Lhfpl3,chr5,5,116,-2.180447588337672
chr5-g117,Granule,9.40053925259443,2.0076600786305474,Kmt2e,chr5,5,117,2.227228493855793
chr5-g126,Granule,9.619307478667903,2.36503715691068,Kmt2c,chr5,5,126,2.024070184200659
chr5-g127,Granule,9.619307478667903,2.36503715691068,Kmt2c,chr5,5,127,2.024070184200659
chr5-g128,Granule,0.5346479136332105,0.027443943954580413,Xrcc2,chr5,5,128,4.284029403163148
chr5-g134,Granule,92.515259105017,2.6108843635650185,Dpp6,chr5,5,134,5.147080870719893
chr5-g135,Granule,92.515259105017,2.6108843635650185,Dpp6,chr5,5,135,5.147080870719893
chr5-g136,Granule,92.515259105017,2.6108843635650185,Dpp6,chr5,5,136,5.147080870719893
chr5-g137,Granule,92.515259105017,2.6108843635650185,Dpp6,chr5,5,137,5.147080870719893
chr5-g138,Granule,92.515259105017,2.6108843635650185,Dpp6,chr5,5,138,5.147080870719893
chr5-g140,Granule,1.2169740491424452,0.025456203746335625,En2,chr5,5,140,5.579137306134501
chr5-g141,"Granule,Granule",11.302930039039776,0.840932314270093,"Cnpy1,Rbm33",chr5,5,141,3.7485633140479955
chr5-g142,Granule,4.8875062309294535,0.7270326049691659,Rbm33,chr5,5,142,2.7490065709353324
chr5-g148,Granule,3.768853785301469,0.9348866134139404,Dnajb6,chr5,5,148,2.011262520752916
chr5-g150,Granule,1.292553704678585,0.23549210831202513,Hadhb,chr5,5,150,2.4564736058073517
