200kb name,category,Granule_mean,Bergmann_mean,gene,chrom,chrom_id,group,log2FC_G2B
chr4-g756,Granule,17.119457501918053,3.64718028855615,Camta1,chr4,4,756,2.230783562632922
chr4-g757,Granule,17.119457501918053,3.64718028855615,Camta1,chr4,4,757,2.230783562632922
chr4-g758,Granule,17.119457501918053,3.64718028855615,Camta1,chr4,4,758,2.230783562632922
chr4-g759,Granule,17.119457501918053,3.64718028855615,Camta1,chr4,4,759,2.230783562632922
chr4-g760,Granule,3.16247754022518,0.33555428399932935,Acot7,chr4,4,760,3.2364371527468436
chr4-g761,Granule,3.16247754022518,0.33555428399932935,Acot7,chr4,4,761,3.2364371527468436
chr4-g762,Granule,0.8655156820942844,0.18168059142405502,Nphp4,chr4,4,762,2.2521556521487716
chr4-g774,Granule,2.890725260439199,0.022687290631621875,Plch2,chr4,4,774,6.993403359516838
chr4-g775,"Granule,Granule",10.018057547901272,0.6688715007202303,"Plch2,Ski",chr4,4,775,3.9047299177311423
chr4-g776,"Granule,Granule,Granule,Granule",27.16400008621872,1.5431880970600456,"Ski,Faap20,Prkcz,Gabrd",chr4,4,776,4.137710116173999
chr4-g778,Granule,2.156341775095053,0.23128484124901827,Tmem240,chr4,4,778,3.220843242165396
chr4-g779,Bergmann,0.06155276741717349,0.7074945962742271,Mxra8,chr4,4,779,-3.5228235019614718
chr5-g27,Granule,0.7684290569665183,0.04187787931510475,Cldn12,chr5,5,27,4.197651781805505
chr5-g42,Granule,3.5851254900673415,0.34222480041881326,Rundc3b,chr5,5,42,3.389007400177194
chr5-g43,Granule,3.5851254900673415,0.34222480041881326,Rundc3b,chr5,5,43,3.389007400177194
chr5-g47,Bergmann,1.2191007463002193,8.8060685690555,Grm3,chr5,5,47,-2.8526807229787625
chr5-g48,Bergmann,1.2191007463002193,8.8060685690555,Grm3,chr5,5,48,-2.8526807229787625
chr5-g72,Granule,37.70740981346146,3.2686163138401954,Pclo,chr5,5,72,3.5280961111298597
chr5-g73,Granule,37.70740981346146,3.2686163138401954,Pclo,chr5,5,73,3.5280961111298597
chr5-g79,Granule,25.140707472852576,0.18054493924420614,Cacna2d1,chr5,5,79,7.121523456845707
chr5-g80,Granule,25.140707472852576,0.18054493924420614,Cacna2d1,chr5,5,80,7.121523456845707
chr5-g81,Granule,25.140707472852576,0.18054493924420614,Cacna2d1,chr5,5,81,7.121523456845707
chr5-g91,Granule,5.193274775325432,0.3059882682615311,Gnai1,chr5,5,91,4.085096314741602
chr5-g105,Bergmann,0.08552486384244222,13.107324133625978,Gsap,chr5,5,105,-7.259813571220622
chr5-g106,Bergmann,0.08552486384244222,13.107324133625978,Gsap,chr5,5,106,-7.259813571220622
chr5-g109,Granule,28.111248696173263,0.3380853527816984,Reln,chr5,5,109,6.377616214919024
chr5-g110,Granule,28.111248696173263,0.3380853527816984,Reln,chr5,5,110,6.377616214919024
chr5-g111,Granule,28.111248696173263,0.3380853527816984,Reln,chr5,5,111,6.377616214919024
chr5-g124,Granule,3.7089543282003787,0.22172366446188937,Prkag2,chr5,5,124,4.0641778410111105
chr5-g125,Granule,3.7089543282003787,0.22172366446188937,Prkag2,chr5,5,125,4.0641778410111105
chr5-g128,Bergmann,0.7031511968801204,8.62462159797034,Actr3b,chr5,5,128,-3.6165543135141527
chr5-g129,Bergmann,0.7031511968801204,8.62462159797034,Actr3b,chr5,5,129,-3.6165543135141527
chr5-g134,Granule,92.515259105017,0.7683457911547541,Dpp6,chr5,5,134,6.911791790896924
chr5-g135,Granule,92.515259105017,0.7683457911547541,Dpp6,chr5,5,135,6.911791790896924
chr5-g136,Granule,92.515259105017,0.7683457911547541,Dpp6,chr5,5,136,6.911791790896924
chr5-g137,Granule,92.515259105017,0.7683457911547541,Dpp6,chr5,5,137,6.911791790896924
chr5-g138,Granule,92.515259105017,0.7683457911547541,Dpp6,chr5,5,138,6.911791790896924
chr5-g140,Granule,1.2169740491424452,0.039165805304506376,En2,chr5,5,140,4.957559971470183
chr5-g152,Granule,4.0288592642911425,0.13594377208950187,Kcnk3,chr5,5,152,4.889289445621272
chr5-g153,"Granule,Granule",4.833678456079282,0.30337162262322315,"Kcnk3,Dpysl5",chr5,5,153,3.9939634586065287
chr5-g168,Bergmann,0.04562319538729275,3.176895700084111,Fgfr3,chr5,5,168,-6.121706421211317
chr5-g170,"Bergmann,Granule",12.08174307000298,4.9171677501614,"Mxd4,Zfyve28",chr5,5,170,1.2969291327618835
chr5-g171,Granule,10.932689294816797,0.27774990346160966,Zfyve28,chr5,5,171,5.298718107882245
chr5-g174,Bergmann,0.02293310725847611,0.9275240031107362,Rgs12,chr5,5,174,-5.337880869998153
chr5-g175,Bergmann,0.02293310725847611,0.9275240031107362,Rgs12,chr5,5,175,-5.337880869998153
chr5-g180,Bergmann,0.10657263514855732,0.9046121175182203,Sorcs2,chr5,5,180,-3.085462279188969
chr5-g181,Bergmann,0.10657263514855732,0.9046121175182203,Sorcs2,chr5,5,181,-3.085462279188969
chr5-g184,"Granule,Bergmann",4.642443757945276,0.7173701452601003,"Ppp2r2c,Wfs1",chr5,5,184,2.6940948212486187
chr5-g185,"Bergmann,Bergmann",0.432526310810713,6.721218955626607,"Jakmip1,Gm1043",chr5,5,185,-3.9578631024535684
chr5-g186,"Bergmann,Granule",1.4532924206442142,1.1644927115381625,"Gm1043,Crmp1",chr5,5,186,0.31962341062787897
chr5-g198,Granule,3.112213586822164,0.04187787931510475,Hs3st1,chr5,5,198,6.215608877201596
chr5-g215,Granule,3.0178674836715422,0.34961905405196314,Gm7854,chr5,5,215,3.1096737394673535
chr5-g216,Granule,3.0178674836715422,0.34961905405196314,Gm7854,chr5,5,216,3.1096737394673535
chr5-g219,Granule,2.4727823280453762,0.150150959053746,Prom1,chr5,5,219,4.04164965408909
chr5-g220,Granule,2.4727823280453762,0.150150959053746,Prom1,chr5,5,220,4.04164965408909
chr5-g227,Granule,1.3316311652210575,0.11886377245139787,Fam184b,chr5,5,227,3.485813560937974
chr5-g228,Granule,1.3316311652210575,0.11886377245139787,Fam184b,chr5,5,228,3.485813560937974
chr5-g241,Granule,535.8347435654777,25.80182431038155,Kcnip4,chr5,5,241,4.376243148974155
chr5-g242,Granule,535.8347435654777,25.80182431038155,Kcnip4,chr5,5,242,4.376243148974155
chr5-g243,Granule,535.8347435654777,25.80182431038155,Kcnip4,chr5,5,243,4.376243148974155
chr5-g244,Granule,535.8347435654777,25.80182431038155,Kcnip4,chr5,5,244,4.376243148974155
chr5-g245,Granule,535.8347435654777,25.80182431038155,Kcnip4,chr5,5,245,4.376243148974155
chr5-g246,Granule,535.8347435654777,25.80182431038155,Kcnip4,chr5,5,246,4.376243148974155
chr5-g249,Bergmann,0.04836835522783794,0.3565429748516009,Adgra3,chr5,5,249,-2.8819405934245923
chr5-g250,Bergmann,0.04836835522783794,0.3565429748516009,Adgra3,chr5,5,250,-2.8819405934245923
chr5-g263,Bergmann,0.039787109010506666,0.9922774745258319,Pi4k2b,chr5,5,263,-4.6403706240008225
chr5-g265,Granule,11.613795936008161,0.064630910770907,Sel1l3,chr5,5,265,7.489399552652419
chr5-g266,Granule,11.613795936008161,0.064630910770907,Sel1l3,chr5,5,266,7.489399552652419
chr5-g288,Bergmann,0.3569508176037284,11.404870473321997,Pcdh7,chr5,5,288,-4.9977809451294135
chr5-g313,Bergmann,0.06943794698526594,9.201929775925365,Arap2,chr5,5,313,-7.050068342967748
chr5-g319,Granule,3.2053358022094187,0.0988021005271735,Rell1,chr5,5,319,5.019789982571237
chr5-g325,Bergmann,0.04914825171644069,1.1929033420801736,Klhl5,chr5,5,325,-4.601193241178096
chr5-g327,Granule,0.7620665574106598,0.10993975120997049,Ugdh,chr5,5,327,2.7932038856789454
chr5-g331,Bergmann,0.16248457511398082,1.1352461542545238,Nsun7,chr5,5,331,-2.8046304768017145
chr5-g345,Granule,27.900682920697026,0.4902429299726516,Kctd8,chr5,5,345,5.830659800111081
chr5-g346,Granule,27.900682920697026,0.4902429299726516,Kctd8,chr5,5,346,5.830659800111081
chr5-g353,Bergmann,0.022081306564508622,1.467825824397626,Gabrg1,chr5,5,353,-6.054711434790778
chr5-g354,"Bergmann,Bergmann",0.5400891567955524,19.97531339403685,"Gabrg1,Gabra2",chr5,5,354,-5.2088767436106265
chr5-g355,Bergmann,0.5180078502310438,18.507487569639224,Gabra2,chr5,5,355,-5.158991287764215
chr5-g357,Bergmann,0.037537475578025434,7.946684404185238,Gabra4,chr5,5,357,-7.725877608772386
chr5-g358,"Bergmann,Bergmann",1.3020930900398624,117.9089069218511,"Gabra4,Gabrb1",chr5,5,358,-6.500696300176464
chr5-g359,Bergmann,1.264555614461837,109.96222251766586,Gabrb1,chr5,5,359,-6.442233673943893
chr5-g360,Bergmann,1.264555614461837,109.96222251766586,Gabrb1,chr5,5,360,-6.442233673943893
chr5-g362,Granule,0.6956374013283819,0.21706438801335187,Nfxl1,chr5,5,362,1.6802124478849894
chr5-g370,Granule,6.8167831595947845,1.0250278735694625,Usp46,chr5,5,370,2.7334279505029255
chr5-g372,Granule,1.2131017398154387,0.3192908146856831,Lnx1,chr5,5,372,1.9257575954003412
chr5-g373,Granule,1.2131017398154387,0.3192908146856831,Lnx1,chr5,5,373,1.9257575954003412
chr5-g384,Bergmann,0.16615600397815913,3.222655065308901,C530008M17Rik,chr5,5,384,-4.2776394485090075
chr5-g385,Bergmann,0.2751472660365317,6.316055607540505,Hopx,chr5,5,385,-4.52074797425899
chr5-g405,Bergmann,8.064006839840454,88.92020323817701,Adgrl3,chr5,5,405,-3.462942478191562
chr5-g406,Bergmann,8.064006839840454,88.92020323817701,Adgrl3,chr5,5,406,-3.462942478191562
chr5-g407,Bergmann,8.064006839840454,88.92020323817701,Adgrl3,chr5,5,407,-3.462942478191562
chr5-g408,Bergmann,8.064006839840454,88.92020323817701,Adgrl3,chr5,5,408,-3.462942478191562
chr5-g409,Bergmann,8.064006839840454,88.92020323817701,Adgrl3,chr5,5,409,-3.462942478191562
chr5-g420,Granule,0.828906606230695,0.1962792214095905,Epha5,chr5,5,420,2.0783021072061705
chr5-g421,Granule,0.828906606230695,0.1962792214095905,Epha5,chr5,5,421,2.0783021072061705
chr5-g422,Granule,0.828906606230695,0.1962792214095905,Epha5,chr5,5,422,2.0783021072061705
chr5-g460,Granule,0.5011779234786117,0.022687290631621875,Cdkl2,chr5,5,460,4.465366631943925
chr5-g463,Bergmann,0.1952048451818978,13.412404096998047,Shroom3,chr5,5,463,-6.102435182563146
chr5-g464,Bergmann,0.1952048451818978,13.412404096998047,Shroom3,chr5,5,464,-6.102435182563146
chr5-g465,"Granule,Granule",8.164061660102377,1.248314641525761,"Sept11,Ccni",chr5,5,465,2.70930546281159
chr5-g466,"Granule,Granule",4.337967705019387,0.9452218338952949,"Ccni,Ccng2",chr5,5,466,2.1982944526290398
chr5-g484,Bergmann,0.27058841912000603,1.5703085543580826,Bmp2k,chr5,5,484,-2.536876066166863
chr5-g485,Bergmann,0.27058841912000603,1.5703085543580826,Bmp2k,chr5,5,485,-2.536876066166863
chr5-g489,Bergmann,0.017895906832007452,0.839652134777932,Antxr2,chr5,5,489,-5.552090191862939
chr5-g490,"Bergmann,Granule",0.33972170996704254,0.839652134777932,"Antxr2,Prdm8",chr5,5,490,-1.305438330874109
chr5-g496,Granule,7.63362315131741,0.4003006867891359,A930011G23Rik,chr5,5,496,4.2532119708115586
chr5-g497,Granule,7.63362315131741,0.4003006867891359,A930011G23Rik,chr5,5,497,4.2532119708115586
chr5-g498,Granule,7.63362315131741,0.4003006867891359,A930011G23Rik,chr5,5,498,4.2532119708115586
chr5-g500,Granule,1.0321643131298988,0.08219055062846112,Tmem150c,chr5,5,500,3.6505563073582623
chr5-g508,Granule,0.8437670529194843,0.022687290631621875,Cds1,chr5,5,508,5.216888520421657
chr5-g509,Granule,0.8437670529194843,0.022687290631621875,Cds1,chr5,5,509,5.216888520421657
chr5-g517,Bergmann,0.05914758937034701,1.3204893307640786,Ptpn13,chr5,5,517,-4.480609463670155
chr5-g519,"Granule,Bergmann",0.8906297143122321,0.8403990196093621,"Klhl8,Hsd17b11",chr5,5,519,0.08375126659968726
chr5-g520,"Bergmann,Bergmann",0.9256160313734043,41.48270512394243,"Hsd17b11,Sparcl1",chr5,5,520,-5.485952314736774
chr5-g527,Granule,0.7178267806432862,0.17896851741345662,Lrrc8b,chr5,5,527,2.00392992471506
chr5-g534,Granule,1.8319318515594787,0.06631352092079625,Cdc7,chr5,5,534,4.787918968485199
chr5-g535,Granule,4.425295298319531,0.41222072464956205,Tgfbr3,chr5,5,535,3.4242847847241276
chr5-g536,Granule,4.425295298319531,0.41222072464956205,Tgfbr3,chr5,5,536,3.4242847847241276
chr5-g542,Granule,1.0135916302456478,0.14390089902230888,Cplx1,chr5,5,542,2.816329006084962
chr5-g551,Bergmann,0.07483104438613267,1.2865690854428677,Pxmp2,chr5,5,551,-4.103748207572319
chr5-g552,Granule,3.959312564019355,0.10722767719937212,Galnt9,chr5,5,552,5.206500722077529
chr5-g553,"Granule,Granule",4.919488341546944,0.2930064555367857,"Galnt9,Ulk1",chr5,5,553,4.06950391813768
chr5-g554,Granule,0.9601757775275891,0.18577877833741363,Ulk1,chr5,5,554,2.3697128305185093
chr5-g561,Granule,0.5535129859490229,0.0967779667849955,Asphd2,chr5,5,561,2.515866629456605
chr5-g562,Granule,7.971154763832439,0.1170289661741275,Sez6l,chr5,5,562,6.089851174748816
chr5-g566,Granule,4.0222117034150875,0.04362623028917425,Sgsm1,chr5,5,566,6.526649390755123
chr5-g567,Granule,20.754452645752625,0.4964226416137327,Wscd2,chr5,5,567,5.385708156583706
chr5-g569,Granule,1.3224190488003216,0.05,Coro1c,chr5,5,569,4.725107506097126
chr5-g570,"Bergmann,Granule,Granule",9.983825218865588,8.617282286236541,"Dao,Svop,Usp30",chr5,5,570,0.21235973330547886
chr5-g573,"Granule,Granule",7.9253563981705675,1.5336965206529396,"Git2,Ankrd13a",chr5,5,573,2.369462775176053
chr5-g574,Granule,1.8834702830274836,0.24237729735237123,Ankrd13a,chr5,5,574,2.9580667929750613
chr5-g575,Granule,3.000240072332631,0.08279203559368063,Cabp1,chr5,5,575,5.179442145860673
chr5-g576,"Granule,Granule",2.757720780009379,0.6132111911133776,"Pop5,Srsf9",chr5,5,576,2.169020459419446
chr5-g577,Bergmann,0.12540860042781385,3.342414169272026,Msi1,chr5,5,577,-4.736182317861052
chr5-g582,"Granule,Granule",21.45580148681983,0.15954025876247338,"Srrm4os,Srrm4",chr5,5,582,7.071303461125286
chr5-g585,"Granule,Granule",11.661526331573162,1.7862422614841618,"Suds3,Taok3",chr5,5,585,2.7067569633316007
chr5-g586,Granule,8.966489191151936,1.3733520182203693,Taok3,chr5,5,586,2.706841746537504
chr5-g587,Granule,13.062115157413812,0.10825714106008125,Ksr2,chr5,5,587,6.914782528349348
chr5-g588,Granule,13.062115157413812,0.10825714106008125,Ksr2,chr5,5,588,6.914782528349348
chr5-g589,"Granule,Granule",2.1939716497025454,0.32097342483557273,"Nos1,Fbxo21",chr5,5,589,2.77301912478441
chr5-g590,"Granule,Granule",4.142395646418224,0.3416365817250166,"Fbxo21,Tesc",chr5,5,590,3.5999309850192467
chr5-g604,Granule,4.65914399349014,0.05,Rph3a,chr5,5,604,6.541993013332009
chr5-g605,Granule,4.65914399349014,0.05,Rph3a,chr5,5,605,6.541993013332009
chr5-g606,Granule,0.7450167086570436,0.17601877343535788,Naa25,chr5,5,606,2.081543472620244
chr5-g607,"Granule,Bergmann,Bergmann",1.1375217927969776,3.462824177834684,"Naa25,Aldh2,Acad12",chr5,5,607,-1.6060549527687706
chr5-g608,Bergmann,0.12409525973013674,1.0811918307750497,Acad12,chr5,5,608,-3.1231026037220415
chr5-g609,"Granule,Granule",3.3962736811010954,0.7754668633928243,"Sh2b3,Cux2",chr5,5,609,2.1308156802785208
chr5-g610,Granule,2.774234034875793,0.6395230913033225,Cux2,chr5,5,610,2.1170211421581993
chr5-g613,"Bergmann,Granule",7.962360627788034,2.7514645017128134,"P2rx7,Camkk2",chr5,5,613,1.532996499111009
chr5-g614,Granule,0.6537590646180051,0.04302474532395475,A930024E05Rik,chr5,5,614,3.925520487343854
chr5-g615,Bergmann,0.28143088483727535,1.06569963503098,Orai1,chr5,5,615,-1.9209483082734304
chr5-g620,Bergmann,1.3594097048333804,7.471233956924116,Pitpnm2,chr5,5,620,-2.458366212364796
chr5-g621,"Bergmann,Granule",5.208207167592681,8.140355895018315,"Pitpnm2,Mphosph9",chr5,5,621,-0.6443050343303404
chr5-g622,Granule,1.5938684233870453,0.39673363645063997,Ddx55,chr5,5,622,2.006289912797363
chr5-g624,"Granule,Granule",4.677809399606362,0.8755011864855857,"Ccdc92,Zfp664",chr5,5,624,2.417652040414279
chr5-g636,"Granule,Granule",12.223615889183662,0.0890665523765985,"Tmem132c,Tmem132cos",chr5,5,636,7.100571648379129
chr5-g637,Granule,8.762104072455209,0.0890665523765985,Tmem132c,chr5,5,637,6.620249789525363
chr5-g638,Granule,1.41683737246563,0.060104744962058754,Glt1d1,chr5,5,638,4.559051473178853
chr5-g649,Bergmann,0.31531816467421375,15.832093098486732,Phkg1,chr5,5,649,-5.6498999084790125
chr5-g650,Granule,1.3035708282379275,0.20289531384971587,Tpst1,chr5,5,650,2.683661522880515
chr5-g651,Granule,62.186743288659585,0.29707164316278334,Caln1,chr5,5,651,7.709652355224027
chr5-g652,Granule,62.186743288659585,0.29707164316278334,Caln1,chr5,5,652,7.709652355224027
chr5-g653,Granule,62.186743288659585,0.29707164316278334,Caln1,chr5,5,653,7.709652355224027
chr5-g654,Granule,62.186743288659585,0.29707164316278334,Caln1,chr5,5,654,7.709652355224027
chr5-g679,"Granule,Granule",15.60188065795288,1.0039895939188592,"Srrm3,Ywhag",chr5,5,679,3.9579037213668204
chr5-g680,Granule,0.7293949672500746,0.08731820140252888,Orai2,chr5,5,680,3.0623459264301767
chr5-g681,"Bergmann,Granule",16.47410084140367,4.455479752168916,"Sh2b2,Cux1",chr5,5,681,1.8865470347684672
chr5-g682,Granule,16.424453166676848,3.767944864370361,Cux1,chr5,5,682,2.123995578938946
chr5-g687,Granule,1.4219784933879476,0.12473565573296574,Actl6b,chr5,5,687,3.5109538210444002
chr5-g689,Bergmann,0.07613842277626925,13.256435854167751,Gjc3,chr5,5,689,-7.4438525425554705
chr5-g695,Granule,3.1799266456104465,0.04187787931510475,Prkar1b,chr5,5,695,6.246661289233257
chr5-g696,Granule,1.976735422023904,0.022687290631621875,Adap1,chr5,5,696,6.445091645574555
chr5-g703,"Bergmann,Bergmann",0.5384653660728393,5.296854781150756,"Lfng,Gna12",chr5,5,703,-3.2982104970106
chr5-g704,Bergmann,0.49624245262959343,2.005805721958525,Gna12,chr5,5,704,-2.0150648108374996
chr5-g712,Granule,1.1980770754471337,0.3124600075169901,Radil,chr5,5,712,1.9389772706659087
chr5-g714,Bergmann,0.016556568663818324,0.5073071082155789,Fscn1,chr5,5,714,-4.937383763679287
chr5-g717,Granule,2.122392950551381,0.4357725156080435,Daglb,chr5,5,717,2.2840446758965127
chr5-g719,Granule,0.9384468693411334,0.23658067889394577,Pms2,chr5,5,719,1.9879428121806384
chr5-g720,Granule,5.331076990233338,0.9996348616541134,Tecpr1,chr5,5,720,2.41495389679915
chr5-g721,Granule,5.331076990233338,0.9996348616541134,Tecpr1,chr5,5,721,2.41495389679915
chr5-g723,Granule,1.1962803892352272,0.039165805304506376,Tmem130,chr5,5,723,4.932817141350688
chr5-g731,Bergmann,2.0289013538106686,10.876525814669746,Wasf3,chr5,5,731,-2.4224471764333044
chr5-g732,Bergmann,2.0289013538106686,10.876525814669746,Wasf3,chr5,5,732,-2.4224471764333044
chr5-g734,Bergmann,0.05003160782856736,2.6043255981775766,Rasl11a,chr5,5,734,-5.7019262023817765
chr5-g735,Granule,3.148635903794742,0.09434167554250562,Lnx2,chr5,5,735,5.060687905275778
chr5-g739,Granule,17.9406884081851,0.08725246057834862,Mtus2,chr5,5,739,7.683823717246683
chr5-g740,Granule,17.9406884081851,0.08725246057834862,Mtus2,chr5,5,740,7.683823717246683
chr5-g741,"Granule,Granule",18.56548719071862,0.08725246057834862,"Mtus2,Slc7a1",chr5,5,741,7.733211642311026
chr5-g745,Granule,0.5952083596398561,0.08104368461961112,Uspl1,chr5,5,745,2.876623116778997
chr5-g746,Granule,0.5952083596398561,0.08104368461961112,Uspl1,chr5,5,746,2.876623116778997
chr5-g748,"Bergmann,Bergmann",0.3591647179559476,1.9776080901712265,"Hsph1,B3glct",chr5,5,748,-2.4610390092480947
chr5-g755,Bergmann,0.003534457469313675,1.4362670278071215,Stard13,chr5,5,755,-8.666619499825838
chr6-g26,Bergmann,0.07357097784370664,0.5865028364558624,Pon2,chr6,6,26,-2.9949294137693565
chr6-g28,Granule,14.738467005534625,0.33026317120396115,Dync1i1,chr6,6,28,5.479826564100997
chr6-g29,Granule,14.738467005534625,0.33026317120396115,Dync1i1,chr6,6,29,5.479826564100997
chr6-g30,Granule,14.738467005534625,0.33026317120396115,Dync1i1,chr6,6,30,5.479826564100997
chr6-g43,Granule,5.404040986972342,0.08671671643730938,Ica1,chr6,6,43,5.9615846770976875
chr6-g69,Granule,1.5124790603871487,0.2855558157301171,Gpr85,chr6,6,69,2.4050704966015277
chr6-g106,Granule,329.68403733142645,1.8402043999988533,Kcnd2,chr6,6,106,7.485074203966354
chr6-g107,Granule,329.68403733142645,1.8402043999988533,Kcnd2,chr6,6,107,7.485074203966354
chr6-g108,"Granule,Bergmann",329.72104329157816,2.0824486621253966,"Kcnd2,Tspan12",chr6,6,108,7.3068212249072655
chr6-g109,Bergmann,0.037005960151696,0.24224426212654335,Tspan12,chr6,6,109,-2.7106329399883613
chr6-g114,Bergmann,0.38818471667553317,74.42446279282595,Ptprz1,chr6,6,114,-7.5828897742450145
chr6-g115,Bergmann,0.38818471667553317,74.42446279282595,Ptprz1,chr6,6,115,-7.5828897742450145
chr6-g117,Granule,56.31942618141229,1.3079267540527437,Cadps2,chr6,6,117,5.4282789799154445
chr6-g118,Granule,56.31942618141229,1.3079267540527437,Cadps2,chr6,6,118,5.4282789799154445
chr6-g119,Granule,56.31942618141229,1.3079267540527437,Cadps2,chr6,6,119,5.4282789799154445
chr6-g142,Granule,5.478345323118233,1.1785201427216263,Snd1,chr6,6,142,2.216763791362508
chr6-g143,Granule,5.478345323118233,1.1785201427216263,Snd1,chr6,6,143,2.216763791362508
chr6-g144,"Granule,Granule",12.211318751708685,2.6330781083927848,"Snd1,Lrrc4",chr6,6,144,2.2133967877929313
chr6-g148,Bergmann,0.012436266295139163,1.733329123622,Smo,chr6,6,148,-7.12284839421295
chr6-g149,Granule,0.7568893015448785,0.12466991490878539,Strip2,chr6,6,149,2.601968956094464
chr6-g152,Granule,8.956077562860262,2.1285618001454933,Klhdc10,chr6,6,152,2.0729880449191893
chr6-g160,Granule,2.368955600034329,0.193143776069679,Plxna4,chr6,6,160,3.616504065693288
chr6-g161,Granule,2.368955600034329,0.193143776069679,Plxna4,chr6,6,161,3.616504065693288
chr6-g162,Granule,2.368955600034329,0.193143776069679,Plxna4,chr6,6,162,3.616504065693288
chr6-g171,Bergmann,0.023352812942086063,0.8181357434555478,Akr1b10,chr6,6,171,-5.13067198807059
chr6-g172,Granule,2.7291688746207217,0.6718578978559082,Cald1,chr6,6,172,2.0222336366224565
chr6-g173,Granule,2.7291688746207217,0.6718578978559082,Cald1,chr6,6,173,2.0222336366224565
chr6-g183,Bergmann,0.8319966562416576,13.035824883219064,Ptn,chr6,6,183,-3.9697603363976977
chr6-g184,"Bergmann,Granule",7.854692912739015,13.77259975793081,"Ptn,Dgki",chr6,6,184,-0.8101741345992972
chr6-g185,Granule,7.022696256497357,0.7367748747117456,Dgki,chr6,6,185,3.2527292685146767
chr6-g186,Granule,7.022696256497357,0.7367748747117456,Dgki,chr6,6,186,3.2527292685146767
chr6-g190,Granule,4.204240284994847,0.2078241365088565,D630045J12Rik,chr6,6,190,4.33841000362958
chr6-g191,Granule,4.204240284994847,0.2078241365088565,D630045J12Rik,chr6,6,191,4.33841000362958
chr6-g195,Bergmann,0.09052299029030014,0.6401942997475919,Parp12,chr6,6,195,-2.8221536835119547
chr6-g196,Granule,0.8476389807631395,0.16451413648275023,Slc37a3,chr6,6,196,2.365238376946181
chr6-g197,Bergmann,0.8599294621461043,5.450640509735656,Dennd2a,chr6,6,197,-2.664135543130748
chr6-g202,Granule,5.056291083670483,0.30811007113591116,E330009J07Rik,chr6,6,202,4.036561774497996
chr6-g225,Granule,94.58366406007123,1.458504004835876,Cntnap2,chr6,6,225,6.019029778408951
chr6-g226,Granule,94.58366406007123,1.458504004835876,Cntnap2,chr6,6,226,6.019029778408951
chr6-g227,Granule,94.58366406007123,1.458504004835876,Cntnap2,chr6,6,227,6.019029778408951
chr6-g228,Granule,94.58366406007123,1.458504004835876,Cntnap2,chr6,6,228,6.019029778408951
chr6-g229,Granule,94.58366406007123,1.458504004835876,Cntnap2,chr6,6,229,6.019029778408951
chr6-g230,Granule,94.58366406007123,1.458504004835876,Cntnap2,chr6,6,230,6.019029778408951
chr6-g231,Granule,94.58366406007123,1.458504004835876,Cntnap2,chr6,6,231,6.019029778408951
chr6-g232,Granule,94.58366406007123,1.458504004835876,Cntnap2,chr6,6,232,6.019029778408951
chr6-g233,Granule,94.58366406007123,1.458504004835876,Cntnap2,chr6,6,233,6.019029778408951
chr6-g234,Granule,94.58366406007123,1.458504004835876,Cntnap2,chr6,6,234,6.019029778408951
chr6-g235,Granule,94.58366406007123,1.458504004835876,Cntnap2,chr6,6,235,6.019029778408951
chr6-g236,Granule,94.58366406007123,1.458504004835876,Cntnap2,chr6,6,236,6.019029778408951
chr6-g239,Granule,1.0988652075950847,0.19111491747794238,Zfp956,chr6,6,239,2.5235021314085335
chr6-g250,Bergmann,1.7922850670374801,27.631220286868377,Mpp6,chr6,6,250,-3.946427253080291
chr6-g251,Granule,1.5382312151688775,0.14910555651447688,Osbpl3,chr6,6,251,3.366866447805626
chr6-g252,Granule,1.5382312151688775,0.14910555651447688,Osbpl3,chr6,6,252,3.366866447805626
chr6-g257,Granule,0.6857019210809043,0.1285945957524141,Nfe2l3,chr6,6,257,2.414751550091616
chr6-g259,Bergmann,0.10258907828059718,1.7512111789672105,Skap2,chr6,6,259,-4.093404015488402
chr6-g260,Bergmann,0.10258907828059718,1.7512111789672105,Skap2,chr6,6,260,-4.093404015488402
chr6-g263,Granule,3.1629630019598363,0.37947745944968514,Jazf1,chr6,6,263,3.059190581582349
chr6-g264,Granule,3.1629630019598363,0.37947745944968514,Jazf1,chr6,6,264,3.059190581582349
chr6-g265,Granule,3.1629630019598363,0.37947745944968514,Jazf1,chr6,6,265,3.059190581582349
chr6-g266,Granule,6.475704816738974,0.36263653735719115,Creb5,chr6,6,266,4.158441028591827
chr6-g267,Granule,6.475704816738974,0.36263653735719115,Creb5,chr6,6,267,4.158441028591827
chr6-g268,Granule,6.475704816738974,0.36263653735719115,Creb5,chr6,6,268,4.158441028591827
chr6-g269,Bergmann,0.06145256995058612,1.9747846058078316,Tril,chr6,6,269,-5.006078148194578
chr6-g270,Granule,69.76465841386111,0.4798671722876666,Chn2,chr6,6,270,7.183717444896035
chr6-g271,Granule,69.76465841386111,0.4798671722876666,Chn2,chr6,6,271,7.183717444896035
chr6-g274,Granule,0.8480463230268513,0.19530428454406049,Znrf2,chr6,6,274,2.1184194724892693
chr6-g280,Granule,23.861040338878137,1.006916762558744,Pde1c,chr6,6,280,4.566640613713088
chr6-g281,Granule,23.861040338878137,1.006916762558744,Pde1c,chr6,6,281,4.566640613713088
