200kb name,category,MLI1_mean,Purkinje_mean,gene,chrom,chrom_id,group,log2FC_M2P
chr4-g746,MLI1,14.3905885967274,2.1667622316537325,Kif1b,chr4,4,746,2.7315128477231627
chr4-g747,"MLI1,MLI1",12.776018805537543,0.17808210426788396,"Ctnnbip1,Clstn1",chr4,4,747,6.164751986018319
chr4-g748,"MLI1,MLI1,MLI1",13.577477887479308,0.46157759020697076,"Clstn1,Pik3cd,Tmem201",chr4,4,748,4.878498521228977
chr4-g751,MLI1,3.9300460763466947,0.4734223989081076,Eno1,chr4,4,751,3.0533463562713834
chr4-g753,MLI1,1.571123781219139,0.3581947323218081,Slc45a1,chr4,4,753,2.1329808220001123
chr4-g761,"Purkinje,MLI1",1.501139260824391,2.085937058233795,"Icmt,Chd5",chr4,4,761,-0.47463780403321004
chr4-g770,MLI1,0.5900727046545531,0.11580572633498987,Wrap73,chr4,4,770,2.3491861311307014
chr4-g774,MLI1,1.2081907478810385,0.026574154515613964,Plch2,chr4,4,774,5.506680641949062
chr4-g775,"MLI1,MLI1",1.688689668689072,0.07525305798551946,"Plch2,Pex10",chr4,4,775,4.488010209049544
chr4-g776,MLI1,0.2441886282198261,0.06476328167240165,Gabrd,chr4,4,776,1.9147480195117355
chr4-g778,MLI1,1.7213151616865319,0.28823143107236826,Tmem240,chr4,4,778,2.5782116974362075
chr4-g779,MLI1,0.8689256844166219,0.16059523755029165,Acap3,chr4,4,779,2.4358036842499273
chr4-g780,MLI1,0.5614612686092353,0.10917573055841462,Agrn,chr4,4,780,2.362534319285236
chr4-g781,MLI1,0.9107748058959038,0.12591979314822452,Noc2l,chr4,4,781,2.854589307791358
chr5-g19,MLI1,6.575735592687108,1.3928344771001742,Akap9,chr5,5,19,2.2391284702278353
chr5-g20,"MLI1,MLI1",7.154683742787791,1.5279688966438045,"Akap9,Cyp51",chr5,5,20,2.227272821017026
chr5-g44,MLI1,0.7916672748316671,0.15653258903790637,Crot,chr5,5,44,2.3384311680146532
chr5-g47,MLI1,10.662859273578833,0.9497070066092511,Grm3,chr5,5,47,3.4889680448662186
chr5-g48,MLI1,10.662859273578833,0.9497070066092511,Grm3,chr5,5,48,3.4889680448662186
chr5-g66,Purkinje,0.11379452668281087,1.946674528879496,Sema3a,chr5,5,66,-4.096508621816341
chr5-g67,Purkinje,0.11379452668281087,1.946674528879496,Sema3a,chr5,5,67,-4.096508621816341
chr5-g68,Purkinje,0.11379452668281087,1.946674528879496,Sema3a,chr5,5,68,-4.096508621816341
chr5-g70,MLI1,6.81046434327687,0.03384243360746971,Sema3e,chr5,5,70,7.652776039239602
chr5-g71,MLI1,6.81046434327687,0.03384243360746971,Sema3e,chr5,5,71,7.652776039239602
chr5-g79,MLI1,0.44531153482624763,0.08537274587782118,Cacna2d1,chr5,5,79,2.382967495031363
chr5-g80,MLI1,0.44531153482624763,0.08537274587782118,Cacna2d1,chr5,5,80,2.382967495031363
chr5-g81,MLI1,0.44531153482624763,0.08537274587782118,Cacna2d1,chr5,5,81,2.382967495031363
chr5-g104,MLI1,4.2040762671930265,0.6273698938051471,Rsbn1l,chr5,5,104,2.7444006378486763
chr5-g108,MLI1,0.5489197361339384,0.12309428462028588,Napepld,chr5,5,108,2.1568314338888874
chr5-g117,MLI1,15.86558168876456,3.980322251812815,Srpk2,chr5,5,117,1.9949432735816772
chr5-g118,MLI1,15.86558168876456,3.980322251812815,Srpk2,chr5,5,118,1.9949432735816772
chr5-g121,MLI1,0.8944132051209972,0.18370801748350288,Abcb8,chr5,5,121,2.2835268976036605
chr5-g122,MLI1,0.8944132051209972,0.18370801748350288,Abcb8,chr5,5,122,2.2835268976036605
chr5-g128,MLI1,0.4310830093047002,0.027443943954580413,Xrcc2,chr5,5,128,3.9734059708306235
chr5-g134,MLI1,29.716820423371423,2.6108843635650185,Dpp6,chr5,5,134,3.5086692947311677
chr5-g135,MLI1,29.716820423371423,2.6108843635650185,Dpp6,chr5,5,135,3.5086692947311677
chr5-g136,MLI1,29.716820423371423,2.6108843635650185,Dpp6,chr5,5,136,3.5086692947311677
chr5-g137,MLI1,29.716820423371423,2.6108843635650185,Dpp6,chr5,5,137,3.5086692947311677
chr5-g138,MLI1,29.716820423371423,2.6108843635650185,Dpp6,chr5,5,138,3.5086692947311677
chr5-g140,MLI1,0.6749341220781833,0.025456203746335625,En2,chr5,5,140,4.7286574997164035
chr5-g141,"MLI1,MLI1",13.211217807189756,0.840932314270093,"Cnpy1,Rbm33",chr5,5,141,3.973629965610633
chr5-g142,MLI1,3.68450622749577,0.7270326049691659,Rbm33,chr5,5,142,2.3413793213489886
chr5-g150,MLI1,1.5107686218672556,0.23549210831202513,Hadhb,chr5,5,150,2.6815321060119617
chr5-g153,MLI1,0.9388678731937725,0.11938686004976132,Dpysl5,chr5,5,153,2.9752780822823435
chr5-g154,MLI1,0.8195228872642615,0.16416102190286413,Agbl5,chr5,5,154,2.319672623954859
chr5-g155,"MLI1,MLI1",2.6129217706884127,0.6419409451643023,"Atraid,Snx17",chr5,5,155,2.0251514428733595
chr5-g157,MLI1,1.3144362811194203,0.26952390266212484,Slc4a1ap,chr5,5,157,2.285959078447781
chr5-g158,"MLI1,MLI1",3.3406365455410514,0.5920806161881124,"Mrpl33,Rbks",chr5,5,158,2.496257500903967
chr5-g162,MLI1,3.89819926039159,0.826290094676784,Ppp1cb,chr5,5,162,2.2380875589195472
chr5-g166,"MLI1,MLI1",2.1276351339103656,0.4474311106605545,"Ctbp1,Uvssa",chr5,5,166,2.2495132875905464
chr5-g167,MLI1,1.011322911376379,0.216185215397438,Uvssa,chr5,5,167,2.225903949900832
chr5-g169,"MLI1,MLI1",1.427952151873897,0.28591694102510246,"Gm1673,Nat8l",chr5,5,169,2.320279628495352
chr5-g170,"MLI1,MLI1,MLI1",10.856206058453688,0.9648494440999629,"Nat8l,Mxd4,Zfyve28",chr5,5,170,3.492072358650987
chr5-g171,MLI1,9.00141544870379,0.7303814329282067,Zfyve28,chr5,5,171,3.6234298831886598
chr5-g180,Purkinje,0.15261539260552012,3.521605620484519,Sorcs2,chr5,5,180,-4.528260969770442
chr5-g181,Purkinje,0.15261539260552012,3.521605620484519,Sorcs2,chr5,5,181,-4.528260969770442
chr5-g182,MLI1,0.5084592756435217,0.12142295554169415,Grpel1,chr5,5,182,2.0660910328094078
chr5-g183,MLI1,3.113507622149439,0.65956017360821,Mrfap1,chr5,5,183,2.2389646191760817
chr5-g184,MLI1,0.7470611674600062,0.05500275990844372,Wfs1,chr5,5,184,3.7636504554429333
chr5-g191,MLI1,0.5130576140565474,0.08358257198847598,Zbtb49,chr5,5,191,2.617846784258244
chr5-g192,MLI1,0.822717589802668,0.19485470725882753,Wdr1,chr5,5,192,2.0779985045845826
chr5-g215,MLI1,0.4949367036504444,0.07859079052773328,Gm7854,chr5,5,215,2.6548118651808585
chr5-g216,MLI1,0.4949367036504444,0.07859079052773328,Gm7854,chr5,5,216,2.6548118651808585
chr5-g219,MLI1,1.38235045167557,0.12332660993379368,Prom1,chr5,5,219,3.4865673864137863
chr5-g220,"MLI1,MLI1",3.6679795554630754,0.6263827312867705,"Prom1,Tapt1",chr5,5,220,2.5498692529758236
chr5-g221,MLI1,2.2856291037875054,0.5030561213529767,Tapt1,chr5,5,221,2.183800049527914
chr5-g227,Purkinje,0.33821108329309973,2.9975473129774515,Fam184b,chr5,5,227,-3.1477866819227716
chr5-g228,"Purkinje,MLI1",3.820083891575075,3.7962208170634124,"Fam184b,Lcorl",chr5,5,228,0.009040408237143941
chr5-g229,MLI1,3.481872808281975,0.7986735040859609,Lcorl,chr5,5,229,2.124185744429442
chr5-g241,MLI1,181.9754250725412,39.14459535823096,Kcnip4,chr5,5,241,2.216858598971215
chr5-g242,MLI1,181.9754250725412,39.14459535823096,Kcnip4,chr5,5,242,2.216858598971215
chr5-g243,MLI1,181.9754250725412,39.14459535823096,Kcnip4,chr5,5,243,2.216858598971215
chr5-g244,MLI1,181.9754250725412,39.14459535823096,Kcnip4,chr5,5,244,2.216858598971215
chr5-g245,MLI1,181.9754250725412,39.14459535823096,Kcnip4,chr5,5,245,2.216858598971215
chr5-g246,MLI1,181.9754250725412,39.14459535823096,Kcnip4,chr5,5,246,2.216858598971215
chr5-g262,MLI1,0.7178421997157738,0.05392008119709478,Lgi2,chr5,5,262,3.73477216305481
chr5-g265,MLI1,0.44116036304335104,0.04316577548208685,Sel1l3,chr5,5,265,3.3533433627085625
chr5-g266,"MLI1,MLI1",1.6829296007724213,0.20683570160000847,"Sel1l3,Smim20",chr5,5,266,3.0244176943547534
chr5-g288,MLI1,5.9876271539720785,0.7016993070939546,Pcdh7,chr5,5,288,3.093059545511184
chr5-g313,Purkinje,0.8943318939760282,5.0765097857693,Arap2,chr5,5,313,-2.504954720670565
chr5-g324,MLI1,0.6406058534194858,0.0040287361288862625,Klf3,chr5,5,324,7.312965854279526
chr5-g328,MLI1,1.35800421714811,0.28389918625959726,N4bp2,chr5,5,328,2.2580373407534746
chr5-g329,MLI1,1.35800421714811,0.28389918625959726,N4bp2,chr5,5,329,2.2580373407534746
chr5-g338,"MLI1,MLI1",11.375075882180452,0.16024740462109902,"Shisa3,Atp8a1",chr5,5,338,6.149431368179299
chr5-g339,MLI1,10.563448253236098,0.15621866849221275,Atp8a1,chr5,5,339,6.079370174782398
chr5-g345,MLI1,16.028455960412494,0.793251931953154,Kctd8,chr5,5,345,4.336712515679685
chr5-g346,MLI1,16.028455960412494,0.793251931953154,Kctd8,chr5,5,346,4.336712515679685
chr5-g347,MLI1,2.134036764854104,0.5124223872894358,Guf1,chr5,5,347,2.0581796186391297
chr5-g354,MLI1,1.656384978095706,0.07183721598148234,Gabra2,chr5,5,354,4.527162773548848
chr5-g355,MLI1,1.656384978095706,0.07183721598148234,Gabra2,chr5,5,355,4.527162773548848
chr5-g361,Purkinje,0.16031177265193874,4.361864005001382,Corin,chr5,5,361,-4.765992509850538
chr5-g362,Purkinje,0.16031177265193874,4.361864005001382,Corin,chr5,5,362,-4.765992509850538
chr5-g365,MLI1,3.131151161990025,0.6191300937523114,Fryl,chr5,5,365,2.3383786684052303
chr5-g366,MLI1,3.131151161990025,0.6191300937523114,Fryl,chr5,5,366,2.3383786684052303
chr5-g368,MLI1,0.8376637767361587,0.2043520881197029,Sgcb,chr5,5,368,2.0353143028665888
chr5-g370,Purkinje,0.05,1.3263931815431371,Rasl11b,chr5,5,370,-4.729436590534518
chr5-g372,MLI1,1.819513423964156,0.07271339427418504,Lnx1,chr5,5,372,4.645187742559702
chr5-g373,MLI1,1.819513423964156,0.07271339427418504,Lnx1,chr5,5,373,4.645187742559702
chr5-g375,MLI1,2.383490278811656,0.3425724061312704,Chic2,chr5,5,375,2.7985948877584064
chr5-g377,MLI1,23.07432599065919,0.01919864415330314,Kit,chr5,5,377,10.23106836297779
chr5-g378,MLI1,23.07432599065919,0.01919864415330314,Kit,chr5,5,378,10.23106836297779
chr5-g384,"MLI1,MLI1",5.705752319820954,0.5371913676273394,"C530008M17Rik,Paics",chr5,5,384,3.408909095797201
chr5-g386,"MLI1,MLI1",1.1884450669006008,0.28825804453596887,"Polr2b,Igfbp7",chr5,5,386,2.0436424441742718
chr5-g387,MLI1,0.21859002355795812,0.058064924261398726,Igfbp7,chr5,5,387,1.9124887263086727
chr5-g405,MLI1,105.09886096835896,0.5815392769572366,Adgrl3,chr5,5,405,7.497654684424987
chr5-g406,MLI1,105.09886096835896,0.5815392769572366,Adgrl3,chr5,5,406,7.497654684424987
chr5-g407,MLI1,105.09886096835896,0.5815392769572366,Adgrl3,chr5,5,407,7.497654684424987
chr5-g408,MLI1,105.09886096835896,0.5815392769572366,Adgrl3,chr5,5,408,7.497654684424987
chr5-g409,MLI1,105.09886096835896,0.5815392769572366,Adgrl3,chr5,5,409,7.497654684424987
chr5-g420,Purkinje,0.2824122367571016,7.199043683323573,Epha5,chr5,5,420,-4.671930766324042
chr5-g421,Purkinje,0.2824122367571016,7.199043683323573,Epha5,chr5,5,421,-4.671930766324042
chr5-g422,Purkinje,0.2824122367571016,7.199043683323573,Epha5,chr5,5,422,-4.671930766324042
chr5-g434,MLI1,1.172132510104195,0.2205545256011161,Ythdc1,chr5,5,434,2.409928407513177
chr5-g442,MLI1,0.7576943031625368,0.15343027738457413,Utp3,chr5,5,442,2.3040326935773927
chr5-g457,MLI1,8.083695025485687,0.00758495401220845,Parm1,chr5,5,457,10.057658745282875
chr5-g458,MLI1,8.083695025485687,0.00758495401220845,Parm1,chr5,5,458,10.057658745282875
chr5-g463,MLI1,2.816913612363566,0.13316073167942752,Shroom3,chr5,5,463,4.402874712658537
chr5-g464,MLI1,2.816913612363566,0.13316073167942752,Shroom3,chr5,5,464,4.402874712658537
chr5-g466,MLI1,0.3912227730948432,0.0668210847552822,Ccng2,chr5,5,466,2.5496150437824947
chr5-g480,MLI1,2.5002466729549337,0.39116297143711,Cnot6l,chr5,5,480,2.676228725019338
chr5-g481,Purkinje,0.09400670784427437,1.184367329588826,Fras1,chr5,5,481,-3.6552090857486026
chr5-g482,Purkinje,0.09400670784427437,1.184367329588826,Fras1,chr5,5,482,-3.6552090857486026
chr5-g483,Purkinje,0.09400670784427437,1.184367329588826,Fras1,chr5,5,483,-3.6552090857486026
chr5-g485,MLI1,1.9289697237172172,0.36661266407884313,Paqr3,chr5,5,485,2.3955019720762842
chr5-g489,MLI1,0.6266433631943973,0.012514137377664788,Antxr2,chr5,5,489,5.646013854485055
chr5-g490,"MLI1,MLI1",2.789659663451872,0.012514137377664788,"Antxr2,Prdm8",chr5,5,490,7.800386467917584
chr5-g499,MLI1,3.12854099576984,0.4156955137694881,Hnrnpd,chr5,5,499,2.9118909255062593
chr5-g500,"MLI1,MLI1",0.8968869275127804,0.11270840659492176,"Enoph1,Tmem150c",chr5,5,500,2.992330986919901
chr5-g502,MLI1,1.81758923183248,0.32717101554934175,Cops4,chr5,5,502,2.4739093437783812
chr5-g514,MLI1,17.37807364925145,3.8543640250545956,Mapk10,chr5,5,514,2.172703430612595
chr5-g515,MLI1,17.37807364925145,3.8543640250545956,Mapk10,chr5,5,515,2.172703430612595
chr5-g516,MLI1,17.37807364925145,3.8543640250545956,Mapk10,chr5,5,516,2.172703430612595
chr5-g517,Purkinje,0.37456099539031423,2.2900116871152276,Ptpn13,chr5,5,517,-2.612082382539653
chr5-g518,Purkinje,2.694398001292549,15.483327403572474,Aff1,chr5,5,518,-2.5226806649304327
chr5-g519,"Purkinje,MLI1",3.004478453786647,15.48735613970136,"Aff1,Hsd17b11",chr5,5,519,-2.365904400469175
chr5-g520,MLI1,0.31008045249409855,0.0040287361288862625,Hsd17b11,chr5,5,520,6.2661714549058365
chr5-g522,MLI1,2.758901284382909,0.5528935998987585,Pkd2,chr5,5,522,2.3190200601024475
chr5-g529,MLI1,1.1595102294033222,0.24909687164016167,Zfp326,chr5,5,529,2.2187367394748048
chr5-g534,MLI1,1.3304439397976568,0.20326366099550539,Hfm1,chr5,5,534,2.7104834998897407
chr5-g541,MLI1,0.6587044193336654,0.11792950805980308,Dr1,chr5,5,541,2.4817064779457056
chr5-g542,"MLI1,MLI1,MLI1",4.199523839417019,0.9946545875426838,"Atp5k,Pcgf3,Cplx1",chr5,5,542,2.077958243187396
chr5-g543,MLI1,0.8327241314163949,0.15092788019466888,Dgkq,chr5,5,543,2.4639792995342535
chr5-g551,MLI1,1.2986138895740122,0.23868546516799213,Pgam5,chr5,5,551,2.443789924376436
chr5-g561,"MLI1,MLI1",2.8019071368987083,0.5068884114095269,"Hps4,Asphd2",chr5,5,561,2.466669055363611
chr5-g562,Purkinje,0.23439020714960312,4.495158934653494,Sez6l,chr5,5,562,-4.2613879256279175
chr5-g568,MLI1,0.793071006270043,0.16557166964883552,Sart3,chr5,5,568,2.259994201186673
chr5-g570,"MLI1,MLI1",2.951556209281072,0.3188332006520946,"Svop,Alkbh2",chr5,5,570,3.2106020440646343
chr5-g572,MLI1,0.3263389943987159,0.033290601588935126,Mvk,chr5,5,572,3.2931845395046233
chr5-g573,"MLI1,MLI1,MLI1",10.08201795262349,1.0801228874877336,"Tchp,Git2,Ankrd13a",chr5,5,573,3.2225170636073948
chr5-g574,MLI1,4.679337512702371,0.359292654392723,Ankrd13a,chr5,5,574,3.7030729462247223
chr5-g575,"MLI1,MLI1",23.62227085531214,0.25623254093409625,"Unc119b,Cabp1",chr5,5,575,6.526550144070902
chr5-g577,"MLI1,MLI1",1.8867896492386151,0.2311598298804506,"Msi1,Rplp0",chr5,5,577,3.028970973100733
chr5-g579,MLI1,3.7865210896139,0.08046357791510511,Cit,chr5,5,579,5.556393263164065
chr5-g580,MLI1,3.7865210896139,0.08046357791510511,Cit,chr5,5,580,5.556393263164065
chr5-g582,"MLI1,MLI1",16.131315232342224,0.22253186724317525,"Srrm4os,Srrm4",chr5,5,582,6.179708310913168
chr5-g589,"MLI1,MLI1",8.69141959647076,0.2033406308608621,"Nos1,Fbxo21",chr5,5,589,5.41762141242098
chr5-g590,MLI1,1.8219563702163126,0.19575567684865364,Fbxo21,chr5,5,590,3.2183623609093677
chr5-g602,MLI1,0.5279473449024796,0.08041595394474078,Tpcn1,chr5,5,602,2.714840393639495
chr5-g604,MLI1,8.719966130615095,0.17284810153838626,Rph3a,chr5,5,604,5.656745868325628
chr5-g605,"MLI1,MLI1",12.026846432137038,0.8714121617977008,"Rph3a,Ptpn11",chr5,5,605,3.7867593435369673
chr5-g609,MLI1,0.2957611110430962,0.06047023601171446,Sh2b3,chr5,5,609,2.290135253346746
chr5-g610,MLI1,7.976626608895785,0.5994641776168972,Ppp1cc,chr5,5,610,3.7340332962860368
chr5-g611,"MLI1,MLI1",2.502084012471893,0.6324814146480159,"Fam216a,Arpc3",chr5,5,611,1.9840352394771
chr5-g612,"MLI1,MLI1",3.7125801175192956,0.8713390391754788,"Arpc3,Ift81",chr5,5,612,2.091116071893663
chr5-g613,MLI1,2.343215887120615,0.5023795640958103,Ift81,chr5,5,613,2.221640195631485
chr5-g615,MLI1,2.628639068203875,0.23060150479703423,Tmem120b,chr5,5,615,3.510842230256841
chr5-g617,MLI1,8.012424245614346,1.98002814185979,Clip1,chr5,5,617,2.016717876398765
chr5-g618,"MLI1,MLI1",10.083146646289105,2.404109849811888,"Clip1,Zcchc8",chr5,5,618,2.0683712077358183
chr5-g620,MLI1,0.6835749379451982,0.10647951819950317,Abcb9,chr5,5,620,2.682523555701481
chr5-g622,MLI1,2.0253542220813197,0.4521530352771102,Tmed2,chr5,5,622,2.163291195046587
chr5-g625,MLI1,1.6037454315609183,0.217786566639255,Ncor2,chr5,5,625,2.8804582810592363
chr5-g626,MLI1,4.778627737163142,1.188305694390662,Ubc,chr5,5,626,2.0076903631588223
chr5-g637,MLI1,0.4313363324576599,0.08734660219305601,Slc15a4,chr5,5,637,2.3039897546225436
chr5-g638,"MLI1,Purkinje",0.4506657929832239,3.785575209735652,"Slc15a4,Tmem132d",chr5,5,638,-3.0703826771505356
chr5-g639,Purkinje,0.019329460525564,3.698228607542596,Tmem132d,chr5,5,639,-7.579889224769456
chr5-g640,Purkinje,0.019329460525564,3.698228607542596,Tmem132d,chr5,5,640,-7.579889224769456
chr5-g641,Purkinje,0.019329460525564,3.698228607542596,Tmem132d,chr5,5,641,-7.579889224769456
chr5-g642,Purkinje,0.019329460525564,3.698228607542596,Tmem132d,chr5,5,642,-7.579889224769456
chr5-g643,MLI1,3.1006222458599586,0.5112934521456627,Rimbp2,chr5,5,643,2.60033431518589
chr5-g644,"MLI1,MLI1",3.44603110072469,0.5574664797534069,"Rimbp2,Stx2",chr5,5,644,2.627978758015893
chr5-g645,MLI1,0.3454088548647315,0.04617302760774421,Stx2,chr5,5,645,2.903182828680033
chr5-g648,MLI1,2.1184066720866275,0.2884552795382024,Psph,chr5,5,648,2.876559997038592
chr5-g649,MLI1,0.7576165851877429,0.13748760209026709,Gusb,chr5,5,649,2.4621663837335688
chr5-g650,"MLI1,MLI1,MLI1",3.2822458276327593,0.40519245673820586,"Gusb,Asl,Tpst1",chr5,5,650,3.018004073645192
chr5-g675,"MLI1,MLI1",1.4558120386493907,0.06255537723046427,"Dnajc30,Vps37d",chr5,5,675,4.540546386432243
chr5-g676,"MLI1,MLI1",1.4762399501398487,0.25957867955502345,"Nsun5,Pom121",chr5,5,676,2.507683440325084
chr5-g678,"MLI1,MLI1",4.646210916613912,1.074809087116341,"Rhbdd2,Mdh2",chr5,5,678,2.1119742233827776
chr5-g686,"MLI1,MLI1",1.0179748436445042,0.059729696396380816,"Ache,Slc12a9",chr5,5,686,4.0911097108826455
chr5-g687,"MLI1,MLI1,MLI1",7.166005436976111,0.8382510020887868,"Epo,Gigyf1,Actl6b",chr5,5,687,3.0957149303422047
chr5-g688,Purkinje,0.6988976168862855,2.7271855634071738,Agfg2,chr5,5,688,-1.9642598350907727
chr5-g690,"MLI1,MLI1",1.2738938393847035,0.28931791612540064,"Zfp113,Cops6",chr5,5,690,2.138517484248504
chr5-g692,MLI1,1.942023694108139,0.43084160951533496,Zfp157,chr5,5,692,2.172331309496616
chr5-g693,"MLI1,MLI1",1.7797250165193157,0.3139845805099168,"A430033K04Rik,Zfp68",chr5,5,693,2.5028887325242
chr5-g696,"MLI1,MLI1",2.1039976278099246,0.3347221510873896,"Sun1,Gpr146",chr5,5,696,2.6520971447384425
chr5-g697,MLI1,0.33602691369587023,0.06451511911963477,Zfand2a,chr5,5,697,2.3808675877737318
chr5-g701,MLI1,0.9525847467217736,0.20452992278858412,Snx8,chr5,5,701,2.2195355223878686
chr5-g703,MLI1,0.5824129918431882,0.09269038626740932,Ttyh3,chr5,5,703,2.651550920814433
chr5-g713,MLI1,1.3366132044577073,0.28816858227413084,Wipi2,chr5,5,713,2.2135970731744052
chr5-g714,"MLI1,MLI1",11.087345707329963,2.4782522549759163,"Actb,Fscn1",chr5,5,714,2.161519079656233
chr5-g715,MLI1,0.3138053426779639,0.038157014552960174,Rbak,chr5,5,715,3.039849712235709
chr5-g716,"MLI1,MLI1,Purkinje",0.8927575011153347,7.476335646361937,"Zfp12,Zfp316,Grid2ip",chr5,5,716,-3.065991083843486
chr5-g717,"MLI1,MLI1",2.708323772385576,0.43092661265081644,"Kdelr2,Daglb",chr5,5,717,2.651886116753299
chr5-g721,MLI1,2.601277727421645,0.4029363120633096,Bri3,chr5,5,721,2.690596707812034
chr5-g723,MLI1,2.199386001135676,0.23872089500877064,Tmem130,chr5,5,723,3.203704070467914
chr5-g725,"MLI1,MLI1",1.0725282503258828,0.1355605781574971,"Arpc1b,Cpsf4",chr5,5,725,2.984006048655303
chr5-g726,MLI1,0.7889509518930906,0.09889023367578599,Zfp655,chr5,5,726,2.996035658788645
chr5-g731,MLI1,1.736118043270647,0.40059919628623636,Rnf6,chr5,5,731,2.115633611962406
chr5-g734,"MLI1,MLI1",2.9105431978859073,0.4364244033697307,"Rpl21,Mtif3",chr5,5,734,2.737484750393844
chr5-g735,"MLI1,MLI1",3.2026287928007724,0.6486858977836613,"Lnx2,Polr1d",chr5,5,735,2.303664608743942
chr5-g739,MLI1,1.1110558436325562,0.2489994609420899,Pomp,chr5,5,739,2.157716806829958
chr5-g741,MLI1,2.843147957799484,0.5294172505754894,Slc7a1,chr5,5,741,2.425012069405275
chr5-g748,Purkinje,0.4638301269359042,2.0425278547646837,B3glct,chr5,5,748,-2.138687318291775
chr5-g752,MLI1,2.632753167965136,0.6235633085138481,N4bp2l1,chr5,5,752,2.077964323696002
chr6-g17,MLI1,2.4180087400412935,0.4301164172163177,Vps50,chr6,6,17,2.4910203552884673
chr6-g18,MLI1,2.4180087400412935,0.4301164172163177,Vps50,chr6,6,18,2.4910203552884673
chr6-g23,"MLI1,MLI1",4.467319336116592,0.5527017495550552,"Casd1,Sgce",chr6,6,23,3.0148363016214548
chr6-g24,MLI1,6.786907742203292,1.5414420074659303,Ppp1r9a,chr6,6,24,2.1384737889738443
chr6-g25,MLI1,6.786907742203292,1.5414420074659303,Ppp1r9a,chr6,6,25,2.1384737889738443
chr6-g38,MLI1,3.2691823236192064,0.2261701073722711,Asns,chr6,6,38,3.853449671241182
chr6-g41,MLI1,0.7414995916299243,0.20404165010137834,Rpa3,chr6,6,41,1.8615822250503786
chr6-g44,MLI1,2.4722760584458507,0.3676595947549625,Nxph1,chr6,6,44,2.749397305641702
chr6-g45,MLI1,2.4722760584458507,0.3676595947549625,Nxph1,chr6,6,45,2.749397305641702
chr6-g46,MLI1,2.4722760584458507,0.3676595947549625,Nxph1,chr6,6,46,2.749397305641702
chr6-g65,MLI1,1.4336429193671707,0.3331770536198525,Tmem106b,chr6,6,65,2.1053247847508443
chr6-g73,MLI1,0.46980516334636413,0.1165456972516736,Ppp1r3a,chr6,6,73,2.0111668266120373
chr6-g74,Purkinje,1.1314683532669358,11.590070254606117,Foxp2,chr6,6,74,-3.3566211727821913
chr6-g75,Purkinje,1.1314683532669358,11.590070254606117,Foxp2,chr6,6,75,-3.3566211727821913
chr6-g76,Purkinje,1.1314683532669358,11.590070254606117,Foxp2,chr6,6,76,-3.3566211727821913
chr6-g77,Purkinje,1.1314683532669358,11.590070254606117,Foxp2,chr6,6,77,-3.3566211727821913
chr6-g109,MLI1,0.8677931513213477,0.2242662143757329,Ing3,chr6,6,109,1.9521389050522648
chr6-g114,MLI1,41.825629904873075,0.10423671693300827,Ptprz1,chr6,6,114,8.648379907332158
chr6-g115,MLI1,41.825629904873075,0.10423671693300827,Ptprz1,chr6,6,115,8.648379907332158
chr6-g122,"MLI1,MLI1",2.5181346380682026,0.5409991582108724,"Iqub,Ndufa5",chr6,6,122,2.218657167899105
chr6-g136,MLI1,27.410803575625476,0.15500564753229423,Grm8,chr6,6,136,7.4662800324985374
chr6-g137,MLI1,27.410803575625476,0.15500564753229423,Grm8,chr6,6,137,7.4662800324985374
chr6-g138,MLI1,27.410803575625476,0.15500564753229423,Grm8,chr6,6,138,7.4662800324985374
chr6-g139,MLI1,27.410803575625476,0.15500564753229423,Grm8,chr6,6,139,7.4662800324985374
chr6-g140,MLI1,27.410803575625476,0.15500564753229423,Grm8,chr6,6,140,7.4662800324985374
chr6-g146,"MLI1,MLI1",5.728733257485883,0.8381990115510103,"Calu,Ccdc136",chr6,6,146,2.7728514389769474
chr6-g147,MLI1,4.554255981330472,0.5782233763734999,Ccdc136,chr6,6,147,2.9775165431184556
chr6-g148,"MLI1,MLI1",14.655713492440666,3.1577567205337673,"Tspan33,Ahcyl2",chr6,6,148,2.2144912726050485
chr6-g149,"MLI1,Purkinje",14.407271194648795,7.750304135421363,"Ahcyl2,Strip2",chr6,6,149,0.894472277644033
chr6-g152,MLI1,8.266305312126768,1.645129703367574,Klhdc10,chr6,6,152,2.329041318265945
chr6-g153,MLI1,0.37151173785056224,0.05,Mest,chr6,6,153,2.893407793189924
chr6-g160,MLI1,32.46414163079972,3.405836255441835,Plxna4,chr6,6,160,3.252766083815533
chr6-g161,MLI1,32.46414163079972,3.405836255441835,Plxna4,chr6,6,161,3.252766083815533
chr6-g162,MLI1,32.46414163079972,3.405836255441835,Plxna4,chr6,6,162,3.252766083815533
chr6-g171,MLI1,0.565892192128005,0.09536900410157616,Akr1b10,chr6,6,171,2.568934875107819
chr6-g172,MLI1,1.5745424248153805,0.02406046804326365,Cald1,chr6,6,172,6.032124112829875
chr6-g173,MLI1,1.5745424248153805,0.02406046804326365,Cald1,chr6,6,173,6.032124112829875
chr6-g183,MLI1,4.723018863437737,0.11352930952546675,Ptn,chr6,6,183,5.378572590513209
chr6-g184,MLI1,4.723018863437737,0.11352930952546675,Ptn,chr6,6,184,5.378572590513209
chr6-g186,Purkinje,0.8056705368857145,3.338004478851582,Creb3l2,chr6,6,186,-2.050723987766165
