sep=;
"Cluster";"MLI2.PLI";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"SF3A66";"SF3A66";"GO:0006417";"regulation of translation";"59/2501";"355/23328";0.000435356074383134;0.0334658901613875;0.0304299974603067;"Akt2/Aplp1/Bcl3/Calr/Cirbp/Cnot3/Coa3/Dapk3/Ddx39b/Eef2/Eif3c/Eif3d/Eif3k/Eif4a3/Eif4g3/Eif5a/Erbb2/Fxr2/Gcn1/Gle1/Grb7/Hnrnpl/Ilf3/Inpp5e/Larp4/Mapk3/Mex3d/Mief1/Mir1247/Mir3960/Mir7b/Mir9-1/Mknk2/Mpv17l2/Mtg1/Mvk/Nanos2/Pa2g4/Padi6/Pcif1/Per1/Ppp1ca/Ppp1r15a/Ptbp1/Rbm4/Rbm4b/Rcc1l/Rpl13a/Rps6kb2/Rps9/Samd4b/Stat3/Tnf/Trub2/Ybx2/Ythdf1/Zc3h12a/Zfp36/Zfp598";59
"SF3A66";"SF3A66";"GO:0060965";"negative regulation of gene silencing by miRNA";"8/2501";"19/23328";0.000438860025653702;0.0334658901613875;0.0304299974603067;"Bcdin3d/Pou5f1/Stat3/Tgfb1/Tnf/Trp53/Zc3h10/Zc3h12a";8
"SF3A66";"SF3A66";"GO:0042060";"wound healing";"58/2501";"349/23328";0.0004848986180092;0.036052212248984;0.0327816986754114;"Actg1/Adamts13/Ager/Alox12/Alox15/Apoe/Axl/BC024139/Bloc1s3/Cadm4/Carmil2/Ceacam1/Cldn3/Cldn4/Clec10a/Cnn2/Coro1b/Ddr1/Eng/Entpd2/Eppk1/Erbb2/Evpl/Fermt3/Gp1ba/Gp1bb/Gpr4/Hps4/Hras/Insl3/Itga2b/Mpig6b/Mrtfa/Myh9/Naca/Nlrp6/Pdgfb/Pip5k1c/Plec/Prdx2/Prss53/Ptk7/Rab3a/Scrib/Serpine1/Slc4a1/Srf/Stxbp1/Syt11/Tbxa2r/Tgfb1/Tnf/Tor1a/Tpsab1/Trim72/Vegfb/Vkorc1/Xbp1";58
"SF3A66";"SF3A66";"GO:0021700";"developmental maturation";"55/2501";"327/23328";0.000496934735851241;0.0364909606030022;0.0331806455205156;"Actn3/Adgrl1/Anapc2/Anks1/Ap3d1/Arcn1/Baiap3/Bcan/Bloc1s3/C1ql1/Cacna1a/Catsperz/Ccdc154/Clstn1/Dlg4/Dmc1/Ercc2/Grin1/Gsdma3/Hes5/Insl3/Klf1/Lyl1/Maea/Notch1/Pabpc1l/Palm/Pcsk4/Pdgfb/Pfn1/Prkaca/Rab3a/Rac3/Rnd1/Ryr1/Sez6/Sez6l2/Shank1/Sirt2/Slc17a7/Sox10/Sox8/Sptbn4/Stxbp1/Svs2/Svs3a/Svs3b/Tbx6/Thbs3/Tmem79/Unc13a/Wnt1/Wnt10b/Xbp1/Zbtb7a";55
"SF3A66";"SF3A66";"GO:0071353";"cellular response to interleukin-4";"10/2501";"29/23328";0.000577511620229302;0.0418907209405352;0.0380905610364333;"Coro1a/Fasn/Impdh2/Jak3/Keap1/Rpl3/Rplp0/Rps2/Tuba1b/Xbp1";10
"SF3A66";"SF3A66";"GO:0042098";"T cell proliferation";"39/2501";"213/23328";0.000599309705454844;0.0424368348576835;0.0385871336670049;"Abl1/Ager/Aif1/Bax/Carmil2/Ccdc88b/Ccnd3/Ceacam1/Coro1a/Crip3/Dhps/Erbb2/Foxj1/H2-T23/Il23a/Il27/Itgad/Itgal/Itgam/Jak3/Lgals7/Lmbr1l/P2rx7/Prdx2/Pycard/Rasal3/Scrib/Slc4a1/Spn/Stat5a/Stat5b/Tarm1/Tgfb1/Tnfrsf14/Tnfrsf4/Trp53/Zbtb32/Zbtb7b/Zp3";39
"SF3A66";"SF3A66";"GO:1900449";"regulation of glutamate receptor signaling pathway";"15/2501";"56/23328";0.000618509409735915;0.0427778368501073;0.0388972013124006;"Arc/Cacng2/Cacng7/Cacng8/Cfl1/Cnih2/Dlg4/Gsg1l/Mapk8ip2/Mink1/Nlgn2/Prrt1/Shank1/Shank3/Unc13a";15
"SF3A66";"SF3A66";"GO:0018027";"peptidyl-lysine dimethylation";"8/2501";"20/23328";0.000662990949403794;0.0453272432994686;0.0412153357294216;"Ash1l/Dmrtc2/Ehmt2/Kmt2b/Kmt2d/Pih1d1/Prdm12/Setd1a";8
"SF3A66";"SF3A66";"GO:0032102";"negative regulation of response to external stimulus";"62/2501";"384/23328";0.000684945860702128;0.046296113402912;0.0420963137833437;"Ager/Aif1/Alox12/Apoe/Arrb2/Ash1l/C1qtnf12/C5ar2/Cacnb3/Cactin/Ceacam1/Cldn3/Coro1b/Cuedc2/Cxcl17/Dcst1/Dusp3/Dvl1/Eppk1/Fem1a/Gfer/Gp1ba/Gps2/Grin1/Grn/Gstp1/H2-T23/Ilrun/Irf3/Klk8/Metrnl/Mill2/Mvk/Nbl1/Nfkbil1/Nlrp12/Nlrp6/Notch1/Nploc4/Nr1d1/Pdgfb/Pglyrp1/Pla2g5/Prdx2/Psmb4/Ptprs/Pycard/Pyy/Rps19/Sema4a/Sema6b/Serpine1/Sharpin/Sirt2/Spn/Syt11/Tap1/Tnf/Tpsab1/Trafd1/Zc3h12a/Zfp36";62
"SF3A66";"SF3A66";"GO:0003009";"skeletal muscle contraction";"12/2501";"40/23328";0.000709146885339834;0.0463890144838454;0.0421807872470176;"Actn3/Atp2a1/Ccdc78/Chrnb1/Chrne/Dmpk/Gaa/Jsrp1/Myh14/Tnnc2/Tnni3/Tnnt1";12
"SF3A66";"SF3A66";"GO:0043254";"regulation of protein-containing complex assembly";"69/2501";"438/23328";0.00070971760558674;0.0463890144838454;0.0421807872470176;"Abl1/Alox15/Ankrd53/Apoe/Arhgef2/Arl2/Baiap2/Bax/Bbc3/Caly/Camsap1/Capn1/Capzb/Carmil2/Cdc42ep2/Cfl1/Cldn7/Clip1/Clip3/Coro1a/Coro1b/Cptp/Csf3/Eml2/Fscn1/Gba/Gmfg/Hax1/Hip1r/Hsf1/Kank3/Mapk15/Med25/Mlst8/Myadm/Ncln/Nphs1/Numa1/Pfn1/Pih1d1/Pik3r2/Plekhg2/Ppp2r5b/Prrt2/Psmc4/Pycard/Rab3a/Rasip1/Rpl13a/Sirt2/Sost/Sptan1/Ssh2/Ssh3/Stub1/Stx1b/Stxbp1/Tbcd/Tfip11/Tgfb1/Thra/Ticam1/Tnf/Traf2/Trp53/Ttbk1/Unc13a/Vasp/Wnt10b";69
"SF3A66";"SF3A66";"GO:1902993";"positive regulation of amyloid precursor protein catabolic process";"9/2501";"25/23328";0.000759149105660302;0.0490692816581869;0.0446179112235451;"Abca2/Ager/Apoe/Csnk1e/Efna1/Efna3/Gsk3a/Rela/Tnf";9
"SF3A66";"SF3A66";"GO:0120254";"olefinic compound metabolic process";"26/2501";"126/23328";0.000776875050946957;0.0490692816581869;0.0446179112235451;"Alox12/Alox12b/Alox12e/Alox15/Alox8/Aloxe3/Cacna1h/Cyp11b1/Cyp11b2/Cyp17a1/Cyp21a1/Cyp2a22/Cyp2a4/Cyp2a5/Cyp2b10/Cyp2b9/Cyp2g1/Cyp2s1/Dhrs13/Dkkl1/Gpx4/Grin1/H6pd/Hsd17b1/Rdh13/Stat5b";26
"SF3A66";"SF3A66";"GO:0010830";"regulation of myotube differentiation";"16/2501";"63/23328";0.000782026405245036;0.0490692816581869;0.0446179112235451;"Actn3/Adgrb1/Daxx/Dmpk/Ehd1/Flt3l/Gdf15/Hdac5/Mamstr/Naca/Nkx2-5/Notch1/Plpp7/Thra/Trim72/Xbp1";16
"SF3A66";"SF3A66";"GO:0051085";"chaperone cofactor-dependent protein refolding";"10/2501";"30/23328";0.000783722555065191;0.0490692816581869;0.0446179112235451;"H2-DMa/H2-DMb1/H2-DMb2/Hspa1a/Hspa1b/Hspa1l/Ptges3/Tor1a/Tor1b/Tor2a";10
"SF3A66";"SF3A66";"GO:0098926";"postsynaptic signal transduction";"13/2501";"46/23328";0.000809817471878337;0.0490811469903153;0.0446287001798464;"Chrna4/Ly6a/Ly6c1/Ly6c2/Ly6e/Ly6f/Ly6g2/Ly6g6d/Ly6g6e/Ly6i/Rela/Rgs10/Stat3";13
"SF3A66";"SF3A66";"GO:0001933";"negative regulation of protein phosphorylation";"67/2501";"425/23328";0.000824143165329119;0.0490811469903153;0.0446287001798464;"Abl1/Acp4/Actb/Ager/Akt1s1/Apoe/Arrb2/Ash1l/Bax/C1ql4/Cactin/Cadm4/Cblc/Ceacam1/Chmp6/Dusp3/Dvl1/Efna1/Eng/Fem1a/Gadd45b/Gba/Gps2/Grk2/Gstp1/Hexim1/Hexim2/Hspb1/Inca1/Inppl1/Kirrel2/Lemd2/Men1/Mvp/Myadm/Nlrp12/Nlrp6/Nos1/Nup62/P2rx7/Pard6a/Per1/Pik3r2/Pip5kl1/Ppp1r15a/Ppp2r5d/Prkar2a/Prkrip1/Psca/Ptk6/Ptprh/Pycard/Rapgef1/Rasip1/Sirt2/Sirt3/Spred3/Srcin1/Tab1/Tbc1d10c/Tgfb1/Trp73/Tsc2/Vps25/Vrk3/Xbp1/Zc3h12a";67
"SF3A66";"SF3A66";"GO:0006914";"autophagy";"67/2501";"425/23328";0.000824143165329119;0.0490811469903153;0.0446287001798464;"Abl1/Ager/Arsa/Atg2a/Atg4d/Atp13a2/Atp6v0a1/Bag3/Becn1/Cln3/Cptp/Ctsa/Ehmt2/Foxk2/Gabarap/Gba/Gfap/Golga2/Gpr137/Gpsm1/Gsk3a/Ilrun/Kat5/Kat8/Keap1/Lrsam1/Mapk15/Mapk3/Mfn2/Mtmr4/Nbr1/Nlrp6/Nupr1/Ormdl3/Parl/Phf23/Pik3r2/Pip4k2b/Pycard/Rab1b/Rasip1/Rnf41/Rnf5/Rptor/Sirt2/Stat3/Stk11/Stub1/Supt5/Syt11/Tbc1d17/Tfeb/Ticam1/Tmbim6/Trim8/Trp53/Tsc2/Ubqln4/Ubxn6/Usp30/Usp36/Vps51/Wdr24/Wdr45b/Wdr6/Xbp1/Zc3h12a";67
"SF3A66";"SF3A66";"GO:0061919";"process utilizing autophagic mechanism";"67/2501";"425/23328";0.000824143165329119;0.0490811469903153;0.0446287001798464;"Abl1/Ager/Arsa/Atg2a/Atg4d/Atp13a2/Atp6v0a1/Bag3/Becn1/Cln3/Cptp/Ctsa/Ehmt2/Foxk2/Gabarap/Gba/Gfap/Golga2/Gpr137/Gpsm1/Gsk3a/Ilrun/Kat5/Kat8/Keap1/Lrsam1/Mapk15/Mapk3/Mfn2/Mtmr4/Nbr1/Nlrp6/Nupr1/Ormdl3/Parl/Phf23/Pik3r2/Pip4k2b/Pycard/Rab1b/Rasip1/Rnf41/Rnf5/Rptor/Sirt2/Stat3/Stk11/Stub1/Supt5/Syt11/Tbc1d17/Tfeb/Ticam1/Tmbim6/Trim8/Trp53/Tsc2/Ubqln4/Ubxn6/Usp30/Usp36/Vps51/Wdr24/Wdr45b/Wdr6/Xbp1/Zc3h12a";67
