sep=;
"Cluster";"MLI1";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"SF3A66";"SF3A66";"GO:0050684";"regulation of mRNA processing";"39/2581";"154/23328";5.17093890522623e-07;0.00010284997482495;9.04097844376923e-05;"BC005624/Ccnt1/Cdk11b/Cdk9/Celf5/Cirbp/Dazap1/Eif4a3/Fxr2/Hnrnpl/Hsf1/Jmjd6/Malat1/Myod1/Nelfe/Nova2/Nsrp1/Paf1/Ptbp1/Puf60/Rbm4/Rbm42/Rbm4b/Rbm5/Rnf40/Rnps1/Safb/Safb2/Sf1/Sf3b4/Slc39a5/Snrnp70/Srsf2/Srsf9/Supt5/Supt6/Zbtb7a/Zc3h10/Zc3h3";39
"SF3A66";"SF3A66";"GO:0001909";"leukocyte mediated cytotoxicity";"36/2581";"141/23328";1.13166452723639e-06;0.000198607124529987;0.000174584654464983;"Ager/Arrb2/Coro1a/Elane/Gfer/Gm11127/Gm7030/Gm8909/Gzmm/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il23a/Itgam/Nectin2/Stat5a/Stat5b/Tap1/Tap2/Tyrobp/Unc13d";36
"SF3A66";"SF3A66";"GO:0060079";"excitatory postsynaptic potential";"26/2581";"88/23328";1.85248844539307e-06;0.000298751312261093;0.000262615929541782;"Baiap2/Cacnb3/Chrna4/Cux2/Dlg4/Dmpk/Dvl1/Eif4a3/Grik5/Grin1/Grk2/Mapk8ip2/Mpp2/Nlgn2/Npas4/Npff/Prkcz/Sez6/Sh3gl1/Shank1/Shank3/Slc17a7/Slc29a1/Slc8a2/Stx1b/Tbc1d24";26
"SF3A66";"SF3A66";"GO:0006417";"regulation of translation";"68/2581";"355/23328";4.35155314613431e-06;0.00066578763135855;0.000585257471718955;"Abcf1/Akt2/Aplp1/Bcl3/Calr/Casc3/Cirbp/Cnot3/Coa3/Dapk3/Ddx39b/Eef2/Eif3c/Eif3k/Eif4a3/Eif4g3/Eif5a/Erbb2/Fxr2/Gcn1/Gle1/Grb7/Gtpbp2/Hnrnpl/Inpp5e/Larp4/Mapk3/Mapkapk5/Mex3d/Mif4gd/Mir3960/Mir7116/Mir7b/Mir9-1/Mknk2/Mtor/Nanos2/Nanos3/Pa2g4/Padi6/Pcif1/Per1/Pink1/Ppp1ca/Ppp1r15a/Ptbp1/Pym1/Rara/Rbm4/Rbm4b/Rpl13a/Rpl22/Rpl26/Rps6kb2/Rps9/Samd4b/Shmt2/Stat3/Tarbp2/Tnf/Trub2/Unk/Upf1/Uqcc2/Ybx2/Ythdf1/Zfp36/Zfp598";68
"SF3A66";"SF3A66";"GO:0022618";"ribonucleoprotein complex assembly";"39/2581";"172/23328";9.44596972521973e-06;0.00125253558556414;0.00110103548867298;"Bop1/Celf5/Ddx39b/Denr/Eral1/Gemin7/Hsp90aa1/Hsp90ab1/Khdc4/Lsm2/Luc7l/Mrpl11/Mrpl20/Mrps7/Mrto4/Pih1d1/Prpf3/Prpf31/Prpf6/Ptges3/Puf60/Rbm5/Rpl13a/Rpl23a/Rpl3l/Rpl6/Rplp0/Rps10/Rps15/Rps19/Rps2/Rps28/Ruvbl2/Setx/Sf3a2/Snrpc/Snrpd2/Tarbp2/Traf7";39
"SF3A66";"SF3A66";"GO:0016570";"histone modification";"80/2581";"448/23328";1.04706704813164e-05;0.00134255910527792;0.00118017023834597;"Ash1l/Atxn7l3/Aurkb/Baz2a/Brca1/Brms1/Cbx8/Cdk2/Cdk9/Chd5/Ctcf/Daxx/Dmrtc2/Dot1l/Ehmt2/Ezh1/Fbl/Hdac5/Hipk4/Kansl2/Kat5/Kat8/Kdm2a/Kdm2b/Kdm4b/Kdm6b/Kmt2b/Kmt2d/Kmt5b/Lmna/Map3k12/Mapk3/Mbd3/Mcrs1/Men1/Msl1/Mst1/Myod1/Naa40/Ntmt1/Otub1/Padi1/Padi2/Padi3/Padi4/Padi6/Paf1/Pagr1a/Park7/Pax7/Per1/Phf1/Pih1d1/Pink1/Ppp1r1b/Prdm12/Prmt1/Pygo2/Rbm14/Rcor2/Ring1/Rnf40/Rps6ka4/Ruvbl2/Setd1a/Sgf29/Sirt2/Sirt7/Sphk2/Supt6/Tcf3/Tgfb1/Trmt112/Trp53/Uhrf1/Usp36/Vegfa/Wbp2/Zfp335/Zfp541";80
"SF3A66";"SF3A66";"GO:0071826";"ribonucleoprotein complex subunit organization";"40/2581";"179/23328";1.05748748027589e-05;0.00134255910527792;0.00118017023834597;"Bop1/Celf5/Ddx39b/Denr/Dhx8/Eral1/Gemin7/Hsp90aa1/Hsp90ab1/Khdc4/Lsm2/Luc7l/Mrpl11/Mrpl20/Mrps7/Mrto4/Pih1d1/Prpf3/Prpf31/Prpf6/Ptges3/Puf60/Rbm5/Rpl13a/Rpl23a/Rpl3l/Rpl6/Rplp0/Rps10/Rps15/Rps19/Rps2/Rps28/Ruvbl2/Setx/Sf3a2/Snrpc/Snrpd2/Tarbp2/Traf7";40
"SF3A66";"SF3A66";"GO:0043254";"regulation of protein-containing complex assembly";"78/2581";"438/23328";1.48431709762392e-05;0.00184519169198373;0.00162200703891666;"Abl1/Alox15/Apoe/Arhgef2/Arl2/Arpc3/Atat1/Baiap2/Baiap2l2/Bak1/Bax/Bbc3/Camsap1/Capn1/Capzb/Carmil2/Cdc42ep2/Cdc42ep5/Cfl1/Cldn7/Clip1/Clip3/Coro1a/Coro1b/Cptp/Csf3/Eml2/Gmfg/Grb2/H3f3b/Hax1/Hip1r/Hsf1/Hsp90aa1/Kank3/Mapk15/Med25/Mlst8/Mtor/Myadm/Napa/Ncln/Nphs1/Nr1h2/Park7/Pfn1/Pick1/Pih1d1/Pink1/Plekhg2/Ppp2r5b/Prkcz/Prrt2/Psmc4/Pycard/Rangrf/Rasip1/Rpl13a/Sirt2/Sost/Sptan1/Ssh2/Ssh3/Stub1/Stx1b/Stxbp1/Tgfb1/Thra/Ticam1/Tnf/Traf2/Trp53/Ttbk1/Unc13a/Vasp/Vegfa/Vps11/Wnt10b";78
"SF3A66";"SF3A66";"GO:0016569";"covalent chromatin modification";"81/2581";"462/23328";1.84105616138932e-05;0.0021540357088255;0.00189349491273539;"Ash1l/Atxn7l3/Aurkb/Baz2a/Brca1/Brms1/Cbx8/Cdk2/Cdk9/Chd5/Ctcf/Daxx/Dmrtc2/Dot1l/Ehmt2/Ezh1/Fbl/Hdac5/Hipk4/Kansl2/Kat5/Kat8/Kdm2a/Kdm2b/Kdm4b/Kdm6b/Kmt2b/Kmt2d/Kmt5b/Lmna/Map3k12/Mapk3/Mbd3/Mcrs1/Men1/Msl1/Mst1/Myod1/Naa40/Ntmt1/Otub1/Padi1/Padi2/Padi3/Padi4/Padi6/Paf1/Pagr1a/Park7/Pax7/Per1/Phf1/Pih1d1/Pink1/Pou5f1/Ppp1r1b/Prdm12/Prmt1/Pygo2/Rbm14/Rcor2/Ring1/Rnf40/Rps6ka4/Ruvbl2/Setd1a/Sgf29/Sirt2/Sirt7/Sphk2/Supt6/Tcf3/Tgfb1/Trmt112/Trp53/Uhrf1/Usp36/Vegfa/Wbp2/Zfp335/Zfp541";81
"SF3A66";"SF3A66";"GO:0019372";"lipoxygenase pathway";"7/2581";"11/23328";4.4338002763553e-05;0.00472478195941882;0.00415329725839203;"Alox12/Alox12b/Alox12e/Alox15/Alox8/Aloxe3/Gpx4";7
"SF3A66";"SF3A66";"GO:0009299";"mRNA transcription";"9/2581";"18/23328";4.67635598957612e-05;0.00489540634908785;0.00430328382198667;"C5ar1/Eef1d/Hsf1/Med1/Sp1/Stat3/Supt6/Tfcp2/Trp53";9
"SF3A66";"SF3A66";"GO:0003009";"skeletal muscle contraction";"14/2581";"40/23328";5.63396784424303e-05;0.00569794680111834;0.00500875321460536;"Actn3/Atp2a1/Ccdc78/Chrnb1/Chrne/Dmpk/Gaa/Jsrp1/Myh14/Stac2/Stac3/Tcap/Tnni3/Tnnt1";14
"SF3A66";"SF3A66";"GO:0017158";"regulation of calcium ion-dependent exocytosis";"15/2581";"46/23328";7.88164178507987e-05;0.00783829275526193;0.00689021421316719;"Atp2a2/Baiap3/Cacna1a/Cacna1h/Cbarp/Doc2a/Gnai2/Notch1/Pou5f1/Stxbp1/Syt11/Syt12/Syt3/Syt5/Vamp2";15
"SF3A66";"SF3A66";"GO:0010469";"regulation of signaling receptor activity";"30/2581";"132/23328";9.20855026466799e-05;0.00900777367693015;0.00791824089194834;"Ager/Arc/Cacng7/Cacng8/Cbl/Cblc/Cfl1/Chmp6/Chrna4/Cnih2/Dlg4/Errfi1/Homer3/Lynx1/Mapk8ip2/Med1/Mink1/Nlgn2/Nptx1/Park7/Pink1/Ppp2r5b/Prrt1/Psca/Serpine1/Shank1/Shank3/Ube2i/Vps25/Zgpat";30
"SF3A66";"SF3A66";"GO:0050879";"multicellular organismal movement";"17/2581";"57/23328";9.56134350705891e-05;0.00905595820740008;0.00796059727580193;"Actn3/Atp2a1/Cacna1a/Ccdc78/Chrnb1/Chrne/Comp/Dmpk/Gaa/Jsrp1/Mtor/Myh14/Stac2/Stac3/Tcap/Tnni3/Tnnt1";17
"SF3A66";"SF3A66";"GO:0050881";"musculoskeletal movement";"17/2581";"57/23328";9.56134350705891e-05;0.00905595820740008;0.00796059727580193;"Actn3/Atp2a1/Cacna1a/Ccdc78/Chrnb1/Chrne/Comp/Dmpk/Gaa/Jsrp1/Mtor/Myh14/Stac2/Stac3/Tcap/Tnni3/Tnnt1";17
"SF3A66";"SF3A66";"GO:0017156";"calcium-ion regulated exocytosis";"19/2581";"68/23328";0.000101226910948766;0.00929263042509674;0.00816864287057008;"Atp2a2/Baiap3/Cacna1a/Cacna1h/Cbarp/Doc2a/Gnai2/Notch1/Pou5f1/Sdf4/Stx1b/Stxbp1/Syt11/Syt12/Syt3/Syt5/Unc13a/Unc13d/Vamp2";19
"SF3A66";"SF3A66";"GO:0014902";"myotube differentiation";"29/2581";"127/23328";0.00010943187611679;0.00989363643619524;0.00869695436507121;"Actn3/Adgrb1/Daxx/Dmpk/Dyrk1b/Ehd1/Flot1/Flt3l/Hdac5/Mamstr/Mtor/Mymk/Mymx/Myod1/Naca/Nkx2-5/Notch1/Nphs1/Ntn3/Pld3/Plekho1/Plpp7/Ryr1/Ski/Stac3/Thra/Trim72/Wnt1/Wnt10b";29
"SF3A66";"SF3A66";"GO:0031638";"zymogen activation";"19/2581";"69/23328";0.000125350605299846;0.0109601906676339;0.00963450382310067;"Bad/Bak1/Klk1/Klk1b1/Klk1b11/Klk1b16/Klk1b21/Klk1b22/Klk1b24/Klk1b26/Klk1b27/Klk1b3/Klk1b4/Klk1b5/Klk1b8/Klk1b9/Pycard/Serpine1/Tmprss9";19
"SF3A66";"SF3A66";"GO:0001906";"cell killing";"40/2581";"200/23328";0.000147495136802408;0.0122236594624996;0.0107451500977544;"Ager/Arrb2/Bad/Coro1a/Elane/Gfer/Gm11127/Gm7030/Gm8909/Gzmm/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Hsp90ab1/Il23a/Itgam/Nectin2/Pglyrp1/Rps19/Stat5a/Stat5b/Tap1/Tap2/Tyrobp/Unc13d";40
"SF3A66";"SF3A66";"GO:1901185";"negative regulation of ERBB signaling pathway";"11/2581";"29/23328";0.000153903419881113;0.0125800233757616;0.0110584101120055;"Acp4/Cbl/Cblc/Chmp6/Dusp3/Errfi1/Mvp/Nup62/Rnf126/Vps25/Zgpat";11
"SF3A66";"SF3A66";"GO:0120255";"olefinic compound biosynthetic process";"12/2581";"34/23328";0.000173488676929242;0.0139892829086052;0.0122972130460656;"Alox12/Alox12b/Alox12e/Alox15/Alox8/Aloxe3/Cacna1h/Cyp11b1/Cyp11b2/Dkkl1/Hsd17b1/Stard3";12
"SF3A66";"SF3A66";"GO:0030100";"regulation of endocytosis";"43/2581";"222/23328";0.000180531006770518;0.0142224466666905;0.0125021745459887;"Abca2/Abca7/Actn4/Ager/Alox15/Ankrd13b/Ankrd13d/Ap2a1/Apoc2/Apoe/Arc/Arfgap1/Arrb2/Atxn2/Axl/Cbl/Clip3/Cln3/Dlg4/Dnm1/Flot1/Hip1r/Lrp1/Nr1h2/Pacsin1/Pick1/Pip5k1c/Pld2/Rab4b/Rab5b/Scrib/Serpine1/Sh3gl1/Sirt2/Slc17a7/Slc2a4/Sphk1/Syt11/Tor1a/Tsc2/Unc119/Vegfa/Vps28";43
"SF3A66";"SF3A66";"GO:0033044";"regulation of chromosome organization";"64/2581";"369/23328";0.000181147301268389;0.0142224466666905;0.0125021745459887;"Acd/Anapc11/Anapc5/Anapc7/Aurkb/Becn1/Brca1/Cct3/Cdc6/Cdca5/Cdk9/Ctc1/Ctcf/Daxx/Dmrtc2/Ehmt2/Ercc1/Exosc10/H3f3b/Kdm2a/Kdm4b/Kmt2b/Lmna/Mad1l1/Mad2l1bp/Mapk15/Mapk3/Mapkapk5/Mcrs1/Men1/Naa40/Nabp2/Otub1/Padi2/Paf1/Park7/Parp10/Pax7/Phf1/Pih1d1/Pink1/Pnkp/Pou5f1/Ppp1r10/Prdm12/Pygo2/Recql4/Rnf40/Rps6ka4/Rtel1/Ruvbl2/Setd1a/Slx1b/Smg5/Sphk2/Supt6/Ten1/Tgfb1/Top2a/Trp53/Upf1/Vegfa/Wbp2/Zfp335";64
"SF3A66";"SF3A66";"GO:0032102";"negative regulation of response to external stimulus";"66/2581";"384/23328";0.00018949549514913;0.0146846703838294;0.0129084901206851;"Abcc8/Ager/Aif1/Alox12/Apoe/Arrb2/Ash1l/C1qtnf12/C5ar2/Cacnb3/Cactin/Coro1b/Dusp1/Dusp3/Dvl1/Eppk1/Fem1a/Gfer/Gp1ba/Gps2/Grin1/Grn/Gstp1/H2-T23/Ier3/Ilrun/Irf3/Klk8/Mill2/Mul1/Nbl1/Nfkbil1/Nlrp12/Nlrx1/Notch1/Npff/Nploc4/Nr1d1/Padi2/Pcbp2/Pglyrp1/Pla2g5/Prdx2/Ptprs/Pycard/Pyy/Rps19/Sec14l1/Sema3b/Sema3f/Sema4a/Sema6b/Serpine1/Sh2b3/Sharpin/Sirt2/Spn/Syt11/Tap1/Tap2/Tarbp2/Tnf/Tpsab1/Trafd1/Wnt3/Zfp36";66
"SF3A66";"SF3A66";"GO:0097107";"postsynaptic density assembly";"9/2581";"21/23328";0.000207391739020107;0.0156884452881649;0.0137908537078362;"Lrfn1/Lrfn4/Lrrc4b/Nlgn2/Nptx1/Nrxn2/Ptprs/Shank1/Shank3";9
"SF3A66";"SF3A66";"GO:0042255";"ribosome assembly";"18/2581";"66/23328";0.00021360164898868;0.015732099015023;0.0138292273101814;"Bop1/Eral1/Mrpl11/Mrpl20/Mrps2/Mrps7/Mrto4/Rpl23a/Rpl3l/Rpl6/Rplp0/Rps10/Rps15/Rps19/Rps2/Rps28/Surf6/Traf7";18
"SF3A66";"SF3A66";"GO:0006281";"DNA repair";"79/2581";"481/23328";0.000215901193067624;0.015732099015023;0.0138292273101814;"Abl1/Babam1/Brca1/Cbx8/Cdc5l/Cdca5/Cdk2/Cdk9/Cenpx/Chaf1a/Chrna4/Dot1l/Eme2/Endov/Ercc1/Ercc2/Faap100/Faap20/Fignl2/Fzr1/Ggn/Gtf2h1/Gtf2h4/H2ax/Hinfp/Hsf1/Hspa1a/Ier3/Kat5/Kdm2a/Kif22/Kmt5b/Mc1r/Mcrs1/Mdc1/Meiob/Meioc/Msh5/Mus81/Nabp2/Nthl1/Nudt1/Otub1/Park7/Parp10/Paxx/Pnkp/Pold1/Pold4/Polh/Polr2i/Ppp4c/Prkcg/Pwwp3a/Rad23a/Rad9a/Rad9b/Recql4/Recql5/Rexo4/Rnaseh2a/Rtel1/Ruvbl2/Setx/Sirt7/Slx1b/Stub1/Swi5/Taok1/Tfpt/Timeless/Tmem161a/Tonsl/Trp53/Ubqln4/Uhrf1/Upf1/Wrap53/Zbtb7a";79
"SF3A66";"SF3A66";"GO:0051085";"chaperone cofactor-dependent protein refolding";"11/2581";"30/23328";0.000218830939877142;0.015732099015023;0.0138292273101814;"Dnajc7/H2-DMa/H2-DMb1/H2-DMb2/Hspa1a/Hspa1b/Hspa1l/Ptges3/Tor1a/Tor1b/Tor2a";11
"SF3A66";"SF3A66";"GO:0022613";"ribonucleoprotein complex biogenesis";"69/2581";"409/23328";0.000240564539872064;0.0170886739216262;0.0150217180724623;"Bop1/Celf5/Ddx39b/Ddx49/Denr/Eral1/Ercc2/Exosc10/Exosc2/Exosc4/Exosc5/Fbl/Gemin7/Hsp90aa1/Hsp90ab1/Isg20l2/Khdc4/Lsm2/Luc7l/Mrm2/Mrpl10/Mrpl11/Mrpl20/Mrps2/Mrps7/Mrto4/Pa2g4/Pih1d1/Pop5/Prpf3/Prpf31/Prpf6/Ptges3/Puf60/Rbm5/Rexo4/Rpl13a/Rpl23a/Rpl26/Rpl27/Rpl3l/Rpl6/Rpl7a/Rpl7l1/Rplp0/Rps10/Rps15/Rps16/Rps19/Rps2/Rps28/Rpusd1/Rrp36/Ruvbl2/Sart1/Setx/Sf3a2/Sirt7/Snrpc/Snrpd2/Surf6/Tarbp2/Tbl3/Traf7/Trmt112/Tsr3/Usp36/Wdr18/Wdr46";69
"SF3A66";"SF3A66";"GO:0060078";"regulation of postsynaptic membrane potential";"26/2581";"114/23328";0.000247157219569245;0.017350436813761;0.0152518195060501;"Baiap2/Cacnb3/Chrna4/Cux2/Dlg4/Dmpk/Dvl1/Eif4a3/Grik5/Grin1/Grk2/Mapk8ip2/Mpp2/Nlgn2/Npas4/Npff/Prkcz/Sez6/Sh3gl1/Shank1/Shank3/Slc17a7/Slc29a1/Slc8a2/Stx1b/Tbc1d24";26
"SF3A66";"SF3A66";"GO:2000311";"regulation of AMPA receptor activity";"10/2581";"26/23328";0.000268682172398231;0.0186421688686075;0.0163873104658554;"Arc/Cacng7/Cacng8/Cnih2/Mapk8ip2/Mink1/Nlgn2/Prrt1/Shank1/Shank3";10
"SF3A66";"SF3A66";"GO:0031346";"positive regulation of cell projection organization";"78/2581";"478/23328";0.000289456471297501;0.0198527214279562;0.0174514409736896;"Agrn/Anapc2/Ap2a1/Apoe/Arhgap35/Atf1/Atp1b2/Baiap2/Cacng7/Carmil2/Cdc42ep2/Cdc42ep5/Cfl1/Coro1b/Crabp2/Crocc/Crtc1/Cul7/Cux2/Def8/Dlg4/Dvl1/Dynll1/Ehd1/Entr1/Eps8l1/Fuz/Golga2/Grin1/Grn/Hras/Hsp90aa1/Iqgap1/Lcn2/Lrp1/Map2k2/Mapkapk5/Mark2/Mark4/Megf8/Metrn/Mien1/Mir124a-3/Mtor/Mul1/Ndel1/Neu1/Nlgn2/Ntrk1/Numbl/Pacsin1/Palm/Pfn1/Plekhm1/Plk5/Ppp2r5b/Ppp2r5d/Ptbp1/Ptk6/Ptk7/Rapgef1/Retreg3/Rnd2/Rnf157/Setx/Sez6/Shank1/Shank3/Sphk1/Srf/Stk11/Syt3/Tbc1d24/Tsc2/Unc13a/Vegfa/Wnt1/Wnt3";78
"SF3A66";"SF3A66";"GO:0060074";"synapse maturation";"11/2581";"31/23328";0.000305478997724021;0.0207135588570367;0.0182081560485502;"Adgrl1/Anapc2/Arhgef15/Bcan/Igsf21/Neurod2/Palm/Pfn1/Sez6/Sez6l2/Shank1";11
"SF3A66";"SF3A66";"GO:0051131";"chaperone-mediated protein complex assembly";"8/2581";"18/23328";0.000348974654486382;0.0233969861047218;0.0205670100923198;"Hsp90aa1/Hsp90ab1/Lonp1/Pfdn6/Psmg3/Ptges3/Ptges3l/Stub1";8
"SF3A66";"SF3A66";"GO:0010830";"regulation of myotube differentiation";"17/2581";"63/23328";0.000363639636749379;0.0241093079164838;0.0211931732154638;"Actn3/Adgrb1/Daxx/Dmpk/Ehd1/Flot1/Flt3l/Hdac5/Mamstr/Mtor/Myod1/Naca/Nkx2-5/Notch1/Plpp7/Thra/Trim72";17
"SF3A66";"SF3A66";"GO:0001505";"regulation of neurotransmitter levels";"47/2581";"257/23328";0.000372392675551169;0.0241915630530807;0.0212654792046609;"Asic1/Atp2a2/Baiap3/Cacna1a/Chrna4/Cln3/Cyth1/Dbh/Doc2a/Doc2g/Dvl1/Fbxl20/Flot1/Gfap/Git1/Grik5/Htr6/Kcnc3/Lin7b/Napa/Ncs1/Nrxn2/Park7/Ppfia3/Prkaca/Prkcg/Prrt2/Scrib/Slc17a7/Slc29a1/Slc29a2/Slc44a4/Slc4a8/Slc6a4/Sphk1/Sptbn2/Stx1b/Stx4a/Stxbp1/Sv2a/Syngr3/Syt12/Syt3/Syt5/Tor1a/Unc13a/Vamp2";47
"SF3A66";"SF3A66";"GO:0018205";"peptidyl-lysine modification";"62/2581";"364/23328";0.000372988738207378;0.0241915630530807;0.0212654792046609;"Ash1l/Atat1/Bag6/Baz2a/Brca1/Cbx4/Chd5/Ctcf/Dhps/Dmrtc2/Dohh/Dot1l/Ehmt2/Ezh1/Fkbp10/Hmg20b/Jmjd6/Kansl2/Kat5/Kat8/Kdm4b/Kmt2b/Kmt2d/Kmt5b/Lmna/Mapk3/Mbd3/Mcrs1/Msl1/Mul1/Myod1/Naa40/P3h4/Pagr1a/Park7/Per1/Phf1/Pias4/Pih1d1/Prdm12/Pygo2/Rela/Rps6ka4/Ruvbl2/Sae1/Senp3/Setd1a/Sgf29/Sirt2/Sirt4/Sirt7/Sphk2/Sumo2/Supt6/Tcf3/Tgfb1/Traf7/Trmt112/Trpm4/Ube2i/Wbp2/Zfp335";62
"SF3A66";"SF3A66";"GO:0007613";"memory";"31/2581";"149/23328";0.000383643308354803;0.0244168475125026;0.0214635144443211;"Abca7/Abcc8/Apoe/Arc/Asic1/Atp1a3/Cic/Crtc1/Cux2/Dbh/Ehmt2/Grin1/Itpr3/Klk8/Kmt2b/Mtor/Npas4/Ntf5/Pla2g6/Ppp1r1b/Prkcz/Rin1/Shank1/Shank3/Slc17a7/Slc2a4/Slc6a4/Slc8a2/Srf/Syt11/Ythdf1";31
"SF3A66";"SF3A66";"GO:0016242";"negative regulation of macroautophagy";"11/2581";"32/23328";0.000419277796966024;0.0260607355676694;0.0229085664723871;"Becn1/Ehmt2/Mtor/Nupr1/Phf23/Pink1/Rnf41/Trp53/Tsc2/Ubqln4/Usp36";11
"SF3A66";"SF3A66";"GO:0000280";"nuclear division";"69/2581";"418/23328";0.00045292184447485;0.0278616973812518;0.0244916934456666;"Aaas/Anapc11/Anapc5/Anapc7/Aurkb/Bag6/Becn1/Calr/Catsperz/Cdc6/Cdca5/Cdk11b/Cenpx/Chmp6/Chtf18/Cntd1/Cul7/Cul9/Dctn2/Dmrtc2/Ehmt2/Eif4g3/Eme2/Espl1/Fbxw5/Fzr1/Gm960/Golga2/Hsf1/Hspa1a/Hspa1b/Kif18b/Kif22/Kifc1/Kifc2/Kifc5b/Kpnb1/Lrp5/Mad1l1/Mad2l1bp/Majin/Mapk15/Mau2/Meiob/Meioc/Mir124a-3/Misp/Msh5/Msto1/Mus81/Nanos2/Ncaph2/Ndel1/Nfe2l1/Nup62/Psmc3ip/Racgap1/Sh2b1/Sirt2/Sirt7/Spag5/Sphk1/Syce2/Syce3/Tgfb1/Tnf/Top2a/Tubg1/Tubg2";69
"SF3A66";"SF3A66";"GO:0036003";"positive regulation of transcription from RNA polymerase II promoter in response to stress";"9/2581";"23/23328";0.000469333217609806;0.0282879930250274;0.0248664266172213;"Atf6b/Creb3l3/Ddit3/Gcn1/Hsf1/Nfe2l1/Notch1/Trp53/Vegfa";9
"SF3A66";"SF3A66";"GO:0032200";"telomere organization";"27/2581";"125/23328";0.000479560130924916;0.0286153530122897;0.0251541908673564;"Acd/Aurkb/Cct3/Ctc1/Ercc1/Exosc10/H3f3b/Hsp90aa1/Hsp90ab1/Hspa1a/Lmna/Mapk15/Mapk3/Mapkapk5/Mcrs1/Nabp2/Pnkp/Ppp1r10/Ptges3/Recql4/Rtel1/Slx1b/Smg5/Telo2/Ten1/Upf1/Wrap53";27
"SF3A66";"SF3A66";"GO:0050806";"positive regulation of synaptic transmission";"60/2581";"355/23328";0.000562184434870001;0.0312296073823611;0.0274522388198787;"Abl1/Ager/Apoe/Arc/Arrb2/Baiap2/Baiap3/Cacnb3/Cacng7/Cacng8/Crtc1/Cux2/Dlg4/Dvl1/Flot1/Gfap/Grin1/Grin2d/Grk2/Htr6/Itpr3/Kctd13/Kiss1r/Mir126a/Mir150/Mir181c/Mir181d/Mir195a/Mir23a/Mir24-2/Mir324/Mir330/Mir338/Mir7b/Mir9-1/Mpp2/Ncs1/Nlgn2/Ntrk1/Pink1/Pirb/Prkcz/Prrt1/Prrt2/Shank1/Shank3/Slc4a8/Slc8a2/Sphk1/Stx1b/Stx4a/Stxbp1/Syt12/Tbc1d24/Tnf/Tyrobp/Unc13a/Uts2/Vamp2/Ythdf1";60
"SF3A66";"SF3A66";"GO:2000249";"regulation of actin cytoskeleton reorganization";"12/2581";"38/23328";0.000562252769088615;0.0312296073823611;0.0274522388198787;"Abl1/Arhgdia/Baiap2/Baiap2l2/Csf3/Dapk3/Gmfg/Hax1/Hras/Phpt1/Rhod/Tgfb1";12
"SF3A66";"SF3A66";"GO:0007005";"mitochondrion organization";"77/2581";"481/23328";0.000565241762576672;0.0312296073823611;0.0274522388198787;"Afg3l1/Aip/Arrb2/Atad3a/Atcay/Atg2a/Atp13a2/Atp2a1/Atp5d/Bad/Bak1/Bax/Bbc3/Becn1/Cnp/Coa3/Cox14/Cox7a1/Cstad/Dap3/Dmac2/Dnlz/Dnm1/Gabarap/Ggnbp1/Gsk3a/Higd1b/Higd1c/Hip1r/Hsp90aa1/Hspa1l/Ier3/Lmna/Lonp1/Micos13/Miga2/Mmp9/Msto1/Mul1/Myh14/Naif1/Ndufa11/Ndufa13/Ndufa3/Ndufaf8/Ndufb10/Ndufs7/Ndufs8/Nectin2/Nptx1/Opa3/Park7/Pink1/Pla2g6/Plscr3/Pmpca/Pycard/Rhot2/Rnf41/Sco2/Sdhaf1/Sharpin/Sirt4/Sirt7/Stat2/Stat3/Surf1/Timm13/Timm50/Tmem102/Tomm40/Trafd1/Triap1/Trp53/Tymp/Uqcc2/Vat1";77
"SF3A66";"SF3A66";"GO:1900029";"positive regulation of ruffle assembly";"7/2581";"15/23328";0.00057829209105272;0.0316575129111154;0.0278283871532178;"Carmil2/Def8/Eps8l1/Hras/Ndel1/Pfn1/Plekhm1";7
"SF3A66";"SF3A66";"GO:0051896";"regulation of protein kinase B signaling";"33/2581";"166/23328";0.00059856139308347;0.0324692348411733;0.028541927480717;"Arrb2/Axl/C1qtnf12/Clcf1/Cryba1/Csf3/Ddit3/Eng/Hax1/Hsp90aa1/Hsp90ab1/Lemd2/Maz/Mc1r/Meis3/Mtor/Mul1/Mydgf/Ntrk1/Otud3/Pou5f1/Rapgef1/Rara/Rcn3/Rnf41/Rras/Sh2b3/Stk11/Tgfb1/Tnf/Tsc2/Vegfa/Vegfb";33
"SF3A66";"SF3A66";"GO:0000956";"nuclear-transcribed mRNA catabolic process";"24/2581";"108/23328";0.000627187943523578;0.0337155897207675;0.0296375298490089;"Casc3/Cnot3/Dhx34/Dxo/Eif4a3/Exosc10/Exosc2/Exosc4/Exosc5/Gtpbp2/Helz2/Lsm7/Mrto4/Nanos2/Nanos3/Pan2/Ptbp1/Pym1/Rnps1/Samd4b/Skiv2l/Smg5/Upf1/Zfp36";24
