sep=;
"Cluster";"Granule";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"SF3A66";"SF3A66";"GO:0009896";"positive regulation of catabolic process";"76/2587";"463/23328";0.000307226257089441;0.0246985000462849;0.0222138131548454;"Abca2/Actn3/Ager/Akt2/Apc2/Apoc2/Apoe/Axin1/Bag6/Bax/Becn1/Cpt1a/Crebrf/Csnk1d/Dda1/Ddb1/Ddit3/Dvl1/Dxo/Egln2/Endog/Fgf21/Fzr1/Gapdhs/Gga3/Gpd1/Gpsm1/Gsk3a/Hdac6/Hsf1/Hspa1a/Hspa1b/Hspbp1/Ier3/Ikbkg/Kat5/Khsrp/Lrp1/Mapk15/Mapk3/Mex3d/Nanos3/Nop53/Nupr1/Oaz1/Ormdl3/Pim2/Pip4k2b/Pip4k2c/Plin5/Pnpla2/Rad23a/Rnf185/Rnf40/Rnf41/Sct/Sgta/Sirt2/Sirt6/Stk11/Stub1/Sumo2/Supt5/Ticam1/Tmem259/Tnf/Tnfsf12/Trim65/Tsc1/Tsc2/Upf1/Uqcc2/Vps28/Vps35/Zer1/Zfp36";76
"SF3A66";"SF3A66";"GO:0070670";"response to interleukin-4";"11/2587";"31/23328";0.000311787408346312;0.0247309772300294;0.0222430231105165;"Cd300lf/Cdk4/Coro1a/Fasn/Hsp90ab1/Impdh2/Jak3/Rps2/Stat5b/Stat6/Tuba1b";11
"SF3A66";"SF3A66";"GO:0050684";"regulation of mRNA processing";"32/2587";"154/23328";0.000332728659994251;0.0257065298481272;0.0231204344326832;"BC005624/Cdk11b/Cdk9/Celf5/Cirbp/Cpsf7/Dazap1/Fxr2/Hnrnpl/Hsf1/Lmntd2/Malat1/Myod1/Nelfe/Paf1/Ptbp1/Puf60/Rbm4/Rbm42/Rbm4b/Rnf40/Rnps1/Safb/Safb2/Sf1/Slc39a5/Snrnp70/Supt5/U2af2/Zbtb7a/Zc3h10/Zc3h3";32
"SF3A66";"SF3A66";"GO:1901568";"fatty acid derivative metabolic process";"32/2587";"154/23328";0.000332728659994251;0.0257065298481272;0.0231204344326832;"Abhd16a/Acox1/Alox12/Alox12e/Alox15/Cyp2a12/Cyp2a22/Cyp2a5/Cyp2b10/Cyp2b13/Cyp2b9/Cyp2e1/Cyp2f2/Cyp2g1/Cyp2s1/Cyp2t4/Cyp4f13/Cyp4f14/Cyp4f15/Cyp4f18/Cyp4f40/Dgat1/Gcdh/Gpx4/Pla2g3/Prxl2b/Ptgds/Ptges/Ptges2/Ptges3/Slc27a5/Sphk1";32
"SF3A66";"SF3A66";"GO:1903039";"positive regulation of leukocyte cell-cell adhesion";"42/2587";"221/23328";0.000341420336712391;0.0260398664500258;0.0234202371323763;"Ager/Aif1/Ap3d1/Bad/Btnl2/Capn1/Ccdc88b/Ccr7/Cd5/Cd6/Ceacam1/Coro1a/Dhps/Efnb3/Elane/Fut7/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Il12rb1/Il23a/Il27ra/Irak1/Itgal/Jak3/Nfkbid/Prkcz/Pycard/Rara/Rasal3/Rela/Sart1/Slc4a1/Spn/Stat5a/Stat5b/Tgfb1/Tnf/Tnfrsf14/Tnfsf14/Tnfsf9";42
"SF3A66";"SF3A66";"GO:0006417";"regulation of translation";"61/2587";"355/23328";0.000347229665977582;0.0261477124417802;0.0235172337396942;"Abcf1/Akt2/Aplp1/Bcl3/Calr/Casc3/Cdk4/Cirbp/Cnot3/Coa3/Dapk3/Ddx39b/Dph7/Eef2/Eif3c/Eif3k/Eif5a/Erbb2/Fxr2/Gle1/Grb7/Gtpbp2/Hnrnpl/Inpp5e/Khsrp/Mapk3/Mex3d/Mif4gd/Mir3960/Mir7b/Mknk2/Mpv17l2/Mtg1/Nanos3/Pa2g4/Plxnb2/Ppp1ca/Ppp1r15a/Ptbp1/Pym1/Rara/Rbm4/Rbm4b/Rpl10/Rpl13a/Rps6kb2/Rps9/Samd4b/Sarnp/Shmt2/Stat3/Tnf/Trub2/Tsc1/Tsfm/Unk/Upf1/Uqcc2/Ybx2/Zfp36/Zfp598";61
"SF3A66";"SF3A66";"GO:0018205";"peptidyl-lysine modification";"62/2587";"364/23328";0.000396514634929031;0.028939387637199;0.0260280644000111;"Atat1/Bag6/Baz2a/Bloc1s1/Brca1/Brd4/Dhps/Dmrtc2/Dohh/Dot1l/Eef1akmt3/Ehmt1/Ehmt2/Ezh1/Gfi1b/Hcfc1/Hdac10/Hdac6/Hmg20b/Kat2a/Kat5/Kat8/Kdm4b/Kmt2b/Kmt2d/Kmt5b/Kmt5c/Mapk3/Mbd3/Mcrs1/Mecp2/Mllt6/Msl1/Msx3/Myod1/Naa40/Pagr1a/Pcgf2/Phf1/Pias4/Pih1d1/Rela/Rps6ka4/Ruvbl2/Sae1/Senp3/Setd1a/Sgf29/Sirt2/Sirt3/Sirt7/Sphk2/Sumo2/Tcf3/Tgfb1/Tollip/Traf7/Trim28/Trmt112/Trpm4/Ube2i/Wbp2";62
"SF3A66";"SF3A66";"GO:0031638";"zymogen activation";"18/2587";"69/23328";0.000400101707932936;0.028939387637199;0.0260280644000111;"Bad/Bak1/Klk1/Klk1b1/Klk1b11/Klk1b16/Klk1b21/Klk1b22/Klk1b24/Klk1b26/Klk1b27/Klk1b3/Klk1b4/Klk1b5/Klk1b8/Klk1b9/Pycard/Tmprss9";18
"SF3A66";"SF3A66";"GO:0098732";"macromolecule deacylation";"25/2587";"111/23328";0.000408624737186874;0.028939387637199;0.0260280644000111;"Abhd17a/Akap8/Akap8l/Baz2a/Brms1/Flna/Hdac10/Hdac5/Hdac6/Mier2/Mta2/Notum/Prkd2/Rbm14/Rcor2/Sirt2/Sirt3/Sirt6/Sirt7/Sphk2/Spred3/Tgfb1/Trp53/Vegfa/Zfp541";25
"SF3A66";"SF3A66";"GO:0051054";"positive regulation of DNA metabolic process";"41/2587";"217/23328";0.000451545450066682;0.0312353939819383;0.0280930908529859;"Arrb2/Babam1/Bax/Brca1/Cdk2/Chtf18/Ciz1/Clcf1/Ddx39b/Endog/Ercc1/Ercc2/Gfer/Hdac10/Hsf1/Hsp90ab1/Kmt5b/Kmt5c/Mapk15/Mapk3/Mecp2/Nabp2/Pagr1a/Pfn1/Pnkp/Ppp1r10/Prkcg/Prkd2/Ptges3/Sirt6/Slx1b/Stat6/Tgfb1/Timeless/Tmem161a/Tnf/Tnfsf13/Tnfsfm13/Trim28/Vegfa/Wrap53";41
"SF3A66";"SF3A66";"GO:0007159";"leukocyte cell-cell adhesion";"59/2587";"345/23328";0.000486591123872533;0.0332727654703184;0.0299255013024088;"Ager/Aif1/Ap3d1/Bad/Btnl2/Capn1/Ccdc88b/Ccr7/Cd177/Cd300a/Cd5/Cd6/Ceacam1/Coro1a/Dhps/Dusp3/Efnb3/Elane/Erbb2/Fermt3/Foxj1/Fut7/Gstp1/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Il12rb1/Il23a/Il27ra/Irak1/Itgal/Itgam/Jak3/L1cam/Lgals7/Lypd10/Lypd11/Madcam1/Nfkbid/Nrarp/Prdx2/Prkcz/Pycard/Rara/Rasal3/Rela/Sart1/Scrib/Slc4a1/Spn/Stat5a/Stat5b/Tarm1/Tgfb1/Tnf/Tnfrsf14/Tnfsf14/Tnfsf9";59
"SF3A66";"SF3A66";"GO:0060965";"negative regulation of gene silencing by miRNA";"8/2587";"19/23328";0.000553206365021549;0.0365669407279244;0.0328882801567782;"Bcdin3d/Mecp2/Pou5f1/Stat3/Tgfb1/Tnf/Trp53/Zc3h10";8
"SF3A66";"SF3A66";"GO:0043523";"regulation of neuron apoptotic process";"48/2587";"270/23328";0.000658844730590033;0.0426029054595664;0.0383170224895782;"Agap2/Ager/Agrn/Akt1s1/Apoe/Arrb2/Axl/Barhl1/Bax/Bbc3/C5ar1/Cacna1a/Cdc34/Clcf1/Cln3/Coro1a/Crlf1/Ddit3/Egln2/Erbb3/Faim2/Grik5/Grin1/Grn/Gsk3a/Hras/Hsp90ab1/Itgam/Lrp1/Map3k11/Mecp2/Nrbp2/Nsmf/Ntf5/Pdpk1/Pla2g3/Prdx2/Prkcg/Sct/Set/Stxbp1/Syngap1/Tnf/Trp53/Tyrobp/Ube2m/Vegfa/Vegfb";48
"SF3A66";"SF3A66";"GO:0042255";"ribosome assembly";"17/2587";"66/23328";0.000672218155651153;0.0430002775050399;0.0386744186211071;"Bop1/Mpv17l2/Mrpl11/Mrpl20/Mrps7/Nop53/Rpl10/Rpl3l/Rpl6/Rps10/Rps15/Rps19/Rps2/Rps28/Rps5/Surf6/Traf7";17
"SF3A66";"SF3A66";"GO:0071353";"cellular response to interleukin-4";"10/2587";"29/23328";0.000756093798691266;0.0478510851958972;0.0430372315649239;"Cd300lf/Cdk4/Coro1a/Fasn/Hsp90ab1/Impdh2/Jak3/Rps2/Stat6/Tuba1b";10
"SF3A66";"SF3A66";"GO:0031346";"positive regulation of cell projection organization";"76/2587";"478/23328";0.000797445018638365;0.0499368464829435;0.0449131637644189;"Agrn/Anapc2/Ap2a1/Apoe/Arhgap35/Atp1b2/Avil/Baiap2/Cacng7/Ccr7/Cdc42ep2/Cdc42ep5/Cfl1/Coro1b/Cpne6/Crtc1/Cul7/Dlg4/Dvl1/Ehd1/Entr1/Eps8l1/Eps8l2/Flna/Fuz/Gdi1/Golga2/Grin1/Grn/Hras/Kat2a/L1cam/Lcn2/Lrp1/Map2k2/Mark2/Mark4/Mecp2/Megf8/Metrn/Mien1/Neu1/Nlgn2/Numbl/Pacsin1/Palm/Pfn1/Pla2g3/Plekhm1/Plk5/Plxna3/Plxnb2/Ppp2r5b/Ppp2r5d/Pqbp1/Ptbp1/Ptk7/Ptpn5/Rapgef1/Retreg3/Rnd2/Rnf157/Setx/Shank1/Shank3/Sphk1/Srf/Stk11/Syt3/Tbc1d24/Tnfrsf12a/Tsc2/Unc13a/Vegfa/Wnt1/Wnt3";76
