sep=;
"Cluster";"Purkinje";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"SF3A66";"SF3A66";"GO:0090150";"establishment of protein localization to membrane";"45/2676";"233/23328";0.00031331189669764;0.0240117644247568;0.0211724517510014;"Akt2/Amn/Arfrp1/Bag6/Bax/Bbs1/Cacnb1/Cacnb3/Cdk5/Cib1/Cln3/D230025D16Rik/Folr1/Folr2/Get4/Gga3/Grin3b/Hras/Hsp90aa1/Itgam/Naca/Ndufa13/Pex5/Rab11b/Rab26/Rab34/Rapsn/Sec16a/Sgta/Srp68/Stx1b/Stx4a/Sys1/Timm13/Tomm40/Tsc2/Vamp2/Vps35/Vps37b/Yif1b/Zdhhc1/Zdhhc12/Zdhhc24/Zdhhc4/Zfand2b";45
"SF3A66";"SF3A66";"GO:0001906";"cell killing";"40/2676";"200/23328";0.000314089824774616;0.0240117644247568;0.0211724517510014;"Ager/Arrb2/Bad/Ceacam1/Coro1a/Elane/F2/Gfer/Gm11127/Gm7030/Gm8909/Gzmm/H2-Bl/H2-D1/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Hamp2/Hsp90ab1/Il23a/Itgam/Lag3/Nectin2/Ptpn6/Rps19/Tap1/Tap2/Tusc2/Tyrobp/Unc13d";40
"SF3A66";"SF3A66";"GO:0033673";"negative regulation of kinase activity";"44/2676";"227/23328";0.000334469654704543;0.024330065162536;0.0214531144667321;"Acp4/Actb/Akt1s1/Apoe/Camk2n2/Cblc/Cdk5rap3/Ceacam1/Chmp6/Dbndd1/Dbndd2/Dusp3/Dvl1/Fem1a/Gadd45b/Gba/Gckr/Gstp1/Hexim1/Hexim2/Hyal2/Inca1/Inppl1/Men1/Midn/Mvp/Nppa/Nprl2/Nup62/Pik3ip1/Prkar2a/Prpsap1/Ptk6/Ptpn6/Ptprh/Pycard/Rasip1/Smcr8/Spred3/Srcin1/Tesk1/Tsc2/Vps25/Zgpat";44
"SF3A66";"SF3A66";"GO:0031346";"positive regulation of cell projection organization";"80/2676";"478/23328";0.000335101063877244;0.024330065162536;0.0214531144667321;"Ache/Anapc2/Ap2a1/Apoe/Arap1/Atp1b2/Avil/Baiap2/Camk1/Carmil2/Cdc42ep2/Cfl1/Coro1b/Cpne9/Crtc1/Cul7/Def8/Dlg4/Dvl1/Dvl3/Ehd1/Entr1/Eps8l2/Fes/Fscn1/Fuz/Golga2/Grin1/Grn/Hras/Hsp90aa1/Iqgap1/Lcn2/Lrp1/Map2k2/Mapkapk5/Mark2/Mark4/Mdk/Megf8/Metrn/Mir124a-1/Mir124a-3/Nckipsd/Neu1/Nlgn2/Ocm/P2ry2/Palm/Pfn1/Pla2g3/Plekhm1/Plk5/Plxnb1/Plxnb2/Ppp2r5b/Ppp2r5d/Ptbp1/Ptk6/Ptk7/Ptprf/Rac1/Rapgef1/Rasal1/Retreg3/Rnd2/Rnf157/Sez6/Shank1/Shank3/Sphk1/Srf/Stk11/Syt3/Tbc1d24/Tsc2/Unc13a/Vegfa/Wnt1/Zmynd10";80
"SF3A66";"SF3A66";"GO:0035825";"homologous recombination";"15/2676";"50/23328";0.000336209330922008;0.024330065162536;0.0214531144667321;"Cenpx/Chtf18/Cntd1/Dmc1/Eme2/Gm960/Hdac10/Meiob/Msh5/Mus81/Psmc3ip/Syce3/Tex19.1/Top2a/Ubr2";15
"SF3A66";"SF3A66";"GO:0003009";"skeletal muscle contraction";"13/2676";"40/23328";0.000347598996497675;0.0246753906680433;0.0217576063597229;"Actn3/Atp2a1/Ccdc78/Chrnb1/Chrne/Dmpk/Grcc10/Jsrp1/Myh14/Stac2/Stac3/Tcap/Tnnc2";13
"SF3A66";"SF3A66";"GO:0042987";"amyloid precursor protein catabolic process";"15/2676";"51/23328";0.000426310926251149;0.029293267304344;0.0258294341748145;"Abca7/Ager/Apoe/Cln3/Csnk1e/Efna1/Efna3/Flot2/Gga3/Gsk3a/Olfm1/Psenen/Rela/Tnf/Unc13a";15
"SF3A66";"SF3A66";"GO:1902563";"regulation of neutrophil activation";"7/2676";"14/23328";0.000427387934844529;0.029293267304344;0.0258294341748145;"Cd177/Grn/Itgam/Lypd10/Lypd11/Pram1/Tnf";7
"SF3A66";"SF3A66";"GO:0030865";"cortical cytoskeleton organization";"17/2676";"62/23328";0.000453108585649906;0.0300595319526241;0.0265050905325573;"Calr/Cdk5/Fhod1/Fmnl1/Fmnl3/Llgl1/Llgl2/Rac1/Rac3/Racgap1/Rhoa/Rhod/Rhof/Rnd1/Rnd2/Tln1/Tnf";17
"SF3A66";"SF3A66";"GO:1902991";"regulation of amyloid precursor protein catabolic process";"13/2676";"41/23328";0.000456014588197339;0.0300595319526241;0.0265050905325573;"Abca7/Ager/Apoe/Csnk1e/Efna1/Efna3/Flot2/Gga3/Gsk3a/Olfm1/Rela/Tnf/Unc13a";13
"SF3A66";"SF3A66";"GO:0000280";"nuclear division";"71/2676";"418/23328";0.000458731747054971;0.0300595319526241;0.0265050905325573;"Anapc11/Anapc15/Aurkb/Bag6/Becn1/Calr/Catsperz/Cdc6/Cdca5/Cdk11b/Cenpx/Chmp6/Chtf18/Cntd1/Cul7/Cul9/Dctn2/Dmc1/Dmrtc2/Drg1/Ehmt2/Eme2/Fzr1/Gm960/Golga2/Hsf1/Hspa1a/Hspa1b/Kif18b/Kif22/Kifc1/Kifc2/Klhdc8b/Kpnb1/Mad2l1bp/Majin/Mau2/Meiob/Meioc/Mir124a-1/Mir124a-3/Misp/Mov10l1/Msh5/Mus81/Ncaph2/Nfe2l1/Numa1/Nup62/Phb2/Prc1/Psmc3ip/Racgap1/Rhoa/Sh2b1/Sirt2/Sirt7/Spag5/Sphk1/Sun1/Syce2/Syce3/Tex19.1/Tex19.2/Tnf/Top2a/Tubg1/Tubg2/Ube2c/Ube2s/Ubr2";71
"SF3A66";"SF3A66";"GO:0006417";"regulation of translation";"62/2676";"355/23328";0.00048941866763419;0.031146302458384;0.0274633539775331;"Abcf1/Akt2/Aplp1/C1qbp/Calr/Casc3/Cdk4/Cirbp/Coa3/Dapk3/Ddx39b/Eef2/Eif2b5/Eif3c/Eif3k/Eif4enif1/Eif4g1/Eif5/Eif5a/Fxr2/Gle1/Gtpbp2/Hnrnpl/Inpp5e/Larp4/Mapk3/Mapkapk5/Mex3d/Mif4gd/Mir1247/Mir7b/Mknk2/Mpv17l2/Ngrn/Pa2g4/Padi6/Pcif1/Per1/Plxnb2/Ppp1ca/Ppp1r15a/Ptbp1/Rara/Rbm4/Rbm4b/Rpl13a/Rps6kb2/Samd4b/Shmt1/Shmt2/Tnf/Tob1/Trub2/Tsc1/Tsfm/Ucn/Unk/Upf1/Ybx2/Ythdf1/Zfp36/Zfp598";62
"SF3A66";"SF3A66";"GO:0050879";"multicellular organismal movement";"16/2676";"57/23328";0.000496209749043516;0.031146302458384;0.0274633539775331;"Actn3/Atp2a1/Cacna1a/Ccdc78/Chrnb1/Chrne/Comp/Dmpk/Grcc10/Jsrp1/Myh14/Stac2/Stac3/Tcap/Tnnc2/Vps35";16
"SF3A66";"SF3A66";"GO:0050881";"musculoskeletal movement";"16/2676";"57/23328";0.000496209749043516;0.031146302458384;0.0274633539775331;"Actn3/Atp2a1/Cacna1a/Ccdc78/Chrnb1/Chrne/Comp/Dmpk/Grcc10/Jsrp1/Myh14/Stac2/Stac3/Tcap/Tnnc2/Vps35";16
"SF3A66";"SF3A66";"GO:0034067";"protein localization to Golgi apparatus";"10/2676";"27/23328";0.000515735357396354;0.0314618128864576;0.0277415563285622;"Arfrp1/Arl5c/Atg9a/Csnk1d/Gbf1/Ift20/Numa1/Pacs1/Ripor1/Sys1";10
"SF3A66";"SF3A66";"GO:0022618";"ribonucleoprotein complex assembly";"35/2676";"172/23328";0.00051706484368151;0.0314618128864576;0.0277415563285622;"Bop1/Celf1/Celf5/Ddx39b/Denr/Eif5/Eral1/Gemin7/Hsp90aa1/Hsp90ab1/Lsm2/Lsm4/Luc7l3/Mrpl11/Mrpl20/Mrps7/Mrto4/Nol3/Pih1d1/Prpf6/Ptges3/Rbm5/Rpl13a/Rpl23a/Rpl3l/Rps15/Rps19/Rps2/Rps28/Ruvbl2/Sf3a2/Snrpd2/Srsf1/Traf7/Usp4";35
"SF3A66";"SF3A66";"GO:0071826";"ribonucleoprotein complex subunit organization";"36/2676";"179/23328";0.000546461515252498;0.0325855001545065;0.0287323712493287;"Bop1/Celf1/Celf5/Ddx39b/Denr/Dhx8/Eif5/Eral1/Gemin7/Hsp90aa1/Hsp90ab1/Lsm2/Lsm4/Luc7l3/Mrpl11/Mrpl20/Mrps7/Mrto4/Nol3/Pih1d1/Prpf6/Ptges3/Rbm5/Rpl13a/Rpl23a/Rpl3l/Rps15/Rps19/Rps2/Rps28/Ruvbl2/Sf3a2/Snrpd2/Srsf1/Traf7/Usp4";36
"SF3A66";"SF3A66";"GO:0036003";"positive regulation of transcription from RNA polymerase II promoter in response to stress";"9/2676";"23/23328";0.000614642610639583;0.0355836299732411;0.0313759820147646;"Atf6b/Creb3l1/Creb3l3/Ddit3/Hsf1/Nfe2l1/Notch1/Trp53/Vegfa";9
"SF3A66";"SF3A66";"GO:0045026";"plasma membrane fusion";"9/2676";"23/23328";0.000614642610639583;0.0355836299732411;0.0313759820147646;"4930451I11Rik/Adam1a/Catsper1/Folr1/Folr2/Izumo1/Mymk/Mymx/Tmem95";9
"SF3A66";"SF3A66";"GO:0045860";"positive regulation of protein kinase activity";"73/2676";"440/23328";0.000764033634921747;0.0421845607873924;0.0371963743317166;"Agap2/Ager/Arrb2/Atg13/Axin1/Camk1/Cd4/Cd40/Cdc6/Cdk5/Ceacam1/Cib1/Cks1brt/Cxcl17/Dag1/Daxx/Dlg4/Drd4/Dvl2/Dvl3/Efna1/Erbb3/Erp29/Gadd45b/Gdf15/Hras/Hsp90aa1/Hsp90ab1/Il23a/Il34/Il6ra/Iqgap1/Kiss1r/Lamtor2/Lpar2/Madd/Map2k2/Map3k10/Map3k11/Map4k1/Map4k2/Mapk8ip3/Mapre3/Mink1/Mmd2/Mst1r/Nab2/Pak4/Pde6g/Phb2/Pih1d1/Pkd1/Prdx2/Rhoa/Rptor/Sbk2/Sdc4/Shc2/Slc27a1/Spdye4a/Srcin1/Stk11/Stk4/Taok1/Taok2/Telo2/Tnf/Traf4/Traf7/Ttbk1/Ucn/Unc119/Vegfa";73
"SF3A66";"SF3A66";"GO:0045684";"positive regulation of epidermis development";"12/2676";"38/23328";0.000780522890899856;0.0421977182964005;0.0372079760082827;"Alox8/Cyp27b1/Etv4/Foxn1/Krt2/Med1/Notch1/Numa1/Sult2b1/Tnf/Tradd/Wnt10b";12
"SF3A66";"SF3A66";"GO:2000463";"positive regulation of excitatory postsynaptic potential";"12/2676";"38/23328";0.000780522890899856;0.0421977182964005;0.0372079760082827;"Baiap2/Cacnb3/Dlg4/Drd4/Dvl1/Grin1/Grk2/Nlgn2/Shank1/Shank3/Stx1b/Tbc1d24";12
"SF3A66";"SF3A66";"GO:0051262";"protein tetramerization";"20/2676";"82/23328";0.000785501715730413;0.0421977182964005;0.0372079760082827;"Aqp2/Aqp5/Crtc1/Crtc3/Farsa/Gnmt/Golga2/Grin1/H2-Ke6/Kcnc1/Kcnc3/Krt1/Mip/Pex5/Pkd1/Shmt1/Shmt2/Trp53/Trpm4/Vasp";20
"SF3A66";"SF3A66";"GO:0009896";"positive regulation of catabolic process";"76/2676";"463/23328";0.000825246639391843;0.0437902989040529;0.038612239163569;"Actn3/Ager/Akt2/Ambra1/Apc2/Apoc2/Apoe/Arih2/Axin1/Bag6/Bax/Becn1/Cbfa2t3/Csnk1d/Csnk1e/Daglb/Dda1/Ddit3/Dnajb2/Dvl1/Dxo/Endog/Fgf21/Fzr1/Gapdhs/Gba/Gga3/Gpd1/Gpsm1/Gsk3a/Hamp/Hsf1/Hsp90aa1/Hspa1a/Hspa1b/Hspbp1/Ier3/Kat5/Lrp1/Mapk3/Mex3d/Ndufa13/Nprl2/Nupr1/Oaz1/Osbpl7/Phb2/Pip4k2b/Pip4k2c/Pnpla2/Rad23a/Rnf185/Rnf40/Rnf41/Sct/Sgta/Sirt2/Smcr8/Stk11/Stub1/Supt5/Ticam1/Tmem259/Tnf/Tnfsf12/Tob1/Trim65/Tsc1/Tsc2/Upf1/Usp5/Vps28/Vps35/Ythdf1/Zer1/Zfp36";76
"SF3A66";"SF3A66";"GO:1902414";"protein localization to cell junction";"27/2676";"125/23328";0.00083900359404052;0.0437902989040529;0.038612239163569;"Actb/Actg1/Actn4/Baiap2/Bsn/Cdk5/Clstn3/Cnih2/Dag1/Dlg4/Grin1/Hras/Kif5a/Lamtor2/Lsr/Mapk8ip3/Nlgn2/Nphs1/Nptx1/Nrxn2/Rapsn/Shank1/Stx1b/Stx4a/Tyrobp/Vamp2/Vps35";27
"SF3A66";"SF3A66";"GO:0021700";"developmental maturation";"57/2676";"327/23328";0.000844521947671655;0.0437902989040529;0.038612239163569;"Actn3/Anapc2/Ap3d1/Baiap3/Bhlha15/Bloc1s3/C1ql1/Cacna1a/Catsperz/Cbfb/Ccdc154/Cend1/Dag1/Ddit3/Dlg4/Dmc1/Ercc2/Grin1/Igsf21/Insl3/Klf1/Lyl1/Neurod2/Notch1/Pabpc1l/Palm/Pcsk4/Pfn1/Pla2g3/Plxnb1/Pou2f2/Ptprn/Rab3a/Rac1/Rac3/Rhoa/Rnd1/Ryr1/Sez6/Sez6l2/Shank1/Sirt2/Slc17a7/Slc26a6/Sox18/Sox8/Svs2/Svs3a/Svs3b/Tbx6/Thbs3/Tusc2/Unc13a/Vegfa/Wnt1/Wnt10b/Zbtb7a";57
"SF3A66";"SF3A66";"GO:1902903";"regulation of supramolecular fiber organization";"63/2676";"370/23328";0.000870426356883167;0.044744416949089;0.0394535358677987;"Actg1/Alox15/Apc2/Apoe/Arap1/Arhgef10l/Arl2/Arpc4/Avil/Baiap2/Camsap1/Capn1/Capzb/Carmil2/Cdc42ep2/Cfl1/Cib1/Ckap5/Clip3/Colgalt1/Coro1a/Coro1b/Dapk3/Drg1/Emilin1/Eml2/Fchsd2/Fes/Fhod1/Flii/Gba2/Gmfg/Grb2/Hax1/Hip1r/Inpp5j/Kank3/Kiss1r/Lima1/Map1s/Map6d1/Mapre3/Mlst8/Mylk3/Naa80/Nphs1/Numa1/Pfn1/Pik3r2/Plekhg2/Pycard/Rac1/Rhoa/Sdc4/Shank1/Shank3/Sptan1/Ssh3/Taok1/Tesk1/Trim54/Tsc1/Vasp";63
"SF3A66";"SF3A66";"GO:0051054";"positive regulation of DNA metabolic process";"41/2676";"217/23328";0.000887957931455503;0.0452012036601289;0.0398563090430186;"Acd/Arrb2/Aurkb/Babam1/Bax/Brca1/Cd40/Chtf18/Ciz1/Clcf1/Ddx39b/Endog/Ercc1/Ercc2/Gfer/Hdac10/Hsf1/Hsp90aa1/Hsp90ab1/Kmt5b/Kmt5c/Mad2l2/Mapk3/Mapkapk5/Nabp2/Pagr1a/Pfn1/Pnkp/Ppp1r10/Ptges3/Rtel1/Slx1b/Stat6/Tbx21/Timeless/Tmem161a/Tnf/Tnfsf13/Tnfsfm13/Vegfa/Wrap53";41
"SF3A66";"SF3A66";"GO:0050808";"synapse organization";"78/2676";"479/23328";0.000899888370916073;0.0452012036601289;0.0398563090430186;"Abhd17a/Ache/Actb/Amigo3/Anapc2/Apoe/Arhgap33/Arhgap39/Baiap2/Bsn/C1ql1/Cacna1a/Cacna2d2/Cacnb1/Cacnb3/Camk1/Camkv/Cdk5/Cfl1/Chrnb1/Cln3/Clstn3/Dag1/Dgkz/Dlg4/Dmpk/Dvl1/Efna1/Eif4g1/Flrt1/Grin1/Igsf21/Itgam/Klk8/Lamb2/Lrfn1/Lrfn3/Lrfn4/Lrp4/Lrrc24/Lrrc4b/Malat1/Ncan/Neurod2/Nlgn2/Npas4/Nptx1/Nrxn2/Ntng2/Obsl1/Palm/Pfn1/Plxnb1/Plxnb2/Ppfia3/Prrt1/Ptprf/Ptprs/Rab3a/Rapsn/Rhoa/Sema3f/Sema4a/Sez6/Sez6l2/Shank1/Shank3/Shisa7/Sptbn2/Srcin1/Tnf/Tsc1/Tsc2/Tuba1a/Tubb5/Ube3a/Unc13a/Vps35";78
"SF3A66";"SF3A66";"GO:0007131";"reciprocal meiotic recombination";"14/2676";"49/23328";0.000903496015359138;0.0452012036601289;0.0398563090430186;"Cenpx/Chtf18/Cntd1/Dmc1/Eme2/Gm960/Meiob/Msh5/Mus81/Psmc3ip/Syce3/Tex19.1/Top2a/Ubr2";14
"SF3A66";"SF3A66";"GO:0018205";"peptidyl-lysine modification";"62/2676";"364/23328";0.000943105142498876;0.0460961964321377;0.0406454718445374;"Ash1l/Atat1/Bag6/Baz2a/Brca1/Brpf1/Ctcf/Dhps/Dmrtc2/Dohh/Dot1l/Eef1akmt3/Ehmt2/Ezh1/Gfi1b/Hdac10/Hmg20b/Jmjd6/Kat5/Kat8/Kdm4b/Kmt2b/Kmt2d/Kmt5b/Kmt5c/Ldb1/Lmna/Mapk3/Mbd3/Mcrs1/Mllt6/Msl1/Myod1/Naa40/P3h3/Pagr1a/Pcgf2/Per1/Pias4/Pih1d1/Rela/Rps6ka4/Ruvbl2/Senp3/Setd1a/Setd1b/Sgf29/Sirt2/Sirt7/Sphk2/Spi1/Supt6/Tada3/Tcf3/Traf7/Trmt112/Trpm4/Ube2i/Vps33b/Wbp2/Yeats2/Zfp335";62
"SF3A66";"SF3A66";"GO:0006575";"cellular modified amino acid metabolic process";"33/2676";"165/23328";0.00100316386397059;0.0469417415521291;0.041391034017297;"Abhd16a/Abhd16b/Carns1/Ckm/Cpt1b/Cpt1c/Crat/Dio3/Ethe1/Folr1/Gamt/Ggt6/Gnmt/Gpx1/Gpx4/Gstp1/Gstp2/Gstp3/Hagh/Kyat1/Lpcat3/Med1/Mthfr/Nfe2l1/Oplah/Pipox/Pla2g3/Ptdss2/Sardh/Shmt1/Shmt2/Slc27a1/Slc5a5";33
"SF3A66";"SF3A66";"GO:0007005";"mitochondrion organization";"78/2676";"481/23328";0.00101590652067402;0.0469417415521291;0.041391034017297;"Afg3l1/Aip/Ambra1/Arrb2/Atad3a/Atcay/Atg13/Atg2a/Atg9a/Atp2a1/Atp5d/Bad/Bax/Becn1/Bhlha15/Cdk5/Coa3/Cox14/Cox19/Cox7a1/Cstad/Dnlz/Dnm1/Gabarap/Gba/Gpx1/Gsk3a/Higd1b/Hip1r/Hsp90aa1/Hspa1l/Ier3/Lmna/Mief2/Miga2/Mmp9/Mpv17/Mtx1/Myh14/Ndufa13/Ndufaf3/Ndufaf8/Ndufb10/Ndufs7/Ndufs8/Nectin2/Nol3/Nptx1/Opa3/Parl/Pde2a/Pex5/Phb2/Plscr3/Pmpca/Poldip2/Pycard/Rab3a/Rhot2/Rnf41/Sco2/Sdhaf1/Sharpin/Sirt7/Stat2/Surf1/Timm13/Timm50/Tmem102/Tomm34/Tomm40/Top3a/Trp53/Tymp/Vat1/Vps35/Wdr45b/Wipi2";78
"SF3A66";"SF3A66";"GO:0035036";"sperm-egg recognition";"15/2676";"55/23328";0.00102192639814629;0.0469417415521291;0.041391034017297;"Acr/Adam1a/Adam1b/Aldoa/Arsa/Atp8b3/Folr1/Folr2/Hspa1b/Hspa1l/Izumo1/Pcsk4/Pmis2/Tex101/Zan";15
"SF3A66";"SF3A66";"GO:0120255";"olefinic compound biosynthetic process";"11/2676";"34/23328";0.00102338192214939;0.0469417415521291;0.041391034017297;"Alox12/Alox12b/Alox12e/Alox15/Alox8/Aloxe3/Cacna1h/Clcn2/Dkkl1/Hsd17b1/Stard3";11
"SF3A66";"SF3A66";"GO:0032091";"negative regulation of protein binding";"24/2676";"108/23328";0.00104686916888971;0.0476525256037355;0.0420177701776144;"Actb/Adam15/Arrb2/Aurkb/Bax/Camk1/Csnk1e/Dnajb2/Dvl1/Eif2b4/Golga2/Gpsm1/Mapk3/Ptprf/Ripor1/Ruvbl2/Slpi/Stub1/Sympk/Tle5/Tmbim6/Ttbk1/Wfikkn1/Wfikkn2";24
"SF3A66";"SF3A66";"GO:0046785";"microtubule polymerization";"19/2676";"78/23328";0.00106814650855488;0.0482527093220663;0.0425469841326286;"Arl2/Camsap1/Capzb/Ckap5/Clip3/Csnk1d/Drg1/Eml2/Fes/Gba2/Golga2/Inpp5j/Mapre3/Numa1/Rac1/Tppp3/Tubg1/Tubg2/Tubgcp6";19
