100kb name,n_per_dist(um),chrom,PT_0h
chr3-g1029,1.6606023482671914,chr3,-0.48174901657766683
chr3-g1030,1.6747842317991417,chr3,-1.5184913450102615
chr3-g1031,1.7396195071492089,chr3,-1.109735783857525
chr3-g1032,1.7247044453161342,chr3,-1.2656634163017388
chr3-g1033,1.709370970772551,chr3,-1.2074699842743242
chr3-g1034,1.7054842882173364,chr3,-1.081551255803265
chr3-g1035,1.686637064902623,chr3,-1.0635107009305238
chr3-g1036,1.6948015974089676,chr3,-1.2807081894733163
chr3-g1037,1.6709815426893728,chr3,-1.3657749912854704
chr3-g1038,1.6784441351299972,chr3,-1.175312378549956
chr3-g1039,1.5726503906393114,chr3,-1.0043582421134478
chr3-g1040,1.464331685922636,chr3,-0.9097707573601918
chr3-g1041,1.5262000332915555,chr3,-0.5872282367985835
chr3-g1042,1.484388230505374,chr3,-0.7247429191789836
chr3-g1043,1.5088308653581928,chr3,-0.6468012343355882
chr3-g1044,1.515902369843663,chr3,-1.1823985388104004
chr3-g1045,1.5297897018304765,chr3,-1.0320851628584877
chr3-g1046,1.5271700270255284,chr3,-1.1436265180548837
chr3-g1047,1.5145540196709124,chr3,-1.2893781663408883
chr3-g1048,1.513809657411214,chr3,-1.2222948117414765
chr3-g1049,1.5304497854435448,chr3,-1.1740590942175977
chr3-g1050,1.5050169995275315,chr3,-0.9045007443069434
chr3-g1051,1.460260707253717,chr3,-0.3737058571570483
chr3-g1052,1.4101489884628111,chr3,0.02938487144743911
chr3-g1053,1.3926523078351032,chr3,-0.17603478152899196
chr3-g1054,1.4442121467709192,chr3,-0.4569325675628109
chr3-g1055,1.2770387471684652,chr3,-0.27723908427672367
chr3-g1056,1.2877510157557368,chr3,-0.48367346462995575
chr3-g1057,1.2797161421479526,chr3,-0.3860543908384774
chr3-g1058,1.2741723034538888,chr3,-0.18235644340209795
chr3-g1059,1.2416572539160282,chr3,-0.6399441931966888
chr3-g1060,1.190419768019086,chr3,0.7568451415399806
chr3-g1061,1.0670359771256734,chr3,1.3244203638469056
chr3-g1062,1.0322491610462778,chr3,1.3381135071683747
chr3-g1063,1.09952233410986,chr3,1.3628554597946245
chr3-g1064,1.051490212564942,chr3,0.949957420685891
chr3-g1065,1.067636973754187,chr3,0.5404705999375141
chr3-g1066,1.0648160845416923,chr3,1.0115414835220342
chr3-g1067,1.0471437918806608,chr3,1.078506160026286
chr3-g1068,1.055531580044554,chr3,1.074925246065414
chr3-g1069,1.1964185145450812,chr3,0.8736741086820071
chr3-g1070,1.3522907172500886,chr3,0.45626390283395085
chr3-g1071,1.354708764893453,chr3,0.13935962791458273
chr3-g1072,1.4139009838671774,chr3,-0.8034522643016093
chr3-g1073,1.4074011507384725,chr3,-0.9018247238719146
chr3-g1074,1.4057112131814782,chr3,-0.6934926434644924
chr3-g1075,1.472586027025728,chr3,-0.9401758927721516
chr3-g1076,1.5079419918034445,chr3,-1.238650296393902
chr3-g1077,1.497279601930526,chr3,-1.0195453218382922
chr3-g1078,1.5185577908973906,chr3,-1.0426512177868503
chr3-g1079,1.49697383844649,chr3,-1.3161291014221006
chr3-g1080,1.5136621193419149,chr3,-1.4974538780079316
chr3-g1081,1.5693927966647043,chr3,-1.4570744684737118
chr3-g1082,1.4778569344841168,chr3,-1.3795784115215481
chr3-g1083,1.5205239023172763,chr3,-1.349420149026408
chr3-g1084,1.4530747666661556,chr3,-1.3110133031206916
chr3-g1085,1.335180697638096,chr3,-1.2456716757451394
chr3-g1086,1.3259546247321152,chr3,-1.222841922919528
chr3-g1087,1.294097768451847,chr3,-1.0470051692577536
chr3-g1088,1.3058252849793313,chr3,-0.946206280464008
chr3-g1089,1.2294982943694936,chr3,-0.6005748635630072
chr3-g1090,1.187342243758568,chr3,-0.22813369959995047
chr3-g1091,1.115199217682056,chr3,0.2732489822831047
chr3-g1092,1.0307849830024425,chr3,0.8265168850852891
chr3-g1093,1.0932315035932647,chr3,0.6797748216573501
chr3-g1094,1.0465220139821516,chr3,0.6176580467716358
chr3-g1095,1.0396674531622638,chr3,0.7880118719630651
chr3-g1096,0.988539867055482,chr3,0.9521670874436305
chr3-g1097,0.9868668683143094,chr3,1.088037130586319
chr3-g1098,1.003084971597019,chr3,1.1056356799249172
chr3-g1099,1.025509422521182,chr3,1.022117419540513
chr3-g1100,0.8767729561448352,chr3,1.1268061450979012
chr3-g1101,0.8842428512558831,chr3,0.8434092384000536
chr3-g1102,0.9005028460885129,chr3,0.7460566069401853
chr3-g1103,0.851718083007611,chr3,1.2489718108829817
chr3-g1104,0.853910346956019,chr3,1.3289529649852319
chr3-g1105,0.8805273283543058,chr3,1.3381070030027484
chr3-g1106,0.8591534735320674,chr3,1.3086426208184927
chr3-g1107,0.8501402311168498,chr3,1.347841706653551
chr3-g1108,0.8570196473715619,chr3,1.3195404290339583
chr3-g1109,0.7845789034917932,chr3,1.3818034434438682
chr3-g1110,0.8332985733115565,chr3,1.2701837552047042
chr3-g1111,0.8789525178832989,chr3,1.1622187813047615
chr3-g1112,0.8157292473984699,chr3,1.2283005619374632
chr3-g1113,0.9117322212673192,chr3,0.9853544286066738
chr3-g1114,0.9273656044006886,chr3,1.284902145521298
chr3-g1115,0.8956781046787228,chr3,1.3677196513307457
chr3-g1116,0.8680297411905293,chr3,1.080471144362985
chr3-g1117,0.9058496850971004,chr3,1.2055574841795025
chr3-g1118,0.8775522508614371,chr3,1.1206511378619952
chr3-g1119,0.8347739782913095,chr3,1.2504995149760627
chr3-g1120,0.9159892410842768,chr3,0.9603517828432306
chr3-g1121,0.8805918921057718,chr3,0.8857869279821899
chr3-g1122,0.8463661139219436,chr3,0.8941193810716346
chr3-g1123,0.8943212576744939,chr3,1.1785700175652638
chr3-g1124,0.8465888293342676,chr3,1.262178711574172
chr3-g1125,0.8470877716675296,chr3,1.272011253853988
chr3-g1126,0.8751873901170404,chr3,1.236760224854449
chr3-g1127,0.8386880520787034,chr3,1.2919156731345007
chr3-g1128,0.8614919892155273,chr3,1.1389729514306777
chr3-g1129,0.8873736320761187,chr3,0.8294996177449796
chr3-g1135,0.900005656172624,chr3,0.9800606980087555
chr3-g1136,0.9745939425101726,chr3,0.5746004520743153
chr3-g1137,0.906661755689508,chr3,1.201870530798638
chr3-g1138,0.8903322731960337,chr3,1.1965269679976727
chr3-g1139,0.8713660442144109,chr3,1.1380697034432632
chr3-g1140,0.862231671981007,chr3,1.1136116914023286
chr3-g1141,0.8729788777868235,chr3,1.0846390348186432
chr3-g1142,0.8041135722112918,chr3,1.367371326116577
chr3-g1143,0.9074660896856016,chr3,1.4609295936285778
chr3-g1144,0.8607739955413458,chr3,1.325990804155957
chr3-g1145,0.8536033650308417,chr3,1.4641288150627643
chr3-g1146,0.9289996686445444,chr3,1.3592876389615618
chr3-g1147,0.8473256693933644,chr3,1.236901832383189
chr3-g1148,0.8115441028106973,chr3,1.2834099670107713
chr3-g1149,0.9533514050815723,chr3,1.2597346415029511
chr3-g1150,0.969830968756701,chr3,1.2406664539422372
chr3-g1151,0.9562550832934784,chr3,1.175152025247479
chr3-g1152,0.990790420138736,chr3,1.343011697767887
chr3-g1153,1.0560759586961843,chr3,1.3615481716631372
chr3-g1154,0.9766306605612868,chr3,1.4498974706123833
chr3-g1155,1.0617139191107985,chr3,1.1122221705275084
chr3-g1156,1.1317194999827986,chr3,0.2275577757027129
chr3-g1157,1.0637830998404478,chr3,0.1733943924997722
chr3-g1158,1.117342780149837,chr3,0.3231731571102122
chr3-g1159,1.1656333351597974,chr3,-0.2589151860317821
chr3-g1160,1.122025480169416,chr3,-0.0046988024259246195
chr3-g1161,1.1573722230883297,chr3,0.5063936309857527
chr3-g1162,1.1574875023981708,chr3,-0.013309977490908117
chr3-g1163,1.17474096449026,chr3,-0.3530052321782505
chr3-g1164,1.2044764201556983,chr3,-0.5425839573054023
chr3-g1165,1.2197223872249454,chr3,-0.8862541035159495
chr3-g1166,1.2036175585050508,chr3,-1.1530498399305444
chr3-g1167,1.1768944411595026,chr3,-0.8583546036235591
chr3-g1168,1.1848250821294903,chr3,-0.617258433260987
chr3-g1169,1.05351423289793,chr3,0.3440349220049019
chr3-g1170,1.0823128964387827,chr3,0.8611852592082636
chr3-g1171,1.0184430042613286,chr3,0.9276918650476906
chr3-g1172,0.9363052019226346,chr3,1.1626699976227148
chr3-g1173,1.031388346102366,chr3,1.1234429853340873
chr3-g1174,0.9250001276333056,chr3,1.0444026761352714
chr3-g1175,0.9187364302389692,chr3,1.1105277705599648
chr3-g1176,0.950132088397428,chr3,1.4311705038566758
chr3-g1177,0.9246563289965586,chr3,1.181454699783179
chr3-g1178,0.920766303529982,chr3,1.1516328690810456
chr3-g1179,0.9693323131146608,chr3,1.3378920413426216
chr3-g1180,0.988307610334886,chr3,1.2521610655190742
chr3-g1181,0.9492408263867392,chr3,0.8216209556216654
chr3-g1182,0.9069561650879284,chr3,0.919968566946436
chr3-g1183,0.9413105469746612,chr3,1.3170063038577617
chr3-g1184,0.906762777006134,chr3,1.2339782607281928
chr3-g1185,0.9110069922330718,chr3,1.072497036830336
chr3-g1186,0.9545571071676876,chr3,1.277005053916359
chr3-g1187,0.8704121649439259,chr3,1.4013584743991412
chr3-g1188,0.9123945663198176,chr3,1.473689389353413
chr3-g1189,0.8794918316337359,chr3,1.2228477755378644
chr3-g1190,0.890301621372779,chr3,1.0326253765595967
chr3-g1191,0.9761350316106548,chr3,0.9744331667790529
chr3-g1192,0.8330956248875143,chr3,1.2766385307339312
chr3-g1193,0.8285215778109372,chr3,1.3086197499270913
chr3-g1194,0.9564152085892244,chr3,1.2193062690743968
chr3-g1195,0.978371850810314,chr3,1.179909770203953
chr3-g1196,0.9467514037579644,chr3,0.822578011567547
chr3-g1197,1.061850248567926,chr3,-0.028922817447445664
chr3-g1198,1.033907224246692,chr3,0.6559722164721642
chr3-g1199,0.988080159311246,chr3,0.9779614426848167
chr3-g1200,1.0063655289189448,chr3,1.0255196483618874
chr3-g1201,0.9824944391648645,chr3,1.158805406480765
chr3-g1202,0.916858052715456,chr3,1.1870412173340008
chr3-g1203,0.9514175926535124,chr3,1.2593865822396046
chr3-g1204,0.9247309763822198,chr3,1.2128626862268477
chr3-g1205,0.91260215759079,chr3,1.297877959682238
chr3-g1206,0.9874252270726228,chr3,1.1863540790205302
chr3-g1207,0.9455509906984156,chr3,0.9464639192806471
chr3-g1208,1.0229433461475996,chr3,0.6141160678884711
chr3-g1209,1.1189546590557304,chr3,0.5962544438844882
chr3-g1210,1.2279931867910046,chr3,0.6694982799151006
chr3-g1211,1.2459969309831225,chr3,-0.171287756689172
chr3-g1212,1.3305867405513787,chr3,-0.7142260881205432
chr3-g1213,1.3814243895701237,chr3,-1.1574539871941423
chr3-g1214,1.3405198311706634,chr3,-1.2343428088576394
chr3-g1215,1.3859997570287983,chr3,-1.2854778711588895
chr3-g1216,1.4422914455014926,chr3,-1.0062586883974431
chr3-g1217,1.407073629010859,chr3,-0.9552091033753217
chr3-g1218,1.4248585281734822,chr3,-0.9527589923322999
chr3-g1219,1.4245540122906777,chr3,-0.6903441273207023
chr3-g1220,1.4155287508652723,chr3,-0.6646523586006003
chr3-g1221,1.462932854479786,chr3,-1.0352610547097019
chr3-g1222,1.4297804780149272,chr3,-1.0758786978203794
chr3-g1223,1.3776545531209858,chr3,-1.2598981462487155
chr3-g1224,1.4273714192729003,chr3,-1.0889511116176434
chr3-g1225,1.2978266737575554,chr3,-1.1650691020819959
chr3-g1226,1.2661717018125085,chr3,-0.6401040334236581
chr3-g1227,1.2666337184589502,chr3,-0.18828381722688287
chr3-g1228,1.287121383041696,chr3,-0.05265529155534297
chr3-g1229,1.2279712639347364,chr3,-0.4282762726034332
chr3-g1230,1.2445851963204388,chr3,-0.06380204800645559
chr3-g1231,1.233688845558348,chr3,-0.25185851820659333
chr3-g1232,1.2443063537669958,chr3,-0.25764865678175025
chr3-g1233,1.2161303488985773,chr3,-0.4581885628338032
chr3-g1234,1.1926640173233871,chr3,0.28497308123570714
chr3-g1235,1.025692303055754,chr3,0.40241152404685165
chr3-g1236,1.0670618502566622,chr3,0.9060572484554192
chr3-g1237,0.9715389835838808,chr3,1.0107731527979116
chr3-g1238,0.94046435091947,chr3,1.2499955778664062
chr3-g1239,1.0675590372392594,chr3,1.12330521203524
chr3-g1240,0.945916972955076,chr3,1.1258310022740434
chr3-g1241,0.8654161753630474,chr3,1.438444989585945
chr3-g1242,0.8786826303375492,chr3,0.9069804962162717
chr3-g1243,0.9104309278624498,chr3,1.2728858434524581
chr3-g1244,0.7980877722776931,chr3,1.1971034273690773
chr3-g1245,0.908892436561139,chr3,1.2193563968730294
chr3-g1246,0.8793290080202185,chr3,1.170351018984215
chr3-g1247,0.7970093548465318,chr3,1.427666379004028
chr3-g1248,0.8605989515918262,chr3,1.4858844336596977
chr3-g1249,0.7955098590401195,chr3,1.1872805671451148
chr3-g1250,0.8127771665094241,chr3,1.1856853997748282
chr3-g1251,0.8598831289580318,chr3,1.3721948162733735
chr3-g1252,0.7979959857252394,chr3,1.3677898031383147
chr3-g1253,0.7801013823946763,chr3,1.4105725311035555
chr3-g1254,0.8992271950049524,chr3,1.2472616421695857
chr3-g1255,0.9081763652619714,chr3,1.4753210112093766
chr3-g1256,0.9063155701533264,chr3,1.3128255668344821
chr3-g1257,0.8533685363650774,chr3,1.456548925584675
chr3-g1258,0.9254791017500644,chr3,1.3843491534758698
chr3-g1259,0.8966411164108972,chr3,1.1586509744866171
chr3-g1260,0.9133971902064656,chr3,1.2633513595255355
chr3-g1261,0.9775446675465332,chr3,1.4556029894409452
chr3-g1262,0.9060105598035624,chr3,1.302430680183798
chr3-g1263,0.9309529700671284,chr3,1.3278308270261086
chr3-g1264,0.9780270452048904,chr3,0.8858005898994248
chr3-g1265,0.8938967956016866,chr3,0.968804032130359
chr3-g1266,0.977383216892984,chr3,1.0160732890789126
chr3-g1267,0.8971470291349308,chr3,1.2250027982353056
chr3-g1268,0.9123893597353726,chr3,1.1795687798267949
chr3-g1269,1.023579498139755,chr3,0.6757224816521603
chr3-g1270,1.086167849318687,chr3,0.7816405210098107
chr3-g1271,1.1007158026187027,chr3,0.5290105173859205
chr3-g1272,1.1594581201299894,chr3,0.06337135630003052
chr3-g1273,1.1370062573758488,chr3,-0.06378860079101696
chr3-g1274,1.1689644362537277,chr3,-0.5091929380676825
chr3-g1275,1.193356072845229,chr3,-0.7986916016665215
chr3-g1276,1.194983904344216,chr3,-0.3755743408803828
chr3-g1277,1.135620662172463,chr3,-0.12483411206485126
chr3-g1278,1.115287371556545,chr3,-0.2103844668468772
chr3-g1279,1.1232322568689996,chr3,0.21489956879119862
chr3-g1280,0.9701683828004612,chr3,0.9521438820219554
chr3-g1281,1.0434463042683788,chr3,1.0104350508817403
chr3-g1282,0.9629032378489852,chr3,1.0556180428960236
chr3-g1283,0.9709714667583677,chr3,0.899465232533261
chr3-g1284,1.015584520520334,chr3,1.1749057908041698
chr3-g1285,1.0629929490967038,chr3,1.3180639894737642
chr3-g1286,1.0088129048070305,chr3,1.1797839390798819
chr3-g1287,1.0120425750455502,chr3,1.2759307202111598
chr3-g1288,1.065142835120087,chr3,0.9981359908299572
chr3-g1289,0.9950252522293456,chr3,1.1656522474325186
chr3-g1290,1.06844845373436,chr3,1.1340763662390585
chr3-g1291,1.1047595841353766,chr3,0.5631842227514451
chr3-g1292,1.1380285518503852,chr3,-0.47619797228334904
chr3-g1293,1.2467992401344672,chr3,-0.29921405022267145
chr3-g1294,1.214098069556138,chr3,-0.44656630144269976
chr3-g1295,1.2517689358235793,chr3,-1.0832780712365366
chr3-g1296,1.3013993249655225,chr3,-0.9411598465811345
chr3-g1297,1.2642539362790348,chr3,-0.17011503495350683
chr3-g1298,1.1899933656878368,chr3,-0.6052907507149564
chr3-g1299,1.260891651317246,chr3,-0.4186997014110149
chr3-g1300,1.2647236972850395,chr3,-0.35546533296066796
chr3-g1301,1.219208686416267,chr3,0.43218779745506486
chr3-g1302,1.1767147220908871,chr3,0.8979332931820247
chr3-g1303,1.2259718437919167,chr3,0.9472364089860934
chr3-g1304,1.1356673269574515,chr3,0.8775283238408659
chr3-g1305,1.212616037274632,chr3,0.7517032885449593
chr3-g1306,1.240272798972828,chr3,0.21112092040410455
chr3-g1307,1.2679801501965815,chr3,-0.6753450059359142
chr3-g1308,1.3199407390791449,chr3,-0.63192783289938
chr3-g1309,1.363174629856147,chr3,-0.2937147107969873
chr3-g1310,1.3411284023841552,chr3,-0.5250088511491915
chr3-g1311,1.3479294655330714,chr3,-0.7665770954472302
chr3-g1312,1.341308386194147,chr3,-0.9320883609645474
chr3-g1313,1.1826914575888492,chr3,-0.6192529293622736
chr3-g1314,1.228459313741136,chr3,-0.37075339500986426
chr3-g1315,1.255954010047161,chr3,-0.39598870450250057
chr3-g1316,1.0821457879430028,chr3,0.6422266870791355
chr3-g1317,1.0027218051159537,chr3,1.0207671046094295
chr3-g1318,1.0509373855774262,chr3,1.0827301165528298
chr3-g1319,1.0480647448637548,chr3,0.7649434860757476
chr3-g1320,0.9419175909281762,chr3,0.9165419003582643
chr3-g1321,1.0013941472196484,chr3,1.3290647913730869
chr3-g1322,0.9951936972440828,chr3,1.275160662647394
chr3-g1323,0.9426935967505234,chr3,1.383961569683499
chr3-g1324,1.0074831526584824,chr3,1.1727643087457793
chr3-g1325,0.9805098245591825,chr3,1.3077772102712322
chr3-g1326,0.974894696595165,chr3,0.4942397548642988
chr3-g1327,1.0266097906217788,chr3,0.27646681681264035
chr3-g1328,0.9697083747711588,chr3,0.5903069175126974
chr3-g1329,0.9730537777811624,chr3,0.5090929038693288
chr3-g1330,1.0581341114814058,chr3,0.13178883639045016
chr3-g1331,1.0183917841111514,chr3,0.4902109949162698
chr3-g1332,1.019553414845067,chr3,0.8020133028211791
chr3-g1333,1.0500856595228338,chr3,-0.012801486591126163
chr3-g1334,1.0921817765071022,chr3,-0.07032788138457788
chr3-g1335,1.1090400778235892,chr3,-0.41342812379990707
chr3-g1336,1.0682517162190557,chr3,0.5889757182109795
chr3-g1337,0.9826951117626526,chr3,1.3255063368166755
chr3-g1338,0.9131886844414664,chr3,1.119256227635978
chr3-g1339,0.9608828206038158,chr3,1.3548672771787573
chr3-g1340,0.8730758622321568,chr3,1.4353098793538073
chr3-g1341,0.860468569986099,chr3,1.4329606440636504
chr3-g1342,0.9420058961694404,chr3,1.0500143225300955
chr3-g1343,0.8898638486744366,chr3,1.2708766308655686
chr3-g1344,0.8127179871276501,chr3,1.3740412312529113
chr3-g1345,0.9232368846769544,chr3,1.3191631581156442
chr3-g1346,1.0104204544729147,chr3,1.2918730790297244
chr3-g1347,0.91235294044196,chr3,1.4293501023013755
chr3-g1348,0.962162732317052,chr3,1.2646135382650243
chr3-g1349,0.9568656738012118,chr3,1.5132310368487532
chr3-g1350,0.8906329668439891,chr3,1.5380549352216362
chr3-g1351,1.017841983778626,chr3,1.3332941668530929
chr3-g1352,1.0984587101704646,chr3,-0.6192506370756983
chr3-g1353,1.1073976834311603,chr3,-0.5633782420801974
chr3-g1354,1.16295955678496,chr3,-0.7876676457698628
chr3-g1355,1.2146829550483038,chr3,-0.8971460690774166
chr3-g1356,1.138618648210247,chr3,-0.46040125540653654
chr3-g1357,1.2269669132924257,chr3,0.037638981562440624
chr3-g1358,1.0160705713607876,chr3,0.7476450006223193
chr3-g1359,0.9369438037029948,chr3,1.0307240760890892
chr3-g1360,1.045889145893048,chr3,1.4084978989606063
chr3-g1361,1.0024474103716332,chr3,1.1087048840777007
chr3-g1362,0.898706458087819,chr3,1.4472754813054525
chr3-g1363,0.915985148443624,chr3,1.4592445813092298
chr3-g1364,0.914419948550896,chr3,1.3787257420532204
chr3-g1365,0.8688290386638999,chr3,1.307539366559761
chr3-g1366,0.9287718850302094,chr3,0.9140571693143569
chr3-g1367,0.983354493617121,chr3,0.9807972785841258
chr3-g1368,0.9287381749356288,chr3,1.1907574947933692
chr3-g1369,0.973281489563572,chr3,1.178812556008759
chr3-g1370,0.931756638669868,chr3,1.4745034412127878
chr3-g1371,0.9101232245709944,chr3,1.2913395769806362
chr3-g1372,0.9604539077668924,chr3,1.351505339417434
chr3-g1373,0.8480945542375142,chr3,1.2342537848060977
chr3-g1374,0.9337116954969148,chr3,1.2610419958153736
chr3-g1375,1.0153755288487512,chr3,1.061466115002501
chr3-g1376,1.1230771343635988,chr3,0.7414329195320926
chr3-g1377,1.1259468784697324,chr3,0.045444162434656744
chr3-g1378,1.293101118463885,chr3,-0.8339702525130509
chr3-g1379,1.2866141480767634,chr3,-0.7327936053924173
chr3-g1380,1.1922251291080137,chr3,-0.1082179731042969
chr3-g1381,1.292104525650008,chr3,-0.3813534018548134
chr3-g1382,1.242214056558174,chr3,0.18781132785783838
chr3-g1383,1.1793406454608828,chr3,0.3851308315672053
chr3-g1384,1.245851490993819,chr3,-0.4965998267736727
chr3-g1385,1.1937120453092431,chr3,-0.9739506003257885
chr3-g1386,1.212306552279279,chr3,-0.6132765358382509
chr3-g1387,1.2056787275015113,chr3,-0.5348739503431885
chr3-g1388,1.2140939513123865,chr3,-0.5759850978379837
chr3-g1389,1.1829161576011624,chr3,-0.14831516907880976
chr3-g1390,1.187078771630615,chr3,-0.00938861904455054
chr3-g1391,1.06935370882012,chr3,0.524380977202626
chr3-g1392,0.988635929036731,chr3,0.8500220596423611
chr3-g1393,0.9250861857292604,chr3,1.0540472933722538
chr3-g1394,0.9478191539666256,chr3,1.3266732024093115
chr3-g1395,0.8868965182327067,chr3,1.215473110411393
chr3-g1396,0.9504523856403146,chr3,1.2228723657673792
chr3-g1397,0.945943353667812,chr3,1.4335511618848336
chr3-g1398,0.8958332158238775,chr3,1.2184809105210523
chr3-g1399,0.91442776474001,chr3,1.365568619551323
chr3-g1400,0.8941581629018436,chr3,1.330232934827813
chr3-g1401,0.8835626915993005,chr3,1.3413364248106165
chr3-g1402,0.9567711363569608,chr3,1.5039796022460856
chr3-g1403,0.8643919212514717,chr3,1.321333538436852
chr3-g1404,0.8186877927243117,chr3,1.4515843240234827
chr3-g1405,0.903859574096174,chr3,1.198928235305145
chr3-g1406,0.9108521272948034,chr3,1.1744033700104395
chr3-g1407,0.918842227844932,chr3,1.089003219249823
chr3-g1408,0.8342850587168638,chr3,1.3228942960920438
chr3-g1409,0.9428075488488556,chr3,1.3352295180369735
chr3-g1410,0.8195761190846841,chr3,1.0534881166449734
chr3-g1411,0.8988090377289937,chr3,1.3892047503171556
chr3-g1412,0.9480563025164744,chr3,1.10316477302989
chr3-g1413,0.8483149906954806,chr3,1.3448216365495442
chr3-g1414,0.9083238844412715,chr3,1.3505822579092217
chr3-g1415,0.8755061111387485,chr3,1.1825669106644685
chr3-g1416,0.8182151170289043,chr3,1.4020262652713231
chr3-g1417,0.8853649479286205,chr3,1.4645707113986108
chr3-g1418,0.8723193656140005,chr3,0.92140292303922
chr3-g1419,0.9031038909838336,chr3,1.168584833572814
chr3-g1420,0.9423086541890754,chr3,1.3694515800022566
chr3-g1421,1.030458143149496,chr3,1.1623427375735307
chr3-g1422,1.07354574955012,chr3,0.842463592491001
chr3-g1423,1.093584596771521,chr3,0.6636866665903348
chr3-g1424,1.0499629691170873,chr3,0.8250663535290903
chr3-g1425,1.0315006881768136,chr3,1.0658501565781804
chr3-g1426,1.0849009002854435,chr3,0.5567629648061458
chr3-g1427,1.1451890193935077,chr3,-0.17612809459347606
chr3-g1428,1.0822047037594622,chr3,-0.19880406229484027
chr3-g1429,1.0874695508454302,chr3,0.7506393700199632
chr3-g1430,0.959878162157258,chr3,1.2636725901422041
chr3-g1431,0.9569009398134498,chr3,1.3356367812333696
chr3-g1432,0.9891416720474852,chr3,1.5576705122592733
chr3-g1433,0.9092484634010534,chr3,1.4646256246643077
chr3-g1434,0.91043150654063,chr3,1.3229820937262193
chr3-g1435,1.0323328342694251,chr3,1.4145159075368001
chr3-g1436,1.04272408149426,chr3,1.2654054791965919
chr3-g1437,1.0228648228896429,chr3,1.3366556521424882
chr3-g1438,1.0256679803906072,chr3,1.3434575968530362
chr3-g1439,1.076242859539474,chr3,1.07241450209171
chr3-g1440,1.0122108767376412,chr3,0.9053166014959363
chr3-g1441,1.104976154682523,chr3,0.38984112597639964
chr3-g1442,1.1456695038851097,chr3,0.3923502219441303
chr3-g1443,1.122849899854215,chr3,0.22610826986940954
chr3-g1444,1.1851778255622234,chr3,-0.43127501887067543
chr3-g1445,1.1521215148413342,chr3,-0.4666899292199999
chr3-g1446,1.2007188109414484,chr3,-0.36689580788010306
chr3-g1447,1.1973068113520444,chr3,0.2806747786400408
chr3-g1448,1.133526019555395,chr3,0.623074255988666
chr3-g1449,1.1079662657737668,chr3,0.5545326552978657
chr3-g1450,1.153093424595629,chr3,0.6250138729456134
chr3-g1451,1.2517099313329778,chr3,0.44169487244275746
chr3-g1452,1.1565616022911094,chr3,1.112952424230358
chr3-g1453,1.2048065194882849,chr3,0.6526667905318994
chr3-g1454,1.24682180971713,chr3,0.32081985708060645
chr3-g1455,1.2181810426309685,chr3,-0.04445446253372537
chr3-g1456,1.299279222794175,chr3,-0.46788056133360173
chr3-g1457,1.237385933733267,chr3,-0.16712307055425574
chr3-g1458,1.2253377528700162,chr3,-0.1395144921287466
chr3-g1459,1.2974722429604757,chr3,-0.7595170374400468
chr3-g1460,1.2425438750039808,chr3,-0.5628398771144929
chr3-g1461,1.231344725491888,chr3,-0.6076419219256033
chr3-g1462,1.2504627450060617,chr3,-0.14865011232367992
chr3-g1463,1.2018898276992362,chr3,-0.3557383473987022
chr3-g1464,1.2282776454379047,chr3,-0.7375246294025176
chr3-g1465,1.288284040350062,chr3,-0.43883126284874063
chr3-g1466,1.173305237078191,chr3,-0.26436421776459096
chr3-g1467,1.1209445071561133,chr3,-0.29319210079499364
chr3-g1468,1.1352193296228668,chr3,-0.19164094859053812
chr3-g1469,1.129275022161302,chr3,0.11735135776988277
chr3-g1470,1.0185055072951703,chr3,0.8428560981781812
chr3-g1471,1.0751219192075778,chr3,0.7204366161665404
chr3-g1472,1.059159067372355,chr3,0.8848614010256662
chr3-g1473,0.9349599860677936,chr3,0.9475355350331783
chr3-g1474,0.9697204836301764,chr3,1.1462633968390858
chr3-g1475,0.9212222146527324,chr3,1.2216318885430935
chr3-g1476,0.9044323602723046,chr3,0.999898333227818
chr3-g1477,0.9875124378184976,chr3,1.1710107287789526
chr3-g1478,0.9194851823165902,chr3,1.0822572530802075
chr3-g1479,0.936645671651278,chr3,0.777290466963657
chr3-g1480,1.0173931539181194,chr3,1.052090270693102
chr3-g1481,0.992859643300088,chr3,1.0324801719793488
chr3-g1482,0.9450433687461288,chr3,1.2141478365174694
chr3-g1483,0.9742975155486904,chr3,0.6896783240114226
chr3-g1484,1.0305793065727469,chr3,0.7506511363524687
chr3-g1485,0.9571897072947344,chr3,0.9687016580782462
chr3-g1486,1.082785700705144,chr3,0.660078538278745
chr3-g1487,1.098254120338439,chr3,0.6246791916299238
chr3-g1488,1.0283528537302162,chr3,0.3992592727134737
chr3-g1489,1.1063126358082824,chr3,0.19617989104202463
chr3-g1490,1.1043629100583714,chr3,-0.007766245909168102
chr3-g1491,1.0937559304611124,chr3,-0.09426676419854482
chr3-g1492,1.1089138965718486,chr3,-0.04442552834684188
chr3-g1493,1.053375960818422,chr3,0.11836803293409918
chr3-g1494,0.9902450725317248,chr3,0.34450825335203156
chr3-g1495,1.0205848550049206,chr3,0.6505011159253429
chr3-g1496,0.957084786402271,chr3,1.1376158940867058
chr3-g1497,0.8846259248460466,chr3,1.29211679257759
chr3-g1498,0.897287893882333,chr3,1.288133161664121
chr3-g1499,0.8940968677414691,chr3,1.1411936151087538
chr3-g1500,0.8421971883094175,chr3,1.2439170996515458
